run_id,t_s,bx_ut,by_ut,bz_ut
2342474,106.223,36.9725,4.9541,28.1651
2342474,106.390,40.1835,-3.8532,28.2569
2342474,106.559,38.5321,-11.6514,30.4587
2342474,106.757,37.6147,-19.3578,30.8257
2342474,106.924,36.8807,-21.3761,31.0092
2342474,107.091,36.2385,-20.4587,32.1101
2342474,107.257,37.4312,-16.9725,31.5596
2342474,107.425,33.7615,-16.5138,35.2294
2342474,107.591,33.3027,-16.9725,35.2294
2342474,107.758,31.8349,-19.3578,36.0550
2342474,107.926,32.3853,-20.0917,35.4128
2342474,108.092,34.1284,-21.3761,33.3027
2342474,108.259,36.3303,-22.0183,30.7339
2342474,108.426,40.3670,-19.5413,26.5138
2342474,108.593,41.4679,-14.3119,26.1468
2342474,108.760,39.9083,-7.7982,28.3486
2342474,108.927,36.2385,-5.2294,32.8440
2342474,109.094,31.7431,-12.8440,36.8807
2342474,109.260,29.8165,-21.6514,36.6972
2342474,109.428,30.8257,-30.9174,31.8349
2342474,109.595,28.0734,-38.3486,26.7890
2342474,109.761,31.1927,-38.8991,23.0275
2342474,109.929,36.8807,-33.4862,21.4679
2342474,110.096,42.8440,-23.3028,19.8165
2342474,110.262,39.9083,-14.2202,28.4404
2342474,110.430,33.4862,-7.8899,35.4128
2342474,110.596,24.2202,-4.0367,40.6422
2342474,110.765,16.2385,-0.6422,43.3028
2342474,110.975,6.8807,1.4679,43.9450
2342474,111.143,3.2110,2.9358,43.2110
2342474,111.310,-1.5596,3.1193,42.2018
2342474,111.476,2.1101,3.3945,42.8440
2342474,111.644,6.3303,-0.1835,43.7615
2342474,111.810,4.9541,-6.7890,45.0459
2342474,111.977,2.5688,-9.6330,45.4128
2342474,112.144,3.8532,-10.2752,45.8716
2342474,112.311,9.5413,-9.3578,45.7798
2342474,112.478,18.9908,-11.7431,43.9450
2342474,112.645,28.2569,-7.0642,39.8165
2342474,112.812,30.4587,6.0550,34.4037
2342474,112.978,25.8716,15.2294,32.0183
2342474,113.145,10.2752,19.8165,33.7615
2342474,113.312,-5.7798,16.8807,34.2202
2342474,113.479,-18.2569,10.0917,30.6422
2342474,113.646,-27.2477,3.3945,23.6697
2342474,113.823,-31.5596,-6.3303,16.8807
2342474,113.990,-32.1101,-16.0550,13.3945
2342474,114.158,-30.2752,-24.6789,9.0826
2342474,114.326,-27.9817,-29.4495,7.3394
2342474,114.493,-27.0642,-30.9174,5.8716
2342474,114.659,-26.7890,-31.7431,4.0367
2342474,114.827,-24.6789,-34.2202,6.4220
2342474,114.996,-25.0459,-34.2202,4.4037
2342474,115.175,-21.6514,-37.7982,3.1193
2342474,115.343,-18.8991,-40.3670,0.5505
2342474,115.510,-16.4220,-42.5688,1.7431
2342474,115.676,-13.3028,-44.3119,2.2018
2342474,115.844,-10.0000,-45.9633,0.7339
2342474,116.011,-11.1009,-43.9450,-5.7798
2342474,116.177,-10.5505,-43.0275,-7.8899
2342474,116.345,-11.1927,-43.3945,-5.6881
2342474,116.511,-5.4128,-45.9633,-5.2294
2342474,116.678,-0.1835,-48.3486,-2.5688
2342474,116.845,12.5688,-48.5321,-2.1101
2342474,117.012,16.0550,-45.5046,-11.0092
2342474,117.179,8.7156,-42.0183,-19.3578
2342474,117.346,4.6789,-37.8899,-24.6789
2342474,117.513,-7.9817,-31.1009,-27.0642
2342474,117.680,-29.8165,-20.0000,-8.9908
2342474,117.847,-33.4862,-9.9083,5.2294
2342474,118.014,-30.7339,-17.7982,12.2936
2342474,118.180,-13.0275,-36.9725,24.0367
2342474,118.347,13.8532,-44.9541,22.0183
2342474,118.514,30.0000,-41.6514,-2.7523
2342474,118.681,9.7248,-31.8349,-29.7248
2342474,118.848,-20.9174,-0.1835,-30.4587
2342474,119.015,-30.3670,14.3119,-5.5046
2342474,119.184,-31.8349,10.7339,-6.9725
2342474,119.372,-31.9266,-14.9541,6.6055
2342474,119.540,6.7890,-37.6147,28.1651
2342474,119.706,35.9633,-34.8624,4.4954
2342474,119.873,30.0000,-26.9725,-25.6881
2342474,120.041,-11.1009,-3.3945,-38.5321
2342474,120.207,-26.6055,19.1743,-16.9725
2342474,120.374,-29.2661,13.2110,-18.7156
2342474,120.541,-30.0000,-0.6422,-22.1101
2342474,120.708,-30.1835,-17.7982,-5.9633
2342474,120.875,-8.9908,-31.6514,24.7706
2342474,121.042,0.9174,-34.4954,27.3394
2342474,121.209,-2.2936,-34.9541,26.1468
2342474,121.376,-2.4771,-34.5872,26.2385
2342474,121.543,-3.8532,-34.2202,25.7798
2342474,121.710,-5.4128,-33.6697,25.5046
2342474,121.876,-5.9633,-33.3945,25.5963
2342474,122.044,-6.5138,-33.1193,25.8716
2342474,122.211,-7.7982,-32.5688,25.1376
2342474,122.377,-8.1651,-32.1101,26.0550
2342474,122.545,-7.9817,-31.3761,26.8807
2342474,122.711,-9.2661,-30.6422,27.2477
2342474,122.878,-6.7890,-31.5596,27.7982
2342474,123.044,-8.8073,-31.9266,26.4220
2342474,123.212,-15.4128,-30.4587,23.3028
2342474,123.381,-17.1560,-29.1743,22.2936
2342474,123.587,-14.4954,-29.8165,25.0459
2342474,123.754,-11.4679,-30.8257,26.4220
2342474,123.921,-8.2569,-31.7431,27.7982
2342474,124.088,-5.9633,-32.2018,29.0826
2342474,124.255,-3.7615,-32.5688,29.5413
2342474,124.422,-1.9266,-32.7523,30.0000
2342474,124.588,0.5505,-32.1101,31.7431
2342474,124.758,7.6147,-30.6422,33.6697
2342474,124.925,16.5138,-26.0550,35.4128
2342474,125.091,27.7982,-17.6147,34.3119
2342474,125.259,33.7615,-5.7798,31.9266
2342474,125.426,33.2110,7.4312,29.3578
2342474,125.592,33.3027,17.3395,23.1193
2342474,125.760,26.8807,26.6972,19.8165
2342474,125.926,17.7064,33.1193,17.0642
2342474,126.093,2.0183,36.8807,12.7523
2342474,126.260,-12.3853,34.0367,7.7064
2342474,126.427,-26.0550,22.2018,6.3303
2342474,126.594,-31.6514,7.4312,9.6330
2342474,126.760,-33.0275,-5.0459,8.2569
2342474,126.928,-28.8991,-14.0367,17.3395
2342474,127.094,-25.0459,-21.9266,18.3486
2342474,127.261,-18.2569,-28.4404,22.4771
2342474,127.428,-13.4862,-32.0183,23.6697
2342474,127.597,-2.1101,-33.7615,29.5413
2342474,127.805,14.5872,-36.6972,28.0734
2342474,127.973,23.3945,-30.3670,30.0000
2342474,128.140,32.8440,-20.5505,30.0000
2342474,128.306,40.5505,-16.8807,23.2110
2342474,128.474,38.7156,-8.6239,27.5229
2342474,128.640,38.7156,-8.1651,28.7156
2342474,128.807,40.9174,-22.2936,21.8349
2342474,128.974,33.3027,-36.2385,21.2844
2342474,129.141,22.6606,-39.1743,29.1743
2342474,129.308,14.4954,-35.1376,35.6881
2342474,129.475,2.1101,-27.9817,40.3670
2342474,129.642,-7.5229,-28.9908,37.0642
2342474,129.808,-18.2569,-28.5321,29.7248
2342474,129.976,-24.3119,-26.8807,22.2936
2342474,130.143,-27.8899,-25.9633,13.9450
2342474,130.309,-30.0917,-23.5780,4.5872
2342474,130.487,-29.2661,-21.9266,-7.0642
2342474,130.653,-24.1284,-22.2936,-18.4404
2342474,130.820,-14.4037,-25.5963,-26.9725
2342474,130.988,-2.9358,-33.8532,-26.6055
2342474,131.154,5.1376,-34.7706,-27.9817
2342474,131.321,7.2477,-37.5229,-26.1468
2342474,131.488,22.8440,-36.2385,-23.5780
2342474,131.655,30.0917,-37.7982,-16.8807
2342474,131.824,34.4954,-38.7156,-6.9725
2342474,132.005,37.0642,-38.3486,8.5321
2342474,132.171,31.8349,-37.0642,22.9358
2342474,132.338,23.8532,-33.4862,33.1193
2342474,132.504,15.5046,-30.9174,38.1651
2342474,132.672,10.4587,-30.8257,38.7156
2342474,132.839,6.8807,-30.9174,38.8073
2342474,133.005,-0.9174,-29.5413,38.1651
2342474,133.173,-7.3394,-23.3028,38.8073
2342474,133.339,-14.2202,-12.1101,37.6147
2342474,133.506,-19.7248,5.8716,29.5413
2342474,133.674,-26.7890,-12.2018,24.2202
2342474,133.840,-31.3761,-19.4495,5.2294
2342474,134.007,-28.2569,-26.3303,6.5138
2342474,134.174,-26.2385,-30.1835,3.5780
2342474,134.341,-22.4771,-34.6789,1.4679
2342474,134.508,-18.0734,-38.8073,0.4587
2342474,134.675,-12.2936,-42.9358,1.6514
2342474,134.842,-6.1468,-46.3303,3.4862
2342474,135.008,2.2936,-48.3486,6.6055
2342474,135.176,8.7156,-48.6239,9.4495
2342474,135.344,14.1284,-48.3486,8.9908
2342474,135.511,20.9174,-45.9633,12.0183
2342474,135.679,26.1468,-43.5780,13.3028
2342474,135.845,31.0092,-39.5413,15.4128
2342474,136.014,33.2110,-36.8807,17.6147
2342474,136.202,35.9633,-32.9358,20.0000
2342474,136.370,35.6881,-27.6147,25.7798
2342474,136.536,34.2202,-20.8257,31.0092
2342474,136.703,27.7982,-13.3945,37.5229
2342474,136.871,23.5780,-7.5229,39.7248
2342474,137.037,18.5321,-3.3028,41.1927
2342474,137.204,13.0275,1.1927,41.8349
2342474,137.371,5.5963,4.1284,41.5596
2342474,137.538,-2.8440,6.5138,39.4495
2342474,137.705,-8.5321,6.6972,37.5229
2342474,137.872,-11.4679,5.1376,36.6055
2342474,138.039,-13.4862,3.8532,35.7798
2342474,138.205,-15.7798,2.8440,34.4037
2342474,138.373,-20.2752,4.4954,29.8165
2342474,138.540,-24.4037,1.8349,26.1468
2342474,138.706,-28.3486,-1.2844,20.9174
2342474,138.873,-30.7339,-5.5046,16.8807
2342474,139.040,-31.5596,-11.3761,12.9358
2342474,139.207,-30.8257,-18.0734,10.6422
2342474,139.373,-28.4404,-25.3211,8.2569
2342474,139.541,-25.5046,-31.0092,3.6697
2342474,139.708,-20.3670,-36.8807,1.7431
2342474,139.874,-16.7890,-40.5505,2.1101
2342474,140.042,-11.6514,-43.9450,3.3945
2342474,140.211,-6.5138,-46.1468,3.3028
2342474,140.417,0.0000,-48.2569,-3.2110
2342474,140.584,2.5688,-46.8807,-10.1835
2342474,140.751,8.1651,-43.8532,-17.8899
2342474,140.918,10.8257,-48.3486,-4.9541
2342474,141.085,17.7982,-47.0642,-3.8532
2342474,141.252,22.0183,-46.3303,-1.5596
2342474,141.418,22.4771,-45.9633,-1.6514
2342474,141.586,23.5780,-45.2294,-3.6697
2342474,141.753,21.1927,-44.9541,-8.8991
2342474,141.919,22.9358,-44.2202,-8.6239
2342474,142.087,28.8991,-40.0000,-11.1927
2342474,142.254,35.1376,-37.4312,-3.8532
2342474,142.420,34.8624,-37.5229,-3.4862
2342474,142.588,29.7248,-42.4771,2.1101
2342474,142.754,16.1468,-47.6147,8.0734
2342474,142.921,7.0642,-48.3486,10.4587
2342474,143.087,4.4037,-48.2569,13.0275
2342474,143.255,19.4495,-43.3028,21.5596
2342474,143.422,34.0367,-37.4312,14.2202
2342474,143.588,39.7248,-33.0275,-5.1376
2342474,143.756,25.9633,-42.2018,-10.6422
2342474,143.923,11.0092,-46.2385,-11.5596
2342474,144.089,-4.5872,-45.5046,-3.7615
2342474,144.257,-20.6422,-29.5413,-16.2385
2342474,144.426,-26.9725,-15.7798,-18.8073
2342474,144.635,-28.0734,-24.6789,-5.5963
2342474,144.803,-20.0000,-36.7890,5.5046
2342474,144.969,-8.8073,-44.0367,10.0000
2342474,145.136,0.2752,-46.3303,12.2018
2342474,145.304,5.6881,-47.2477,11.6514
2342474,145.470,8.1651,-48.5321,4.9541
2342474,145.637,9.4495,-48.8073,8.1651
2342474,145.804,14.9541,-44.3119,22.1101
2342474,145.973,30.6422,-35.3211,23.5780
2342474,146.139,43.6697,-25.8716,11.1927
2342474,146.307,44.9541,-25.1376,-1.0092
2342474,146.474,38.0734,-34.6789,-6.3303
2342474,146.640,24.2202,-43.4862,-10.0917
2342474,146.808,4.8624,-45.6881,-11.8349
2342474,146.975,-14.2202,-37.5229,-13.6697
2342474,147.141,-28.1651,-15.9633,-17.2477
2342474,147.309,-31.2844,6.4220,-11.1009
2342474,147.486,-29.9083,13.7615,2.9358
2342474,147.653,-27.0642,12.3853,16.5138
2342474,147.820,-24.6789,8.5321,23.3028
2342474,147.987,-24.2202,4.7706,25.1376
2342474,148.154,-25.9633,3.1193,23.3028
2342474,148.321,-25.8716,1.5596,24.1284
2342474,148.488,-26.7890,1.6514,22.5688
2342474,148.657,-21.9266,1.1927,29.0826
2342474,148.836,-28.3486,1.2844,19.7248
2342474,149.004,-32.8440,-2.2936,7.7064
2342474,149.171,-33.1193,-9.7248,-1.9266
2342474,149.337,-27.6147,-24.4954,10.3670
2342474,149.505,-18.9908,-26.2385,25.5963
2342474,149.672,-24.2202,-18.0734,24.4954
2342474,149.838,-25.5963,-6.4220,25.2294
2342474,150.006,-21.7431,3.5780,28.4404
2342474,150.172,-16.0550,4.3119,33.8532
2342474,150.339,-6.6972,-14.3119,40.4587
2342474,150.506,2.4771,-30.0000,37.4312
2342474,150.673,20.7339,-28.6239,35.7798
2342474,150.840,32.0183,-17.7064,33.7615
2342474,151.007,30.2752,-9.2661,35.5046
2342474,151.174,23.3945,2.2018,37.7982
2342474,151.340,5.8716,6.2385,40.3670
2342474,151.508,-12.0183,7.2477,35.0459
2342474,151.675,-23.6697,12.3853,21.2844
2342474,151.841,-28.7156,5.8716,17.0642
2342474,152.008,-21.6514,-3.2110,30.0000
2342474,152.175,-9.8165,-8.0734,38.5321
2342474,152.342,-3.6697,-9.2661,41.1009
2342474,152.508,2.3853,-6.0550,42.2018
2342474,152.676,5.4128,-4.2202,42.4771
2342474,152.845,9.4495,-5.5963,42.3853
2342474,153.033,11.6514,-11.0092,42.3853
2342474,153.201,13.4862,-17.8899,41.1009
2342474,153.367,4.8624,-28.8073,37.8899
2342474,153.534,-2.7523,-37.0642,29.9083
2342474,153.701,-13.5780,-38.2569,19.2661
2342474,153.868,-22.4771,-33.2110,9.5413
2342474,154.035,-26.9725,-26.4220,-4.5872
2342474,154.202,-27.7064,-24.0367,-6.1468
2342474,154.369,-27.2477,-18.2569,-14.4037
2342474,154.535,-25.5963,-19.6330,-16.9725
2342474,154.703,-17.7982,-37.0642,-2.7523
2342474,154.870,-4.4037,-44.5872,11.1927
2342474,155.036,1.6514,-44.4954,17.2477
2342474,155.204,6.6055,-43.8532,20.0917
2342474,155.371,6.6055,-43.9450,21.0092
2342474,155.537,13.3945,-36.5138,30.4587
2342474,155.704,12.1101,-35.5963,32.4771
2342474,155.871,20.5505,-31.8349,33.3027
2342474,156.038,36.8807,-24.1284,25.7798
2342474,156.204,45.0459,-17.7982,14.3119
2342474,156.372,47.4312,-14.0367,7.8899
2342474,156.540,47.7982,-15.5046,-0.1835
2342474,156.707,42.3853,-28.9908,2.4771
2342474,156.875,34.0367,-39.1743,3.2110
2342474,157.044,23.3945,-45.4128,3.7615
2342474,157.247,-3.2110,-44.8624,-6.7890
2342474,157.414,-18.2569,-31.4679,-15.9633
2342474,157.581,-27.0642,-8.7156,-20.2752
2342474,157.748,-29.8165,5.7798,-13.2110
2342474,157.915,-25.2294,20.3670,-6.7890
2342474,158.082,-20.3670,26.0550,5.3211
2342474,158.248,-20.3670,18.6239,19.6330
2342474,158.416,-15.5963,6.1468,32.2018
2342474,158.583,-11.1927,-3.8532,37.4312
2342474,158.749,-1.8349,-4.8624,40.7339
2342474,158.917,-3.0275,-0.3670,40.2752
2342474,159.084,-15.1376,1.6514,33.9450
2342474,159.250,-29.5413,2.1101,15.7798
2342474,159.417,-31.2844,3.7615,-8.4404
2342474,159.584,-26.0550,-8.0734,-22.2018
2342474,159.751,-17.9817,-25.0459,-23.3028
2342474,159.917,-13.2110,-36.7890,-13.9450
2342474,160.085,-14.8624,-38.8073,11.1927
2342474,160.252,-25.3211,-25.5963,15.8716
2342474,160.418,-27.7064,-9.9083,21.5596
2342474,160.586,-19.3578,-0.6422,31.2844
2342474,160.752,-13.3945,2.8440,35.0459
2342474,160.919,-6.2385,2.0183,38.6239
2342474,161.087,-1.0092,-4.1284,41.7431
2342474,161.255,-5.8716,-29.0826,34.5872
2342474,161.484,1.0092,-44.0367,21.2844
2342474,161.651,5.1376,-47.7064,13.6697
2342474,161.818,21.1009,-45.5963,12.9358
2342474,161.984,35.6881,-36.9725,7.0642
2342474,162.152,43.3945,-27.6147,1.6514
2342474,162.319,46.3303,-18.5321,9.8165
2342474,162.485,44.3119,-15.2294,19.2661
2342474,162.653,36.6972,-8.2569,30.7339
2342474,162.820,26.7890,-6.4220,37.8899
2342474,162.986,20.2752,-3.8532,40.6422
2342474,163.153,18.7156,5.2294,39.1743
2342474,163.320,13.8532,6.8807,40.0917
2342474,163.487,13.0275,6.6055,40.1835
2342474,163.653,22.9358,1.9266,38.8073
2342474,163.821,29.2661,-1.1009,36.1468
2342474,163.988,38.1651,-9.1743,29.6330
2342474,164.154,36.6055,-10.1835,31.4679
2342474,164.341,24.5872,-22.8440,37.7064
2342474,164.507,24.5872,-6.6972,40.2752
2342474,164.674,34.4037,-8.9908,34.1284
2342474,164.842,33.8532,5.1376,32.0183
2342474,165.008,33.2110,7.2477,32.2018
2342474,165.175,37.8899,10.7339,25.8716
2342474,165.342,35.2294,4.3119,31.9266
2342474,165.511,41.0092,2.6606,26.4220
2342474,165.699,45.0459,-4.8624,22.1101
2342474,165.865,42.7523,-8.2569,26.1468
2342474,166.033,44.6789,-4.8624,23.1193
2342474,166.200,46.6972,-6.6972,19.7248
2342474,166.366,43.1193,-8.2569,25.9633
2342474,166.534,35.1376,-16.7890,34.2202
2342474,166.700,33.9450,-19.1743,35.0459
2342474,166.867,32.6605,-24.3119,33.9450
2342474,167.034,38.3486,-27.3394,26.6055
2342474,167.203,45.9633,-26.7890,11.9266
2342474,167.370,40.0917,-37.1560,4.4037
2342474,167.537,32.8440,-44.0367,6.6972
2342474,167.704,25.9633,-48.5321,3.3028
2342474,167.870,23.4862,-49.1743,-1.1927
2342474,168.038,19.8165,-49.8165,-4.6789
2342474,168.205,20.1835,-46.8807,-13.4862
2342474,168.371,35.2294,-39.1743,-10.1835
2342474,168.539,41.9266,-33.8532,5.3211
2342474,168.705,10.0917,-42.8440,30.0000
2342474,168.872,-8.2569,-46.3303,18.4404
2342474,169.039,26.1468,-37.1560,29.8165
2342474,169.206,51.2844,-2.7523,-3.1193
2342474,169.373,44.4037,-11.0092,-24.4954
2342474,169.539,18.8073,-42.2018,-23.4862
2342474,169.909,-12.0183,-46.2385,-0.3670
2342474,170.075,-1.9266,-36.7890,34.3119
2342474,170.243,-0.8257,-36.7890,34.2202
2342474,170.410,10.5505,-49.6330,15.4128
2342474,170.576,43.6697,-15.6881,-21.9266
2342474,170.744,19.0826,-16.7890,-41.1009
2342474,170.911,-10.5505,-36.0550,-24.6789
2342474,171.077,-17.8899,-32.0183,-23.1193
2342474,171.245,-16.4220,-42.5688,-3.0275
2342474,171.411,-5.3211,-48.1651,9.3578
2342474,171.578,43.7615,-29.0826,5.1376
2342474,171.746,20.9174,-32.2018,-31.0092
2342474,171.912,-5.0459,-23.4862,-36.7890
2342474,172.079,-23.9450,-32.1101,-12.1101
2342474,172.246,-18.5321,-31.6514,-20.4587
2342474,172.413,-11.0092,-42.3853,-11.0092
2342474,172.580,8.7156,-47.5229,-7.9817
2342474,172.747,28.1651,-39.0826,-15.1376
2342474,172.914,-4.1284,-31.9266,-30.3670
2342474,173.080,-26.1468,-31.0092,-1.8349
2342474,173.248,-13.0275,-9.9083,-37.5229
2342474,173.415,-10.8257,-30.0000,-28.1651
2342474,173.581,18.5321,-46.3303,7.7064
2342474,173.749,27.8899,-35.6881,-19.4495
2342474,173.918,8.9908,-31.1009,-32.5688
2342474,174.126,-4.4037,-43.3028,-12.2018
2342474,174.294,0.4587,-35.5046,-27.2477
2342474,174.461,18.0734,-46.5138,3.9450
2342474,174.627,46.6972,3.5780,-12.1101
2342474,174.795,35.7798,-2.4771,-31.6514
2342474,174.961,21.1927,-7.7064,-40.3670
2342474,175.128,14.6789,-46.5138,-2.5688
2342474,175.294,4.9541,-45.8716,-8.3486
2342474,175.462,13.4862,-44.6789,15.8716
2342474,175.629,35.5963,-21.6514,26.2385
2342474,175.795,44.5872,1.4679,-17.4312
2342474,175.963,34.0367,3.0275,-32.8440
2342474,176.129,31.4679,-11.8349,-33.4862
2342474,176.296,25.7798,-42.7523,-0.7339
2342474,176.464,12.2936,-46.3303,11.6514
2342474,176.630,27.7982,-31.0092,26.6972
2342474,176.797,44.9541,-6.8807,14.6789
2342474,176.964,37.7064,2.3853,-27.8899
2342474,177.131,41.7431,-26.0550,-6.7890
2342474,177.298,4.8624,-44.4954,18.0734
2342474,177.465,16.8807,-22.2018,37.8899
2342474,177.632,40.9174,9.3578,18.0734
2342474,177.800,46.4220,1.8349,10.0000
2342474,177.968,38.6239,-25.5963,20.0000
2342474,178.137,2.5688,-21.8349,40.6422
2342474,178.364,24.3119,31.8349,14.0367
2342474,178.530,38.0734,-13.4862,27.7982
2342474,178.698,-5.4128,-18.9908,40.3670
2342474,178.865,-5.6881,9.5413,38.1651
2342474,179.031,25.7798,-5.1376,38.6239
2342474,179.199,19.4495,-24.3119,38.5321
2342474,179.365,-17.1560,-18.8073,35.0459
2342474,179.532,-15.4128,-14.8624,37.1560
2342474,179.699,36.5138,4.4954,29.0826
2342474,179.866,21.8349,-32.8440,33.3027
2342474,180.033,-19.1743,-15.5046,34.6789
2342474,180.200,-24.4954,-13.3945,29.7248
2342474,180.367,15.3211,-2.3853,42.5688
2342474,180.533,23.3945,-27.8899,35.5046
2342474,180.701,9.2661,-32.9358,36.4220
2342474,180.868,-35.8716,2.2936,0.5505
2342474,181.034,-33.8532,-13.3945,11.1927
2342474,181.221,1.5596,-15.0459,43.2110
2342474,181.388,5.6881,-42.2018,28.2569
2342474,181.554,-27.7982,-21.3761,22.0183
2342474,181.722,-34.3119,-3.9450,-12.4771
2342474,181.889,13.4862,-7.8899,43.8532
2342474,182.055,-9.7248,-45.4128,14.2202
2342474,182.223,-31.1927,-15.0459,18.8073
2342474,182.391,-35.7798,-4.0367,-4.7706
2342474,182.589,11.1927,-4.4037,43.4862
2342474,182.756,0.2752,-46.8807,18.2569
2342474,182.924,-8.4404,-41.2844,23.3945
2342474,183.090,-31.0092,-3.1193,-20.3670
2342474,183.257,-23.1193,-25.1376,24.7706
2342474,183.425,-25.5963,-27.8899,18.4404
2342474,183.591,-32.8440,-17.4312,-7.9817
2342474,183.758,-5.1376,-28.6239,36.6972
2342474,183.925,2.3853,-38.8991,30.6422
2342474,184.092,-30.0000,-25.2294,-6.1468
2342474,184.259,-30.0000,-26.6055,2.5688
2342474,184.426,5.8716,-31.4679,37.1560
2342474,184.593,-16.1468,-38.2569,18.8991
2342474,184.759,-32.5688,-20.0000,-1.0092
2342474,184.927,-26.7890,3.4862,-26.2385
2342474,185.094,-18.7156,-4.2202,-34.4954
2342474,185.260,-19.5413,-38.4404,-0.9174
2342474,185.428,-15.9633,-37.4312,-13.7615
2342474,185.594,-22.1101,-36.2385,4.0367
2342474,185.761,-25.8716,-6.4220,-26.7890
2342474,185.929,-32.7523,-16.7890,-5.0459
2342474,186.095,-26.9725,-15.5046,24.3119
2342474,186.262,-29.2661,-1.1927,-22.2018
2342474,186.429,-27.6147,-18.5321,-18.8991
2342474,186.598,-16.6972,-36.2385,19.5413
2342474,186.798,-16.8807,-31.9266,24.5872
2342474,186.965,-34.2202,-13.1193,-2.4771
2342474,187.132,-14.8624,-3.3945,37.2477
2342474,187.299,-32.1101,2.9358,15.3211
2342474,187.466,-35.0459,-6.2385,4.3119
2342474,187.633,-28.7156,-13.2110,22.4771
2342474,187.799,-15.8716,-11.7431,36.3303
2342474,187.967,-21.4679,-14.6789,31.8349
2342474,188.134,-28.5321,4.3119,22.6606
2342474,188.300,-35.0459,-7.8899,8.8073
2342474,188.470,0.1835,2.2936,42.4771
2342474,188.636,-0.7339,5.6881,41.3761
2342474,188.803,-1.2844,10.2752,39.5413
2342474,188.969,-22.5688,-7.7064,33.1193
2342474,189.137,9.3578,28.3486,27.9817
2342474,189.304,-11.1009,4.4954,38.9908
2342474,189.470,-4.8624,-0.6422,42.5688
2342474,189.638,15.5963,5.7798,41.6514
2342474,189.805,7.7064,8.2569,41.7431
2342474,189.971,-0.6422,0.5505,43.6697
2342474,190.139,20.1835,5.3211,40.6422
2342474,190.305,17.6147,8.1651,40.5505
2342474,190.472,18.5321,-3.5780,43.3028
2342474,190.639,18.2569,-9.5413,43.6697
2342474,190.808,-9.5413,-32.0183,35.9633
2342474,191.008,-18.4404,-37.8899,23.0275
2342474,191.174,17.3395,-17.7064,43.7615
2342474,191.342,-12.8440,-37.2477,29.8165
2342474,191.509,14.3119,-41.6514,31.4679
2342474,191.675,43.5780,-17.7064,23.9450
2342474,191.843,36.7890,-33.3027,23.1193
2342474,192.010,30.7339,-41.5596,19.1743
2342474,192.176,11.0092,-46.8807,24.1284
2342474,192.344,24.4037,-34.9541,32.4771
2342474,192.510,28.7156,-27.4312,35.2294
2342474,192.677,-15.4128,-44.9541,9.7248
2342474,192.844,-11.1927,-44.7706,18.1651
2342474,193.011,11.8349,-47.7982,22.0183
2342474,193.178,45.2294,-26.6972,11.8349
2342474,193.345,50.4587,-14.9541,3.1193
2342474,193.512,45.2294,-27.7982,-4.7706
2342474,193.678,44.0367,-24.2202,-15.0459
2342474,193.846,43.4862,-25.2294,-14.1284
2342474,194.013,34.8624,-38.7156,-9.0826
2342474,194.179,21.6514,-45.2294,-12.5688
2342474,194.347,11.2844,-47.7982,-11.3761
2342474,194.514,-0.6422,-44.3119,-17.6147
2342474,194.680,-3.4862,-42.2936,-18.3486
2342474,194.848,-5.6881,-42.9358,-15.8716
2342474,195.017,-12.0183,-44.7706,1.1009
2342474,195.226,-20.8257,-29.1743,-20.2752
2342474,195.394,-20.8257,-33.3945,-14.4037
2342474,195.561,-15.0459,-41.9266,-3.8532
2342474,195.727,-15.8716,-41.1009,-4.7706
2342474,195.895,-12.8440,-39.2661,-14.4037
2342474,196.061,-15.6881,-40.0917,-8.6239
2342474,196.228,-18.4404,-35.9633,-11.8349
2342474,196.395,-26.1468,-27.8899,-9.4495
2342474,196.562,-32.6605,-17.8899,-2.7523
2342474,196.729,-28.0734,-16.6055,20.9174
2342474,196.896,-15.1376,-14.9541,35.4128
2342474,197.063,-4.6789,-7.9817,41.2844
2342474,197.229,-3.0275,-5.2294,41.2844
2342474,197.396,-9.8165,-12.3853,38.8991
2342474,197.563,-19.7248,-25.8716,25.9633
2342474,197.730,-19.4495,-35.4128,12.9358
2342474,197.897,-6.6055,-44.2202,10.5505
2342474,198.074,5.5046,-46.1468,14.1284
2342474,198.241,-3.0275,-43.9450,15.5963
2342474,198.408,-12.5688,-38.6239,17.3395
2342474,198.575,-27.3394,-24.4954,10.9174
2342474,198.742,-29.7248,-7.8899,17.1560
2342474,198.908,-25.1376,5.4128,22.5688
2342474,199.078,-14.4037,3.3028,33.9450
2342474,199.247,-3.0275,14.9541,33.3945
2342474,199.427,-13.5780,15.5963,27.6147
2342474,199.595,-27.3394,2.2018,19.0826
2342474,199.761,-27.4312,-16.8807,16.4220
2342474,199.928,-18.3486,-35.8716,8.2569
2342474,200.095,-0.5505,-45.4128,4.4954
2342474,200.262,6.3303,-46.2385,4.4037
2342474,200.428,13.3945,-46.1468,3.8532
2342474,200.596,14.5872,-45.5046,3.6697
2342474,200.763,12.4771,-45.6881,1.1927
2342474,200.929,13.2110,-45.5963,-1.0092
2342474,201.097,13.3945,-45.5963,0.2752
2342474,201.264,10.0917,-45.8716,0.2752
2342474,201.430,0.6422,-45.0459,0.9174
2342474,201.597,-10.1835,-40.8257,-2.3853
2342474,201.764,-19.6330,-33.4862,7.7064
2342474,201.931,-29.1743,-19.7248,-0.2752
