# label,wifi_on_scan
# sample_hz,20
# duration_s,60
# sda_gpio,21
# scl_gpio,22
t_ms,mx_raw,my_raw,mz_raw,wifi_scan_count
0,-210,-283,304,1
2504,-210,-283,304,1
2506,-210,-283,304,1
2508,-210,-283,304,1
2510,-210,-283,304,1
2512,-210,-283,304,1
2514,-210,-283,304,1
2516,-210,-283,304,1
2518,-210,-283,304,1
2520,-210,-283,304,1
2522,-210,-283,304,1
2524,-210,-283,304,1
2526,-210,-283,304,1
2528,-210,-283,304,1
2530,-210,-283,304,1
2532,-210,-283,304,1
2534,-210,-283,304,1
2536,-210,-283,304,1
2538,-210,-283,304,1
2540,-210,-283,304,1
2542,-210,-283,304,1
2543,-210,-283,304,1
2545,-210,-283,304,1
2547,-210,-283,304,1
2549,-210,-283,304,1
2551,-210,-283,304,1
2553,-210,-283,304,1
2555,-210,-283,304,1
2557,-210,-283,304,1
2559,-210,-283,304,1
2561,-210,-283,304,1
2563,-210,-283,304,1
2565,-210,-283,306,1
2567,-210,-283,306,1
2569,-210,-283,306,1
2571,-210,-283,306,1
2573,-210,-283,306,1
2575,-210,-283,306,1
2577,-210,-283,306,1
2579,-210,-283,306,1
2581,-210,-283,306,1
2583,-210,-283,306,1
2585,-210,-283,306,1
2587,-210,-283,306,1
2589,-210,-283,306,1
2590,-210,-283,306,1
2592,-210,-283,306,1
2594,-210,-283,306,1
2596,-210,-283,306,1
2598,-210,-283,306,1
2600,-210,-283,306,1
2602,-210,-283,306,1
2604,-210,-283,306,1
2650,-209,-283,303,1
2700,-211,-283,303,1
2750,-211,-283,303,1
2800,-209,-284,304,1
2850,-210,-282,304,1
2900,-210,-282,304,1
2950,-211,-283,305,1
3000,-211,-283,303,1
3050,-209,-283,304,1
3100,-209,-283,304,1
3150,-209,-283,304,1
3200,-210,-284,304,1
3250,-209,-282,304,1
3300,-209,-282,304,1
3350,-210,-283,304,1
3400,-210,-283,305,1
3450,-210,-282,303,1
3500,-210,-282,303,1
3550,-209,-284,304,1
3600,-210,-282,304,1
3650,-211,-283,303,1
3700,-211,-283,303,1
3750,-210,-284,304,1
3800,-209,-283,305,1
3850,-211,-283,304,1
3900,-211,-283,304,1
3950,-209,-284,305,1
4000,-209,-283,304,1
4050,-210,-284,304,1
4100,-210,-284,304,1
4150,-210,-282,306,1
4200,-210,-283,304,1
4250,-208,-284,302,1
4300,-208,-284,302,1
4350,-209,-284,304,1
4400,-209,-283,304,1
4450,-211,-283,304,1
4500,-211,-283,304,1
4550,-210,-283,305,1
4600,-210,-283,303,1
4650,-209,-283,305,1
4700,-209,-283,305,1
4750,-209,-281,304,1
4800,-210,-284,304,1
4850,-210,-284,305,1
4900,-210,-284,305,1
4950,-210,-283,304,1
5000,-210,-283,303,1
5050,-210,-283,304,1
5100,-210,-283,304,1
5150,-209,-283,303,1
5200,-209,-284,303,1
5250,-209,-283,305,1
5300,-209,-283,305,1
5350,-209,-283,306,1
5400,-210,-285,303,1
5450,-210,-285,303,1
5500,-209,-283,305,1
5550,-209,-283,304,1
5600,-210,-283,303,1
5650,-210,-283,303,1
5700,-210,-283,306,1
5750,-210,-283,302,1
5800,-210,-283,305,1
5850,-210,-283,305,1
5900,-210,-282,304,1
5950,-210,-283,304,1
6000,-210,-285,304,1
6050,-210,-285,304,1
6100,-210,-283,304,1
6150,-210,-283,304,1
6200,-208,-283,305,1
6250,-208,-283,305,1
6300,-208,-283,304,1
6350,-210,-283,304,1
6400,-210,-283,307,1
6450,-210,-283,307,1
6500,-210,-283,304,1
6550,-211,-283,304,1
6600,-210,-283,304,1
6650,-210,-283,304,1
6700,-210,-282,306,1
6750,-211,-282,304,1
6800,-210,-284,304,1
6850,-210,-284,304,1
6900,-209,-283,305,1
6950,-210,-283,304,1
7000,-209,-283,305,1
7050,-209,-283,305,1
7100,-209,-283,305,1
7150,-211,-281,304,1
7200,-210,-282,305,1
7250,-210,-282,305,1
7300,-211,-282,304,1
7350,-211,-283,304,1
7400,-211,-283,304,1
7450,-211,-283,304,1
7500,-211,-283,303,1
7550,-211,-280,305,2
10054,-211,-280,305,2
10056,-211,-280,305,2
10058,-211,-280,305,2
10060,-211,-280,305,2
10062,-211,-280,305,2
10064,-211,-280,305,2
10066,-211,-280,305,2
10068,-211,-280,305,2
10070,-211,-280,305,2
10072,-211,-280,305,2
10074,-211,-280,305,2
10076,-211,-280,305,2
10078,-211,-280,305,2
10080,-211,-280,305,2
10082,-211,-280,305,2
10084,-212,-280,304,2
10086,-212,-280,304,2
10088,-212,-280,304,2
10090,-212,-280,304,2
10092,-212,-280,304,2
10094,-212,-280,304,2
10096,-212,-280,304,2
10098,-212,-280,304,2
10100,-212,-280,304,2
10102,-212,-280,304,2
10103,-212,-280,304,2
10105,-212,-280,304,2
10107,-212,-280,304,2
10109,-212,-280,304,2
10111,-212,-280,304,2
10113,-212,-280,304,2
10115,-212,-280,304,2
10117,-212,-280,304,2
10119,-212,-280,304,2
10121,-212,-280,304,2
10123,-212,-280,304,2
10125,-212,-280,304,2
10127,-212,-280,304,2
10129,-212,-280,304,2
10131,-212,-280,304,2
10133,-212,-280,304,2
10135,-212,-280,304,2
10137,-212,-280,304,2
10139,-212,-280,304,2
10141,-212,-280,304,2
10143,-212,-280,304,2
10145,-212,-280,304,2
10147,-212,-280,304,2
10149,-212,-280,304,2
10151,-212,-282,304,2
10153,-212,-282,304,2
10155,-212,-282,304,2
10200,-212,-282,304,2
10250,-213,-281,305,2
10300,-213,-281,303,2
10350,-213,-281,303,2
10400,-211,-281,304,2
10450,-212,-281,304,2
10500,-212,-281,304,2
10550,-212,-281,304,2
10600,-212,-280,304,2
10650,-212,-280,304,2
10700,-212,-281,304,2
10750,-212,-281,304,2
10800,-213,-280,304,2
10850,-212,-280,306,2
10900,-211,-280,306,2
10950,-211,-280,306,2
11000,-212,-280,303,2
11050,-212,-281,303,2
11100,-211,-281,304,2
11150,-211,-281,304,2
11200,-211,-281,305,2
11250,-213,-279,303,2
11300,-211,-281,306,2
11350,-211,-281,306,2
11400,-212,-280,304,2
11450,-212,-281,305,2
11500,-212,-280,306,2
11550,-212,-280,306,2
11600,-211,-281,304,2
11650,-213,-281,304,2
11700,-211,-282,305,2
11750,-211,-282,305,2
11800,-211,-282,303,2
11850,-211,-283,303,2
11900,-212,-281,304,2
11950,-212,-281,304,2
12000,-211,-282,302,2
12050,-212,-282,303,2
12100,-212,-282,303,2
12150,-212,-282,303,2
12200,-212,-282,304,2
12250,-212,-282,303,2
12300,-211,-281,302,2
12350,-211,-281,302,2
12400,-212,-282,305,2
12450,-211,-281,303,2
12500,-212,-283,303,2
12550,-212,-283,303,2
12600,-212,-282,305,2
12650,-212,-282,302,2
12700,-212,-282,304,2
12750,-212,-282,304,2
12800,-211,-281,303,2
12850,-211,-283,302,2
12900,-211,-283,302,2
12950,-211,-282,303,2
13000,-211,-282,303,2
13050,-212,-282,303,2
13100,-212,-282,303,2
13150,-212,-281,304,2
13200,-211,-283,303,2
13250,-211,-282,303,2
13300,-211,-282,303,2
13350,-213,-283,304,2
13400,-212,-283,303,2
13450,-212,-282,303,2
13500,-212,-282,303,2
13550,-212,-283,303,2
13600,-211,-282,304,2
13650,-211,-283,304,2
13700,-211,-283,304,2
13750,-212,-282,304,2
13800,-211,-281,303,2
13850,-212,-282,305,2
13900,-212,-282,305,2
13950,-212,-283,304,2
14000,-212,-282,303,2
14050,-211,-282,303,2
14100,-211,-282,303,2
14150,-210,-281,303,2
14200,-211,-282,303,2
14250,-211,-284,304,2
14300,-211,-284,304,2
14350,-212,-281,304,2
14400,-212,-281,303,2
14450,-211,-282,303,2
14500,-211,-282,303,2
14550,-212,-283,304,2
14600,-211,-282,304,2
14650,-212,-282,303,2
14700,-212,-282,303,2
14750,-211,-282,303,2
14800,-211,-282,303,2
14850,-213,-282,303,2
14900,-213,-282,303,2
14950,-212,-282,303,2
15000,-211,-282,303,2
15050,-212,-282,304,2
15100,-212,-281,303,3
17604,-212,-281,303,3
17606,-212,-281,303,3
17608,-212,-281,303,3
17610,-212,-281,303,3
17612,-212,-281,303,3
17614,-212,-281,303,3
17616,-212,-281,303,3
17618,-212,-281,303,3
17620,-212,-281,303,3
17622,-212,-281,303,3
17624,-212,-281,303,3
17626,-212,-281,303,3
17628,-212,-281,303,3
17630,-212,-281,303,3
17632,-212,-281,303,3
17634,-212,-281,303,3
17636,-212,-281,303,3
17638,-212,-281,303,3
17640,-212,-281,303,3
17641,-212,-281,303,3
17643,-212,-281,303,3
17645,-212,-281,303,3
17647,-212,-281,303,3
17649,-212,-281,303,3
17651,-212,-281,303,3
17653,-212,-281,303,3
17655,-212,-281,303,3
17657,-212,-281,303,3
17659,-212,-281,303,3
17661,-212,-281,303,3
17663,-212,-281,303,3
17665,-212,-281,303,3
17667,-211,-281,304,3
17669,-211,-281,304,3
17671,-211,-281,304,3
17673,-211,-281,304,3
17675,-211,-281,304,3
17677,-211,-281,304,3
17679,-211,-281,304,3
17683,-211,-281,304,3
17685,-211,-281,304,3
17686,-211,-281,304,3
17688,-211,-281,304,3
17690,-211,-281,304,3
17692,-211,-281,304,3
17694,-211,-281,304,3
17696,-211,-281,304,3
17698,-211,-281,304,3
17700,-211,-281,304,3
17702,-211,-281,304,3
17704,-211,-281,304,3
17706,-211,-281,304,3
17750,-212,-281,304,3
17800,-212,-281,304,3
17850,-212,-280,303,3
17900,-211,-281,305,3
17950,-211,-281,305,3
18001,-211,-281,305,3
18050,-212,-280,304,3
18100,-211,-281,304,3
18150,-211,-281,303,3
18200,-211,-281,303,3
18250,-212,-282,304,3
18301,-211,-282,304,3
18350,-211,-282,304,3
18401,-211,-282,304,3
18450,-212,-282,303,3
18501,-211,-282,303,3
18551,-211,-282,306,3
18600,-211,-282,306,3
18650,-212,-282,304,3
18700,-211,-282,304,3
