# label,wifi_on_scan
# sample_hz,20
# duration_s,60
# sda_gpio,21
# scl_gpio,22
t_ms,mx_raw,my_raw,mz_raw,wifi_scan_count
52050,174,262,166,7
52100,174,261,164,7
52150,174,261,163,7
52200,174,261,163,7
52250,175,262,163,7
52300,174,261,164,7
52350,173,261,165,7
52400,173,261,165,7
52450,175,261,163,7
52500,175,261,164,7
52550,175,261,163,7
52600,175,261,163,7
52650,175,262,165,7
52700,176,260,163,7
52750,174,263,164,7
52800,174,263,164,7
52850,174,261,163,8
55354,174,261,163,8
55356,174,261,163,8
55358,174,261,164,8
55360,174,261,164,8
55362,174,261,164,8
55364,174,261,164,8
55366,174,261,164,8
55368,174,261,164,8
55370,174,261,164,8
55372,174,261,164,8
55374,174,261,164,8
55376,174,261,164,8
55378,174,261,164,8
55380,174,261,164,8
55382,174,261,164,8
55384,174,261,164,8
55386,174,261,164,8
55388,174,261,164,8
55390,174,261,164,8
55392,174,261,164,8
55395,174,261,164,8
55397,174,261,164,8
55399,174,261,164,8
55401,174,261,164,8
55403,174,261,164,8
55405,174,261,164,8
55407,174,261,164,8
55409,174,261,164,8
55411,174,261,164,8
55413,174,261,164,8
55415,174,261,164,8
55417,174,261,164,8
55419,174,261,164,8
55421,174,261,164,8
55423,174,261,164,8
55425,174,260,163,8
55427,174,260,163,8
55429,174,260,163,8
55431,174,260,163,8
55433,174,260,163,8
55435,174,260,163,8
55437,174,260,163,8
55439,174,260,163,8
55441,174,260,163,8
55443,174,260,163,8
55445,174,260,163,8
55447,174,260,163,8
55449,174,260,163,8
55451,174,260,163,8
55453,174,260,163,8
55455,174,260,163,8
55457,174,260,163,8
55500,175,262,165,8
55550,175,262,165,8
55600,175,262,163,8
55650,174,262,164,8
55700,174,263,164,8
55750,174,263,164,8
55800,175,261,164,8
55850,175,259,163,8
55900,174,261,164,8
55950,174,261,164,8
56000,173,260,165,8
56050,174,260,164,8
56100,175,259,163,8
56150,175,259,163,8
56200,173,262,163,8
56250,174,260,163,8
56300,175,261,163,8
56350,175,261,163,8
56400,175,263,165,8
56450,173,261,163,8
56500,174,261,165,8
56550,174,261,165,8
56600,173,262,164,8
56650,175,261,163,8
56700,175,262,164,8
56750,175,262,164,8
56801,175,262,163,8
56851,174,259,163,8
56900,174,259,163,8
56950,173,261,163,8
57000,174,263,164,8
57050,174,260,164,8
57100,174,260,164,8
57150,175,261,165,8
57200,175,260,163,8
57250,174,261,162,8
57300,174,261,162,8
57350,174,261,164,8
57400,174,260,164,8
57450,174,260,163,8
57500,174,260,163,8
57550,175,262,163,8
57600,175,261,165,8
57650,174,260,163,8
57700,174,260,163,8
57750,174,263,164,8
57800,175,260,163,8
57850,174,259,163,8
57900,174,259,163,8
57950,175,263,165,8
58000,174,260,163,8
58050,174,260,162,8
58100,174,260,162,8
58150,173,262,164,8
58200,174,260,163,8
58250,174,260,163,8
58300,174,260,163,8
58350,174,261,163,8
58400,175,260,163,8
58450,175,260,164,8
58500,175,260,164,8
58550,174,260,163,8
58600,173,260,163,8
58650,174,261,164,8
58700,174,261,164,8
58750,173,261,164,8
58800,173,260,163,8
58850,174,260,163,8
58900,174,260,163,8
58950,174,258,162,8
59000,174,260,163,8
59050,174,260,162,8
59100,174,260,162,8
59150,174,258,163,8
59200,173,259,163,8
59250,174,259,163,8
59300,174,259,163,8
59350,173,259,163,8
59400,174,261,164,8
59450,174,260,164,8
59500,174,260,163,8
59550,174,261,162,8
59600,173,262,163,8
59650,173,262,163,8
59700,175,261,162,8
59750,174,261,163,8
59800,174,261,163,8
59850,174,261,163,8
59900,174,259,163,8
59950,173,259,164,8
