# experiment,gps_baro_fusion
# chip_id,0x58
# p0_pa,100253.883
# baro_hz,5
# alpha,0.980
t_ms,temp_c,pressure_pa,baro_alt_m,gps_valid,gps_utc,lat,lon,gps_alt_m,satellites,hdop,speed_knots,course_deg,fused_alt_m
241,30.640,100260.219,-0.5337,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
290,30.640,100259.625,-0.4809,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
406,30.640,100259.328,-0.4598,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
606,30.640,100257.188,-0.2801,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
806,30.660,100263.234,-0.7874,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
1023,30.660,100264.125,-0.8614,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
1200,30.680,100268.828,-1.2577,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
1416,30.680,100265.438,-0.9724,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
1616,30.670,100265.469,-0.9724,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
1816,30.660,100264.086,-0.8614,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
2021,30.660,100264.328,-0.8772,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
2206,30.660,100266.109,-1.0305,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
2406,30.670,100265.211,-0.9512,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
2606,30.670,100264.703,-0.9089,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
2806,30.670,100264.172,-0.8667,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
3021,30.680,100264.016,-0.8508,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
3206,30.680,100265.492,-0.9776,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
3406,30.690,100262.781,-0.7504,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
3606,30.690,100267.328,-1.1309,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
3806,30.700,100266.367,-1.0516,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
4017,30.700,100264.766,-0.9142,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
4206,30.700,100263.297,-0.7927,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
4406,30.710,100268.133,-1.1996,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
4606,30.720,100266.672,-1.0780,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
4806,30.720,100267.734,-1.1679,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
5018,30.720,100266.438,-1.0569,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
5206,30.710,100263.563,-0.8138,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
5416,30.710,100265.523,-0.9776,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
5616,30.710,100263.891,-0.8402,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
5816,30.700,100266.547,-1.0675,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
6019,30.700,100262.625,-0.7346,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
6206,30.710,100267.102,-1.1098,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
6406,30.700,100262.938,-0.7610,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
6606,30.710,100264.859,-0.9248,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
6806,30.720,100265.719,-0.9935,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
7020,30.710,100262.547,-0.7293,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
7206,30.710,100265.047,-0.9406,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
7406,30.710,100264.781,-0.9195,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
7606,30.720,100266.047,-1.0252,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
7806,30.720,100264.891,-0.9248,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
8020,30.730,100265.797,-1.0041,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
8216,30.740,100264.281,-0.8772,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
8416,30.740,100264.391,-0.8825,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
8616,30.750,100264.766,-0.9142,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
8816,30.750,100263.906,-0.8455,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
9020,30.760,100263.563,-0.8138,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
9206,30.760,100261.063,-0.6024,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
9406,30.760,100264.313,-0.8772,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
9606,30.760,100264.195,-0.8667,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
9806,30.760,100264.016,-0.8508,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
10020,30.770,100262.195,-0.6976,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
10216,30.760,100262.672,-0.7398,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
10416,30.760,100262.969,-0.7663,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
10616,30.760,100264.281,-0.8772,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
10816,30.760,100263.750,-0.8297,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
11020,30.770,100260.469,-0.5549,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
11206,30.770,100261.000,-0.5972,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
11406,30.770,100260.547,-0.5602,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
11606,30.780,100262.031,-0.6870,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
11806,30.770,100260.016,-0.5179,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
12021,30.780,100261.320,-0.6236,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
12206,30.780,100260.922,-0.5919,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
12406,30.780,100260.430,-0.5496,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
12606,30.770,100262.734,-0.7451,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
12806,30.760,100259.555,-0.4756,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
13020,30.760,100260.531,-0.5602,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
13206,30.770,100263.578,-0.8138,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
13406,30.770,100263.344,-0.7980,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
13606,30.770,100263.531,-0.8138,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
13806,30.770,100257.969,-0.3435,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
14020,30.770,100262.875,-0.7557,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
14216,30.770,100261.719,-0.6606,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
14416,30.770,100261.563,-0.6447,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
14616,30.770,100262.250,-0.7028,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
14816,30.770,100263.344,-0.7980,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
15019,30.770,100260.766,-0.5813,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
15216,30.760,100260.625,-0.5654,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
15416,30.760,100260.391,-0.5496,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
15616,30.760,100259.938,-0.5073,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
15816,30.760,100260.984,-0.5972,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
16020,30.760,100262.406,-0.7187,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
16216,30.760,100260.891,-0.5919,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
16416,30.780,100266.492,-1.0622,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
16616,30.780,100262.828,-0.7504,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
16816,30.790,100265.703,-0.9935,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
17021,30.790,100260.766,-0.5813,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
17216,30.800,100261.688,-0.6553,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
17416,30.800,100261.391,-0.6341,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
17616,30.800,100261.680,-0.6553,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
17816,30.820,100265.648,-0.9882,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
18021,30.820,100263.266,-0.7874,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
18216,30.820,100260.977,-0.5972,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
18416,30.830,100264.125,-0.8614,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
18616,30.840,100263.453,-0.8033,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
18816,30.840,100265.742,-0.9988,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
19019,30.850,100263.594,-0.8191,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
19206,30.860,100263.586,-0.8191,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
19406,30.850,100261.688,-0.6553,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
19606,30.860,100262.242,-0.7028,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
19806,30.870,100262.672,-0.7398,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
20020,30.880,100262.281,-0.7081,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
20206,30.890,100264.148,-0.8614,0,,,,,0,-1.00,-1.000,-1.00,-0.5337
