# experiment,gps_baro_fusion
# chip_id,0x58
# p0_pa,100379.383
# baro_hz,5
# alpha,0.980
t_ms,temp_c,pressure_pa,baro_alt_m,gps_valid,gps_utc,lat,lon,gps_alt_m,satellites,hdop,speed_knots,course_deg,fused_alt_m
298,24.040,100377.984,0.1189,0,,,,,0,-1.00,-1.000,-1.00,0.1189
347,24.040,100378.109,0.1083,0,,,,,0,-1.00,-1.000,-1.00,0.1189
403,24.030,100376.063,0.2801,0,,,,,0,-1.00,-1.000,-1.00,0.1189
603,24.040,100380.938,-0.1321,0,,,,,0,-1.00,-1.000,-1.00,0.1189
806,24.050,100381.563,-0.1850,0,,,,,0,-1.00,-1.000,-1.00,0.1189
1013,24.050,100376.688,0.2272,0,,,,,0,-1.00,-1.000,-1.00,0.1189
1213,24.050,100377.742,0.1374,0,,,,,0,-1.00,-1.000,-1.00,0.1189
1413,24.050,100380.656,-0.1057,0,,,,,0,-1.00,-1.000,-1.00,0.1189
1613,24.060,100380.547,-0.0951,0,,,,,0,-1.00,-1.000,-1.00,0.1189
1807,24.060,100380.266,-0.0740,0,,,,,0,-1.00,-1.000,-1.00,0.1189
2013,24.060,100381.320,-0.1638,0,,,,,0,-1.00,-1.000,-1.00,0.1189
2213,24.070,100380.484,-0.0951,0,,,,,0,-1.00,-1.000,-1.00,0.1189
2413,24.070,100381.898,-0.2114,0,,,,,0,-1.00,-1.000,-1.00,0.1189
2613,24.070,100381.406,-0.1691,0,,,,,0,-1.00,-1.000,-1.00,0.1189
2807,24.070,100379.188,0.0159,0,,,,,0,-1.00,-1.000,-1.00,0.1189
3013,24.070,100377.953,0.1189,0,,,,,0,-1.00,-1.000,-1.00,0.1189
3213,24.080,100379.594,-0.0159,0,,,,,0,-1.00,-1.000,-1.00,0.1189
3413,24.080,100381.359,-0.1638,0,,,,,0,-1.00,-1.000,-1.00,0.1189
3613,24.080,100380.563,-0.1004,0,,,,,0,-1.00,-1.000,-1.00,0.1189
3807,24.080,100378.094,0.1083,0,,,,,0,-1.00,-1.000,-1.00,0.1189
4013,24.080,100380.469,-0.0898,0,,,,,0,-1.00,-1.000,-1.00,0.1189
4213,24.080,100379.859,-0.0423,0,,,,,0,-1.00,-1.000,-1.00,0.1189
4413,24.080,100378.797,0.0502,0,,,,,0,-1.00,-1.000,-1.00,0.1189
4613,24.080,100380.563,-0.1004,0,,,,,0,-1.00,-1.000,-1.00,0.1189
4807,24.080,100377.828,0.1295,0,,,,,0,-1.00,-1.000,-1.00,0.1189
5013,24.080,100378.742,0.0528,0,,,,,0,-1.00,-1.000,-1.00,0.1189
5213,24.080,100381.625,-0.1902,0,,,,,0,-1.00,-1.000,-1.00,0.1189
5413,24.090,100381.758,-0.2008,0,,,,,0,-1.00,-1.000,-1.00,0.1189
5613,24.090,100380.906,-0.1268,0,,,,,0,-1.00,-1.000,-1.00,0.1189
5813,24.090,100377.906,0.1242,0,,,,,0,-1.00,-1.000,-1.00,0.1189
6028,24.090,100381.914,-0.2114,0,,,,,0,-1.00,-1.000,-1.00,0.1189
6203,24.090,100381.320,-0.1638,0,,,,,0,-1.00,-1.000,-1.00,0.1189
6403,24.100,100379.188,0.0159,0,,,,,0,-1.00,-1.000,-1.00,0.1189
6603,24.090,100381.063,-0.1427,0,,,,,0,-1.00,-1.000,-1.00,0.1189
6807,24.100,100381.484,-0.1744,0,,,,,0,-1.00,-1.000,-1.00,0.1189
7013,24.100,100381.375,-0.1691,0,,,,,0,-1.00,-1.000,-1.00,0.1189
7213,24.100,100380.602,-0.1004,0,,,,,0,-1.00,-1.000,-1.00,0.1189
7413,24.100,100381.438,-0.1744,0,,,,,0,-1.00,-1.000,-1.00,0.1189
7613,24.100,100382.531,-0.2642,0,,,,,0,-1.00,-1.000,-1.00,0.1189
7812,24.100,100381.117,-0.1480,0,,,,,0,-1.00,-1.000,-1.00,0.1189
8013,24.110,100383.008,-0.3065,0,,,,,0,-1.00,-1.000,-1.00,0.1189
8213,24.110,100381.063,-0.1427,0,,,,,0,-1.00,-1.000,-1.00,0.1189
8413,24.100,100376.531,0.2404,0,,,,,0,-1.00,-1.000,-1.00,0.1189
8613,24.100,100379.141,0.0211,0,,,,,0,-1.00,-1.000,-1.00,0.1189
8813,24.110,100380.891,-0.1268,0,,,,,0,-1.00,-1.000,-1.00,0.1189
9013,24.110,100377.188,0.1850,0,,,,,0,-1.00,-1.000,-1.00,0.1189
9213,24.110,100378.711,0.0555,0,,,,,0,-1.00,-1.000,-1.00,0.1189
9413,24.120,100382.992,-0.3012,0,,,,,0,-1.00,-1.000,-1.00,0.1189
9613,24.120,100382.531,-0.2642,0,,,,,0,-1.00,-1.000,-1.00,0.1189
9811,24.120,100379.383,0.0000,0,,,,,0,-1.00,-1.000,-1.00,0.1189
10013,24.120,100376.641,0.2299,0,,,,,0,-1.00,-1.000,-1.00,0.1189
10213,24.110,100376.047,0.2801,0,,,,,0,-1.00,-1.000,-1.00,0.1189
10403,24.120,100374.859,0.3805,0,,,,,0,-1.00,-1.000,-1.00,0.1189
10603,24.120,100378.500,0.0740,0,,,,,0,-1.00,-1.000,-1.00,0.1189
10811,24.130,100381.805,-0.2008,0,,,,,0,-1.00,-1.000,-1.00,0.1189
11003,24.120,100378.570,0.0687,0,,,,,0,-1.00,-1.000,-1.00,0.1189
11203,24.120,100380.969,-0.1321,0,,,,,0,-1.00,-1.000,-1.00,0.1189
11403,24.120,100382.266,-0.2431,0,,,,,0,-1.00,-1.000,-1.00,0.1189
11603,24.130,100377.250,0.1797,0,,,,,0,-1.00,-1.000,-1.00,0.1189
11803,24.130,100378.805,0.0476,0,,,,,0,-1.00,-1.000,-1.00,0.1189
12023,24.120,100376.820,0.2140,0,,,,,0,-1.00,-1.000,-1.00,0.1189
12213,24.120,100379.031,0.0291,0,,,,,0,-1.00,-1.000,-1.00,0.1189
12413,24.130,100381.805,-0.2008,0,,,,,0,-1.00,-1.000,-1.00,0.1189
12613,24.130,100382.016,-0.2220,0,,,,,0,-1.00,-1.000,-1.00,0.1189
12812,24.130,100382.336,-0.2484,0,,,,,0,-1.00,-1.000,-1.00,0.1189
13013,24.130,100380.391,-0.0846,0,,,,,0,-1.00,-1.000,-1.00,0.1189
13213,24.130,100377.922,0.1215,0,,,,,0,-1.00,-1.000,-1.00,0.1189
13413,24.130,100379.430,-0.0053,0,,,,,0,-1.00,-1.000,-1.00,0.1189
13613,24.130,100378.281,0.0925,0,,,,,0,-1.00,-1.000,-1.00,0.1189
13811,24.130,100377.906,0.1242,0,,,,,0,-1.00,-1.000,-1.00,0.1189
14013,24.140,100380.969,-0.1321,0,,,,,0,-1.00,-1.000,-1.00,0.1189
14213,24.130,100378.086,0.1083,0,,,,,0,-1.00,-1.000,-1.00,0.1189
14413,24.130,100378.727,0.0555,0,,,,,0,-1.00,-1.000,-1.00,0.1189
14613,24.130,100373.672,0.4809,0,,,,,0,-1.00,-1.000,-1.00,0.1189
14813,24.140,100379.422,-0.0053,0,,,,,0,-1.00,-1.000,-1.00,0.1189
15003,24.140,100374.609,0.4016,0,,,,,0,-1.00,-1.000,-1.00,0.1189
15203,24.140,100378.000,0.1163,0,,,,,0,-1.00,-1.000,-1.00,0.1189
