index,elapsed_ms,time,date,status,quality,lat,lon,alt,sats,hdop,speed_knots,course_deg
874,876374,121938.00,050626,A,1,26.031278610,119.191940308,13.400,4,2.44,1.304,
875,877378,121939.00,050626,A,1,26.031253815,119.191940308,12.500,4,2.44,1.567,
876,878378,121940.00,050626,A,1,26.031250000,119.191909790,12.200,4,2.44,1.464,
877,879377,121941.00,050626,A,1,26.031242371,119.191909790,11.900,4,2.44,1.221,
878,880375,121942.00,050626,A,1,26.031232834,119.191909790,11.400,4,2.44,0.809,
879,881375,121943.00,050626,A,1,26.031232834,119.191909790,10.400,4,2.44,0.733,
880,882374,121944.00,050626,A,1,26.031225204,119.191909790,9.500,4,2.44,0.594,
881,883375,121945.00,050626,A,1,26.031206131,119.191909790,10.000,4,2.44,2.406,
882,884375,121946.00,050626,A,1,26.031200409,119.191909790,9.100,4,2.44,0.474,
883,885378,121947.00,050626,A,1,26.031185150,119.191909790,9.300,4,2.44,1.445,
884,886373,121948.00,050626,A,1,26.031192780,119.191909790,9.500,4,2.44,0.310,
885,887298,121949.00,050626,V,0,,,,4,2.51,,
886,888376,121950.00,050626,A,1,26.031164169,119.191909790,8.000,4,2.43,2.445,
887,889374,121951.00,050626,A,1,26.031120300,119.191940308,7.800,4,2.43,2.178,
888,890372,121952.00,050626,A,1,26.031106949,119.191925049,8.500,4,2.43,3.978,
889,891374,121953.00,050626,A,1,26.031095505,119.191909790,8.600,4,2.43,3.049,
890,892376,121954.00,050626,A,1,26.031084061,119.191909790,9.400,4,2.43,2.490,
891,893373,121955.00,050626,A,1,26.031066895,119.191909790,9.300,4,2.43,3.603,
892,894373,121956.00,050626,A,1,26.031074524,119.191909790,9.000,4,2.43,0.274,
893,895375,121957.00,050626,A,1,26.031066895,119.191909790,8.800,4,2.43,0.801,
894,896373,121958.00,050626,A,1,26.031063080,119.191909790,7.500,4,2.43,1.109,
895,897375,121959.00,050626,A,1,26.031049728,119.191909790,7.600,4,2.43,2.491,
896,898372,122000.00,050626,A,1,26.031042099,119.191925049,7.900,4,2.43,2.193,
897,899374,122001.00,050626,A,1,26.031034470,119.191909790,8.100,4,2.43,2.718,
898,900376,122002.00,050626,A,1,26.031023026,119.191894531,7.100,4,2.43,2.723,
899,901376,122003.00,050626,A,1,26.031013489,119.191879272,6.500,4,2.43,3.860,
900,902376,122004.00,050626,A,1,26.031009674,119.191879272,7.100,4,2.43,3.560,
901,903376,122005.00,050626,A,1,26.031002045,119.191864014,6.600,4,2.43,2.124,
902,904375,122006.00,050626,A,1,26.031002045,119.191879272,6.500,4,2.43,1.604,
903,905376,122007.00,050626,A,1,26.031002045,119.191848755,2.800,4,2.43,3.096,
904,906375,122008.00,050626,A,1,26.030994415,119.191848755,5.600,4,2.43,1.927,
905,907376,122009.00,050626,A,1,26.030977249,119.191848755,5.700,4,2.43,3.272,
906,908374,122010.00,050626,A,1,26.030969620,119.191848755,7.000,4,2.43,2.946,
907,909378,122011.00,050626,A,1,26.030969620,119.191848755,6.200,4,2.43,1.384,
908,910375,122012.00,050626,A,1,26.030961990,119.191879272,6.600,4,2.43,1.202,
909,911375,122013.00,050626,A,1,26.030961990,119.191879272,7.600,4,2.43,1.023,
910,912373,122014.00,050626,A,1,26.030961990,119.191879272,7.200,4,2.43,1.337,
911,913374,122015.00,050626,A,1,26.030956268,119.191879272,6.600,4,2.43,1.112,
912,914373,122016.00,050626,A,1,26.030952454,119.191879272,6.000,4,2.43,1.513,
913,915373,122017.00,050626,A,1,26.030941010,119.191894531,5.900,4,2.42,2.517,
914,916373,122018.00,050626,A,1,26.030927658,119.191879272,5.300,4,2.42,2.283,
915,917375,122019.00,050626,A,1,26.030916214,119.191894531,6.100,4,2.42,2.263,
916,918372,122020.00,050626,A,1,26.030927658,119.191909790,5.800,4,2.42,3.152,
917,919373,122021.00,050626,A,1,26.030927658,119.191909790,5.500,4,2.42,1.325,
918,920373,122022.00,050626,A,1,26.030916214,119.191909790,7.600,4,2.42,1.891,
919,921378,122023.00,050626,A,1,26.030900955,119.191909790,8.700,4,2.42,2.672,
920,922372,122024.00,050626,A,1,26.030891418,119.191909790,10.000,4,2.42,2.104,
921,923373,122025.00,050626,A,1,26.030891418,119.191909790,10.200,4,2.42,0.106,
922,924373,122026.00,050626,A,1,26.030891418,119.191909790,10.500,4,2.42,0.798,
923,925373,122027.00,050626,A,1,26.030887604,119.191909790,9.900,4,2.42,0.434,
924,926373,122028.00,050626,A,1,26.030879974,119.191909790,9.100,4,2.42,1.516,
925,927371,122029.00,050626,A,1,26.030876160,119.191909790,9.300,4,2.42,0.662,
926,928294,122030.00,050626,V,0,,,,3,2.51,,
927,929374,122031.00,050626,A,1,26.030826569,119.191909790,15.500,4,2.42,2.835,
928,930289,122032.00,050626,V,0,,,,3,2.51,,
929,931292,122033.00,050626,V,0,,,,3,2.51,,
930,932376,122034.00,050626,A,1,26.030815125,119.191909790,17.300,4,2.42,1.180,
931,933292,122035.00,050626,V,0,,,,3,2.51,,
932,934376,122036.00,050626,A,1,26.030782700,119.191909790,16.900,4,2.42,1.582,
933,935374,122037.00,050626,A,1,26.030786514,119.191909790,16.400,4,2.42,1.639,
934,936373,122038.00,050626,A,1,26.030782700,119.191909790,16.200,4,2.42,2.332,
935,937375,122039.00,050626,A,1,26.030782700,119.191894531,16.100,4,2.42,1.934,
936,938372,122040.00,050626,A,1,26.030769348,119.191894531,16.000,4,2.42,2.076,
937,939294,122041.00,050626,V,0,,,,3,2.51,,
938,940378,122042.00,050626,A,1,26.030740738,119.191909790,15.700,4,2.42,2.425,
939,941376,122043.00,050626,A,1,26.030721664,119.191894531,16.200,4,2.42,2.706,
940,942375,122044.00,050626,A,1,26.030708313,119.191879272,16.500,4,2.42,3.111,
941,943373,122045.00,050626,A,1,26.030708313,119.191894531,15.800,4,2.41,2.089,
942,944373,122046.00,050626,A,1,26.030712128,119.191894531,14.700,4,2.41,1.460,
943,945377,122047.00,050626,A,1,26.030704498,119.191894531,13.200,4,2.41,2.532,
944,946373,122048.00,050626,A,1,26.030693054,119.191894531,11.500,4,2.41,2.880,
945,947377,122049.00,050626,A,1,26.030679703,119.191894531,11.200,4,2.41,2.578,
946,948373,122050.00,050626,A,1,26.030675888,119.191894531,9.700,4,2.41,1.566,
947,949374,122051.00,050626,A,1,26.030660629,119.191879272,8.900,4,2.41,2.030,
948,950295,122052.00,050626,V,0,,,,3,2.51,,
949,951300,122053.00,050626,V,0,,,,4,2.51,,
950,952296,122054.00,050626,V,0,,,,4,2.51,,
951,953378,122055.00,050626,A,1,26.030622482,119.191909790,15.800,4,2.41,4.767,
952,954297,122056.00,050626,V,0,,,,4,2.51,,
953,955300,122057.00,050626,V,0,,,,4,2.51,,
954,956294,122058.00,050626,V,0,,,,4,2.51,,
955,957295,122059.00,050626,V,0,,,,4,2.51,,
956,958296,122100.00,050626,V,0,,,,4,2.51,,
957,959379,122101.00,050626,A,1,26.030595779,119.191940308,19.500,4,2.41,1.767,
958,960376,122102.00,050626,A,1,26.030595779,119.191909790,20.200,4,2.41,1.252,
959,961378,122103.00,050626,A,1,26.030586243,119.191909790,19.200,4,2.41,1.779,
960,962377,122104.00,050626,A,1,26.030586243,119.191940308,18.900,4,2.41,2.365,
961,963376,122105.00,050626,A,1,26.030574799,119.191940308,18.100,4,2.41,2.894,
962,964376,122106.00,050626,A,1,26.030567169,119.191909790,17.300,4,2.41,3.519,
963,965297,122107.00,050626,V,0,,,,4,2.99,,
964,966297,122108.00,050626,V,0,,,,4,2.99,,
965,967283,122109.00,050626,V,0,,,,0,99.99,,
966,968288,122110.00,050626,V,0,,,,0,99.99,,
967,969285,122111.00,050626,V,0,,,,0,99.99,,
968,970292,122112.00,050626,V,0,,,,4,2.51,,
969,971283,122113.00,050626,V,0,,,,0,99.99,,
970,972289,122114.00,050626,V,0,,,,0,99.99,,
971,973296,122115.00,050626,V,0,,,,4,2.98,,
972,974298,122116.00,050626,V,0,,,,4,2.98,,
973,975297,122117.00,050626,V,0,,,,4,2.98,,
974,976379,122118.00,050626,A,1,26.030534744,119.191978455,25.700,4,2.40,1.690,
975,977380,122119.00,050626,A,1,26.030538559,119.191993713,23.800,4,2.40,2.807,
976,978377,122120.00,050626,A,1,26.030542374,119.192024231,22.600,4,2.40,1.879,
977,979376,122121.00,050626,A,1,26.030534744,119.192024231,21.000,4,2.40,2.542,
978,980376,122122.00,050626,A,1,26.030529022,119.192039490,20.400,4,2.40,2.368,
979,981383,122123.00,050626,A,1,26.030538559,119.192054749,19.800,4,2.40,0.843,
980,982381,122124.00,050626,A,1,26.030506134,119.192024231,17.300,4,2.40,0.423,
981,983387,122125.00,050626,A,1,26.030496597,119.192039490,15.400,4,2.40,2.731,121.260
982,984376,122126.00,050626,A,1,26.030500412,119.192054749,15.000,4,2.40,1.858,
983,985375,122127.00,050626,A,1,26.030500412,119.192054749,13.900,4,2.40,0.376,
984,986373,122128.00,050626,A,1,26.030500412,119.192054749,14.400,4,2.40,0.708,
985,987374,122129.00,050626,A,1,26.030500412,119.192092896,15.000,4,2.40,2.017,
986,988385,122130.00,050626,A,1,26.030521393,119.192108154,16.400,4,2.40,7.364,69.580
987,989373,122131.00,050626,A,1,26.030525208,119.192123413,16.900,4,2.40,1.925,
988,990373,122132.00,050626,A,1,26.030521393,119.192123413,16.800,4,2.40,1.586,
989,991375,122133.00,050626,A,1,26.030525208,119.192138672,17.000,4,2.40,2.069,
990,992374,122134.00,050626,A,1,26.030529022,119.192123413,19.000,4,2.40,0.766,
991,993373,122135.00,050626,A,1,26.030525208,119.192153931,19.200,4,2.40,1.450,
992,994373,122136.00,050626,A,1,26.030529022,119.192169189,19.800,4,2.40,1.998,
993,995374,122137.00,050626,A,1,26.030529022,119.192169189,20.600,4,2.40,0.777,
994,996375,122138.00,050626,A,1,26.030529022,119.192169189,20.200,4,2.40,1.896,
995,997373,122139.00,050626,A,1,26.030534744,119.192184448,21.800,4,2.40,2.303,
996,998373,122140.00,050626,A,1,26.030529022,119.192184448,20.900,4,2.40,1.526,
997,999376,122141.00,050626,A,1,26.030529022,119.192184448,19.600,4,2.40,0.391,
998,1000374,122142.00,050626,A,1,26.030521393,119.192184448,17.900,4,2.40,2.232,
999,1001374,122143.00,050626,A,1,26.030521393,119.192184448,17.900,4,2.40,2.376,
1000,1002374,122144.00,050626,A,1,26.030525208,119.192222595,18.700,4,2.40,0.738,
1001,1003375,122145.00,050626,A,1,26.030521393,119.192222595,18.400,4,2.39,1.626,
1002,1004384,122146.00,050626,A,1,26.030542374,119.192237854,20.400,4,2.39,3.231,58.580
1003,1005375,122147.00,050626,A,1,26.030550003,119.192237854,21.800,4,2.39,2.431,
1004,1006373,122148.00,050626,A,1,26.030550003,119.192253113,21.900,4,2.39,1.015,
1005,1007375,122149.00,050626,A,1,26.030557632,119.192253113,24.600,4,2.39,1.324,
1006,1008373,122150.00,050626,A,1,26.030567169,119.192283630,27.300,4,2.39,2.531,
1007,1009374,122151.00,050626,A,1,26.030567169,119.192283630,28.100,4,2.39,3.222,
1008,1010373,122152.00,050626,A,1,26.030586243,119.192298889,30.000,4,2.39,2.147,
1009,1011373,122153.00,050626,A,1,26.030590057,119.192298889,29.900,4,2.39,1.156,
1010,1012384,122154.00,050626,A,1,26.030595779,119.192298889,29.900,4,2.39,2.456,45.740
1011,1013384,122155.00,050626,A,1,26.030595779,119.192314148,30.900,4,2.39,3.438,47.660
1012,1014291,122156.00,050626,V,0,,,,3,2.94,,
1013,1015293,122157.00,050626,V,0,,,,3,2.94,,
1014,1016296,122158.00,050626,V,0,,,,3,2.94,,
1015,1017300,122159.00,050626,V,0,,,,3,2.94,,
1016,1018296,122200.00,050626,V,0,,,,3,2.94,,
1017,1019297,122201.00,050626,V,0,,,,3,2.94,,
1018,1020294,122202.00,050626,V,0,,,,3,2.94,,
1019,1021296,122203.00,050626,V,0,,,,3,2.93,,
1020,1022296,122204.00,050626,V,0,,,,3,2.93,,
1021,1023295,122205.00,050626,V,0,,,,3,2.93,,
1022,1024293,122206.00,050626,V,0,,,,3,2.93,,
1023,1025293,122207.00,050626,V,0,,,,3,2.93,,
1024,1026293,122208.00,050626,V,0,,,,3,2.93,,
1025,1027295,122209.00,050626,V,0,,,,3,2.93,,
1026,1028294,122210.00,050626,V,0,,,,3,2.93,,
1027,1029295,122211.00,050626,V,0,,,,3,2.93,,
1028,1030294,122212.00,050626,V,0,,,,3,2.93,,
1029,1031294,122213.00,050626,V,0,,,,3,2.92,,
1030,1032295,122214.00,050626,V,0,,,,3,2.92,,
1031,1033295,122215.00,050626,V,0,,,,3,2.92,,
1032,1034293,122216.00,050626,V,0,,,,3,2.92,,
1033,1035295,122217.00,050626,V,0,,,,3,2.92,,
1034,1036293,122218.00,050626,V,0,,,,3,2.92,,
1035,1037295,122219.00,050626,V,0,,,,3,2.92,,
1036,1038293,122220.00,050626,V,0,,,,3,2.92,,
1037,1039293,122221.00,050626,V,0,,,,3,2.92,,
1038,1040293,122222.00,050626,V,0,,,,3,2.92,,
1039,1041297,122223.00,050626,V,0,,,,3,2.92,,
1040,1042293,122224.00,050626,V,0,,,,3,2.91,,
1041,1043299,122225.00,050626,V,0,,,,4,2.91,,
1042,1044298,122226.00,050626,V,0,,,,4,2.91,,
1043,1045297,122227.00,050626,V,0,,,,3,2.91,,
1044,1046296,122228.00,050626,V,0,,,,3,2.91,,
1045,1047295,122229.00,050626,V,0,,,,3,2.91,,
1046,1048296,122230.00,050626,V,0,,,,3,2.91,,
1047,1049298,122231.00,050626,V,0,,,,3,2.91,,
1048,1050295,122232.00,050626,V,0,,,,3,2.91,,
1049,1051295,122233.00,050626,V,0,,,,3,2.91,,
1050,1052297,122234.00,050626,V,0,,,,4,2.91,,
