# purpose,attitude fusion experiment
# label,tilt_static
# sample_hz,50
# duration_s,60
# sda_gpio,21
# scl_gpio,22
# wifi,off
t_ms,label,ax_g,ay_g,az_g,temp_c,gx_dps,gy_dps,gz_dps,mx_raw,my_raw,mz_raw
1220,tilt_static,0.640625,0.053711,0.797607,43.715,0.213740,0.954198,-0.206107,223,-63,393
1240,tilt_static,0.635742,0.049072,0.797119,43.709,0.259542,0.809160,-0.114504,223,-63,393
1260,tilt_static,0.637207,0.051514,0.801758,43.709,0.213740,1.000000,-0.076336,223,-63,393
1280,tilt_static,0.639893,0.049805,0.792725,43.698,0.167939,0.832061,-0.091603,222,-63,391
1300,tilt_static,0.640137,0.051758,0.793213,43.706,0.259542,0.931298,-0.038168,222,-63,391
1321,tilt_static,0.639648,0.054199,0.791016,43.706,0.206107,1.045802,-0.129771,222,-63,391
1340,tilt_static,0.639648,0.057861,0.797852,43.680,0.396947,0.900763,-0.114504,222,-63,391
1360,tilt_static,0.639160,0.049805,0.795410,43.704,0.244275,1.129771,-0.053435,222,-62,391
1380,tilt_static,0.638184,0.053467,0.796143,43.739,0.175573,0.954198,-0.076336,222,-62,391
1400,tilt_static,0.639160,0.052734,0.793457,43.721,0.236641,0.908397,-0.083969,222,-62,391
1421,tilt_static,0.640869,0.050049,0.794434,43.718,0.236641,1.038168,-0.137405,224,-62,391
1440,tilt_static,0.642334,0.050293,0.792236,43.718,0.305344,1.068702,-0.076336,224,-62,391
1460,tilt_static,0.638916,0.053223,0.789551,43.733,0.190840,0.908397,-0.083969,224,-62,391
1481,tilt_static,0.638672,0.052002,0.794678,43.727,0.122137,1.030534,-0.076336,222,-62,391
1500,tilt_static,0.638184,0.048340,0.788818,43.683,0.244275,0.977099,-0.076336,222,-62,391
1520,tilt_static,0.638184,0.049561,0.791748,43.721,0.236641,1.015267,-0.137405,222,-62,391
1540,tilt_static,0.637207,0.052002,0.796875,43.692,0.213740,1.015267,-0.137405,222,-62,391
1560,tilt_static,0.638428,0.049805,0.795898,43.724,0.206107,1.083969,-0.076336,223,-62,391
1580,tilt_static,0.638672,0.048828,0.796387,43.718,0.221374,0.847328,-0.114504,223,-62,391
