# sample_hz,50
# duration_s,30
# sda_gpio,21
# scl_gpio,22
t_ms,ax_g,ay_g,az_g
10341,-0.047852,0.003662,1.025146
10360,-0.046631,0.005859,1.026367
10380,-0.042725,0.002441,1.027832
10400,-0.044678,0.004639,1.025146
10420,-0.047119,0.002197,1.027344
10441,-0.043457,0.001465,1.020508
10460,-0.043213,0.005371,1.023193
10480,-0.041016,0.007080,1.019531
10500,-0.044189,0.004150,1.023682
10520,-0.045898,0.005615,1.028076
10541,-0.044189,0.000732,1.022705
10560,-0.046143,0.006592,1.029541
10580,-0.038086,0.004150,1.026367
10600,-0.041260,0.002441,1.019775
10620,-0.043701,-0.001221,1.021973
10640,-0.041748,0.001709,1.025146
10660,-0.044434,0.003906,1.023926
10680,-0.049072,0.003174,1.018555
10700,-0.044922,0.004395,1.025879
10720,-0.047607,0.006348,1.032715
10741,-0.046143,0.001953,1.025391
10760,-0.047607,0.005615,1.021484
10780,-0.046875,0.003418,1.026123
10800,-0.049072,0.005371,1.019775
10820,-0.044434,0.003662,1.025879
10841,-0.045410,0.002686,1.022217
10860,-0.046631,0.002930,1.027588
10880,-0.041016,0.003418,1.025391
10900,-0.043701,0.002930,1.024902
10920,-0.043701,0.003174,1.023682
10940,-0.046875,0.003174,1.018799
10960,-0.046143,0.001221,1.027832
10980,-0.045898,0.004883,1.023193
11000,-0.044434,0.005371,1.031494
11020,-0.046631,0.004639,1.025391
11040,-0.044189,0.004395,1.024658
11060,-0.046387,0.000732,1.024170
11080,-0.043213,-0.000732,1.021240
11100,-0.047363,0.001465,1.020752
11120,-0.045898,0.004883,1.023438
11140,-0.047607,0.003418,1.027344
11160,-0.046387,0.002197,1.025391
11180,-0.045410,0.002930,1.022949
11200,-0.044678,0.000977,1.029053
11220,-0.048096,0.003418,1.024170
11240,-0.047119,0.003174,1.023193
11260,-0.041016,0.002441,1.025879
11280,-0.046387,-0.000244,1.020996
11300,-0.045410,0.003174,1.022949
11320,-0.043457,-0.006348,1.025879
11340,-0.044678,0.004883,1.019287
11360,-0.046875,0.005371,1.020752
11380,-0.040527,0.006348,1.020020
11400,-0.044434,0.001221,1.025146
11420,-0.041504,0.000488,1.027344
11440,-0.043213,0.001953,1.023682
11460,-0.042480,0.001465,1.025146
11480,-0.045166,0.004395,1.028809
11500,-0.044434,0.000488,1.023926
11520,-0.044678,0.000488,1.024414
11540,-0.047119,0.003662,1.019043
11560,-0.045166,0.006592,1.024902
11580,-0.045410,0.000488,1.026855
11600,-0.048096,0.003662,1.021484
11620,-0.043945,0.004639,1.025635
11640,-0.042969,0.002930,1.022217
11660,-0.043701,0.000244,1.023193
11680,-0.045166,0.003418,1.022217
11700,-0.045898,0.001221,1.031738
11720,-0.046631,0.004395,1.025635
11740,-0.043701,0.004150,1.020508
11760,-0.043701,0.001953,1.023438
11780,-0.043945,0.005127,1.020020
11800,-0.045898,0.004883,1.027100
11820,-0.047852,0.007080,1.024170
11840,-0.041992,0.001465,1.019775
11860,-0.045410,0.001709,1.017334
11880,-0.043945,0.007324,1.021729
11900,-0.043945,0.002441,1.023438
11920,-0.049805,0.005371,1.022705
11941,-0.042725,0.006348,1.027100
11960,-0.046143,0.000977,1.022949
11980,-0.039795,0.004150,1.020996
12000,-0.045410,0.004150,1.021240
12020,-0.048096,0.001465,1.019775
12041,-0.047119,0.001709,1.024902
12060,-0.047363,0.001953,1.027832
12080,-0.040039,-0.000732,1.027100
12100,-0.044434,0.002686,1.025635
12120,-0.047852,0.006104,1.028076
12141,-0.045166,0.000732,1.022949
12160,-0.041260,0.008301,1.021484
12180,-0.044434,0.001465,1.022461
12200,-0.042725,0.005615,1.019287
12220,-0.044922,0.004395,1.023438
12241,-0.041748,0.008789,1.025391
12260,-0.046387,0.000732,1.025879
12280,-0.041992,0.004639,1.036621
12300,-0.046387,0.006348,1.025391
12320,-0.046387,0.003662,1.023682
12341,-0.045410,0.004883,1.022949
12360,-0.043701,0.003418,1.024170
12380,-0.046875,0.000488,1.020264
12400,-0.044434,0.004150,1.022217
12420,-0.048340,0.004395,1.025879
12440,-0.045410,0.002441,1.023926
12460,-0.046143,0.005859,1.023682
12480,-0.045654,0.003906,1.023193
12500,-0.046387,0.005127,1.021484
12520,-0.046387,0.003662,1.024658
12540,-0.042236,0.001953,1.026367
12560,-0.047363,0.005371,1.022705
12580,-0.045410,0.006104,1.023193
12600,-0.046875,0.003174,1.018555
12620,-0.045410,0.002441,1.030029
12640,-0.046143,0.004395,1.026855
12660,-0.046387,0.005859,1.020020
12680,-0.049805,0.006104,1.026367
12700,-0.041016,0.000977,1.022461
12720,-0.045166,0.001953,1.022461
12740,-0.043213,0.002197,1.028076
12760,-0.046875,0.004150,1.027100
12780,-0.042969,0.003906,1.023438
12800,-0.048340,0.001465,1.028564
12820,-0.046387,-0.000977,1.030273
12840,-0.043701,0.006104,1.027832
12860,-0.044434,0.006836,1.017090
12881,-0.041016,-0.002197,1.007080
12900,-0.050781,0.031738,0.982178
12920,-0.029785,0.014648,1.005127
12940,-0.061035,-0.009521,1.046143
12960,-0.034424,0.022217,0.968750
12981,-0.045410,-0.007568,1.018555
13000,-0.034180,0.028809,0.932129
13020,-0.028320,0.065674,1.042969
13040,-0.052246,-0.018555,1.018066
13060,-0.035400,0.022705,0.978760
13081,-0.042480,-0.008545,1.182617
13100,-0.049561,0.052490,0.925049
13120,-0.018066,-0.041504,0.985107
13140,-0.051025,0.023682,1.000488
13160,-0.041260,0.004395,0.979980
13181,-0.039795,-0.002930,1.056641
13200,-0.052979,0.015381,0.992188
13220,-0.035400,0.002441,1.040283
13240,-0.028809,0.022705,0.814453
13260,-0.056152,0.078125,0.851074
13281,-0.036621,-0.000732,0.939209
13300,-0.037109,0.009521,0.943115
13320,-0.041504,0.036377,1.020020
13340,-0.045654,-0.022705,1.029297
13360,-0.053467,0.008545,1.022461
13380,-0.044678,-0.004150,1.044189
13400,-0.056152,-0.007080,1.019043
13420,-0.033691,-0.002441,1.029297
13440,-0.054932,-0.003174,1.037842
13460,-0.042725,0.002686,1.019287
13481,-0.043213,0.001953,1.032227
13500,-0.047363,0.008057,1.016113
13520,-0.039063,0.007324,1.029541
13540,-0.053467,0.001221,1.020996
13560,-0.044678,0.003662,1.023926
13580,-0.046143,0.002930,1.029053
13600,-0.051025,0.003418,1.018799
13620,-0.035156,0.003418,1.023682
13640,-0.051270,-0.003662,1.040039
13660,-0.042236,0.003662,1.014404
13680,-0.038330,0.004639,1.027100
13700,-0.053467,0.001221,1.035156
13720,-0.042236,0.000732,1.014893
13740,-0.045410,-0.001709,1.030273
13760,-0.050537,0.000000,1.021240
13780,-0.035156,0.004883,1.025879
13800,-0.055420,0.004150,1.030762
13820,-0.048340,0.005371,1.020752
13840,-0.041992,0.003174,1.024658
13860,-0.121582,-0.030762,1.153076
13880,-0.049805,-0.082031,0.953125
13900,-0.090332,-0.000244,1.124756
13920,-0.065918,-0.041992,0.944824
13940,-0.043457,0.004883,1.028076
13960,-0.052979,-0.004639,0.961182
13981,-0.040039,0.018311,1.015381
14000,-0.049805,-0.020752,1.054443
14020,-0.056641,0.006104,1.023193
14040,-0.032715,0.002686,1.056885
14060,-0.060059,-0.003174,0.996582
14081,-0.037598,0.010254,1.023682
14100,-0.051514,-0.002686,1.016602
14120,-0.042236,0.010498,1.016357
14140,-0.043701,0.001953,1.037354
14160,-0.052246,0.004395,1.015381
14181,-0.042236,0.004395,1.027344
14200,-0.048096,-0.000732,1.022705
14220,-0.039063,0.003662,1.022705
14240,-0.043701,-0.000244,1.024658
14260,-0.042969,0.001953,1.021484
14281,-0.043457,0.007568,1.022705
14300,-0.045898,0.005371,1.021484
14320,-0.044189,0.003174,1.031738
14340,-0.048828,0.003906,1.021729
14360,-0.046875,0.000244,1.027100
14381,-0.045898,0.001953,1.030273
14400,-0.042480,0.003174,1.006836
14420,-0.035645,0.010986,1.012207
14440,-0.053711,0.003174,1.038574
