t_ms,initialized,gps_fix,satellites,hdop,gps_lat,gps_lon,gps_alt_m,est_lat,est_lon,est_alt_m,e_m,n_m,u_m,ve_mps,vn_mps,vu_mps,roll_deg,pitch_deg,yaw_deg,innov_xy_m,sigma_e_m,sigma_n_m,imu_hz,gps_updates,gps_rejects,nmea_count
23624,0,0,0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.51,52.34,-109.74,0.0,0.0,0.0,0.0,0,0,3
23833,0,0,0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.28,53.17,-117.95,0.0,0.0,0.0,0.0,0,0,3
24033,0,0,0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.54,53.54,-124.15,0.0,0.0,0.0,0.0,0,0,3
24233,0,0,0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.21,53.6,-128.96,0.0,0.0,0.0,0.0,0,0,3
24433,0,0,0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.16,53.5,-132.67,0.0,0.0,0.0,101.0,0,0,5
24633,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.29,53.32,-135.52,0.0,0.0,0.0,101.0,0,0,9
24833,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.54,53.08,-137.7,0.0,0.0,0.0,101.0,0,0,9
25034,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.87,52.83,-139.36,0.0,0.0,0.0,101.0,0,0,9
25243,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.23,52.57,-140.68,0.0,0.0,0.0,101.0,0,0,9
25443,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.59,52.33,-141.64,0.0,0.0,0.0,100.0,0,0,11
25643,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.93,52.11,-142.37,0.0,0.0,0.0,100.0,0,0,15
25843,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.26,51.89,-142.92,0.0,0.0,0.0,100.0,0,0,15
26043,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.55,51.72,-143.35,0.0,0.0,0.0,100.0,0,0,15
