t_ms,initialized,gps_fix,satellites,hdop,gps_lat,gps_lon,gps_alt_m,est_lat,est_lon,est_alt_m,e_m,n_m,u_m,ve_mps,vn_mps,vu_mps,roll_deg,pitch_deg,yaw_deg,innov_xy_m,sigma_e_m,sigma_n_m,imu_hz,gps_updates,gps_rejects,nmea_count
596393,0,0,0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-2.6,-101.35,0.0,0.0,0.0,0.0,0,0,0
596593,0,0,0,99.0,26.03057098,119.19311523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,-2.61,-101.33,0.0,0.0,0.0,0.0,0,0,2
596793,1,1,8,1.12,26.03057098,119.19311523,19.6,26.03057098,119.19311523,19.6,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.14,-2.63,-101.31,0.0,2.677,2.677,0.0,1,0,5
596993,1,1,8,1.12,26.03057098,119.19311523,19.6,26.03057098,119.19311523,19.6,0.0,-0.0,-0.0,0.0,-0.001,-0.0,-0.15,-2.64,-101.31,0.0,2.755,2.755,0.0,1,0,8
597193,1,1,8,1.12,26.03057098,119.19311523,19.6,26.03057098,119.19311523,19.6,0.0,-0.0,-0.0,0.0,-0.001,-0.0,-0.16,-2.66,-101.31,0.0,2.888,2.888,101.0,1,0,9
597393,1,1,8,1.12,26.03057098,119.19311523,19.6,26.03057098,119.19311523,19.6,0.0,-0.001,-0.0,0.001,-0.001,-0.0,-0.17,-2.66,-101.31,0.0,3.069,3.069,101.0,1,0,9
597593,1,1,8,1.12,26.03055763,119.19311523,19.6,26.03057098,119.19311523,19.6,0.0,-0.001,-0.0,0.001,-0.001,-0.0,-0.18,-2.66,-101.3,0.0,3.291,3.291,101.0,1,0,11
597795,1,1,8,1.12,26.03055763,119.19311523,20.6,26.03056335,119.19311523,20.04,0.0,-0.837,0.443,0.001,-0.291,0.081,-0.18,-2.65,-101.29,1.485,2.437,2.437,101.0,2,0,14
598003,1,1,8,1.12,26.03055763,119.19311523,20.6,26.03056335,119.19311523,20.06,0.001,-0.898,0.459,0.002,-0.289,0.081,-0.19,-2.65,-101.27,1.485,2.669,2.669,101.0,2,0,18
598203,1,1,8,1.12,26.03055763,119.19311523,20.6,26.03056145,119.19311523,20.08,0.001,-0.956,0.476,0.002,-0.288,0.081,-0.19,-2.65,-101.29,1.485,2.923,2.923,100.0,2,0,18
598403,1,1,8,1.12,26.03055763,119.19311523,20.6,26.03056145,119.19311523,20.09,0.001,-1.013,0.492,0.002,-0.287,0.08,-0.19,-2.65,-101.29,1.485,3.201,3.201,100.0,2,0,18
598603,1,1,8,1.12,26.03055382,119.19309998,20.6,26.03056145,119.19311523,20.11,0.002,-1.07,0.507,0.003,-0.286,0.079,-0.2,-2.66,-101.27,1.485,3.498,3.498,100.0,2,0,20
598804,1,1,8,1.12,26.03055382,119.19309998,21.4,26.03055573,119.1931076,20.69,-0.918,-1.629,1.094,-0.366,-0.486,0.239,-0.2,-2.66,-101.27,1.741,2.532,2.532,100.0,3,0,23
599013,1,1,8,1.12,26.03055382,119.19309998,21.4,26.03055573,119.1931076,20.74,-0.994,-1.731,1.143,-0.364,-0.483,0.238,-0.19,-2.67,-101.26,1.741,2.771,2.771,100.0,3,0,27
599213,1,1,8,1.12,26.03055382,119.19309998,21.4,26.03055382,119.1931076,20.79,-1.067,-1.827,1.191,-0.361,-0.481,0.236,-0.19,-2.67,-101.26,1.741,3.014,3.014,100.0,3,0,27
599413,1,1,8,1.12,26.03055382,119.19309998,21.4,26.03055382,119.1931076,20.84,-1.139,-1.923,1.238,-0.359,-0.479,0.236,-0.19,-2.68,-101.25,1.741,3.269,3.269,100.0,3,0,27
599613,1,1,8,1.12,26.03055382,119.19311523,21.4,26.03055191,119.19309998,20.88,-1.21,-2.019,1.285,-0.357,-0.477,0.235,-0.2,-2.67,-101.25,1.741,3.533,3.533,100.0,3,0,29
599816,1,1,8,1.12,26.03055382,119.19311523,21.5,26.03055191,119.1931076,21.21,-0.548,-2.043,1.614,-0.096,-0.448,0.313,-0.21,-2.67,-101.25,1.226,2.517,2.517,100.0,4,0,32
