# sample_hz,50
# duration_s,120
# sda_gpio,21
# scl_gpio,22
t_ms,ax_g,ay_g,az_g,temp_c,gx_dps,gy_dps,gz_dps
22080,-0.064941,0.012695,1.025879,43.868,0.229008,1.000000,-0.053435
22100,-0.062988,0.011719,1.022461,43.833,0.213740,1.000000,-0.083969
22120,-0.063477,0.006836,1.019775,43.862,0.229008,1.106870,-0.007634
22140,-0.064453,0.011230,1.022705,43.880,0.244275,1.038168,-0.007634
22161,-0.063232,0.008057,1.020508,43.848,0.213740,1.045802,-0.160305
22180,-0.060791,0.006348,1.020264,43.862,0.068702,0.977099,0.000000
22200,-0.064941,0.006836,1.025879,43.862,0.221374,0.885496,-0.076336
22220,-0.062500,0.010742,1.015869,43.856,0.229008,0.954198,-0.206107
22240,-0.064209,0.006592,1.023682,43.862,0.175573,0.931298,-0.076336
22260,-0.057861,0.008545,1.023193,43.856,0.221374,1.022901,-0.175573
22280,-0.066162,0.006836,1.020996,43.842,0.175573,0.908397,-0.022901
22300,-0.060547,0.011963,1.027100,43.851,0.358779,0.961832,-0.015267
22320,-0.063965,0.006348,1.021729,43.859,0.244275,0.938931,-0.122137
22340,-0.067871,0.011963,1.022217,43.889,0.221374,0.839695,-0.213740
22360,-0.066162,0.007568,1.023193,43.877,0.160305,0.946565,-0.122137
22380,-0.065674,0.010010,1.022949,43.880,0.259542,0.900763,-0.129771
22400,-0.065430,0.009766,1.027344,43.865,0.236641,1.022901,-0.167939
22420,-0.065918,0.010254,1.022461,43.856,0.145038,0.992366,-0.167939
22440,-0.067871,0.009033,1.021973,43.856,0.251908,0.832061,-0.076336
22460,-0.063721,0.007568,1.020264,43.868,0.167939,1.076336,-0.160305
22480,-0.068359,0.006348,1.024414,43.871,0.114504,1.091603,-0.114504
22500,-0.063232,0.007568,1.023438,43.895,0.190840,0.961832,-0.061069
22521,-0.064941,0.011475,1.022705,43.889,0.099237,1.175573,-0.007634
22540,-0.064941,0.010254,1.026611,43.833,0.145038,1.007634,-0.129771
22560,-0.063721,0.013672,1.022705,43.871,0.236641,1.038168,-0.076336
22580,-0.061035,0.006348,1.022705,43.856,0.236641,0.961832,-0.122137
22600,-0.065430,0.008789,1.024658,43.833,0.282443,1.015267,-0.083969
22620,-0.063477,0.007813,1.026611,43.836,0.206107,1.053435,-0.106870
22640,-0.064941,0.009766,1.026611,43.842,0.221374,0.969466,-0.122137
22660,-0.064697,0.004639,1.018311,43.871,0.244275,0.870229,-0.022901
22680,-0.065918,0.010986,1.021973,43.842,0.267176,0.931298,-0.068702
22700,-0.063477,0.009766,1.017822,43.851,0.160305,0.969466,-0.030534
22720,-0.063721,0.010742,1.017578,43.862,0.328244,0.954198,-0.083969
22740,-0.064941,0.010498,1.017822,43.856,0.251908,0.946565,-0.122137
22760,-0.059570,0.009766,1.020020,43.859,0.244275,1.022901,-0.114504
22780,-0.061279,0.005615,1.022705,43.859,0.160305,1.145038,-0.137405
22800,-0.065674,0.010498,1.024414,43.845,0.236641,1.015267,-0.106870
22820,-0.064209,0.010498,1.015625,43.889,0.198473,1.083969,-0.076336
22840,-0.059814,0.008301,1.023193,43.880,0.160305,1.030534,-0.038168
22860,-0.063965,0.006836,1.029297,43.871,0.335878,1.045802,-0.053435
22880,-0.066650,0.008057,1.023682,43.862,0.229008,1.000000,-0.129771
22901,-0.063232,0.010254,1.022461,43.862,0.251908,0.938931,-0.091603
22920,-0.068359,0.005615,1.028076,43.862,0.259542,0.977099,-0.106870
22940,-0.064209,0.006104,1.024170,43.865,0.175573,0.885496,-0.229008
22960,-0.061035,0.007080,1.027832,43.856,0.206107,1.076336,-0.190840
22980,-0.063477,0.009277,1.022217,43.856,0.320611,0.984733,-0.076336
23000,-0.065430,0.010254,1.024658,43.839,0.244275,0.954198,-0.122137
23020,-0.063965,0.007324,1.023193,43.854,0.236641,1.068702,-0.045802
23040,-0.065430,0.007813,1.024902,43.901,0.221374,1.068702,-0.038168
23060,-0.060791,0.008057,1.024658,43.851,0.221374,1.015267,-0.083969
23080,-0.062256,0.010498,1.025635,43.856,0.145038,1.015267,-0.091603
23100,-0.059326,0.011719,1.021484,43.877,0.274809,0.908397,-0.083969
23120,-0.059570,0.008057,1.025391,43.883,0.229008,0.847328,-0.091603
23140,-0.063965,0.006348,1.024414,43.904,0.167939,1.045802,-0.183206
23160,-0.063721,0.007813,1.018799,43.851,0.183206,0.954198,-0.045802
23180,-0.065430,0.008545,1.025635,43.851,0.267176,1.022901,-0.221374
23200,-0.057861,0.010498,1.019531,43.845,0.320611,1.015267,-0.129771
23220,-0.055420,0.012939,1.026123,43.836,0.183206,1.068702,-0.030534
23240,-0.064697,0.011719,1.015381,43.836,0.198473,1.007634,-0.145038
23261,-0.066406,0.013428,1.023926,43.851,0.190840,1.007634,-0.045802
23281,-0.067627,0.006104,1.030518,43.839,0.175573,0.946565,-0.045802
23300,-0.068604,0.007813,1.020996,43.851,0.274809,0.954198,-0.061069
23320,-0.064209,0.009766,1.020996,43.859,0.251908,0.839695,-0.137405
23340,-0.062988,0.010742,1.019287,43.856,0.175573,0.908397,-0.160305
23360,-0.062744,0.007080,1.025391,43.854,0.259542,0.938931,-0.053435
23380,-0.066162,0.010010,1.024170,43.851,0.175573,0.969466,0.015267
23400,-0.063232,0.007324,1.021240,43.874,0.122137,1.145038,-0.190840
23420,-0.062744,0.008057,1.026855,43.871,0.236641,0.923664,-0.076336
23440,-0.065186,0.009033,1.023193,43.868,0.167939,1.061069,-0.152672
23460,-0.065674,0.009766,1.025146,43.868,0.229008,0.992366,-0.122137
23480,-0.061768,0.009521,1.026367,43.865,0.152672,0.938931,-0.099237
23500,-0.065186,0.011230,1.025879,43.886,0.183206,1.022901,-0.045802
23520,-0.065674,0.008301,1.021973,43.868,0.206107,0.938931,-0.045802
23540,-0.062256,0.010254,1.023682,43.839,0.183206,0.923664,-0.152672
23560,-0.063965,0.010498,1.024414,43.874,0.190840,0.977099,-0.061069
23580,-0.068604,0.009277,1.026855,43.901,0.183206,1.076336,-0.030534
23600,-0.068604,0.009521,1.022949,43.859,0.251908,0.916031,-0.137405
23620,-0.066895,0.010986,1.029785,43.877,0.251908,1.007634,-0.251908
23641,-0.061035,0.009277,1.019531,43.851,0.175573,0.877863,-0.083969
23660,-0.063232,0.009033,1.019775,43.859,0.320611,1.000000,-0.129771
23680,-0.066895,0.011963,1.020264,43.874,0.290076,0.938931,-0.137405
23700,-0.064209,0.010498,1.021973,43.868,0.343511,0.984733,-0.145038
23720,-0.065186,0.010986,1.029785,43.851,0.152672,1.022901,-0.183206
23740,-0.063232,0.014893,1.023193,43.856,0.167939,1.038168,-0.091603
23760,-0.064453,0.010010,1.020752,43.862,0.389313,0.954198,-0.175573
23780,-0.063721,0.011230,1.019043,43.859,0.160305,1.015267,-0.145038
23800,-0.065918,0.011719,1.017822,43.854,0.297710,1.045802,-0.183206
23820,-0.062500,0.008301,1.025146,43.874,0.198473,1.015267,-0.053435
23840,-0.063965,0.005371,1.027588,43.845,0.282443,0.984733,-0.083969
23860,-0.063965,0.007324,1.023193,43.868,0.198473,0.946565,-0.145038
23880,-0.066406,0.009766,1.020996,43.862,0.145038,0.870229,-0.038168
23900,-0.064941,0.011719,1.021729,43.845,0.236641,0.984733,-0.137405
23920,-0.063232,0.011963,1.024658,43.889,0.236641,0.938931,-0.007634
23940,-0.062988,0.008301,1.014160,43.889,0.282443,1.022901,-0.083969
23960,-0.064209,0.013428,1.024658,43.865,0.206107,1.106870,-0.129771
23980,-0.062256,0.005615,1.021973,43.848,0.297710,0.916031,-0.229008
24000,-0.063965,0.009521,1.025879,43.874,0.229008,0.908397,-0.114504
24020,-0.065674,0.008301,1.022705,43.874,0.206107,1.045802,-0.190840
24040,-0.064209,0.011230,1.023193,43.865,0.251908,1.030534,-0.099237
24060,-0.058105,0.009766,1.019043,43.874,0.320611,0.977099,-0.091603
24080,-0.063477,0.009521,1.028564,43.868,0.183206,1.122137,-0.183206
24100,-0.064697,0.008545,1.026855,43.862,0.229008,0.862595,-0.137405
24120,-0.061523,0.000977,1.020752,43.851,0.198473,0.954198,-0.183206
24141,-0.068848,0.010742,1.029541,43.854,0.213740,1.015267,-0.045802
24160,-0.064697,0.006348,1.020996,43.877,0.206107,0.992366,-0.129771
24180,-0.060303,0.009277,1.026123,43.877,0.175573,1.137405,-0.099237
24200,-0.064941,0.004883,1.026123,43.874,0.251908,0.885496,-0.152672
24220,-0.064941,0.008301,1.027832,43.889,0.251908,0.938931,-0.114504
24240,-0.066406,0.011475,1.027588,43.868,0.244275,0.923664,-0.114504
24260,-0.061523,0.009521,1.024902,43.854,0.190840,0.992366,-0.053435
24280,-0.063721,0.008789,1.024902,43.859,0.251908,0.984733,-0.213740
24300,-0.059814,0.011963,1.022949,43.862,0.244275,1.061069,-0.175573
24320,-0.059570,0.010498,1.025391,43.859,0.274809,0.969466,-0.083969
24340,-0.064697,0.008057,1.024902,43.854,0.152672,0.870229,-0.183206
24360,-0.060303,0.004883,1.024170,43.865,0.290076,0.961832,-0.236641
24380,-0.062500,0.009277,1.024170,43.862,0.152672,1.007634,-0.229008
24400,-0.065918,0.008301,1.023682,43.862,0.190840,0.992366,-0.221374
24420,-0.064697,0.010498,1.023926,43.848,0.251908,0.984733,-0.259542
24440,-0.064453,0.006592,1.023926,43.856,0.251908,1.022901,-0.167939
24460,-0.063965,0.007324,1.026367,43.874,0.282443,1.083969,-0.106870
24480,-0.062988,0.010986,1.021729,43.883,0.190840,0.977099,-0.022901
24500,-0.064453,0.006104,1.023926,43.877,0.282443,1.007634,-0.145038
24521,-0.064209,0.008301,1.024902,43.862,0.190840,1.045802,-0.137405
24540,-0.065186,0.010742,1.026367,43.845,0.198473,1.022901,-0.068702
24560,-0.062988,0.011230,1.025635,43.854,0.290076,1.000000,-0.083969
24580,-0.063232,0.009277,1.017578,43.862,0.229008,0.870229,-0.015267
24600,-0.064209,0.009277,1.024414,43.859,0.213740,1.038168,-0.259542
24620,-0.060303,0.009521,1.022217,43.865,0.213740,1.045802,-0.145038
24640,-0.062012,0.008789,1.021729,43.877,0.229008,0.931298,-0.099237
24660,-0.063965,0.006836,1.020996,43.871,0.236641,1.045802,-0.076336
24680,-0.067383,0.010498,1.026123,43.898,0.251908,1.038168,-0.061069
24700,-0.066162,0.010742,1.020020,43.854,0.259542,0.969466,-0.106870
24720,-0.064941,0.007568,1.023682,43.877,0.282443,1.015267,-0.099237
24740,-0.062988,0.004883,1.023926,43.859,0.236641,0.946565,-0.251908
24760,-0.065674,0.010498,1.024902,43.877,0.213740,0.992366,-0.145038
24780,-0.064453,0.007813,1.020996,43.854,0.236641,1.015267,-0.099237
24800,-0.064453,0.011963,1.022217,43.842,0.114504,1.122137,-0.137405
24820,-0.061768,0.010498,1.026123,43.845,0.335878,0.900763,-0.038168
24840,-0.066162,0.009277,1.018799,43.859,0.229008,0.984733,-0.076336
24860,-0.066162,0.015625,1.020264,43.880,0.312977,0.778626,0.000000
24881,-0.065918,0.009033,1.019043,43.880,0.251908,0.969466,-0.251908
24900,-0.062500,0.007568,1.028564,43.883,0.221374,0.900763,-0.083969
24920,-0.062988,0.008301,1.027588,43.871,0.183206,0.916031,0.000000
24940,-0.063965,0.011963,1.017334,43.868,0.183206,0.961832,-0.137405
24960,-0.062256,0.005615,1.024902,43.877,0.229008,1.015267,-0.198473
24980,-0.061768,0.010254,1.021484,43.862,0.305344,0.847328,-0.137405
25000,-0.067627,0.008301,1.023926,43.854,0.190840,0.877863,-0.076336
25020,-0.060303,0.009033,1.018066,43.851,0.251908,0.954198,-0.221374
25040,-0.063477,0.011963,1.020508,43.868,0.244275,0.893130,-0.244275
25060,-0.063477,0.006836,1.019531,43.865,0.297710,1.076336,-0.106870
25080,-0.063232,0.006836,1.018066,43.883,0.229008,1.015267,-0.038168
25100,-0.063965,0.010498,1.018311,43.868,0.206107,1.068702,-0.068702
25120,-0.063477,0.010010,1.014893,43.874,0.152672,1.030534,-0.183206
25140,-0.066162,0.008301,1.020508,43.868,0.305344,1.015267,-0.152672
25160,-0.062012,0.010010,1.022461,43.854,0.229008,0.946565,0.015267
25180,-0.061035,0.010254,1.019043,43.862,0.236641,1.038168,-0.137405
25200,-0.064209,0.007080,1.021484,43.854,0.145038,1.038168,-0.068702
25220,-0.065186,0.011719,1.022461,43.845,0.206107,0.977099,-0.045802
25241,-0.063232,0.010498,1.023682,43.898,0.312977,0.824428,-0.053435
25260,-0.062012,0.012939,1.021973,43.868,0.114504,1.091603,-0.198473
25280,-0.063477,0.009521,1.022217,43.851,0.229008,1.015267,-0.167939
25300,-0.068604,0.009766,1.023193,43.842,0.198473,1.015267,-0.091603
25320,-0.064209,0.007813,1.028809,43.868,0.251908,0.908397,-0.076336
25340,-0.062744,0.010498,1.020508,43.865,0.274809,0.946565,-0.068702
25360,-0.062256,0.011963,1.025635,43.854,0.229008,0.893130,-0.091603
25380,-0.062500,0.009766,1.028564,43.842,0.221374,0.954198,-0.083969
25400,-0.063477,0.007080,1.025146,43.889,0.198473,1.106870,-0.213740
25420,-0.065918,0.005615,1.013672,43.862,0.297710,1.007634,-0.175573
25440,-0.062500,0.008057,1.025879,43.874,0.290076,0.992366,-0.198473
25460,-0.068115,0.011230,1.021729,43.851,0.259542,0.961832,-0.038168
25480,-0.065918,0.008057,1.026855,43.854,0.297710,0.923664,-0.129771
25500,-0.064453,0.009033,1.022705,43.880,0.213740,0.954198,-0.038168
25520,-0.060303,0.010498,1.012451,43.836,0.221374,0.992366,-0.129771
25540,-0.061768,0.007080,1.026611,43.859,0.229008,1.015267,-0.175573
25560,-0.065674,0.008057,1.016602,43.865,0.206107,0.938931,-0.061069
25580,-0.066895,0.010010,1.029541,43.836,0.206107,0.961832,-0.145038
25601,-0.067871,0.007080,1.020752,43.856,0.175573,1.068702,-0.061069
25620,-0.062500,0.007568,1.022949,43.862,0.206107,1.000000,-0.083969
25640,-0.064209,0.008545,1.020996,43.883,0.206107,0.938931,-0.106870
25660,-0.068115,0.010742,1.022461,43.865,0.259542,0.946565,-0.068702
25680,-0.064697,0.007568,1.030029,43.842,0.221374,1.091603,-0.198473
25700,-0.061279,0.007568,1.026611,43.874,0.259542,1.030534,-0.061069
25720,-0.064453,0.008545,1.024902,43.842,0.244275,1.053435,-0.122137
25740,-0.066162,0.012451,1.024902,43.865,0.175573,0.992366,-0.099237
25760,-0.066650,0.006836,1.029785,43.848,0.160305,0.961832,-0.106870
25780,-0.063477,0.008789,1.025879,43.833,0.305344,0.969466,-0.068702
25800,-0.068115,0.007813,1.023438,43.845,0.267176,1.030534,-0.091603
25820,-0.063965,0.008057,1.015381,43.862,0.251908,0.832061,-0.167939
25840,-0.066406,0.006348,1.021484,43.865,0.290076,0.885496,-0.083969
25860,-0.066895,0.009766,1.024170,43.856,0.251908,1.007634,-0.030534
25880,-0.067139,0.010742,1.021973,43.868,0.198473,0.992366,-0.167939
25900,-0.065430,0.008789,1.021484,43.874,0.229008,0.992366,-0.183206
25920,-0.062256,0.009521,1.020996,43.889,0.312977,1.099237,-0.152672
25940,-0.067627,0.010254,1.032471,43.868,0.229008,0.854962,-0.198473
25960,-0.062744,0.007813,1.020264,43.877,0.160305,0.977099,-0.068702
25981,-0.065674,0.004395,1.026611,43.868,0.244275,1.030534,-0.137405
26000,-0.062256,0.010742,1.020996,43.862,0.190840,0.847328,-0.045802
26020,-0.065430,0.012939,1.025146,43.865,0.137405,1.030534,-0.129771
26040,-0.063477,0.008545,1.024170,43.862,0.198473,0.977099,-0.175573
26060,-0.062500,0.006592,1.016846,43.880,0.198473,1.000000,-0.106870
26080,-0.063965,0.010254,1.023682,43.865,0.190840,0.923664,-0.152672
26100,-0.063232,0.007813,1.025635,43.845,0.213740,0.954198,-0.190840
26120,-0.064209,0.008789,1.021973,43.839,0.183206,1.000000,-0.099237
26140,-0.066162,0.010010,1.023926,43.859,0.129771,0.954198,-0.175573
26160,-0.064453,0.006104,1.021973,43.859,0.198473,0.931298,-0.083969
26180,-0.061523,0.007568,1.031006,43.848,0.274809,0.885496,-0.068702
26200,-0.062256,0.015137,1.021973,43.871,0.198473,1.106870,-0.015267
26220,-0.064453,0.008789,1.020264,43.874,0.229008,1.076336,-0.061069
26240,-0.063965,0.008545,1.025391,43.851,0.297710,0.931298,-0.175573
26260,-0.063965,0.007813,1.023438,43.851,0.236641,0.938931,-0.198473
26280,-0.062744,0.008301,1.024414,43.842,0.320611,1.030534,-0.129771
26300,-0.067383,0.010498,1.018799,43.871,0.183206,0.977099,-0.145038
26320,-0.064941,0.010254,1.023682,43.854,0.175573,1.038168,-0.068702
26340,-0.066895,0.011963,1.027344,43.898,0.175573,0.916031,-0.076336
26361,-0.060791,0.007813,1.019043,43.874,0.213740,1.022901,-0.061069
26380,-0.062500,0.009277,1.021240,43.854,0.221374,0.977099,-0.152672
26400,-0.065674,0.008301,1.017822,43.865,0.274809,0.954198,-0.038168
26420,-0.063965,0.008301,1.023193,43.862,0.145038,1.015267,-0.160305
26440,-0.059082,0.010986,1.023926,43.871,0.244275,1.038168,-0.106870
26460,-0.067383,0.008789,1.021484,43.859,0.267176,1.030534,-0.129771
26480,-0.062988,0.007813,1.020996,43.874,0.244275,1.076336,-0.083969
26501,-0.065186,0.010742,1.020508,43.874,0.167939,0.961832,-0.122137
26520,-0.061768,0.010742,1.025879,43.892,0.137405,0.916031,-0.190840
26540,-0.062744,0.005859,1.022949,43.868,0.259542,1.045802,-0.083969
26560,-0.061768,0.011963,1.022705,43.868,0.213740,0.984733,-0.122137
26580,-0.065186,0.009521,1.035156,43.868,0.160305,1.007634,-0.122137
26600,-0.063965,0.008789,1.021484,43.868,0.282443,1.015267,-0.160305
26620,-0.064453,0.012695,1.021729,43.877,0.229008,1.007634,-0.145038
26640,-0.065674,0.011230,1.022461,43.883,0.167939,1.114504,-0.068702
26660,-0.064453,0.009277,1.022217,43.842,0.320611,1.007634,-0.213740
26680,-0.061768,0.007568,1.026855,43.854,0.229008,1.015267,-0.160305
26700,-0.058594,0.010254,1.022217,43.856,0.236641,1.015267,-0.160305
26720,-0.067383,0.011230,1.025635,43.856,0.282443,0.992366,-0.145038
26740,-0.064941,0.008057,1.021973,43.848,0.320611,1.053435,-0.030534
26760,-0.066650,0.008057,1.023193,43.886,0.297710,0.923664,-0.076336
26780,-0.065918,0.009521,1.025635,43.856,0.312977,1.030534,-0.022901
26800,-0.064453,0.007080,1.021484,43.862,0.290076,0.877863,-0.106870
26820,-0.061035,0.010254,1.027344,43.833,0.267176,1.015267,-0.175573
26840,-0.061768,0.007324,1.020996,43.856,0.312977,0.984733,-0.221374
26861,-0.064941,0.008789,1.018799,43.871,0.274809,1.000000,-0.045802
26881,-0.064209,0.008545,1.023926,43.859,0.274809,1.022901,-0.152672
26900,-0.064453,0.010498,1.029053,43.877,0.221374,1.022901,-0.167939
26920,-0.067139,0.005371,1.023682,43.845,0.198473,1.007634,-0.091603
26940,-0.064209,0.007568,1.024414,43.877,0.312977,1.129771,-0.099237
26960,-0.063721,0.005615,1.017090,43.868,0.267176,0.992366,-0.083969
26980,-0.062744,0.010010,1.024902,43.848,0.297710,0.961832,-0.106870
27000,-0.064453,0.011475,1.023193,43.851,0.229008,1.022901,-0.206107
27020,-0.062988,0.007080,1.023682,43.892,0.175573,1.053435,-0.137405
27040,-0.064941,0.008545,1.024658,43.859,0.290076,0.877863,-0.068702
27060,-0.065430,0.009033,1.024902,43.862,0.282443,0.954198,-0.190840
27080,-0.066162,0.006592,1.022949,43.874,0.305344,0.893130,-0.167939
27100,-0.062744,0.006836,1.021729,43.856,0.236641,0.916031,-0.213740
27120,-0.063721,0.008301,1.031006,43.868,0.152672,1.045802,-0.167939
27140,-0.066162,0.008789,1.025879,43.851,0.206107,0.992366,-0.145038
27160,-0.064697,0.004883,1.029785,43.854,0.297710,0.992366,-0.053435
27180,-0.062256,0.006348,1.026123,43.877,0.160305,1.030534,-0.015267
27200,-0.062744,0.007324,1.022949,43.862,0.290076,1.076336,-0.251908
27220,-0.063965,0.009277,1.022461,43.874,0.259542,0.984733,-0.083969
27241,-0.064209,0.008057,1.024414,43.865,0.160305,0.969466,-0.145038
27260,-0.067383,0.005859,1.026123,43.854,0.305344,1.030534,-0.183206
27280,-0.062744,0.010742,1.024414,43.859,0.190840,1.007634,-0.083969
27300,-0.065186,0.008789,1.024658,43.862,0.183206,1.038168,-0.213740
27320,-0.064209,0.011719,1.019775,43.856,0.320611,1.015267,-0.068702
27340,-0.063232,0.010742,1.021973,43.856,0.122137,1.114504,-0.160305
27360,-0.068604,0.010254,1.020508,43.851,0.167939,1.015267,-0.167939
27380,-0.063965,0.008789,1.024902,43.865,0.320611,1.045802,-0.122137
27400,-0.063721,0.010742,1.025879,43.836,0.267176,0.923664,-0.137405
27420,-0.065674,0.006348,1.020264,43.871,0.206107,0.969466,-0.122137
27440,-0.067627,0.009521,1.019775,43.862,0.297710,0.839695,-0.152672
27460,-0.063721,0.008057,1.019775,43.854,0.305344,0.885496,-0.099237
27480,-0.064941,0.009033,1.020752,43.848,0.297710,0.938931,-0.206107
27500,-0.063477,0.009277,1.027344,43.889,0.206107,1.022901,-0.221374
27520,-0.065186,0.008057,1.026367,43.856,0.137405,0.908397,-0.137405
27540,-0.066162,0.014893,1.028564,43.862,0.221374,1.038168,-0.114504
27560,-0.061035,0.007813,1.015869,43.848,0.229008,0.916031,-0.183206
27580,-0.062500,0.008545,1.020752,43.868,0.190840,1.137405,-0.122137
27601,-0.062256,0.010986,1.028564,43.856,0.183206,1.083969,-0.122137
27620,-0.062500,0.008789,1.019043,43.854,0.236641,1.045802,-0.083969
27640,-0.065674,0.008057,1.028076,43.862,0.229008,1.038168,-0.038168
27660,-0.063232,0.009277,1.026611,43.848,0.244275,1.015267,-0.091603
27680,-0.064453,0.007813,1.020264,43.848,0.236641,0.877863,-0.061069
27700,-0.062256,0.010742,1.026855,43.862,0.305344,0.877863,-0.099237
27720,-0.059570,0.011230,1.023438,43.854,0.229008,0.984733,-0.129771
27740,-0.067383,0.004639,1.026367,43.848,0.290076,0.893130,-0.106870
27760,-0.064941,0.005371,1.018799,43.880,0.305344,0.984733,-0.076336
27780,-0.064209,0.009033,1.025146,43.886,0.297710,0.900763,-0.114504
27800,-0.063232,0.009521,1.022949,43.833,0.290076,1.030534,-0.083969
27820,-0.062012,0.011719,1.024902,43.874,0.229008,0.931298,-0.160305
27840,-0.062500,0.010986,1.020996,43.883,0.152672,1.190840,-0.213740
27860,-0.063965,0.010254,1.021484,43.874,0.251908,1.000000,-0.190840
27880,-0.063721,0.008057,1.025635,43.883,0.229008,1.015267,-0.068702
27900,-0.068115,0.010010,1.028320,43.859,0.244275,1.038168,-0.038168
27920,-0.066406,0.008789,1.020020,43.871,0.244275,1.000000,-0.137405
27940,-0.064697,0.007813,1.022705,43.880,0.145038,1.076336,-0.183206
27961,-0.063721,0.007568,1.022461,43.865,0.267176,0.992366,-0.190840
27980,-0.066162,0.009033,1.020996,43.868,0.229008,1.045802,-0.152672
28000,-0.060547,0.008301,1.021729,43.827,0.351145,0.969466,-0.129771
28020,-0.066406,0.010498,1.019287,43.865,0.282443,0.923664,-0.015267
28040,-0.068848,0.011719,1.025391,43.848,0.267176,0.931298,-0.038168
28060,-0.064697,0.008789,1.028809,43.862,0.244275,0.885496,-0.045802
28080,-0.058838,0.008057,1.028320,43.862,0.290076,0.946565,-0.106870
28100,-0.060791,0.008789,1.026611,43.845,0.282443,1.068702,-0.045802
28120,-0.064941,0.009033,1.027100,43.845,0.259542,0.938931,-0.068702
28140,-0.064697,0.009033,1.030762,43.848,0.106870,0.862595,0.022901
28160,-0.063965,0.003906,1.026611,43.836,0.282443,0.938931,-0.167939
28180,-0.063477,0.010498,1.029541,43.865,0.267176,0.961832,-0.190840
28200,-0.065430,0.007568,1.029785,43.859,0.221374,1.083969,-0.122137
28220,-0.064453,0.011719,1.022949,43.880,0.236641,0.908397,-0.175573
28240,-0.063477,0.006348,1.022705,43.877,0.122137,0.984733,-0.183206
28260,-0.065186,0.006592,1.023193,43.842,0.244275,0.984733,-0.106870
28280,-0.058350,0.010254,1.020996,43.851,0.221374,1.000000,-0.122137
28300,-0.066895,0.009521,1.021973,43.865,0.236641,1.000000,-0.221374
28320,-0.058350,0.010742,1.021729,43.862,0.259542,0.984733,-0.152672
28341,-0.064941,0.008545,1.025391,43.901,0.221374,0.946565,-0.083969
28360,-0.064941,0.013184,1.019043,43.862,0.236641,1.000000,0.000000
28380,-0.066650,0.011475,1.024170,43.854,0.259542,1.015267,-0.106870
28400,-0.061279,0.009033,1.024414,43.871,0.175573,1.000000,-0.122137
28420,-0.062256,0.007080,1.032227,43.833,0.221374,0.916031,-0.076336
28440,-0.062988,0.006348,1.023438,43.868,0.297710,0.832061,-0.198473
28460,-0.066895,0.008789,1.022217,43.880,0.290076,0.893130,-0.137405
28480,-0.063232,0.010742,1.031006,43.895,0.305344,1.022901,-0.045802
28500,-0.063477,0.004883,1.022705,43.862,0.213740,1.129771,-0.038168
28520,-0.066162,0.010742,1.027588,43.862,0.129771,1.061069,-0.160305
28540,-0.060547,0.012451,1.025391,43.842,0.267176,0.809160,-0.244275
28560,-0.061768,0.010742,1.025146,43.868,0.213740,1.099237,-0.022901
28580,-0.061523,0.013428,1.018555,43.883,0.206107,1.198473,-0.114504
28600,-0.064697,0.009766,1.021484,43.874,0.175573,1.000000,-0.221374
28620,-0.062012,0.009277,1.025146,43.865,0.282443,0.954198,-0.251908
28640,-0.065430,0.010254,1.025879,43.856,0.290076,1.000000,-0.122137
28660,-0.063477,0.007813,1.027100,43.859,0.267176,0.862595,-0.145038
28681,-0.065186,0.010010,1.019775,43.871,0.221374,1.022901,-0.068702
28700,-0.064453,0.010010,1.028809,43.868,0.198473,0.946565,-0.022901
28720,-0.064697,0.010498,1.022705,43.880,0.229008,0.862595,-0.122137
28740,-0.063477,0.010498,1.025391,43.877,0.251908,0.916031,-0.061069
28760,-0.064453,0.009521,1.026367,43.862,0.213740,0.839695,-0.022901
28780,-0.063232,0.009766,1.027344,43.868,0.282443,1.145038,-0.099237
28800,-0.061768,0.007813,1.021240,43.854,0.229008,0.977099,-0.053435
28821,-0.063232,0.010498,1.021240,43.895,0.160305,0.954198,-0.145038
28840,-0.063477,0.010498,1.025391,43.862,0.259542,0.946565,-0.167939
28860,-0.066162,0.009277,1.025635,43.854,0.381679,1.038168,-0.167939
28880,-0.063965,0.008545,1.030029,43.851,0.290076,1.000000,-0.213740
28900,-0.066650,0.010254,1.025391,43.836,0.236641,0.946565,-0.152672
28920,-0.068604,0.008057,1.022949,43.839,0.221374,1.068702,-0.183206
28940,-0.063965,0.009277,1.022461,43.871,0.221374,1.053435,-0.259542
28960,-0.067139,0.010010,1.024170,43.848,0.213740,1.015267,-0.030534
28980,-0.066406,0.008301,1.022217,43.839,0.175573,0.938931,-0.061069
29000,-0.066406,0.010010,1.027100,43.848,0.167939,1.106870,-0.152672
29020,-0.065674,0.008789,1.027588,43.871,0.198473,1.061069,-0.297710
29040,-0.064453,0.003418,1.024658,43.889,0.267176,1.007634,-0.167939
29060,-0.066650,0.005127,1.015625,43.839,0.198473,0.931298,0.000000
29080,-0.066162,0.008301,1.022949,43.889,0.221374,1.022901,-0.206107
29100,-0.063232,0.010498,1.023682,43.868,0.328244,0.984733,-0.137405
29120,-0.060547,0.008301,1.016602,43.859,0.251908,1.053435,-0.045802
29140,-0.066162,0.006104,1.018311,43.871,0.229008,1.030534,-0.106870
29160,-0.063477,0.012451,1.019775,43.865,0.206107,0.893130,-0.076336
29181,-0.068848,0.010498,1.018799,43.871,0.274809,0.893130,-0.190840
29201,-0.064453,0.009033,1.022705,43.856,0.297710,1.015267,-0.137405
