t_ms,initialized,gps_fix,satellites,hdop,gps_lat,gps_lon,gps_alt_m,est_lat,est_lon,est_alt_m,e_m,n_m,u_m,ve_mps,vn_mps,vu_mps,roll_deg,pitch_deg,yaw_deg,innov_xy_m,sigma_e_m,sigma_n_m,imu_hz,gps_updates,gps_rejects,nmea_count
43329364,1,1,7,2.06,26.03065109,119.19306946,22.2,26.030653,119.19306946,22.53,-1.646,14.753,8.527,-0.159,0.245,0.158,-0.26,0.69,-63.39,0.443,3.403,3.403,100.0,27,0,213
43329573,1,1,7,2.06,26.03065109,119.19306946,22.2,26.03065491,119.19306946,22.56,-1.679,14.804,8.56,-0.159,0.24,0.157,-0.3,0.64,-63.52,0.443,3.548,3.548,100.3,27,0,216
43329773,1,1,7,2.06,26.03065109,119.19306946,22.2,26.03065491,119.19306946,22.59,-1.711,14.851,8.592,-0.158,0.236,0.157,-0.34,0.58,-63.62,0.443,3.694,3.694,100.3,27,0,216
43329973,1,1,7,2.06,26.03065109,119.19306946,22.2,26.03065491,119.19306946,22.62,-1.742,14.898,8.623,-0.157,0.232,0.156,-0.36,0.54,-63.71,0.443,3.845,3.845,100.3,27,0,216
43330173,1,1,7,2.06,26.03065109,119.19306946,22.2,26.03065491,119.19306946,22.65,-1.774,14.944,8.654,-0.156,0.228,0.155,-0.38,0.5,-63.79,0.443,4.002,4.002,100.3,27,0,218
43330373,1,1,7,2.06,26.03065109,119.19306946,22.4,26.03065491,119.19306946,22.61,-1.718,14.814,8.612,-0.138,0.191,0.143,-0.4,0.47,-63.9,0.578,3.41,3.41,100.3,28,0,221
43330573,1,1,7,2.06,26.03065109,119.19306946,22.4,26.03065491,119.19306946,22.64,-1.745,14.852,8.64,-0.137,0.188,0.142,-0.41,0.44,-63.96,0.578,3.55,3.55,100.0,28,0,224
43330773,1,1,7,2.06,26.03065109,119.19306946,22.4,26.03065491,119.19306946,22.67,-1.773,14.889,8.668,-0.135,0.186,0.141,-0.42,0.41,-64.01,0.578,3.696,3.696,100.0,28,0,224
43330973,1,1,7,2.06,26.03065109,119.19306946,22.4,26.03065491,119.19306946,22.7,-1.8,14.926,8.697,-0.135,0.184,0.14,-0.44,0.38,-64.05,0.578,3.847,3.847,100.0,28,0,224
43331173,1,1,7,2.06,26.03065109,119.19306946,22.4,26.03065491,119.19306946,22.72,-1.827,14.962,8.725,-0.134,0.182,0.14,-0.45,0.36,-64.09,0.578,4.004,4.004,100.0,28,0,226
43331380,1,1,7,2.06,26.03065109,119.19306946,22.0,26.03065491,119.19306946,22.55,-1.749,14.818,8.549,-0.112,0.144,0.108,-0.46,0.33,-64.13,0.618,3.414,3.414,100.0,29,0,229
43331583,1,1,7,2.06,26.03065109,119.19306946,22.0,26.03065491,119.19306946,22.57,-1.772,14.847,8.57,-0.111,0.143,0.108,-0.47,0.3,-64.15,0.618,3.556,3.556,100.0,29,0,232
43331784,1,1,7,2.06,26.03065109,119.19306946,22.0,26.03065491,119.19306946,22.59,-1.794,14.876,8.592,-0.111,0.141,0.107,-0.48,0.31,-64.19,0.618,3.703,3.703,100.0,29,0,232
43331984,1,1,7,2.06,26.03065109,119.19306946,22.0,26.03065491,119.19306946,22.61,-1.816,14.904,8.613,-0.11,0.14,0.107,-0.49,0.3,-64.24,0.618,3.855,3.855,100.0,29,0,232
43332196,1,1,7,2.06,26.03064728,119.19306946,22.0,26.03065491,119.19306946,22.64,-1.839,14.933,8.636,-0.109,0.138,0.107,-0.5,0.27,-64.25,0.618,4.022,4.022,100.0,29,0,234
