t_ms,initialized,gps_fix,satellites,hdop,gps_lat,gps_lon,gps_alt_m,est_lat,est_lon,est_alt_m,e_m,n_m,u_m,ve_mps,vn_mps,vu_mps,roll_deg,pitch_deg,yaw_deg,innov_xy_m,sigma_e_m,sigma_n_m,imu_hz,gps_updates,gps_rejects,nmea_count
116013,0,0,0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-2.68,-106.09,0.0,0.0,0.0,0.0,0,0,0
116214,0,0,0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,-2.69,-106.04,0.0,0.0,0.0,0.0,0,0,0
116423,0,0,0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-2.71,-106.02,0.0,0.0,0.0,0.0,0,0,2
116624,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,-2.7,-105.99,0.0,0.0,0.0,0.0,0,0,6
116833,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,-2.71,-105.99,0.0,0.0,0.0,101.0,0,0,6
117033,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,-2.72,-105.97,0.0,0.0,0.0,101.0,0,0,6
117233,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,-2.71,-105.95,0.0,0.0,0.0,101.0,0,0,6
117433,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,-2.71,-105.95,0.0,0.0,0.0,101.0,0,0,8
117633,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,-2.72,-105.95,0.0,0.0,0.0,101.0,0,0,12
117833,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,-2.72,-105.95,0.0,0.0,0.0,100.0,0,0,12
118033,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,-2.72,-105.98,0.0,0.0,0.0,100.0,0,0,12
118233,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,-2.74,-105.96,0.0,0.0,0.0,100.0,0,0,12
118433,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,-2.74,-105.96,0.0,0.0,0.0,100.0,0,0,14
118634,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.62,-2.68,-104.99,0.0,0.0,0.0,100.0,0,0,18
118843,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.61,-3.03,-100.81,0.0,0.0,0.0,99.9,0,0,18
119043,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.88,-8.49,-104.92,0.0,0.0,0.0,99.9,0,0,18
119244,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.24,-8.88,-103.64,0.0,0.0,0.0,99.9,0,0,18
119453,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.24,3.76,-108.56,0.0,0.0,0.0,99.9,0,0,21
119654,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.84,11.42,-122.63,0.0,0.0,0.0,99.9,0,0,24
119863,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.73,10.68,-135.33,0.0,0.0,0.0,100.1,0,0,24
120063,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.43,7.47,-145.37,0.0,0.0,0.0,100.1,0,0,24
120263,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.17,-6.91,-163.07,0.0,0.0,0.0,100.1,0,0,24
120463,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.35,-9.72,-163.68,0.0,0.0,0.0,100.1,0,0,27
120663,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.55,-8.56,-165.67,0.0,0.0,0.0,100.1,0,0,30
120863,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.45,-8.78,-167.67,0.0,0.0,0.0,100.0,0,0,30
121063,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.01,-6.59,-167.99,0.0,0.0,0.0,100.0,0,0,30
121263,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.32,-1.35,-170.22,0.0,0.0,0.0,100.0,0,0,30
121463,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.99,-0.92,-173.2,0.0,0.0,0.0,100.0,0,0,33
121663,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.05,4.79,-175.98,0.0,0.0,0.0,100.0,0,0,36
121863,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.96,5.18,-170.22,0.0,0.0,0.0,100.0,0,0,36
122063,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.57,2.79,-160.72,0.0,0.0,0.0,100.0,0,0,36
122263,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.6,2.5,-151.13,0.0,0.0,0.0,100.0,0,0,36
122463,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,-1.14,-141.8,0.0,0.0,0.0,100.0,0,0,39
122663,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73,-21.98,-137.11,0.0,0.0,0.0,100.0,0,0,42
122863,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.8,-12.02,-143.44,0.0,0.0,0.0,100.0,0,0,42
123063,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.62,-7.37,-139.9,0.0,0.0,0.0,100.0,0,0,42
123263,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.46,-12.98,-135.14,0.0,0.0,0.0,100.0,0,0,42
123463,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.44,-13.96,-129.18,0.0,0.0,0.0,100.0,0,0,45
123663,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.3,-14.02,-124.61,0.0,0.0,0.0,100.0,0,0,48
123863,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.24,-15.91,-119.95,0.0,0.0,0.0,100.0,0,0,48
124063,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.68,-14.36,-118.67,0.0,0.0,0.0,100.0,0,0,48
124263,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.78,-12.4,-121.39,0.0,0.0,0.0,100.0,0,0,48
124463,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.41,-10.6,-122.8,0.0,0.0,0.0,100.0,0,0,51
124663,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.25,-8.72,-122.11,0.0,0.0,0.0,100.0,0,0,54
124863,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.39,-7.39,-120.4,0.0,0.0,0.0,100.0,0,0,54
125063,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.28,-8.64,-117.84,0.0,0.0,0.0,100.0,0,0,54
125263,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.85,-6.96,-115.6,0.0,0.0,0.0,100.0,0,0,54
125463,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.18,-8.61,-114.08,0.0,0.0,0.0,100.0,0,0,57
125663,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.24,-8.12,-112.12,0.0,0.0,0.0,100.0,0,0,60
125863,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.12,-8.1,-111.52,0.0,0.0,0.0,100.0,0,0,60
126063,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.32,-9.22,-108.87,0.0,0.0,0.0,100.0,0,0,60
126263,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.26,-6.64,-105.66,0.0,0.0,0.0,100.0,0,0,60
126463,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,-3.52,-102.01,0.0,0.0,0.0,100.0,0,0,63
126663,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.36,-2.73,-104.47,0.0,0.0,0.0,100.0,0,0,66
126863,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.92,1.07,-104.86,0.0,0.0,0.0,100.0,0,0,66
127063,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.07,4.09,-97.12,0.0,0.0,0.0,100.0,0,0,66
127263,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.98,3.72,-90.2,0.0,0.0,0.0,100.0,0,0,66
127463,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.92,3.62,-85.5,0.0,0.0,0.0,100.0,0,0,69
127663,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,5.94,-83.01,0.0,0.0,0.0,100.0,0,0,72
127863,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,9.48,-84.73,0.0,0.0,0.0,100.0,0,0,72
128063,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,9.33,-84.8,0.0,0.0,0.0,100.0,0,0,72
128263,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.07,9.36,-85.52,0.0,0.0,0.0,100.0,0,0,72
128463,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.71,10.67,-85.01,0.0,0.0,0.0,100.0,0,0,75
128663,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,12.19,-76.46,0.0,0.0,0.0,100.0,0,0,78
128863,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,16.66,-58.72,0.0,0.0,0.0,100.0,0,0,78
129063,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,21.21,-35.95,0.0,0.0,0.0,100.0,0,0,78
129263,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.04,22.92,-14.21,0.0,0.0,0.0,100.0,0,0,78
129464,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.56,28.33,1.28,0.0,0.0,0.0,100.0,0,0,81
129673,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.75,27.63,7.72,0.0,0.0,0.0,100.0,0,0,84
129873,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.91,25.71,12.24,0.0,0.0,0.0,100.0,0,0,84
130073,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.6,22.65,21.32,0.0,0.0,0.0,100.0,0,0,84
130273,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.44,19.7,30.88,0.0,0.0,0.0,100.0,0,0,84
130473,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.24,16.66,38.66,0.0,0.0,0.0,100.0,0,0,87
130673,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.59,14.63,42.95,0.0,0.0,0.0,100.0,0,0,90
130873,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.33,12.72,46.24,0.0,0.0,0.0,100.0,0,0,90
