t_ms,initialized,gps_fix,satellites,hdop,gps_lat,gps_lon,gps_alt_m,est_lat,est_lon,est_alt_m,e_m,n_m,u_m,ve_mps,vn_mps,vu_mps,roll_deg,pitch_deg,yaw_deg,innov_xy_m,sigma_e_m,sigma_n_m,imu_hz,gps_updates,gps_rejects,nmea_count
3932734,1,1,7,1.2,26.03075409,119.19306946,36.1,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,0.0,1.39,-2.14,-73.38,0.0,2.8,2.8,0.0,1,0,2
3932943,1,1,7,1.2,26.03075409,119.19306946,36.1,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.001,0.0,0.0,1.4,-2.14,-73.42,0.0,2.868,2.868,0.0,1,0,6
3933163,1,1,7,1.2,26.03075409,119.19306946,36.1,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.0,1.41,-2.14,-73.42,0.0,0.633,0.633,0.0,1,0,7
3933366,1,1,7,1.2,26.03075409,119.19306946,36.1,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,-0.0,-0.0,1.42,-2.16,-73.42,0.0,0.5,0.5,0.0,1,0,7
3933570,1,1,7,1.2,26.03075409,119.19306946,36.1,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.0,1.43,-2.17,-73.44,0.0,0.5,0.5,95.47,1,0,9
3933795,1,1,7,1.2,26.03075409,119.19306946,36.2,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.0,1.43,-2.16,-73.46,0.0,0.5,0.5,95.47,2,0,12
3934004,1,1,7,1.2,26.03075409,119.19306946,36.2,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,-0.0,0.001,1.43,-2.15,-73.48,0.0,0.5,0.5,95.47,2,0,16
3934211,1,1,7,1.2,26.03075409,119.19306946,36.2,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.0,1.44,-2.15,-73.48,0.0,0.5,0.5,95.47,2,0,16
3934416,1,1,7,1.2,26.03075409,119.19306946,36.2,26.03075409,119.19306946,36.1,0.0,0.0,0.0,-0.0,0.0,0.0,1.43,-2.15,-73.49,0.0,0.5,0.5,95.47,2,0,16
3934625,1,1,7,1.2,26.03075027,119.19306946,36.4,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,-0.0,0.0,1.44,-2.14,-73.51,0.425,0.5,0.5,85.91,3,0,19
3934831,1,1,7,1.2,26.03075027,119.19306946,36.4,26.03075409,119.19306946,36.1,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.43,-2.14,-73.47,0.425,0.5,0.5,85.91,3,0,22
3935040,1,1,7,1.2,26.03075027,119.19306946,36.4,26.03075409,119.19306946,36.1,0.0,0.0,0.0,-0.0,0.0,0.0,1.42,-2.14,-73.48,0.425,0.5,0.5,85.91,3,0,25
3935246,1,1,7,1.2,26.03075027,119.19306946,36.4,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,0.0,1.44,-2.14,-73.5,0.425,0.5,0.5,85.91,3,0,25
3935451,1,1,7,1.2,26.03075027,119.19306946,36.4,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.001,1.43,-2.13,-73.48,0.425,0.5,0.5,85.91,3,0,25
3935686,1,1,7,1.2,26.03074455,119.19306946,36.5,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.46,-2.13,-73.49,1.062,0.5,0.5,82.92,4,0,29
3935888,1,1,7,1.2,26.03074455,119.19306946,36.5,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,-0.0,0.0,1.46,-2.14,-73.51,1.062,0.5,0.5,82.92,4,0,32
3936093,1,1,7,1.2,26.03074455,119.19306946,36.5,26.03075409,119.19306946,36.1,0.0,0.0,0.0,-0.0,0.0,0.0,1.44,-2.15,-73.49,1.062,0.5,0.5,82.92,4,0,34
3936295,1,1,7,1.2,26.03074455,119.19306946,36.5,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,-0.0,0.0,1.43,-2.16,-73.52,1.062,0.5,0.5,82.92,4,0,34
3936507,1,1,7,1.2,26.03075027,119.19306946,36.5,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,-0.0,0.0,1.44,-2.17,-73.5,1.062,0.5,0.5,82.92,4,0,35
3936719,1,1,7,1.2,26.03075027,119.19306946,36.6,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,0.0,-0.0,1.44,-2.17,-73.49,0.425,0.5,0.5,81.73,5,0,38
3936933,1,1,7,1.2,26.03075027,119.19306946,36.6,26.03075409,119.19306946,36.1,0.0,0.0,0.0,-0.0,0.0,0.0,1.42,-2.16,-73.51,0.425,0.5,0.5,81.73,5,0,42
3937134,1,1,7,1.2,26.03075027,119.19306946,36.6,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.0,1.42,-2.16,-73.53,0.425,0.5,0.5,81.73,5,0,43
3937336,1,1,7,1.2,26.03075027,119.19306946,36.6,26.03075409,119.19306946,36.1,0.0,0.0,0.0,-0.0,0.0,0.0,1.41,-2.16,-73.55,0.425,0.5,0.5,81.73,5,0,43
3937550,1,1,7,1.2,26.03074455,119.19306946,36.6,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.0,1.41,-2.13,-73.53,0.425,0.5,0.5,81.73,5,0,45
3937759,1,1,7,1.2,26.03074455,119.19306946,36.7,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,-0.0,0.0,1.42,-2.14,-73.52,1.062,0.5,0.5,83.74,6,0,48
3937960,1,1,7,1.2,26.03074455,119.19306946,36.7,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.42,-2.15,-73.52,1.062,0.5,0.5,83.74,6,0,51
3938162,1,1,7,1.2,26.03074455,119.19306946,36.7,26.03075409,119.19306946,36.1,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.42,-2.16,-73.56,1.062,0.5,0.5,83.74,6,0,52
3938366,1,1,7,1.2,26.03074455,119.19306946,36.7,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,-0.0,-0.0,1.42,-2.15,-73.57,1.062,0.5,0.5,83.74,6,0,52
3938569,1,1,7,1.2,26.03074455,119.19306946,36.7,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.0,1.42,-2.15,-73.56,1.062,0.5,0.5,83.74,6,0,54
3938798,1,1,7,1.2,26.03074455,119.19306946,36.8,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,0.0,0.0,1.42,-2.15,-73.57,1.062,0.5,0.5,83.58,7,0,57
3939006,1,1,7,1.2,26.03074455,119.19306946,36.8,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,-0.0,0.0,1.42,-2.14,-73.57,1.062,0.5,0.5,83.58,7,0,61
3939217,1,1,7,1.2,26.03074455,119.19306946,36.8,26.03075409,119.19306946,36.1,0.0,0.0,0.0,-0.0,-0.0,0.0,1.4,-2.15,-73.57,1.062,0.5,0.5,83.58,7,0,61
3939421,1,1,7,1.2,26.03074455,119.19306946,36.8,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,-0.0,-0.0,1.4,-2.15,-73.54,1.062,0.5,0.5,83.58,7,0,61
3939626,1,1,7,1.2,26.03074074,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,-0.001,0.0,-0.0,-0.0,-0.0,1.4,-2.15,-73.51,1.486,0.5,0.5,83.58,8,0,64
3939827,1,1,7,1.2,26.03074074,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,0.0,-0.0,1.41,-2.15,-73.5,1.486,0.5,0.5,83.58,8,0,67
3940029,1,1,7,1.2,26.03074074,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,0.0,-0.0,1.42,-2.14,-73.52,1.486,0.5,0.5,83.58,8,0,70
3940241,1,1,7,1.2,26.03074074,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,-0.0,-0.0,1.42,-2.17,-73.52,1.486,0.5,0.5,83.58,8,0,70
3940447,1,1,7,1.2,26.03074074,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,0.0,0.0,-0.0,-0.0,0.0,1.43,-2.17,-73.5,1.486,0.5,0.5,83.58,8,0,70
3940676,1,1,7,1.2,26.03074074,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,-0.001,0.0,-0.0,0.0,-0.0,1.43,-2.16,-73.5,1.486,0.5,0.5,84.75,9,0,74
3940879,1,1,7,1.2,26.03074074,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,0.0,-0.0,1.43,-2.15,-73.46,1.486,0.5,0.5,84.75,9,0,76
3941084,1,1,7,1.2,26.03074074,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,0.001,1.44,-2.15,-73.49,1.486,0.5,0.5,84.75,9,0,79
3941285,1,1,7,1.2,26.03074074,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,0.0,1.44,-2.14,-73.47,1.486,0.5,0.5,84.75,9,0,79
3941489,1,1,7,1.2,26.03074074,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.0,1.43,-2.15,-73.48,1.486,0.5,0.5,84.75,9,0,79
3941697,1,1,7,1.2,26.03073692,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,-0.001,0.0,-0.0,0.0,-0.0,1.42,-2.15,-73.49,1.911,0.5,0.5,82.27,10,0,83
3941899,1,1,7,1.2,26.03073692,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,0.0,0.0,1.42,-2.15,-73.49,1.911,0.5,0.5,82.27,10,0,86
3942105,1,1,7,1.2,26.03073692,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,0.0,-0.0,1.43,-2.17,-73.48,1.911,0.5,0.5,82.27,10,0,88
3942311,1,1,7,1.2,26.03073692,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,-0.0,-0.0,1.43,-2.17,-73.48,1.911,0.5,0.5,82.27,10,0,88
3942519,1,1,7,1.2,26.03073311,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.0,1.44,-2.16,-73.48,1.911,0.5,0.5,82.27,10,0,89
3942729,1,1,7,1.2,26.03073311,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,-0.001,0.0,0.0,0.0,-0.0,1.42,-2.16,-73.45,2.336,0.5,0.5,82.36,11,0,92
3942943,1,1,7,1.2,26.03073311,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,-0.0,0.0,0.0,1.43,-2.16,-73.5,2.336,0.5,0.5,82.36,11,0,96
3943147,1,1,7,1.2,26.03073311,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.44,-2.16,-73.49,2.336,0.5,0.5,82.36,11,0,97
3943351,1,1,7,1.2,26.03073311,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,-0.0,0.0,1.43,-2.16,-73.49,2.336,0.5,0.5,82.36,11,0,97
3943557,1,1,7,1.2,26.03072929,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,0.0,0.0,-0.0,0.0,-0.0,1.43,-2.17,-73.49,2.336,0.5,0.5,82.36,11,0,99
3943769,1,1,7,1.2,26.03072929,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,-0.001,0.0,-0.0,-0.0,0.0,1.42,-2.18,-73.51,2.76,0.5,0.5,84.71,12,0,102
3943982,1,1,7,1.2,26.03072929,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.41,-2.17,-73.5,2.76,0.5,0.5,84.71,12,0,106
3944186,1,1,7,1.2,26.03072929,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.0,1.42,-2.15,-73.51,2.76,0.5,0.5,84.71,12,0,106
3944392,1,1,7,1.2,26.03072929,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,0.0,1.43,-2.13,-73.5,2.76,0.5,0.5,84.71,12,0,106
3944597,1,1,7,1.2,26.03072929,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,0.0,0.0,-0.0,-0.0,0.0,1.43,-2.12,-73.5,2.76,0.5,0.5,84.71,12,0,108
3944802,1,1,6,2.68,26.03072929,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,-0.0,0.0,-0.0,1.41,-2.11,-73.48,2.76,0.5,0.5,83.73,13,0,111
3945009,1,1,6,2.68,26.03072929,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,0.0,1.43,-2.12,-73.46,2.76,0.5,0.5,83.73,13,0,115
3945210,1,1,6,2.68,26.03072929,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,-0.0,-0.0,1.44,-2.15,-73.49,2.76,0.5,0.5,83.73,13,0,115
3945415,1,1,6,2.68,26.03072929,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,0.0,0.0,-0.0,0.0,0.0,1.45,-2.15,-73.51,2.76,0.5,0.5,83.73,13,0,115
3945625,1,1,7,1.2,26.03072548,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,-0.003,0.0,0.0,-0.0,0.0,1.46,-2.16,-73.52,3.185,0.5,0.5,83.73,14,0,118
3945828,1,1,7,1.2,26.03072548,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,-0.001,0.0,0.0,0.0,0.0,1.45,-2.18,-73.52,3.185,0.5,0.5,81.32,14,0,121
3946030,1,1,7,1.2,26.03072548,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,0.0,-0.0,1.45,-2.19,-73.52,3.185,0.5,0.5,81.32,14,0,124
3946240,1,1,7,1.2,26.03072548,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.43,-2.18,-73.52,3.185,0.5,0.5,81.32,14,0,124
3946447,1,1,7,1.2,26.03072548,119.19306946,37.1,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.0,1.43,-2.17,-73.52,3.185,0.5,0.5,81.32,14,0,124
3946648,1,1,7,1.2,26.03072166,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,-0.002,0.0,0.0,0.0,0.0,1.44,-2.17,-73.52,3.61,0.396,0.396,81.32,15,0,127
3946851,1,1,7,1.2,26.03072166,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,-0.001,0.0,0.0,0.0,0.0,1.43,-2.18,-73.54,3.61,0.5,0.5,86.74,15,0,130
3947055,1,1,7,1.2,26.03072166,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,0.0,-0.0,1.43,-2.18,-73.5,3.61,0.5,0.5,86.74,15,0,133
3947256,1,1,7,1.2,26.03072166,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,-0.0,0.0,0.001,1.42,-2.17,-73.52,3.61,0.5,0.5,86.74,15,0,133
3947460,1,1,7,1.2,26.03072166,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.001,1.44,-2.17,-73.5,3.61,0.5,0.5,86.74,15,0,133
3947660,1,1,7,1.2,26.03072166,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,-0.003,0.0,-0.0,0.0,0.0,1.43,-2.15,-73.51,3.61,0.5,0.5,86.74,16,0,136
3947863,1,1,7,1.2,26.03072166,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,-0.001,0.0,-0.0,0.0,-0.0,1.42,-2.13,-73.52,3.61,0.5,0.5,82.5,16,0,139
3948066,1,1,7,1.2,26.03072166,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.42,-2.14,-73.52,3.61,0.5,0.5,82.5,16,0,142
3948266,1,1,7,1.2,26.03072166,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,0.0,0.0,1.44,-2.13,-73.51,3.61,0.5,0.5,82.5,16,0,142
3948468,1,1,7,1.2,26.03072166,119.19306946,36.9,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.0,1.46,-2.13,-73.51,3.61,0.5,0.5,82.5,16,0,142
3948677,1,1,7,1.2,26.03071213,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,-0.002,0.0,0.0,-0.0,-0.001,1.46,-2.13,-73.52,4.671,0.5,0.5,82.5,17,0,146
3948886,1,1,7,1.2,26.03071213,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,-0.001,0.0,0.0,0.0,0.0,1.46,-2.12,-73.51,4.671,0.5,0.5,82.68,17,0,149
3949088,1,1,7,1.2,26.03071213,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,-0.0,0.0,0.0,1.44,-2.13,-73.52,4.671,0.5,0.5,82.68,17,0,151
3949292,1,1,7,1.2,26.03071213,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,0.0,-0.0,-0.0,1.44,-2.15,-73.53,4.671,0.5,0.5,82.68,17,0,151
3949500,1,1,7,1.2,26.03071213,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,-0.0,1.45,-2.15,-73.51,4.671,0.5,0.5,82.68,17,0,152
3949705,1,1,7,1.2,26.03071213,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,-0.002,0.0,0.0,0.0,-0.0,1.47,-2.15,-73.54,4.671,0.5,0.5,82.68,18,0,155
3949912,1,1,7,1.2,26.03071213,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,-0.001,0.0,0.0,-0.0,0.0,1.47,-2.16,-73.53,4.671,0.5,0.5,85.57,18,0,158
3950113,1,1,7,1.2,26.03071213,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,-0.0,0.0,-0.0,-0.0,-0.0,1.45,-2.15,-73.53,4.671,0.5,0.5,85.57,18,0,160
3950316,1,1,7,1.2,26.03071213,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,0.0,0.0,0.0,0.0,0.0,1.45,-2.14,-73.55,4.671,0.5,0.5,85.57,18,0,160
3950525,1,1,7,1.2,26.03070831,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,0.0,0.0,-0.0,-0.0,0.0,1.45,-2.13,-73.55,4.671,0.5,0.5,85.57,18,0,161
3950727,1,1,7,1.2,26.03070831,119.19306946,37.0,26.03075409,119.19306946,36.1,0.0,-0.003,0.0,-0.0,0.0,-0.0,1.44,-2.14,-73.55,5.096,0.5,0.5,85.57,19,0,164
