t_ms,initialized,gps_fix,satellites,hdop,gps_lat,gps_lon,gps_alt_m,est_lat,est_lon,est_alt_m,e_m,n_m,u_m,ve_mps,vn_mps,vu_mps,roll_deg,pitch_deg,yaw_deg,innov_xy_m,sigma_e_m,sigma_n_m,imu_hz,gps_updates,gps_rejects,nmea_count
1343803,0,0,0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.68,-8.35,-90.5,0.0,0.0,0.0,0.0,0,0,0
1344003,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7,-8.33,-90.39,0.0,0.0,0.0,0.0,0,0,5
1344203,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.71,-8.33,-90.3,0.0,0.0,0.0,0.0,0,0,6
1344403,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.72,-8.3,-90.24,0.0,0.0,0.0,0.0,0,0,6
1344604,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.74,-8.29,-90.17,0.0,0.0,0.0,100.9,0,0,6
1344813,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.74,-8.28,-90.11,0.0,0.0,0.0,100.9,0,0,6
1345013,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.74,-8.26,-90.07,0.0,0.0,0.0,100.9,0,0,11
1345213,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.73,-8.24,-90.04,0.0,0.0,0.0,100.9,0,0,12
1345413,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.74,-8.22,-89.99,0.0,0.0,0.0,100.9,0,0,12
1345613,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.74,-8.21,-89.96,0.0,0.0,0.0,100.1,0,0,12
1345813,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.74,-8.2,-89.97,0.0,0.0,0.0,100.1,0,0,12
1346013,0,0,0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.73,-8.19,-89.95,0.0,0.0,0.0,100.1,0,0,13
