t,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
1592.084,1.0063,-0.0212,0.0659,0.557,1.344,0.176,41.71
1592.109,1.0073,-0.0156,0.061,0.481,1.16,-0.015,41.8
1592.134,1.0071,-0.0159,0.0588,0.748,1.046,-0.046,41.89
1592.159,1.0073,-0.0161,0.0652,0.863,1.26,-0.115,41.75
1592.184,1.0068,-0.0149,0.064,0.733,1.16,0.092,41.94
1592.209,1.0073,-0.0166,0.0574,0.733,1.298,-0.008,41.8
1592.234,1.0083,-0.0181,0.0623,0.725,1.107,-0.099,41.89
1592.259,1.0071,-0.0176,0.0679,0.595,1.412,0.076,41.99
1592.284,1.0051,-0.0166,0.0625,0.496,1.229,-0.046,41.8
1592.309,1.0017,-0.0203,0.0645,0.42,1.076,0.008,41.94
1592.334,1.0071,-0.02,0.0657,0.756,1.244,-0.084,41.94
1592.359,1.0071,-0.0205,0.0603,0.893,1.084,-0.099,41.94
1592.384,1.0066,-0.0142,0.0671,0.519,0.863,-0.061,41.57
1592.409,1.0076,-0.0151,0.0605,0.603,1.237,0.137,41.75
1592.434,1.0044,-0.0217,0.0601,0.626,1.038,-0.16,41.75
1592.459,1.0066,-0.0176,0.0623,0.458,1.382,0.023,41.61
1592.484,1.0039,-0.0156,0.0596,0.511,1.13,0.282,41.75
1592.509,1.0059,-0.0208,0.0632,0.664,1.275,-0.321,41.8
1592.534,1.0034,-0.0181,0.0684,0.603,1.328,0.13,41.94
1592.559,1.0049,-0.0156,0.0662,0.611,1.305,-0.137,41.75
1592.584,1.0024,-0.0193,0.0637,0.649,1.229,0.107,41.75
1592.609,1.0081,-0.0244,0.0562,0.542,1.359,-0.046,41.94
1592.634,1.0071,-0.0173,0.0654,0.611,0.878,-0.023,41.99
1592.659,1.0105,-0.0161,0.0615,0.443,1.115,0.084,41.61
1592.684,1.0073,-0.0129,0.0549,0.496,1.115,-0.153,42.08
1592.709,1.0061,-0.0208,0.0657,0.588,0.985,0.015,41.75
1592.734,1.0044,-0.0181,0.0625,0.527,1.023,-0.107,41.75
1592.759,1.0061,-0.019,0.0635,0.679,1.092,-0.038,41.75
1592.784,1.0037,-0.0173,0.0625,0.718,1.191,0.176,41.8
1592.809,1.0046,-0.0193,0.0596,0.649,1.397,0.0,41.75
1592.834,1.0046,-0.0181,0.0557,0.473,1.023,0.076,41.99
1592.859,1.0066,-0.0183,0.0603,0.771,1.153,0.0,41.99
1592.884,1.0061,-0.0151,0.0623,0.618,1.427,0.16,41.75
1592.909,1.0076,-0.0173,0.061,0.473,1.328,-0.053,41.94
1592.934,1.0112,-0.0178,0.0647,0.656,1.16,0.252,41.8
1592.959,1.0066,-0.0164,0.0576,0.489,0.962,0.038,41.8
1592.984,1.0088,-0.0159,0.0615,0.534,0.924,0.267,41.8
