t,roll_deg,pitch_deg,roll_acc_deg,pitch_acc_deg,gx_dps,gy_dps,temp_c
75.398,54.73,32.2,55.11,34.39,-0.358,0.134,27.15
75.448,54.86,32.56,55.35,34.45,-0.701,-0.408,27.12
75.498,54.93,32.9,56.08,34.95,-1.067,-0.675,27.1
75.548,54.99,33.29,55.81,35.81,-1.533,-0.675,27.13
75.598,55.07,33.79,55.94,36.55,-1.732,-0.965,27.17
75.648,55.17,34.38,56.25,38.1,-1.777,-0.667,27.14
75.698,55.24,34.99,55.6,38.15,-1.892,-0.82,27.13
75.748,55.28,35.62,56.4,39.03,-1.953,0.226,27.16
75.798,55.41,36.42,56.17,40.16,-1.533,-0.759,27.11
75.848,55.57,37.19,56.92,41.41,-1.106,-0.935,27.1
75.898,55.72,37.83,56.8,40.38,-0.304,-0.209,27.11
75.948,55.81,38.36,56.55,40.98,-0.48,1.157,27.12
75.998,55.95,38.87,56.5,40.83,-0.06,0.126,27.11
76.048,56.05,39.24,56.69,40.57,-0.014,-0.041,27.12
76.098,56.1,39.5,56.64,40.69,-0.174,0.065,27.13
76.148,56.15,39.66,56.54,40.37,-0.48,-0.202,27.13
76.198,56.19,39.85,56.66,40.85,-0.548,0.111,27.13
76.248,56.24,40.09,56.64,41.1,-0.548,0.05,27.11
76.298,56.31,40.37,57.1,41.87,-0.258,0.218,27.13
76.348,56.37,40.56,56.62,41.13,-0.174,0.233,27.13
76.398,56.4,40.7,56.58,41.32,-0.274,0.157,27.12
76.448,56.42,40.84,56.49,41.63,-0.274,-0.003,27.15
76.498,56.43,41.03,56.52,42.06,-0.151,0.111,27.11
76.548,56.48,41.23,56.82,41.95,0.078,0.439,27.11
76.598,56.53,41.3,56.64,41.59,0.284,0.432,27.12
76.648,56.56,41.29,56.45,41.09,0.177,0.111,27.13
76.698,56.59,41.23,56.38,40.91,-0.006,0.081,27.13
76.748,56.57,41.22,56.1,41.44,-0.22,0.165,27.11
76.798,56.6,41.29,56.68,41.64,-0.106,0.348,27.13
76.848,56.61,41.35,56.84,41.17,0.108,0.226,27.09
76.898,56.58,41.32,56.25,40.79,0.1,0.21,27.11
76.948,56.59,41.26,56.16,40.88,-0.144,0.004,27.12
76.998,56.55,41.23,56.54,41.31,-0.51,0.05,27.13
77.048,56.53,41.31,56.5,41.76,-0.587,0.134,27.1
77.098,56.54,41.44,56.77,42.08,-0.312,0.386,27.12
77.148,56.58,41.58,56.79,42.23,0.001,0.21,27.11
77.198,56.62,41.67,56.69,41.89,0.184,0.31,27.09
77.248,56.65,41.69,56.69,41.61,0.238,0.378,27.11
77.298,56.66,41.67,56.71,41.44,0.215,0.371,27.1
77.348,56.64,41.61,56.44,41.29,-0.037,0.088,27.13
77.398,56.62,41.56,56.74,41.49,-0.22,0.363,27.12
77.448,56.64,41.6,56.88,41.7,-0.029,0.088,27.1
77.498,56.68,41.58,56.61,41.36,-0.106,0.157,27.11
77.548,56.69,41.56,56.99,41.36,-0.121,0.088,27.11
77.598,56.67,41.56,56.7,41.6,-0.312,0.096,27.12
77.648,56.68,41.6,56.83,41.85,-0.327,0.279,27.11
77.698,56.66,41.61,56.44,41.61,-0.327,-0.041,27.12
77.748,56.64,41.66,56.92,42.03,-0.403,-0.148,27.1
77.798,56.64,41.75,56.76,42.23,-0.487,-0.095,27.12
77.848,56.65,41.86,56.8,42.62,-0.411,0.195,27.11
77.898,56.65,41.99,56.5,42.67,-0.09,-0.011,27.11
77.948,56.69,42.09,56.76,42.25,-0.052,-0.011,27.08
77.998,56.68,42.16,56.62,42.44,-0.09,0.134,27.1
78.048,56.71,42.2,56.98,42.16,0.009,0.065,27.09
78.098,56.75,42.26,56.88,42.35,0.047,0.111,27.12
78.148,56.79,42.31,57.4,42.35,0.016,0.134,27.1
78.198,56.79,42.31,57.09,42.25,0.108,-0.095,27.1
78.248,56.77,42.28,56.87,42.24,-0.037,0.203,27.1
78.298,56.81,42.28,56.99,42.22,-0.167,0.027,27.09
78.348,56.77,42.28,56.91,42.38,-0.144,-0.225,27.09
78.398,56.78,42.33,56.95,42.69,-0.266,-0.125,27.08
78.448,56.81,42.42,57.07,42.76,-0.083,0.088,27.09
78.498,56.82,42.48,56.73,42.64,0.07,0.203,27.1
78.548,56.85,42.47,56.73,42.09,0.1,0.027,27.12
78.598,56.85,42.43,57.3,42.41,-0.06,0.02,27.09
78.648,56.83,42.42,56.99,42.4,-0.113,0.081,27.1
78.698,56.82,42.44,56.95,42.51,-0.075,-0.034,27.09
78.748,56.85,42.45,57.42,42.44,-0.113,0.02,27.1
78.798,56.85,42.48,57.16,42.75,-0.022,0.142,27.1
78.848,56.83,42.49,56.21,42.43,0.016,0.004,27.12
78.898,56.84,42.5,56.98,42.43,-0.067,0.126,27.11
78.948,56.85,42.49,57.07,42.43,-0.121,0.088,27.09
78.998,56.85,42.52,56.62,42.52,-0.197,-0.041,27.11
79.048,56.87,42.56,57.2,42.7,-0.067,0.157,27.1
79.098,56.88,42.6,57.2,42.82,-0.014,0.081,27.12
79.148,56.85,42.61,56.49,42.62,0.093,0.119,27.11
79.198,56.86,42.59,56.53,42.53,-0.029,-0.003,27.07
79.248,56.86,42.58,56.82,42.5,-0.144,-0.095,27.07
79.298,56.88,42.6,56.92,42.84,-0.174,-0.049,27.1
79.348,56.87,42.64,56.9,42.79,-0.144,-0.011,27.11
79.398,56.87,42.67,57.01,43.16,-0.06,0.096,27.1
79.448,56.86,42.71,57.35,42.82,0.047,0.073,27.1
79.498,56.86,42.71,56.84,42.47,0.047,-0.125,27.09
79.548,56.83,42.71,56.73,42.64,-0.075,-0.011,27.08
79.598,56.85,42.72,57.0,42.83,-0.174,0.096,27.08
79.648,56.86,42.73,56.97,42.96,-0.045,0.065,27.1
79.698,56.87,42.76,57.1,42.86,-0.159,-0.034,27.07
79.748,56.85,42.78,56.88,42.98,-0.045,0.073,27.07
79.798,56.84,42.8,56.4,42.8,-0.006,-0.034,27.09
79.848,56.85,42.83,56.52,43.0,0.055,0.195,27.08
79.898,56.84,42.82,56.83,42.55,0.016,0.134,27.06
79.948,56.86,42.81,57.11,42.76,0.032,-0.003,27.12
79.998,56.86,42.81,56.44,42.82,-0.045,-0.026,27.07
80.048,56.85,42.8,56.66,42.82,-0.014,0.02,27.1
80.098,56.85,42.8,56.65,42.92,-0.06,-0.08,27.13
80.148,56.85,42.84,56.84,42.9,0.062,0.096,27.08
80.198,56.86,42.82,57.15,42.39,0.078,-0.057,27.1
80.248,56.85,42.79,56.89,42.5,0.009,0.027,27.1
80.298,56.84,42.74,56.12,42.56,-0.22,0.05,27.1
80.348,56.84,42.75,57.01,42.97,-0.174,-0.019,27.1
80.398,56.85,42.8,56.73,42.97,-0.037,-0.026,27.1
80.448,56.83,42.8,56.41,42.73,0.047,-0.049,27.08
80.498,56.85,42.78,56.68,42.68,-0.014,0.157,27.1
80.548,56.83,42.77,56.97,42.86,-0.067,0.149,27.1
80.598,56.86,42.77,57.18,42.76,-0.098,0.004,27.11
80.648,56.85,42.78,56.89,42.8,-0.075,-0.011,27.07
80.698,56.87,42.82,57.26,43.08,-0.052,0.065,27.07
80.748,56.87,42.84,56.89,42.95,0.024,0.043,27.09
80.798,56.89,42.83,56.85,42.73,-0.075,0.02,27.11
80.848,56.9,42.83,56.75,42.98,-0.067,0.027,27.1
80.898,56.9,42.84,56.98,43.09,-0.121,0.035,27.1
80.948,56.91,42.88,57.01,43.17,-0.022,0.088,27.11
80.998,56.91,42.91,56.77,43.02,-0.052,0.142,27.11
81.048,56.92,42.9,57.25,43.05,0.009,-0.019,27.05
81.098,56.9,42.9,56.54,42.87,-0.014,-0.026,27.1
81.148,56.9,42.89,57.07,42.7,-0.106,0.18,27.1
81.198,56.91,42.9,57.56,42.86,-0.045,0.111,27.07
81.248,56.9,42.92,56.88,42.96,-0.052,0.088,27.1
81.298,56.91,42.94,56.94,43.11,0.07,0.05,27.07
81.348,56.92,42.92,57.03,42.86,0.032,-0.003,27.07
81.398,56.92,42.92,57.16,42.77,-0.075,-0.019,27.09
81.448,56.92,42.92,56.73,43.0,-0.205,-0.026,27.07
81.498,56.92,42.94,56.5,43.08,-0.052,-0.041,27.1
81.548,56.92,42.96,56.77,43.05,0.016,0.02,27.08
81.598,56.91,42.99,57.07,43.14,0.047,0.043,27.12
81.648,56.9,43.0,56.82,43.01,0.085,0.21,27.08
81.698,56.89,42.99,56.7,42.78,0.032,0.104,27.08
81.748,56.88,42.97,57.09,42.69,-0.09,-0.103,27.08
81.798,56.88,42.94,56.93,42.81,-0.075,0.02,27.09
81.848,56.88,42.93,56.75,43.28,-0.083,-0.034,27.08
81.898,56.88,42.97,56.93,43.08,-0.045,0.088,27.07
81.948,56.91,42.98,57.03,42.8,0.184,0.05,27.09
81.998,56.92,42.98,56.81,42.77,0.093,0.111,27.09
82.048,56.91,42.94,56.92,42.59,-0.006,0.035,27.08
82.098,56.89,42.92,56.7,42.96,-0.083,0.203,27.08
82.148,56.89,42.94,56.98,43.14,-0.052,0.104,27.08
82.198,56.9,42.95,57.3,42.85,-0.037,0.027,27.06
82.248,56.92,42.96,57.01,42.94,-0.022,-0.156,27.07
82.298,56.9,42.94,56.99,43.03,-0.037,0.02,27.07
82.348,56.89,42.96,56.17,43.2,-0.037,0.065,27.07
82.398,56.9,42.99,57.02,43.08,-0.083,0.043,27.07
82.448,56.91,43.0,57.2,42.94,0.1,0.004,27.09
82.498,56.91,43.0,56.96,42.74,0.047,0.027,27.08
82.548,56.91,42.99,57.38,42.81,0.001,0.081,27.07
82.598,56.94,42.99,56.99,42.97,-0.052,0.104,27.06
82.648,56.92,42.98,56.97,42.93,-0.045,-0.011,27.08
82.698,56.88,42.96,56.82,42.94,-0.121,0.043,27.06
82.748,56.9,42.96,56.99,43.06,-0.014,0.065,27.08
82.798,56.89,42.97,57.13,43.01,-0.075,-0.026,27.07
82.848,56.88,42.96,56.92,42.93,-0.144,-0.103,27.06
82.898,56.87,42.96,57.0,43.08,-0.09,-0.026,27.09
82.948,56.89,42.98,56.81,42.93,-0.083,-0.041,27.08
82.998,56.89,43.01,56.3,43.02,0.062,0.004,27.07
83.048,56.89,43.02,56.88,43.05,0.108,0.081,27.09
83.098,56.87,43.0,56.58,42.77,0.024,0.195,27.06
83.148,56.88,42.97,56.83,42.73,-0.045,0.05,27.07
83.198,56.88,42.95,56.83,42.94,-0.083,-0.019,27.05
83.248,56.88,42.94,57.37,42.96,-0.243,-0.064,27.08
83.298,56.86,42.99,56.95,43.16,-0.182,0.119,27.11
83.348,56.87,43.05,56.93,43.2,-0.06,0.035,27.06
83.398,56.89,43.08,56.77,43.4,0.024,0.065,27.07
83.448,56.9,43.06,56.45,42.94,0.055,0.05,27.07
83.498,56.91,43.05,56.92,43.11,-0.037,0.065,27.09
83.548,56.9,43.06,56.85,43.0,0.047,-0.034,27.08
83.598,56.91,43.07,56.88,43.08,-0.09,0.027,27.07
83.648,56.94,43.09,57.26,43.16,-0.037,0.027,27.08
83.698,56.95,43.1,56.8,43.01,-0.029,0.165,27.08
83.748,56.92,43.1,56.89,43.02,-0.037,0.188,27.07
83.798,56.91,43.06,56.57,42.97,0.016,-0.057,27.08
83.848,56.91,43.07,57.0,43.15,-0.045,0.111,27.07
83.898,56.91,43.09,56.5,42.97,0.024,0.043,27.09
83.948,56.88,43.07,56.67,42.8,0.039,0.119,27.04
83.998,56.9,43.08,56.75,43.15,-0.09,0.02,27.07
84.048,56.91,43.09,56.82,43.21,-0.098,-0.064,27.06
84.098,56.92,43.11,56.94,43.37,-0.075,0.02,27.07
84.148,56.89,43.13,57.2,42.93,-0.014,0.081,27.03
84.198,56.92,43.16,56.49,42.99,0.062,0.065,27.05
84.248,56.91,43.15,56.95,43.11,-0.037,0.004,27.04
84.298,56.91,43.14,56.73,43.07,0.047,-0.057,27.07
84.348,56.89,43.11,56.64,43.38,-0.06,-0.049,27.08
84.398,56.89,43.12,56.69,42.92,-0.121,-0.003,27.06
84.448,56.88,43.14,56.99,43.56,-0.029,0.027,27.06
84.498,56.87,43.17,56.58,43.36,-0.075,0.096,27.06
84.548,56.86,43.18,57.26,43.1,-0.029,0.126,27.06
84.598,56.86,43.17,57.1,43.31,-0.052,0.012,27.05
84.648,56.88,43.17,56.92,43.23,0.001,0.065,27.07
84.698,56.89,43.17,57.1,43.25,0.039,0.043,27.04
84.748,56.89,43.15,56.83,43.19,0.085,0.172,27.05
84.798,56.88,43.15,57.02,43.36,-0.014,0.043,27.06
