t,roll_deg,pitch_deg,roll_acc_deg,pitch_acc_deg,gx_dps,gy_dps,temp_c
55.498,30.08,1.24,28.81,2.95,-0.739,-1.087,27.24
55.548,30.24,1.62,31.9,3.73,-0.327,-0.148,27.24
55.598,30.2,1.88,30.45,2.95,-0.556,1.272,27.21
55.648,35.55,2.05,29.18,3.83,-2.106,4.378,27.27
55.698,33.41,2.26,10.1,1.47,1.612,1.111,27.23
55.748,71.37,1.99,267.56,1.19,2.261,-5.477,27.23
55.798,77.39,1.77,7.9,0.56,-0.426,0.905,27.24
55.848,70.01,1.62,256.11,4.18,1.467,-3.835,27.23
55.898,84.08,1.41,343.39,-0.05,0.1,-1.011,27.25
55.948,82.1,1.18,0.98,0.44,-0.457,1.6,27.23
55.998,66.87,0.98,0.59,0.36,-0.075,0.417,27.23
56.048,54.48,0.79,0.71,0.03,0.093,-0.27,27.22
56.098,44.05,0.63,0.29,0.26,-0.121,0.226,27.25
56.148,65.92,0.39,304.56,-1.96,-2.037,-0.202,27.22
56.198,59.74,0.32,-8.62,-1.35,-2.869,-0.706,27.21
56.248,60.55,0.32,3.39,1.99,-2.51,-0.393,27.2
56.298,49.27,0.45,-1.71,-0.02,-0.045,0.272,27.24
56.348,39.97,0.37,-0.83,0.17,0.047,0.585,27.24
56.398,34.26,0.49,6.6,1.51,2.177,-0.293,27.22
56.448,28.51,0.59,-9.44,0.93,4.352,-0.37,27.21
56.498,40.75,0.57,1.23,-0.31,2.391,0.325,27.21
56.548,72.16,0.3,345.34,-1.07,1.047,0.531,27.22
56.598,95.53,0.06,0.17,-0.17,0.024,-0.103,27.22
56.648,78.05,0.06,2.33,-0.23,0.108,0.012,27.21
56.698,63.63,0.08,-2.12,0.03,0.093,0.035,27.22
56.748,52.1,0.07,0.46,0.18,0.131,-0.103,27.21
56.798,42.57,0.07,0.0,0.19,0.039,0.065,27.23
56.848,41.45,0.07,0.1,0.04,-0.197,0.989,27.2
56.898,34.05,0.06,2.75,-0.08,0.055,-0.011,27.2
56.948,27.55,0.05,-2.01,-0.02,0.146,-0.332,27.23
56.998,22.53,0.04,-3.09,0.02,0.162,-0.561,27.22
57.048,18.16,0.04,1.66,0.08,-0.121,0.241,27.21
57.098,14.66,0.05,-0.69,0.12,-0.022,0.371,27.2
57.148,11.9,0.02,-3.55,-0.1,-0.037,0.142,27.22
57.198,9.69,0.02,-2.49,0.18,0.062,-0.263,27.22
57.248,7.86,0.01,-0.49,-0.1,0.062,-0.377,27.21
57.298,6.27,0.01,2.97,-0.15,0.07,0.012,27.21
57.348,5.06,0.01,2.49,0.08,-0.006,0.218,27.21
57.398,3.9,0.01,0.3,-0.06,0.078,0.188,27.23
57.448,3.03,0.01,-1.14,0.27,-0.014,-0.11,27.19
57.498,2.31,0.01,1.55,-0.13,0.085,-0.148,27.2
57.548,1.91,-0.0,-0.12,0.06,0.016,-0.125,27.19
57.598,1.24,0.01,1.24,0.07,0.009,0.058,27.18
57.648,0.8,0.02,-4.26,0.3,0.016,0.195,27.21
57.698,0.63,0.03,-0.94,-0.17,0.016,0.043,27.21
57.748,0.43,0.01,0.93,0.03,0.001,-0.125,27.22
57.798,0.14,0.02,-3.43,0.0,-0.014,-0.049,27.21
57.848,0.23,0.02,-0.53,-0.0,-0.029,0.004,27.21
57.898,0.03,0.02,-1.85,0.07,-0.052,0.05,27.21
57.948,-0.15,0.01,0.89,0.34,0.009,0.027,27.25
57.998,-0.26,0.02,-0.89,0.26,-0.045,-0.019,27.22
58.048,-0.49,0.02,-1.84,0.03,0.016,-0.003,27.21
58.098,-0.75,0.03,-3.08,0.21,-0.029,0.035,27.21
58.148,-0.69,0.01,-5.63,0.0,0.009,0.05,27.22
58.198,-0.86,0.01,-1.59,0.1,-0.106,0.104,27.23
58.248,-0.9,-0.0,0.09,0.03,0.039,0.035,27.19
58.298,-0.94,0.0,-0.23,0.32,0.055,-0.034,27.22
58.348,-1.06,-0.01,-1.62,-0.31,-0.022,-0.049,27.23
58.398,-0.99,0.0,1.63,0.06,0.001,0.088,27.21
58.448,-1.05,0.01,-4.43,0.17,0.016,0.104,27.2
58.498,-1.07,0.01,-1.19,0.03,0.016,0.004,27.2
58.548,-0.95,-0.0,-3.56,-0.17,0.001,-0.11,27.19
58.598,-1.13,0.02,-0.8,0.08,0.039,-0.003,27.19
58.648,-0.89,0.0,-0.51,-0.18,0.07,0.058,27.21
58.698,-0.85,-0.01,-0.73,0.12,-0.052,0.104,27.2
58.748,-0.9,0.0,2.45,-0.07,-0.029,0.058,27.21
58.798,-1.16,0.01,-2.56,0.12,0.047,-0.057,27.2
58.848,-1.08,0.02,0.67,0.06,0.078,-0.057,27.21
58.898,-1.12,0.01,0.89,0.18,0.009,0.043,27.19
58.948,-1.03,0.0,-2.0,0.16,0.024,0.065,27.19
58.998,-0.95,-0.0,-0.29,0.03,0.024,0.05,27.2
59.048,-0.96,-0.01,1.51,-0.24,0.009,-0.026,27.2
59.098,-0.78,-0.01,-4.44,0.13,0.078,-0.049,27.19
59.148,-0.88,0.01,-0.39,-0.03,0.016,-0.026,27.19
59.198,-0.96,-0.0,-2.2,0.16,-0.06,-0.041,27.19
59.248,-0.94,0.01,-2.51,0.1,-0.029,-0.011,27.2
59.298,-0.92,0.02,-0.32,0.22,-0.037,0.043,27.19
59.348,-1.11,0.04,-0.21,0.36,-0.037,-0.011,27.19
59.398,-1.08,0.04,-0.99,0.2,0.001,-0.011,27.19
59.448,-1.08,0.03,-1.4,-0.19,0.078,-0.003,27.19
59.498,-0.98,0.03,0.55,-0.21,0.009,-0.064,27.17
59.548,-0.97,0.03,0.66,0.18,-0.014,0.126,27.19
59.598,-0.8,0.04,-0.18,0.04,-0.006,-0.049,27.2
59.648,-0.77,0.03,1.48,0.08,0.001,-0.08,27.21
59.698,-0.75,0.02,-2.95,0.19,0.085,-0.049,27.2
59.748,-0.8,0.02,-2.62,0.01,0.024,-0.095,27.2
59.798,-1.07,0.04,-4.23,0.21,-0.037,-0.041,27.19
59.848,-1.06,0.04,-3.1,-0.04,-0.014,0.058,27.17
59.898,-1.02,0.02,-3.13,-0.1,0.07,0.012,27.17
59.948,-0.93,0.01,-2.36,0.21,0.009,0.05,27.18
59.998,-1.19,-0.0,-4.0,-0.07,0.1,-0.103,27.16
60.048,-1.2,0.02,2.56,-0.05,-0.045,-0.049,27.17
60.098,-0.96,0.02,2.09,-0.14,-0.083,-0.064,27.19
60.148,-0.96,0.02,-0.37,-0.03,0.047,-0.049,27.19
60.198,-1.1,0.04,1.33,0.13,-0.06,0.043,27.18
60.248,-1.24,0.03,-4.04,0.2,-0.006,-0.003,27.19
60.298,-1.22,0.03,-2.51,-0.29,-0.022,0.05,27.2
60.348,-1.23,0.01,0.11,-0.22,0.039,-0.034,27.18
60.398,-1.17,0.01,-1.23,0.27,0.016,-0.034,27.19
60.448,-0.98,-0.01,0.41,-0.17,-0.022,-0.095,27.19
60.498,-1.25,0.01,-1.22,0.14,-0.006,0.004,27.2
60.548,-1.11,0.02,-1.72,-0.21,-0.029,-0.095,27.17
60.598,-1.22,0.02,-1.51,0.06,-0.075,-0.041,27.18
60.648,-1.33,0.02,-0.85,0.09,0.009,-0.049,27.17
60.698,-1.39,0.01,-0.18,-0.02,-0.014,0.012,27.19
60.748,-1.32,0.0,0.45,-0.36,-0.052,0.027,27.21
60.798,-1.31,0.02,-4.75,0.28,0.009,0.081,27.16
60.848,-1.45,0.02,0.23,-0.15,-0.014,-0.072,27.16
60.898,-1.36,0.02,0.32,0.09,0.062,-0.019,27.17
60.948,-1.38,0.01,-1.8,-0.01,-0.098,-0.087,27.18
60.998,-1.19,0.01,-0.4,-0.13,0.024,0.157,27.18
61.048,-1.06,0.01,0.05,0.23,-0.052,-0.08,27.17
61.098,-0.98,0.02,2.11,-0.14,-0.022,0.073,27.15
61.148,-1.06,0.01,-5.24,-0.05,-0.037,-0.057,27.16
61.198,-1.09,0.01,-2.97,-0.14,-0.014,-0.003,27.17
61.248,-1.08,0.01,-1.22,0.08,-0.006,-0.08,27.16
61.298,-1.1,0.02,-4.96,-0.07,0.039,-0.034,27.16
61.348,-1.27,0.02,-4.0,-0.15,0.024,0.065,27.18
61.398,-1.27,0.02,-1.67,-0.14,-0.006,0.027,27.16
61.448,-1.44,0.02,-1.21,-0.08,0.024,-0.057,27.17
61.498,-1.46,0.02,0.29,-0.09,0.039,-0.019,27.18
61.548,-1.35,0.03,-1.04,0.12,0.009,-0.072,27.18
61.598,-1.37,0.03,-4.39,0.1,0.039,-0.064,27.18
61.648,-1.4,0.03,-3.1,-0.23,0.001,-0.095,27.16
61.698,-1.43,0.03,-0.92,-0.22,-0.106,-0.026,27.15
61.748,-1.5,0.03,-1.11,-0.01,0.039,-0.034,27.19
61.798,-1.71,0.02,-1.69,-0.11,-0.014,-0.011,27.17
61.848,-1.74,0.02,1.71,-0.22,-0.045,-0.041,27.17
61.898,-1.79,0.02,-2.75,0.23,-0.06,0.065,27.18
61.948,-1.75,0.02,-0.01,0.15,0.001,-0.087,27.17
61.998,-1.62,0.03,2.56,0.27,-0.029,-0.064,27.17
62.048,-1.63,0.03,-2.39,-0.09,-0.022,0.012,27.19
62.098,-1.68,0.03,-0.17,0.14,0.016,0.081,27.17
62.148,-1.6,0.04,1.25,-0.01,0.009,0.05,27.18
62.198,-1.49,0.03,-1.63,0.43,-0.014,0.035,27.18
62.248,-1.45,0.04,-3.25,0.38,0.039,-0.011,27.2
62.298,-1.38,0.05,-0.96,-0.15,-0.014,-0.011,27.16
62.348,-1.49,0.03,-6.23,0.22,0.001,-0.064,27.19
62.398,-1.55,0.01,-3.82,-0.0,0.001,0.05,27.17
62.448,-1.59,-0.0,-2.77,-0.45,0.009,-0.064,27.17
62.498,-1.48,0.01,-0.35,0.08,0.07,0.058,27.17
62.548,-1.41,0.02,0.25,0.11,-0.006,-0.026,27.16
62.598,-1.43,0.0,-1.06,-0.05,0.016,-0.064,27.16
62.648,-1.4,0.02,-0.6,0.07,-0.09,0.027,27.17
62.698,-1.64,0.03,-2.78,-0.02,-0.014,0.05,27.16
62.748,-1.5,0.01,-3.28,0.14,0.009,-0.072,27.16
62.798,-1.47,-0.0,-0.98,-0.15,-0.106,0.081,27.19
62.848,-1.4,0.0,3.53,-0.48,0.001,-0.064,27.17
62.898,-1.41,-0.01,0.17,0.04,0.039,0.081,27.19
62.948,-1.43,0.0,-3.97,-0.04,-0.037,-0.049,27.17
62.998,-1.56,-0.0,-1.08,0.17,-0.014,0.012,27.17
63.048,-1.54,-0.0,-1.45,0.05,0.009,-0.003,27.17
63.098,-1.55,-0.0,-1.2,-0.11,0.009,0.02,27.19
63.148,-1.3,-0.0,0.65,-0.17,0.093,0.004,27.16
63.198,-1.54,-0.01,-3.89,-0.19,0.024,0.035,27.18
63.248,-1.39,-0.01,4.12,-0.47,-0.022,-0.034,27.16
63.298,-1.33,0.0,-2.96,0.14,-0.037,-0.019,27.17
63.348,-1.53,0.03,-3.12,0.37,-0.037,0.02,27.19
63.398,-1.55,0.03,-0.11,-0.0,0.055,-0.019,27.17
63.448,-1.49,0.04,-2.68,0.09,-0.106,0.073,27.17
63.498,-1.65,0.04,-1.02,-0.22,0.009,0.02,27.16
63.548,-1.67,0.05,-1.71,0.08,-0.006,0.035,27.16
63.598,-1.64,0.04,-0.42,-0.04,-0.09,0.004,27.18
63.648,-1.84,0.05,-1.73,-0.06,0.062,0.004,27.2
63.698,-1.74,0.04,0.23,-0.13,-0.022,-0.072,27.16
63.748,-1.72,0.02,1.21,-0.18,0.016,0.012,27.16
63.798,-1.74,0.0,-1.63,0.37,0.009,0.142,27.17
63.848,-1.75,0.0,-3.39,-0.11,0.024,0.104,27.17
63.898,-1.59,-0.01,-1.94,-0.09,0.016,-0.118,27.18
63.948,-1.69,-0.01,-1.75,0.01,0.001,-0.064,27.17
63.998,-1.55,0.0,-1.01,0.09,-0.09,0.027,27.17
64.048,-1.61,0.01,-3.0,-0.13,-0.06,0.004,27.18
64.098,-1.68,0.02,-3.44,-0.0,-0.014,-0.034,27.16
64.148,-1.7,0.01,-2.87,0.07,-0.052,-0.034,27.17
64.198,-1.66,0.02,-2.75,0.03,0.024,-0.064,27.17
64.248,-1.55,0.0,-2.03,-0.18,-0.075,0.02,27.18
64.298,-1.47,0.0,-2.43,0.03,0.016,-0.118,27.15
64.348,-1.44,-0.0,-1.22,0.12,0.009,-0.019,27.18
64.398,-1.37,0.01,-4.27,0.38,-0.067,-0.034,27.16
64.448,-1.39,-0.0,-1.59,-0.05,0.024,0.073,27.18
64.498,-1.44,-0.02,2.15,-0.46,-0.014,-0.011,27.18
64.548,-1.47,-0.02,-1.82,0.07,0.047,0.065,27.16
64.598,-1.53,-0.03,-1.62,0.07,-0.144,0.035,27.16
64.648,-1.54,-0.03,1.2,-0.25,0.016,-0.026,27.17
64.698,-1.52,-0.02,0.28,-0.18,0.016,-0.003,27.16
64.748,-1.45,-0.01,-3.87,0.16,0.047,-0.095,27.2
64.798,-1.36,-0.01,-1.29,-0.03,-0.029,0.073,27.14
64.848,-1.4,0.02,-1.3,0.18,-0.006,0.065,27.17
64.898,-1.52,0.0,-2.09,0.02,0.085,0.035,27.16
64.948,-1.46,-0.0,0.08,0.28,0.001,0.081,27.14
64.998,-1.38,-0.01,-1.74,-0.07,-0.052,0.012,27.18
65.048,-1.37,-0.01,-1.1,0.15,0.039,0.027,27.16
65.098,-1.3,-0.02,-2.99,-0.28,-0.052,0.02,27.14
65.148,-1.43,-0.02,-0.85,0.21,0.009,-0.057,27.19
65.198,-1.39,-0.02,0.73,-0.17,0.024,0.035,27.17
65.248,-1.27,-0.03,-2.04,0.0,-0.06,-0.057,27.19
65.298,-1.47,-0.02,-2.62,0.11,-0.037,0.004,27.16
65.348,-1.39,-0.0,-4.39,0.26,-0.014,-0.019,27.16
65.398,-1.45,-0.02,0.99,-0.42,-0.014,-0.057,27.19
65.448,-1.54,-0.01,-0.54,-0.17,-0.037,-0.049,27.17
65.498,-1.57,0.02,-1.97,-0.06,-0.037,0.012,27.16
65.548,-1.54,0.01,-2.78,0.09,-0.022,0.027,27.17
65.598,-1.7,0.03,-5.25,0.28,-0.067,0.088,27.15
65.648,-1.76,0.02,-2.51,0.0,0.001,0.119,27.17
65.698,-1.71,-0.0,-0.63,0.05,-0.006,0.111,27.13
65.748,-1.87,0.01,-3.17,-0.24,-0.014,0.035,27.17
65.798,-1.85,0.0,-5.07,0.0,0.047,0.02,27.15
65.848,-1.77,0.01,-1.8,0.1,0.016,0.073,27.13
65.898,-1.85,0.03,-0.84,0.09,0.001,0.012,27.13
65.948,-1.82,0.03,-0.78,-0.12,0.016,0.012,27.16
65.998,-1.77,0.04,0.55,-0.23,-0.014,0.02,27.16
66.048,-1.69,0.02,-1.84,-0.18,-0.037,-0.011,27.16
66.098,-1.81,0.03,-1.32,-0.07,0.016,0.081,27.15
66.148,-1.87,0.04,-3.57,0.32,-0.037,-0.003,27.16
66.198,-1.7,0.04,0.9,0.01,0.093,-0.011,27.16
66.248,-1.82,0.02,-4.02,0.13,-0.022,-0.034,27.14
66.298,-1.87,0.02,-1.22,-0.29,-0.006,-0.049,27.17
66.348,-1.81,0.02,-0.68,-0.07,-0.083,0.081,27.16
66.398,-1.84,0.03,-3.97,0.28,0.055,0.096,27.17
66.448,-2.06,0.03,-4.31,0.29,-0.014,0.073,27.16
66.498,-1.83,0.03,-0.28,0.11,0.001,0.058,27.18
66.548,-1.89,0.04,-0.24,0.18,0.032,0.073,27.18
66.598,-1.81,0.04,-2.55,-0.19,-0.029,-0.087,27.16
66.648,-1.85,0.02,-3.42,-0.19,-0.052,0.073,27.13
66.698,-1.79,0.03,-2.84,0.08,0.07,-0.072,27.14
66.748,-1.74,0.04,-3.61,0.1,0.024,0.004,27.15
66.798,-1.84,0.03,-5.0,-0.18,-0.006,0.012,27.16
66.848,-1.84,0.05,-2.66,0.03,-0.006,0.004,27.16
66.898,-1.77,0.03,-1.49,-0.08,-0.022,-0.019,27.17
66.948,-1.74,0.03,-0.82,-0.1,0.032,-0.026,27.17
66.998,-1.77,0.04,-2.14,0.23,-0.075,0.081,27.14
67.048,-1.87,0.03,-4.32,-0.17,0.001,0.065,27.12
67.098,-1.88,0.04,-2.86,0.11,-0.06,0.012,27.18
67.148,-1.87,0.04,1.93,-0.16,0.009,-0.011,27.17
67.198,-1.98,0.04,-5.35,0.27,0.001,0.02,27.16
67.248,-1.77,0.03,-1.85,0.11,-0.022,0.073,27.17
67.298,-1.85,0.03,-3.34,-0.21,0.047,0.043,27.15
67.348,-1.82,0.03,-1.96,0.13,-0.014,-0.072,27.14
67.398,-1.96,0.03,-7.2,0.29,-0.037,-0.08,27.15
67.448,-1.79,0.01,-2.04,-0.09,0.062,-0.011,27.17
67.498,-1.9,0.02,-2.05,0.12,0.154,-0.11,27.19
67.548,-1.82,0.01,-3.96,-0.26,0.055,-0.034,27.16
67.598,-1.92,0.01,-0.86,-0.08,0.024,0.058,27.15
67.648,-2.01,0.0,-2.96,0.0,-0.037,0.043,27.15
67.698,-1.96,-0.0,0.24,0.03,-0.022,-0.057,27.14
67.748,-1.93,0.0,-0.55,0.04,-0.014,-0.041,27.16
67.798,-1.91,0.01,-2.18,0.18,0.009,0.111,27.16
67.848,-1.8,0.01,-2.16,0.06,0.016,-0.057,27.14
67.898,-2.14,0.04,-2.06,0.02,0.016,0.027,27.15
67.948,-1.94,0.04,-2.51,0.11,0.001,-0.118,27.13
67.998,-1.87,0.04,-3.96,-0.1,0.009,0.104,27.16
68.048,-1.9,0.04,-5.31,-0.03,-0.029,-0.026,27.16
68.098,-1.87,0.04,-2.51,0.05,-0.006,-0.019,27.17
68.148,-1.82,0.03,-2.06,-0.18,-0.006,0.027,27.16
68.198,-1.72,0.02,-1.52,-0.18,-0.06,0.073,27.14
68.248,-1.71,0.01,-1.38,-0.1,-0.029,-0.049,27.17
68.298,-1.51,-0.0,1.58,-0.11,0.07,0.119,27.18
68.348,-1.8,0.01,-2.16,0.02,0.009,-0.003,27.14
68.398,-1.7,0.01,-0.95,0.07,0.009,0.081,27.17
68.448,-1.65,0.01,-0.35,0.12,-0.052,0.004,27.16
68.498,-1.74,0.04,-2.13,0.05,-0.014,0.035,27.16
68.548,-1.85,0.04,-4.76,0.23,0.078,0.05,27.16
68.598,-1.8,0.04,-1.01,0.19,0.047,-0.057,27.14
68.648,-1.7,0.02,-2.9,-0.31,-0.083,0.027,27.16
68.698,-1.64,0.01,1.88,-0.14,0.1,-0.057,27.16
68.748,-1.91,0.0,-0.5,-0.02,0.062,0.035,27.15
68.798,-1.82,0.01,-0.81,0.07,-0.045,-0.011,27.16
68.848,-1.88,0.01,-4.11,-0.02,-0.022,0.043,27.14
68.898,-1.94,0.03,-1.52,-0.17,0.062,-0.019,27.19
68.948,-1.99,0.03,-0.7,-0.09,-0.045,0.195,27.13
68.998,-1.89,0.02,1.65,-0.25,0.039,-0.011,27.16
69.048,-2.0,0.02,-1.55,0.02,0.009,0.004,27.16
69.098,-2.07,0.03,-1.11,0.08,0.009,0.073,27.15
69.148,-2.14,0.04,-2.98,-0.04,-0.006,0.058,27.13
69.198,-2.06,0.04,-2.42,0.27,0.032,-0.049,27.14
69.248,-1.91,0.05,-0.11,-0.18,-0.098,0.004,27.17
69.298,-1.96,0.05,-3.22,0.23,0.078,0.004,27.16
69.348,-1.87,0.05,-3.53,0.21,-0.045,0.004,27.18
69.398,-1.71,0.05,-1.78,-0.3,-0.029,0.027,27.16
69.448,-1.55,0.04,-2.44,0.14,-0.029,0.065,27.16
69.498,-1.7,0.03,-3.5,0.04,0.016,0.027,27.14
69.548,-1.68,0.02,-0.49,-0.32,-0.014,-0.087,27.17
69.598,-1.58,0.01,-3.69,-0.1,0.062,-0.087,27.16
69.648,-1.53,-0.01,-0.75,-0.2,0.001,-0.11,27.13
69.698,-1.6,0.0,-0.2,-0.06,-0.037,0.073,27.13
69.748,-1.69,-0.0,-2.81,-0.09,0.032,0.073,27.15
69.798,-1.64,-0.02,1.27,-0.25,0.009,-0.11,27.15
69.848,-1.74,-0.01,-1.71,0.14,0.016,0.104,27.15
69.898,-1.76,0.01,-0.47,-0.05,0.039,-0.041,27.14
69.948,-1.88,0.02,-2.22,0.07,0.016,-0.064,27.15
69.998,-1.98,0.03,-1.71,0.13,0.009,0.035,27.16
70.048,-1.81,0.01,-0.73,-0.37,0.07,-0.026,27.14
70.098,-1.85,0.0,-3.96,0.22,-0.067,-0.08,27.16
70.148,-2.06,0.01,-2.31,0.19,0.024,-0.011,27.14
70.198,-1.95,0.01,-2.47,-0.04,-0.022,0.065,27.16
70.248,-1.85,0.01,-3.79,-0.05,0.001,0.126,27.16
70.298,-1.73,0.02,2.31,-0.27,-0.022,-0.011,27.15
70.348,-1.8,0.03,-1.0,0.24,0.024,0.004,27.16
70.398,-1.83,0.03,-2.98,0.14,0.009,-0.026,27.18
70.448,-1.82,0.03,-0.26,0.28,-0.045,-0.011,27.15
70.498,-1.69,0.02,-4.93,-0.08,-0.006,-0.064,27.17
70.548,-1.83,0.02,-0.6,-0.02,-0.022,0.111,27.16
70.598,-1.91,0.03,-2.75,0.3,-0.022,-0.034,27.17
70.648,-1.87,0.02,-2.15,0.33,0.024,0.058,27.15
70.698,-1.81,0.02,2.58,0.0,-0.022,-0.003,27.16
70.748,-1.79,0.01,-4.02,0.19,-0.006,-0.11,27.13
70.798,-1.68,0.01,1.78,-0.02,0.078,-0.011,27.17
70.848,-1.75,0.02,-1.89,-0.1,-0.022,-0.049,27.18
70.898,-1.68,0.03,-1.51,0.0,0.016,0.111,27.16
70.948,-1.71,0.03,-1.39,0.05,-0.075,0.111,27.15
70.998,-1.78,0.02,-0.84,0.24,0.009,0.035,27.16
71.048,-1.86,0.03,-5.22,0.2,0.055,0.05,27.16
71.098,-1.77,0.02,-0.8,-0.19,-0.067,-0.011,27.16
71.148,-1.86,0.01,-3.88,0.11,-0.06,0.241,27.13
71.198,-1.76,0.01,1.56,-0.06,-0.052,0.104,27.15
71.248,-1.87,0.0,-0.24,0.06,-0.022,0.02,27.16
71.298,-1.7,0.0,-1.84,-0.1,-0.014,-0.041,27.14
71.348,-1.67,0.0,-2.8,0.19,-0.006,0.05,27.13
71.398,-1.72,0.02,-0.02,0.06,0.009,0.05,27.15
71.448,-1.69,0.02,-0.48,0.09,-0.045,0.043,27.16
71.498,-1.76,0.02,-2.07,0.04,0.009,0.058,27.14
71.548,-1.99,0.03,-4.0,0.04,-0.029,0.05,27.16
71.598,-2.0,0.02,-3.27,0.23,0.039,-0.019,27.15
71.648,-1.98,0.01,0.11,0.1,-0.052,0.149,27.14
71.698,-1.88,0.01,-1.95,-0.02,0.001,-0.064,27.12
71.748,-1.88,0.01,-2.16,0.1,0.032,0.043,27.12
71.798,-1.85,0.01,-1.49,-0.12,0.016,0.012,27.15
71.848,-1.66,0.01,-1.69,-0.09,0.108,-0.034,27.14
71.898,-1.78,0.02,-3.27,0.09,-0.029,-0.095,27.16
71.948,-1.68,0.01,0.53,-0.04,-0.121,0.058,27.13
71.998,-1.65,0.0,-2.92,-0.29,0.016,0.119,27.13
72.048,-1.8,0.02,-3.92,0.29,0.001,0.058,27.14
72.098,-1.89,0.02,-1.68,-0.04,0.039,0.058,27.15
72.148,-1.83,0.01,-1.44,-0.09,-0.083,0.065,27.14
72.198,-1.82,0.01,-4.91,-0.03,-0.06,0.043,27.14
72.248,-1.73,0.02,-1.98,0.26,-0.029,0.104,27.13
72.298,-1.81,0.04,-1.42,0.12,0.032,0.21,27.16
72.348,-1.79,0.02,-1.36,-0.37,-0.022,0.027,27.16
72.398,-1.72,0.01,-0.48,-0.03,0.078,-0.034,27.1
72.448,-1.52,-0.0,-0.73,0.0,-0.052,0.027,27.11
72.498,-1.26,-0.0,-1.37,-0.12,0.07,0.012,27.15
72.548,-1.08,0.01,3.02,0.27,0.055,-0.217,27.13
72.598,-1.19,0.01,-1.16,0.18,0.078,-0.186,27.13
72.648,-1.19,0.01,-1.68,-0.16,-0.075,0.035,27.13
72.698,-1.38,0.01,-3.49,-0.19,-0.037,0.104,27.13
72.748,-1.41,0.02,-3.63,0.3,0.016,-0.133,27.16
72.798,-1.41,-0.01,-3.13,-0.37,0.024,-0.156,27.14
72.848,-1.54,-0.0,-2.39,-0.09,0.016,0.126,27.14
72.898,-1.57,0.01,-1.97,0.27,-0.045,0.088,27.16
72.948,-1.44,0.03,0.65,-0.07,-0.098,0.264,27.15
72.998,-1.38,0.04,-0.49,-0.03,-0.037,-0.026,27.12
73.048,-1.48,0.03,-2.31,0.07,0.039,-0.148,27.15
73.098,-1.57,0.02,-2.47,-0.02,-0.075,0.05,27.14
73.148,1.39,0.41,32.82,2.91,-0.968,0.439,27.13
73.198,4.93,0.78,18.22,1.92,-2.022,-0.041,27.13
73.248,5.7,0.78,16.29,2.88,-4.403,0.432,27.16
73.298,11.32,0.74,5.24,-0.15,-3.09,0.043,27.17
73.348,21.96,0.59,342.07,-0.09,-1.258,0.111,27.14
73.398,36.29,0.45,346.74,-0.61,0.627,0.233,27.13
73.448,41.92,0.34,0.17,-0.22,1.093,-0.026,27.12
73.498,40.47,0.29,7.79,-0.11,3.566,-0.316,27.14
73.548,33.28,0.24,-7.89,-0.73,2.2,-0.561,27.15
73.598,34.88,0.23,10.44,0.46,0.139,0.043,27.11
73.648,67.09,0.1,345.48,-0.81,0.787,0.325,27.13
73.698,115.63,-0.03,329.37,-0.23,0.757,-0.576,27.12
73.748,155.12,-0.13,346.78,0.04,0.955,-1.064,27.15
73.798,149.84,-0.22,-5.88,0.78,-0.701,-2.202,27.14
73.848,125.67,-0.07,23.22,2.28,-1.014,-4.957,27.16
73.898,107.89,0.24,29.93,3.81,-1.029,-4.263,27.15
73.948,94.43,0.81,36.98,5.27,-0.701,-4.026,27.12
73.998,84.1,1.43,36.52,5.07,-0.518,-6.408,27.16
74.048,75.71,2.14,40.42,7.14,-1.129,-4.889,27.15
74.098,69.47,3.1,42.54,9.11,-0.587,-4.606,27.15
74.148,64.61,4.16,44.28,10.61,-0.808,-3.988,27.15
74.198,60.97,5.34,44.47,13.49,-0.09,-4.24,27.12
74.248,58.22,6.64,46.63,13.89,-0.495,-2.507,27.13
74.298,56.25,8.01,47.41,15.46,-0.106,-2.095,27.12
74.348,54.83,9.34,48.31,16.25,-1.243,-1.049,27.11
74.398,53.64,10.6,47.91,16.77,-1.442,-1.087,27.12
74.448,52.78,11.78,49.16,17.66,-1.594,-1.095,27.12
74.498,52.14,12.9,49.95,18.9,-2.373,-1.072,27.14
74.548,51.73,14.08,51.55,20.4,-2.625,-1.286,27.13
74.598,51.61,15.35,51.92,22.12,-2.77,-1.568,27.13
74.648,51.64,16.69,52.64,23.44,-2.426,-1.713,27.11
74.698,51.73,18.08,52.26,25.07,-2.113,-1.232,27.13
74.748,51.89,19.42,53.8,25.84,-1.838,-1.225,27.12
74.798,52.11,20.67,53.62,26.5,-1.602,-1.064,27.14
74.848,52.34,21.81,53.74,27.51,-1.831,-0.828,27.13
74.898,52.57,22.97,53.74,28.79,-1.762,-1.087,27.15
74.948,52.8,24.08,54.02,29.9,-1.884,-1.286,27.15
74.998,53.03,25.14,54.54,30.65,-1.884,-0.957,27.11
75.048,53.27,26.21,54.68,31.61,-1.793,-0.874,27.11
75.098,53.53,27.29,55.46,32.53,-1.632,-0.805,27.16
75.148,53.77,28.34,55.36,33.48,-1.525,-0.66,27.13
75.198,53.99,29.35,55.54,34.37,-1.006,-0.69,27.14
75.248,54.23,30.28,55.52,34.56,-0.648,-0.202,27.14
75.298,54.45,31.05,56.17,35.04,-0.335,-0.225,27.13
75.348,54.63,31.72,55.36,34.36,-0.06,-0.034,27.14
