t,roll_deg,pitch_deg,roll_acc_deg,pitch_acc_deg,gx_dps,gy_dps,temp_c
3.252,-0.1,0.02,2.48,-0.18,-0.046,0.081,26.35
3.302,0.05,0.01,0.34,0.0,0.023,0.111,26.36
3.352,0.16,0.01,-0.03,0.01,0.092,-0.049,26.36
3.402,0.22,0.0,-0.79,-0.16,-0.061,-0.095,26.36
3.452,0.15,-0.02,-1.61,0.19,-0.015,0.004,26.35
3.502,0.39,-0.0,2.11,0.16,0.054,-0.018,26.38
3.552,0.4,-0.01,0.55,-0.03,0.008,-0.072,26.35
3.602,0.5,-0.01,3.9,-0.05,-0.023,-0.041,26.38
3.652,0.47,0.0,-0.25,-0.06,-0.084,0.05,26.38
3.702,0.47,-0.02,-0.07,-0.03,0.023,0.035,26.33
3.752,0.44,-0.01,-0.12,-0.21,0.0,0.035,26.33
3.802,0.41,-0.02,-0.22,0.04,-0.03,0.012,26.36
3.852,0.38,-0.02,1.46,-0.25,-0.007,0.05,26.38
3.902,0.33,-0.03,-3.82,0.02,0.008,-0.041,26.38
3.952,0.3,-0.03,1.15,0.02,0.0,-0.072,26.35
4.002,0.24,-0.03,0.23,0.24,-0.061,0.02,26.37
4.052,0.3,-0.02,-0.17,0.3,0.084,-0.026,26.34
4.102,0.29,-0.0,1.42,0.05,-0.061,0.035,26.36
4.152,0.25,-0.0,-0.17,0.14,-0.015,0.065,26.38
4.202,0.41,-0.01,3.37,-0.0,-0.038,-0.018,26.37
4.252,0.35,-0.01,-0.47,0.13,0.046,-0.011,26.37
4.302,0.25,-0.01,-1.93,0.19,0.008,-0.011,26.36
4.352,0.29,-0.03,-1.06,0.07,-0.046,0.149,26.36
4.402,0.4,-0.01,1.49,0.41,0.0,0.073,26.37
4.452,0.36,-0.01,2.32,-0.21,-0.007,-0.034,26.36
4.502,0.35,-0.03,1.51,0.06,0.0,0.004,26.36
4.552,0.32,-0.02,1.64,0.01,0.054,-0.034,26.39
4.602,0.43,-0.03,0.39,-0.06,-0.099,0.065,26.38
4.652,0.22,-0.02,-0.24,-0.09,0.046,0.081,26.37
4.702,0.26,-0.01,1.18,-0.03,0.038,-0.034,26.36
4.752,0.24,-0.0,-2.65,-0.16,0.023,-0.087,26.36
4.802,0.23,0.02,1.25,0.13,-0.046,-0.041,26.37
4.852,0.25,0.01,-0.95,-0.06,0.031,-0.003,26.38
4.902,0.33,0.01,0.78,0.06,0.046,-0.041,26.36
4.952,0.43,-0.01,0.07,-0.45,-0.007,0.104,26.39
5.002,0.46,0.01,-0.55,0.25,0.0,0.02,26.36
5.052,0.47,0.01,-1.25,0.01,-0.068,0.058,26.36
5.102,0.43,0.03,0.76,0.1,-0.13,0.073,26.37
5.152,0.42,0.03,1.55,-0.04,0.046,-0.018,26.36
5.202,0.41,0.03,-1.37,0.16,0.031,0.043,26.37
5.252,0.37,0.03,-2.4,0.31,-0.107,-0.057,26.36
5.302,0.42,0.02,1.8,-0.12,0.008,0.027,26.39
5.352,0.39,-0.01,0.76,0.11,-0.015,-0.049,26.38
5.402,0.23,-0.02,0.56,-0.21,0.046,0.027,26.36
5.452,0.35,-0.03,-0.29,-0.02,0.015,-0.141,26.38
5.502,0.38,-0.04,2.47,-0.24,-0.015,0.043,26.36
5.552,0.35,-0.03,-1.9,0.16,0.038,-0.057,26.36
5.602,0.27,-0.02,0.83,-0.27,0.015,0.027,26.36
5.652,0.37,-0.03,1.64,0.22,-0.046,-0.026,26.37
5.702,0.5,-0.04,-0.82,-0.05,-0.023,0.027,26.36
5.752,0.61,-0.06,4.09,-0.17,0.023,-0.003,26.39
5.802,0.65,-0.07,1.85,-0.18,-0.114,-0.018,26.38
5.852,0.59,-0.05,2.63,-0.06,0.107,-0.064,26.37
5.902,0.58,-0.03,-0.02,0.14,-0.03,-0.164,26.39
5.952,0.51,-0.02,-0.4,-0.13,-0.007,0.012,26.37
6.002,0.53,-0.01,1.35,0.03,-0.046,-0.118,26.36
6.052,0.14,0.01,-1.9,0.03,-0.015,-0.018,26.39
6.102,0.39,0.01,2.22,0.03,0.046,0.02,26.35
6.152,0.41,0.02,0.19,0.37,0.084,-0.049,26.39
6.202,0.34,0.02,-1.05,0.17,0.015,0.012,26.35
6.252,0.42,0.01,1.44,-0.06,-0.038,-0.026,26.36
6.302,0.44,0.03,1.9,0.1,-0.015,-0.049,26.36
6.352,0.21,0.02,-0.2,0.02,0.069,-0.072,26.36
6.402,0.21,0.01,1.0,0.0,0.061,-0.102,26.39
6.452,0.26,0.01,-0.86,0.16,0.008,0.081,26.35
6.502,0.29,0.0,1.9,0.23,0.031,-0.003,26.35
6.552,0.36,-0.0,0.55,-0.06,-0.023,-0.011,26.36
6.602,0.31,-0.01,0.91,-0.06,-0.053,-0.034,26.37
6.652,0.26,-0.02,1.88,0.05,0.023,0.088,26.34
6.702,0.19,0.01,1.91,0.04,0.008,0.02,26.35
6.752,0.35,0.01,1.42,-0.17,0.038,-0.034,26.33
6.802,0.37,0.02,-1.04,0.2,0.069,-0.041,26.39
6.852,0.31,0.02,-0.39,0.2,0.023,-0.034,26.37
6.902,0.61,0.01,0.8,0.29,-0.015,0.134,26.37
6.952,0.4,0.0,-1.09,-0.28,-0.015,-0.041,26.35
7.002,0.42,0.01,1.95,-0.39,0.008,0.035,26.38
7.052,0.3,0.02,-1.09,0.13,-0.007,-0.041,26.34
7.102,0.28,0.02,-1.36,-0.16,0.023,0.058,26.37
7.152,0.06,0.01,-0.82,-0.06,-0.091,0.043,26.37
7.202,0.15,0.02,1.06,0.0,0.069,-0.018,26.38
7.252,0.23,0.03,2.58,-0.19,0.008,-0.011,26.38
7.302,0.19,0.03,-1.12,-0.13,-0.061,-0.011,26.37
7.352,0.16,0.02,-1.85,0.09,-0.061,-0.049,26.37
7.402,-0.0,0.03,-2.03,0.21,0.023,-0.011,26.36
7.452,0.1,0.01,1.55,0.22,0.038,-0.102,26.37
7.502,0.06,0.0,-1.21,0.03,0.023,-0.141,26.35
7.552,0.18,-0.0,-0.96,-0.19,0.054,-0.072,26.37
7.602,0.23,-0.01,-0.75,0.04,0.015,-0.011,26.35
7.652,0.17,-0.0,0.6,-0.09,0.084,-0.087,26.38
7.702,0.16,0.0,-0.07,0.14,0.038,0.058,26.35
7.752,0.26,-0.02,1.48,-0.0,-0.038,0.027,26.37
7.802,0.36,-0.04,3.62,-0.36,-0.015,0.02,26.37
7.852,0.24,-0.05,-1.32,-0.03,-0.046,-0.003,26.36
7.902,0.25,-0.06,-0.12,-0.46,-0.03,-0.064,26.37
7.952,0.28,-0.05,4.23,0.05,-0.007,-0.011,26.37
8.002,0.26,-0.04,0.32,-0.45,0.084,-0.018,26.38
8.052,0.27,-0.05,-1.2,-0.02,0.0,0.027,26.37
8.102,0.45,-0.05,-0.03,0.09,-0.015,-0.003,26.35
8.152,0.34,-0.03,-2.7,-0.1,0.023,-0.011,26.37
8.202,0.32,-0.03,0.61,0.27,-0.084,0.104,26.36
8.252,0.31,-0.02,1.25,0.02,-0.007,0.027,26.36
8.302,0.36,-0.02,3.29,-0.06,-0.023,0.035,26.37
8.352,0.15,-0.01,-0.78,0.35,0.13,0.035,26.38
8.402,0.14,0.0,-0.74,0.08,0.008,-0.095,26.36
8.452,0.2,-0.0,1.31,-0.15,-0.015,0.073,26.37
8.502,0.25,-0.0,1.28,0.04,0.031,-0.11,26.35
8.552,0.16,-0.01,-2.16,-0.06,0.092,-0.118,26.33
8.602,0.08,-0.01,-2.51,-0.17,-0.015,0.111,26.36
8.652,0.14,-0.01,-0.49,-0.14,0.015,0.073,26.37
8.702,0.0,-0.0,-0.08,-0.19,0.008,0.027,26.36
8.752,0.1,0.01,2.95,0.02,-0.015,0.096,26.38
8.802,0.25,0.03,-0.12,0.15,0.061,-0.003,26.37
8.852,0.45,0.02,-0.42,0.05,0.054,0.012,26.4
8.902,0.44,0.03,-0.5,0.22,-0.03,-0.026,26.35
8.952,0.28,0.03,-1.79,0.12,-0.03,-0.049,26.37
9.002,0.34,0.02,2.69,0.07,0.046,-0.041,26.36
9.052,0.39,0.01,0.06,0.06,-0.068,0.065,26.35
9.102,0.49,0.01,3.8,-0.35,0.0,0.119,26.36
9.152,0.51,0.01,2.93,-0.08,-0.053,0.065,26.38
9.202,0.43,0.0,1.24,-0.27,0.015,0.096,26.37
9.252,0.43,-0.0,-1.49,-0.04,-0.007,-0.11,26.4
9.302,0.18,0.01,-2.01,0.11,0.069,-0.003,26.38
9.352,0.25,-0.01,-1.8,-0.03,0.0,0.027,26.37
9.402,0.3,-0.0,1.71,-0.01,-0.03,0.043,26.36
9.452,0.31,-0.01,0.14,0.13,-0.03,-0.034,26.36
9.502,0.46,-0.01,5.6,-0.07,0.054,-0.003,26.37
9.552,0.53,-0.01,-1.17,0.11,0.061,0.004,26.39
9.602,0.5,-0.02,-0.45,-0.31,0.069,0.096,26.39
9.652,0.51,-0.02,-0.64,-0.15,-0.007,0.004,26.38
9.702,0.4,-0.02,-0.43,0.04,-0.023,0.111,26.36
9.752,0.29,-0.03,0.02,-0.11,0.046,-0.003,26.38
9.802,0.24,-0.02,1.52,-0.13,0.015,-0.011,26.4
9.852,0.17,-0.01,-2.1,0.17,-0.015,-0.095,26.37
9.902,0.15,-0.0,5.51,-0.14,0.038,0.02,26.36
9.952,0.11,-0.02,-0.58,-0.23,-0.061,-0.018,26.38
10.002,0.09,-0.02,-0.75,0.03,-0.053,0.058,26.36
10.052,0.19,-0.03,0.64,-0.08,0.008,-0.064,26.37
10.102,0.38,-0.04,1.16,-0.07,0.038,0.065,26.38
10.152,0.35,-0.02,4.12,-0.14,0.031,0.058,26.39
10.202,0.31,-0.02,0.23,-0.17,-0.007,0.035,26.37
10.252,0.37,-0.01,2.37,-0.02,-0.038,-0.011,26.37
10.302,0.24,-0.03,-2.67,-0.15,0.038,-0.041,26.36
10.352,0.21,-0.02,2.22,-0.07,-0.023,-0.011,26.37
10.402,0.25,-0.03,1.81,0.03,-0.068,-0.095,26.38
10.452,0.14,-0.02,1.47,0.08,0.008,0.058,26.38
10.502,0.26,-0.02,2.19,0.11,-0.038,0.05,26.38
10.552,0.28,-0.01,1.2,-0.07,0.046,0.035,26.36
10.602,0.29,-0.01,0.14,0.13,-0.061,0.004,26.37
10.652,0.21,-0.01,-1.56,0.0,0.046,0.027,26.36
10.702,-0.07,0.01,-1.84,0.28,-0.015,0.012,26.37
10.752,-0.05,-0.0,2.18,-0.22,0.0,0.035,26.37
10.802,-0.03,0.01,-1.07,0.02,0.008,0.02,26.37
10.852,0.08,-0.0,1.77,-0.22,0.0,0.043,26.39
10.902,0.17,0.0,1.9,-0.01,0.054,-0.064,26.36
10.952,0.17,0.01,0.96,0.45,-0.023,-0.072,26.37
11.002,0.3,-0.0,2.0,0.12,-0.015,0.012,26.39
11.052,0.33,-0.0,-0.8,0.24,0.046,0.012,26.37
11.102,0.17,0.01,-2.01,-0.13,-0.038,-0.034,26.38
11.152,0.19,-0.01,0.89,-0.16,-0.084,0.043,26.37
11.202,0.19,-0.02,-1.41,0.09,-0.046,0.05,26.37
11.252,0.11,-0.02,-0.87,0.03,0.046,0.004,26.37
11.302,0.15,-0.0,3.19,-0.26,0.015,0.119,26.37
11.352,0.21,0.02,1.03,0.12,-0.061,-0.003,26.37
11.402,0.18,0.02,-1.34,-0.01,-0.015,-0.026,26.38
11.452,-0.03,0.04,0.34,-0.19,-0.015,-0.003,26.37
11.502,-0.17,0.04,-1.14,0.12,-0.007,0.088,26.35
11.552,-0.18,0.04,1.32,0.15,0.023,0.004,26.36
11.602,-0.08,0.03,3.0,-0.23,0.069,0.073,26.34
11.652,0.05,0.04,0.25,0.09,0.015,0.027,26.38
11.702,0.24,0.02,4.36,-0.26,-0.015,0.035,26.36
11.752,-0.01,0.04,-1.21,0.05,-0.007,0.012,26.38
11.802,0.11,0.02,-0.01,-0.09,-0.015,-0.049,26.36
11.852,-0.04,0.02,-3.2,-0.01,-0.038,-0.102,26.37
11.902,-0.06,0.01,3.36,-0.21,-0.053,-0.018,26.36
11.952,-0.08,-0.01,-0.5,-0.31,0.031,0.119,26.36
12.002,0.01,-0.01,0.1,-0.09,-0.03,0.104,26.38
12.052,0.07,0.02,-1.92,0.15,0.023,0.058,26.35
12.102,0.19,-0.0,1.23,-0.28,-0.007,-0.049,26.36
12.152,0.19,-0.01,-1.93,-0.11,0.038,0.035,26.34
12.202,0.18,-0.02,-0.94,0.2,-0.007,0.012,26.36
12.252,-0.01,-0.01,-1.52,-0.13,-0.03,-0.034,26.36
12.302,0.1,-0.01,-0.46,0.2,0.061,0.035,26.36
12.352,0.25,-0.01,1.64,-0.05,-0.023,0.02,26.37
12.402,0.04,-0.02,0.23,-0.18,0.015,-0.102,26.34
12.452,0.06,-0.02,-0.8,-0.16,0.008,0.043,26.36
12.502,0.13,-0.01,1.09,-0.02,0.023,0.096,26.37
12.552,0.19,-0.0,-0.41,0.04,-0.038,0.004,26.34
12.602,0.12,-0.01,-0.48,0.04,-0.053,0.096,26.38
12.652,0.19,-0.01,-2.93,0.1,-0.038,-0.018,26.35
12.702,0.22,-0.01,3.57,-0.62,0.0,-0.018,26.36
12.752,0.11,0.0,1.16,0.31,0.015,0.027,26.35
12.802,0.05,0.03,1.22,0.14,-0.023,0.05,26.37
12.852,0.28,0.02,-0.07,-0.06,0.031,-0.072,26.36
12.902,0.22,0.02,-0.9,-0.19,-0.03,-0.072,26.35
12.952,0.12,0.02,-0.12,-0.11,0.015,-0.041,26.36
13.002,0.32,0.01,0.44,-0.13,0.054,0.058,26.37
13.052,0.34,-0.01,-0.55,-0.03,0.069,-0.049,26.34
13.102,0.28,-0.01,-0.97,0.02,-0.084,0.004,26.34
13.152,0.13,0.01,0.81,-0.24,0.023,-0.125,26.36
13.202,0.11,0.01,1.72,-0.0,0.046,0.058,26.36
13.252,0.07,0.02,0.27,0.13,-0.068,0.058,26.39
13.302,0.12,-0.0,-2.46,-0.19,-0.046,-0.026,26.38
13.352,0.11,0.01,0.38,0.12,0.0,0.05,26.36
13.402,0.11,0.01,0.92,0.18,-0.061,-0.057,26.39
13.452,0.05,-0.01,-1.64,-0.07,-0.038,0.05,26.38
13.502,0.03,0.0,-0.36,0.04,-0.038,0.012,26.37
13.552,0.0,-0.02,-0.35,-0.08,-0.053,-0.026,26.37
13.602,0.05,-0.02,2.14,0.17,-0.023,0.081,26.38
13.652,0.11,-0.01,0.85,-0.19,-0.099,0.035,26.36
13.702,0.05,-0.01,0.31,0.23,0.0,0.081,26.36
13.752,0.11,-0.02,-1.5,-0.01,0.031,-0.171,26.37
13.802,0.09,-0.02,-2.19,0.16,0.015,0.05,26.36
13.852,0.16,-0.01,0.2,0.3,0.023,-0.041,26.37
13.902,0.12,-0.02,-1.85,0.01,-0.046,0.111,26.36
13.952,0.33,-0.02,-0.12,-0.0,-0.038,0.027,26.36
14.002,0.49,-0.04,-0.85,-0.35,0.023,-0.141,26.35
14.052,0.43,-0.05,0.53,0.14,-0.03,-0.011,26.4
14.102,0.43,-0.04,2.63,-0.33,0.0,0.012,26.35
14.152,0.32,-0.03,-0.19,-0.02,-0.053,-0.064,26.37
14.202,0.42,-0.03,2.57,0.03,-0.076,0.05,26.36
14.252,0.31,-0.06,-1.27,0.14,-0.061,-0.087,26.38
14.302,0.32,-0.05,-2.31,0.16,0.038,-0.026,26.4
14.352,0.37,-0.05,-0.65,-0.01,0.008,0.012,26.38
14.402,0.31,-0.04,0.42,0.19,-0.03,-0.08,26.37
14.452,0.18,-0.03,0.05,-0.08,0.023,-0.049,26.38
14.502,0.05,-0.02,0.18,-0.12,0.054,-0.095,26.36
14.552,0.12,-0.01,0.27,0.2,0.061,-0.034,26.39
14.602,0.23,0.0,2.52,-0.01,0.023,-0.095,26.36
14.652,0.15,-0.01,-0.98,0.14,-0.152,0.043,26.39
14.702,0.09,0.01,0.38,-0.02,-0.061,0.043,26.38
14.752,0.15,0.0,2.07,-0.25,0.092,-0.034,26.36
14.802,0.17,0.0,0.93,0.13,0.038,-0.011,26.38
14.852,0.05,-0.02,-0.34,-0.26,-0.061,-0.072,26.36
14.902,-0.01,-0.01,-0.76,0.04,0.038,-0.026,26.36
14.952,-0.06,-0.02,-0.95,0.19,0.046,0.043,26.36
15.002,-0.25,-0.02,-0.85,-0.02,-0.023,0.111,26.37
15.052,-0.24,-0.01,0.4,-0.04,0.031,-0.003,26.37
15.102,-0.19,0.0,1.12,0.42,-0.038,-0.011,26.38
15.152,-0.18,0.01,-2.11,-0.05,-0.023,-0.095,26.35
15.202,-0.27,0.02,0.54,0.04,-0.03,0.02,26.38
15.252,-0.2,0.01,-1.05,-0.12,0.015,0.035,26.38
15.302,-0.14,0.0,0.91,-0.39,0.038,-0.087,26.36
15.352,-0.17,0.02,1.09,0.11,-0.046,-0.034,26.37
15.402,-0.11,0.02,-0.82,0.06,0.008,0.035,26.38
15.452,0.07,0.01,1.7,0.31,-0.046,0.05,26.38
15.502,0.12,0.0,0.06,0.1,0.031,0.058,26.37
15.552,0.15,0.01,-0.05,0.17,0.031,0.043,26.39
15.602,0.09,0.01,-0.81,0.1,-0.023,0.104,26.37
15.652,0.25,0.03,-0.25,0.07,0.061,0.027,26.36
15.702,0.24,0.01,1.39,-0.13,0.054,0.035,26.39
15.752,0.17,-0.01,-3.88,-0.28,-0.038,0.012,26.38
15.802,0.11,-0.0,1.75,-0.14,-0.038,-0.026,26.37
15.852,0.22,-0.01,2.1,-0.05,-0.007,0.02,26.39
15.902,0.15,-0.01,-0.64,-0.11,-0.023,-0.118,26.37
15.952,0.32,-0.02,2.23,-0.01,0.015,-0.057,26.39
16.002,0.35,-0.02,0.55,0.08,0.015,-0.049,26.39
16.052,0.3,-0.0,0.0,0.22,0.046,0.035,26.35
16.102,0.32,-0.01,-0.81,-0.36,-0.046,0.027,26.39
16.152,0.28,-0.02,-4.06,0.16,0.046,-0.133,26.37
16.202,0.31,-0.01,1.84,0.16,0.077,-0.072,26.38
16.252,0.35,-0.02,0.23,-0.07,-0.023,0.035,26.38
16.302,0.39,-0.01,-1.04,0.05,0.015,-0.087,26.36
16.352,0.37,-0.01,0.76,-0.17,-0.023,0.111,26.36
16.402,0.31,-0.0,0.92,0.24,0.054,-0.049,26.38
16.452,0.3,-0.01,1.57,-0.11,0.115,0.065,26.33
16.502,0.36,0.0,0.57,0.21,-0.091,0.05,26.39
16.552,0.4,0.01,-0.01,-0.04,0.015,-0.011,26.36
16.602,0.33,0.01,-3.57,-0.08,0.054,0.02,26.37
16.652,0.24,-0.0,-0.57,-0.1,0.054,-0.08,26.36
16.702,0.29,-0.01,0.69,-0.12,-0.023,-0.003,26.36
16.752,0.4,-0.01,-0.02,-0.24,0.008,0.088,26.37
16.802,0.26,-0.0,0.62,-0.18,0.008,0.004,26.35
16.852,0.31,0.0,1.61,0.18,-0.007,0.012,26.36
16.902,0.22,0.01,1.72,0.31,0.031,0.02,26.39
16.952,0.4,-0.0,0.04,-0.06,-0.061,0.012,26.35
17.002,0.51,-0.0,1.18,0.11,0.008,-0.011,26.37
17.052,0.54,-0.01,1.61,-0.36,-0.061,0.004,26.37
17.102,0.52,0.01,-0.43,0.46,-0.046,-0.011,26.37
17.152,0.5,0.0,1.5,0.05,-0.053,-0.018,26.34
17.202,0.5,0.01,-2.0,0.08,0.061,-0.08,26.37
17.252,0.46,0.0,0.2,0.05,0.023,-0.125,26.35
17.302,0.45,0.0,1.97,-0.05,0.069,-0.034,26.36
17.352,0.37,0.02,-2.11,-0.11,-0.038,0.065,26.35
17.402,0.24,-0.01,-1.58,-0.3,0.0,0.027,26.37
17.452,0.39,-0.0,-0.21,0.06,0.038,0.004,26.38
17.502,0.42,0.01,-0.41,0.16,0.0,0.035,26.35
17.552,0.42,0.02,0.25,0.04,-0.023,0.012,26.35
17.602,0.38,0.0,0.32,0.09,0.099,-0.026,26.38
17.652,0.43,-0.01,-0.82,0.25,0.069,0.004,26.34
17.702,0.34,0.0,-0.62,0.33,0.023,-0.087,26.34
17.752,0.17,0.01,-0.21,-0.02,0.023,0.035,26.35
17.802,0.09,0.02,0.6,-0.16,-0.046,0.127,26.36
17.852,0.08,0.01,-4.42,0.21,0.046,-0.064,26.36
17.902,0.12,0.04,3.42,0.03,0.015,-0.08,26.33
17.952,0.13,0.03,0.98,-0.38,-0.038,-0.064,26.34
18.002,0.13,0.0,-1.01,-0.2,0.046,-0.011,26.35
18.052,0.11,-0.0,1.52,0.16,0.054,0.004,26.36
18.102,0.2,0.0,-0.21,0.2,-0.023,-0.057,26.34
18.152,0.18,-0.01,1.42,-0.27,0.061,-0.049,26.33
18.202,0.22,-0.02,0.46,0.14,0.084,0.004,26.36
18.252,0.35,-0.0,1.93,0.08,0.023,0.027,26.35
18.302,0.26,0.01,1.0,-0.11,-0.038,0.035,26.34
18.352,0.19,0.0,1.76,-0.3,-0.038,-0.026,26.32
18.402,0.16,0.01,-2.61,0.07,0.023,0.058,26.36
18.452,0.16,-0.0,-0.45,-0.03,-0.023,-0.072,26.36
18.502,0.23,-0.01,0.39,0.04,0.0,0.02,26.34
18.552,0.29,0.0,0.35,-0.02,0.015,0.02,26.35
18.602,0.41,-0.0,0.85,-0.26,-0.03,-0.064,26.36
18.652,0.26,0.03,-1.47,0.19,0.077,0.043,26.34
18.702,0.26,0.03,-0.98,-0.04,0.031,-0.041,26.34
18.752,0.17,0.02,-0.2,0.08,0.084,-0.148,26.36
18.802,0.13,0.03,1.81,-0.05,-0.023,0.111,26.36
18.852,0.0,0.04,1.06,0.17,0.084,0.02,26.36
18.902,0.04,0.04,1.23,-0.26,0.061,-0.049,26.35
18.952,0.12,0.04,0.85,0.09,0.054,-0.049,26.35
19.002,0.14,0.04,0.79,-0.32,0.0,0.081,26.34
19.052,0.1,0.04,-1.6,0.02,0.084,0.004,26.35
19.102,0.22,0.02,1.52,-0.02,-0.053,-0.018,26.36
19.152,0.35,0.03,-0.14,0.03,0.077,-0.018,26.34
19.202,0.35,0.02,0.31,0.02,0.069,0.043,26.37
19.252,0.19,0.02,-0.89,-0.09,0.008,0.111,26.37
19.302,0.18,0.01,2.73,0.03,0.061,0.035,26.34
19.352,0.23,0.02,1.69,-0.04,-0.007,-0.156,26.36
19.402,0.32,0.02,0.79,-0.01,0.023,-0.034,26.34
19.452,0.12,0.03,-1.11,-0.03,-0.053,-0.018,26.36
19.502,0.03,0.02,-3.33,0.32,-0.046,-0.057,26.36
19.552,0.0,0.01,1.22,-0.14,-0.023,-0.041,26.36
19.602,0.14,-0.0,-0.23,0.04,0.015,-0.072,26.37
19.652,0.09,-0.01,1.91,-0.02,-0.038,0.035,26.35
19.702,0.16,-0.01,-0.34,-0.13,-0.068,0.02,26.35
19.752,0.12,-0.01,2.04,-0.32,0.0,-0.003,26.37
19.802,0.12,0.01,-1.7,0.24,-0.068,0.027,26.34
19.852,0.02,0.01,-1.67,0.02,0.0,-0.034,26.35
19.902,-0.0,0.0,-1.28,0.22,-0.015,0.012,26.38
19.952,0.14,-0.01,0.16,-0.11,0.015,-0.057,26.35
20.002,0.1,-0.01,-2.71,0.08,0.054,-0.034,26.36
20.052,-0.04,0.01,1.44,0.01,-0.015,0.081,26.36
20.102,-0.07,0.01,-1.62,-0.11,0.0,-0.018,26.38
20.152,-0.11,0.0,0.63,0.15,0.046,-0.095,26.37
20.202,-0.02,0.0,4.56,-0.11,-0.091,-0.049,26.35
20.252,0.05,-0.01,1.05,0.06,0.023,0.035,26.36
20.302,0.05,-0.01,1.35,-0.04,0.046,-0.011,26.38
20.352,-0.0,-0.01,0.6,0.05,-0.061,0.088,26.36
20.402,-0.02,0.0,1.78,0.08,0.069,-0.011,26.36
20.452,0.11,-0.01,4.26,-0.16,-0.076,0.05,26.33
20.502,0.11,-0.01,-0.15,0.11,-0.007,-0.026,26.34
20.552,0.08,-0.01,0.25,-0.4,0.015,-0.034,26.34
20.602,0.05,-0.0,-1.51,0.08,-0.023,-0.018,26.36
20.652,0.22,-0.02,0.16,-0.1,0.023,-0.018,26.35
20.702,0.12,-0.01,-1.23,-0.04,0.0,-0.057,26.36
20.752,0.11,-0.0,-0.42,-0.16,0.038,0.02,26.34
20.802,0.06,0.0,1.1,0.2,0.069,-0.041,26.34
20.852,0.13,-0.01,0.56,-0.06,0.061,-0.102,26.37
20.902,0.23,-0.0,0.56,-0.05,-0.015,0.05,26.36
20.952,0.17,-0.01,-0.42,-0.02,-0.03,0.05,26.33
21.002,0.08,-0.02,-2.17,0.18,-0.007,0.02,26.36
21.052,0.07,-0.0,0.19,-0.04,0.031,-0.026,26.36
21.102,-0.04,-0.02,-1.02,-0.01,0.008,-0.08,26.33
21.152,0.07,-0.02,0.75,-0.09,-0.076,-0.095,26.36
21.202,0.19,0.02,-2.87,0.28,0.008,-0.072,26.38
21.252,0.32,-0.01,3.21,-0.21,0.061,-0.057,26.34
21.302,0.33,-0.03,3.38,-0.34,-0.053,-0.133,26.35
21.352,0.2,-0.02,-0.66,0.0,0.061,-0.034,26.38
21.402,0.27,-0.04,0.19,0.12,-0.061,0.05,26.36
21.452,0.2,-0.03,1.68,0.09,0.046,-0.125,26.35
21.502,0.23,-0.04,0.57,-0.07,0.038,-0.057,26.35
21.552,0.24,-0.03,0.87,0.24,-0.023,0.004,26.35
21.602,0.3,-0.03,1.12,0.02,-0.038,0.035,26.35
21.652,0.37,-0.02,0.04,0.25,-0.03,0.081,26.35
21.702,0.43,-0.02,-1.08,0.15,0.023,0.073,26.36
21.752,0.45,0.01,-2.07,0.26,-0.038,-0.034,26.37
21.802,0.24,0.01,0.12,0.12,0.031,-0.049,26.35
21.852,0.22,0.0,1.57,-0.11,-0.015,0.05,26.36
21.902,0.13,0.02,-2.8,0.26,0.023,0.027,26.37
21.952,0.25,0.02,1.92,0.25,-0.046,0.111,26.37
22.002,0.28,-0.0,-0.63,-0.26,-0.076,-0.08,26.36
22.052,0.19,-0.02,-1.32,0.04,-0.061,0.004,26.35
22.102,0.27,-0.03,1.24,0.28,0.0,0.02,26.34
22.152,0.45,-0.02,-0.17,-0.01,-0.015,-0.087,26.37
22.202,0.48,-0.01,0.68,0.23,0.031,-0.049,26.38
22.252,0.55,-0.02,0.46,-0.06,-0.023,-0.026,26.36
22.302,0.48,-0.03,-0.02,-0.06,-0.03,-0.072,26.36
22.352,0.42,-0.03,-0.74,-0.19,-0.038,0.012,26.34
22.402,0.34,-0.02,-3.4,0.02,0.061,0.043,26.37
22.452,0.3,-0.05,-1.18,-0.32,0.015,-0.018,26.36
22.502,0.3,-0.04,2.68,-0.05,0.069,-0.057,26.38
22.552,0.27,-0.02,-2.06,0.15,-0.068,-0.034,26.37
22.602,0.07,-0.02,0.34,0.15,-0.038,0.027,26.37
22.652,-0.06,-0.01,-1.6,-0.26,0.023,0.035,26.36
22.702,0.13,-0.01,-1.55,0.03,-0.015,0.02,26.37
22.752,0.07,-0.0,-1.92,0.03,-0.061,-0.057,26.36
22.802,0.03,-0.02,0.83,-0.28,-0.091,-0.003,26.37
22.852,-0.08,-0.02,-1.9,0.12,0.023,-0.08,26.36
22.902,0.02,-0.01,-2.13,0.07,0.008,0.02,26.35
22.952,-0.09,0.01,-1.46,0.23,-0.03,0.073,26.36
23.002,-0.26,0.03,-0.79,0.03,-0.046,-0.08,26.36
23.052,-0.07,0.02,1.55,-0.46,-0.015,0.088,26.36
23.102,-0.21,0.01,-1.14,0.05,-0.046,0.035,26.35
23.152,-0.2,0.0,-2.21,-0.08,0.069,0.02,26.37
23.202,-0.17,-0.01,-1.87,-0.33,-0.015,0.027,26.37
23.252,-0.06,-0.01,-2.38,-0.08,-0.038,-0.003,26.36
23.302,-0.03,0.01,-1.26,-0.05,0.122,0.088,26.36
