t,roll_deg,pitch_deg,roll_acc_deg,pitch_acc_deg,gx_dps,gy_dps,temp_c
43.752,2.41,-0.08,2.38,-0.26,-0.015,0.02,26.42
43.802,2.27,-0.06,2.91,-0.15,-0.007,-0.034,26.42
43.852,2.4,-0.06,2.48,-0.01,0.008,-0.011,26.42
43.902,2.35,-0.07,2.07,0.01,-0.038,-0.034,26.42
43.952,2.54,-0.06,3.7,-0.09,-0.084,0.027,26.42
44.002,2.55,-0.07,0.05,0.11,0.038,-0.026,26.42
44.052,2.6,-0.08,3.31,-0.05,-0.038,-0.041,26.43
44.102,2.71,-0.08,4.81,-0.05,0.0,0.02,26.41
44.152,2.59,-0.08,0.15,-0.11,0.023,0.012,26.41
44.202,2.59,-0.09,2.63,-0.01,-0.03,0.012,26.42
44.252,2.6,-0.09,3.24,-0.03,0.015,-0.11,26.41
44.302,2.73,-0.09,5.44,-0.19,0.031,-0.026,26.4
44.352,2.67,-0.08,2.59,-0.1,-0.015,-0.018,26.43
44.402,2.63,-0.07,1.86,-0.06,0.008,0.035,26.43
44.452,2.74,-0.08,3.71,0.18,-0.023,-0.034,26.42
44.502,2.71,-0.09,4.0,-0.24,0.092,0.012,26.4
44.552,2.74,-0.11,2.29,-0.25,0.008,0.05,26.42
44.602,2.67,-0.1,4.98,-0.12,-0.015,-0.049,26.42
44.652,2.35,-0.11,0.63,-0.05,0.015,0.027,26.42
44.702,2.25,-0.09,3.97,0.06,-0.023,0.035,26.43
44.752,2.19,-0.09,2.24,-0.02,-0.068,-0.072,26.41
44.802,2.34,-0.09,3.37,-0.06,-0.076,0.012,26.41
44.852,2.36,-0.09,1.55,-0.02,0.008,0.088,26.43
44.902,2.31,-0.09,3.57,-0.16,-0.023,-0.064,26.42
44.952,2.26,-0.11,4.63,-0.46,0.0,-0.003,26.42
45.002,2.29,-0.1,3.9,-0.12,0.008,-0.026,26.42
45.052,2.25,-0.11,0.03,-0.03,0.008,-0.08,26.44
45.102,2.26,-0.11,1.47,-0.06,-0.023,0.004,26.41
45.152,2.18,-0.11,3.58,0.08,0.031,-0.011,26.42
45.202,2.24,-0.1,-0.44,-0.03,0.061,-0.049,26.4
45.252,2.22,-0.07,0.49,0.41,0.0,0.119,26.44
45.302,2.35,-0.08,1.79,-0.05,-0.015,-0.003,26.42
45.352,2.32,-0.09,-0.05,-0.26,-0.007,-0.041,26.43
45.402,2.49,-0.07,2.52,-0.01,-0.061,-0.003,26.42
45.452,2.47,-0.07,2.08,-0.12,-0.023,-0.041,26.42
45.502,2.52,-0.08,6.68,-0.45,-0.038,-0.072,26.42
45.552,2.62,-0.07,4.64,0.18,0.023,0.058,26.42
45.602,2.54,-0.07,1.76,-0.04,0.046,-0.034,26.42
45.652,2.49,-0.09,3.86,-0.17,0.0,-0.164,26.41
45.702,2.3,-0.09,1.07,0.01,-0.007,-0.003,26.43
45.752,2.48,-0.09,2.64,-0.1,-0.007,-0.034,26.43
45.802,2.3,-0.08,-0.05,-0.22,0.046,-0.133,26.42
45.852,2.31,-0.09,0.23,-0.08,-0.03,0.142,26.45
45.902,2.3,-0.11,2.86,0.05,0.0,-0.072,26.44
45.952,2.32,-0.1,0.51,-0.04,-0.046,-0.018,26.43
46.002,2.37,-0.09,0.76,0.34,0.023,-0.003,26.43
46.052,2.5,-0.1,4.62,-0.13,0.008,-0.011,26.44
46.102,2.38,-0.1,2.02,-0.32,-0.038,-0.018,26.43
46.152,2.34,-0.11,0.71,-0.31,0.008,-0.041,26.43
46.202,2.42,-0.12,2.75,-0.25,-0.007,0.088,26.42
46.252,2.4,-0.11,5.65,-0.24,0.031,-0.064,26.41
46.302,2.28,-0.12,3.4,-0.25,0.031,-0.018,26.43
46.352,2.4,-0.11,0.98,0.12,0.023,0.02,26.43
46.402,2.46,-0.12,6.02,-0.23,0.008,-0.08,26.45
46.452,2.58,-0.11,1.58,-0.4,-0.023,0.058,26.44
46.502,2.68,-0.11,4.47,-0.21,-0.023,0.004,26.43
46.552,2.87,-0.11,4.74,0.15,-0.015,-0.049,26.45
46.602,2.78,-0.09,2.12,0.21,0.031,0.081,26.45
46.652,2.78,-0.1,1.02,0.0,-0.046,0.004,26.43
46.702,2.82,-0.12,2.45,-0.29,-0.023,0.073,26.42
46.752,2.85,-0.1,3.04,0.02,0.031,-0.125,26.43
46.802,2.78,-0.09,4.76,-0.19,0.015,-0.049,26.43
46.852,2.91,-0.09,5.44,0.01,0.023,-0.08,26.44
46.902,2.99,-0.09,3.87,-0.2,0.054,0.073,26.42
46.952,2.96,-0.1,1.43,-0.26,-0.046,0.035,26.42
47.002,2.88,-0.09,2.69,-0.19,-0.023,0.149,26.42
47.052,2.83,-0.11,0.95,0.19,-0.015,-0.057,26.44
47.102,2.8,-0.12,1.73,-0.04,-0.015,-0.072,26.43
47.152,2.52,-0.11,2.22,-0.01,-0.068,-0.072,26.43
47.202,2.58,-0.11,3.13,-0.06,-0.023,0.073,26.42
47.252,2.5,-0.11,2.87,-0.0,-0.023,0.096,26.45
47.302,2.57,-0.12,2.68,-0.06,-0.046,-0.003,26.45
47.352,2.54,-0.09,3.56,-0.03,-0.015,0.02,26.41
47.402,2.47,-0.1,6.3,-0.51,0.023,-0.026,26.44
47.452,2.46,-0.09,1.93,-0.23,-0.023,0.043,26.44
47.502,2.43,-0.09,1.11,-0.24,0.031,-0.118,26.44
47.552,2.47,-0.08,2.76,0.05,0.008,0.165,26.43
47.602,2.39,-0.08,2.85,0.06,-0.03,0.088,26.44
47.652,2.4,-0.07,4.03,-0.18,-0.015,-0.072,26.44
47.702,2.28,-0.05,-1.35,-0.01,-0.023,-0.041,26.45
47.752,2.22,-0.06,1.69,-0.24,-0.023,0.058,26.42
47.802,2.34,-0.1,2.75,-0.14,0.038,-0.064,26.42
47.852,2.27,-0.09,-0.51,-0.28,-0.046,0.012,26.45
47.902,2.52,-0.1,4.89,-0.09,-0.007,0.081,26.45
47.952,2.62,-0.1,3.2,0.2,-0.015,-0.034,26.44
48.002,2.79,-0.1,1.89,0.12,-0.114,-0.011,26.42
48.052,2.78,-0.09,1.7,0.1,0.054,0.088,26.42
48.102,2.68,-0.08,1.79,0.13,-0.023,-0.018,26.44
48.152,2.75,-0.11,5.53,-0.34,0.115,-0.072,26.44
48.202,2.76,-0.11,4.02,-0.17,-0.053,0.05,26.45
48.252,2.65,-0.11,2.41,-0.22,-0.023,0.035,26.42
48.302,2.74,-0.09,0.97,0.32,-0.053,-0.018,26.44
48.352,2.7,-0.07,0.3,-0.01,0.031,0.02,26.45
48.402,2.8,-0.08,5.59,-0.07,-0.023,0.012,26.45
48.452,2.63,-0.07,0.41,-0.38,0.008,0.02,26.44
48.502,2.63,-0.08,2.26,-0.12,0.046,-0.11,26.45
48.552,2.57,-0.09,2.22,-0.4,-0.038,-0.049,26.44
48.602,2.41,-0.1,1.48,-0.11,-0.061,0.081,26.45
48.652,2.3,-0.07,3.06,-0.16,0.023,0.058,26.43
48.702,2.43,-0.08,3.65,-0.19,-0.046,-0.003,26.43
48.752,2.44,-0.07,2.54,-0.06,-0.053,-0.034,26.44
48.802,2.47,-0.05,2.89,-0.14,-0.053,-0.018,26.42
48.852,2.65,-0.06,3.1,-0.17,-0.03,-0.041,26.41
48.902,2.77,-0.06,2.93,0.07,0.107,-0.034,26.43
48.952,2.9,-0.06,3.8,0.04,0.015,-0.087,26.42
49.002,2.85,-0.06,3.06,-0.24,0.031,0.012,26.44
49.052,2.71,-0.07,1.41,-0.14,-0.015,-0.011,26.44
49.102,2.8,-0.08,2.5,0.06,-0.023,0.012,26.41
49.152,2.89,-0.08,1.38,0.07,-0.03,-0.034,26.42
49.202,2.98,-0.08,1.68,-0.06,-0.068,0.043,26.44
49.252,3.04,-0.08,5.37,-0.11,-0.03,-0.011,26.44
49.302,2.81,-0.09,2.58,0.16,-0.007,0.05,26.45
49.352,2.85,-0.1,7.68,-0.45,0.015,0.027,26.42
49.402,2.82,-0.12,4.55,-0.21,-0.137,-0.003,26.43
49.452,2.78,-0.12,3.15,0.15,-0.03,-0.049,26.42
49.502,2.76,-0.11,1.77,-0.23,0.031,0.05,26.43
49.552,2.74,-0.09,2.3,-0.11,-0.114,0.111,26.43
49.602,2.83,-0.1,4.55,0.02,-0.038,0.104,26.41
49.652,2.94,-0.11,7.81,-0.25,0.023,-0.072,26.42
49.702,3.02,-0.1,3.33,-0.09,0.031,-0.08,26.4
49.752,3.08,-0.1,3.44,-0.07,-0.015,0.065,26.44
49.802,3.17,-0.1,0.46,-0.04,-0.007,0.012,26.42
49.852,3.16,-0.1,2.72,0.1,0.008,0.096,26.4
49.902,3.05,-0.08,2.64,0.04,0.084,-0.026,26.42
49.952,2.79,-0.07,1.98,-0.15,0.008,-0.011,26.47
50.002,2.78,-0.07,2.23,-0.12,0.015,0.012,26.41
50.052,2.91,-0.07,4.66,-0.14,-0.038,-0.041,26.44
50.102,2.91,-0.08,5.22,-0.09,0.038,0.035,26.43
50.152,3.0,-0.08,5.22,-0.13,-0.023,0.012,26.43
50.202,2.88,-0.08,1.47,-0.29,0.0,-0.08,26.46
50.252,2.86,-0.09,3.5,-0.13,-0.007,0.027,26.39
50.302,2.76,-0.08,5.32,-0.27,0.069,-0.026,26.44
50.352,2.76,-0.07,4.6,-0.37,0.023,0.088,26.42
50.402,2.8,-0.09,4.66,-0.15,-0.061,0.081,26.41
50.452,2.85,-0.11,3.46,0.23,-0.023,0.027,26.42
50.502,2.68,-0.1,1.68,-0.03,0.0,-0.011,26.45
50.552,2.84,-0.09,5.89,-0.21,-0.023,0.027,26.42
50.602,3.01,-0.1,-0.46,-0.26,-0.015,-0.026,26.43
50.652,3.03,-0.08,3.51,0.01,-0.015,0.012,26.42
50.702,3.1,-0.06,3.34,0.3,-0.046,-0.026,26.45
50.752,3.12,-0.08,4.12,-0.58,-0.015,-0.049,26.44
50.802,2.97,-0.08,0.19,-0.0,0.038,-0.08,26.41
50.852,3.04,-0.08,2.44,0.17,-0.053,-0.018,26.43
50.902,2.94,-0.08,1.97,-0.1,-0.114,-0.08,26.42
50.952,2.96,-0.05,2.23,0.23,0.084,0.02,26.43
51.002,2.94,-0.05,1.23,-0.19,0.038,-0.049,26.44
51.052,2.86,-0.05,2.01,0.01,0.008,-0.064,26.44
51.102,2.96,-0.07,2.07,-0.34,-0.046,-0.003,26.43
51.152,2.96,-0.07,2.14,-0.09,-0.038,-0.003,26.42
51.202,2.93,-0.06,1.49,0.09,-0.053,0.02,26.43
51.252,2.73,-0.05,4.02,0.02,0.069,-0.011,26.42
51.302,2.82,-0.06,3.34,-0.06,0.061,0.004,26.41
51.352,2.77,-0.06,1.8,-0.02,-0.076,0.058,26.42
51.402,2.96,-0.06,3.82,0.17,-0.007,-0.102,26.42
51.452,3.02,-0.05,5.55,0.07,0.0,-0.08,26.44
51.502,2.91,-0.05,2.43,-0.07,0.031,-0.026,26.42
51.552,3.07,-0.05,5.66,-0.37,0.008,0.05,26.44
51.602,2.93,-0.05,0.96,-0.15,0.031,0.081,26.44
51.652,2.98,-0.06,4.44,-0.1,-0.038,-0.003,26.43
51.702,2.92,-0.05,4.11,0.04,-0.03,0.035,26.4
51.752,2.8,-0.04,2.19,0.21,-0.007,0.004,26.42
51.802,2.81,-0.05,2.24,-0.24,0.046,0.05,26.45
51.852,2.7,-0.04,1.25,0.05,-0.046,0.065,26.4
51.902,2.62,-0.05,0.41,-0.05,-0.038,0.027,26.43
51.952,2.67,-0.06,1.97,-0.0,0.0,-0.049,26.42
52.002,2.66,-0.04,2.28,-0.01,-0.03,0.02,26.42
52.052,2.78,-0.05,1.61,-0.24,0.038,-0.011,26.41
52.102,2.76,-0.05,2.75,0.09,-0.046,0.004,26.41
52.152,2.55,-0.06,1.59,-0.2,-0.03,0.081,26.44
52.202,2.65,-0.08,3.35,-0.2,0.015,0.127,26.39
52.252,2.67,-0.08,4.49,0.03,-0.03,0.012,26.45
52.302,2.77,-0.08,1.65,0.04,0.031,-0.057,26.42
52.352,2.86,-0.08,2.46,0.12,-0.023,0.035,26.44
52.402,2.85,-0.06,3.76,0.01,0.046,0.035,26.43
52.452,2.94,-0.07,6.73,-0.22,0.015,-0.034,26.44
52.502,2.95,-0.05,3.28,-0.25,-0.007,-0.026,26.45
52.552,3.02,-0.06,2.73,0.05,-0.015,0.027,26.44
52.602,3.01,-0.08,1.15,-0.19,0.023,-0.003,26.43
52.652,3.06,-0.08,4.61,-0.22,0.015,-0.095,26.44
52.702,3.0,-0.08,1.22,0.17,0.015,-0.072,26.42
52.752,2.75,-0.05,1.4,-0.22,-0.038,-0.049,26.42
52.802,2.8,-0.05,2.6,-0.1,0.015,-0.011,26.42
52.852,2.67,-0.06,0.78,-0.16,-0.038,0.05,26.43
52.902,2.73,-0.06,5.27,-0.09,-0.023,-0.011,26.43
52.952,2.65,-0.05,-0.42,0.03,-0.015,0.065,26.44
53.002,2.56,-0.05,2.47,0.1,-0.107,0.096,26.45
53.052,2.57,-0.03,0.08,0.24,0.031,-0.011,26.44
53.102,2.67,-0.02,3.7,0.05,0.046,-0.003,26.42
53.152,2.52,-0.03,3.53,-0.13,0.046,0.043,26.42
53.202,2.46,-0.04,0.73,0.1,-0.091,-0.041,26.44
53.252,2.56,-0.06,1.29,0.0,0.023,-0.011,26.45
53.302,2.7,-0.07,4.49,-0.22,0.023,-0.018,26.45
53.352,2.64,-0.08,3.91,-0.3,-0.023,-0.041,26.42
53.402,2.7,-0.08,3.51,-0.33,-0.007,-0.011,26.44
53.452,2.73,-0.1,3.85,-0.21,-0.038,-0.072,26.4
53.502,2.59,-0.1,1.46,-0.13,0.023,0.035,26.45
53.552,2.69,-0.11,3.94,-0.14,0.023,0.058,26.44
53.602,2.73,-0.1,2.25,-0.06,-0.038,0.004,26.45
53.652,2.77,-0.08,-0.43,-0.02,-0.007,0.058,26.44
53.702,2.82,-0.09,3.23,-0.02,-0.038,0.004,26.43
53.752,3.07,-0.09,5.03,0.05,0.008,0.043,26.42
53.802,3.11,-0.06,2.24,0.31,-0.007,0.05,26.45
53.852,3.09,-0.07,4.19,-0.02,0.061,-0.125,26.43
53.902,3.12,-0.09,4.05,-0.16,0.046,0.05,26.43
53.952,3.03,-0.1,5.53,-0.05,0.023,-0.026,26.42
54.002,3.07,-0.11,2.88,-0.36,0.023,0.058,26.46
54.052,2.88,-0.1,2.02,-0.05,-0.046,-0.018,26.44
54.102,2.79,-0.1,1.84,-0.16,0.0,0.05,26.42
54.152,2.73,-0.09,1.3,0.11,-0.023,-0.049,26.45
54.202,2.8,-0.08,2.13,0.18,0.046,-0.049,26.42
54.252,2.71,-0.08,2.99,-0.15,-0.099,0.149,26.44
54.302,2.66,-0.08,1.57,-0.22,-0.007,-0.018,26.43
54.352,2.68,-0.09,1.98,-0.07,0.015,-0.102,26.45
54.402,2.73,-0.1,-0.37,0.16,0.099,0.088,26.43
54.452,2.67,-0.09,2.64,-0.04,-0.015,0.02,26.44
54.502,2.81,-0.11,4.84,-0.48,-0.015,0.111,26.44
54.552,2.98,-0.11,1.89,0.08,-0.015,-0.087,26.44
54.602,2.88,-0.1,1.7,-0.11,0.008,0.027,26.46
54.652,2.77,-0.11,0.46,-0.39,0.031,-0.026,26.45
54.702,2.72,-0.1,1.59,0.16,0.008,0.081,26.43
54.752,2.77,-0.09,3.94,0.03,-0.023,0.058,26.43
54.802,2.81,-0.08,0.74,-0.22,-0.007,-0.064,26.43
54.852,2.88,-0.11,5.29,-0.35,-0.038,0.05,26.45
54.902,2.85,-0.11,3.64,-0.1,-0.122,-0.011,26.44
54.952,2.81,-0.09,2.51,-0.15,-0.068,0.035,26.45
55.002,2.96,-0.08,4.63,-0.06,0.046,0.104,26.45
55.052,2.94,-0.08,3.3,0.03,0.031,-0.095,26.44
55.102,2.98,-0.08,0.48,-0.27,-0.007,-0.057,26.45
55.152,2.86,-0.08,3.5,-0.09,0.0,-0.072,26.43
55.202,2.9,-0.08,1.48,0.12,-0.053,-0.064,26.44
55.252,2.76,-0.07,4.62,-0.02,0.008,0.05,26.46
55.302,2.74,-0.06,3.9,-0.18,0.061,-0.057,26.45
55.352,2.78,-0.05,3.09,0.14,0.115,0.02,26.43
55.402,2.82,-0.04,3.21,-0.03,0.061,-0.034,26.45
55.452,2.62,-0.04,-0.24,0.07,0.099,-0.018,26.45
55.502,2.68,-0.06,4.26,-0.26,0.015,0.157,26.45
55.552,2.69,-0.05,2.38,0.06,0.069,0.027,26.45
55.602,2.62,-0.05,3.15,0.04,0.031,0.043,26.43
55.652,2.74,-0.05,2.58,0.04,-0.007,-0.018,26.46
55.702,2.81,-0.08,3.76,-0.39,-0.03,0.043,26.47
55.752,2.63,-0.09,3.04,-0.46,0.0,-0.057,26.45
55.802,2.75,-0.09,2.55,0.14,0.077,0.043,26.43
55.852,2.65,-0.07,1.45,0.01,-0.015,-0.018,26.42
55.902,2.83,-0.08,3.21,-0.25,-0.023,0.096,26.44
55.952,2.7,-0.09,4.2,-0.36,-0.091,-0.018,26.45
56.002,2.77,-0.1,0.26,-0.09,0.015,-0.08,26.46
56.052,2.57,-0.08,2.49,-0.28,0.084,-0.003,26.44
56.102,2.44,-0.08,1.6,-0.02,0.0,0.004,26.47
56.152,2.46,-0.08,2.07,-0.13,0.0,-0.041,26.45
56.202,2.59,-0.07,3.46,0.07,-0.03,0.02,26.46
56.252,2.54,-0.06,0.4,-0.03,0.038,-0.041,26.45
56.302,2.77,-0.08,4.53,-0.16,-0.015,0.05,26.43
56.352,2.75,-0.08,3.31,0.02,0.023,-0.018,26.45
56.402,2.72,-0.09,4.3,0.1,0.023,0.02,26.45
56.452,2.8,-0.08,1.85,0.28,0.038,-0.011,26.46
56.502,2.9,-0.08,1.09,-0.02,-0.007,-0.018,26.46
56.552,2.83,-0.08,3.15,-0.13,-0.007,0.065,26.43
56.602,2.62,-0.08,2.89,-0.52,-0.076,0.073,26.43
56.652,2.64,-0.07,1.1,-0.24,-0.03,-0.08,26.46
56.702,2.58,-0.06,3.91,-0.24,-0.007,0.05,26.45
56.752,2.67,-0.06,1.85,-0.19,-0.076,0.05,26.44
56.802,2.72,-0.05,1.65,0.04,0.099,0.05,26.43
56.852,2.73,-0.06,4.06,-0.33,-0.007,-0.133,26.43
56.902,2.91,-0.08,4.41,-0.15,-0.015,-0.018,26.45
56.952,2.91,-0.08,0.67,-0.36,-0.023,-0.049,26.44
57.002,2.89,-0.09,2.42,-0.17,0.099,-0.064,26.46
57.052,2.78,-0.09,1.81,-0.25,0.046,0.02,26.44
57.102,2.59,-0.09,2.12,-0.19,0.038,-0.148,26.44
57.152,2.61,-0.11,1.75,-0.27,-0.023,0.165,26.44
57.202,2.52,-0.11,-1.62,-0.09,0.008,-0.072,26.44
57.252,2.43,-0.1,1.49,-0.21,-0.007,0.058,26.46
57.302,2.46,-0.1,0.54,-0.33,0.046,0.058,26.44
57.352,2.51,-0.09,2.4,-0.01,0.031,-0.072,26.45
57.402,2.45,-0.08,1.77,-0.06,0.038,-0.102,26.44
57.452,2.09,-0.08,-0.13,0.01,-0.114,-0.102,26.44
57.502,2.17,-0.09,1.73,-0.26,0.115,-0.011,26.45
57.552,2.29,-0.08,3.01,0.07,0.015,-0.041,26.42
57.602,2.55,-0.08,2.41,-0.38,-0.053,0.073,26.44
57.652,2.57,-0.09,3.53,-0.09,0.046,0.081,26.45
57.702,2.58,-0.06,3.84,0.18,0.038,0.043,26.45
57.752,2.59,-0.06,2.42,-0.06,0.031,-0.026,26.45
57.802,2.71,-0.08,4.28,0.0,0.015,0.027,26.47
57.852,2.65,-0.09,1.9,0.15,-0.015,0.02,26.45
57.902,2.75,-0.09,2.37,0.04,-0.107,0.043,26.46
57.952,2.83,-0.09,2.55,0.01,-0.015,-0.072,26.44
58.002,2.74,-0.09,-0.48,0.1,-0.046,-0.018,26.45
58.052,2.88,-0.06,5.47,0.12,-0.023,0.073,26.43
58.102,3.03,-0.07,1.54,-0.08,0.0,0.134,26.47
58.152,3.0,-0.08,5.11,-0.31,0.023,0.073,26.46
58.202,2.88,-0.06,3.76,-0.14,0.0,-0.003,26.45
58.252,2.67,-0.07,4.06,-0.04,-0.023,-0.011,26.44
58.302,2.69,-0.07,2.37,-0.01,-0.061,0.088,26.45
58.352,2.71,-0.06,0.7,-0.03,0.046,-0.049,26.45
58.402,2.62,-0.07,3.62,-0.16,0.038,-0.034,26.45
58.452,2.36,-0.08,2.37,-0.09,0.099,-0.072,26.45
58.502,2.37,-0.08,1.87,-0.17,-0.038,0.058,26.45
58.552,2.35,-0.07,1.84,-0.22,0.015,-0.072,26.45
58.602,2.35,-0.09,2.79,0.0,0.031,0.035,26.45
58.652,2.32,-0.09,1.77,-0.26,-0.046,0.035,26.45
58.702,2.55,-0.09,4.76,-0.23,0.0,-0.018,26.46
58.752,2.67,-0.1,2.16,-0.14,-0.038,0.027,26.47
58.802,2.72,-0.09,3.37,0.1,-0.015,-0.034,26.44
58.852,2.64,-0.07,4.99,-0.13,0.023,-0.11,26.45
58.902,2.59,-0.07,4.33,-0.36,-0.007,0.096,26.43
58.952,2.41,-0.06,5.66,-0.01,-0.015,0.004,26.45
59.002,2.41,-0.05,0.95,0.34,0.031,0.073,26.43
59.052,2.55,-0.04,4.77,0.08,0.008,0.02,26.44
59.102,2.3,-0.05,2.62,-0.05,0.038,0.004,26.45
59.152,2.45,-0.04,3.96,-0.13,-0.076,0.065,26.44
59.202,2.34,-0.04,4.05,-0.22,0.0,0.142,26.46
59.252,2.44,-0.03,2.54,-0.05,0.008,-0.026,26.45
59.302,2.49,-0.03,2.81,-0.11,0.077,0.043,26.46
59.352,2.44,-0.04,1.57,0.03,-0.046,0.012,26.46
59.402,2.53,-0.05,1.11,-0.14,0.038,0.081,26.45
59.452,2.54,-0.05,-0.34,-0.05,0.023,-0.003,26.45
59.502,2.63,-0.04,3.23,0.03,0.015,0.027,26.44
59.552,2.7,-0.04,2.87,-0.2,-0.03,0.05,26.45
59.602,2.64,-0.04,2.7,-0.14,-0.053,0.027,26.46
59.652,2.68,-0.05,5.09,-0.03,0.008,-0.057,26.45
59.702,2.77,-0.05,4.38,-0.01,0.0,0.012,26.43
59.752,2.59,-0.05,0.02,0.0,-0.076,0.035,26.44
59.802,2.51,-0.06,1.6,-0.08,0.008,-0.034,26.43
