t,gz_dps
219.726364,-0.053435
219.7314,-0.083969
219.736389,-0.076336
219.741394,-0.21374
219.746368,-0.160305
219.751389,-0.099237
219.756378,-0.038168
219.761398,-0.076336
219.766373,-0.10687
219.771393,-0.068702
219.776382,-0.038168
219.781387,-0.083969
219.786362,-0.030534
219.791397,-0.10687
219.796387,-0.10687
219.801392,-0.183206
219.806366,-0.099237
219.811386,-0.022901
219.816391,-0.015267
219.821396,-0.099237
219.82637,-0.038168
219.83139,-0.061069
219.83638,-0.053435
219.841385,-0.091603
219.846375,-0.129771
219.851395,-0.160305
219.856384,-0.122137
219.861389,-0.068702
219.866364,-0.137405
219.871399,-0.030534
219.876389,-0.061069
219.881393,-0.114504
219.886368,-0.114504
219.891388,-0.068702
219.896378,-0.175573
219.901398,-0.129771
219.906372,-0.137405
219.911392,-0.160305
219.916382,-0.10687
219.921387,-0.045802
219.926361,-0.145038
219.931396,-0.167939
219.936386,-0.152672
219.941391,-0.122137
219.946365,-0.099237
219.951385,-0.061069
219.95639,-0.137405
219.961395,-0.122137
219.96637,-0.091603
219.97139,-0.045802
219.976379,-0.061069
219.9814,0.0
219.986374,0.022901
219.991394,-0.076336
219.996384,-0.129771
220.001389,-0.122137
220.006363,-0.10687
220.011398,-0.030534
220.016388,-0.053435
220.021393,-0.061069
220.026367,-0.145038
220.031387,-0.122137
220.036377,-0.137405
220.041397,0.022901
220.046371,-0.053435
220.051392,-0.10687
220.056381,-0.061069
220.061386,-0.145038
220.06636,-0.183206
220.071396,-0.099237
220.076385,-0.167939
220.08139,-0.19084
220.086365,-0.061069
220.091385,-0.114504
220.09639,-0.061069
220.101395,-0.045802
220.106369,-0.091603
220.111389,-0.160305
220.116379,-0.045802
220.121399,0.038168
220.126373,0.045802
220.131393,-0.053435
220.136383,-0.129771
220.141388,-0.183206
220.146362,-0.122137
220.151398,-0.10687
220.156387,-0.045802
220.161392,-0.175573
220.166367,-0.236641
220.171387,-0.099237
220.176392,0.061069
220.181396,-0.076336
220.186371,-0.10687
220.191391,0.0
220.196381,-0.083969
220.201385,-0.045802
220.206375,-0.10687
220.211395,-0.061069
220.216385,-0.122137
220.22139,-0.137405
220.226364,-0.167939
220.2314,-0.10687
220.236389,-0.099237
220.241394,-0.083969
220.246368,-0.137405
220.251389,-0.167939
220.256378,-0.022901
220.261398,0.038168
220.266373,-0.030534
220.271393,-0.061069
220.276382,-0.045802
220.281387,-0.076336
220.286362,0.007634
220.291397,0.038168
220.296387,-0.038168
220.301392,-0.068702
220.306366,-0.122137
220.311386,-0.061069
220.316391,-0.076336
220.321396,-0.076336
220.32637,-0.114504
220.33139,-0.137405
220.33638,-0.099237
220.341385,-0.114504
220.346375,-0.137405
220.351395,-0.114504
220.356384,-0.045802
220.361389,-0.068702
220.366364,-0.091603
220.371399,-0.122137
220.376389,-0.091603
220.381393,-0.076336
220.386368,-0.068702
220.391388,-0.175573
220.396378,-0.152672
220.401398,-0.137405
220.406372,0.030534
220.411392,-0.053435
220.416382,-0.221374
220.421387,-0.152672
220.426361,-0.152672
220.431396,-0.099237
220.436386,-0.061069
220.441391,-0.045802
220.446365,-0.152672
220.451385,-0.137405
220.45639,-0.129771
220.461395,-0.022901
220.46637,-0.083969
220.47139,-0.167939
220.476379,-0.175573
220.4814,-0.045802
220.486374,-0.061069
220.491394,-0.022901
220.496384,-0.038168
220.501389,-0.099237
220.506363,-0.091603
220.511398,-0.083969
220.516388,-0.061069
220.521393,-0.076336
220.526367,-0.068702
220.531387,-0.114504
220.536377,-0.145038
220.541397,-0.068702
220.546371,-0.038168
220.551392,-0.068702
220.556381,-0.114504
220.561386,-0.175573
220.56636,-0.015267
220.571396,-0.030534
220.576385,-0.068702
220.58139,-0.068702
220.586365,-0.099237
220.591385,-0.122137
220.59639,-0.160305
220.601395,-0.076336
220.606369,-0.145038
220.611389,-0.183206
220.616379,-0.21374
220.621399,-0.175573
220.626373,-0.061069
220.631393,-0.038168
220.636383,-0.038168
220.641388,-0.045802
220.646362,-0.10687
220.651398,-0.10687
220.656387,-0.068702
220.661392,-0.091603
220.666367,-0.10687
220.671387,-0.091603
220.676392,-0.099237
220.681396,-0.030534
220.686371,0.015267
220.691391,-0.114504
220.696381,-0.137405
220.701385,-0.038168
220.706375,-0.061069
220.711395,-0.030534
220.716385,-0.053435
220.72139,-0.175573
220.726364,-0.10687
220.7314,-0.030534
220.736389,-0.083969
220.741394,-0.10687
220.746368,-0.129771
220.751389,-0.175573
220.756378,-0.022901
220.761398,-0.129771
220.766373,-0.068702
220.771393,0.0
220.776382,-0.091603
220.781387,-0.091603
220.786362,0.053435
220.791397,0.053435
220.796387,-0.007634
220.801392,-0.137405
220.806366,-0.145038
220.811386,-0.053435
220.816391,-0.145038
220.821396,-0.091603
220.82637,-0.091603
220.83139,-0.152672
220.83638,-0.114504
220.841385,-0.091603
220.846375,-0.076336
220.851395,-0.053435
220.856384,-0.030534
220.861389,-0.091603
220.866364,-0.099237
220.871399,-0.045802
220.876389,-0.076336
220.881393,-0.068702
220.886368,-0.022901
220.891388,-0.160305
220.896378,-0.145038
220.901398,-0.091603
220.906372,-0.015267
220.911392,-0.083969
220.916382,-0.152672
220.921387,-0.167939
220.926361,-0.022901
220.931396,0.007634
220.936386,-0.045802
220.941391,-0.083969
220.946365,-0.167939
220.951385,-0.083969
220.95639,-0.007634
220.961395,-0.030534
220.96637,-0.030534
220.97139,-0.10687
220.976379,-0.083969
220.9814,-0.091603
220.986374,0.022901
220.991394,0.030534
220.996384,0.022901
221.001389,-0.076336
221.006363,-0.114504
221.011398,-0.091603
221.016388,-0.061069
221.021393,-0.083969
221.026367,-0.053435
221.031387,-0.145038
221.036377,-0.076336
221.041397,0.0
221.046371,0.022901
221.051392,0.030534
221.056381,-0.053435
221.061386,-0.053435
221.06636,-0.053435
221.071396,-0.030534
221.076385,-0.137405
221.08139,-0.10687
221.086365,-0.122137
221.091385,-0.152672
221.09639,-0.030534
221.101395,-0.10687
221.106369,-0.122137
221.111389,-0.10687
221.116379,-0.099237
221.121399,-0.099237
221.126373,-0.076336
221.131393,-0.099237
221.136383,-0.114504
221.141388,-0.167939
221.146362,-0.099237
221.151398,-0.061069
221.156387,-0.053435
221.161392,-0.114504
221.166367,-0.068702
221.171387,-0.061069
221.176392,-0.083969
221.181396,-0.030534
221.186371,-0.045802
221.191391,-0.091603
221.196381,-0.091603
221.201385,-0.053435
221.206375,-0.083969
221.211395,-0.091603
221.216385,-0.061069
221.22139,-0.053435
221.226364,-0.10687
221.2314,-0.114504
221.236389,-0.091603
221.241394,-0.053435
221.246368,-0.053435
221.251389,0.053435
221.256378,0.0
221.261398,-0.145038
221.266373,0.015267
221.271393,0.022901
221.276382,0.007634
221.281387,-0.10687
221.286362,-0.152672
221.291397,-0.129771
221.296387,-0.045802
221.301392,-0.061069
221.306366,-0.007634
221.311386,-0.038168
221.316391,-0.145038
221.321396,-0.175573
221.32637,-0.068702
221.33139,-0.045802
221.33638,-0.076336
221.341385,-0.114504
221.346375,-0.099237
221.351395,-0.167939
221.356384,-0.099237
221.361389,-0.076336
221.366364,-0.152672
221.371399,-0.167939
221.376389,-0.099237
221.381393,-0.045802
221.386368,-0.076336
221.391388,-0.053435
221.396378,-0.099237
221.401398,-0.137405
221.406372,-0.091603
221.411392,-0.030534
221.416382,-0.053435
221.421387,-0.129771
221.426361,-0.167939
221.431396,-0.145038
221.436386,-0.061069
221.441391,0.030534
221.446365,-0.030534
221.451385,-0.099237
221.45639,-0.099237
221.461395,-0.122137
221.46637,-0.068702
221.47139,-0.099237
221.476379,-0.030534
221.4814,-0.015267
221.486374,-0.129771
221.491394,-0.015267
221.496384,-0.045802
221.501389,-0.083969
221.506363,-0.137405
221.511398,-0.129771
221.516388,-0.145038
221.521393,-0.122137
221.526367,-0.038168
221.531387,-0.061069
221.536377,-0.083969
221.541397,-0.114504
221.546371,-0.129771
221.551392,-0.152672
221.556381,-0.129771
221.561386,-0.122137
221.56636,-0.076336
221.571396,-0.114504
221.576385,-0.122137
221.58139,-0.099237
221.586365,-0.137405
221.591385,-0.229008
221.59639,-0.198473
221.601395,-0.167939
221.606369,-0.198473
221.611389,-0.114504
221.616379,-0.045802
221.621399,-0.122137
221.626373,-0.19084
221.631393,-0.122137
221.636383,0.0
221.641388,0.022901
221.646362,-0.061069
221.651398,-0.145038
221.656387,-0.091603
221.661392,-0.083969
221.666367,0.015267
221.671387,0.007634
221.676392,-0.061069
221.681396,-0.068702
221.686371,-0.099237
221.691391,-0.083969
221.696381,-0.137405
221.701385,-0.114504
221.706375,-0.175573
221.711395,-0.099237
221.716385,-0.129771
221.72139,-0.076336
221.726364,-0.129771
221.7314,-0.091603
221.736389,-0.091603
221.741394,-0.145038
221.746368,-0.137405
221.751389,-0.10687
221.756378,-0.068702
221.761398,-0.053435
221.766373,-0.007634
221.771393,-0.053435
221.776382,-0.114504
221.781387,-0.076336
221.786362,-0.083969
221.791397,-0.076336
221.796387,-0.114504
221.801392,-0.091603
221.806366,-0.061069
221.811386,0.015267
221.816391,-0.083969
221.821396,-0.137405
221.82637,-0.21374
221.83139,-0.114504
221.83638,-0.015267
221.841385,-0.076336
221.846375,-0.129771
221.851395,-0.175573
221.856384,-0.244275
221.861389,-0.152672
221.866364,-0.137405
221.871399,-0.007634
221.876389,-0.061069
221.881393,-0.145038
221.886368,-0.099237
221.891388,-0.160305
221.896378,-0.160305
221.901398,-0.030534
221.906372,-0.045802
221.911392,-0.152672
221.916382,-0.160305
221.921387,-0.114504
221.926361,-0.122137
221.931396,-0.145038
221.936386,-0.129771
221.941391,-0.160305
221.946365,-0.099237
221.951385,-0.099237
221.95639,-0.068702
221.961395,-0.038168
221.96637,-0.10687
221.97139,-0.099237
221.976379,-0.129771
221.9814,-0.099237
221.986374,-0.076336
221.991394,-0.099237
221.996384,-0.122137
222.001389,-0.076336
222.006363,-0.022901
222.011398,-0.022901
222.016388,-0.152672
222.021393,-0.122137
222.026367,-0.129771
222.031387,-0.053435
222.036377,0.038168
222.041397,0.053435
222.046371,-0.038168
222.051392,-0.19084
222.056381,-0.061069
222.061386,-0.122137
222.06636,-0.122137
222.071396,-0.061069
222.076385,-0.145038
222.08139,-0.145038
222.086365,-0.152672
222.091385,-0.099237
222.09639,-0.114504
222.101395,-0.10687
222.106369,-0.122137
222.111389,-0.099237
222.116379,-0.114504
222.121399,-0.061069
222.126373,-0.10687
222.131393,-0.122137
222.136383,-0.099237
222.141388,-0.122137
222.146362,-0.007634
222.151398,-0.015267
222.156387,-0.099237
222.161392,-0.152672
222.166367,-0.137405
222.171387,-0.10687
222.176392,-0.10687
222.181396,-0.114504
222.186371,-0.10687
222.191391,-0.152672
222.196381,-0.076336
222.201385,-0.091603
222.206375,-0.114504
222.211395,-0.137405
222.216385,-0.091603
222.22139,-0.167939
222.226364,-0.137405
222.2314,-0.122137
222.236389,-0.061069
222.241394,-0.083969
222.246368,-0.114504
222.251389,-0.068702
222.256378,-0.045802
222.261398,-0.068702
222.266373,-0.145038
222.271393,-0.099237
222.276382,-0.099237
222.281387,-0.160305
222.286362,-0.122137
222.291397,-0.068702
222.296387,-0.083969
222.301392,-0.083969
222.306366,-0.083969
222.311386,-0.015267
222.316391,-0.007634
222.321396,-0.007634
222.32637,-0.099237
222.33139,-0.145038
222.33638,-0.083969
222.341385,-0.091603
222.346375,-0.122137
222.351395,-0.099237
222.356384,-0.137405
222.361389,-0.152672
222.366364,-0.10687
222.371399,-0.091603
222.376389,-0.030534
222.381393,-0.007634
222.386368,-0.091603
222.391388,-0.19084
222.396378,-0.183206
222.401398,-0.061069
222.406372,0.030534
222.411392,0.007634
222.416382,-0.015267
222.421387,-0.160305
222.426361,-0.10687
222.431396,-0.076336
222.436386,-0.030534
222.441391,-0.015267
222.446365,-0.045802
222.451385,-0.076336
222.45639,-0.137405
222.461395,-0.10687
222.46637,-0.045802
222.47139,-0.099237
222.476379,-0.137405
222.4814,-0.160305
222.486374,-0.129771
222.491394,-0.145038
222.496384,-0.038168
222.501389,-0.083969
222.506363,-0.129771
222.511398,-0.137405
222.516388,-0.083969
222.521393,-0.007634
222.526367,-0.030534
222.531387,-0.076336
222.536377,-0.160305
222.541397,-0.198473
222.546371,-0.053435
222.551392,-0.099237
222.556381,-0.068702
222.561386,-0.10687
222.56636,-0.099237
222.571396,-0.152672
222.576385,-0.183206
222.58139,-0.137405
222.586365,-0.053435
222.591385,-0.061069
222.59639,-0.061069
222.601395,-0.129771
222.606369,-0.129771
222.611389,-0.030534
222.616379,-0.022901
222.621399,-0.10687
222.626373,-0.068702
222.631393,-0.175573
222.636383,-0.19084
222.641388,-0.091603
222.646362,-0.129771
222.651398,-0.167939
222.656387,-0.160305
222.661392,-0.114504
222.666367,-0.076336
222.671387,-0.045802
222.676392,-0.045802
222.681396,-0.091603
222.686371,-0.10687
222.691391,-0.061069
222.696381,-0.19084
222.701385,-0.160305
222.706375,-0.145038
222.711395,-0.091603
222.716385,-0.007634
222.72139,-0.015267
222.726364,-0.068702
222.7314,-0.10687
222.736389,-0.175573
222.741394,-0.160305
222.746368,-0.061069
222.751389,-0.022901
222.756378,-0.091603
222.761398,-0.083969
222.766373,-0.007634
222.771393,0.015267
222.776382,0.076336
222.781387,0.015267
222.786362,-0.152672
222.791397,-0.038168
222.796387,0.045802
222.801392,-0.030534
222.806366,-0.076336
222.811386,-0.122137
222.816391,-0.137405
222.821396,-0.114504
222.82637,-0.122137
222.83139,-0.022901
222.83638,0.015267
222.841385,-0.007634
222.846375,-0.083969
222.851395,-0.10687
222.856384,-0.114504
222.861389,-0.114504
222.866364,-0.167939
222.871399,-0.145038
222.876389,-0.137405
222.881393,-0.083969
222.886368,-0.083969
222.891388,-0.038168
222.896378,-0.061069
222.901398,-0.015267
222.906372,-0.10687
222.911392,-0.068702
222.916382,-0.007634
222.921387,-0.015267
222.926361,-0.076336
222.931396,-0.167939
222.936386,-0.045802
222.941391,-0.129771
222.946365,-0.145038
222.951385,-0.183206
222.95639,-0.183206
222.961395,-0.122137
222.96637,-0.076336
222.97139,-0.030534
222.976379,-0.129771
222.9814,-0.129771
222.986374,-0.122137
222.991394,-0.030534
222.996384,-0.061069
223.001389,-0.114504
223.006363,-0.21374
223.011398,-0.122137
223.016388,-0.114504
223.021393,-0.137405
223.026367,-0.091603
223.031387,-0.10687
223.036377,-0.145038
223.041397,-0.091603
223.046371,-0.091603
223.051392,0.076336
223.056381,0.015267
223.061386,-0.129771
223.06636,-0.10687
223.071396,-0.083969
223.076385,-0.015267
223.08139,-0.045802
223.086365,-0.045802
223.091385,-0.068702
223.09639,-0.061069
223.101395,-0.114504
223.106369,-0.022901
223.111389,0.007634
223.116379,-0.045802
223.121399,-0.129771
223.126373,-0.053435
223.131393,-0.061069
223.136383,0.007634
223.141388,-0.015267
223.146362,-0.061069
223.151398,-0.091603
223.156387,-0.114504
223.161392,-0.061069
223.166367,-0.068702
223.171387,-0.129771
223.176392,-0.145038
223.181396,-0.091603
223.186371,-0.091603
223.191391,-0.083969
223.196381,-0.061069
223.201385,-0.129771
223.206375,-0.076336
223.211395,-0.045802
223.216385,-0.045802
223.22139,-0.038168
223.226364,-0.007634
223.2314,-0.083969
223.236389,-0.145038
223.241394,-0.206107
223.246368,-0.099237
223.251389,-0.022901
223.256378,-0.114504
223.261398,-0.152672
223.266373,-0.160305
223.271393,-0.030534
223.276382,-0.152672
223.281387,-0.167939
223.286362,-0.152672
223.291397,-0.129771
223.296387,-0.083969
223.301392,-0.038168
223.306366,-0.007634
223.311386,-0.183206
223.316391,-0.114504
223.321396,-0.083969
223.32637,-0.10687
223.33139,-0.122137
223.33638,-0.053435
223.341385,-0.061069
223.346375,-0.10687
223.351395,-0.007634
223.356384,-0.007634
223.361389,-0.007634
223.366364,-0.053435
223.371399,-0.145038
223.376389,-0.160305
223.381393,-0.160305
223.386368,-0.061069
223.391388,-0.114504
223.396378,-0.145038
223.401398,-0.137405
223.406372,-0.183206
223.411392,-0.19084
223.416382,-0.099237
223.421387,-0.083969
223.426361,-0.152672
223.431396,-0.152672
223.436386,-0.038168
223.441391,0.015267
223.446365,-0.061069
223.451385,-0.167939
223.45639,-0.251908
223.461395,-0.114504
223.46637,-0.152672
223.47139,-0.129771
223.476379,-0.068702
223.4814,-0.038168
223.486374,-0.145038
223.491394,-0.114504
223.496384,-0.114504
223.501389,-0.030534
223.506363,-0.015267
223.511398,-0.137405
223.516388,-0.229008
223.521393,-0.21374
223.526367,-0.091603
223.531387,-0.068702
223.536377,-0.068702
223.541397,-0.045802
223.546371,-0.053435
223.551392,-0.129771
223.556381,0.0
223.561386,-0.076336
223.56636,-0.053435
223.571396,-0.167939
223.576385,-0.21374
223.58139,-0.21374
223.586365,-0.122137
223.591385,-0.152672
223.59639,-0.137405
223.601395,-0.030534
223.606369,-0.091603
223.611389,-0.114504
223.616379,-0.091603
223.621399,-0.137405
223.626373,-0.145038
223.631393,-0.122137
223.636383,-0.099237
223.641388,-0.114504
223.646362,-0.045802
223.651398,-0.122137
223.656387,-0.091603
223.661392,-0.099237
223.666367,-0.030534
223.671387,-0.076336
223.676392,-0.137405
223.681396,-0.076336
223.686371,-0.114504
223.691391,-0.099237
223.696381,-0.145038
223.701385,-0.10687
223.706375,-0.038168
223.711395,-0.152672
223.716385,-0.145038
223.72139,-0.114504
223.726364,-0.10687
223.7314,-0.045802
223.736389,-0.137405
223.741394,-0.083969
223.746368,-0.083969
223.751389,-0.061069
223.756378,-0.137405
223.761398,-0.10687
223.766373,-0.099237
223.771393,-0.099237
223.776382,-0.030534
223.781387,-0.114504
223.786362,-0.122137
223.791397,-0.091603
223.796387,-0.076336
223.801392,-0.19084
223.806366,-0.114504
223.811386,0.007634
223.816391,0.022901
223.821396,-0.076336
223.82637,-0.099237
223.83139,-0.129771
223.83638,-0.122137
223.841385,-0.083969
223.846375,-0.045802
223.851395,-0.030534
223.856384,-0.061069
223.861389,-0.114504
223.866364,-0.114504
223.871399,-0.21374
223.876389,-0.152672
223.881393,-0.083969
223.886368,-0.10687
223.891388,-0.083969
223.896378,-0.007634
223.901398,-0.045802
223.906372,-0.083969
223.911392,-0.038168
223.916382,-0.038168
223.921387,-0.007634
223.926361,0.038168
223.931396,-0.099237
223.936386,-0.175573
223.941391,-0.175573
223.946365,-0.198473
223.951385,-0.137405
223.95639,-0.099237
223.961395,-0.007634
223.96637,0.0
223.97139,-0.053435
223.976379,-0.076336
223.9814,-0.061069
223.986374,-0.076336
223.991394,-0.053435
223.996384,-0.099237
224.001389,-0.076336
224.006363,-0.083969
224.011398,-0.045802
224.016388,-0.083969
224.021393,-0.061069
224.026367,-0.114504
224.031387,-0.137405
224.036377,-0.145038
224.041397,-0.129771
224.046371,-0.030534
224.051392,-0.022901
224.056381,-0.045802
224.061386,-0.083969
224.06636,-0.137405
224.071396,-0.068702
224.076385,0.0
224.08139,-0.160305
224.086365,-0.198473
224.091385,-0.099237
224.09639,-0.061069
224.101395,-0.061069
224.106369,0.068702
224.111389,0.022901
224.116379,-0.10687
224.121399,-0.076336
224.126373,-0.045802
224.131393,-0.099237
224.136383,-0.099237
224.141388,-0.10687
224.146362,-0.167939
224.151398,-0.091603
224.156387,-0.015267
224.161392,-0.022901
224.166367,-0.061069
224.171387,-0.160305
224.176392,-0.007634
224.181396,-0.076336
224.186371,-0.083969
224.191391,-0.053435
224.196381,-0.068702
224.201385,-0.145038
224.206375,-0.129771
224.211395,-0.022901
224.216385,-0.053435
224.22139,-0.015267
224.226364,-0.167939
224.2314,-0.10687
224.236389,-0.038168
224.241394,-0.076336
224.246368,-0.053435
224.251389,-0.183206
224.256378,-0.053435
224.261398,-0.068702
224.266373,-0.091603
224.271393,-0.091603
224.276382,-0.137405
224.281387,-0.137405
224.286362,-0.152672
224.291397,-0.206107
224.296387,0.038168
224.301392,0.038168
224.306366,-0.015267
224.311386,-0.030534
224.316391,-0.038168
224.321396,-0.061069
224.32637,-0.091603
224.33139,-0.152672
224.33638,-0.160305
224.341385,-0.19084
224.346375,-0.145038
224.351395,0.022901
224.356384,-0.015267
224.361389,-0.053435
224.366364,-0.145038
224.371399,-0.160305
224.376389,-0.114504
224.381393,-0.007634
224.386368,-0.053435
224.391388,-0.068702
224.396378,-0.167939
224.401398,-0.19084
224.406372,-0.099237
224.411392,-0.007634
224.416382,-0.045802
224.421387,-0.076336
224.426361,-0.10687
224.431396,-0.145038
224.436386,-0.091603
224.441391,-0.152672
224.446365,-0.076336
224.451385,-0.091603
224.45639,-0.160305
224.461395,-0.152672
224.46637,-0.022901
224.47139,-0.038168
224.476379,0.015267
224.4814,-0.10687
224.486374,-0.137405
224.491394,-0.030534
224.496384,-0.045802
224.501389,0.045802
224.506363,-0.076336
224.511398,-0.114504
224.516388,-0.122137
224.521393,-0.175573
224.526367,-0.083969
224.531387,-0.114504
224.536377,-0.152672
224.541397,-0.083969
224.546371,-0.114504
224.551392,-0.076336
224.556381,-0.10687
224.561386,-0.10687
224.56636,-0.091603
224.571396,-0.038168
224.576385,-0.022901
224.58139,-0.030534
224.586365,-0.076336
224.591385,-0.030534
224.59639,-0.10687
224.601395,-0.152672
224.606369,-0.083969
224.611389,-0.022901
224.616379,-0.045802
224.621399,-0.083969
224.626373,-0.137405
224.631393,-0.129771
224.636383,-0.053435
224.641388,-0.045802
224.646362,-0.061069
224.651398,-0.10687
224.656387,-0.099237
224.661392,-0.114504
224.666367,-0.152672
224.671387,-0.160305
224.676392,-0.114504
224.681396,-0.160305
224.686371,-0.160305
224.691391,-0.053435
224.696381,-0.091603
224.701385,-0.167939
224.706375,-0.167939
224.711395,-0.114504
224.716385,-0.091603
224.72139,-0.137405
224.726364,-0.030534
224.7314,-0.10687
224.736389,-0.10687
224.741394,-0.10687
224.746368,-0.114504
224.751389,-0.083969
224.756378,-0.083969
224.761398,-0.137405
224.766373,-0.19084
224.771393,-0.114504
224.776382,-0.015267
224.781387,0.022901
224.786362,-0.007634
224.791397,-0.129771
224.796387,-0.175573
224.801392,-0.167939
224.806366,-0.114504
224.811386,-0.152672
224.816391,-0.152672
224.821396,-0.145038
224.82637,-0.167939
224.83139,-0.137405
224.83638,-0.061069
224.841385,-0.099237
224.846375,-0.122137
224.851395,-0.091603
224.856384,-0.068702
224.861389,-0.053435
224.866364,-0.045802
224.871399,-0.10687
224.876389,-0.145038
224.881393,-0.137405
224.886368,-0.137405
224.891388,-0.099237
224.896378,-0.038168
224.901398,-0.068702
224.906372,-0.10687
224.911392,-0.160305
224.916382,-0.183206
224.921387,-0.099237
224.926361,-0.053435
224.931396,-0.145038
224.936386,-0.21374
224.941391,-0.145038
224.946365,-0.030534
224.951385,-0.053435
224.95639,-0.068702
224.961395,-0.099237
224.96637,-0.068702
224.97139,-0.007634
224.976379,-0.076336
224.9814,-0.083969
224.986374,-0.145038
224.991394,-0.137405
224.996384,-0.129771
225.001389,-0.129771
225.006363,-0.038168
225.011398,0.0
225.016388,-0.160305
225.021393,-0.160305
225.026367,-0.114504
225.031387,-0.022901
225.036377,-0.022901
225.041397,-0.10687
225.046371,-0.10687
225.051392,-0.022901
225.056381,-0.091603
225.061386,-0.038168
225.06636,-0.091603
225.071396,-0.045802
225.076385,-0.068702
225.08139,-0.137405
225.086365,-0.10687
225.091385,-0.053435
225.09639,-0.061069
225.101395,-0.038168
225.106369,-0.030534
225.111389,-0.083969
225.116379,-0.022901
225.121399,-0.091603
225.126373,-0.167939
225.131393,-0.145038
225.136383,-0.022901
225.141388,0.083969
225.146362,-0.015267
225.151398,0.0
225.156387,-0.091603
225.161392,-0.183206
225.166367,-0.160305
225.171387,-0.137405
225.176392,-0.122137
225.181396,-0.122137
225.186371,-0.129771
225.191391,-0.099237
225.196381,-0.007634
225.201385,-0.076336
225.206375,-0.183206
225.211395,-0.21374
225.216385,-0.152672
225.22139,-0.030534
225.226364,-0.053435
225.2314,-0.076336
225.236389,-0.061069
225.241394,-0.068702
225.246368,-0.167939
225.251389,-0.122137
225.256378,-0.091603
225.261398,-0.061069
225.266373,-0.114504
225.271393,-0.030534
225.276382,-0.053435
225.281387,-0.038168
225.286362,-0.053435
225.291397,-0.167939
225.296387,-0.145038
225.301392,-0.10687
225.306366,-0.083969
225.311386,-0.022901
225.316391,-0.175573
225.321396,-0.183206
225.32637,-0.083969
225.33139,-0.091603
225.33638,0.022901
225.341385,-0.015267
225.346375,-0.007634
225.351395,-0.10687
225.356384,-0.068702
225.361389,-0.015267
225.366364,0.038168
225.371399,0.007634
225.376389,-0.053435
225.381393,-0.091603
225.386368,-0.076336
225.391388,-0.068702
225.396378,-0.068702
225.401398,-0.083969
225.406372,-0.099237
225.411392,-0.137405
225.416382,-0.122137
225.421387,0.0
225.426361,0.061069
225.431396,-0.10687
225.436386,-0.167939
225.441391,-0.068702
225.446365,-0.038168
225.451385,-0.061069
225.45639,-0.10687
225.461395,-0.129771
225.46637,-0.129771
225.47139,0.007634
225.476379,0.030534
225.4814,-0.038168
225.486374,-0.030534
225.491394,-0.045802
225.496384,-0.061069
225.501389,-0.061069
225.506363,-0.083969
225.511398,-0.129771
225.516388,-0.045802
225.521393,-0.167939
225.526367,-0.145038
225.531387,-0.076336
225.536377,-0.068702
225.541397,-0.076336
225.546371,-0.129771
225.551392,-0.083969
225.556381,-0.038168
225.561386,-0.076336
225.56636,-0.061069
225.571396,-0.099237
225.576385,-0.122137
225.58139,-0.206107
225.586365,0.038168
225.591385,0.022901
225.59639,-0.030534
225.601395,-0.122137
225.606369,-0.122137
225.611389,-0.038168
225.616379,-0.015267
225.621399,-0.022901
225.626373,-0.122137
225.631393,-0.068702
225.636383,-0.129771
225.641388,-0.099237
225.646362,0.007634
225.651398,-0.015267
225.656387,-0.160305
225.661392,-0.183206
225.666367,-0.114504
225.671387,-0.007634
225.676392,0.022901
225.681396,0.007634
225.686371,-0.053435
225.691391,-0.129771
225.696381,-0.099237
225.701385,0.022901
225.706375,-0.045802
225.711395,-0.099237
225.716385,-0.099237
225.72139,-0.053435
225.726364,-0.053435
225.7314,0.045802
225.736389,-0.030534
225.741394,-0.145038
225.746368,-0.183206
225.751389,-0.129771
225.756378,-0.152672
225.761398,-0.068702
225.766373,-0.045802
225.771393,-0.129771
225.776382,-0.114504
225.781387,-0.091603
225.786362,-0.099237
225.791397,-0.030534
225.796387,-0.091603
225.801392,-0.145038
225.806366,-0.145038
225.811386,-0.152672
225.816391,-0.045802
225.821396,-0.053435
225.82637,-0.122137
225.83139,-0.114504
225.83638,-0.160305
225.841385,-0.175573
225.846375,-0.076336
225.851395,-0.061069
225.856384,-0.099237
225.861389,-0.061069
225.866364,-0.068702
225.871399,0.0
225.876389,0.038168
225.881393,-0.053435
225.886368,-0.076336
225.891388,-0.175573
225.896378,-0.083969
225.901398,-0.114504
225.906372,-0.068702
225.911392,-0.10687
225.916382,-0.10687
225.921387,-0.137405
225.926361,-0.10687
225.931396,-0.015267
225.936386,-0.129771
225.941391,-0.137405
225.946365,-0.083969
225.951385,-0.045802
225.95639,0.030534
225.961395,-0.068702
225.96637,-0.152672
225.97139,-0.198473
225.976379,-0.114504
225.9814,-0.068702
225.986374,-0.099237
225.991394,-0.122137
225.996384,-0.053435
226.001389,-0.10687
226.006363,-0.114504
226.011398,-0.099237
226.016388,-0.022901
226.021393,-0.045802
226.026367,-0.10687
226.031387,-0.122137
226.036377,-0.122137
226.041397,-0.076336
226.046371,-0.091603
226.051392,-0.114504
226.056381,-0.152672
226.061386,-0.129771
226.06636,-0.053435
226.071396,0.015267
226.076385,0.053435
226.08139,-0.015267
226.086365,-0.145038
226.091385,-0.145038
226.09639,-0.114504
226.101395,-0.015267
226.106369,-0.015267
226.111389,0.053435
226.116379,-0.045802
226.121399,-0.10687
