t,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
48.202,0.9922,-0.0042,0.1899,0.664,1.099,-0.16,42.54
48.227,0.9902,-0.0044,0.1831,0.58,0.954,-0.092,42.57
48.252,0.9902,-0.0071,0.1841,0.672,1.069,-0.076,42.56
48.277,0.9919,-0.0037,0.1868,0.595,1.092,-0.214,42.56
48.302,0.9922,-0.0061,0.1924,0.634,1.023,-0.191,42.56
48.327,0.9929,-0.0054,0.1853,0.656,1.046,-0.115,42.57
48.352,0.9941,-0.0029,0.1877,0.695,1.023,0.015,42.57
48.377,0.9878,-0.0051,0.1858,0.649,1.023,-0.023,42.56
48.402,0.989,-0.0029,0.1868,0.672,1.0,-0.076,42.57
48.427,0.9929,-0.0059,0.1807,0.611,1.0,-0.061,42.58
48.452,0.9893,-0.0046,0.1943,0.656,1.046,-0.053,42.55
48.477,0.9934,-0.0049,0.1819,0.557,1.115,-0.023,42.54
48.502,0.9934,-0.0078,0.1868,0.763,0.962,-0.122,42.55
48.527,0.991,-0.0068,0.1814,0.603,1.053,-0.16,42.56
48.552,0.9915,-0.0022,0.1831,0.527,1.115,-0.053,42.55
48.577,0.9912,-0.0085,0.1824,0.74,0.992,-0.107,42.55
48.602,0.9883,-0.002,0.1865,0.649,1.053,-0.076,42.58
48.627,0.9927,-0.0063,0.186,0.672,0.992,-0.214,42.55
48.652,0.9878,-0.0051,0.1846,0.656,1.008,-0.046,42.56
48.677,0.9919,-0.0046,0.1917,0.718,1.053,-0.122,42.55
48.702,0.9917,-0.0068,0.186,0.672,1.031,-0.099,42.56
48.727,0.9875,-0.0032,0.187,0.588,1.023,-0.099,42.54
48.752,0.9902,-0.0073,0.1863,0.626,1.122,-0.176,42.54
48.777,0.9919,-0.0029,0.1826,0.603,1.099,-0.168,42.56
48.802,0.9907,-0.0042,0.1875,0.626,0.939,-0.122,42.57
48.827,0.9934,-0.0085,0.1826,0.664,1.046,-0.115,42.57
48.852,0.9897,-0.0051,0.1804,0.664,1.084,-0.244,42.54
48.877,0.9927,-0.0054,0.1819,0.702,1.023,-0.122,42.54
48.902,0.988,-0.0032,0.1873,0.718,1.046,-0.115,42.54
48.927,0.991,-0.0042,0.1829,0.679,0.992,-0.053,42.57
48.952,0.9897,-0.0015,0.1921,0.656,1.069,-0.122,42.56
48.977,0.9917,-0.0044,0.1846,0.672,1.015,-0.221,42.55
49.002,0.991,-0.0029,0.1892,0.74,0.992,-0.176,42.57
49.027,0.9927,-0.0056,0.1897,0.641,1.076,-0.206,42.55
49.052,0.9888,-0.0022,0.1851,0.656,1.053,-0.107,42.54
49.077,0.9937,-0.0061,0.1868,0.687,1.183,-0.076,42.56
49.102,0.9897,-0.002,0.1882,0.573,0.954,-0.084,42.56
49.127,0.9885,-0.0066,0.1892,0.679,0.985,-0.176,42.58
49.152,0.9907,-0.0042,0.1865,0.618,1.076,-0.107,42.55
49.177,0.9915,-0.0039,0.186,0.664,0.985,-0.069,42.54
49.202,0.9902,-0.0063,0.1809,0.664,0.962,-0.046,42.55
49.227,0.9934,-0.0042,0.1853,0.58,1.069,-0.084,42.56
49.252,0.9885,-0.0024,0.1868,0.679,1.122,-0.115,42.54
49.277,0.9912,-0.0061,0.1902,0.649,1.107,-0.023,42.54
49.302,0.9934,0.0007,0.1824,0.573,1.015,-0.206,42.52
49.327,0.99,-0.0049,0.1799,0.603,1.031,-0.176,42.54
49.352,0.9905,-0.0022,0.1865,0.641,1.076,-0.061,42.56
49.377,0.9924,-0.0032,0.1868,0.74,1.015,-0.115,42.56
49.402,0.9866,0.0007,0.188,0.634,1.153,-0.046,42.53
49.427,0.9932,-0.0061,0.1843,0.634,1.069,-0.084,42.56
49.452,0.9878,-0.0042,0.1848,0.618,1.076,-0.122,42.57
49.477,0.9924,-0.0046,0.188,0.595,0.977,-0.137,42.55
49.502,0.9905,-0.001,0.1853,0.603,0.916,-0.092,42.54
49.527,0.9937,-0.0078,0.1838,0.718,0.962,-0.046,42.55
49.552,0.9922,-0.001,0.1921,0.702,1.046,-0.008,42.53
49.577,0.9866,-0.0046,0.1826,0.702,0.985,-0.137,42.54
49.602,0.9929,-0.0039,0.1875,0.641,1.053,-0.198,42.53
49.627,0.99,-0.0039,0.1821,0.695,0.977,0.008,42.54
49.652,0.9907,-0.0034,0.1797,0.702,1.008,-0.13,42.54
49.677,0.9885,-0.009,0.1812,0.763,1.053,-0.183,42.54
49.702,0.9907,-0.0012,0.1843,0.687,1.076,-0.115,42.55
49.727,0.9905,-0.0063,0.1807,0.649,1.008,-0.107,42.53
49.752,0.9873,-0.0039,0.1829,0.649,0.992,-0.153,42.55
49.777,0.9878,-0.0059,0.1899,0.603,1.046,-0.145,42.54
49.802,0.989,-0.0037,0.1873,0.611,1.053,-0.16,42.5
49.827,0.9893,-0.0037,0.1887,0.603,1.069,-0.16,42.54
49.852,0.9895,-0.0068,0.1853,0.664,1.069,-0.176,42.52
49.877,0.9905,-0.0034,0.1858,0.649,1.069,0.0,42.53
49.902,0.9883,-0.0046,0.1829,0.649,1.015,-0.076,42.53
49.927,0.9878,-0.0085,0.1863,0.58,1.092,-0.237,42.52
49.952,0.9907,-0.0042,0.1812,0.656,1.053,-0.107,42.54
49.977,0.9956,-0.0059,0.1899,0.618,1.107,-0.221,42.53
50.002,0.99,-0.0037,0.1831,0.664,1.084,-0.099,42.55
50.027,0.9888,-0.001,0.1841,0.565,1.092,-0.137,42.55
50.052,0.9912,-0.0027,0.188,0.603,1.038,-0.053,42.54
50.077,0.9907,-0.0037,0.1833,0.603,1.107,-0.092,42.53
50.102,0.9883,-0.0059,0.1841,0.832,1.038,-0.031,42.52
50.127,0.9915,-0.0059,0.189,0.626,1.145,-0.008,42.53
50.152,0.99,0.0,0.1843,0.672,1.076,-0.122,42.53
50.177,0.9866,-0.002,0.1885,0.656,1.145,-0.168,42.53
50.202,0.9875,-0.0027,0.1875,0.687,0.931,-0.084,42.55
50.227,0.9863,-0.0044,0.1865,0.626,1.107,-0.046,42.53
50.252,0.9922,-0.0037,0.1921,0.664,0.992,-0.069,42.54
50.277,0.9902,-0.0024,0.1831,0.702,1.046,-0.122,42.54
50.302,0.9839,-0.0042,0.1807,0.695,0.992,-0.031,42.54
50.327,0.9924,-0.0012,0.186,0.771,0.954,-0.061,42.55
50.352,0.9932,-0.0037,0.1851,0.588,1.153,-0.16,42.54
50.377,0.9844,-0.0063,0.1882,0.679,1.015,-0.084,42.51
50.402,0.9912,-0.0029,0.1826,0.634,1.0,-0.076,42.54
50.427,0.9927,-0.0042,0.1892,0.733,1.038,-0.206,42.54
50.452,0.9917,-0.0042,0.1851,0.679,1.031,-0.122,42.52
50.477,0.99,-0.0024,0.1877,0.611,1.069,-0.038,42.55
50.502,0.988,-0.0022,0.1819,0.756,0.977,-0.099,42.55
50.527,0.9949,-0.0063,0.1863,0.733,1.015,-0.107,42.54
50.552,0.9915,-0.0061,0.1841,0.656,1.107,-0.107,42.55
50.577,0.9927,0.001,0.1855,0.611,1.061,-0.099,42.54
50.602,0.988,-0.0068,0.1877,0.611,0.992,-0.069,42.55
50.627,0.9912,-0.0046,0.1804,0.679,1.023,-0.115,42.52
50.652,0.9907,-0.0017,0.1929,0.595,0.977,-0.115,42.56
50.677,0.991,-0.0029,0.1819,0.664,1.015,-0.153,42.53
50.702,0.9912,-0.0051,0.1816,0.687,1.0,-0.084,42.57
50.727,0.9949,-0.0022,0.1907,0.603,1.099,-0.145,42.53
50.752,0.9885,-0.0059,0.1892,0.656,1.008,-0.046,42.52
50.777,0.9905,-0.0056,0.1882,0.649,0.962,-0.107,42.57
50.802,0.9895,-0.0056,0.1855,0.634,1.076,-0.145,42.55
50.827,0.9888,-0.0002,0.1887,0.588,1.031,-0.069,42.53
50.852,0.9932,-0.0034,0.189,0.679,1.015,-0.115,42.54
50.877,0.9922,-0.0061,0.1765,0.641,1.023,-0.13,42.52
50.902,0.9939,-0.0059,0.1848,0.656,1.031,-0.107,42.55
50.927,0.9902,-0.0034,0.1863,0.664,1.16,-0.137,42.54
50.952,0.9968,-0.0039,0.1836,0.687,1.053,-0.092,42.52
50.977,0.9905,-0.0034,0.1887,0.626,0.908,-0.061,42.54
51.002,0.9917,-0.0012,0.1892,0.618,1.008,-0.092,42.54
51.027,0.9893,-0.0044,0.1882,0.664,1.031,-0.244,42.53
51.052,0.988,-0.0059,0.1833,0.634,1.046,-0.16,42.53
51.077,0.9893,-0.0056,0.1794,0.679,1.038,-0.137,42.55
51.102,0.9907,-0.0032,0.1831,0.695,1.115,-0.084,42.57
51.127,0.9897,-0.0032,0.1875,0.687,1.107,-0.168,42.53
51.152,0.9917,-0.0063,0.1855,0.695,1.107,-0.053,42.52
51.177,0.9868,-0.0042,0.1802,0.664,1.107,-0.038,42.52
51.202,0.9888,-0.001,0.1882,0.656,1.015,-0.084,42.53
51.227,0.9873,-0.0061,0.1914,0.626,1.008,-0.107,42.53
51.252,0.9885,-0.0024,0.1907,0.718,1.031,-0.122,42.54
51.277,0.99,-0.0039,0.1899,0.672,1.061,-0.145,42.53
51.302,0.9868,-0.0093,0.1831,0.634,1.099,-0.092,42.54
51.327,0.9897,-0.0071,0.1902,0.634,1.168,-0.145,42.53
51.352,0.9917,-0.0037,0.1848,0.718,1.084,-0.145,42.54
51.377,0.9897,-0.0051,0.1868,0.672,1.015,-0.076,42.52
51.402,0.9915,-0.0044,0.1841,0.611,1.061,-0.023,42.51
51.427,0.9937,-0.0063,0.1865,0.672,0.977,-0.076,42.54
51.452,0.9922,-0.0015,0.1838,0.649,1.031,-0.107,42.53
51.477,0.9897,-0.0034,0.1819,0.641,1.145,-0.046,42.53
51.502,0.9929,-0.0015,0.1863,0.725,0.962,-0.153,42.51
51.527,0.9868,-0.0061,0.1875,0.718,1.13,-0.031,42.52
51.552,0.9875,-0.0049,0.1887,0.557,1.092,-0.13,42.51
51.577,0.9927,-0.0039,0.187,0.618,0.947,-0.153,42.53
51.602,0.989,-0.0044,0.1863,0.641,1.031,-0.16,42.53
51.627,0.9915,-0.0007,0.1863,0.664,1.153,-0.023,42.52
51.652,0.9954,-0.0059,0.187,0.603,1.069,-0.214,42.54
51.677,0.9919,-0.0044,0.1865,0.702,1.0,-0.145,42.53
51.702,0.9895,-0.0029,0.1863,0.695,1.031,-0.145,42.52
51.727,0.9912,-0.0042,0.1821,0.672,1.038,-0.153,42.51
51.752,0.9922,-0.0024,0.188,0.641,1.084,-0.115,42.52
51.777,0.9902,-0.0046,0.1804,0.603,1.137,-0.046,42.53
51.802,0.9902,-0.0007,0.1875,0.725,1.061,-0.16,42.52
51.827,0.9929,-0.0022,0.1863,0.588,0.977,-0.191,42.52
51.852,0.9932,-0.0032,0.1831,0.611,1.069,-0.153,42.52
51.877,0.9902,-0.009,0.186,0.649,1.038,-0.137,42.52
51.902,0.99,-0.0039,0.1843,0.58,1.153,-0.168,42.52
51.927,0.9885,-0.0063,0.1875,0.649,1.084,-0.168,42.53
51.952,0.9939,-0.0005,0.1865,0.634,1.038,-0.115,42.52
51.977,0.9897,-0.0068,0.1885,0.733,1.176,-0.076,42.54
52.002,0.9917,-0.0039,0.1895,0.672,1.008,-0.137,42.54
52.027,0.9917,-0.0049,0.1848,0.672,0.985,-0.176,42.53
52.052,0.9897,-0.0034,0.1892,0.695,1.023,-0.084,42.52
52.077,0.9897,-0.0017,0.187,0.664,1.115,-0.099,42.53
52.102,0.9927,-0.0054,0.1826,0.687,1.023,-0.16,42.52
52.127,0.9902,-0.0034,0.1838,0.656,1.13,-0.092,42.53
52.152,0.9863,-0.0039,0.1851,0.672,0.969,-0.115,42.53
52.177,0.9905,-0.0042,0.1853,0.656,1.122,-0.031,42.54
52.202,0.9915,-0.001,0.1814,0.618,1.031,-0.176,42.52
52.227,0.9905,-0.0085,0.1882,0.664,1.084,-0.198,42.57
52.252,0.9932,-0.0037,0.187,0.664,0.977,-0.015,42.52
52.277,0.9895,-0.0046,0.186,0.618,1.16,-0.214,42.53
52.302,0.9934,-0.0056,0.1841,0.641,1.046,-0.092,42.52
52.327,0.9919,-0.0037,0.187,0.763,0.985,-0.13,42.53
52.352,0.991,-0.0056,0.1875,0.733,1.076,-0.145,42.52
52.377,0.9917,-0.0063,0.1846,0.626,1.046,-0.038,42.54
52.402,0.9905,-0.0017,0.1863,0.618,1.061,-0.038,42.54
52.427,0.9927,-0.0037,0.1912,0.626,1.038,-0.031,42.52
52.452,0.9883,-0.0005,0.1875,0.626,1.008,-0.031,42.54
52.477,0.9875,-0.0059,0.1848,0.733,1.031,-0.137,42.53
52.502,0.9912,-0.0049,0.1863,0.71,1.046,-0.092,42.52
52.527,0.9897,-0.0024,0.1836,0.702,1.046,-0.061,42.52
52.552,0.9934,-0.0088,0.1899,0.664,0.992,-0.198,42.57
52.577,0.9934,-0.0046,0.1846,0.763,1.031,-0.053,42.54
52.602,0.9875,0.0024,0.1846,0.595,1.023,-0.13,42.52
52.627,0.9895,0.0,0.1899,0.672,1.015,-0.092,42.53
52.652,0.9919,-0.0037,0.1877,0.725,1.038,-0.153,42.54
52.677,0.988,-0.0044,0.1877,0.611,1.13,-0.076,42.5
52.702,0.9922,-0.0056,0.1833,0.702,1.069,-0.084,42.53
52.727,0.9905,-0.0034,0.1853,0.641,1.099,-0.099,42.53
52.752,0.991,-0.0027,0.1892,0.641,1.107,-0.023,42.55
52.777,0.9944,-0.0044,0.1877,0.664,0.985,-0.168,42.55
52.802,0.9871,-0.0024,0.1858,0.618,1.031,-0.023,42.52
52.827,0.99,-0.0032,0.1821,0.687,1.061,-0.099,42.52
52.852,0.9875,-0.0039,0.1848,0.664,1.099,-0.084,42.54
52.877,0.9905,-0.0017,0.1875,0.626,0.969,-0.176,42.54
52.902,0.9954,-0.0007,0.1912,0.672,1.099,-0.069,42.53
52.927,0.9893,-0.002,0.1829,0.588,1.061,-0.137,42.54
52.952,0.9944,-0.0056,0.1838,0.656,1.061,-0.13,42.54
52.977,0.9907,0.0012,0.1907,0.679,1.092,-0.13,42.55
53.002,0.9902,-0.0059,0.188,0.595,1.076,-0.061,42.53
53.027,0.991,-0.0002,0.1829,0.626,1.107,-0.115,42.52
53.052,0.9883,-0.0007,0.1851,0.71,1.137,-0.153,42.52
53.077,0.9907,-0.0042,0.1914,0.679,0.992,-0.13,42.52
53.102,0.9902,-0.0046,0.1838,0.618,1.061,-0.191,42.54
53.127,0.9939,-0.0029,0.1875,0.664,1.023,-0.061,42.56
53.152,0.989,-0.0002,0.1899,0.634,1.16,-0.16,42.54
53.177,0.988,-0.0012,0.1899,0.649,1.16,-0.076,42.56
53.202,0.9897,-0.0066,0.1892,0.756,1.069,-0.061,42.54
53.227,0.989,-0.0044,0.1892,0.626,1.107,-0.099,42.56
53.252,0.9927,-0.0029,0.1868,0.695,1.053,-0.023,42.54
53.277,0.9917,-0.0049,0.1843,0.672,1.046,-0.053,42.56
53.302,0.9888,-0.0061,0.1907,0.695,1.084,-0.221,42.55
53.327,0.991,-0.0046,0.1873,0.756,1.0,-0.023,42.54
53.352,0.9871,-0.0049,0.188,0.649,1.061,-0.107,42.56
53.377,0.989,-0.0024,0.1914,0.58,1.076,0.0,42.52
53.402,0.9934,-0.0044,0.1804,0.649,0.947,-0.145,42.55
53.427,0.9941,-0.0037,0.1917,0.649,0.969,-0.008,42.54
53.452,0.9873,-0.0051,0.1882,0.672,0.992,-0.069,42.54
53.477,0.9924,-0.0049,0.1895,0.618,1.084,-0.008,42.57
53.502,0.9932,-0.0029,0.1895,0.725,1.107,-0.084,42.53
53.527,0.9919,-0.0027,0.187,0.679,0.977,-0.137,42.55
53.552,0.9915,-0.0049,0.1892,0.695,1.107,-0.076,42.56
53.577,0.9902,-0.0042,0.1931,0.656,1.046,-0.076,42.53
53.602,0.9915,-0.0034,0.186,0.74,0.947,-0.122,42.52
53.627,0.9895,-0.0056,0.1909,0.656,0.992,-0.069,42.54
53.652,0.9888,-0.0039,0.1855,0.672,1.153,-0.137,42.52
53.677,0.991,-0.0022,0.1882,0.71,0.969,-0.053,42.53
53.702,0.9883,-0.0034,0.1843,0.634,1.16,-0.023,42.54
53.727,0.9893,-0.0039,0.1887,0.634,1.076,-0.015,42.54
53.752,0.989,-0.0015,0.1863,0.649,1.053,-0.092,42.53
53.777,0.9875,-0.0046,0.189,0.672,1.115,-0.069,42.54
53.802,0.9907,0.0005,0.1819,0.611,0.992,-0.153,42.53
53.827,0.9883,-0.0046,0.1843,0.656,1.038,-0.053,42.53
53.852,0.9907,-0.0029,0.1875,0.687,1.031,-0.16,42.53
53.877,0.9954,-0.0015,0.1887,0.649,1.084,-0.122,42.54
53.902,0.9883,-0.0032,0.1877,0.687,1.069,-0.076,42.52
53.927,0.9888,-0.0046,0.1809,0.618,1.198,-0.069,42.52
53.952,0.9934,-0.0039,0.1812,0.618,1.092,-0.107,42.53
53.977,0.9885,-0.0015,0.1826,0.618,1.046,-0.061,42.5
54.002,0.9893,-0.0044,0.189,0.611,0.893,-0.176,42.51
54.027,0.9927,0.0007,0.1875,0.626,1.137,-0.115,42.52
54.052,0.9912,-0.0024,0.1892,0.679,1.046,-0.198,42.54
54.077,0.9893,-0.0037,0.1885,0.641,1.153,-0.107,42.54
54.102,0.9924,-0.0022,0.188,0.649,1.008,-0.092,42.53
54.127,0.9922,-0.0051,0.1841,0.672,1.053,-0.16,42.52
54.152,0.9885,-0.0068,0.1853,0.672,1.076,-0.092,42.53
54.177,0.9919,-0.0022,0.1843,0.679,1.076,-0.023,42.55
54.202,0.9893,-0.0012,0.187,0.641,1.084,-0.183,42.53
54.227,0.988,-0.0049,0.1917,0.603,1.008,-0.061,42.53
54.252,0.9951,0.0017,0.1831,0.634,1.099,-0.053,42.53
54.277,0.9915,0.0002,0.1848,0.679,1.0,-0.053,42.54
54.302,0.99,-0.0027,0.1865,0.603,1.122,-0.076,42.56
54.327,0.9905,-0.0027,0.1875,0.55,1.122,-0.107,42.54
54.352,0.9937,-0.0024,0.1807,0.603,1.13,-0.053,42.52
54.377,0.9939,-0.0049,0.1799,0.618,1.061,-0.076,42.55
54.402,0.9919,-0.0022,0.1824,0.687,1.107,-0.092,42.52
54.427,0.9897,-0.0029,0.1885,0.595,1.13,-0.107,42.52
54.452,0.9934,-0.0037,0.1875,0.603,1.221,-0.115,42.52
54.477,0.9888,-0.0024,0.1885,0.641,0.855,-0.038,42.53
54.502,0.9917,-0.0015,0.1914,0.557,1.061,-0.061,42.52
54.527,0.9932,-0.0017,0.1877,0.618,1.076,-0.046,42.54
54.552,0.9902,0.0027,0.1826,0.595,0.985,-0.107,42.55
54.577,0.9883,-0.0022,0.1907,0.649,1.046,0.0,42.54
54.602,0.988,-0.0046,0.186,0.626,1.038,-0.107,42.5
54.627,0.9866,-0.0022,0.1802,0.634,1.023,-0.153,42.52
54.652,0.99,-0.0015,0.1877,0.611,1.0,-0.084,42.5
54.677,0.9941,-0.0027,0.1892,0.702,1.076,-0.038,42.51
54.702,0.9924,-0.0054,0.186,0.649,1.015,0.023,42.53
54.727,0.9902,-0.0005,0.1851,0.626,1.053,-0.076,42.51
54.752,0.9922,-0.0017,0.1821,0.672,1.046,-0.153,42.5
54.777,0.9895,-0.0061,0.1836,0.756,1.107,-0.076,42.51
54.802,0.9912,-0.0007,0.1812,0.695,1.008,-0.099,42.54
54.827,0.9937,-0.0039,0.1799,0.611,1.069,-0.053,42.54
54.852,0.9902,-0.0081,0.1909,0.695,1.069,-0.099,42.52
54.877,0.9902,-0.001,0.1814,0.542,1.115,-0.153,42.51
54.902,0.9902,-0.0027,0.1851,0.611,1.099,-0.076,42.51
54.927,0.9932,-0.0002,0.1841,0.656,1.092,-0.046,42.51
54.952,0.9927,-0.002,0.1838,0.664,1.069,-0.092,42.51
54.977,0.9895,-0.0005,0.1858,0.618,1.092,-0.084,42.52
55.002,0.9897,-0.0049,0.1855,0.672,1.069,-0.069,42.53
55.027,0.991,-0.0017,0.1826,0.725,1.015,-0.13,42.52
55.052,0.9927,-0.0029,0.1838,0.679,1.244,-0.153,42.49
55.077,0.9939,-0.001,0.1851,0.641,1.046,-0.046,42.53
55.102,0.9907,-0.0085,0.1819,0.664,1.084,-0.115,42.52
55.127,0.99,-0.001,0.1833,0.58,1.069,-0.084,42.49
55.152,0.9885,-0.002,0.1931,0.672,1.015,-0.099,42.52
55.177,0.9929,-0.0037,0.1858,0.672,1.145,-0.107,42.51
55.202,0.9907,-0.0037,0.1829,0.603,1.031,-0.092,42.5
55.227,0.9927,-0.0073,0.1819,0.626,0.947,-0.008,42.52
55.252,0.9924,-0.0034,0.1863,0.679,1.069,-0.122,42.48
55.277,0.9929,-0.0063,0.1824,0.679,1.008,-0.153,42.5
55.302,0.9885,0.0,0.1875,0.557,1.084,-0.076,42.52
55.327,0.9919,-0.0056,0.1829,0.603,0.992,-0.069,42.5
55.352,0.9912,-0.0066,0.1829,0.687,1.122,-0.13,42.52
55.377,0.9863,-0.0037,0.1899,0.656,1.084,-0.115,42.5
55.402,0.9883,-0.0002,0.1829,0.664,1.061,-0.115,42.53
55.427,0.9922,-0.0005,0.1868,0.58,1.038,-0.137,42.53
55.452,0.991,-0.0032,0.1833,0.672,0.924,-0.107,42.51
55.477,0.9927,0.001,0.1902,0.618,1.214,-0.176,42.52
55.502,0.989,0.0012,0.1873,0.794,1.031,-0.168,42.49
55.527,0.9934,-0.0027,0.1877,0.702,1.038,-0.046,42.52
55.552,0.9878,-0.0037,0.186,0.687,1.061,-0.122,42.51
55.577,0.9927,-0.0022,0.186,0.634,1.099,-0.115,42.53
55.602,0.9919,-0.0054,0.1885,0.702,1.046,-0.122,42.51
55.627,0.9917,-0.0032,0.1824,0.557,1.115,-0.153,42.52
55.652,0.9863,-0.0049,0.1836,0.634,1.076,-0.061,42.52
55.677,0.9907,-0.0046,0.1863,0.695,1.015,-0.053,42.52
55.702,0.9937,-0.0054,0.1917,0.687,1.015,-0.145,42.52
55.727,0.9905,-0.0017,0.1792,0.672,1.137,-0.145,42.51
55.752,0.9934,-0.0059,0.1853,0.687,0.924,-0.176,42.52
55.777,0.9861,-0.0066,0.1899,0.702,1.092,-0.13,42.51
55.802,0.9873,-0.0027,0.188,0.634,1.107,-0.084,42.53
55.827,0.9897,-0.0037,0.1848,0.603,1.008,-0.13,42.52
55.852,0.9919,-0.0061,0.1841,0.649,0.992,-0.099,42.52
55.877,0.9888,0.0007,0.1873,0.687,1.145,-0.069,42.52
55.902,0.9937,-0.0044,0.1826,0.687,1.038,-0.046,42.51
55.927,0.991,-0.0024,0.1812,0.679,1.107,-0.153,42.52
55.952,0.99,-0.0085,0.1826,0.71,1.122,-0.122,42.52
55.977,0.989,-0.0032,0.1851,0.74,1.13,-0.145,42.51
56.002,0.9963,-0.0032,0.1831,0.527,1.015,-0.176,42.52
56.027,0.988,-0.0017,0.1833,0.687,1.115,-0.137,42.52
56.052,0.9922,-0.0002,0.1895,0.74,1.122,-0.084,42.52
56.077,0.9929,-0.0054,0.1858,0.725,1.031,-0.214,42.53
56.102,0.9939,-0.0046,0.1841,0.573,1.122,-0.115,42.5
56.127,0.9937,-0.0066,0.1875,0.634,1.008,-0.084,42.51
56.152,0.9875,-0.0044,0.1858,0.679,1.076,-0.053,42.51
56.177,0.9956,-0.0061,0.178,0.656,1.061,-0.084,42.52
56.202,0.9919,-0.0034,0.188,0.634,1.015,-0.061,42.52
56.227,0.991,-0.0042,0.1902,0.687,1.069,-0.031,42.51
56.252,0.9915,-0.0044,0.1851,0.672,1.099,-0.176,42.52
56.277,0.9934,-0.0042,0.1885,0.634,1.061,-0.046,42.5
56.302,0.99,-0.0046,0.1895,0.618,1.038,-0.092,42.52
56.327,0.9929,-0.0059,0.1797,0.687,0.954,0.046,42.52
56.352,0.9924,-0.0054,0.186,0.718,1.115,-0.153,42.52
56.377,0.9897,-0.0012,0.188,0.634,1.13,-0.122,42.49
56.402,0.9961,-0.0042,0.1929,0.641,1.13,-0.13,42.53
56.427,0.9895,0.001,0.1904,0.573,1.107,-0.115,42.52
56.452,0.9915,0.0002,0.1836,0.634,0.977,-0.145,42.53
56.477,0.9873,0.0005,0.1831,0.634,1.038,-0.13,42.49
56.502,0.9888,-0.0012,0.1846,0.725,0.969,-0.137,42.5
56.527,0.9939,-0.0012,0.1914,0.679,0.992,-0.076,42.49
56.552,0.9905,-0.0037,0.1807,0.733,0.969,-0.069,42.54
56.577,0.9912,-0.0078,0.1851,0.695,1.076,-0.061,42.52
56.602,0.989,-0.0049,0.1831,0.611,1.069,-0.206,42.51
56.627,0.9937,-0.0007,0.1909,0.656,1.069,-0.099,42.53
56.652,0.9941,-0.0029,0.1836,0.71,0.954,-0.053,42.53
56.677,0.99,-0.0044,0.1875,0.718,1.008,0.046,42.51
56.702,0.9841,-0.0039,0.1853,0.634,0.977,0.115,42.51
56.727,0.9912,-0.0046,0.1853,0.634,1.206,0.053,42.49
56.752,0.9883,-0.0012,0.1855,0.702,1.061,-0.298,42.5
56.777,0.9934,-0.0002,0.1863,0.687,1.053,-0.13,42.49
56.802,0.9883,-0.0037,0.1899,0.702,1.046,-0.023,42.51
56.827,0.99,-0.0034,0.1855,0.656,1.107,-0.13,42.52
56.852,0.998,-0.001,0.1814,0.672,1.038,-0.092,42.5
56.877,0.9861,-0.0076,0.1887,0.634,1.206,-0.076,42.48
56.902,0.9919,-0.0024,0.1868,0.611,1.092,-0.237,42.51
56.927,0.9927,-0.0081,0.1858,0.565,1.137,-0.076,42.52
56.952,0.9866,-0.0046,0.1895,0.687,1.153,-0.046,42.49
56.977,0.9915,-0.0027,0.1875,0.679,1.038,-0.099,42.52
57.002,0.989,-0.0017,0.1851,0.71,0.992,-0.076,42.48
57.027,0.988,-0.0024,0.1877,0.687,1.069,-0.137,42.51
57.052,0.9922,-0.0027,0.1814,0.672,0.992,-0.198,42.51
57.077,0.9897,-0.0024,0.1814,0.618,1.107,-0.145,42.47
57.102,0.9966,-0.0029,0.1841,0.649,1.023,-0.092,42.47
57.127,0.9915,-0.0054,0.1853,0.702,0.969,-0.122,42.51
57.152,0.9885,-0.002,0.1819,0.664,1.008,-0.122,42.48
57.177,0.9951,-0.0029,0.1821,0.588,1.015,-0.092,42.49
57.202,0.9849,-0.0051,0.1809,0.603,1.092,-0.046,42.52
57.227,0.9912,-0.0027,0.1824,0.588,1.015,-0.099,42.5
57.252,0.9927,-0.0017,0.1794,0.641,1.099,-0.122,42.5
57.277,0.9875,-0.0017,0.1846,0.687,0.992,-0.053,42.48
57.302,0.9976,0.0007,0.1863,0.718,0.985,-0.13,42.49
57.327,0.9897,-0.002,0.1792,0.656,1.145,-0.069,42.49
57.352,0.9905,-0.0022,0.187,0.71,1.0,-0.061,42.5
57.377,0.9885,-0.0061,0.1804,0.649,1.084,-0.015,42.49
57.402,0.9897,-0.0027,0.188,0.641,1.168,0.008,42.48
57.427,0.9939,-0.0051,0.1863,0.664,0.969,-0.046,42.47
57.452,0.9888,-0.0034,0.1863,0.649,1.13,-0.115,42.49
57.477,0.9932,-0.0054,0.189,0.649,1.046,-0.107,42.46
57.502,0.9929,-0.0039,0.1885,0.634,1.13,-0.153,42.51
57.527,0.9912,-0.0024,0.1858,0.656,1.084,-0.092,42.49
57.552,0.9907,-0.0005,0.1843,0.672,1.115,-0.183,42.5
57.577,0.9871,-0.0051,0.187,0.687,1.168,0.076,42.48
57.602,0.9985,-0.0007,0.1921,0.626,0.916,-0.275,42.47
57.627,0.9834,-0.0024,0.1865,0.58,0.985,-0.092,42.49
57.652,0.9927,-0.0056,0.1826,0.71,1.023,-0.069,42.47
57.677,0.9897,-0.0046,0.1838,0.695,0.977,-0.069,42.5
57.702,0.9919,-0.0024,0.1858,0.58,1.084,-0.122,42.48
