# sensor,HMC5883L
# sample_hz,20
# duration_s,90
# sda_gpio,21
# scl_gpio,22
t_ms,mx_raw,my_raw,mz_raw
88850,-301,9,-58
88900,-308,-5,-32
88950,-308,-5,-32
89000,-310,-23,-19
89050,-306,-22,-3
89100,-300,-21,16
89150,-300,-21,16
89200,-295,-18,41
89250,-286,-12,74
89300,-273,-14,118
89350,-273,-14,118
89400,-255,-31,163
89450,-214,-62,224
89500,-159,-95,271
89550,-159,-95,271
89600,-109,-113,309
89650,-65,-121,331
89700,-42,-131,348
89750,-42,-131,348
89800,-26,-144,371
89850,-11,-157,385
89900,-11,-158,402
89950,19,-158,402
