t_s,pressure_pa,temp_c,baro_h_m,kf_h_m,kf_v_mps,sigma_h_m
109.4,100680.633,30.78,-0.3682554947465211,-0.32986684266492616,-0.03534771079595939,0.15466503882919286
109.6,100681.141,30.79,-0.4108197957828197,-0.3590953960446514,-0.05504803044441709,0.15466503882919158
109.8,100681.188,30.81,-0.41475782270969486,-0.38349721480125665,-0.06695428689821412,0.1546650388291921
110.0,100681.328,30.83,-0.4264881068985904,-0.40576567397170127,-0.07484685896516845,0.15466503882919244
110.2,100681.594,30.84,-0.4487756104591689,-0.42914493344630666,-0.08232361295413065,0.1546650388291927
110.4,100681.266,30.85,-0.4212932683892401,-0.43831671842447056,-0.07583987589944767,0.15466503882919286
110.6,100681.516,30.88,-0.4422401820249755,-0.45011225512292174,-0.07284163218641086,0.15466503882919158
110.8,100681.547,30.89,-0.44483759637771847,-0.4587293006758746,-0.06755068600780136,0.1546650388291921
111.0,100681.742,30.9,-0.4611761557005334,-0.46892135346967906,-0.06460076541780754,0.15466503882919244
111.2,100682.328,30.92,-0.5102754669614007,-0.49036938093739474,-0.07218241468986748,0.1546650388291927
111.4,100682.297,30.92,-0.507678068918902,-0.5056672916703427,-0.07294826126786526,0.15466503882919286
111.6,100682.688,30.93,-0.5404387516294662,-0.5263098439943779,-0.07832955129933528,0.15466503882919158
111.8,100682.438,30.95,-0.5194920354293853,-0.5352324681599163,-0.07233447822422545,0.1546650388291921
112.0,100683.0,30.96,-0.5665801943720727,-0.554762239342033,-0.07683559361389494,0.15466503882919244
112.2,100682.969,30.97,-0.5639828103660305,-0.5682858939142333,-0.0751966742295669,0.1546650388291927
112.4,100682.516,30.97,-0.5260274154053213,-0.566140547211655,-0.059918748865797504,0.15466503882919286
112.6,100682.656,30.99,-0.537757574309492,-0.5660175649174677,-0.04915534027995146,0.15466503882919158
112.8,100682.781,30.99,-0.5482309193081836,-0.5675655661922508,-0.04179133555811195,0.1546650388291921
113.0,100682.719,31.0,-0.5430361415020779,-0.5660602019122366,-0.033022140517056146,0.15466503882919244
113.2,100682.859,31.0,-0.5547662812513088,-0.5672965818171192,-0.028249713428732413,0.1546650388291927
113.4,100682.703,31.01,-0.5416955532604284,-0.5635737760952315,-0.019916934597704813,0.15466503882919286
113.6,100682.594,31.01,-0.5325627912766273,-0.5570616990677365,-0.010586013079696437,0.15466503882919158
113.8,100683.0,31.01,-0.5665801943720727,-0.5613986872295856,-0.012559498465403855,0.1546650388291921
114.0,100682.828,31.01,-0.5521688943021386,-0.5603890345856775,-0.009428686083614446,0.15466503882919244
114.2,100682.828,31.01,-0.5521688943021386,-0.559243830891364,-0.006734048484998429,0.1546650388291927
114.4,100682.594,31.01,-0.5325627912766273,-0.5521845664869208,0.0007393150662411835,0.15466503882919286
114.6,100682.766,31.01,-0.5469741184646804,-0.5505183399254349,0.002089205950141838,0.15466503882919158
114.8,100682.531,31.01,-0.5272842187785365,-0.5432574713627567,0.008172953336822268,0.1546650388291921
115.0,100682.445,31.0,-0.5200785440567302,-0.5351613328171828,0.013917548948858452,0.15466503882919244
115.2,100682.391,31.0,-0.5155540480821674,-0.5273320595340096,0.01840345099120294,0.1546650388291927
115.4,100682.359,31.0,-0.5128728643542457,-0.5204186949136357,0.02127743840885471,0.15466503882919286
115.6,100682.594,30.99,-0.5325627912766273,-0.521081747972534,0.0169046428977737,0.15466503882919158
115.8,100682.297,30.99,-0.507678068918902,-0.5146948098255565,0.01957711545330342,0.1546650388291921
116.0,100682.422,30.98,-0.5181514441560187,-0.5129904040795659,0.01761142537783998,0.15466503882919244
116.2,100682.156,30.98,-0.4958640890117727,-0.5053880169982756,0.02123881257987167,0.1546650388291927
116.4,100682.156,30.97,-0.4958640890117727,-0.4995578341751475,0.022645652693759608,0.15466503882919286
116.6,100682.07,30.97,-0.48865839256594157,-0.49311812868246757,0.02434423648570454,0.15466503882919158
116.8,100681.984,30.96,-0.4814526911295891,-0.4862108573631541,0.026156483630499522,0.1546650388291921
117.0,100681.961,30.95,-0.4795255840826873,-0.48054348598423907,0.026544172862909235,0.15466503882919244
117.2,100681.844,30.95,-0.46972246883496993,-0.47358144517792333,0.02801394472796427,0.1546650388291927
117.4,100681.758,30.94,-0.4625167543071118,-0.4663405301025822,0.02947030972816005,0.15466503882919286
117.6,100681.734,30.93,-0.46050585633818475,-0.46046427977876464,0.029454474425776554,0.15466503882919158
117.8,100681.227,30.92,-0.4180255460613158,-0.4436120072276033,0.03919961339694499,0.1546650388291921
118.0,100681.289,30.92,-0.42322038620464353,-0.4320075964063848,0.04254640621945799,0.15466503882919244
118.2,100681.234,30.91,-0.4186120604075816,-0.4220328363420716,0.04384928029235861,0.1546650388291927
118.4,100681.297,30.9,-0.4238906879687421,-0.41645042778754976,0.041015501561640466,0.15466503882919286
118.6,100680.969,30.89,-0.39640828025426345,-0.4046965766800769,0.04417227263595428,0.15466503882919158
118.8,100680.563,30.88,-0.36239032152775685,-0.38582330564455913,0.0530972148248453,0.1546650388291921
119.0,100680.984,30.88,-0.39766509925853954,-0.381940405929579,0.04710813643007169,0.15466503882919244
119.2,100680.477,30.87,-0.35518453276220274,-0.36731991540754944,0.051730150767209875,0.1546650388291927
119.4,100680.422,30.86,-0.35057617687436426,-0.35505509333677593,0.053436039795113674,0.15466503882919286
119.6,100680.484,30.85,-0.3557710506421907,-0.34778790705468343,0.05039549256267519,0.15466503882919158
119.8,100680.164,30.84,-0.32895877111616345,-0.3350845093254964,0.05272860810229507,0.1546650388291921
120.0,100680.078,30.83,-0.3217529592190016,-0.32370326584864845,0.053471423180112165,0.15466503882919244
120.2,100680.344,30.83,-0.34404068683134836,-0.3223159677753056,0.04519710947432787,0.1546650388291927
120.4,100680.023,30.82,-0.31714458854662064,-0.3144366439285567,0.04416573211980604,0.15466503882919286
120.6,100680.078,30.81,-0.3217529592190016,-0.3104470218992009,0.039859629385835704,0.15466503882919158
120.8,100679.852,30.8,-0.30281673213914173,-0.302577559057431,0.03976853531447171,0.1546650388291921
121.0,100679.734,30.8,-0.2929296618334165,-0.2941157328064422,0.040220275255633785,0.15466503882919244
121.2,100679.828,30.79,-0.30080580334119533,-0.2904907164805952,0.03629155864637211,0.1546650388291927
121.4,100679.438,30.78,-0.26812815606450435,-0.27870235921354786,0.04031896511446827,0.15466503882919286
121.6,100679.359,30.78,-0.26150882529268227,-0.2679003868297719,0.04275332502914774,0.15466503882919158
121.8,100679.469,30.77,-0.2707256138357672,-0.26276156374437704,0.03972004995411692,0.1546650388291921
122.0,100679.273,30.76,-0.2543029667484187,-0.25466321952516907,0.03985725976016886,0.15466503882919244
122.2,100679.188,30.76,-0.2471808923638763,-0.24683846520912187,0.03972683921514324,0.1546650388291927
122.4,100679.063,30.75,-0.2367072447250096,-0.2382375194417431,0.040309676352397794,0.15466503882919286
122.6,100678.688,30.74,-0.20528623861482576,-0.22271080580897185,0.04694618726791072,0.15466503882919158
122.8,100678.828,30.74,-0.21701675864768788,-0.21442982475674624,0.04596089938020281,0.1546650388291921
123.0,100678.539,30.74,-0.19280159922066664,-0.2015078431330046,0.0492768544976855,0.15466503882919244
123.2,100678.516,30.73,-0.19087443878404553,-0.19141912550905413,0.049484309831053494,0.1546650388291927
123.4,100678.25,30.72,-0.16858638350017108,-0.17764255215305266,0.05293354110594953,0.15466503882919286
123.6,100678.547,30.72,-0.19347191580868062,-0.1749785159569545,0.04588994291418737,0.15466503882919158
123.8,100678.156,30.71,-0.16071014204416034,-0.16427382599176735,0.047247246493336115,0.1546650388291921
124.0,100678.313,30.71,-0.17386513774379608,-0.1605350556167588,0.04217020586701349,0.15466503882919244
124.2,100678.188,30.7,-0.1633914163987682,-0.15548721630339413,0.03915972591495061,0.1546650388291927
124.4,100678.109,30.7,-0.15677201907681848,-0.15038955365608558,0.03672883044646466,0.15466503882919286
124.6,100678.172,30.69,-0.1620507793051318,-0.14874433844463303,0.03166079409104833,0.15466503882919158
124.8,100678.313,30.69,-0.17386513774379608,-0.15184550766039054,0.023274157351332134,0.1546650388291921
125.0,100678.438,30.69,-0.18433884856640326,-0.15833210506877207,0.01336894506250346,0.15466503882919244
125.2,100678.109,30.68,-0.15677201907681848,-0.15599233633779896,0.013071986581383853,0.1546650388291927
125.4,100678.234,30.68,-0.1672457470758748,-0.15753715298164078,0.009374265429244357,0.15466503882919286
125.6,100678.359,30.68,-0.17771946455251042,-0.1622776544493952,0.003492929028588691,0.15466503882919158
125.8,100678.625,30.67,-0.20000750029755876,-0.17310447112789482,-0.006753652407581591,0.1546650388291921
126.0,100678.563,30.67,-0.19481254885674648,-0.1805607492583436,-0.012181748414022465,0.15466503882919244
126.2,100678.711,30.67,-0.20721339638392955,-0.19026001763685274,-0.018638797352810526,0.1546650388291927
126.4,100678.422,30.66,-0.18299821416981388,-0.19069180247274103,-0.01570853330762992,0.15466503882919286
126.6,100678.359,30.66,-0.17771946455251042,-0.1890006069974812,-0.01141187422041557,0.15466503882919158
126.8,100678.711,30.66,-0.20721339638392955,-0.19606080990894123,-0.015659570077235944,0.1546650388291921
127.0,100678.156,30.66,-0.16071014204416034,-0.1876510807785984,-0.0053985499903018465,0.15466503882919244
127.2,100677.914,30.65,-0.140432982366836,-0.17424537836007875,0.007479608335730671,0.1546650388291927
127.4,100678.094,30.65,-0.15551517100546253,-0.1675805733810887,0.012074969223248227,0.15466503882919286
127.6,100678.094,30.65,-0.15551517100546253,-0.16227124225360615,0.014648160286458758,0.15466503882919158
127.8,100677.672,30.65,-0.12015578322797316,-0.14758905074879872,0.025096694090575945,0.1546650388291921
128.0,100677.5,30.65,-0.10574386563270144,-0.13152495464709282,0.03491596114906005,0.15466503882919244
128.2,100677.555,30.65,-0.11035232981583709,-0.12028608726438177,0.038699440474817555,0.1546650388291913
128.4,100677.375,30.65,-0.09527007579842817,-0.10736476795694865,0.043305956988855185,0.15466503882919325
128.6,100677.203,30.65,-0.08085812377151225,-0.09335139284938121,0.04806427986034508,0.1546650388291919
128.8,100677.203,30.65,-0.08085812377151225,-0.08287464733156674,0.04883231504128129,0.15466503882919364
129.0,100677.555,30.65,-0.11035232981583709,-0.08427839732727468,0.038901512419748895,0.15466503882919216
129.2,100677.375,30.65,-0.09527007579842817,-0.08212816160957519,0.03389613948891608,0.1546650388291911
129.4,100677.203,30.65,-0.08085812377151225,-0.07700124243394348,0.032427165550486595,0.15466503882919314
129.6,100677.023,30.65,-0.06577582705413976,-0.06909420034645006,0.033691037434980954,0.1546650388291918
129.8,100676.781,30.65,-0.045498482609407365,-0.05730011151973228,0.03818593468043562,0.1546650388291936
130.0,100677.141,30.65,-0.07566311292676264,-0.057460865390048875,0.03125322793837928,0.15466503882919214
130.2,100677.117,30.65,-0.07365214028703715,-0.057940969795872654,0.025269299999260874,0.1546650388291911
130.4,100677.055,30.65,-0.06845712584950592,-0.057556847643206635,0.02111770102453639,0.1546650388291931
130.6,100677.359,30.64,-0.09392942993446729,-0.06550884078509608,0.010293125124684084,0.15466503882919178
130.8,100677.266,30.64,-0.08613692246719706,-0.07025438170153969,0.004243927231678196,0.15466503882919358
131.0,100677.203,30.64,-0.08085812377151225,-0.07284042259097245,0.0011902180170326906,0.1546650388291921
131.2,100677.148,30.63,-0.07624964653624389,-0.07369626246542293,0.00021770828013701943,0.15466503882919108
131.4,100677.297,30.63,-0.0887344256059408,-0.07817600501453643,-0.0038036870707314012,0.1546650388291931
131.6,100677.242,30.63,-0.08412595185517846,-0.0804930829984446,-0.005187341169780768,0.15466503882919178
131.8,100677.18,30.63,-0.07893094263456302,-0.08075088018932075,-0.004494179881289208,0.15466503882919358
132.0,100677.273,30.62,-0.0867234554959273,-0.0831714251025699,-0.005847044960524565,0.1546650388291921
132.201,100677.391,30.62,-0.09661072148521077,-0.0880294755516017,-0.00912117119485538,0.15476130647348338
132.4,100677.516,30.62,-0.10708450997096053,-0.09501323177125515,-0.013716342815741247,0.15463616453170356
132.6,100677.305,30.61,-0.08940474888735617,-0.09525230783215366,-0.011489996042762813,0.1546448671428743
132.801,100677.602,30.61,-0.11429047033367112,-0.10258437192266123,-0.015955250941821018,0.1547472341178011
133.0,100677.359,30.61,-0.09392942993446729,-0.10221319254548952,-0.012802432426132689,0.1546263655348691
133.2,100677.719,30.61,-0.12409392003490671,-0.11056615643179143,-0.017952233666320722,0.1546380409357426
133.401,100677.484,30.61,-0.10440322111726408,-0.11124101487012183,-0.015344203608742616,0.1547424774492081
133.6,100677.656,30.61,-0.11881514057290765,-0.11564959624344624,-0.016548944167123176,0.15462305097036622
133.8,100677.656,30.61,-0.11881514057290765,-0.11891613985985838,-0.016510496994969977,0.15463572611524548
134.0,100677.633,30.6,-0.11688796645418664,-0.12062001382197958,-0.015089596916529929,0.1546445914791394
134.2,100677.813,30.6,-0.13197018917994408,-0.12613647124649077,-0.017310914716863336,0.15465078051448372
134.4,100677.75,30.6,-0.12669141370445614,-0.12872683073209348,-0.016535823804578867,0.15465509461759194
134.6,100677.875,30.6,-0.1371651719517808,-0.13357279279113102,-0.017903883448342522,0.15465809887636492
134.8,100677.844,30.6,-0.13456768089068927,-0.13637806194737556,-0.017214423078242214,0.15466019036360376
135.0,100678.023,30.6,-0.14956608809617133,-0.14274356784707512,-0.01981276094025399,0.15466164701432616
135.2,100677.727,30.59,-0.12476424104253425,-0.14012554400592153,-0.013962343276134836,0.15466266263043202
135.4,100677.906,30.59,-0.13976266236321866,-0.14197168472882055,-0.013121016789858648,0.1546633718988863
135.6,100677.844,30.59,-0.13456768089068927,-0.14158828747540028,-0.010447129819983986,0.1546638681942645
135.8,100677.758,30.58,-0.12736173454474864,-0.13878429949695006,-0.00609667329448867,0.15466421616928178
136.0,100678.117,30.58,-0.15744233798783647,-0.1452337871697358,-0.01074650547337358,0.15466446059542735
136.2,100677.875,30.58,-0.1371651719517808,-0.14431856092760303,-0.008022008114030607,0.15466463252445387
136.4,100677.852,30.58,-0.13523800121913343,-0.14271835543317785,-0.005172973728870246,0.1546647535527557
136.6,100677.969,30.58,-0.14504143121420787,-0.1441393886430054,-0.005516534247144398,0.15466483875595818
136.8,100678.148,30.58,-0.16003982333985034,-0.14968062172789462,-0.009462042744700236,0.1546648987008407
137.0,100678.086,30.57,-0.1548448519763257,-0.15255430930723668,-0.01033444227276671,0.15466494082290724
137.2,100678.031,30.57,-0.15023640746982148,-0.15330611863907198,-0.009165280018331171,0.15466497037117466
137.4,100678.203,30.57,-0.16464826351533013,-0.15799112576584562,-0.011700787985725722,0.15466499105892648
137.6,100678.18,30.57,-0.16272109787163647,-0.161048032941982,-0.012338009376735922,0.15466500551496787
137.8,100678.063,30.56,-0.15291768452147636,-0.1603371130635405,-0.009512166005013483,0.15466501559911297
138.0,100678.031,30.56,-0.15023640746982148,-0.15863958210414192,-0.0063116421062089844,0.15466502262453424
138.2,100677.977,30.56,-0.1457117508733119,-0.15564601793908148,-0.0025279694634276055,0.15466502751568723
138.4,100677.648,30.55,-0.11814481918139386,-0.14475266790452318,0.007606184857409321,0.15466503092101094
138.6,100677.766,30.55,-0.1280320553456682,-0.13867285539211313,0.011658955734808643,0.1546650332935806
138.8,100678.063,30.55,-0.15291768452147636,-0.1413127011999698,0.007238955391564208,0.15466503494883693
139.0,100677.742,30.54,-0.12602109281494744,-0.135712891579872,0.010930279505412402,0.15466503610572446
139.2,100677.859,30.54,-0.13582453148191398,-0.13421595743376113,0.010317620451563737,0.15466503691592884
139.4,100678.016,30.53,-0.14897955861100654,-0.1371992015731625,0.005830825155473648,0.1546650374844626
139.6,100677.688,30.53,-0.12149642570586039,-0.13167323622273294,0.009706876258855792,0.15466503788407202
139.8,100677.805,30.52,-0.13129986862510545,-0.13020213567069333,0.009288781705129876,0.1546650381652745
140.0,100677.75,30.52,-0.12669141370445614,-0.12784862415079523,0.009729529507193363,0.1546650383632455
140.2,100678.078,30.52,-0.15417453289797267,-0.13438196206401878,0.002191114915088303,0.15466503850259003
140.4,100678.313,30.51,-0.17386513774379608,-0.1459169101462577,-0.008453552161992848,0.15466503860058373
140.6,100678.43,30.51,-0.18366853138779504,-0.1584229594378465,-0.01806885631610558,0.15466503866939266
140.8,100678.164,30.51,-0.16138046069925416,-0.16183990310304272,-0.01789386806603172,0.15466503871762532
141.0,100678.438,30.5,-0.18433884856640326,-0.17109318868666135,-0.022938754706327964,0.15466503875136356
141.2,100678.734,30.5,-0.2091405537986768,-0.18571610118453766,-0.031860447485161626,0.15466503877492077
141.4,100678.844,30.5,-0.21835738866403664,-0.19996681248597517,-0.038864883125047246,0.15466503879134635
141.6,100678.703,30.49,-0.20654308068180693,-0.2073808739613356,-0.038545792029130256,0.1546650388027828
141.8,100679.063,30.49,-0.2367072447250096,-0.22157343702951202,-0.044309819267885894,0.154665038810747
142.0,100679.0,30.49,-0.23142852232425737,-0.23073325650276005,-0.04457462580001075,0.15466503881629037
142.2,100679.328,30.48,-0.2589113652279451,-0.2454255692410479,-0.04971097330634137,0.15466503882015453
142.4,100678.914,30.48,-0.2242226429812333,-0.2460267619785646,-0.04140641847294356,0.15466503882285507
142.6,100679.273,30.48,-0.2543029667484187,-0.25430652240901674,-0.04140506422522503,0.15466503882474142
142.8,100679.391,30.48,-0.26419007371035974,-0.26306816638860553,-0.04183236609755424,0.15466503882606633
143.0,100679.156,30.48,-0.24449963957580145,-0.2633563313630108,-0.03465040057285372,0.15466503882699403
143.2,100679.328,30.48,-0.2589113652279451,-0.26687482321704953,-0.03161735101245116,0.15466503882764646
143.4,100679.656,30.47,-0.2863941356361899,-0.27715597230773453,-0.03513589876656447,0.15466503882810842
143.6,100679.836,30.47,-0.30147611297988375,-0.28936963316770814,-0.039746904855014566,0.1546650388284309
143.8,100679.781,30.47,-0.29686773333047034,-0.297183666618022,-0.03962657505353208,0.15466503882866056
144.0,100679.953,30.47,-0.31127938654623044,-0.30695960100359604,-0.04127185574181248,0.15466503882881927
144.2,100679.875,30.47,-0.3047438718655915,-0.3120737940427664,-0.038480101548067414,0.1546650388289306
144.4,100680.227,30.47,-0.33423744410386425,-0.3241089260127248,-0.04233775953868764,0.1546650388290113
144.6,100679.992,30.46,-0.3145471423510049,-0.3271691443391113,-0.03753040604541733,0.15466503882906502
144.8,100680.289,30.46,-0.339432326012048,-0.33610196859088626,-0.038798842336075376,0.15466503882910518
145.0,100680.047,30.46,-0.31915551418488786,-0.33645188059965836,-0.032211159369191035,0.15466503882913044
145.2,100680.203,30.46,-0.33222652136935205,-0.3396947031892552,-0.029366746098287287,0.15466503882914803
145.4,100680.227,30.45,-0.33423744410386425,-0.34216979191567065,-0.026345545499608623,0.15466503882916302
145.6,100680.375,30.45,-0.3466381256740658,-0.34719873357410885,-0.026132026253678258,0.15466503882917074
145.8,100680.5,30.45,-0.35711166280290696,-0.3538307146647748,-0.027381643985317297,0.15466503882917884
146.0,100680.172,30.44,-0.3296290789436962,-0.35040606907223354,-0.019468292666850028,0.15466503882918176
146.2,100680.289,30.44,-0.339432326012048,-0.3498407169230038,-0.015504039258209822,0.1546650388291838
146.4,100680.406,30.43,-0.3492355638671296,-0.3518300380651543,-0.014515879486815847,0.15466503882918797
146.6,100680.68,30.43,-0.37219353777693254,-0.3599698903191899,-0.019171511324141438,0.1546650388291882
146.8,100680.383,30.42,-0.3473084323696263,-0.3588568068185418,-0.014773071338073623,0.15466503882919105
147.0,100680.711,30.42,-0.37479096959157854,-0.36570422946136627,-0.01823394639962703,0.15466503882919033
147.2,100680.922,30.41,-0.39247024638790595,-0.37628490576929763,-0.024398471950813863,0.15466503882918983
147.4,100681.219,30.41,-0.41735524392317425,-0.39201884837069634,-0.034048368201910664,0.15466503882919222
147.6,100680.922,30.41,-0.39247024638790595,-0.39692155671198176,-0.03235299354927717,0.15466503882919116
147.8,100680.594,30.4,-0.36498775579336895,-0.39187396058970153,-0.022112820027634282,0.15466503882919316
148.0,100680.563,30.4,-0.36239032152775685,-0.3861274227025481,-0.013072048495468986,0.15466503882919183
148.2,100680.516,30.39,-0.35845227479628816,-0.379657429852642,-0.0049956216075797335,0.1546650388291909
148.4,100680.453,30.39,-0.3531736140831043,-0.3724139084983739,0.002332447002785525,0.15466503882919294
148.6,100680.359,30.39,-0.34529751216482607,-0.3639546155835826,0.009438395122520121,0.1546650388291917
148.8,100680.125,30.38,-0.32569101982943494,-0.351157121534161,0.01913769267498741,0.15466503882919352
149.0,100679.891,30.38,-0.306084490591747,-0.3349594114872019,0.030135310324373797,0.15466503882919208
149.2,100679.797,30.38,-0.29820835308032256,-0.319717650603635,0.03832757623307502,0.15466503882919108
149.4,100679.742,30.37,-0.29359997198395327,-0.3065179878410708,0.04324767280060032,0.15466503882919308
149.6,100680.094,30.37,-0.3230935757698017,-0.3054339374000076,0.03652163011045401,0.15466503882919178
149.8,100680.016,30.37,-0.3165580684912772,-0.30365664894498734,0.03160785459508097,0.15466503882919358
150.0,100680.188,30.37,-0.3309696944707996,-0.30742272603150145,0.022639499092561396,0.1546650388291921
150.2,100679.953,30.37,-0.31127938654623044,-0.3054095120415495,0.020403834597199175,0.15466503882919108
150.4,100680.125,30.37,-0.32569101982943494,-0.30863544511866353,0.013907862187829346,0.1546650388291931
150.6,100680.125,30.37,-0.32569101982943494,-0.31180340263023737,0.00861847266635511,0.15466503882919178
150.8,100680.305,30.37,-0.340772940279217,-0.3192851801710848,0.00043440973276004727,0.15466503882919358
151.0,100680.305,30.37,-0.340772940279217,-0.3256689352615258,-0.005318266534662326,0.1546650388291921
151.2,100680.305,30.37,-0.340772940279217,-0.33094355158521505,-0.00906199483699158,0.15466503882919108
151.4,100680.125,30.37,-0.32569101982943494,-0.3306370462257042,-0.007178197219436708,0.1546650388291931
151.6,100680.125,30.37,-0.32569101982943494,-0.3301587052087168,-0.005476585784482785,0.15466503882919178
151.8,100680.484,30.37,-0.3557710506421907,-0.338607135840281,-0.012013821783898603,0.15466503882919358
152.0,100680.664,30.37,-0.37085292755533406,-0.34996038000715385,-0.019971185562951542,0.1546650388291921
152.2,100680.422,30.36,-0.35057617687436426,-0.3529413599577659,-0.019070356109038067,0.15466503882919108
152.4,100680.219,30.36,-0.3335671365716286,-0.34980082968330933,-0.012887414499392024,0.1546650388291931
152.6,100680.578,30.36,-0.3636471446366629,-0.3557580452278383,-0.015892143039095474,0.15466503882919178
152.8,100680.75,30.36,-0.37805870548348386,-0.36467158730900134,-0.020990907037208767,0.15466503882919358
153.0,100680.281,30.36,-0.3387620188144824,-0.3598398936843401,-0.012962957470884834,0.1546650388291921
153.2,100680.219,30.35,-0.3335671365716286,-0.35377522943781786,-0.005266282575383374,0.15466503882919108
153.4,100680.398,30.35,-0.34856525729953125,-0.35295002701054523,-0.003596251307178811,0.1546650388291931
153.6,100680.313,30.35,-0.3414432473488205,-0.35000246315586864,-0.00033629491923537966,0.15466503882919178
153.8,100680.25,30.35,-0.33616457801296074,-0.34589931039600047,0.003371381546975332,0.15466503882919358
154.0,100680.219,30.34,-0.3335671365716286,-0.34172861346267674,0.006479850748571598,0.1546650388291921
154.2,100680.453,30.34,-0.3531736140831043,-0.3442538977812203,0.0030825902059614576,0.15466503882919108
154.4,100680.195,30.33,-0.33155621370915433,-0.3400140130036857,0.006303919993609432,0.1546650388291931
154.6,100680.313,30.33,-0.3414432473488205,-0.3395600156149957,0.005586651792987089,0.15466503882919178
154.8,100680.109,30.32,-0.32435040362314815,-0.3342161474885539,0.009344226722849257,0.15466503882919358
155.0,100680.047,30.32,-0.31915551418488786,-0.3283908392030959,0.01286169344720146,0.1546650388291921
155.2,100679.781,30.31,-0.29686773333047034,-0.3171356261507782,0.020581144406167425,0.15466503882919108
155.4,100680.047,30.31,-0.31915551418488786,-0.31485973303386916,0.01894500629256373,0.1546650388291931
155.6,100679.75,30.3,-0.29427028208527384,-0.3060319639604726,0.023424688874049665,0.15466503882919178
155.8,100679.688,30.3,-0.2890753776557631,-0.2976665301996217,0.026696809036283083,0.15466503882919358
156.0,100679.844,30.3,-0.3021464225791992,-0.29527214563258714,0.024078596860099027,0.1546650388291921
156.2,100679.719,30.29,-0.29167283019042367,-0.29082124845787316,0.023754254143258314,0.15466503882919108
156.4,100679.516,30.29,-0.27466369371925925,-0.2826493146465819,0.02679574492238832,0.1546650388291931
156.6,100679.453,30.29,-0.2693849905521928,-0.27491925639183906,0.028903585837168806,0.15466503882919178
156.8,100679.406,30.29,-0.26544690867052356,-0.26803135045490895,0.029887924553963108,0.15466503882919358
157.0,100679.164,30.28,-0.2451699528368012,-0.2569899956075078,0.03438983510333838,0.1546650388291921
157.2,100679.516,30.28,-0.27466369371925925,-0.25747553029977777,0.027843363510670637,0.15466503882919108
157.4,100679.492,30.28,-0.2726527594976891,-0.25812894002478204,0.022311663044717506,0.1546650388291931
157.6,100679.25,30.28,-0.25237581769057993,-0.2532794755328597,0.022655840037314107,0.15466503882919178
157.8,100679.43,30.28,-0.2674578442799902,-0.2543596461127254,0.01766711726778608,0.15466503882919358
158.0,100679.375,30.28,-0.26284944959011014,-0.254432212380172,0.01446123639856233,0.1546650388291921
158.2,100678.984,30.28,-0.23008789398125895,-0.24510608937022627,0.020181230273857598,0.15466503882919108
158.4,100679.164,30.28,-0.2451699528368012,-0.24229954253629474,0.01908797446560359,0.1546650388291931
158.6,100679.109,30.27,-0.24056154828399734,-0.23910565861342148,0.018533468429218065,0.15466503882919178
158.8,100678.875,30.27,-0.22095485883777854,-0.23106690845155278,0.02238485405574709,0.15466503882919358
159.0,100678.813,30.27,-0.21575991785048432,-0.22334181296763278,0.025272577414645492,0.1546650388291921
159.2,100678.719,30.26,-0.20788371204667921,-0.21516706841753447,0.02804659604696997,0.15466503882919108
159.4,100678.656,30.26,-0.20260497503856278,-0.20747248272086832,0.02990048816980084,0.1546650388291931
159.6,100678.453,30.26,-0.1855956931532532,-0.19672467105805655,0.0341391922088052,0.15466503882919178
159.8,100678.398,30.26,-0.18098726225010298,-0.18722468649915178,0.0365148457129798,0.15466503882919358
160.0,100678.281,30.25,-0.17118386608623526,-0.17730107299498735,0.038844711928309586,0.1546650388291921
160.2,100678.016,30.25,-0.14897955861100654,-0.16336803142099593,0.044324862786411526,0.15466503882919108
160.4,100678.125,30.24,-0.15811265684963827,-0.15558564453800514,0.04336239728566592,0.1546650388291931
160.6,100677.984,30.24,-0.1462982805454982,-0.1467287497548623,0.0435263504889166,0.15466503882919178
160.8,100677.922,30.23,-0.14110330232123713,-0.13894717584390562,0.042705144616621254,0.15466503882919358
161.0,100677.656,30.23,-0.11881514057290765,-0.1269297882037522,0.04579577791486086,0.1546650388291921
161.2,100677.688,30.22,-0.12149642570586039,-0.11888806736975037,0.04480233007903865,0.15466503882919108
161.4,100677.625,30.22,-0.11621764493471076,-0.11181410259251917,0.043125148861550694,0.1546650388291931
161.6,100677.922,30.22,-0.14110330232123713,-0.11456025650041038,0.03301567461417558,0.15466503882919178
161.8,100677.953,30.21,-0.1437007917581945,-0.11867731408517503,0.023484959683311428,0.15466503882919358
162.0,100677.516,30.2,-0.10708450997096053,-0.11191213962371739,0.025323663424391366,0.1546650388291921
162.2,100677.633,30.2,-0.11688796645418664,-0.10985875776947955,0.022646442254780415,0.15466503882919108
162.4,100677.664,30.19,-0.11948546191520526,-0.10957511519108595,0.018871879393142547,0.1546650388291931
162.6,100677.398,30.19,-0.09719725391350353,-0.10322039377863158,0.021165918207146067,0.15466503882919178
162.8,100677.516,30.19,-0.10708450997096053,-0.1014157411909805,0.019006849033910204,0.15466503882919358
163.0,100677.375,30.18,-0.09527007579842817,-0.09691127346931798,0.019631933498621267,0.1546650388291921
163.2,100677.484,30.18,-0.10440322111726408,-0.09640945793714947,0.01658734157219005,0.15466503882919108
163.4,100677.219,30.17,-0.08219877131866671,-0.08982491053831462,0.019491916223055364,0.1546650388291931
