t_ms,mx_raw,my_raw,mz_raw,mx_cal,my_cal,mz_cal,inlier
134150,139,-337,-362,63.410902,-229.225738,-328.748227,1
134200,164,-258,-390,89.525262,-151.738796,-358.455936,1
134250,192,-178,-400,118.496662,-73.477489,-369.895449,1
134300,230,-108,-388,157.276389,-5.155911,-358.932638,1
134350,230,-108,-388,157.276389,-5.155911,-358.932638,1
134400,262,-41,-362,189.831909,60.026938,-333.630894,1
134450,294,28,-320,222.241115,126.961068,-292.077619,1
134500,340,110,-223,268.335614,205.984188,-194.875941,1
134550,340,110,-223,268.335614,205.984188,-194.875941,1
134600,354,179,-96,281.705429,271.740076,-66.674528,1
134650,330,215,47,256.283898,304.873924,78.591649,1
134700,269,221,166,193.505434,308.808209,200.185174,1
134750,269,221,166,193.505434,308.808209,200.185174,1
134800,206,207,238,129.033197,293.823318,274.233913,1
134850,177,175,285,99.029677,261.859307,322.730916,1
134900,170,104,342,90.866617,191.939906,381.659620,1
134950,170,104,342,90.866617,191.939906,381.659620,1
135000,165,-7,387,84.552886,83.215977,428.853748,1
135050,140,-135,405,58.181564,-41.882277,448.992366,1
135100,140,-135,405,58.181564,-41.882277,448.992366,1
135150,117,-277,382,34.140924,-180.099382,427.575633,1
135200,141,-376,332,58.167504,-275.751566,377.690598,1
135250,167,-438,285,84.454392,-335.381707,330.381519,1
135300,167,-438,285,84.454392,-335.381707,330.381519,1
135350,163,-494,236,80.497550,-389.361070,281.265721,1
135400,110,-542,181,27.156972,-435.830679,226.440607,1
135450,-3,-553,132,-86.589219,-446.767574,177.866744,1
135500,-3,-553,132,-86.589219,-446.767574,177.866744,1
135550,-149,-494,86,-233.193210,-389.790093,131.814375,1
135600,-235,-408,39,-318.974896,-306.059836,83.808798,1
135650,-273,-332,29,-356.709451,-232.176789,73.082293,1
135700,-273,-332,29,-356.709451,-232.176789,73.082293,1
135750,-294,-275,36,-377.579283,-176.888370,79.712263,1
135800,-302,-235,54,-385.550476,-138.201519,97.610739,1
135850,-307,-196,75,-390.528374,-100.503902,118.543142,1
135900,-307,-196,75,-390.528374,-100.503902,118.543142,1
135950,-301,-172,108,-384.623605,-77.486417,151.756792,1
136000,-284,-171,153,-367.894541,-76.942448,197.350222,1
136050,-270,-194,170,-354.089767,-99.455657,214.786133,1
136100,-270,-194,170,-354.089767,-99.455657,214.786133,1
136150,-252,-242,175,-336.305709,-146.146207,220.282607,1
136200,-217,-320,174,-301.505886,-221.864007,219.874052,1
136250,-155,-417,148,-239.316420,-315.586176,193.996475,1
136300,-155,-417,148,-239.316420,-315.586176,193.996475,1
136350,-78,-498,76,-161.393791,-393.045570,120.977014,1
136400,3,-541,-11,-79.002030,-433.272455,32.190394,1
136450,81,-543,-94,0.617898,-433.629403,-53.001993,1
136500,81,-543,-94,0.617898,-433.629403,-53.001993,1
136550,153,-512,-180,74.447256,-401.845471,-141.592267,1
136600,223,-439,-262,146.522332,-329.210132,-226.610680,1
136650,248,-334,-336,173.289009,-225.828132,-303.432590,1
136700,248,-334,-336,173.289009,-225.828132,-303.432590,1
136750,238,-234,-382,164.378724,-127.917236,-351.357646,1
136800,233,-169,-393,159.912349,-64.496992,-363.297800,1
136850,290,-115,-364,217.599196,-11.832929,-335.035578,1
136900,290,-115,-364,217.599196,-11.832929,-335.035578,1
136950,350,-47,-313,278.197709,54.220480,-284.596232,1
137000,389,37,-231,317.385873,135.325619,-202.607694,1
137050,408,113,-115,335.968657,208.072683,-85.732642,1
137101,408,113,-115,335.968657,208.072683,-85.732642,1
137150,387,167,11,313.880189,258.972915,41.988243,1
137200,319,213,106,244.563166,302.118641,138.745259,1
137250,246,231,173,170.272159,318.295904,207.414134,1
137300,246,231,173,170.272159,318.295904,207.414134,1
137350,177,219,237,99.833444,305.314113,273.360498,1
137400,109,167,306,30.062839,253.311115,344.875768,1
137450,52,89,358,-28.613715,176.269262,399.307221,1
137500,52,89,358,-28.613715,176.269262,399.307221,1
137550,0,-12,389,-82.195628,77.116559,432.609205,1
137600,-34,-100,395,-117.246697,-8.932645,440.138549,1
137650,-42,-176,395,-125.883262,-83.028165,441.155059,1
137700,-42,-176,395,-125.883262,-83.028165,441.155059,1
137750,-36,-248,386,-120.256574,-153.013993,432.826168,1
137800,-35,-322,360,-119.524786,-224.775268,407.278769,1
137850,-35,-322,360,-119.524786,-224.775268,407.278769,1
137900,-19,-405,308,-103.443382,-304.874424,355.242603,1
137950,-10,-484,217,-94.012359,-380.647618,263.554418,1
138000,-32,-523,124,-115.587238,-417.655450,169.650810,1
138050,-32,-523,124,-115.587238,-417.655450,169.650810,1
138100,-61,-522,67,-144.304078,-416.190833,111.946305,1
138150,-91,-506,50,-174.323992,-400.613578,94.757517,1
138200,-131,-477,52,-214.542669,-372.679053,96.837126,1
138250,-131,-477,52,-214.542669,-372.679053,96.837126,1
138300,-184,-438,16,-267.439530,-334.629625,60.268418,1
138350,-216,-408,-13,-299.257121,-305.280743,30.720189,1
138401,-225,-390,35,-308.700792,-288.402491,79.417492,1
138450,-225,-390,35,-308.700792,-288.402491,79.417492,1
138500,-241,-359,71,-325.000707,-258.763267,115.817955,1
138550,-250,-342,85,-334.109747,-242.440426,129.940727,1
138600,-251,-334,97,-335.182309,-234.802137,142.059374,1
138650,-251,-334,97,-335.182309,-234.802137,142.059374,1
138700,-230,-339,137,-314.405724,-240.012437,182.600175,1
138750,-205,-359,153,-289.456210,-259.510549,198.871252,1
138800,-190,-377,151,-274.413622,-276.911583,196.907579,1
138850,-190,-377,151,-274.413622,-276.911583,196.907579,1
138900,-180,-398,135,-264.303401,-297.099187,180.789496,1
138950,-163,-430,104,-247.050812,-327.766870,149.477594,1
139000,-119,-477,58,-202.479961,-372.665395,102.820007,1
139050,-119,-477,58,-202.479961,-372.665395,102.820007,1
139100,-55,-516,3,-137.555147,-409.513757,46.707411,1
139150,-1,-533,-63,-82.461727,-424.867797,-20.765443,1
139200,33,-525,-136,-47.320579,-415.927226,-95.465899,1
139250,33,-525,-136,-47.320579,-415.927226,-95.465899,1
139300,45,-501,-201,-34.368730,-391.658941,-162.004091,1
139350,61,-468,-257,-17.400706,-358.704762,-219.538016,1
139400,72,-417,-314,-5.342560,-308.239636,-278.260615,1
139450,72,-417,-314,-5.342560,-308.239636,-278.260615,1
139500,65,-339,-369,-11.292094,-231.627808,-335.100220,1
139550,59,-260,-400,-16.465439,-154.330107,-367.547953,1
139600,60,-183,-417,-14.722392,-79.102109,-385.799807,1
139650,60,-183,-417,-14.722392,-79.102109,-385.799807,1
139700,80,-102,-418,6.083761,-0.035849,-388.015840,1
139750,124,-38,-406,50.881234,62.484470,-377.039470,1
139800,179,1,-386,106.528636,100.632192,-357.727728,1
139850,179,1,-386,106.528636,100.632192,-357.727728,1
139900,239,39,-349,167.049048,137.632844,-321.160530,1
139950,293,73,-300,221.358069,170.545226,-272.276602,1
140000,333,98,-249,261.437752,194.563267,-221.106512,1
140050,333,98,-249,261.437752,194.563267,-221.106512,1
140100,349,126,-200,277.313341,221.353344,-171.766531,1
140150,369,147,-132,296.987793,241.119383,-103.052617,1
140200,381,161,-48,308.368230,253.810774,-17.895870,1
140250,381,161,-48,308.368230,253.810774,-17.895870,1
140300,379,166,42,305.479103,257.558558,73.616080,1
140350,355,166,132,280.327903,256.274954,165.410861,1
140400,297,157,228,220.702058,245.901814,263.761979,1
140450,297,157,228,220.702058,245.901814,263.761979,1
140500,228,131,303,150.050568,219.146118,341.070637,1
140550,166,90,351,86.632940,178.161449,391.027620,1
140600,166,90,351,86.632940,178.161449,391.027620,1
140650,110,30,383,29.299110,118.908337,424.882114,1
140700,81,-39,403,-0.702849,51.232472,446.368803,1
140750,74,-119,410,-8.428743,-26.838660,454.545344,1
140800,74,-119,410,-8.428743,-26.838660,454.545344,1
140850,36,-218,399,-47.430125,-123.423571,444.956973,1
140900,-32,-309,355,-116.348886,-212.027547,402.002183,1
140950,-49,-379,316,-133.641748,-279.863353,363.362155,1
141001,-49,-379,316,-133.641748,-279.863353,363.362155,1
141050,-49,-414,293,-133.665821,-313.676127,340.396249,1
141100,-69,-416,275,-153.704475,-315.548706,322.311332,1
141150,-107,-408,246,-191.744113,-307.675408,293.094407,1
141200,-107,-408,246,-191.744113,-307.675408,293.094407,1
141250,-139,-398,215,-223.687520,-297.785353,261.757989,1
141300,-139,-395,210,-223.615347,-294.801252,256.634738,1
141350,-159,-389,186,-243.535289,-288.806547,232.347728,1
141400,-159,-389,186,-243.535289,-288.806547,232.347728,1
141450,-177,-385,165,-261.479485,-284.782544,211.117017,1
141500,-195,-372,153,-279.448523,-272.101833,198.930800,1
141550,-208,-357,153,-292.472379,-257.584093,198.876789,1
141600,-208,-357,153,-292.472379,-257.584093,198.876789,1
141650,-214,-345,158,-298.496629,-245.999378,203.875632,1
141700,-216,-342,151,-300.424851,-243.005237,196.737974,1
141750,-222,-347,132,-306.331780,-247.685866,177.531953,1
141800,-222,-347,132,-306.331780,-247.685866,177.531953,1
141850,-213,-370,117,-297.256463,-269.841429,162.465820,1
141900,-205,-391,95,-289.106409,-289.969726,140.264288,1
141950,-187,-417,75,-270.910411,-314.920557,120.058293,1
142000,-187,-417,75,-270.910411,-314.920557,120.058293,1
142050,-166,-449,29,-249.465956,-345.374306,73.447262,1
142100,-137,-475,-31,-219.754895,-369.752214,12.440234,1
142150,-93,-498,-86,-174.918418,-391.159738,-43.668292,1
142200,-93,-498,-86,-174.918418,-391.159738,-43.668292,1
142250,-33,-513,-137,-113.899732,-404.706401,-95.967216,1
142300,46,-507,-193,-33.482708,-397.595215,-153.802166,1
142350,119,-467,-261,41.241552,-357.258127,-224.202661,1
142400,119,-467,-261,41.241552,-357.258127,-224.202661,1
142450,176,-407,-310,99.756600,-297.788337,-275.360635,1
142500,226,-344,-334,150.970341,-235.755017,-301.053657,1
142550,254,-281,-353,179.908210,-173.943803,-321.439130,1
142600,254,-281,-353,179.908210,-173.943803,-321.439130,1
142650,271,-200,-367,197.814338,-94.739318,-336.849376,1
142700,281,-121,-363,208.453074,-17.755952,-333.853908,1
142751,295,-50,-346,222.943717,51.303100,-317.575752,1
142800,295,-50,-346,222.943717,51.303100,-317.575752,1
142850,328,22,-298,256.324727,121.093147,-269.965923,1
142900,371,87,-205,299.304650,183.582703,-176.593735,1
142950,406,126,-58,333.469772,220.020296,-27.888811,1
143000,406,126,-58,333.469772,220.020296,-27.888811,1
143050,376,144,123,301.473226,235.107223,156.315292,1
143100,265,126,276,187.665016,214.877769,313.294096,1
143150,123,76,355,43.049638,164.160013,395.701530,1
143200,123,76,355,43.049638,164.160013,395.701530,1
143250,9,6,379,-72.871438,94.840507,422.124395,1
143300,-36,-65,382,-118.881091,25.308932,426.503201,1
143350,-36,-65,382,-118.881091,25.308932,426.503201,1
143400,-70,-151,375,-153.786829,-58.631811,420.783529,1
143450,-109,-247,340,-193.535216,-152.005903,386.754019,1
143500,-116,-332,298,-200.804814,-234.344389,345.146392,1
143550,-116,-332,298,-200.804814,-234.344389,345.146392,1
143600,-114,-423,225,-198.714148,-322.080432,271.987087,1
143650,-106,-487,134,-190.183932,-383.248327,180.124212,1
143700,-78,-524,53,-161.352196,-418.090787,97.900258,1
143750,-78,-524,53,-161.352196,-418.090787,97.900258,1
143800,-43,-544,-27,-125.334699,-436.333548,16.413787,1
143850,-42,-531,-111,-123.384829,-422.627413,-69.206243,1
143900,-76,-499,-165,-156.956918,-391.036865,-124.190496,1
143950,-76,-499,-165,-156.956918,-391.036865,-124.190496,1
144000,-118,-464,-184,-198.941134,-357.013248,-143.527138,1
144050,-156,-434,-180,-237.152120,-328.114591,-139.445439,1
144100,-195,-418,-133,-276.907948,-313.391263,-91.439062,1
144150,-195,-418,-133,-276.907948,-313.391263,-91.439062,1
144200,-217,-411,-56,-299.856827,-307.680947,-12.974994,1
144250,-227,-397,8,-310.500845,-294.903748,52.057796,1
144300,-235,-374,52,-318.857553,-273.098069,96.614418,1
144351,-235,-374,52,-318.857553,-273.098069,96.614418,1
144401,-226,-380,69,-309.980009,-279.086820,113.891231,1
144450,-192,-409,87,-276.023990,-307.311454,132.217167,1
144500,-151,-442,93,-234.904698,-339.233906,138.314850,1
144550,-151,-442,93,-234.904698,-339.233906,138.314850,1
144600,-92,-485,77,-175.452551,-380.495788,121.974953,1
144650,-15,-522,49,-97.651371,-415.633497,93.173013,1
144700,88,-542,-3,6.781814,-433.724959,39.485973,1
144750,88,-542,-3,6.781814,-433.724959,39.485973,1
144800,191,-525,-68,111.615706,-415.611905,-27.881161,1
144850,285,-477,-113,207.382369,-367.611488,-75.194394,1
144900,368,-397,-135,292.038422,-288.801076,-99.394147,1
144950,368,-397,-135,292.038422,-288.801076,-99.394147,1
145000,436,-311,-106,361.071551,-204.883217,-71.636677,1
145050,473,-242,-8,397.968852,-138.602330,26.832886,1
145100,471,-163,102,395.418531,-63.012075,137.778618,1
145150,471,-163,102,395.418531,-63.012075,137.778618,1
145200,441,-86,188,364.807863,10.721130,224.616324,1
145250,372,-17,266,294.819369,76.474920,303.806692,1
145300,279,27,326,200.583386,117.920967,365.235650,1
145350,279,27,326,200.583386,117.920967,365.235650,1
145400,159,17,376,78.777101,106.687832,417.428629,1
145450,72,-36,394,-9.682736,54.200171,437.267022,1
145500,3,-99,390,-79.809717,-7.626919,434.667834,1
145550,3,-99,390,-79.809717,-7.626919,434.667834,1
145600,-47,-153,374,-130.555522,-60.400021,419.559598,1
145650,-85,-188,352,-168.979306,-94.502378,397.993106,1
145700,-121,-183,333,-205.120892,-89.660173,378.965620,1
145751,-121,-183,333,-205.120892,-89.660173,378.965620,1
145800,-175,-171,297,-259.225012,-77.920712,342.739515,1
145850,-212,-159,265,-296.195040,-66.106477,310.411487,1
145900,-233,-159,240,-317.158958,-65.951789,285.191172,1
145950,-233,-159,240,-317.158958,-65.951789,285.191172,1
146000,-253,-173,209,-337.154433,-79.354328,254.029670,1
146050,-273,-173,174,-357.007530,-79.069179,218.626696,1
146100,-273,-152,114,-356.250902,-57.872554,157.332436,1
146150,-302,-152,114,-385.548269,-58.084152,157.624080,1
146200,-306,-117,112,-389.313795,-23.992650,155.198707,1
146250,-311,-98,88,-393.985072,-5.224249,130.600731,1
146300,-311,-98,88,-393.985072,-5.224249,130.600731,1
146350,-318,-116,46,-400.765806,-22.293144,88.167897,1
146400,-321,-138,-4,-403.454256,-43.131013,37.606019,1
146450,-321,-152,-7,-403.526237,-56.732485,34.726670,1
146500,-321,-152,-7,-403.526237,-56.732485,34.726670,1
146550,-320,-164,-2,-402.653824,-68.476847,39.950713,1
146600,-316,-169,32,-398.991218,-73.737288,74.558916,1
146650,-305,-176,86,-388.472560,-81.141331,129.466561,1
146700,-305,-176,86,-388.472560,-81.141331,129.466561,1
146750,-279,-178,150,-362.864176,-83.688227,194.334374,1
146800,-253,-172,200,-337.056626,-78.269307,244.862012,1
146850,-238,-164,224,-322.085804,-70.662072,269.026874,1
146900,-238,-164,224,-322.085804,-70.662072,269.026874,1
146950,-203,-154,269,-287.106498,-61.219209,314.328435,1
147000,-125,-125,332,-208.728656,-33.175008,377.274227,1
147050,-54,-90,365,-137.077112,1.032652,409.698711,1
147100,-54,-90,365,-137.077112,1.032652,409.698711,1
147150,-4,-50,378,-86.403287,40.204281,421.927598,1
147200,57,13,374,-24.277885,102.071531,416.469157,1
147250,97,58,360,16.601413,146.373607,401.271003,1
147301,97,58,360,16.601413,146.373607,401.271003,1
147350,90,40,366,9.337957,128.713519,407.666658,1
147400,34,-22,379,-47.819388,67.746075,422.217841,1
147450,-31,-76,372,-113.809515,14.752677,416.415797,1
147500,-31,-76,372,-113.809515,14.752677,416.415797,1
147550,-90,-116,350,-173.485116,-24.373772,395.122078,1
147600,-144,-135,319,-227.865711,-42.895256,364.364087,1
147650,-208,-158,261,-292.106501,-65.053851,306.289903,1
147700,-208,-158,261,-292.106501,-65.053851,306.289903,1
147750,-268,-172,178,-351.989190,-78.107790,222.633137,1
147800,-301,-177,104,-384.619861,-82.308016,147.749334,1
147850,-319,-167,31,-401.997330,-71.798515,73.547193,1
147900,-319,-167,31,-401.997330,-71.798515,73.547193,1
147950,-326,-153,-23,-408.423897,-57.546076,18.513107,1
148000,-327,-139,-33,-409.231433,-43.791785,8.178130,1
148050,-326,-117,-53,-407.859522,-22.106352,-12.448095,1
148100,-326,-117,-53,-407.859522,-22.106352,-12.448095,1
148150,-318,-96,-105,-399.101316,-0.949887,-65.684727,1
148200,-312,-82,-132,-392.666110,13.064860,-93.383525,1
148250,-304,-67,-154,-384.253383,28.006791,-116.028451,1
148300,-304,-67,-154,-384.253383,28.006791,-116.028451,1
148350,-283,-38,-194,-362.424183,56.903695,-157.287230,1
148400,-261,-11,-217,-339.770285,83.650169,-181.238009,1
148450,-244,12,-236,-322.237070,106.414202,-201.020197,1
148500,-244,12,-236,-322.237070,106.414202,-201.020197,1
148550,-219,41,-253,-296.598157,135.057013,-218.922218,1
148600,-170,96,-269,-246.533494,189.191120,-236.368568,1
148651,-124,141,-273,-199.693240,233.413809,-241.454461,1
148701,-124,141,-273,-199.693240,233.413809,-241.454461,1
148750,-86,172,-268,-161.127678,263.828856,-237.132127,1
148800,-49,201,-256,-123.657360,292.202045,-225.654281,1
148850,-7,224,-249,-81.129268,314.828260,-219.239121,1
148900,-7,224,-249,-81.129268,314.828260,-219.239121,1
148950,37,237,-241,-36.663689,327.715022,-211.703648,1
149000,93,267,-198,19.696995,356.819204,-168.894129,1
149050,93,267,-198,19.696995,356.819204,-168.894129,1
149100,135,280,-162,61.860478,369.346510,-132.855257,1
149150,158,284,-140,84.904260,373.140058,-110.756102,1
149200,168,281,-145,95.035195,370.352086,-115.906021,1
149250,168,281,-145,95.035195,370.352086,-115.906021,1
149300,167,275,-158,94.111899,364.659867,-129.046448,1
149350,161,276,-160,88.077784,365.614894,-131.032945,1
149400,165,286,-134,91.930291,375.065580,-104.747571,1
149450,165,286,-134,91.930291,375.065580,-104.747571,1
149500,171,293,-104,97.741190,381.559074,-74.376320,1
149550,171,292,-105,97.743951,380.597217,-75.381264,1
149600,195,296,-47,121.435946,383.954666,-16.670798,1
149650,195,296,-47,121.435946,383.954666,-16.670798,1
149700,214,290,32,139.792515,377.275255,63.575582,1
149750,223,279,82,148.301706,366.009194,114.483564,1
149800,216,268,120,140.767512,354.774187,153.345331,1
149851,216,268,120,140.767512,354.774187,153.345331,1
149901,204,269,130,128.551193,355.537637,163.626297,1
149950,194,270,136,118.395609,356.364946,169.818109,1
150000,176,255,180,99.659094,341.079087,214.943327,1
150050,176,255,180,99.659094,341.079087,214.943327,1
150100,145,227,231,67.624026,312.947908,267.480219,1
150150,95,191,276,16.396099,276.958612,314.203158,1
150200,44,150,305,-35.717657,236.288219,344.721574,1
150250,44,150,305,-35.717657,236.288219,344.721574,1
150300,-9,95,328,-89.893733,182.038710,369.328973,1
150350,-50,47,338,-131.764947,134.856085,380.505093,1
150400,-97,-6,334,-179.593374,82.931247,377.561493,1
150450,-97,-6,334,-179.593374,82.931247,377.561493,1
150500,-143,-58,318,-226.283571,32.135678,362.388397,1
150550,-165,-106,303,-248.708541,-14.600401,347.941934,1
150600,-168,-141,300,-251.964510,-48.681396,345.351403,1
150650,-168,-141,300,-251.964510,-48.681396,345.351403,1
150700,-146,-163,314,-230.040237,-70.125111,359.642762,1
150750,-113,-175,333,-196.980488,-81.808417,378.786634,1
150800,-69,-187,353,-152.818002,-93.423778,398.837142,1
150850,-69,-187,353,-152.818002,-93.423778,398.837142,1
150900,-46,-210,358,-129.800261,-115.723521,403.975420,1
150950,-37,-249,349,-120.902027,-153.539751,395.209913,1
151000,-36,-276,341,-120.008325,-179.736593,387.394321,1
151050,-36,-276,341,-120.008325,-179.736593,387.394321,1
151100,-39,-281,338,-123.045399,-184.592398,384.434293,1
151150,-59,-282,330,-143.177323,-185.613968,376.509661,1
151200,-79,-273,324,-163.256396,-176.918442,370.496385,1
151250,-79,-273,324,-163.256396,-176.918442,370.496385,1
151301,-86,-260,325,-170.243376,-164.317585,371.423927,1
151350,-90,-261,323,-174.271576,-165.296310,369.441950,1
151400,-101,-269,312,-185.332119,-173.034474,358.461243,1
151450,-101,-269,312,-185.332119,-173.034474,358.461243,1
151500,-111,-272,305,-195.386152,-175.943742,351.477938,1
151550,-117,-251,310,-201.344733,-155.591471,356.365932,1
151600,-124,-209,320,-208.210626,-114.850445,366.091637,1
151650,-124,-209,320,-208.210626,-114.850445,366.091637,1
151700,-143,-191,314,-227.213776,-97.380065,359.957455,1
151750,-158,-195,302,-242.276093,-101.238406,347.950449,1
151800,-158,-195,302,-242.276093,-101.238406,347.950449,1
151850,-182,-217,278,-266.441352,-122.549731,324.048528,1
151900,-205,-234,249,-289.509591,-138.921312,294.988666,1
151950,-218,-249,226,-302.521037,-153.345481,271.907166,1
152000,-218,-249,226,-302.521037,-153.345481,271.907166,1
152050,-234,-252,208,-318.525971,-156.163046,253.794339,1
152100,-258,-261,160,-342.355016,-164.514525,205.318058,1
152150,-286,-269,87,-369.966363,-171.613103,131.438181,1
152200,-286,-269,87,-369.966363,-171.613103,131.438181,1
152250,-304,-253,41,-387.571584,-155.591111,84.628167,1
152300,-314,-233,11,-397.226494,-135.811120,53.964597,1
152350,-320,-205,-27,-402.701563,-108.110027,15.024185,1
152400,-320,-205,-27,-402.701563,-108.110027,15.024185,1
152450,-323,-164,-75,-404.950448,-67.599630,-34.279113,1
152500,-322,-119,-102,-403.340321,-23.422002,-62.309440,1
152550,-316,-86,-115,-396.907276,8.929601,-76.000608,1
152600,-316,-86,-115,-396.907276,8.929601,-76.000608,1
152650,-307,-57,-136,-387.392201,37.504934,-97.810763,1
152700,-296,-32,-158,-375.875747,62.210484,-120.609024,1
152750,-276,6,-181,-355.162096,99.658268,-144.675172,1
152800,-276,6,-181,-355.162096,99.658268,-144.675172,1
152850,-244,57,-201,-322.260712,149.820909,-165.970333,1
152900,-204,109,-215,-281.330339,200.942196,-181.254704,1
152950,-177,138,-217,-253.821768,229.414851,-183.917934,1
153000,-177,138,-217,-253.821768,229.414851,-183.917934,1
153050,-165,153,-215,-241.609386,244.090370,-182.188842,1
153100,-153,167,-211,-229.424413,257.767084,-178.412913,1
153150,-125,186,-214,-200.968497,276.517622,-181.980295,1
153200,-125,186,-214,-200.968497,276.517622,-181.980295,1
153250,-92,206,-220,-167.423843,296.315765,-188.662058,1
153300,-80,207,-228,-155.213044,297.476029,-196.933137,1
153350,-61,214,-231,-135.936972,304.470822,-200.262210,1
153400,-61,214,-231,-135.936972,304.470822,-200.262210,1
153450,-44,223,-230,-118.707041,313.350103,-199.526762,1
153500,-71,196,-248,-145.999885,287.072125,-217.233369,1
153550,-148,132,-257,-224.165912,224.274072,-224.826088,1
153600,-148,132,-257,-224.165912,224.274072,-224.826088,1
153650,-194,97,-241,-271.053882,189.645314,-207.656238,1
153700,-203,95,-229,-280.281442,187.483502,-195.333972,1
153750,-235,61,-216,-312.988389,153.968017,-181.369013,1
153800,-235,61,-216,-312.988389,153.968017,-181.369013,1
153850,-266,14,-194,-344.870447,107.684731,-158.098654,1
153900,-307,-54,-136,-387.370312,40.427453,-97.847712,1
153950,-327,-107,-21,-409.118626,-12.766047,19.991123,1
154000,-327,-107,-21,-409.118626,-12.766047,19.991123,1
154050,-315,-122,79,-398.110693,-28.522738,121.781213,1
154100,-288,-107,158,-371.518865,-14.686144,201.688492,1
154150,-262,-81,200,-345.484932,10.314768,243.831717,1
154200,-262,-81,200,-345.484932,10.314768,243.831717,1
154250,-239,-54,227,-322.323615,36.452712,270.733893,1
154300,-204,-17,261,-287.036681,72.333727,304.513045,1
154350,-141,19,300,-223.520213,107.383289,343.109226,1
154400,-141,19,300,-223.520213,107.383289,343.109226,1
154450,-105,35,316,-187.195230,123.035666,358.826285,1
154500,-77,46,325,-158.918366,133.845022,367.564557,1
154550,-77,46,325,-158.918366,133.845022,367.564557,1
154600,-39,42,342,-120.728861,130.016215,384.525093,1
154650,2,41,355,-79.446479,129.181083,397.349468,1
154700,57,34,366,-24.044205,122.627697,408.072428,1
154750,57,34,366,-24.044205,122.627697,408.072428,1
154800,142,15,370,61.648529,104.689345,411.520665,1
154850,238,-24,355,158.499206,67.581808,395.776664,1
154900,350,-112,298,271.578800,-16.626167,337.750337,1
154950,350,-112,298,271.578800,-16.626167,337.750337,1
155000,419,-190,216,341.541852,-91.098248,254.601777,1
155050,444,-246,148,367.073455,-144.631999,185.866391,1
155100,440,-302,96,363.146784,-198.574413,133.698812,1
155150,440,-302,96,363.146784,-198.574413,133.698812,1
155200,410,-374,50,332.776423,-268.367203,88.093333,1
155250,356,-436,42,277.850776,-329.061407,81.261938,1
155300,299,-467,77,219.688120,-360.107749,117.821089,1
155350,299,-467,77,219.688120,-360.107749,117.821089,1
155400,247,-466,147,166.458237,-360.375150,189.539936,1
155450,189,-447,216,107.308224,-343.138900,260.080165,1
155500,129,-411,271,46.402537,-309.183871,316.189483,1
155550,129,-411,271,46.402537,-309.183871,316.189483,1
155600,84,-378,301,0.880188,-277.733999,346.753395,1
155650,76,-369,307,-7.196517,-269.098713,352.826562,1
155700,87,-374,304,3.909966,-273.852367,349.725740,1
155750,87,-374,304,3.909966,-273.852367,349.725740,1
155801,84,-357,315,0.892620,-257.448798,360.736391,1
155850,54,-301,345,-29.308099,-203.483500,390.866173,1
155900,28,-230,370,-55.308071,-134.814839,415.684678,1
155950,28,-230,370,-55.308071,-134.814839,415.684678,1
156000,43,-180,383,-39.920173,-86.156857,428.142384,1
156050,68,-143,391,-14.474305,-50.028576,435.573337,1
156100,89,-119,395,6.875918,-26.544464,439.135590,1
156150,89,-119,395,6.875918,-26.544464,439.135590,1
156200,123,-95,394,41.409728,-2.903915,437.480806,1
156250,188,-66,383,107.398463,25.956855,425.280079,1
156300,187,-56,384,106.451117,35.678972,426.184231,1
156350,187,-56,384,106.451117,35.678972,426.184231,1
156400,216,-99,377,135.505133,-5.912653,419.301376,1
156450,263,-149,357,182.823383,-54.032038,399.099334,1
156500,312,-189,325,232.355786,-92.247301,366.546891,1
156550,312,-189,325,232.355786,-92.247301,366.546891,1
156600,342,-231,292,262.688826,-132.537227,333.192897,1
156650,346,-265,272,266.682896,-165.383592,313.226228,1
156700,345,-282,264,265.629055,-181.853297,305.307584,1
156750,345,-282,264,265.629055,-181.853297,305.307584,1
156800,334,-292,269,254.393012,-191.736871,310.627674,1
156850,318,-305,275,238.073753,-204.591763,317.052257,1
156900,300,-309,285,219.759427,-208.742957,327.455146,1
156950,300,-309,285,219.759427,-208.742957,327.455146,1
157000,257,-310,310,176.059789,-210.338792,353.331406,1
157050,205,-295,336,123.374552,-196.425844,380.118371,1
157101,167,-272,354,84.971697,-174.518829,398.527929,1
157150,167,-272,354,84.971697,-174.518829,398.527929,1
157200,161,-253,362,78.968352,-156.151854,406.492337,1
157250,170,-236,367,88.134395,-139.586827,411.278747,1
157300,156,-226,372,74.013520,-130.008830,416.382676,1
157350,156,-226,372,74.013520,-130.008830,416.382676,1
157400,141,-216,377,58.882391,-120.438130,421.496662,1
157450,148,-213,377,65.976058,-117.464536,421.389316,1
157500,148,-213,377,65.976058,-117.464536,421.389316,1
157550,123,-207,383,40.703146,-111.875809,427.670395,1
157600,84,-188,386,1.411701,-93.688035,430.880373,1
157650,53,-174,388,-29.824137,-80.300437,433.054219,1
157700,53,-174,388,-29.824137,-80.300437,433.054219,1
157750,39,-152,391,-43.837341,-59.007731,435.975830,1
157800,83,-152,395,0.573610,-58.735952,439.602376,1
157850,115,-136,399,32.978257,-42.964963,443.152538,1
157900,115,-136,399,32.978257,-42.964963,443.152538,1
157950,132,-75,399,50.597661,16.583630,442.230266,1
158000,141,-44,395,59.956365,46.897928,437.688903,1
