t_ms,mx_raw,my_raw,mz_raw,mx_cal,my_cal,mz_cal,inlier
43100,-77,-135,329,-160.279256,-42.529557,373.862891,1
43150,-77,-135,329,-160.279256,-42.529557,373.862891,1
43200,-84,-143,323,-167.349066,-50.300118,367.928259,1
43250,-95,-163,314,-178.517280,-69.752990,359.129871,1
43300,-107,-181,303,-190.661042,-87.240180,348.282386,1
43350,-107,-181,303,-190.661042,-87.240180,348.282386,1
43400,-110,-199,294,-193.732631,-104.686335,339.378912,1
43450,-92,-229,291,-175.736782,-133.743238,336.515607,1
43500,-49,-277,282,-132.555579,-180.078945,327.519021,1
43550,-49,-277,282,-132.555579,-180.078945,327.519021,1
43601,-11,-322,263,-94.303190,-223.405449,308.363167,1
43650,4,-350,245,-79.172660,-250.351148,290.246495,1
43700,3,-367,226,-80.115877,-266.685372,271.137989,1
43750,3,-367,226,-80.115877,-266.685372,271.137989,1
43800,0,-375,218,-83.124558,-274.402113,263.128610,1
43850,12,-393,202,-70.971939,-291.652604,246.953463,1
43900,23,-412,178,-59.756417,-309.786033,222.662609,1
43950,23,-412,178,-59.756417,-309.786033,222.662609,1
44000,21,-427,155,-61.655069,-324.129941,199.470485,1
44050,2,-432,139,-80.725471,-328.942374,183.446981,1
44100,13,-452,96,-69.326168,-347.815962,139.840499,1
44150,13,-452,96,-69.326168,-347.815962,139.840499,1
44200,22,-466,59,-59.963935,-360.933004,102.283792,1
44250,30,-477,17,-51.539783,-371.073241,59.613891,1
44300,42,-482,-38,-38.900099,-375.179139,3.605481,1
44350,42,-482,-38,-38.900099,-375.179139,3.605481,1
44400,51,-482,-57,-29.616735,-374.879456,-15.812973,1
44450,71,-480,-56,-9.407118,-372.797497,-15.021480,1
44500,106,-478,-55,25.956310,-370.606090,-14.380837,1
44550,106,-478,-55,25.956310,-370.606090,-14.380837,1
44600,146,-473,-59,66.443181,-365.394100,-18.913728,1
44650,178,-466,-51,98.741933,-358.439934,-11.183676,1
44700,202,-460,-36,122.880958,-352.604528,3.759967,1
44750,202,-460,-36,122.880958,-352.604528,3.759967,1
44800,210,-459,-9,130.698757,-351.904530,31.133223,1
44850,216,-455,26,136.437483,-348.395137,66.627725,1
44900,222,-444,69,142.146831,-338.165067,110.174092,1
44950,222,-444,69,142.146831,-338.165067,110.174092,1
45000,232,-434,100,152.010579,-328.732184,141.485427,1
45050,224,-424,132,143.679697,-319.442955,173.995042,1
45101,202,-425,149,121.275848,-320.787032,191.522030,1
45150,202,-425,149,121.275848,-320.787032,191.522030,1
45200,175,-425,167,93.817968,-321.205735,210.104244,1
45250,149,-432,168,67.490231,-328.226971,211.469194,1
45300,105,-430,181,22.922908,-326.759785,225.111438,1
45350,105,-430,181,22.922908,-326.759785,225.111438,1
45400,44,-426,186,-38.723686,-323.369761,230.761931,1
45450,-27,-414,180,-110.303826,-312.123836,225.224597,1
45500,-27,-414,180,-110.303826,-312.123836,225.224597,1
45550,-93,-398,158,-176.642602,-296.747673,203.311549,1
45600,-146,-378,131,-229.768607,-277.318380,176.132197,1
45650,-172,-377,92,-255.635705,-276.053571,136.708205,1
45700,-172,-377,92,-255.635705,-276.053571,136.708205,1
45750,-179,-385,58,-262.423927,-283.479268,102.290287,1
45800,-175,-398,18,-258.075498,-295.621670,61.719766,1
45850,-163,-412,-21,-245.662389,-308.692189,22.098369,1
45900,-163,-412,-21,-245.662389,-308.692189,22.098369,1
45950,-140,-415,-61,-222.046168,-310.954227,-18.786394,1
46000,-85,-385,-88,-165.991770,-280.995184,-47.175034,0
46050,-45,-396,-79,-125.752379,-291.530077,-38.286478,0
46101,-45,-396,-79,-125.752379,-291.530077,-38.286478,0
46150,-2,-401,-79,-82.347938,-296.087193,-38.657333,0
46200,43,-403,-78,-36.911155,-297.719514,-38.067991,0
46250,86,-396,-66,6.460164,-290.734352,-26.379521,0
46300,86,-396,-66,6.460164,-290.734352,-26.379521,0
46350,122,-385,-54,42.788891,-279.903574,-14.669921,0
46400,153,-378,-34,73.956708,-273.104503,5.277310,0
46450,176,-370,-11,97.019619,-265.426580,28.344459,0
46500,176,-370,-11,97.019619,-265.426580,28.344459,0
46550,197,-364,13,118.037373,-259.723913,52.473614,0
46600,215,-356,50,135.908220,-252.254904,89.832690,0
46650,223,-343,100,143.582272,-240.148110,140.455133,0
46700,223,-343,100,143.582272,-240.148110,140.455133,0
46750,221,-322,154,141.171929,-220.370162,195.148651,0
46800,207,-297,205,126.697893,-196.746132,246.861802,0
46850,195,-292,250,114.158776,-192.517068,292.697610,1
46900,195,-292,250,114.158776,-192.517068,292.697610,1
46950,189,-272,273,108.011878,-173.360668,315.908604,1
47000,187,-248,296,105.935181,-150.278389,339.030106,1
47050,189,-229,313,107.923359,-131.963890,356.069402,1
47100,189,-229,313,107.923359,-131.963890,356.069402,1
47150,186,-207,326,104.922382,-110.714088,369.052991,1
47200,180,-190,336,98.884331,-94.320092,379.076553,1
47250,165,-178,344,83.737625,-82.837995,387.217686,1
47300,165,-178,344,83.737625,-82.837995,387.217686,1
47350,154,-179,347,72.587364,-83.929379,390.392407,1
47400,126,-176,350,44.291970,-81.248111,393.688825,1
47450,94,-173,352,11.965616,-78.583713,396.008210,1
47500,94,-173,352,11.965616,-78.583713,396.008210,1
47550,55,-175,350,-27.428771,-80.791989,394.390534,1
47600,14,-180,342,-68.805216,-85.863477,386.726359,1
47650,-28,-178,329,-111.090557,-84.061469,373.899724,1
47700,-28,-178,329,-111.090557,-84.061469,373.899724,1
47750,-66,-184,311,-149.342969,-89.962075,356.045094,1
47801,-107,-203,281,-190.600318,-108.401022,326.173625,1
47850,-153,-209,239,-236.693402,-114.064404,283.985203,1
47900,-153,-209,239,-236.693402,-114.064404,283.985203,1
47950,-194,-210,191,-277.638393,-114.746539,235.581353,1
48000,-214,-212,148,-297.425630,-116.311204,192.064931,1
48050,-232,-212,105,-315.177765,-115.912930,148.503762,1
48100,-232,-212,105,-315.177765,-115.912930,148.503762,1
48150,-240,-225,71,-323.012724,-128.216788,114.157483,1
48200,-227,-253,44,-309.812192,-155.066232,86.905583,1
48250,-227,-253,44,-309.812192,-155.066232,86.905583,1
48300,-203,-291,28,-285.682454,-191.712626,70.856087,1
48350,-165,-328,15,-247.432033,-227.319645,57.705261,0
48400,-118,-361,8,-200.120480,-259.038204,50.518221,0
48450,-118,-361,8,-200.120480,-259.038204,50.518221,0
48500,-66,-384,6,-147.734975,-281.040132,48.244033,0
48550,-15,-397,11,-96.357157,-293.393843,52.977558,0
48600,34,-399,25,-47.010095,-295.157093,66.751056,0
48650,34,-399,25,-47.010095,-295.157093,66.751056,0
48700,75,-392,50,-5.790020,-288.346640,91.684022,0
48750,106,-376,91,25.232275,-273.038659,132.882869,0
48800,123,-352,139,42.098988,-250.125660,181.244799,0
48850,123,-352,139,42.098988,-250.125660,181.244799,0
48900,136,-321,185,54.995874,-220.398003,227.526220,0
48950,156,-300,214,75.062537,-200.151620,256.566985,0
49000,165,-292,230,84.052288,-192.489632,272.654106,1
49050,165,-292,230,84.052288,-192.489632,272.654106,1
49100,165,-286,248,83.915047,-186.866292,290.890891,1
49150,164,-277,267,82.779384,-178.340045,310.118043,1
49201,162,-255,290,80.688095,-157.206113,333.264178,1
49250,162,-255,290,80.688095,-157.206113,333.264178,1
49300,166,-230,310,84.710389,-133.068932,353.261242,1
49350,175,-201,325,93.863423,-104.936995,368.072455,1
49400,186,-175,336,105.055303,-79.663718,378.831464,1
49450,186,-175,336,105.055303,-79.663718,378.831464,1
49500,191,-154,345,110.169289,-59.280451,387.677876,1
49550,191,-138,351,110.225693,-43.767582,393.584373,1
49600,179,-130,353,98.140903,-36.086389,395.641041,1
49650,179,-130,353,98.140903,-36.086389,395.641041,1
49700,160,-127,359,78.907625,-33.376403,401.898730,1
49750,140,-126,363,58.669614,-32.597425,406.156588,1
49800,118,-127,363,36.436728,-33.732121,406.390152,1
49850,118,-127,363,36.436728,-33.732121,406.390152,1
49900,92,-137,361,10.117271,-43.638927,404.740270,1
49950,52,-143,356,-30.286386,-49.714241,400.130136,1
50000,7,-147,345,-75.666381,-53.803793,389.442091,1
50050,7,-147,345,-75.666381,-53.803793,389.442091,1
50100,-36,-162,329,-119.055845,-68.533072,373.783113,1
50150,-82,-159,308,-165.294452,-65.687545,352.846307,1
50200,-130,-159,278,-213.484945,-65.668280,322.811221,1
50250,-130,-159,278,-213.484945,-65.668280,322.811221,1
50300,-178,-162,233,-261.546478,-68.386786,277.554182,1
50350,-211,-148,195,-294.400557,-54.521120,239.057733,1
50400,-233,-159,157,-316.324253,-64.929517,200.758573,1
50450,-233,-159,157,-316.324253,-64.929517,200.758573,1
50500,-247,-171,118,-330.163157,-76.241399,161.374017,1
50550,-256,-190,75,-338.961639,-94.286743,117.956352,1
50600,-245,-223,46,-327.797984,-125.997012,88.751627,1
50650,-245,-223,46,-327.797984,-125.997012,88.751627,1
50700,-224,-261,32,-306.719122,-162.689928,74.766822,1
50750,-186,-301,32,-268.621327,-201.379581,74.877329,1
50800,-142,-338,33,-224.450176,-237.115254,75.907807,0
50850,-142,-338,33,-224.450176,-237.115254,75.907807,0
50900,-94,-365,32,-176.144930,-263.055377,74.740372,0
50950,-48,-380,39,-129.853087,-277.418549,81.583334,0
51000,-48,-387,39,-129.904163,-284.237760,81.669550,0
51050,-2,-387,60,-83.643667,-284.160769,102.569406,0
51100,45,-386,77,-36.325394,-283.053043,119.377849,0
51150,90,-378,101,8.953050,-275.226914,143.241011,0
51200,90,-378,101,8.953050,-275.226914,143.241011,0
51250,136,-370,119,55.302088,-267.319589,160.990555,0
51300,167,-357,141,86.493570,-254.700113,182.898408,0
51350,186,-346,157,105.607752,-244.042641,198.848012,0
51400,186,-346,157,105.607752,-244.042641,198.848012,0
51450,197,-328,188,116.540125,-226.809078,230.050758,1
51500,204,-309,214,123.489063,-208.568946,256.195113,1
51550,210,-301,238,129.367599,-201.027380,280.450486,1
51600,210,-301,238,129.367599,-201.027380,280.450486,1
51650,213,-285,264,132.253631,-185.738952,306.672017,1
51700,223,-266,281,142.323841,-167.366081,323.630859,1
51750,237,-240,295,156.516312,-142.107864,337.411479,1
51800,237,-240,295,156.516312,-142.107864,337.411479,1
51851,259,-219,298,178.864958,-121.526658,339.983365,1
51901,281,-194,300,201.252845,-97.036443,341.488725,1
51950,294,-184,300,214.459113,-87.199859,341.234823,1
52000,294,-184,300,214.459113,-87.199859,341.234823,1
52050,279,-183,307,199.242202,-86.421349,348.494178,1
52100,256,-200,321,175.741525,-103.322541,363.176506,1
52150,233,-200,331,152.405115,-103.613525,373.580412,1
52200,233,-200,331,152.405115,-103.613525,373.580412,1
52250,203,-204,337,122.007967,-107.803011,380.034940,1
52300,166,-207,344,84.536281,-111.081716,387.564809,1
52350,120,-220,343,37.979797,-124.069286,387.170272,1
52400,120,-220,343,37.979797,-124.069286,387.170272,1
52450,74,-235,338,-8.551053,-138.955937,382.731326,1
52500,33,-234,331,-49.893776,-138.194704,376.010512,1
52550,-7,-236,320,-90.207907,-140.299428,365.247551,1
52600,-7,-236,320,-90.207907,-140.299428,365.247551,1
52650,-45,-240,304,-128.465840,-144.276321,349.402807,1
52700,-78,-242,286,-161.637796,-146.243754,331.448627,1
52750,-110,-245,265,-193.776625,-149.141113,310.444926,1
52800,-110,-245,265,-193.776625,-149.141113,310.444926,1
52850,-140,-246,240,-223.840126,-150.026267,285.327438,1
52900,-160,-254,216,-243.862218,-157.669984,261.212859,1
52950,-174,-268,189,-257.836395,-171.078011,234.060058,1
53000,-174,-268,189,-257.836395,-171.078011,234.060058,1
53050,-180,-283,170,-263.816289,-185.500370,214.977202,1
53101,-182,-297,152,-265.757928,-198.931688,196.859063,1
53150,-183,-312,131,-266.666439,-213.292932,175.691403,1
53200,-183,-312,131,-266.666439,-213.292932,175.691403,1
53250,-174,-333,115,-257.566471,-233.487832,159.583376,1
53300,-158,-358,98,-241.413855,-257.516032,142.436959,1
53350,-136,-381,87,-219.245461,-279.626007,131.309130,1
53400,-136,-381,87,-219.245461,-279.626007,131.309130,1
53450,-106,-405,76,-189.002332,-302.651782,120.113163,1
53500,-72,-422,72,-154.737508,-318.915377,115.911576,1
53550,-30,-440,67,-112.387891,-336.082456,110.624592,1
53600,-30,-440,67,-112.387891,-336.082456,110.624592,1
53650,15,-451,74,-67.077117,-346.556232,117.428344,1
53700,64,-453,84,-17.689828,-348.270216,127.132801,1
53750,64,-453,84,-17.689828,-348.270216,127.132801,1
53800,109,-450,100,27.632587,-345.216420,142.919464,1
53850,149,-445,111,67.968608,-340.189177,153.645476,1
53900,184,-436,117,103.332828,-331.240143,159.286205,1
53950,184,-436,117,103.332828,-331.240143,159.286205,1
54000,216,-431,117,135.697440,-326.135790,158.902808,1
54050,243,-423,117,163.032671,-318.145401,158.532745,1
54100,259,-416,122,179.197528,-311.271029,163.371924,1
54150,259,-416,122,179.197528,-311.271029,163.371924,1
54200,270,-403,138,190.244269,-298.723583,179.377349,1
54251,276,-391,156,196.212331,-287.211426,197.479894,1
54300,273,-379,177,193.057936,-275.801887,218.724730,1
54350,273,-379,177,193.057936,-275.801887,218.724730,1
54400,264,-367,201,183.811847,-264.473076,243.081687,1
54450,258,-355,218,177.666917,-253.036160,260.287653,1
54500,253,-348,230,172.546042,-246.401230,272.458843,1
54550,253,-348,230,172.546042,-246.401230,272.458843,1
54600,252,-348,230,171.535788,-246.408526,272.468900,1
54650,230,-337,250,149.189326,-236.099476,292.899870,1
54700,197,-329,269,115.718237,-228.780891,312.461152,1
54750,197,-329,269,115.718237,-228.780891,312.461152,1
54800,158,-323,283,76.221314,-223.392847,327.021107,1
54850,130,-323,285,47.914088,-223.621782,329.337215,1
54900,103,-320,289,20.618891,-220.945534,333.640837,1
54950,103,-320,289,20.618891,-220.945534,333.640837,1
55000,66,-300,300,-16.725203,-201.867526,344.956466,1
55050,30,-288,303,-53.036961,-190.477073,348.222489,1
55100,-7,-292,288,-90.294696,-194.458986,333.384949,1
55150,-7,-292,288,-90.294696,-194.458986,333.384949,1
55200,-52,-282,277,-135.572540,-184.910116,322.524473,1
55250,-96,-275,257,-179.771509,-178.165620,302.535547,1
55300,-129,-272,233,-212.846643,-175.188288,278.416223,1
55350,-129,-272,233,-212.846643,-175.188288,278.416223,1
55400,-152,-280,206,-235.869327,-182.816945,251.280033,1
55450,-149,-305,185,-232.809787,-206.890733,230.195312,1
55500,-129,-334,177,-212.735850,-234.897288,222.213276,1
55550,-129,-334,177,-212.735850,-234.897288,222.213276,1
55600,-91,-368,171,-174.533937,-267.668005,216.146322,1
55650,-66,-398,148,-149.265176,-296.427502,192.867416,1
55700,-39,-429,123,-121.963091,-326.121947,167.546192,1
55750,-39,-429,123,-121.963091,-326.121947,167.546192,1
55800,1,-462,90,-81.461842,-357.571351,133.980783,1
55850,40,-486,40,-41.734215,-380.051113,83.021158,1
55900,83,-497,14,1.887922,-390.133037,56.275436,1
55950,83,-497,14,1.887922,-390.133037,56.275436,1
56000,128,-495,7,47.434344,-387.770134,48.677431,1
56050,182,-486,18,101.943108,-378.744049,59.213383,1
56100,232,-463,38,152.422495,-356.219576,78.772473,1
56150,232,-463,38,152.422495,-356.219576,78.772473,1
56200,273,-433,67,193.770162,-327.052410,107.491199,1
56250,300,-411,88,220.996354,-305.682246,128.311169,1
56300,306,-397,102,227.019235,-292.172477,142.320041,1
56350,306,-397,102,227.019235,-292.172477,142.320041,1
56400,314,-378,121,235.048823,-273.838832,161.333517,1
56450,334,-340,150,255.239527,-237.031508,190.164901,1
56500,334,-340,150,255.239527,-237.031508,190.164901,1
56550,341,-308,179,262.253149,-206.164076,219.200922,1
56600,335,-282,208,256.089689,-181.236536,248.441579,1
56650,338,-244,231,259.166414,-144.479353,271.340365,1
56700,338,-244,231,259.166414,-144.479353,271.340365,1
56750,339,-222,243,260.216510,-123.188049,283.266467,1
56801,307,-249,253,227.590808,-149.847373,294.093430,1
56850,264,-296,252,183.817006,-195.934936,294.087485,1
56900,264,-296,252,183.817006,-195.934936,294.087485,1
56950,212,-339,243,131.060557,-238.092943,285.984702,1
57000,149,-373,228,67.317322,-271.489756,271.778132,1
57050,81,-400,207,-1.365768,-298.029941,251.432069,1
57100,81,-400,207,-1.365768,-298.029941,251.432069,1
57150,13,-420,166,-69.796649,-317.504584,210.654585,1
57200,-40,-424,136,-123.067599,-321.418493,180.719049,1
57250,-65,-422,125,-148.198734,-319.517077,169.755971,1
57300,-65,-422,125,-148.198734,-319.517077,169.755971,1
57350,-74,-423,116,-157.207807,-320.446070,160.703456,1
57400,-70,-419,131,-153.288455,-316.704940,175.872866,1
57450,-79,-408,142,-162.411103,-306.190187,187.017757,1
57500,-79,-408,142,-162.411103,-306.190187,187.017757,1
57550,-95,-412,122,-178.403220,-309.957292,166.882726,1
57600,-95,-432,81,-178.136826,-328.935774,125.421387,1
57650,-78,-458,34,-160.679551,-353.561355,77.759423,1
57700,-78,-458,34,-160.679551,-353.561355,77.759423,1
57750,-31,-479,6,-113.069250,-373.331190,49.062120,1
57800,31,-495,3,-50.520072,-388.428627,45.583889,1
57850,101,-493,18,20.061454,-386.154275,60.114191,1
57900,101,-493,18,20.061454,-386.154275,60.114191,1
57950,177,-471,60,96.578904,-364.685231,101.803848,1
58000,237,-436,104,157.007029,-330.693314,145.528817,1
58050,275,-393,140,195.348391,-288.970004,181.238420,1
58100,275,-393,140,195.348391,-288.970004,181.238420,1
58150,289,-357,176,209.392580,-254.241020,217.275599,1
58200,298,-310,215,218.435591,-208.869566,256.279361,1
58250,306,-249,252,226.590611,-149.842353,293.086227,1
58300,306,-249,252,226.590611,-149.842353,293.086227,1
58350,308,-164,286,228.889393,-67.441817,326.606055,1
58400,310,-46,300,231.630093,47.352759,339.374234,1
58450,293,77,284,215.514148,167.249062,321.754101,1
58500,293,77,284,215.514148,167.249062,321.754101,1
58550,269,186,237,192.536032,273.837680,272.841728,1
58600,257,264,156,181.796701,350.733256,189.603641,1
58650,260,305,59,186.102118,391.890942,90.394252,1
58700,260,305,59,186.102118,391.890942,90.394252,1
58750,259,319,-29,186.079004,406.605922,0.712978,1
58800,281,304,-83,208.738207,392.818943,-54.255573,1
58850,322,270,-114,250.222300,360.378029,-85.784202,1
58900,322,270,-114,250.222300,360.378029,-85.784202,1
58950,357,237,-124,285.440974,328.608863,-95.902343,1
59000,388,212,-108,316.415531,304.283664,-79.630024,1
59050,413,189,-62,341.041455,281.493537,-32.804190,1
59100,413,189,-62,341.041455,281.493537,-32.804190,1
59151,428,168,-19,355.609602,260.615740,11.045796,1
59201,437,148,25,364.113465,240.656021,55.961066,1
59250,436,131,67,362.556789,223.570489,98.905433,1
59300,436,131,67,362.556789,223.570489,98.905433,1
59350,424,124,113,349.920058,216.097160,145.906299,1
59400,394,128,165,319.118674,219.134497,199.056265,1
59450,394,128,165,319.118674,219.134497,199.056265,1
59500,366,123,211,290.332471,213.492770,246.193405,1
59550,347,116,236,270.835151,206.227013,271.902204,1
59600,336,96,255,259.385350,186.429277,291.587102,1
59650,336,96,255,259.385350,186.429277,291.587102,1
59700,344,70,264,267.187163,161.048302,300.982221,1
59750,334,51,280,256.785082,142.268986,317.592965,1
59800,325,47,287,247.593213,138.220410,324.853563,1
59850,325,47,287,247.593213,138.220410,324.853563,1
59900,318,41,297,240.377089,132.201131,335.170461,1
59950,309,31,304,231.141441,122.307517,342.504958,1
60000,306,31,306,228.090565,122.260994,344.569649,1
60050,306,31,306,228.090565,122.260994,344.569649,1
60100,317,41,296,239.376892,132.206151,334.163258,1
60150,326,53,286,248.657303,144.085061,323.752347,1
60200,319,51,294,241.490478,141.987107,331.985459,1
60250,319,51,294,241.490478,141.987107,331.985459,1
60300,301,46,305,223.158799,136.849423,343.417924,1
60350,295,49,308,217.088994,139.691214,346.493095,1
60400,301,61,302,223.298416,151.498968,340.181396,1
60450,301,61,302,223.298416,151.498968,340.181396,1
60500,304,64,296,226.411408,154.517276,334.010715,1
60550,320,72,284,242.754525,162.575202,321.544153,1
60600,325,67,282,247.789426,157.765452,319.520931,1
60650,325,67,282,247.789426,157.765452,319.520931,1
60700,328,63,280,250.811116,153.915283,317.505507,1
60750,319,54,290,241.552594,144.958892,327.879468,1
60800,322,56,288,244.618063,146.953761,325.790145,1
60850,322,56,288,244.618063,146.953761,325.790145,1
60900,321,58,288,243.622402,148.894810,325.775568,1
60950,320,50,291,242.523606,141.057180,328.935938,1
61000,310,26,301,232.145383,117.480898,339.504704,1
61050,310,26,301,232.145383,117.480898,339.504704,1
61100,314,8,301,236.055062,99.974970,339.686175,1
61150,335,-14,291,257.210441,78.819555,329.573346,1
61200,381,-50,254,303.791552,44.540677,291.915505,1
61250,381,-50,254,303.791552,44.540677,291.915505,1
61300,405,-77,226,328.122231,18.757985,263.523405,1
61350,414,-110,210,337.134641,-13.126991,247.563177,1
61400,461,-157,114,385.239089,-57.387800,150.012408,1
61450,461,-157,114,385.239089,-57.387800,150.012408,1
61500,480,-199,-14,405.414720,-96.587916,20.129317,1
61550,473,-202,-125,399.437344,-98.194375,-92.679221,1
61600,435,-146,-252,362.733493,-42.353754,-222.178841,1
61650,435,-146,-252,362.733493,-42.353754,-222.178841,1
61700,368,-27,-338,296.779629,74.143190,-310.455089,1
61750,295,84,-362,224.082353,182.039347,-335.502331,1
61800,234,156,-360,162.962090,251.710084,-333.741143,1
61851,234,156,-360,162.962090,251.710084,-333.741143,1
61901,165,229,-337,93.555900,322.037975,-310.549353,1
61950,90,297,-268,17.589095,386.884662,-240.441671,1
62000,34,336,-198,-39.404537,423.606649,-169.150626,1
62050,34,336,-198,-39.404537,423.606649,-169.150626,1
62100,-4,353,-132,-78.333892,439.077432,-101.838678,1
62150,-35,356,-52,-110.434413,440.788437,-20.183052,1
62200,-35,356,-52,-110.434413,440.788437,-20.183052,1
62250,-63,341,6,-139.414262,425.257182,39.284376,1
62300,-89,322,39,-166.151371,406.151741,73.349451,1
62350,-117,305,49,-194.663092,389.263333,84.013022,1
62400,-117,305,49,-194.663092,389.263333,84.013022,1
62450,-143,287,51,-221.081147,371.513877,86.530714,1
62500,-163,274,28,-241.149779,358.986979,63.494977,1
62550,-181,266,-21,-258.899946,351.665768,13.928779,1
62600,-181,266,-21,-258.899946,351.665768,13.928779,1
62650,-188,252,-81,-265.470474,338.715263,-46.864006,1
62700,-190,228,-155,-266.921902,316.231941,-121.825552,1
62750,-186,198,-212,-262.526549,287.737980,-179.480115,1
62800,-186,198,-212,-262.526549,287.737980,-179.480115,1
62850,-166,187,-259,-241.929065,277.746883,-227.356997,1
62900,-114,191,-318,-188.773324,282.749668,-287.947564,1
62950,-51,190,-382,-124.490987,283.023432,-353.673473,1
63000,-51,190,-382,-124.490987,283.023432,-353.673473,1
63050,-47,80,-425,-120.820146,176.423199,-396.101071,1
63100,-18,62,-400,-91.905533,158.791770,-370.739512,1
63150,38,52,-416,-35.243364,149.655707,-387.455685,1
63200,38,52,-416,-35.243364,149.655707,-387.455685,1
63250,90,57,-416,17.326329,154.905989,-388.040215,1
63300,132,63,-407,59.710268,160.946631,-379.381153,1
63350,195,51,-398,123.178205,149.605385,-370.711585,1
63400,195,51,-398,123.178205,149.605385,-370.711585,1
63450,250,42,-383,178.525659,141.054386,-355.894950,1
63500,293,25,-363,221.641409,124.560863,-335.772803,1
63550,350,-10,-335,278.688926,90.535845,-307.431669,1
63600,350,-10,-335,278.688926,90.535845,-307.431669,1
63650,416,-49,-270,344.427446,52.224091,-241.493151,1
63700,464,-85,-194,391.892658,16.568038,-164.220700,1
63750,489,-144,-121,415.984379,-41.624864,-89.485446,1
63800,489,-144,-121,415.984379,-41.624864,-89.485446,1
63850,485,-212,-54,410.773403,-108.723022,-20.451260,1
63900,468,-235,23,392.656900,-132.201414,58.332021,1
63950,437,-243,116,360.345380,-141.366427,153.347511,1
64000,437,-243,116,360.345380,-141.366427,153.347511,1
64050,384,-239,198,306.006453,-138.866404,237.246588,1
64100,330,-235,252,250.938859,-136.028815,292.672435,1
64150,267,-220,296,186.959807,-122.417826,337.880708,1
64200,267,-220,296,186.959807,-122.417826,337.880708,1
64251,187,-173,333,106.110320,-77.671126,375.744994,1
64300,93,-109,348,11.462564,-16.194671,391.160968,1
64350,25,-59,337,-56.759264,32.153300,380.039134,1
64400,25,-59,337,-56.759264,32.153300,380.039134,1
64450,-8,-35,326,-89.811908,55.428150,368.885545,1
64500,-33,5,308,-114.595380,94.434355,350.333617,1
64550,-66,65,268,-147.093707,153.136612,309.236087,1
64600,-66,65,268,-147.093707,153.136612,309.236087,1
64650,-96,111,223,-176.613139,198.283920,263.194517,1
64700,-114,145,179,-194.107137,231.816393,218.197326,1
64750,-121,162,153,-200.793401,248.646488,191.609576,1
64800,-121,162,153,-200.793401,248.646488,191.609576,1
64850,-124,178,128,-203.456002,264.519280,166.011176,1
64900,-112,199,102,-190.918254,285.384701,139.183083,1
64950,-112,199,102,-190.918254,285.384701,139.183083,1
65000,-109,223,45,-187.139144,309.488785,80.873483,1
65050,-87,249,-50,-163.768461,336.147876,-16.307715,1
65100,-19,260,-152,-93.965142,348.616226,-120.887594,1
65150,-19,260,-152,-93.965142,348.616226,-120.887594,1
65200,81,257,-201,7.531151,347.026866,-171.702064,1
65250,141,248,-211,68.181293,338.820263,-182.367219,1
65300,158,230,-241,85.525976,321.778686,-212.834292,1
65351,158,230,-241,85.525976,321.778686,-212.834292,1
65400,171,196,-290,98.903976,289.355168,-262.392018,1
65450,193,135,-346,121.247654,230.780864,-318.828529,1
65500,220,76,-380,148.435948,173.920424,-352.960231,1
65550,220,76,-380,148.435948,173.920424,-352.960231,1
65600,238,40,-392,166.478528,139.129331,-364.904979,1
65650,244,20,-398,172.454463,119.763549,-370.822550,1
65700,244,-26,-418,172.319958,75.197922,-390.601194,1
65750,244,-26,-418,172.319958,75.197922,-390.601194,1
65800,248,-71,-426,176.113086,31.487855,-398.225258,1
65850,232,-102,-440,159.863624,1.344180,-411.924182,1
65900,223,-127,-447,150.659322,-22.989598,-418.646580,1
65950,223,-127,-447,150.659322,-22.989598,-418.646580,1
66000,222,-152,-447,149.466656,-47.351219,-418.328610,1
66050,217,-181,-448,144.213844,-75.626402,-418.938407,1
66100,215,-213,-445,141.929679,-106.851481,-415.472384,1
66150,215,-213,-445,141.929679,-106.851481,-415.472384,1
66200,229,-235,-438,155.842316,-128.267351,-408.221392,1
66250,286,-277,-399,212.728134,-169.247063,-368.604180,1
66300,342,-307,-344,268.530348,-198.741059,-312.848547,1
66350,342,-307,-344,268.530348,-198.741059,-312.848547,1
66400,399,-336,-249,324.947845,-227.746247,-216.424878,1
66450,436,-337,-154,361.364563,-229.620521,-120.144938,1
66500,450,-327,-93,374.967627,-220.527949,-58.356023,1
66550,450,-327,-93,374.967627,-220.527949,-58.356023,1
66600,457,-307,-35,381.602047,-201.707772,0.328342,1
66650,451,-276,47,374.942065,-172.562144,83.422208,1
66700,425,-217,142,348.150567,-116.445716,179.596727,1
66750,425,-217,142,348.150567,-116.445716,179.596727,1
66800,388,-146,205,310.655646,-48.325345,243.181745,1
66850,358,-101,234,280.384722,-5.063634,272.429748,1
66900,331,-65,254,253.169402,29.563258,292.603088,1
66950,331,-65,254,253.169402,29.563258,292.603088,1
67000,292,-5,265,214.096660,87.593593,303.446169,1
67050,241,76,257,163.245172,166.228018,294.823339,1
67100,173,159,219,95.535659,247.056244,255.829033,1
67150,173,159,219,95.535659,247.056244,255.829033,1
67200,102,220,164,24.805825,306.640156,199.842437,1
67250,46,263,85,-30.660175,349.093998,119.512444,1
67300,16,278,7,-60.073927,364.448388,40.283099,1
67350,16,278,7,-60.073927,364.448388,40.283099,1
67400,5,280,-38,-70.719578,366.870717,-5.407620,1
67450,8,280,-68,-67.387115,367.262103,-35.955597,1
