t_s,gps_updated,gps_usable,gps_lat,gps_lon,gps_alt_m,est_lat,est_lon,est_alt_m,e_m,n_m,u_m,ve_mps,vn_mps,vu_mps,roll_deg,pitch_deg,yaw_deg,pos_innov_xy_m,vel_innov_xy_m,sigma_e_m,sigma_n_m,sigma_u_m,sigma_ve_mps,sigma_vn_mps,sigma_vu_mps,pos_updates,vel_updates,rejects,satellites,hdop
0.0,1,1,26.03086662,119.19272614,110.4,26.03086662,119.19272614,110.39999999863927,6.20229132830871e-12,1.2120773457324886e-11,-1.3607348792616749e-09,1.422610419813804e-08,2.7801239419198586e-08,-3.3403500791565606e-06,6.2984909874498305,-4.009793801154315,-18.993097468330173,1.561482447772151e-11,0.0,4.668938209219437,4.668938209219437,9.026217258411315,2.0000904636522185,2.0000904727688584,3.0000599767884633,1,0,0,4,4.66
0.11900000000000688,0,0,nan,nan,0.0,26.030866619751,119.19272614118346,110.40029348361988,0.000118377218461212,-2.771876744462729e-05,0.0002934836198774957,0.001989518753037211,-0.0004658896426746989,0.004935861032639795,6.266964564104354,-4.024571965633828,-18.969784889899728,1.561482447772151e-11,0.0,4.67509474032483,4.675094740380062,9.033373945263532,2.017780140055348,2.017929225161706,3.0072258476746923,1,0,0,0,99.0
0.23400000000000176,0,0,nan,nan,0.0,26.030866621065975,119.19272614284445,110.40108617290363,0.0002845206055046153,0.00011866351313688307,0.0010861729036251361,0.0008999314564134104,0.0030116684353967316,0.008850039554276302,6.259107247620859,-4.018867534541484,-18.944171491469735,1.561482447772151e-11,0.0,4.69262187357881,4.692622735138757,9.053701799568074,2.0476888021809216,2.048178322788228,3.014199007251201,1,0,0,0,99.0
0.3480000000000061,0,0,nan,nan,0.0,26.030866626576998,119.19272614306263,110.4021353952172,0.0003063445363670871,0.0007321478526613763,0.002135395217192482,-0.0005170554763700604,0.007751214714155373,0.009557369455676437,6.23546267933657,-4.028388959884568,-18.916056889547153,1.561482447772151e-11,0.0,4.721445409899846,4.721452107799361,9.086838212380165,2.089172203463457,2.090156126304538,3.021158189176587,1,0,0,0,99.0
0.46700000000000585,0,0,nan,nan,0.0,26.03086663569173,119.1927261423569,110.4036995194852,0.0002357538283357025,0.0017467950957028482,0.0036995194851992437,-0.0006693429779389266,0.009301680126877803,0.016730433367966674,6.217605963851235,-4.0325914024639715,-18.880582928188584,1.561482447772151e-11,0.0,4.764047556448354,4.7640730694786955,9.135131480337474,2.1445825664362004,2.14633692129233,3.0284716707347714,1,0,0,0,99.0
0.5770000000000053,0,0,nan,nan,0.0,26.030866647155275,119.19272614017581,110.40515334205166,1.758547318250845e-05,0.0030229113291869386,0.005153342051658792,-0.0032973543884828043,0.013900433209196688,0.009702704204025251,6.190818057239109,-4.024953838248584,-18.844850129484467,1.561482447772151e-11,0.0,4.815258242824346,4.815323851314814,9.192092071374361,2.2052931748271734,2.2077720773050866,3.0352768167181963,1,0,0,0,99.0
0.6830000000000069,0,0,nan,nan,0.0,26.030866661557464,119.1927261370782,110.40596603588156,-0.0002922604166318895,0.004626155463656195,0.005966035881551276,-0.0025487944759397074,0.016349456120411453,0.005631141643002521,6.178410676189466,-4.026598433296632,-18.839947583036203,1.561482447772151e-11,0.0,4.875836646175977,4.87597123144564,9.258025039170063,2.272209015647159,2.275622968215086,3.041874577860477,1,0,0,0,99.0
0.7970000000000041,0,0,nan,nan,0.0,26.030866678273647,119.19272613667589,110.4069512920506,-0.00033250113710829463,0.006486992520311149,0.006951292050607718,0.0018428169237220556,0.016296808031430646,0.011654054305356529,6.164063633931125,-4.03428496245535,-18.820407329029607,1.561482447772151e-11,0.0,4.953809472855424,4.954066194447362,9.34082204866379,2.353149140486154,2.3579003757267367,3.0490138707357706,1,0,0,0,99.0
0.9060000000000059,1,1,26.03085899,119.19272614,110.4,26.030865694825003,119.1927261385518,110.40675210308899,-0.00014485934344890831,-0.10299000949953883,0.00675210308899002,0.0004693147400431655,0.00048396856753212675,0.009587174011054378,6.161612931589929,-4.022849835596753,-18.812764651465308,0.8578226411614186,0.0,4.702645078459215,4.703003629709394,8.601381265402951,2.417186456418349,2.4229630477221775,3.034510473137233,2,0,0,4,4.66
1.024000000000001,1,1,26.03085899,119.19272614,111.2,26.0308649009604,119.19272614006059,110.52391126683727,6.060028218726143e-06,-0.1913626130801996,0.12391126683727179,0.0012974118411000553,-0.009027736509681956,0.023088897845112963,6.162428145094952,-4.020097135983662,-18.787490982385826,0.7469245167930891,0.0,4.511098946314864,4.511619636284913,8.04067166490558,2.4944648805706717,2.5013335314957246,3.021708196171866,3,0,0,4,4.67
