source_file,file_index,elapsed_ms,utc_time,date,lat,lon,alt_m,speed_knots,course_deg,fix_quality,satellites,hdop
gps_nmea_0002.txt,1,639891,134049.00,290626,26.030310833333335,119.1971215,32.8,1.016,nan,1,5,2.31
gps_nmea_0002.txt,1,640905,134050.00,290626,26.030302833333334,119.1971295,32.1,0.682,nan,1,5,2.31
gps_nmea_0002.txt,1,641890,134051.00,290626,26.030278666666664,119.19714416666666,31.1,0.836,nan,1,5,2.31
gps_nmea_0002.txt,1,642914,134052.00,290626,26.030247166666662,119.19715883333335,29.9,1.239,nan,1,5,2.31
gps_nmea_0002.txt,1,643965,134053.00,290626,26.030220999999997,119.19718499999999,28.6,1.584,nan,1,5,2.31
gps_nmea_0002.txt,1,644886,134054.00,290626,26.030192333333336,119.19720149999999,27.6,1.759,nan,1,5,2.31
gps_nmea_0002.txt,1,653956,134103.00,290626,26.030080666666663,119.19726716666668,25.7,2.596,nan,1,4,3.74
gps_nmea_0002.txt,1,654884,134104.00,290626,26.03002366666666,119.19727366666666,25.2,3.22,nan,1,4,3.74
gps_nmea_0002.txt,1,655928,134105.00,290626,26.029982000000004,119.19730616666666,24.8,3.832,nan,1,4,3.74
gps_nmea_0002.txt,1,656887,134106.00,290626,26.029957,119.19730783333334,24.6,3.869,nan,1,4,3.75
gps_nmea_0002.txt,1,657898,134107.00,290626,26.02991866666667,119.19732133333333,28.1,4.381,105.0,1,4,2.67
gps_nmea_0002.txt,1,658943,134108.00,290626,26.029846,119.197318,27.7,5.231,150.03,1,4,2.67
gps_nmea_0002.txt,1,659898,134109.00,290626,26.029783833333333,119.19734533333333,27.3,5.762,163.86,1,4,2.67
gps_nmea_0002.txt,1,660923,134110.00,290626,26.029721333333335,119.19732783333332,26.9,6.414,175.02,1,4,2.67
gps_nmea_0002.txt,1,661906,134111.00,290626,26.029665833333336,119.19733,26.6,7.09,180.61,1,4,2.68
gps_nmea_0002.txt,1,662934,134112.00,290626,26.029614833333333,119.19732616666667,26.4,7.522,183.89,1,4,2.68
gps_nmea_0002.txt,1,663986,134113.00,290626,26.029571666666666,119.19733116666666,26.4,7.57,184.59,1,4,3.75
gps_nmea_0002.txt,1,664900,134114.00,290626,26.029523666666666,119.19733633333333,26.4,7.966,184.68,1,4,3.75
gps_nmea_0002.txt,1,665902,134115.00,290626,26.02950283333333,119.19734933333332,26.4,8.04,184.21,1,4,3.75
gps_nmea_0002.txt,1,666906,134116.00,290626,26.02945216666667,119.197361,26.4,8.268,182.73,1,4,3.75
gps_nmea_0002.txt,1,667902,134117.00,290626,26.02941016666667,119.197391,26.4,8.636,178.8,1,4,3.75
gps_nmea_0002.txt,1,668952,134118.00,290626,26.02936966666667,119.19740750000001,26.4,8.947,176.76,1,4,3.76
gps_nmea_0002.txt,1,669900,134119.00,290626,26.029329333333333,119.1974245,26.4,8.816,174.5,1,4,3.76
gps_nmea_0002.txt,1,670933,134120.00,290626,26.029310333333335,119.19743416666667,26.4,8.708,173.41,1,3,3.78
gps_nmea_0002.txt,1,678963,134128.00,290626,26.0291385,119.19748133333333,26.1,6.997,172.12,1,4,3.02
gps_nmea_0002.txt,1,679887,134129.00,290626,26.029334000000002,119.19750566666669,26.0,4.567,nan,1,5,4.27
gps_nmea_0002.txt,1,680935,134130.00,290626,26.02943816666667,119.19747333333335,25.8,2.874,nan,1,5,4.27
gps_nmea_0002.txt,1,681892,134131.00,290626,26.029472166666665,119.19745666666668,25.7,2.52,nan,1,5,2.34
gps_nmea_0002.txt,1,682898,134132.00,290626,26.02948783333333,119.19744733333333,25.6,2.306,nan,1,5,2.34
gps_nmea_0002.txt,1,683950,134133.00,290626,26.029544666666666,119.19746366666668,25.5,1.397,nan,1,5,2.34
gps_nmea_0002.txt,1,684889,134134.00,290626,26.02961433333333,119.19746733333335,25.3,0.674,nan,1,5,2.34
gps_nmea_0002.txt,1,685911,134135.00,290626,26.029649166666665,119.197477,25.2,0.07,nan,1,5,2.34
gps_nmea_0002.txt,1,687221,134136.00,290626,26.02964366666667,119.19750066666666,25.1,1.238,nan,1,5,2.34
gps_nmea_0002.txt,1,687885,134137.00,290626,26.02959016666667,119.19752883333334,25.0,2.112,nan,1,4,2.69
gps_nmea_0002.txt,1,688961,134138.00,290626,26.029562666666667,119.19755699999999,24.9,3.041,nan,1,4,2.69
gps_nmea_0002.txt,1,689899,134139.00,290626,26.029538666666667,119.19758733333335,24.7,3.816,157.2,1,4,2.69
gps_nmea_0002.txt,1,690900,134140.00,290626,26.029530500000003,119.19761016666668,24.6,3.62,148.5,1,4,2.69
gps_nmea_0002.txt,1,691900,134141.00,290626,26.029541666666667,119.19763333333334,24.6,3.207,nan,1,5,2.34
gps_nmea_0002.txt,1,692906,134142.00,290626,26.029549166666666,119.19765566666668,24.5,2.885,nan,1,5,2.34
gps_nmea_0002.txt,1,693948,134143.00,290626,26.029561833333332,119.19766999999999,24.4,2.41,nan,1,5,2.35
gps_nmea_0002.txt,1,694885,134144.00,290626,26.02957366666667,119.19767516666667,24.3,1.677,nan,1,4,2.7
gps_nmea_0002.txt,1,695930,134145.00,290626,26.029596,119.19767883333334,24.3,1.108,nan,1,5,2.35
gps_nmea_0002.txt,1,696889,134146.00,290626,26.029616666666666,119.197689,24.3,1.24,nan,1,5,3.04
gps_nmea_0002.txt,1,697887,134147.00,290626,26.029616666666666,119.19768783333332,24.2,0.421,nan,1,4,3.04
gps_nmea_0002.txt,1,698923,134148.00,290626,26.029655,119.19767933333333,24.3,0.454,nan,1,4,3.04
gps_nmea_0002.txt,1,699891,134149.00,290626,26.029680833333334,119.19767983333334,24.3,0.641,nan,1,5,3.04
gps_nmea_0002.txt,1,700905,134150.00,290626,26.02967233333333,119.19769483333333,24.1,0.515,nan,1,5,2.35
gps_nmea_0002.txt,1,701893,134151.00,290626,26.029674500000002,119.19770833333332,24.0,0.874,nan,1,5,2.35
gps_nmea_0002.txt,1,702914,134152.00,290626,26.02968133333333,119.19771866666666,24.0,1.14,nan,1,5,2.35
gps_nmea_0002.txt,1,703965,134153.00,290626,26.02968466666667,119.1977305,23.9,1.088,nan,1,5,2.35
gps_nmea_0002.txt,1,704892,134154.00,290626,26.02971,119.19774433333332,23.9,1.932,nan,1,5,2.35
gps_nmea_0002.txt,1,705938,134155.00,290626,26.029742666666667,119.19774566666668,23.9,1.806,nan,1,5,2.35
gps_nmea_0002.txt,1,706890,134156.00,290626,26.029768166666667,119.19774549999998,23.8,1.378,nan,1,5,2.35
gps_nmea_0002.txt,1,707889,134157.00,290626,26.029784000000003,119.1977485,23.7,1.152,nan,1,5,2.35
gps_nmea_0002.txt,1,708941,134158.00,290626,26.029806833333335,119.1977465,23.6,1.326,nan,1,5,2.36
gps_nmea_0002.txt,1,709892,134159.00,290626,26.02982416666667,119.19774600000001,23.4,1.724,nan,1,5,2.36
gps_nmea_0002.txt,1,710913,134200.00,290626,26.0298025,119.19774583333334,23.2,1.928,nan,1,5,2.36
gps_nmea_0002.txt,1,711889,134201.00,290626,26.02982066666667,119.19772983333333,23.9,3.332,nan,1,5,2.7
gps_nmea_0002.txt,1,712932,134202.00,290626,26.029823000000004,119.19771683333332,23.8,3.181,nan,1,5,2.7
gps_nmea_0002.txt,1,713973,134203.00,290626,26.029841166666664,119.19769900000001,23.7,2.933,nan,1,5,2.71
gps_nmea_0002.txt,1,714925,134204.00,290626,26.02987166666667,119.19768116666667,23.7,2.937,nan,1,5,3.79
gps_nmea_0002.txt,1,715900,134205.00,290626,26.029900166666668,119.19766816666667,23.6,1.742,nan,1,5,2.36
gps_nmea_0002.txt,1,716889,134206.00,290626,26.0299615,119.19763333333334,23.6,2.803,nan,1,5,2.36
gps_nmea_0002.txt,1,717902,134207.00,290626,26.030040333333332,119.19761250000002,23.5,3.632,270.18,1,5,2.36
gps_nmea_0002.txt,1,718959,134208.00,290626,26.030070166666665,119.19758433333332,23.5,4.625,298.22,1,5,2.36
gps_nmea_0002.txt,1,719901,134209.00,290626,26.030104166666668,119.19756066666666,23.5,4.957,307.14,1,5,2.36
gps_nmea_0002.txt,1,720941,134210.00,290626,26.030130999999997,119.19754816666666,23.5,4.539,315.87,1,5,2.36
gps_nmea_0002.txt,1,721895,134211.00,290626,26.0301315,119.19754816666666,23.4,2.564,nan,1,5,2.36
gps_nmea_0002.txt,1,722950,134212.00,290626,26.030159166666667,119.19753233333334,23.4,2.832,317.83,1,5,2.36
gps_nmea_0002.txt,1,724246,134213.00,290626,26.0301855,119.19751883333332,23.5,3.005,323.47,1,5,2.37
gps_nmea_0002.txt,1,724888,134214.00,290626,26.030199833333334,119.19749783333333,23.5,2.979,nan,1,5,2.37
gps_nmea_0002.txt,1,725907,134215.00,290626,26.0302005,119.19747683333331,23.5,2.967,nan,1,5,2.37
gps_nmea_0002.txt,1,726891,134216.00,290626,26.030202666666664,119.19746066666667,23.5,2.938,nan,1,5,2.37
gps_nmea_0002.txt,1,727888,134217.00,290626,26.03020033333333,119.19745716666667,23.6,1.923,nan,1,5,2.37
gps_nmea_0002.txt,1,728967,134218.00,290626,26.030236666666664,119.19744866666666,23.6,2.129,nan,1,5,2.37
gps_nmea_0002.txt,1,729889,134219.00,290626,26.030240333333335,119.19744083333332,23.6,1.672,nan,1,5,2.37
gps_nmea_0002.txt,1,730939,134220.00,290626,26.030227,119.197416,23.5,2.591,nan,1,5,2.37
gps_nmea_0002.txt,1,731895,134221.00,290626,26.03022283333333,119.19740683333333,23.5,2.486,nan,1,5,2.37
gps_nmea_0002.txt,1,732913,134222.00,290626,26.030227,119.19738533333333,23.6,3.554,296.33,1,5,2.37
gps_nmea_0002.txt,1,733944,134223.00,290626,26.03023483333333,119.19737283333333,23.6,2.91,nan,1,5,2.37
gps_nmea_0002.txt,1,734886,134224.00,290626,26.030236666666664,119.19736166666668,23.6,2.428,nan,1,5,2.37
gps_nmea_0002.txt,1,735915,134225.00,290626,26.03024833333333,119.19734933333332,23.6,2.266,nan,1,5,2.37
gps_nmea_0002.txt,1,736892,134226.00,290626,26.030256666666666,119.19733066666667,23.6,2.724,nan,1,5,2.37
gps_nmea_0002.txt,1,737888,134227.00,290626,26.03025416666667,119.197324,23.5,2.07,nan,1,5,2.37
gps_nmea_0002.txt,1,738965,134228.00,290626,26.030263833333333,119.19731433333332,23.5,1.851,nan,1,5,2.38
gps_nmea_0002.txt,1,739892,134229.00,290626,26.030268833333334,119.19730683333334,23.5,1.694,nan,1,5,2.38
gps_nmea_0002.txt,1,740901,134230.00,290626,26.030267499999997,119.19729633333333,23.5,1.934,nan,1,5,2.38
gps_nmea_0002.txt,1,741891,134231.00,290626,26.030277500000004,119.19728516666667,23.5,1.994,nan,1,5,2.38
gps_nmea_0002.txt,1,742948,134232.00,290626,26.0302785,119.19727516666666,23.4,1.91,nan,1,5,2.38
gps_nmea_0002.txt,1,743961,134233.00,290626,26.030277833333336,119.19727533333335,23.4,1.178,nan,1,5,2.38
gps_nmea_0002.txt,1,744885,134234.00,290626,26.030282000000003,119.19727066666668,23.4,1.039,nan,1,5,2.38
gps_nmea_0002.txt,1,745933,134235.00,290626,26.030283333333333,119.19727016666666,23.3,0.921,nan,1,5,2.38
gps_nmea_0002.txt,1,746888,134236.00,290626,26.030274833333337,119.19725199999999,23.3,1.817,nan,1,5,2.38
gps_nmea_0002.txt,1,747887,134237.00,290626,26.030271666666668,119.19723216666668,23.3,2.556,nan,1,5,2.38
gps_nmea_0002.txt,1,748937,134238.00,290626,26.030275,119.19722150000001,23.4,2.38,nan,1,5,2.38
gps_nmea_0002.txt,1,749891,134239.00,290626,26.030292,119.19722433333332,23.3,1.495,nan,1,5,2.38
gps_nmea_0002.txt,1,750909,134240.00,290626,26.030293666666662,119.19720733333334,23.3,2.075,nan,1,5,2.38
gps_nmea_0002.txt,1,751893,134241.00,290626,26.030292833333338,119.19721216666667,23.3,1.126,nan,1,5,2.38
gps_nmea_0002.txt,1,752954,134242.00,290626,26.030300166666667,119.19720283333332,23.3,1.236,nan,1,5,2.39
gps_nmea_0002.txt,1,753969,134243.00,290626,26.030304833333336,119.1971965,23.3,1.411,nan,1,5,2.39
gps_nmea_0002.txt,1,754885,134244.00,290626,26.0303115,119.19718683333333,23.3,1.599,nan,1,5,2.39
gps_nmea_0002.txt,1,755972,134245.00,290626,26.030322833333337,119.19717666666665,23.2,1.76,nan,1,5,2.39
gps_nmea_0002.txt,1,756890,134246.00,290626,26.030343000000002,119.19714700000002,23.1,3.18,nan,1,5,2.39
gps_nmea_0002.txt,1,757888,134247.00,290626,26.030355500000002,119.19712866666666,23.0,3.371,nan,1,5,2.39
gps_nmea_0002.txt,1,758945,134248.00,290626,26.030354499999998,119.19711549999998,23.0,3.224,nan,1,5,2.39
gps_nmea_0002.txt,1,759886,134249.00,290626,26.030333000000002,119.19710850000001,23.0,2.205,nan,1,5,2.39
gps_nmea_0002.txt,1,760926,134250.00,290626,26.0303215,119.19710983333334,22.9,1.188,nan,1,5,2.39
gps_nmea_0002.txt,1,761891,134251.00,290626,26.030321166666667,119.19709933333334,22.9,1.341,nan,1,5,2.39
gps_nmea_0002.txt,1,762972,134252.00,290626,26.03032766666667,119.19707949999999,22.9,1.904,nan,1,5,2.39
gps_nmea_0002.txt,1,763967,134253.00,290626,26.030335666666662,119.19707383333335,22.8,1.641,nan,1,5,2.39
gps_nmea_0002.txt,1,764887,134254.00,290626,26.03033833333333,119.19706783333335,22.6,1.357,nan,1,5,2.39
gps_nmea_0002.txt,1,765903,134255.00,290626,26.030348000000004,119.19704850000001,22.5,1.731,nan,1,5,2.39
gps_nmea_0002.txt,1,766887,134256.00,290626,26.030355999999998,119.19702933333335,22.6,2.467,nan,1,5,2.4
gps_nmea_0002.txt,1,767886,134257.00,290626,26.030344333333332,119.19702516666666,22.5,1.956,nan,1,5,2.4
gps_nmea_0002.txt,1,768942,134258.00,290626,26.03035016666667,119.19702350000001,22.5,1.436,nan,1,5,2.4
gps_nmea_0002.txt,1,769886,134259.00,290626,26.030338833333335,119.1970205,22.3,0.732,nan,1,5,2.4
gps_nmea_0002.txt,1,770934,134300.00,290626,26.030332833333333,119.19701233333332,22.2,0.841,nan,1,5,2.4
gps_nmea_0002.txt,1,771892,134301.00,290626,26.03032633333333,119.1969935,22.2,1.639,nan,1,5,2.4
gps_nmea_0002.txt,1,772889,134302.00,290626,26.030318166666667,119.19698433333333,22.1,1.581,nan,1,5,2.4
gps_nmea_0002.txt,1,773929,134303.00,290626,26.030325,119.19697233333333,22.0,1.494,nan,1,5,2.4
gps_nmea_0002.txt,1,774889,134304.00,290626,26.03032616666667,119.19695783333333,22.0,1.818,nan,1,5,2.4
gps_nmea_0002.txt,1,775910,134305.00,290626,26.030317833333335,119.19694916666667,22.0,1.72,nan,1,5,2.4
gps_nmea_0002.txt,1,776887,134306.00,290626,26.030316833333337,119.196942,21.9,1.501,nan,1,5,2.4
gps_nmea_0002.txt,1,777886,134307.00,290626,26.030317333333333,119.19692850000001,21.8,1.821,nan,1,5,2.4
gps_nmea_0002.txt,1,778970,134308.00,290626,26.030322500000004,119.19691050000002,21.8,2.251,nan,1,5,2.4
gps_nmea_0002.txt,1,779891,134309.00,290626,26.030317666666665,119.19690316666666,21.8,1.793,nan,1,5,2.4
gps_nmea_0002.txt,1,780889,134310.00,290626,26.030320666666665,119.19689116666665,21.9,1.767,nan,1,5,2.41
gps_nmea_0002.txt,1,781888,134311.00,290626,26.030329666666663,119.19687366666668,21.8,2.229,nan,1,5,2.41
gps_nmea_0002.txt,1,782889,134312.00,290626,26.030331999999998,119.19686000000002,21.8,2.145,nan,1,5,2.41
gps_nmea_0002.txt,1,783946,134313.00,290626,26.030328666666666,119.19685283333335,21.6,1.596,nan,1,5,2.41
gps_nmea_0002.txt,1,784889,134314.00,290626,26.030326666666664,119.19684383333333,21.5,1.42,nan,1,5,2.41
gps_nmea_0002.txt,1,785927,134315.00,290626,26.030325166666664,119.19683099999999,21.3,1.713,nan,1,5,2.41
gps_nmea_0002.txt,1,786888,134316.00,290626,26.030328333333333,119.19682749999998,21.1,1.214,nan,1,5,2.41
gps_nmea_0002.txt,1,787887,134317.00,290626,26.030317833333335,119.19682066666668,20.7,0.902,nan,1,5,2.41
gps_nmea_0002.txt,1,788967,134318.00,290626,26.030313166666662,119.19680666666666,20.6,1.408,nan,1,5,2.41
gps_nmea_0002.txt,1,789888,134319.00,290626,26.0303055,119.19679,20.4,1.971,nan,1,5,2.41
gps_nmea_0002.txt,1,790903,134320.00,290626,26.03030233333333,119.19677533333333,20.5,2.052,nan,1,5,2.41
gps_nmea_0002.txt,1,791888,134321.00,290626,26.030301666666666,119.19675716666667,20.4,2.337,nan,1,5,2.41
gps_nmea_0002.txt,1,792893,134322.00,290626,26.030281,119.19674633333334,20.6,2.314,nan,1,5,2.41
gps_nmea_0002.txt,1,793963,134323.00,290626,26.030289166666662,119.19673616666665,20.3,1.837,nan,1,5,2.41
gps_nmea_0002.txt,1,794887,134324.00,290626,26.030295500000005,119.19672783333333,19.9,1.521,nan,1,5,2.42
gps_nmea_0002.txt,1,795935,134325.00,290626,26.0303035,119.19672133333333,19.7,1.074,nan,1,5,2.42
gps_nmea_0002.txt,1,796888,134326.00,290626,26.030307333333333,119.19671183333334,19.5,0.959,nan,1,5,2.42
gps_nmea_0002.txt,1,797885,134327.00,290626,26.0303115,119.196693,19.5,2.023,nan,1,5,2.42
gps_nmea_0002.txt,1,798929,134328.00,290626,26.030313500000002,119.19668083333333,19.3,2.191,nan,1,5,2.42
gps_nmea_0002.txt,1,799885,134329.00,290626,26.03030983333333,119.19667,19.1,1.956,nan,1,5,2.42
gps_nmea_0002.txt,1,800911,134330.00,290626,26.030306166666666,119.196658,18.8,1.851,nan,1,5,2.42
gps_nmea_0002.txt,1,801891,134331.00,290626,26.03031866666667,119.19665116666665,19.0,1.607,nan,1,5,2.42
gps_nmea_0002.txt,1,802888,134332.00,290626,26.030319166666665,119.19664416666667,19.0,1.339,nan,1,5,2.42
gps_nmea_0002.txt,1,803971,134333.00,290626,26.030320333333332,119.19662949999999,18.9,1.789,nan,1,5,2.42
gps_nmea_0002.txt,1,804889,134334.00,290626,26.0302975,119.19662349999999,18.3,1.504,nan,1,5,2.42
gps_nmea_0002.txt,1,805896,134335.00,290626,26.030296833333335,119.19661133333332,18.4,1.613,nan,1,5,2.42
gps_nmea_0002.txt,1,806892,134336.00,290626,26.030298333333334,119.19659566666665,17.9,1.8,nan,1,5,2.42
gps_nmea_0002.txt,1,807889,134337.00,290626,26.030295000000002,119.19657800000002,17.8,2.374,nan,1,5,2.42
gps_nmea_0002.txt,1,808937,134338.00,290626,26.03029616666667,119.19657033333333,17.5,1.482,nan,1,5,2.43
gps_nmea_0002.txt,1,809886,134339.00,290626,26.030307,119.1965605,17.3,1.118,nan,1,5,2.43
gps_nmea_0002.txt,1,810928,134340.00,290626,26.030307,119.19654450000002,17.6,1.774,nan,1,5,2.43
gps_nmea_0002.txt,1,811898,134341.00,290626,26.030304333333333,119.19652900000001,17.8,2.18,nan,1,5,2.43
gps_nmea_0002.txt,1,812887,134342.00,290626,26.030306333333336,119.19651800000001,17.8,1.984,nan,1,5,2.43
gps_nmea_0002.txt,1,813923,134343.00,290626,26.0302995,119.196509,17.6,1.496,nan,1,5,2.43
gps_nmea_0002.txt,1,814889,134344.00,290626,26.030305833333333,119.19648616666667,18.0,2.288,nan,1,5,2.43
gps_nmea_0002.txt,1,815905,134345.00,290626,26.030298666666667,119.19647716666665,17.7,1.947,nan,1,5,2.43
gps_nmea_0002.txt,1,816890,134346.00,290626,26.030312666666667,119.1964565,17.8,2.768,nan,1,5,2.43
gps_nmea_0002.txt,1,817887,134347.00,290626,26.030325166666664,119.19644283333334,18.1,2.834,nan,1,5,2.43
gps_nmea_0002.txt,1,818955,134348.00,290626,26.030325833333336,119.19643533333334,17.7,2.135,nan,1,5,2.43
gps_nmea_0002.txt,1,819892,134349.00,290626,26.030309333333335,119.19642433333333,16.9,1.93,nan,1,5,2.43
gps_nmea_0002.txt,1,820936,134350.00,290626,26.0303055,119.19641033333333,16.5,2.311,nan,1,5,2.43
gps_nmea_0002.txt,1,821904,134351.00,290626,26.030309499999998,119.1964045,16.3,1.802,nan,1,5,2.43
gps_nmea_0002.txt,1,822887,134352.00,290626,26.0303055,119.19639600000001,15.9,1.213,nan,1,5,2.44
gps_nmea_0002.txt,1,823942,134353.00,290626,26.030305666666663,119.19638183333333,15.7,1.446,nan,1,5,2.44
gps_nmea_0002.txt,1,824890,134354.00,290626,26.0303035,119.19637266666665,15.6,1.381,nan,1,5,2.44
gps_nmea_0002.txt,1,825923,134355.00,290626,26.03028583333333,119.19636,15.6,1.959,nan,1,5,2.44
gps_nmea_0002.txt,1,826891,134356.00,290626,26.030277666666667,119.19634816666667,15.4,2.083,nan,1,5,2.44
gps_nmea_0002.txt,1,827886,134357.00,290626,26.030278,119.19633466666667,15.1,2.117,nan,1,5,2.44
gps_nmea_0002.txt,1,828963,134358.00,290626,26.030286833333335,119.19632633333335,15.1,1.665,nan,1,5,2.44
gps_nmea_0002.txt,1,829888,134359.00,290626,26.030278666666664,119.196313,15.0,2.06,nan,1,5,2.44
gps_nmea_0002.txt,1,830900,134400.00,290626,26.03027516666667,119.19630083333335,15.2,1.99,nan,1,5,2.44
gps_nmea_0002.txt,1,831888,134401.00,290626,26.030268500000002,119.19630200000002,15.3,0.847,nan,1,5,2.44
gps_nmea_0002.txt,1,832888,134402.00,290626,26.030274166666665,119.19628966666666,15.6,1.241,nan,1,5,2.44
gps_nmea_0002.txt,1,833950,134403.00,290626,26.03027816666667,119.19627549999998,15.6,1.62,nan,1,5,2.44
gps_nmea_0002.txt,1,834885,134404.00,290626,26.030277500000004,119.19626699999999,15.8,1.47,nan,1,5,2.44
gps_nmea_0002.txt,1,835932,134405.00,290626,26.030270000000005,119.19625683333334,15.6,1.626,nan,1,5,2.45
gps_nmea_0002.txt,1,836890,134406.00,290626,26.030268,119.1962445,15.8,1.852,nan,1,5,2.45
gps_nmea_0002.txt,1,837890,134407.00,290626,26.0302605,119.19623099999998,16.0,2.184,nan,1,5,2.45
gps_nmea_0002.txt,1,838926,134408.00,290626,26.03026183333333,119.19621633333333,16.0,2.231,nan,1,5,2.45
gps_nmea_0002.txt,1,839887,134409.00,290626,26.030265,119.19620683333332,16.2,1.849,nan,1,5,2.45
gps_nmea_0002.txt,1,840909,134410.00,290626,26.030266166666667,119.19619949999999,16.0,1.448,nan,1,5,2.45
gps_nmea_0002.txt,1,841892,134411.00,290626,26.030268833333334,119.19619083333333,16.4,1.412,nan,1,5,2.45
gps_nmea_0002.txt,1,842889,134412.00,290626,26.030274333333335,119.19618716666668,16.4,1.256,nan,1,5,2.45
gps_nmea_0002.txt,1,843958,134413.00,290626,26.030272333333333,119.19617833333332,16.8,1.251,nan,1,5,2.45
gps_nmea_0002.txt,1,844887,134414.00,290626,26.030280166666664,119.19616583333332,17.3,1.341,nan,1,5,2.45
gps_nmea_0002.txt,1,845974,134415.00,290626,26.030283833333336,119.19616316666666,17.5,0.982,nan,1,5,2.45
gps_nmea_0002.txt,1,846889,134416.00,290626,26.0302875,119.1961575,17.4,1.089,nan,1,5,2.45
gps_nmea_0002.txt,1,847886,134417.00,290626,26.03028583333333,119.19616233333333,17.8,0.779,nan,1,5,2.45
gps_nmea_0002.txt,1,848945,134418.00,290626,26.030289666666665,119.19615483333334,17.9,0.706,nan,1,5,2.45
gps_nmea_0002.txt,1,849886,134419.00,290626,26.030287166666668,119.19614283333334,18.1,0.91,nan,1,5,2.46
gps_nmea_0002.txt,1,850926,134420.00,290626,26.030289333333332,119.1961335,18.5,1.026,nan,1,5,2.46
gps_nmea_0002.txt,1,851892,134421.00,290626,26.030278833333334,119.19612666666666,18.8,1.102,nan,1,5,2.46
gps_nmea_0002.txt,1,852885,134422.00,290626,26.030264666666667,119.19611699999999,19.0,1.444,nan,1,5,2.46
gps_nmea_0002.txt,1,853967,134423.00,290626,26.030230666666665,119.19609766666666,19.4,2.632,nan,1,5,2.46
gps_nmea_0002.txt,1,854889,134424.00,290626,26.030201666666667,119.1961055,19.9,2.637,nan,1,5,2.46
gps_nmea_0002.txt,1,855903,134425.00,290626,26.030198333333335,119.1960985,20.3,2.47,nan,1,5,2.46
gps_nmea_0002.txt,1,856888,134426.00,290626,26.030185,119.1960875,20.3,2.756,nan,1,5,2.46
gps_nmea_0002.txt,1,857886,134427.00,290626,26.030199,119.19608333333332,20.3,1.926,nan,1,5,2.46
gps_nmea_0002.txt,1,858953,134428.00,290626,26.030206,119.19607133333332,20.4,1.84,nan,1,5,2.46
gps_nmea_0002.txt,1,859890,134429.00,290626,26.03020033333333,119.19606399999999,20.5,1.66,nan,1,5,2.46
gps_nmea_0002.txt,1,860935,134430.00,290626,26.030211500000004,119.19605166666666,20.1,0.902,nan,1,5,2.46
gps_nmea_0002.txt,1,861889,134431.00,290626,26.03021233333333,119.1960375,20.1,1.087,nan,1,5,2.46
gps_nmea_0002.txt,1,862886,134432.00,290626,26.030214166666664,119.19602000000002,19.9,1.438,nan,1,5,2.47
gps_nmea_0002.txt,1,863950,134433.00,290626,26.03020933333333,119.19600683333334,19.9,1.544,nan,1,5,2.47
gps_nmea_0002.txt,1,864889,134434.00,290626,26.030215166666668,119.19598416666668,19.8,1.966,nan,1,5,2.47
gps_nmea_0002.txt,1,865912,134435.00,290626,26.030203833333335,119.19597016666667,19.5,2.011,nan,1,5,2.47
gps_nmea_0002.txt,1,866888,134436.00,290626,26.030207166666667,119.195952,19.3,2.055,nan,1,5,2.47
gps_nmea_0002.txt,1,867889,134437.00,290626,26.03021383333333,119.19594450000001,19.0,1.332,nan,1,5,2.47
gps_nmea_0002.txt,1,868961,134438.00,290626,26.030195333333335,119.19593183333333,19.0,1.824,nan,1,5,2.47
gps_nmea_0002.txt,1,869886,134439.00,290626,26.030201333333334,119.19591483333333,18.9,2.151,nan,1,5,2.47
gps_nmea_0002.txt,1,870897,134440.00,290626,26.030202666666664,119.19589466666666,18.9,2.401,nan,1,5,2.47
gps_nmea_0002.txt,1,871891,134441.00,290626,26.030199833333334,119.19587333333332,18.9,2.528,nan,1,5,2.47
gps_nmea_0002.txt,1,872890,134442.00,290626,26.030196,119.195857,19.1,2.373,nan,1,5,2.47
gps_nmea_0002.txt,1,873949,134443.00,290626,26.030194166666668,119.1958465,18.6,1.88,nan,1,5,2.47
gps_nmea_0002.txt,1,874888,134444.00,290626,26.03020616666667,119.19582783333333,18.3,1.803,nan,1,5,2.47
gps_nmea_0002.txt,1,875931,134445.00,290626,26.030205333333335,119.19581266666667,18.5,1.761,nan,1,5,2.48
gps_nmea_0002.txt,1,876889,134446.00,290626,26.0302075,119.195796,18.2,1.938,nan,1,5,2.48
gps_nmea_0002.txt,1,877886,134447.00,290626,26.0302095,119.19578533333333,18.2,1.685,nan,1,5,2.48
gps_nmea_0002.txt,1,878935,134448.00,290626,26.030208000000002,119.19577433333333,18.0,1.762,nan,1,5,2.48
gps_nmea_0002.txt,1,879888,134449.00,290626,26.03021366666667,119.19576166666666,18.1,1.544,nan,1,5,2.48
gps_nmea_0002.txt,1,880909,134450.00,290626,26.03021216666667,119.19575416666666,18.2,1.199,nan,1,5,2.48
gps_nmea_0002.txt,1,881892,134451.00,290626,26.03020616666667,119.19573916666668,18.3,1.588,nan,1,5,2.48
gps_nmea_0002.txt,1,882893,134452.00,290626,26.030224666666662,119.19571849999998,18.4,1.809,nan,1,5,2.48
gps_nmea_0002.txt,1,883958,134453.00,290626,26.030222000000002,119.195694,18.3,2.303,nan,1,5,2.48
gps_nmea_0002.txt,1,884887,134454.00,290626,26.030232500000004,119.19568499999998,18.3,1.659,nan,1,5,2.48
