t_s,innovation_e_m,innovation_n_m,innovation_h_m,hdop,sats
377.767,-0.02005218854043278,0.2112425934280715,0.21219218539682036,1.36,6
378.751,-1.4705236065337317,-0.6696526273590173,1.6158200143276502,1.36,6
379.695,0.6839645473394569,-0.3357665651764208,0.7619361445079501,1.36,6
379.829,0.07363919794701701,0.22109430052672963,0.23303523596161116,1.36,6
380.79,-2.8783769919333224,-0.4991355752277684,2.9213336731960418,1.36,6
381.712,1.3637170763735895,-0.43308426822450485,1.4308341091043661,1.36,6
381.846,0.16694999672319,0.2043883030098783,0.2639069529457892,1.36,6
382.695,0.272532393601324,0.31486410971513834,0.4164292414669912,1.36,6
382.833,0.11114617463648813,0.11934783410303851,0.16308702474878595,1.36,6
383.741,0.14239359571736543,-1.0032550304104717,1.0133097217264013,1.36,6
384.668,0.04993501072642914,0.24467379860494987,0.2497173862990404,1.36,6
384.803,-0.0019518359961381293,0.20150781563404507,0.2015172683056222,1.36,6
385.723,0.048076852275087845,-0.21670904731203677,0.22197791536900965,1.36,6
385.859,-0.0031995114613181386,0.11391894620440723,0.11396386786132584,1.36,6
386.715,0.03536450310035377,-0.2878549012181111,0.29001912391224033,1.36,6
386.851,-0.0049100521964078325,0.1007786748132844,0.10089821559221537,1.36,6
387.648,0.03631063861958239,-0.7111327277600239,0.7120591400778268,1.36,6
387.782,-0.005579467243009617,0.18474463593581447,0.1848288693948336,1.36,6
388.745,0.03927847439585719,-0.07856955715120506,0.08784061624216036,1.36,6
389.72,0.034077080659315584,-0.8239408232889289,0.8246452132331209,1.36,6
389.856,-0.004518390597326061,0.20207072205522536,0.20212123234709942,1.36,6
390.649,0.037518738408977015,-0.08498750514320363,0.09290065533820153,1.36,6
390.783,-0.002196191541301573,0.1334739104231133,0.13349197736539584,1.36,6
391.7,0.039493123140218245,0.2005075618731027,0.2043599499502399,1.36,6
391.914,0.02413740973088352,0.07113554551720114,0.0751191079855608,1.36,6
392.79,1.580065885331308,-0.8561810995874168,1.7971238903532858,1.36,6
393.638,-2.4911245750661237,0.10141880380682267,2.493188204340776,1.36,6
393.773,0.17148710100194364,0.1825618947221912,0.25047289516953175,1.36,6
394.693,0.5242588308457812,0.20919724239151805,0.5644562055146537,1.36,6
394.881,0.22052260148103642,0.0711495074541233,0.231716357158765,1.36,6
395.691,0.22638971612627756,-0.0030467927548301077,0.2264102173353213,1.36,6
