t_s,east_m,north_m,up_m,ve_mps,vn_mps,vu_mps,lat,lon,alt_m,roll_deg,pitch_deg,yaw_deg,bgx_dps,bgy_dps,bgz_dps,bax_mps2,bay_mps2,baz_mps2,sigma_e_m,sigma_n_m
144.24,-0.005409477832791052,-3.570890090151893,-0.0014703631154774973,-0.017575789619946547,0.06647397278767196,-0.004882437156128904,26.03035961214854,119.19304651592005,36.19852963688452,-9.299026419829149,1.1746378386258234,69.04530629637867,0.0,0.0,0.0,0.0,0.0,0.0,3.4095853388448747,3.4095853388448747
144.43,-0.00914451577011662,-3.557920466474745,-0.0018411473989937116,-0.01965809440697668,0.06826117724814931,-0.0051469725467313526,26.030359728656652,119.1930464785799,36.19815885260101,-9.306023415321029,1.2015588015091647,69.05151401459761,0.0,0.0,0.0,0.0,0.0,0.0,3.6279510536628647,3.6279510536628647
144.536,-0.011352166764859718,-3.550591015665776,-0.0020410827778979852,-0.020826896176821673,0.0691457623487614,-0.005204635791062149,26.030359794498228,119.19304645650944,36.1979589172221,-9.324457455181713,1.206997076495004,69.05654595878312,0.0,0.0,0.0,0.0,0.0,0.0,3.754582688176342,3.754582688176342
144.683,0.005183261823247268,-2.6230955735082158,0.0,-0.014077898645134194,0.40370829593797797,-0.0049515906465762045,26.030368126331545,119.19304662181843,36.2,-9.335645975661706,1.2230498124730178,69.05301980969192,0.0,0.0,0.0,0.0,0.0,0.0,3.055227114629251,3.055227114629251
144.799,0.0011971902136503284,-2.695447190710527,0.0,-0.01593943745412146,0.3636666630902547,-0.005136077887473369,26.03036747638591,119.19304658196863,36.2,-9.342687811035159,1.2287346271513355,69.05138378808859,0.0,0.0,0.0,0.0,0.0,0.0,2.803112553424587,2.803112553424587
144.916,-0.0008502502341939729,-2.656033754779026,-0.0005236311063249736,-0.01749949100721625,0.3368669737735134,-0.005334064436598436,26.030367830442827,119.19304656149983,36.19947636889368,-9.354105780490222,1.2382731146936303,69.05635280709684,0.0,0.0,0.0,0.0,0.0,0.0,2.8906877298756886,2.8906877298756886
145.027,-0.002954628109644213,-2.6211941160943026,-0.0009386598993667846,-0.018958359238290447,0.3138706187812916,-0.0052709886431606045,26.030368143412627,119.19304654046182,36.199061340100634,-9.358151346252923,1.2482926069709677,69.06176119729841,0.0,0.0,0.0,0.0,0.0,0.0,2.9781868167921384,2.9781868167921384
145.142,-0.005271235046491764,-2.587598518222393,-0.001314605825788149,-0.020144408146500443,0.2921356336687824,-0.005421297031596256,26.030368445207017,119.1930465173021,36.19868539417421,-9.358775018052564,1.2617000745007556,69.0695348206901,0.0,0.0,0.0,0.0,0.0,0.0,3.0733329227499167,3.0733329227499167
145.248,-0.007520110427156307,-2.5585643345464453,-0.0016112850129210393,-0.021215805477967378,0.2739073931693167,-0.005418535262048263,26.030368706025527,119.1930464948195,36.19838871498708,-9.3584793770851,1.2614206756760113,69.07961073979817,0.0,0.0,0.0,0.0,0.0,0.0,3.165010058491096,3.165010058491096
145.358,-0.009963171135416593,-2.5303123029593455,-0.0018518701192005128,-0.022209642802366238,0.25683665079181567,-0.005207253294648073,26.030368959817846,119.19304647039559,36.1981481298808,-9.361645674994685,1.2679039738255486,69.08469048159013,0.0,0.0,0.0,0.0,0.0,0.0,3.2641223720822317,3.2641223720822317
145.462,-0.012367015592255243,-2.505147980389362,-0.0020551265697915048,-0.02311388900806394,0.24196464009599544,-0.005290535252288451,26.0303691858728,119.19304644636372,36.19794487343021,-9.370807281781005,1.2770156142548772,69.0978568316551,0.0,0.0,0.0,0.0,0.0,0.0,3.361462790124312,3.361462790124312
145.578,-0.015140295662634248,-2.4788369396212033,-0.0022347285043520463,-0.023907586813612096,0.22681931696688518,-0.005209694180259163,26.0303694222289,119.19304641863852,36.19776527149565,-9.377508449185626,1.2879164168049189,69.11151401130229,0.0,0.0,0.0,0.0,0.0,0.0,3.474117150988682,3.474117150988682
145.685,0.00324153891182835,-2.274930578516083,0.0,-0.016919185498024493,0.2932410471354777,-0.00514928348364938,26.030371253950907,119.19304660240651,36.2,-9.39194641166041,1.288174379737187,69.11993698525016,0.0,0.0,0.0,0.0,0.0,0.0,2.9168630645891236,2.9168630645891236
145.801,0.00040009027330707193,-2.3019138115391113,0.0,-0.018514682999517734,0.269178120827476,-0.0051623476343060325,26.0303710115564,119.19304657399981,36.2,-9.406006727423705,1.3050640879400848,69.12093212194979,0.0,0.0,0.0,0.0,0.0,0.0,2.6955432461989086,2.6955432461989086
145.918,-0.0019191408616214137,-2.2725116229589837,-0.0005284692217084105,-0.0198224883327221,0.2513007570951071,-0.00538334878753792,26.030371275680757,119.19304655081386,36.1994715307783,-9.407513730606238,1.290818190670365,69.12983375475982,0.0,0.0,0.0,0.0,0.0,0.0,2.7731451960167655,2.7731451960167655
146.031,-0.004291870695711857,-2.245867829393539,-0.0009631362028587615,-0.02099760915124286,0.23578578376499948,-0.005420974599052751,26.030371515026026,119.19304652709306,36.19903686379715,-9.420316672769072,1.29790718205944,69.13235182401137,0.0,0.0,0.0,0.0,0.0,0.0,2.8525188953578793,2.8525188953578793
146.141,-0.006708490673499997,-2.2214384972357357,-0.0013377995187402035,-0.02196927252534673,0.22208483779820964,-0.0055877758523531305,26.03037173447845,119.19304650293347,36.198662200481266,-9.429250813264817,1.3154367829597817,69.14240591997354,0.0,0.0,0.0,0.0,0.0,0.0,2.933969075516533,2.933969075516533
146.248,-0.009164355763116545,-2.1989807201639158,-0.0016411101423724952,-0.022952010183332212,0.20988576702635373,-0.0055048994850263825,26.030371936220096,119.19304647838155,36.19835888985763,-9.436617533555607,1.3153088587278183,69.13847136288055,0.0,0.0,0.0,0.0,0.0,0.0,3.01713656910744,3.01713656910744
146.352,-0.011645222738825033,-2.1782818794644134,-0.0019032043024540903,-0.023854490151043163,0.1990273144182916,-0.005609662655473291,26.030372122160944,119.19304645357967,36.19809679569755,-9.444178586412507,1.3147791588983408,69.15161900732585,0.0,0.0,0.0,0.0,0.0,0.0,3.1016557435590366,3.1016557435590366
146.468,-0.014514426605625927,-2.1564910395318173,-0.0021709104845374413,-0.02473451609311115,0.1878520683844475,-0.005864653470409243,26.03037231791139,119.1930464248955,36.197829089515466,-9.452939341827843,1.329774274525624,69.15202109508283,0.0,0.0,0.0,0.0,0.0,0.0,3.2001525858287003,3.2001525858287003
146.578,-0.017328354979710452,-2.1368856062893005,-0.002373313232084753,-0.02558116703713205,0.17823121129560637,-0.005710534635727323,26.030372494029994,119.19304639676392,36.19762668676792,-9.4661458288408,1.3543502085763506,69.15833692491178,0.0,0.0,0.0,0.0,0.0,0.0,3.2975834980511136,3.2975834980511136
146.746,0.0017173471763301997,-1.878905387021311,0.0,-0.01822666028299303,0.25240500595615856,-0.005673862252393334,26.030374811505734,119.19304658716878,36.2,-9.47758699084803,1.3680550155292523,69.15764093237853,0.0,0.0,0.0,0.0,0.0,0.0,2.853883254767963,2.853883254767963
146.867,-0.0006579771261347859,-1.8503893514708443,-0.0005851562225503433,-0.019630779359214756,0.23566971529311478,-0.005798436504826496,26.030375067669638,119.19304656342204,36.199414843777454,-9.4939948821818,1.3695813078067045,69.16321949569114,0.0,0.0,0.0,0.0,0.0,0.0,2.9335916201075856,2.9335916201075856
146.978,-0.002977107097303945,-1.825754929859577,-0.001011729429951487,-0.020893062803325757,0.2219317262276323,-0.005494249443921378,26.030375288964414,119.19304654023709,36.19898827057005,-9.50638769243088,1.377807174733945,69.1732058616659,0.0,0.0,0.0,0.0,0.0,0.0,3.0108454770545587,3.0108454770545587
147.094,-0.005541399465460272,-1.801515057526446,-0.001361719890175612,-0.022105968691002814,0.20896441666492288,-0.005248214693450802,26.03037550671489,119.19304651460119,36.198638280109826,-9.506178276629505,1.3792723091959498,69.17855340379135,0.0,0.0,0.0,0.0,0.0,0.0,3.095856248985969,3.095856248985969
147.199,-0.007954501854716705,-1.780718232736903,-0.0016554395159428291,-0.022981927516727934,0.1980649979956462,-0.005486721458948507,26.030375693535948,119.19304649047677,36.19834456048406,-9.516432929057554,1.4023392659444236,69.18218892635613,0.0,0.0,0.0,0.0,0.0,0.0,3.1765592492714667,3.1765592492714667
147.308,-0.01056448859681438,-1.7602519208541076,-0.0019144619581438985,-0.02394483249630895,0.18776432919995922,-0.005496141536781534,26.030375877387954,119.19304646438405,36.19808553804186,-9.512785032506198,1.4138350859928515,69.19226101530087,0.0,0.0,0.0,0.0,0.0,0.0,3.264109756896149,3.264109756896149
147.419,-0.01331229944812725,-1.7404547066018352,-0.002142382916117453,-0.02475505271453036,0.17835328155200453,-0.005549933533744819,26.030376055229357,119.19304643691348,36.19785761708388,-9.52177476782075,1.4144037068812494,69.20267411209619,0.0,0.0,0.0,0.0,0.0,0.0,3.357167260204836,3.357167260204836
147.528,-0.01607045292663763,-1.7219465201542434,-0.002340422081543111,-0.025304160353306234,0.16979987566597976,-0.005630802467415035,26.030376221491224,119.19304640933949,36.19765957791846,-9.52964803524334,1.4174344515603194,69.21754830735956,0.0,0.0,0.0,0.0,0.0,0.0,3.4523300756797344,3.4523300756797344
147.634,-0.00635085857183035,-1.840929479626376,0.0,-0.024804954270950433,0.14898667574596436,-0.005159880198192454,26.030375152649114,119.19304650650882,36.2,-9.53799435357045,1.42450970460947,69.23706102519705,0.0,0.0,0.0,0.0,0.0,0.0,3.072015962948527,3.072015962948527
147.748,-0.0032884031642833856,-1.879816991591095,0.0,-0.02492556735247972,0.1380535918613642,-0.005299828867778236,26.03037480331665,119.19304653712499,36.2,-9.547032182379384,1.4316893378829614,69.25547003425292,0.0,0.0,0.0,0.0,0.0,0.0,2.813335184053218,2.813335184053218
147.865,-0.0062910932743703,-1.8642784014094844,-0.0005084647114110913,-0.02566401803493089,0.13280846309068783,-0.005179569169292181,26.03037494290218,119.1930465071063,36.199491535288594,-9.551189296198825,1.4482953528562015,69.2646552417667,0.0,0.0,0.0,0.0,0.0,0.0,2.903281312668494,2.903281312668494
147.976,-0.009225888367412038,-1.850054666792161,-0.0009293391573196981,-0.026439595432808452,0.12814175330922034,-0.005308439762805738,26.03037507067616,119.19304647776639,36.199070660842686,-9.566978686173856,1.4572232716001416,69.2736611934638,0.0,0.0,0.0,0.0,0.0,0.0,2.993459525300025,2.993459525300025
148.094,-0.012427061877725212,-1.8354547002662092,-0.0013069439743820166,-0.027128589070450626,0.1237285298809467,-0.005344659385405388,26.030375201829894,119.19304644576343,36.19869305602562,-9.561176665453337,1.4607994381364857,69.28605081768389,0.0,0.0,0.0,0.0,0.0,0.0,3.0944024003913344,3.0944024003913344
148.2,-0.015360881179365692,-1.8227166329936477,-0.0016009481188560702,-0.027677540581513962,0.12017044596756171,-0.005376492981321379,26.0303753162579,119.19304641643326,36.19839905188115,-9.565515495986485,1.4814523296587983,69.30327370453904,0.0,0.0,0.0,0.0,0.0,0.0,3.1894206981536346,3.1894206981536346
148.308,-0.018402157729314802,-1.8100858723538578,-0.0018554137587188347,-0.028159968055084344,0.11695148740546314,-0.005377399548345942,26.03037542972195,119.19304638602883,36.198144586241284,-9.568700487973214,1.484711238626997,69.30458010833375,0.0,0.0,0.0,0.0,0.0,0.0,3.29036959620299,3.29036959620299
148.418,-0.02157285920486682,-1.7975595273948266,-0.0020924867178949477,-0.028824558868654718,0.11387586326391928,-0.005567733430558631,26.030375542248024,119.1930463543305,36.19790751328211,-9.57478497418086,1.4786838504842237,69.32623428285537,0.0,0.0,0.0,0.0,0.0,0.0,3.3973508296914754,3.3973508296914754
148.528,-0.024798314287464804,-1.7853311228354904,-0.0022797201632331183,-0.029322318932708927,0.11116731417578227,-0.005419995956452726,26.03037565209765,119.19304632208478,36.19772027983677,-9.573581398095056,1.4734654123080668,69.33753059869241,0.0,0.0,0.0,0.0,0.0,0.0,3.508404821097551,3.508404821097551
148.634,-0.009334052736082381,-1.8646890229761661,0.0,-0.027653845745731823,0.09829156051529728,-0.005084065031949244,26.030374939213505,119.19304647668504,36.2,-9.580530140760256,1.4879896867041136,69.34757885557273,0.0,0.0,0.0,0.0,0.0,0.0,3.117572319164216,3.117572319164216
148.748,-0.0044298259849839565,-1.8902778439051207,0.0,-0.027496044621795418,0.09334069208775339,-0.005101277109925807,26.030374709345214,119.19304652571388,36.2,-9.587224124468268,1.487151006447136,69.35497647331333,0.0,0.0,0.0,0.0,0.0,0.0,2.854390630902565,2.854390630902565
148.908,-0.008942012494152616,-1.8755668060840793,-0.0006437913176338931,-0.02820116568230412,0.09194398638150872,-0.005115119784539901,26.030374841496716,119.19304648060438,36.19935620868237,-9.586625171047961,1.4799692381395104,69.37380806070497,0.0,0.0,0.0,0.0,0.0,0.0,2.9949409777036955,2.9949409777036955
149.07,-0.013653510568881148,-1.860870133680921,-0.0011247154943030936,-0.029083321448941556,0.0907202000194957,-0.0048783834580979355,26.03037497351917,119.1930464335023,36.1988752845057,-9.593581561618175,1.4830545731323006,69.38736149010099,0.0,0.0,0.0,0.0,0.0,0.0,3.1473107822782893,3.1473107822782893
149.181,-0.016929739859681308,-1.8508751116930777,-0.001402092870498728,-0.029515579196397846,0.0900452431337242,-0.004787256560665099,26.03037506330598,119.19304640074898,36.1985979071295,-9.597622798442709,1.4766624258579202,69.39207304587727,0.0,0.0,0.0,0.0,0.0,0.0,3.2574747754214677,3.2574747754214677
149.288,-0.02012469842284699,-1.8412965348568724,-0.0016352311322189866,-0.029859425823978325,0.08951940968416139,-0.004839517387007409,26.0303751493518,119.19304636880814,36.19836476886778,-9.609783991796329,1.4839115515734989,69.39268493551415,0.0,0.0,0.0,0.0,0.0,0.0,3.3681017957168735,3.3681017957168735
149.398,-0.023445163318516163,-1.8314994076857638,-0.0018608636809961919,-0.030186044506083393,0.08906479246462376,-0.005085988072798823,26.03037523736089,119.19304633561259,36.19813913631901,-9.616171821302787,1.4869759082504217,69.40258279540656,0.0,0.0,0.0,0.0,0.0,0.0,3.486188390794246,3.486188390794246
149.508,-0.026791319966295666,-1.8217350539439634,-0.0020524044803118683,-0.030419605888904577,0.08876685219818477,-0.005088436726327754,26.03037532507557,119.19304630216018,36.19794759551969,-9.62676810436335,1.4992914842685325,69.41175987410784,0.0,0.0,0.0,0.0,0.0,0.0,3.608506460974516,3.608506460974516
149.616,-0.03011339092706413,-1.812207061904855,-0.002215320338577586,-0.030759916303411725,0.08822214851026469,-0.005115765070474913,26.03037541066698,119.19304626894858,36.197784679661424,-9.63238328932321,1.5028282248044496,69.41469241012862,0.0,0.0,0.0,0.0,0.0,0.0,3.7325513895101525,3.7325513895101525
149.724,-0.010797941071088755,-1.8755732864464139,0.0,-0.028285933306379345,0.07832096625182607,-0.005090238945004872,26.0303748414385,119.19304646205018,36.2,-9.648452260550467,1.4997500778962651,69.42795349010846,0.0,0.0,0.0,0.0,0.0,0.0,3.2677954558248405,3.2677954558248405
149.841,-0.0048829371366952284,-1.895107887474837,0.0,-0.02769719541026024,0.07558067346997105,-0.005146095217104789,26.030374665956195,119.19304652118402,36.2,-9.649939288876634,1.509912650027277,69.43639213793294,0.0,0.0,0.0,0.0,0.0,0.0,2.966938213576621,2.966938213576621
149.959,-0.00822261814873326,-1.8861039760257858,-0.0005231505542046169,-0.028302381457949423,0.07630433431399405,-0.005291938710892587,26.03037474683971,119.19304648779635,36.1994768494458,-9.654041576774251,1.519872157511361,69.44861577363723,0.0,0.0,0.0,0.0,0.0,0.0,3.079034565208865,3.079034565208865
150.072,-0.011468535344603114,-1.8773996294583253,-0.0009560819941296874,-0.028724930936901368,0.07702961564124326,-0.005394084858556386,26.030374825032183,119.19304645534606,36.19904391800587,-9.663723739919044,1.5242064642565334,69.47082688037372,0.0,0.0,0.0,0.0,0.0,0.0,3.1914094917046127,3.1914094917046127
150.182,-0.014681307466849364,-1.8688690838920192,-0.0013345106226957367,-0.029207019293147736,0.07755041423914541,-0.005616642282953794,26.03037490166338,119.19304642322714,36.198665489377305,-9.659413593945015,1.5283520542262123,69.4720116729864,0.0,0.0,0.0,0.0,0.0,0.0,3.305354235298436,3.305354235298436
150.288,-0.017817864135861974,-1.8605874727035643,-0.0016503845736725545,-0.029590157254835932,0.07812840743825464,-0.005663187166387522,26.030374976058358,119.19304639187017,36.19834961542633,-9.66552651507168,1.5184172293310927,69.48291541756787,0.0,0.0,0.0,0.0,0.0,0.0,3.41924110694782,3.41924110694782
150.398,-0.021123824063089908,-1.8519584046124282,-0.0019377067715935345,-0.030054181156617565,0.07844607355578265,-0.005772122352957492,26.030375053574595,119.19304635881963,36.19806229322841,-9.66426725502005,1.5279847861229223,69.4959571347417,0.0,0.0,0.0,0.0,0.0,0.0,3.5415001609356462,3.5415001609356462
150.508,-0.024469276400911993,-1.8432750606559793,-0.0021988211150914,-0.030413203071109857,0.0789394905131713,-0.005959706552932448,26.0303751315784,119.19304632537427,36.19780117888491,-9.668007156918243,1.5292787815539273,69.51040842099037,0.0,0.0,0.0,0.0,0.0,0.0,3.667735129809501,3.667735129809501
150.613,-0.0277097067376093,-1.8349496034530746,-0.0024038328942723357,-0.030861241301879127,0.07929006859909385,-0.005857708727116562,26.030375206367253,119.19304629297883,36.19759616710573,-9.669154436345083,1.5314369987251748,69.52486601821649,0.0,0.0,0.0,0.0,0.0,0.0,3.7917961344975883,3.7917961344975883
150.721,0.003538728943974676,-0.6710488330246829,0.0,-0.019604263186799274,0.49184804536270926,-0.005636712140827144,26.03038566186577,119.1930466053776,36.2,-9.674644497568726,1.5324112035023594,69.53241981904291,0.0,0.0,0.0,0.0,0.0,0.0,3.0507318334210036,3.0507318334210036
150.837,0.0003932741548146321,-0.7670371368705401,0.0,-0.021056392581800223,0.4410701938960594,-0.005691617323141701,26.030384799588163,119.19304657393167,36.2,-9.688764058937341,1.5363366161641352,69.53104819970604,0.0,0.0,0.0,0.0,0.0,0.0,2.797180763488224,2.797180763488224
151.064,-0.00486356122642502,-0.6812975457003646,-0.000889313252505117,-0.02315786511559318,0.3777074500888788,-0.005506887166629366,26.030385569800014,119.19304652137771,36.199110686747495,-9.726586342358887,1.5716841727444044,69.53595124439188,0.0,0.0,0.0,0.0,0.0,0.0,2.969181308691818,2.969181308691818
151.238,-0.009173741037282836,-0.6226376178706675,-0.0013892054578912222,-0.024771148338263316,0.33712602200975317,-0.005253975321268647,26.030386096751112,119.19304647828773,36.19861079454211,-9.730874008889707,1.5794798304791728,69.56861769335289,0.0,0.0,0.0,0.0,0.0,0.0,3.112952163266559,3.112952163266559
151.344,-0.011902247574364528,-0.5892202611273607,-0.0016784197382302606,-0.025740627708317844,0.3152580824840271,-0.005457261242396499,26.030386396944337,119.19304645101013,36.19832158026177,-9.737823065362772,1.5783240428578929,69.57802991396588,0.0,0.0,0.0,0.0,0.0,0.0,3.2061112543130648,3.2061112543130648
151.519,-0.016649361028130603,-0.5396300618275326,-0.0020431524434376207,-0.027126362592949003,0.28337256742758926,-0.005588794226333075,26.030386842420675,119.193046403552,36.19795684755657,-9.748154475033452,1.5928669209383826,69.58667618172767,0.0,0.0,0.0,0.0,0.0,0.0,3.3693713109045738,3.3693713109045738
151.625,-0.019618022356684466,-0.5114144002161186,-0.0022445687720688066,-0.028006238948621358,0.26618548690013205,-0.005549440584841357,26.030387095886276,119.19304637387351,36.19775543122793,-9.749293005748134,1.5893492303738663,69.60142293613345,0.0,0.0,0.0,0.0,0.0,0.0,3.4737335115946117,3.4737335115946117
151.732,-0.007612664910044649,-0.7269462653869603,0.0,-0.026963206482444182,0.2236005707842369,-0.005510427510842486,26.03038515973059,119.19304649389422,36.2,-9.763851328103152,1.595274512673012,69.60390527273267,0.0,0.0,0.0,0.0,0.0,0.0,3.0945950419248,3.0945950419248
151.849,-0.003841252270320695,-0.7973634296187664,0.0,-0.02707053136365084,0.20103444555173858,-0.00535064839189113,26.03038452716244,119.193046531598,36.2,-9.774493496662652,1.6030521465317953,69.60367483461633,0.0,0.0,0.0,0.0,0.0,0.0,2.8395720980612524,2.8395720980612524
151.966,-0.0071155571087571,-0.7751288802297261,-0.0005228845810152367,-0.02798551143962739,0.19003888366701077,-0.005326459819421211,26.030384726898795,119.19304649886392,36.199477115418986,-9.795469540998889,1.5996006239643317,69.61716191416545,0.0,0.0,0.0,0.0,0.0,0.0,2.941147922972148,2.941147922972148
152.08,-0.010374596657673638,-0.7545981648359703,-0.0009762581338115216,-0.028588066218566115,0.18009399468206855,-0.005574005819380123,26.03038491132935,119.19304646628245,36.19902374186619,-9.794552632661986,1.6220569560929496,69.61613506880815,0.0,0.0,0.0,0.0,0.0,0.0,3.045835611419922,3.045835611419922
152.191,-0.013624344449835504,-0.7355748209561874,-0.0013695098354631566,-0.029277007136593387,0.17138147639444065,-0.005777990503183732,26.030385082218956,119.19304643379388,36.19863049016454,-9.809610408913114,1.6293261994156574,69.62023586490838,0.0,0.0,0.0,0.0,0.0,0.0,3.152980380676971,3.152980380676971
152.299,-0.016846999743135267,-0.7178846296541659,-0.0016867244734262647,-0.0298394008638867,0.16379806761131074,-0.005683726026869322,26.03038524113265,119.19304640157615,36.19831327552658,-9.812902748853618,1.6453048456982138,69.6176622194499,0.0,0.0,0.0,0.0,0.0,0.0,3.2619660299463593,3.2619660299463593
152.409,-0.02020131123074518,-0.7006386347295199,-0.0019715712994433587,-0.03049374079645374,0.15678177204223634,-0.005804846819873697,26.030385396056055,119.19304636804222,36.19802842870056,-9.821904276637271,1.6732256069600673,69.62325298412168,0.0,0.0,0.0,0.0,0.0,0.0,3.3775726839339515,3.3775726839339515
152.514,-0.023448190615830634,-0.6848202261406076,-0.0022026821580612465,-0.03092266081033765,0.15065151037059404,-0.005779486197454553,26.030385538155237,119.19304633558232,36.19779731784194,-9.828879267602442,1.6649638424370417,69.62893161262089,0.0,0.0,0.0,0.0,0.0,0.0,3.4920683920656974,3.4920683920656974
152.623,-0.02687682767449005,-0.6690175511657902,-0.002409863656911954,-0.031455385859260686,0.144978669493737,-0.005827838411586725,26.03038568011308,119.19304630130534,36.19759013634309,-9.843636360043085,1.6815523312304685,69.63384999813964,0.0,0.0,0.0,0.0,0.0,0.0,3.615032651975152,3.615032651975152
152.73,0.0030530265048466544,-0.3558014951912379,0.0,-0.020087902022786153,0.2603244878120101,-0.00589536928329736,26.030388493780787,119.19304660052191,36.2,-9.854485468667498,1.6967072365454836,69.65131102497323,0.0,0.0,0.0,0.0,0.0,0.0,2.960801482046675,2.960801482046675
152.846,0.00020144809694201137,-0.38926000136412364,0.0,-0.021535694407239597,0.2389276642857557,-0.006018071123441024,26.03038819321791,119.19304657201394,36.2,-9.85742689337887,1.7065814516710915,69.66868130543234,0.0,0.0,0.0,0.0,0.0,0.0,2.7312947227726463,2.7312947227726463
152.964,-0.0024989667661449834,-0.3627980185762654,-0.0005775803792427629,-0.022884871721076228,0.22425409142252728,-0.005842524571562089,26.030388430929946,119.19304654501718,36.19942241962076,-9.864151161450994,1.7195548655381225,69.6821746614401,0.0,0.0,0.0,0.0,0.0,0.0,2.81693803865901,2.81693803865901
153.112,-0.006105639526989865,-0.33204216680207355,-0.0011504778385902832,-0.024369410546249203,0.20780980928508025,-0.005803198114109661,26.030388707214463,119.19304650896034,36.19884952216141,-9.86821909463333,1.7279885832351984,69.69357790712061,0.0,0.0,0.0,0.0,0.0,0.0,2.9313732541201287,2.9313732541201287
153.222,-0.008899312794976286,-0.31038444903282786,-0.0015033743435040013,-0.025397029708967466,0.19688834335677888,-0.005659922881687183,26.030388901769054,119.19304648103126,36.198496625656496,-9.880214159349045,1.732393939841408,69.71091132367174,0.0,0.0,0.0,0.0,0.0,0.0,3.021405993416618,3.021405993416618
153.339,-0.011991833007585167,-0.28857164951543285,-0.0018240945683773312,-0.026431796688964802,0.1864341839093589,-0.005732120977425665,26.030389097716764,119.19304645011452,36.198175905431626,-9.89324945293609,1.753609475772514,69.72010846861969,0.0,0.0,0.0,0.0,0.0,0.0,3.1219016441333602,3.1219016441333602
153.444,-0.014834630150836418,-0.2698970666251414,-0.0020944515146601164,-0.02707425850715476,0.17785317038372825,-0.0059774292686610875,26.030389265473396,119.19304642169433,36.197905548485345,-9.901562123847729,1.7574079856464575,69.7342826946353,0.0,0.0,0.0,0.0,0.0,0.0,3.2161435080095955,3.2161435080095955
153.559,-0.01803993837309015,-0.25043127458052794,-0.0023460659504229335,-0.02787224541090204,0.16926775690968227,-0.006028804726363266,26.030389440337583,119.19304638965004,36.19765393404958,-9.918017476645698,1.7837102415952748,69.73880018675122,0.0,0.0,0.0,0.0,0.0,0.0,3.323683850787188,3.323683850787188
153.665,-0.0072271048299598906,-0.35864331703404057,0.0,-0.027101609884615414,0.1489773564965032,-0.005929891448692678,26.030388468252266,119.19304649774875,36.2,-9.927708386730592,1.7995268616462627,69.73703737610452,0.0,0.0,0.0,0.0,0.0,0.0,2.9920062966910383,2.9920062966910383
153.824,-0.004184031648720017,-0.39276005301533223,0.0,-0.027557246169644112,0.13550443932674677,-0.0058954839173925395,26.03038816177641,119.19304652817115,36.2,-9.944119975565997,1.799260025964315,69.75215850313552,0.0,0.0,0.0,0.0,0.0,0.0,2.79121830765144,2.79121830765144
153.943,-0.007568527286641102,-0.37719969338790904,-0.0005865445840904864,-0.02844113981446289,0.1307593246001947,-0.0058921749401839715,26.0303883015575,119.19304649433546,36.199413455415915,-9.956987311458164,1.8207073746149782,69.7449053412874,0.0,0.0,0.0,0.0,0.0,0.0,2.8917574034584805,2.8917574034584805
154.06,-0.010972457489433126,-0.36240190156554813,-0.001096436734603709,-0.02909342053668396,0.12647685318257176,-0.0061558525992298635,26.030388434488327,119.19304646030548,36.1989035632654,-9.971039944477033,1.8257428437211978,69.74967040034154,0.0,0.0,0.0,0.0,0.0,0.0,2.9961659013575646,2.9961659013575646
154.171,-0.014280749560590205,-0.3487675468079143,-0.0015217009601097358,-0.029804433073487208,0.12283202484354847,-0.006314783351142788,26.030388556967818,119.19304642723162,36.19847829903989,-9.966356069087336,1.8300199218751494,69.76115703066289,0.0,0.0,0.0,0.0,0.0,0.0,3.100156175315895,3.100156175315895
154.279,-0.01758466373785815,-0.3358386106529398,-0.001880563004224552,-0.03059179793766616,0.11971237180531928,-0.006384984332010092,26.03038867311043,119.19304639420153,36.198119436995775,-9.957669707155247,1.8317441892060182,69.77276178622213,0.0,0.0,0.0,0.0,0.0,0.0,3.2058003490763176,3.2058003490763176
154.389,-0.021012413482908863,-0.32298060213599905,-0.0021950111848906737,-0.031161361318642857,0.11689098651764317,-0.006438346206636769,26.030388788615884,119.19304635993342,36.197804988815115,-9.961631248311676,1.8425527076710064,69.7778733434867,0.0,0.0,0.0,0.0,0.0,0.0,3.317765537616169,3.317765537616169
154.495,-0.024361164633988575,-0.31087022590749297,-0.0024533104597192893,-0.03159199199131803,0.11424883234439714,-0.006425450585160049,26.030388897405246,119.19304632645509,36.19754668954028,-9.973349196674064,1.8433132512331054,69.78860877302746,0.0,0.0,0.0,0.0,0.0,0.0,3.429666691619097,3.429666691619097
154.609,-0.02801254410699605,-0.2981428586623306,-0.002687638959689095,-0.03202964450006557,0.11164357232598582,-0.006452178093527716,26.03038901173713,119.19304628995128,36.19731236104031,-9.982802212678648,1.8467630098857841,69.78996328591491,0.0,0.0,0.0,0.0,0.0,0.0,3.554244518313211,3.554244518313211
154.717,-0.010434544691048576,-0.3784881938933226,0.0,-0.029750286182315483,0.098068319505661,-0.006619843292241409,26.030388289982703,119.19304646568314,36.2,-9.990568618822968,1.860065523073185,69.77691539154253,0.0,0.0,0.0,0.0,0.0,0.0,3.153777240000628,3.153777240000628
154.834,-0.004898221474527675,-0.40415600418252695,0.0,-0.02930708795770028,0.09304045114696587,-0.006412057503787542,26.030388059404842,119.1930465210312,36.2,-9.996626899420422,1.8784509976899773,69.78022810512503,0.0,0.0,0.0,0.0,0.0,0.0,2.886879502249382,2.886879502249382
