item,value,unit,note
phone_points,404,,
phone_raw_distance_m,920.1062304032569,m,
phone_bbox_ns_m,46.616871157397895,m,
phone_bbox_ew_m,451.2476986047251,m,
phone_lat_min,26.030111282264386,,
phone_lat_max,26.030530517858708,,
phone_lon_min,119.19305447756881,,
phone_lon_max,119.1975707673307,,
extension_total_time_s,940.0,s,
extension_total_distance_m,951.0,m,
extension_cumulative_climb_m,14.6849016,m,
extension_cumulative_decrease_m,17.0279597,m,
