# sensor,HMC5883L
# purpose,magnetometer ellipsoid calibration
# sample_hz,20
# duration_s,180
# sda_gpio,21
# scl_gpio,22
# wifi,off
# note,move the board slowly through all 3D orientations
t_ms,mx_raw,my_raw,mz_raw
63650,416,-49,-270
63700,464,-85,-194
63750,489,-144,-121
63800,489,-144,-121
63850,485,-212,-54
63900,468,-235,23
63950,437,-243,116
64000,437,-243,116
64050,384,-239,198
64100,330,-235,252
64150,267,-220,296
64200,267,-220,296
64251,187,-173,333
64300,93,-109,348
64350,25,-59,337
64400,25,-59,337
64450,-8,-35,326
64500,-33,5,308
64550,-66,65,268
64600,-66,65,268
64650,-96,111,223
64700,-114,145,179
64750,-121,162,153
64800,-121,162,153
64850,-124,178,128
64900,-112,199,102
64950,-112,199,102
65000,-109,223,45
65050,-87,249,-50
65100,-19,260,-152
65150,-19,260,-152
65200,81,257,-201
65250,141,248,-211
65300,158,230,-241
65351,158,230,-241
65400,171,196,-290
65450,193,135,-346
65500,220,76,-380
65550,220,76,-380
65600,238,40,-392
65650,244,20,-398
65700,244,-26,-418
65750,244,-26,-418
65800,248,-71,-426
65850,232,-102,-440
65900,223,-127,-447
65950,223,-127,-447
66000,222,-152,-447
66050,217,-181,-448
66100,215,-213,-445
66150,215,-213,-445
66200,229,-235,-438
66250,286,-277,-399
66300,342,-307,-344
66350,342,-307,-344
66400,399,-336,-249
66450,436,-337,-154
66500,450,-327,-93
66550,450,-327,-93
66600,457,-307,-35
66650,451,-276,47
66700,425,-217,142
66750,425,-217,142
66800,388,-146,205
66850,358,-101,234
66900,331,-65,254
66950,331,-65,254
67000,292,-5,265
67050,241,76,257
67100,173,159,219
67150,173,159,219
67200,102,220,164
67250,46,263,85
67300,16,278,7
67350,16,278,7
67400,5,280,-38
67450,8,280,-68
67501,6,276,-111
67550,6,276,-111
67600,29,275,-133
67650,86,284,-108
67700,86,284,-108
67750,173,271,-110
67800,256,238,-131
67850,304,187,-198
67900,304,187,-198
67950,299,116,-301
68000,279,44,-371
68050,250,-10,-413
68100,250,-10,-413
68150,194,-54,-448
68200,120,-108,-469
68250,45,-171,-472
68300,45,-171,-472
68350,-46,-234,-445
68400,-111,-276,-402
68450,-148,-316,-361
68500,-148,-316,-361
68550,-166,-354,-323
68600,-176,-375,-298
68650,-159,-400,-292
68700,-159,-400,-292
68750,-162,-388,-262
68800,-175,-367,-268
68851,-181,-349,-274
68900,-181,-349,-274
68950,-187,-332,-274
69000,-204,-299,-279
69050,-216,-245,-285
69100,-216,-245,-285
69150,-225,-173,-285
69200,-228,-97,-273
69250,-223,-14,-244
69300,-223,-14,-244
69350,-200,64,-212
69400,-160,140,-167
69450,-106,199,-119
69500,-106,199,-119
69550,-42,240,-68
69600,23,261,-22
69650,80,272,30
69700,80,272,30
69751,141,262,78
69800,192,241,115
69850,229,215,145
69900,229,215,145
69950,252,192,170
70000,264,171,193
70050,266,156,207
70100,266,156,207
70150,267,145,219
70200,265,143,223
70250,263,132,236
70300,263,132,236
70350,262,128,241
70400,247,107,267
70450,247,107,267
70500,216,55,315
70550,161,-6,355
70600,93,-87,375
70650,93,-87,375
70700,48,-133,375
70750,48,-140,341
70800,46,-122,313
70850,46,-122,313
70900,39,-151,309
70950,19,-176,301
71000,-3,-182,294
71050,-3,-182,294
71100,-9,-186,295
71150,6,-214,292
71200,40,-230,294
71250,40,-230,294
71300,79,-254,288
71350,163,-277,278
71400,261,-253,260
71450,261,-253,260
71500,295,-226,255
71550,310,-199,258
71600,330,-154,254
71650,330,-154,254
71700,353,-104,245
71750,365,-51,235
71800,365,-3,225
71850,365,-3,225
71900,352,33,226
71950,333,62,232
72000,317,66,238
72050,317,66,238
72100,310,62,243
72150,308,67,243
72200,295,71,247
72250,295,71,247
72300,285,75,250
72350,277,82,251
72400,274,92,247
72450,274,92,247
72500,274,89,250
72551,263,82,257
72600,257,82,260
72650,257,82,260
72700,255,77,264
72750,254,70,268
72800,250,69,269
72850,250,69,269
72900,245,64,275
72950,246,66,273
73000,243,70,272
73050,243,70,272
73100,248,72,269
73150,250,78,265
73200,250,78,265
73250,254,82,263
73300,252,86,262
73350,249,77,270
73400,249,77,270
73450,249,73,273
73500,246,69,272
73550,238,65,277
73600,238,65,277
73650,218,50,291
73700,173,8,313
73750,120,-36,327
73801,120,-36,327
73850,66,-59,328
73900,11,-75,320
73950,-30,-82,308
74000,-30,-82,308
74050,-75,-106,288
74100,-132,-138,253
74150,-176,-149,214
74200,-176,-149,214
74250,-210,-155,177
74300,-233,-158,144
74350,-244,-161,127
74400,-244,-161,127
74450,-250,-157,116
74500,-250,-140,124
74550,-231,-113,157
74600,-231,-113,157
74650,-216,-110,176
74700,-183,-115,213
74750,-148,-140,239
74800,-148,-140,239
74850,-122,-166,253
74900,-107,-180,260
74950,-90,-189,266
75000,-90,-189,266
75050,-74,-189,275
75100,-94,-210,257
75150,-114,-247,229
75200,-114,-247,229
75250,-104,-259,232
75300,-91,-252,241
75350,-100,-229,246
75400,-100,-229,246
75450,-129,-182,244
75500,-167,-122,225
75550,-200,-51,194
75600,-200,-51,194
75650,-230,23,138
75700,-248,75,68
75750,-277,73,-30
75800,-277,73,-30
75850,-289,35,-117
75900,-284,-25,-199
75950,-284,-25,-199
76000,-267,-100,-258
76050,-232,-182,-299
76100,-182,-273,-323
76150,-182,-273,-323
76200,-116,-355,-326
76250,-69,-406,-311
76301,-39,-440,-289
76350,-39,-440,-289
76400,-14,-466,-266
76450,-6,-481,-239
76500,0,-488,-227
76550,0,-488,-227
76600,3,-490,-219
76650,-21,-490,-194
76700,-50,-488,-158
76750,-50,-488,-158
76800,-69,-481,-141
76850,-81,-474,-141
76900,-93,-468,-144
76950,-93,-468,-144
77000,-102,-460,-140
77050,-116,-455,-115
77100,-131,-443,-56
77150,-131,-443,-56
77200,-146,-409,27
77250,-160,-346,113
77300,-140,-261,201
77350,-140,-261,201
77400,-116,-170,257
77451,-106,-77,272
77500,-86,15,271
77550,-86,15,271
77600,-68,108,247
77650,-62,184,198
77700,-64,235,140
77750,-64,235,140
77800,-56,275,78
77850,-68,296,-11
77900,-96,286,-101
77950,-96,286,-101
78000,-133,241,-182
78050,-174,164,-250
78100,-208,56,-293
78150,-208,56,-293
78200,-222,-76,-289
78250,-228,-182,-275
78300,-217,-272,-252
78350,-217,-272,-252
78400,-194,-339,-232
78450,-157,-400,-218
78500,-103,-451,-217
78550,-103,-451,-217
78600,-42,-479,-236
78650,23,-489,-264
78700,23,-476,-264
78750,91,-476,-295
78800,173,-430,-324
78850,295,-382,-326
78900,295,-382,-326
78950,383,-336,-293
79000,417,-308,-278
79050,449,-287,-249
79100,449,-287,-249
79150,497,-250,-177
79200,516,-235,-100
79250,513,-243,-16
79300,513,-243,-16
79350,483,-257,74
79400,441,-241,52
79450,367,-249,147
79500,367,-249,147
79550,391,-297,173
79600,372,-368,121
79650,319,-441,21
79700,319,-441,21
79750,210,-488,-87
79800,85,-477,-179
79850,-15,-428,-233
79900,-15,-428,-233
79950,-92,-367,-259
80000,-159,-298,-262
80051,-224,-220,-233
80100,-224,-220,-233
80150,-266,-154,-195
80200,-291,-102,-152
80250,-303,-75,-115
80300,-303,-75,-115
80350,-311,-74,-75
80400,-315,-66,-37
80450,-315,-52,-3
80500,-315,-52,-3
80550,-317,-93,-3
80600,-313,-175,-21
80650,-293,-239,22
80700,-293,-239,22
80750,-267,-257,104
80800,-242,-266,148
80850,-212,-240,212
80900,-212,-240,212
80950,-182,-202,265
81000,-152,-167,303
81050,-127,-125,325
81100,-127,-125,325
81150,-133,-86,325
81200,-165,-69,301
81250,-197,-58,276
81300,-197,-58,276
81350,-236,-49,231
81400,-275,-51,173
81450,-275,-51,173
81500,-298,-53,124
81550,-310,-46,80
81600,-319,-49,34
81650,-319,-49,34
81700,-320,-41,-6
81750,-318,-24,-47
81800,-309,-4,-88
81850,-309,-4,-88
81900,-292,26,-131
81950,-272,65,-150
82000,-254,124,-135
82050,-254,124,-135
82100,-231,185,-78
82150,-190,241,10
82201,-129,272,103
82250,-129,272,103
82300,-71,258,193
82350,-34,215,262
82400,6,184,298
82450,6,184,298
82500,29,178,305
82550,13,195,292
82600,-71,209,248
82650,-71,209,248
82700,-178,199,159
82750,-248,169,53
82800,-276,128,-45
82850,-276,128,-45
82900,-286,67,-119
82950,-284,-14,-182
83000,-268,-108,-224
83050,-268,-108,-224
83100,-237,-204,-242
83150,-188,-291,-252
83200,-118,-365,-257
83250,-118,-365,-257
83300,-28,-420,-254
83350,66,-443,-251
83400,161,-442,-246
83450,161,-442,-246
83500,244,-424,-234
83550,321,-379,-225
83600,402,-313,-194
83650,402,-313,-194
83700,474,-231,-118
83750,502,-167,-49
83800,510,-126,1
83850,510,-126,1
83900,499,-100,81
83950,462,-82,178
84000,442,-69,210
84050,442,-69,210
84100,430,-68,227
84150,404,-67,252
84200,404,-67,252
84250,369,-85,282
84300,340,-124,306
84350,349,-161,289
84400,349,-161,289
84450,368,-192,264
84500,385,-200,242
84550,394,-211,226
84600,394,-211,226
84650,406,-229,199
84700,414,-255,168
84750,423,-288,117
84800,423,-288,117
84850,419,-330,48
84900,399,-372,-26
84950,349,-410,-103
85000,349,-410,-103
85050,269,-432,-182
85100,153,-425,-258
85150,32,-376,-306
85200,32,-376,-306
85250,-62,-298,-332
85300,-130,-213,-332
85350,-178,-139,-311
85400,-178,-139,-311
85450,-216,-67,-279
85500,-242,8,-229
85550,-266,62,-156
85600,-266,62,-156
85650,-275,106,-48
85700,-254,125,95
85750,-233,81,185
85800,-233,81,185
85850,-221,6,236
85900,-176,-50,294
85950,-120,-93,334
86000,-120,-93,334
86050,-65,-119,356
86101,-37,-160,358
86150,8,-174,367
86200,8,-174,367
86250,46,-176,374
86300,38,-201,365
86350,50,-221,360
86400,50,-221,360
86450,85,-231,359
86500,112,-270,343
86550,160,-358,281
86600,160,-358,281
86650,198,-461,145
86700,209,-500,3
86750,215,-506,-70
86800,215,-506,-70
86850,216,-489,-162
86900,198,-451,-243
86950,198,-451,-243
87000,162,-383,-326
87050,123,-322,-370
87100,76,-280,-391
87150,76,-280,-391
87200,21,-228,-400
87251,-40,-173,-392
87300,-88,-137,-378
87350,-88,-137,-378
87400,-106,-120,-373
87450,-138,-69,-371
87500,-184,-37,-390
87550,-184,-37,-390
87600,-202,-2,-369
87650,-226,50,-328
87700,-237,101,-287
87750,-237,101,-287
87800,-230,162,-235
87850,-205,236,-153
87900,-166,281,-77
87950,-166,281,-77
88000,-132,301,-19
88050,-88,311,40
88100,-19,310,105
88150,-19,310,105
88200,68,274,181
88250,137,205,246
88300,187,96,301
88350,187,96,301
88401,178,38,324
88450,168,-32,339
88500,140,-91,347
88550,140,-91,347
88600,102,-158,347
88650,61,-239,326
88700,21,-314,287
88750,21,-314,287
88800,-26,-370,239
88850,-65,-396,200
88900,-85,-399,186
88950,-85,-399,186
89000,-121,-397,166
89050,-150,-378,161
89100,-173,-357,162
89150,-173,-357,162
89200,-185,-339,168
89250,-167,-368,155
89300,-150,-399,135
89350,-150,-399,135
89400,-145,-421,105
89450,-158,-437,52
89500,-177,-443,-11
89550,-177,-443,-11
89601,-193,-436,-79
89650,-218,-404,-150
89700,-256,-314,-228
89750,-256,-314,-228
89800,-283,-182,-283
89850,-278,-44,-298
89900,-278,-44,-298
89950,-241,85,-293
90000,-166,199,-271
90050,-73,281,-224
90100,-73,281,-224
90150,8,321,-162
90200,74,340,-90
90250,124,332,-4
90300,124,332,-4
90350,145,312,75
90400,158,275,144
90450,158,239,197
90500,158,239,197
90550,151,214,226
90600,156,150,275
90650,155,88,308
90700,155,88,308
90750,139,25,333
90800,109,-54,349
90850,55,-134,349
90900,55,-134,349
90950,-15,-217,323
91000,-79,-283,277
91050,-139,-308,230
91100,-139,-308,230
91150,-186,-297,201
91200,-224,-274,179
91250,-241,-265,165
91300,-241,-265,165
91350,-258,-258,144
91400,-281,-243,115
91450,-298,-242,75
91500,-298,-242,75
91550,-296,-264,56
91600,-296,-282,31
91650,-297,-291,-1
91700,-297,-291,-1
91750,-299,-298,-39
91800,-298,-299,-92
91850,-293,-294,-148
91900,-293,-294,-148
91950,-282,-272,-213
92000,-262,-247,-271
92050,-229,-220,-327
92100,-229,-220,-327
92150,-190,-190,-373
92200,-145,-164,-409
92250,-98,-136,-435
92300,-98,-136,-435
92350,-39,-104,-455
92400,22,-66,-461
92450,72,-26,-456
92500,72,-26,-456
92550,117,30,-434
92600,165,85,-402
92650,165,85,-402
92700,222,126,-353
92750,267,161,-293
92800,282,196,-235
92850,282,196,-235
92900,260,255,-161
92950,246,286,-49
93000,234,284,37
93050,234,284,37
93100,200,282,95
93150,160,275,142
93200,126,247,197
93250,126,247,197
93301,68,210,246
93350,7,174,270
93400,-59,117,290
93450,-59,117,290
93500,-119,46,294
93550,-173,-25,277
93600,-209,-100,253
93650,-209,-100,253
93700,-228,-154,227
93750,-230,-172,221
93800,-220,-176,231
93850,-220,-176,231
93900,-214,-172,238
93950,-219,-157,237
94000,-229,-150,231
94050,-229,-150,231
94100,-229,-156,229
94150,-221,-175,231
94200,-207,-193,241
94250,-207,-193,241
94300,-173,-198,266
94350,-115,-172,305
94400,-70,-138,330
94450,-70,-138,330
94500,-40,-107,342
94550,-15,-77,348
94600,11,-43,350
94650,11,-43,350
94700,25,-4,348
94751,44,48,337
94800,59,105,316
94850,59,105,316
94900,53,162,285
94950,33,204,253
95000,-5,224,230
95050,-5,224,230
95100,-35,225,219
95150,-56,213,223
95200,-61,200,232
95250,-61,200,232
95300,-55,199,237
95350,-21,184,258
95400,-21,184,258
95450,26,169,278
95500,88,155,286
95550,154,123,293
95600,154,123,293
95650,211,86,287
95700,262,60,269
95750,301,30,255
95800,301,30,255
95850,330,6,235
95900,366,-25,199
95951,404,-61,150
96000,404,-61,150
96050,427,-114,106
96100,421,-188,89
96150,390,-270,94
96200,390,-270,94
96250,331,-356,99
96300,260,-428,81
96350,184,-482,33
96400,184,-482,33
96450,100,-508,7
96500,11,-507,19
96550,-72,-483,38
96600,-72,-483,38
96650,-148,-442,50
96700,-208,-398,49
96750,-251,-356,38
96800,-251,-356,38
96850,-279,-320,36
96900,-293,-288,55
96950,-294,-256,93
97000,-294,-256,93
97050,-281,-215,151
97100,-249,-165,211
97151,-201,-115,266
97200,-201,-115,266
97250,-148,-52,302
97300,-82,-17,329
97350,-4,6,343
97400,-4,6,343
97450,93,10,344
97500,193,4,321
97550,281,-4,276
97600,281,-4,276
97650,356,-14,211
97700,400,-12,148
97750,427,-9,91
97800,427,-9,91
97850,447,-27,35
97900,459,-85,-20
97950,452,-174,-84
98000,452,-174,-84
98050,421,-273,-99
98100,367,-363,-102
98150,292,-437,-102
98200,292,-437,-102
98250,206,-491,-67
98300,105,-512,-8
98350,105,-512,-8
98400,2,-499,44
98450,-87,-458,83
98500,-159,-362,134
98550,-159,-362,134
98600,-181,-313,258
98650,-204,-218,250
98700,-201,-117,275
98750,-201,-117,275
98800,-193,-15,274
98850,-175,59,260
98900,-165,110,239
98950,-165,110,239
99000,-158,137,224
99050,-153,147,220
99100,-153,154,211
99150,-153,154,211
99200,-139,153,227
99250,-114,143,259
99300,-78,123,295
99351,-78,123,295
99400,-20,100,331
99450,38,94,346
99500,81,123,333
99550,81,123,333
99600,144,137,318
99650,228,147,282
99700,303,144,231
99750,303,144,231
99800,362,134,173
99850,410,105,111
99900,449,61,47
99950,449,61,47
100000,476,-5,-2
100050,490,-95,-28
100100,483,-205,-40
100150,483,-205,-40
100200,447,-317,-21
100250,382,-411,0
100301,294,-477,45
100350,294,-477,45
100400,181,-507,106
100450,57,-496,154
100500,-38,-457,185
100550,-38,-457,185
100600,-111,-403,202
100650,-183,-321,213
100700,-230,-231,215
100750,-230,-231,215
100800,-253,-135,215
100850,-262,-38,195
100900,-255,35,174
100950,-255,35,174
101000,-237,88,164
101050,-223,119,155
101100,-223,119,155
101150,-218,133,153
101200,-201,140,170
101250,-183,131,205
101300,-183,131,205
101350,-168,113,239
101400,-154,101,257
101450,-120,76,298
101500,-120,76,298
101551,-73,51,335
101600,-14,36,359
101650,68,30,372
101700,68,30,372
101750,157,28,365
101800,248,-9,346
101850,328,-78,312
101900,328,-78,312
101950,372,-156,272
102000,383,-243,237
102050,358,-331,208
102100,358,-331,208
102150,296,-425,169
102200,199,-491,140
102250,77,-518,114
102300,77,-518,114
102350,-30,-503,101
102400,-119,-463,95
102450,-195,-404,84
102500,-195,-404,84
102550,-257,-326,70
102600,-299,-244,44
102650,-320,-157,28
102700,-320,-157,28
102750,-322,-74,22
102800,-307,14,25
102851,-280,81,33
102900,-280,81,33
102950,-253,136,7
103000,-226,173,-38
103050,-191,206,-59
103100,-191,206,-59
103150,-154,236,-73
103200,-120,257,-66
103250,-113,266,-40
103300,-113,266,-40
103350,-133,254,-42
103400,-172,224,-41
103450,-214,188,-29
103500,-214,188,-29
103550,-242,148,33
103600,-256,101,107
103650,-265,26,163
103700,-265,26,163
103750,-273,-68,185
103800,-279,-152,174
103850,-279,-152,174
103900,-282,-220,146
103950,-269,-276,130
104000,-262,-327,78
104050,-262,-327,78
104100,-251,-369,13
104150,-249,-374,-59
104200,-255,-349,-124
104250,-255,-349,-124
104300,-259,-316,-165
104350,-251,-297,-199
104400,-244,-266,-235
104451,-244,-266,-235
104500,-228,-221,-274
104550,-221,-167,-295
104600,-234,-97,-282
104650,-234,-97,-282
104700,-251,-29,-244
104750,-253,38,-200
104800,-234,108,-164
104850,-234,108,-164
104900,-203,177,-101
104950,-149,237,1
105000,-71,268,87
105050,-71,268,87
105100,-22,277,114
105150,-10,277,125
105200,1,278,134
105250,1,278,134
105300,25,287,125
105350,30,290,118
105400,12,289,117
105450,12,289,117
105500,-6,284,116
105550,-16,274,137
105600,-14,247,189
105650,-14,247,189
105700,-8,214,238
105751,17,181,279
105800,65,156,306
105850,65,156,306
105900,123,139,318
105950,178,131,310
106000,196,148,296
106050,196,148,296
106100,158,203,258
106150,84,253,207
106200,16,262,181
106250,16,262,181
106300,-54,253,162
106350,-124,219,154
106400,-194,160,149
106450,-194,160,149
106500,-243,83,160
106550,-273,5,163
106600,-273,191,163
106650,-292,-65,148
106700,-303,-123,127
106750,-314,-173,82
106800,-314,-173,82
106850,-320,-208,24
106900,-317,-233,-33
106950,-308,-249,-83
107000,-308,-249,-83
107050,-299,-241,-134
107100,-291,-208,-180
107150,-290,-156,-200
107200,-290,-156,-200
107250,-289,-93,-198
107300,-287,-21,-178
107350,-277,65,-120
107400,-277,65,-120
107450,-233,159,-1
107500,-151,207,129
107550,-81,209,200
107600,-81,209,200
107650,-76,175,245
107700,-64,133,287
107750,-33,117,311
107800,-33,117,311
107850,-6,95,332
107900,37,44,361
107950,74,4,376
108000,74,4,376
108050,113,-41,384
108100,142,-76,386
108150,178,-110,381
108200,178,-110,381
108250,227,-142,365
108300,290,-189,329
108350,341,-204,292
108400,341,-204,292
108450,382,-181,257
108500,401,-118,244
108550,395,-55,244
108600,395,-55,244
108650,370,11,252
108700,327,68,269
108750,256,114,290
108801,256,114,290
108850,168,133,315
108900,62,120,335
108950,-53,80,328
109000,-53,80,328
109050,-143,22,305
109100,-195,-62,284
109150,-228,-167,246
109200,-228,-167,246
109250,-266,-234,168
109300,-285,-268,95
109350,-303,-266,19
109400,-303,-266,19
109450,-308,-257,-28
109500,-313,-237,-46
109550,-313,-237,-46
109600,-318,-202,-83
109650,-308,-155,-150
109700,-285,-104,-208
109750,-285,-104,-208
109800,-276,-32,-203
109850,-277,60,-124
109900,-270,104,13
109950,-270,104,13
110000,-241,81,158
110050,-192,34,252
110100,-166,36,273
110150,-166,36,273
110200,-135,44,295
110250,-98,47,316
110301,-69,15,341
110350,-69,15,341
110400,-30,-63,372
110450,12,-159,380
110500,62,-246,366
110550,62,-246,366
110600,115,-305,343
110650,178,-345,309
110700,250,-374,259
110750,250,-374,259
110800,338,-355,205
110850,424,-309,114
110900,454,-229,112
110950,454,-229,112
111000,460,-151,139
111050,447,-71,169
111100,412,-6,205
111150,412,-6,205
111200,365,54,239
111250,297,109,266
111300,222,145,289
111350,222,145,289
111400,127,153,310
111450,29,123,330
111500,-54,70,334
111550,-54,70,334
111601,-118,4,329
111650,-167,-65,309
111700,-216,-118,266
111750,-216,-118,266
111800,-260,-159,207
111850,-288,-199,146
111900,-298,-234,90
111950,-298,-234,90
112000,-313,-241,10
112050,-318,-214,-58
112100,-322,-167,-83
112150,-322,-167,-83
112200,-324,-122,-87
112250,-324,-82,-76
112300,-324,-43,-39
112350,-322,-43,-39
112400,-311,-5,32
112450,-278,18,131
112500,-278,18,131
112550,-222,-19,239
112600,-159,-83,308
112650,-93,-109,349
112700,-93,-109,349
112750,5,-173,376
112800,103,-250,366
112850,164,-266,351
112900,164,-266,351
112950,225,-266,334
113000,290,-235,314
113050,348,-194,285
113100,348,-194,285
113150,392,-137,251
113200,418,-67,216
113250,403,16,211
113300,403,16,211
113350,362,91,213
113400,303,156,220
113450,236,198,229
113500,236,198,229
113550,159,214,245
113600,81,198,275
113650,-8,153,300
113700,-8,153,300
113750,-90,80,310
113800,-137,1,316
113850,-166,-63,308
113900,-166,-63,308
113950,-194,-117,286
114000,-221,-166,254
114050,-247,-200,213
114100,-247,-200,213
114150,-272,-198,175
114200,-292,-159,149
114250,-304,-126,126
114300,-304,-126,126
114350,-312,-109,101
114400,-318,-97,73
114450,-322,-86,50
114500,-322,-86,50
114550,-319,-70,54
114600,-311,-32,69
114650,-298,0,90
114700,-298,0,90
114750,-275,9,143
114800,-231,-22,229
114850,-195,-73,276
114900,-195,-73,276
114950,-142,-155,315
115000,-72,-249,333
115050,-14,-336,312
115100,-14,-336,312
115150,48,-420,260
115200,109,-469,205
115250,109,-469,205
115300,166,-494,152
115350,229,-494,103
115400,303,-469,57
115450,303,-469,57
115500,374,-416,23
115550,429,-344,-12
115600,463,-272,-12
115650,463,-272,-12
115700,483,-195,6
115751,481,-112,62
115800,451,-38,141
115850,451,-38,141
115900,407,12,199
115950,355,45,249
116000,290,69,291
116050,290,69,291
116100,201,85,328
116150,107,83,350
116200,2,56,353
116250,2,56,353
116300,-105,-1,334
116350,-176,-78,302
116400,-209,-162,267
116450,-209,-162,267
116500,-221,-242,230
116550,-230,-307,172
116600,-244,-344,102
116650,-244,-344,102
116700,-253,-356,47
116750,-274,-329,2
116800,-296,-285,-40
116850,-296,-285,-40
116900,-308,-234,-84
116950,-311,-186,-121
117000,-315,-139,-119
117050,-315,-139,-119
117100,-321,-87,-85
117150,-318,-31,9
117200,-285,8,115
117250,-285,8,115
117300,-255,9,179
117350,-208,-42,256
117400,-169,-127,298
117450,-169,-127,298
117500,-117,-240,310
117550,-40,-351,294
117600,43,-418,260
117650,43,-418,260
117700,107,-426,257
117750,176,-421,248
117800,256,-398,233
117850,256,-398,233
117900,328,-344,224
117950,389,-248,225
118000,389,-117,225
118050,426,-117,208
118100,422,6,187
118150,387,96,178
118200,387,96,178
118250,336,161,179
118300,280,207,184
118350,210,243,191
118400,210,243,191
118450,127,272,181
118500,27,280,163
118550,-80,254,148
118600,-80,254,148
118651,-162,195,154
118700,-212,113,186
118750,-248,27,200
118800,-248,27,200
118850,-261,-67,210
118900,-263,-161,204
118950,-252,-233,193
119000,-252,-233,193
119050,-248,-271,174
119100,-256,-295,140
119150,-264,-311,103
119200,-264,-311,103
119250,-274,-314,64
119300,-282,-316,24
119350,-289,-307,-17
119400,-289,-307,-17
119450,-292,-296,-43
119500,-297,-279,-61
119550,-309,-236,-75
119600,-309,-236,-75
119650,-322,-181,-56
119700,-326,-123,6
119750,-313,-110,85
119800,-313,-110,85
119850,-279,-151,163
119900,-250,-204,199
119950,-206,-275,223
120000,-206,-275,223
120050,-164,-342,219
120100,-111,-412,198
120150,-41,-488,140
120200,-41,-488,140
120250,40,-539,47
120300,108,-549,-64
120350,144,-516,-179
120400,144,-516,-179
120450,158,-453,-280
120500,151,-361,-359
120550,142,-258,-406
120600,142,-258,-406
120650,183,-208,-410
120700,269,-168,-381
120750,351,-106,-327
120800,351,-106,-327
120850,395,-24,-262
120900,404,50,-207
120950,404,50,-207
121000,397,102,-164
121050,399,134,-104
121100,404,149,-21
121150,404,149,-21
121200,385,162,78
121250,328,181,166
121300,258,176,246
121350,258,176,246
121400,179,156,302
121450,90,125,338
121500,-6,93,346
121550,-6,93,346
121600,-99,53,327
121650,-165,10,299
121700,-211,-40,269
121750,-211,-40,269
121800,-234,-103,248
121851,-254,-165,213
121901,-258,-228,185
121950,-258,-228,185
122000,-249,-298,150
122050,-239,-357,99
122100,-235,-385,40
122150,-235,-385,40
122200,-233,-396,-1
122250,-233,-399,-31
122300,-230,-400,-66
122350,-230,-400,-66
122400,-225,-396,-97
122450,-217,-401,-116
122500,-199,-416,-124
122550,-199,-416,-124
122600,-180,-427,-144
122650,-167,-427,-170
122700,-164,-418,-194
122750,-164,-418,-194
122800,-160,-406,-216
122850,-144,-396,-250
122900,-111,-391,-282
122950,-111,-391,-282
123000,-82,-401,-290
123050,-58,-428,-278
123100,-20,-455,-266
123150,-20,-455,-266
123200,13,-468,-262
123250,22,-482,-245
123300,38,-498,-223
123350,38,-498,-223
123400,74,-504,-222
123450,86,-495,-239
123501,94,-487,-253
123550,94,-487,-253
123600,98,-489,-250
123650,100,-502,-231
123700,100,-516,-203
123750,115,-516,-203
123800,142,-530,-171
123850,171,-536,-142
123900,171,-536,-142
123950,202,-535,-123
124000,219,-526,-148
124050,205,-503,-213
124100,205,-503,-213
124150,184,-462,-282
124200,177,-420,-320
124250,182,-394,-339
124300,182,-394,-339
124350,195,-365,-351
124400,205,-332,-364
124450,226,-301,-368
124500,226,-301,-368
124550,246,-276,-366
124600,270,-240,-365
124651,281,-200,-366
124701,281,-200,-366
124750,279,-167,-373
124800,293,-136,-367
124850,305,-104,-357
124900,305,-104,-357
124950,303,-83,-355
125000,314,-68,-345
125050,330,-53,-330
125100,330,-53,-330
125150,342,-37,-317
125200,349,-17,-305
125250,347,5,-299
125300,347,5,-299
125350,337,44,-289
125400,338,84,-262
125450,329,117,-242
125500,329,117,-242
125550,338,154,-190
125600,337,184,-138
125650,340,203,-90
125700,340,203,-90
125750,337,213,-48
125800,333,221,-8
125851,325,226,31
125900,325,226,31
125950,312,227,71
126000,300,226,105
126050,289,213,152
126100,289,213,152
126150,282,181,211
126200,283,131,259
126250,283,69,304
126300,283,69,304
126350,283,-10,335
126400,275,-94,353
126450,275,-181,366
126500,244,-181,366
126550,218,-253,357
126600,212,-294,344
126650,212,-294,344
126700,174,-329,338
126750,136,-366,319
126800,97,-402,289
126850,97,-402,289
126900,43,-428,264
126950,3,-446,233
127000,-54,-453,196
127050,-54,-453,196
127100,-110,-451,150
127150,-156,-434,122
127200,-173,-409,143
127251,-173,-409,143
127300,-169,-391,174
127350,-129,-384,221
127400,-88,-386,246
127450,-88,-386,246
127500,-70,-384,256
127550,-61,-395,251
127600,-20,-410,252
127650,-20,-410,252
127700,44,-439,239
127750,110,-472,199
127800,156,-499,142
127850,156,-499,142
127900,174,-517,80
127950,187,-528,13
128000,180,-531,-60
128051,180,-531,-60
128100,174,-517,-140
128151,154,-480,-229
128200,122,-429,-302
128250,122,-429,-302
128300,81,-371,-354
128350,31,-312,-383
128400,2,-245,-404
128450,2,-245,-404
128500,-16,-175,-415
128550,4,-83,-419
128600,68,24,-403
128650,68,24,-403
128700,170,111,-348
128750,275,167,-250
128800,352,173,-148
128850,352,173,-148
128900,392,163,-56
128950,398,159,17
129000,395,152,82
129050,395,152,82
129100,383,133,150
129150,374,109,195
129200,362,71,243
129250,362,71,243
129300,336,19,297
129350,301,-48,340
129400,301,-48,340
129450,276,-125,362
129500,236,-198,376
129550,183,-265,378
129600,183,-265,378
