# sample_hz,50
# duration_s,30
# sda_gpio,21
# scl_gpio,22
t_ms,ax_g,ay_g,az_g
9660,0.108154,0.020020,-1.003418
9680,0.107666,0.017090,-1.012451
9701,0.107422,0.014404,-1.010986
9720,0.111572,0.016113,-1.011719
9740,0.110596,0.009277,-1.007568
9760,0.113037,0.015625,-1.010010
9780,0.110107,0.013428,-1.008545
9801,0.113037,0.014404,-1.012451
9820,0.111816,0.015869,-1.012451
9840,0.108398,0.009766,-1.011230
9860,0.110107,0.015625,-1.010498
9880,0.108643,0.014893,-1.012939
9900,0.107910,0.013916,-1.010498
9920,0.111328,0.013916,-1.005371
9940,0.111328,0.015625,-1.012451
9960,0.112549,0.014404,-1.012207
9980,0.111084,0.017334,-1.009521
10000,0.110596,0.014160,-1.006348
10020,0.111572,0.015869,-1.012451
10041,0.111328,0.015869,-1.011475
10060,0.114746,0.016602,-1.018555
10080,0.112061,0.017334,-1.010986
10100,0.107910,0.011230,-1.013184
10120,0.112305,0.014160,-1.009033
10140,0.108154,0.012695,-1.006348
10160,0.112793,0.016846,-1.011719
10180,0.109619,0.015137,-1.017334
10200,0.107910,0.016113,-1.013428
10220,0.109131,0.015869,-1.009766
10240,0.105713,0.016846,-1.012939
10260,0.109131,0.013428,-1.014893
10280,0.110107,0.014648,-1.015137
10300,0.110596,0.012939,-1.012451
10320,0.114746,0.015625,-1.008057
10340,0.109863,0.016113,-1.012207
10360,0.109375,0.016602,-1.013672
10380,0.112061,0.015381,-1.011963
10400,0.106934,0.015625,-1.006104
10420,0.112305,0.016113,-1.016602
10440,0.111328,0.012939,-1.009033
10460,0.114990,0.014893,-1.012207
10481,0.114014,0.016357,-1.012451
10500,0.111328,0.011963,-1.010498
10520,0.112549,0.014893,-1.013184
10540,0.113525,0.015381,-1.010986
10560,0.106689,0.010742,-1.015625
10580,0.106934,0.016113,-1.011475
10600,0.106934,0.011719,-1.007813
10620,0.111084,0.012207,-1.011963
10640,0.106934,0.017334,-1.004395
10660,0.112061,0.011230,-1.009277
10680,0.106445,0.011963,-1.009033
10700,0.116211,0.014404,-1.008789
10720,0.110840,0.018066,-1.011963
10740,0.110107,0.014893,-1.013916
10760,0.110596,0.018066,-1.012451
10780,0.110107,0.015625,-1.012939
10800,0.108154,0.015869,-1.004639
10821,0.109619,0.013184,-1.010742
10840,0.113281,0.010498,-1.015869
10860,0.108154,0.012451,-1.008545
10880,0.113037,0.014893,-1.015625
10900,0.109131,0.020508,-1.005859
10921,0.113281,0.015869,-1.013916
10940,0.114990,0.016602,-1.011475
10960,0.114258,0.012695,-1.014648
10980,0.114502,0.014404,-1.016602
11000,0.111084,0.015625,-1.011475
11021,0.109619,0.018799,-1.009521
11040,0.111084,0.017334,-1.010254
