# label,height_change
# sample_hz,5
# duration_s,180
# chip_id,0x58
# sda_gpio,21
# scl_gpio,22
# p0_pa,100661.891
t_ms,label,temp_c,pressure_pa,pressure_hpa,relative_alt_m
139000,height_change,30.540,100677.742,1006.77740,-1.3264
139200,height_change,30.540,100677.859,1006.77856,-1.3370
139400,height_change,30.530,100678.016,1006.78015,-1.3528
139600,height_change,30.530,100677.688,1006.77686,-1.3211
139800,height_change,30.520,100677.805,1006.77808,-1.3317
140000,height_change,30.520,100677.750,1006.77753,-1.3317
140200,height_change,30.520,100678.078,1006.78076,-1.3581
140400,height_change,30.510,100678.313,1006.78314,-1.3793
140600,height_change,30.510,100678.430,1006.78430,-1.3846
140800,height_change,30.510,100678.164,1006.78162,-1.3634
141000,height_change,30.500,100678.438,1006.78436,-1.3846
141200,height_change,30.500,100678.734,1006.78735,-1.4110
141400,height_change,30.500,100678.844,1006.78845,-1.4215
141600,height_change,30.490,100678.703,1006.78705,-1.4110
141800,height_change,30.490,100679.063,1006.79065,-1.4374
142000,height_change,30.490,100679.000,1006.78998,-1.4321
142200,height_change,30.480,100679.328,1006.79327,-1.4585
142400,height_change,30.480,100678.914,1006.78912,-1.4268
142600,height_change,30.480,100679.273,1006.79272,-1.4585
142800,height_change,30.480,100679.391,1006.79388,-1.4638
143000,height_change,30.480,100679.156,1006.79156,-1.4480
143200,height_change,30.480,100679.328,1006.79327,-1.4585
143400,height_change,30.470,100679.656,1006.79657,-1.4902
143600,height_change,30.470,100679.836,1006.79834,-1.5008
143800,height_change,30.470,100679.781,1006.79779,-1.5008
144000,height_change,30.470,100679.953,1006.79956,-1.5114
144200,height_change,30.470,100679.875,1006.79877,-1.5061
144400,height_change,30.470,100680.227,1006.80225,-1.5378
144600,height_change,30.460,100679.992,1006.79993,-1.5167
144800,height_change,30.460,100680.289,1006.80292,-1.5431
145000,height_change,30.460,100680.047,1006.80048,-1.5219
145200,height_change,30.460,100680.203,1006.80200,-1.5325
145400,height_change,30.450,100680.227,1006.80225,-1.5378
145600,height_change,30.450,100680.375,1006.80377,-1.5484
145800,height_change,30.450,100680.500,1006.80499,-1.5589
146000,height_change,30.440,100680.172,1006.80170,-1.5325
146200,height_change,30.440,100680.289,1006.80292,-1.5431
146400,height_change,30.430,100680.406,1006.80408,-1.5537
146600,height_change,30.430,100680.680,1006.80682,-1.5748
146800,height_change,30.420,100680.383,1006.80383,-1.5484
147000,height_change,30.420,100680.711,1006.80713,-1.5748
147200,height_change,30.410,100680.922,1006.80920,-1.5959
147400,height_change,30.410,100681.219,1006.81219,-1.6224
147600,height_change,30.410,100680.922,1006.80920,-1.5959
147800,height_change,30.400,100680.594,1006.80591,-1.5695
148000,height_change,30.400,100680.563,1006.80560,-1.5642
148200,height_change,30.390,100680.516,1006.80518,-1.5589
148400,height_change,30.390,100680.453,1006.80450,-1.5537
148600,height_change,30.390,100680.359,1006.80359,-1.5484
148800,height_change,30.380,100680.125,1006.80127,-1.5272
149000,height_change,30.380,100679.891,1006.79889,-1.5061
149200,height_change,30.380,100679.797,1006.79797,-1.5008
149400,height_change,30.370,100679.742,1006.79742,-1.4955
149600,height_change,30.370,100680.094,1006.80096,-1.5272
149800,height_change,30.370,100680.016,1006.80017,-1.5167
150000,height_change,30.370,100680.188,1006.80188,-1.5325
150200,height_change,30.370,100679.953,1006.79956,-1.5114
150400,height_change,30.370,100680.125,1006.80127,-1.5272
150600,height_change,30.370,100680.125,1006.80127,-1.5272
150800,height_change,30.370,100680.305,1006.80304,-1.5431
151000,height_change,30.370,100680.305,1006.80304,-1.5431
151200,height_change,30.370,100680.305,1006.80304,-1.5431
151400,height_change,30.370,100680.125,1006.80127,-1.5272
151600,height_change,30.370,100680.125,1006.80127,-1.5272
151800,height_change,30.370,100680.484,1006.80487,-1.5589
152000,height_change,30.370,100680.664,1006.80664,-1.5748
152200,height_change,30.360,100680.422,1006.80420,-1.5537
152400,height_change,30.360,100680.219,1006.80219,-1.5378
152600,height_change,30.360,100680.578,1006.80579,-1.5642
152800,height_change,30.360,100680.750,1006.80750,-1.5801
153000,height_change,30.360,100680.281,1006.80280,-1.5431
153200,height_change,30.350,100680.219,1006.80219,-1.5378
153400,height_change,30.350,100680.398,1006.80396,-1.5484
153600,height_change,30.350,100680.313,1006.80310,-1.5431
153800,height_change,30.350,100680.250,1006.80249,-1.5378
154000,height_change,30.340,100680.219,1006.80219,-1.5378
154200,height_change,30.340,100680.453,1006.80450,-1.5537
154400,height_change,30.330,100680.195,1006.80194,-1.5325
154600,height_change,30.330,100680.313,1006.80310,-1.5431
154800,height_change,30.320,100680.109,1006.80109,-1.5272
155000,height_change,30.320,100680.047,1006.80048,-1.5219
155200,height_change,30.310,100679.781,1006.79779,-1.5008
155400,height_change,30.310,100680.047,1006.80048,-1.5219
155600,height_change,30.300,100679.750,1006.79749,-1.4955
155800,height_change,30.300,100679.688,1006.79688,-1.4902
156000,height_change,30.300,100679.844,1006.79846,-1.5061
156200,height_change,30.290,100679.719,1006.79718,-1.4955
156400,height_change,30.290,100679.516,1006.79517,-1.4797
156600,height_change,30.290,100679.453,1006.79456,-1.4744
156800,height_change,30.290,100679.406,1006.79407,-1.4691
157000,height_change,30.280,100679.164,1006.79163,-1.4480
157200,height_change,30.280,100679.516,1006.79517,-1.4797
157400,height_change,30.280,100679.492,1006.79492,-1.4744
157600,height_change,30.280,100679.250,1006.79248,-1.4533
157800,height_change,30.280,100679.430,1006.79431,-1.4691
158000,height_change,30.280,100679.375,1006.79376,-1.4638
158200,height_change,30.280,100678.984,1006.78986,-1.4321
158400,height_change,30.280,100679.164,1006.79163,-1.4480
158600,height_change,30.270,100679.109,1006.79108,-1.4427
158800,height_change,30.270,100678.875,1006.78876,-1.4215
159000,height_change,30.270,100678.813,1006.78815,-1.4163
159200,height_change,30.260,100678.719,1006.78717,-1.4110
159400,height_change,30.260,100678.656,1006.78656,-1.4057
159600,height_change,30.260,100678.453,1006.78455,-1.3898
159800,height_change,30.260,100678.398,1006.78400,-1.3846
160000,height_change,30.250,100678.281,1006.78284,-1.3740
160200,height_change,30.250,100678.016,1006.78015,-1.3528
160400,height_change,30.240,100678.125,1006.78125,-1.3581
160600,height_change,30.240,100677.984,1006.77985,-1.3476
160800,height_change,30.230,100677.922,1006.77924,-1.3423
161000,height_change,30.230,100677.656,1006.77655,-1.3211
161200,height_change,30.220,100677.688,1006.77686,-1.3211
161400,height_change,30.220,100677.625,1006.77625,-1.3159
161600,height_change,30.220,100677.922,1006.77924,-1.3423
161800,height_change,30.210,100677.953,1006.77954,-1.3476
162000,height_change,30.200,100677.516,1006.77515,-1.3106
162200,height_change,30.200,100677.633,1006.77631,-1.3211
162400,height_change,30.190,100677.664,1006.77661,-1.3211
162600,height_change,30.190,100677.398,1006.77399,-1.3000
162800,height_change,30.190,100677.516,1006.77515,-1.3106
163000,height_change,30.180,100677.375,1006.77374,-1.2947
163200,height_change,30.180,100677.484,1006.77484,-1.3053
163400,height_change,30.170,100677.219,1006.77222,-1.2841
163600,height_change,30.170,100677.336,1006.77338,-1.2947
163800,height_change,30.160,100677.375,1006.77374,-1.2947
164000,height_change,30.160,100677.484,1006.77484,-1.3053
164200,height_change,30.160,100677.430,1006.77429,-1.3000
164400,height_change,30.150,100676.922,1006.76923,-1.2577
164600,height_change,30.150,100676.867,1006.76868,-1.2524
164800,height_change,30.150,100677.398,1006.77399,-1.3000
165000,height_change,30.140,100677.313,1006.77313,-1.2947
165200,height_change,30.140,100677.609,1006.77612,-1.3159
165400,height_change,30.140,100677.766,1006.77765,-1.3317
165600,height_change,30.130,100677.641,1006.77643,-1.3211
165800,height_change,30.130,100677.578,1006.77576,-1.3159
166000,height_change,30.130,100677.734,1006.77734,-1.3264
166200,height_change,30.120,100677.609,1006.77612,-1.3159
166400,height_change,30.120,100677.234,1006.77234,-1.2841
166600,height_change,30.120,100677.172,1006.77173,-1.2789
166800,height_change,30.110,100677.047,1006.77045,-1.2683
167000,height_change,30.110,100677.227,1006.77228,-1.2841
167200,height_change,30.110,100677.195,1006.77197,-1.2841
167400,height_change,30.100,100677.078,1006.77075,-1.2736
167600,height_change,30.100,100676.875,1006.76874,-1.2577
167800,height_change,30.100,100676.813,1006.76813,-1.2524
168000,height_change,30.100,100676.992,1006.76990,-1.2630
168200,height_change,30.090,100677.047,1006.77045,-1.2683
168400,height_change,30.090,100676.844,1006.76843,-1.2524
168600,height_change,30.090,100676.781,1006.76782,-1.2472
168800,height_change,30.090,100676.906,1006.76904,-1.2577
169000,height_change,30.080,100676.875,1006.76874,-1.2577
169200,height_change,30.080,100676.813,1006.76813,-1.2524
169400,height_change,30.080,100677.109,1006.77112,-1.2736
169600,height_change,30.080,100677.047,1006.77045,-1.2683
169800,height_change,30.070,100677.023,1006.77026,-1.2683
170000,height_change,30.070,100676.961,1006.76959,-1.2630
170200,height_change,30.070,100677.078,1006.77075,-1.2736
170400,height_change,30.070,100677.266,1006.77264,-1.2894
170600,height_change,30.060,100677.000,1006.77002,-1.2683
170800,height_change,30.060,100676.938,1006.76935,-1.2630
171000,height_change,30.060,100677.109,1006.77112,-1.2736
171200,height_change,30.060,100676.672,1006.76672,-1.2366
171400,height_change,30.060,100677.203,1006.77203,-1.2841
171600,height_change,30.050,100677.141,1006.77142,-1.2789
171800,height_change,30.050,100677.078,1006.77075,-1.2736
172000,height_change,30.050,100677.172,1006.77173,-1.2789
172200,height_change,30.050,100677.531,1006.77533,-1.3106
172400,height_change,30.040,100677.234,1006.77234,-1.2841
172600,height_change,30.040,100677.734,1006.77734,-1.3264
172800,height_change,30.040,100677.859,1006.77856,-1.3370
173000,height_change,30.030,100677.977,1006.77979,-1.3476
173200,height_change,30.030,100677.891,1006.77893,-1.3423
173400,height_change,30.030,100678.250,1006.78247,-1.3687
173600,height_change,30.030,100678.008,1006.78009,-1.3528
173801,height_change,30.020,100678.297,1006.78296,-1.3740
174000,height_change,30.020,100677.922,1006.77924,-1.3423
174200,height_change,30.020,100677.922,1006.77924,-1.3423
174400,height_change,30.020,100678.031,1006.78033,-1.3528
174600,height_change,30.020,100677.797,1006.77795,-1.3317
174800,height_change,30.020,100677.797,1006.77795,-1.3317
175000,height_change,30.020,100677.977,1006.77979,-1.3476
175200,height_change,30.010,100677.766,1006.77765,-1.3317
175400,height_change,30.010,100677.766,1006.77765,-1.3317
175600,height_change,30.010,100677.945,1006.77948,-1.3476
175800,height_change,30.010,100677.945,1006.77948,-1.3476
176000,height_change,30.020,100678.328,1006.78326,-1.3793
176200,height_change,30.020,100678.328,1006.78326,-1.3793
176400,height_change,30.020,100678.516,1006.78516,-1.3951
176600,height_change,30.020,100678.328,1006.78326,-1.3793
176800,height_change,30.020,100678.328,1006.78326,-1.3793
177000,height_change,30.020,100678.156,1006.78156,-1.3634
177200,height_change,30.020,100677.977,1006.77979,-1.3476
177400,height_change,30.020,100678.156,1006.78156,-1.3634
177600,height_change,30.020,100677.977,1006.77979,-1.3476
177800,height_change,30.020,100677.977,1006.77979,-1.3476
178000,height_change,30.020,100677.977,1006.77979,-1.3476
178200,height_change,30.020,100677.797,1006.77795,-1.3317
178400,height_change,30.020,100677.797,1006.77795,-1.3317
178600,height_change,30.020,100677.977,1006.77979,-1.3476
178800,height_change,30.020,100677.977,1006.77979,-1.3476
179000,height_change,30.020,100678.156,1006.78156,-1.3634
179200,height_change,30.020,100678.156,1006.78156,-1.3634
179400,height_change,30.020,100678.156,1006.78156,-1.3634
179600,height_change,30.020,100678.328,1006.78326,-1.3793
179800,height_change,30.010,100678.125,1006.78125,-1.3581
