# label,static
# sample_hz,5
# duration_s,300
# chip_id,0x58
# sda_gpio,21
# scl_gpio,22
# p0_pa,100677.422
t_ms,label,temp_c,pressure_pa,pressure_hpa,relative_alt_m
108600,static,31.260,100682.484,1006.82483,-0.4228
108800,static,31.260,100683.023,1006.83026,-0.4703
109000,static,31.260,100680.266,1006.80267,-0.2378
109200,static,31.260,100682.250,1006.82251,-0.4016
109400,static,31.270,100687.156,1006.87158,-0.8138
109600,static,31.260,100682.313,1006.82312,-0.4069
109800,static,31.260,100679.875,1006.79877,-0.2061
110000,static,31.260,100678.828,1006.78827,-0.1163
110200,static,31.260,100681.359,1006.81360,-0.3276
110400,static,31.260,100680.969,1006.80969,-0.2959
110600,static,31.260,100679.930,1006.79932,-0.2114
110800,static,31.260,100682.547,1006.82544,-0.4280
111000,static,31.270,100684.422,1006.84424,-0.5866
111200,static,31.260,100681.469,1006.81470,-0.3382
111400,static,31.260,100682.430,1006.82428,-0.4175
111600,static,31.260,100681.891,1006.81891,-0.3752
111800,static,31.260,100682.547,1006.82544,-0.4280
112001,static,31.260,100680.617,1006.80615,-0.2695
112200,static,31.260,100681.156,1006.81158,-0.3118
112400,static,31.250,100681.094,1006.81091,-0.3065
112600,static,31.260,100682.766,1006.82764,-0.4492
112800,static,31.260,100682.609,1006.82611,-0.4333
113000,static,31.250,100680.078,1006.80078,-0.2220
113200,static,31.250,100678.234,1006.78235,-0.0687
113400,static,31.250,100679.484,1006.79486,-0.1744
113601,static,31.250,100678.297,1006.78296,-0.0740
113800,static,31.250,100679.906,1006.79907,-0.2061
114000,static,31.250,100679.664,1006.79663,-0.1902
114200,static,31.250,100679.313,1006.79315,-0.1585
114400,static,31.250,100680.063,1006.80060,-0.2220
114600,static,31.250,100681.813,1006.81812,-0.3699
114800,static,31.260,100681.156,1006.81158,-0.3118
115000,static,31.250,100679.547,1006.79547,-0.1797
115200,static,31.260,100681.516,1006.81519,-0.3435
115400,static,31.250,100679.133,1006.79132,-0.1427
115600,static,31.260,100679.547,1006.79547,-0.1797
115801,static,31.260,100680.281,1006.80280,-0.2378
116000,static,31.260,100681.063,1006.81061,-0.3065
116200,static,31.260,100682.547,1006.82544,-0.4280
116400,static,31.260,100677.547,1006.77545,-0.0106
116600,static,31.270,100680.484,1006.80487,-0.2589
116800,static,31.260,100679.039,1006.79041,-0.1374
117000,static,31.260,100678.383,1006.78381,-0.0793
117200,static,31.270,100679.180,1006.79181,-0.1480
117400,static,31.270,100680.961,1006.80963,-0.2959
117600,static,31.270,100676.031,1006.76031,0.1163
117800,static,31.270,100677.750,1006.77753,-0.0264
118000,static,31.280,100679.031,1006.79028,-0.1374
118200,static,31.280,100679.438,1006.79437,-0.1691
118400,static,31.280,100677.781,1006.77783,-0.0317
118600,static,31.290,100680.297,1006.80298,-0.2431
118800,static,31.290,100682.977,1006.82977,-0.4650
119000,static,31.290,100682.328,1006.82330,-0.4122
119200,static,31.290,100682.766,1006.82764,-0.4492
119400,static,31.290,100678.992,1006.78992,-0.1321
119600,static,31.290,100679.469,1006.79468,-0.1744
119800,static,31.300,100682.648,1006.82648,-0.4386
120001,static,31.290,100680.180,1006.80182,-0.2325
120200,static,31.290,100680.445,1006.80444,-0.2537
120400,static,31.300,100682.828,1006.82831,-0.4545
120600,static,31.300,100680.680,1006.80682,-0.2748
120800,static,31.300,100680.391,1006.80389,-0.2484
121000,static,31.300,100683.234,1006.83234,-0.4862
121200,static,31.300,100684.313,1006.84314,-0.5760
121400,static,31.300,100680.680,1006.80682,-0.2748
121600,static,31.300,100681.930,1006.81927,-0.3805
121800,static,31.300,100678.805,1006.78802,-0.1163
122000,static,31.300,100680.563,1006.80560,-0.2642
122201,static,31.300,100680.391,1006.80389,-0.2484
122400,static,31.290,100679.547,1006.79547,-0.1797
122600,static,31.300,100682.555,1006.82556,-0.4280
122800,static,31.300,100682.016,1006.82013,-0.3858
123000,static,31.300,100680.586,1006.80585,-0.2642
123200,static,31.300,100679.578,1006.79578,-0.1797
123400,static,31.310,100679.516,1006.79517,-0.1744
123600,static,31.310,100681.148,1006.81146,-0.3118
123801,static,31.300,100680.922,1006.80920,-0.2959
124000,static,31.310,100682.188,1006.82190,-0.4016
124200,static,31.310,100679.250,1006.79248,-0.1533
124400,static,31.310,100683.344,1006.83344,-0.4967
124600,static,31.310,100681.563,1006.81561,-0.3488
124800,static,31.310,100681.328,1006.81329,-0.3276
125000,static,31.310,100680.969,1006.80969,-0.2959
125200,static,31.320,100682.156,1006.82153,-0.3963
125400,static,31.310,100681.203,1006.81201,-0.3171
125600,static,31.310,100681.836,1006.81836,-0.3699
125800,static,31.310,100682.547,1006.82544,-0.4280
126000,static,31.310,100681.742,1006.81744,-0.3646
126200,static,31.310,100679.281,1006.79279,-0.1533
126400,static,31.310,100680.047,1006.80048,-0.2220
126600,static,31.320,100684.477,1006.84479,-0.5919
126800,static,31.320,100681.797,1006.81799,-0.3646
127000,static,31.310,100682.375,1006.82373,-0.4175
127200,static,31.300,100681.359,1006.81360,-0.3276
127400,static,31.310,100682.219,1006.82220,-0.4016
127601,static,31.310,100684.453,1006.84454,-0.5919
127800,static,31.310,100684.094,1006.84094,-0.5602
128000,static,31.310,100682.547,1006.82544,-0.4280
128200,static,31.310,100683.438,1006.83435,-0.5020
128400,static,31.310,100683.563,1006.83563,-0.5126
128600,static,31.310,100683.734,1006.83734,-0.5285
128800,static,31.310,100682.188,1006.82190,-0.4016
129000,static,31.310,100684.094,1006.84094,-0.5602
129201,static,31.300,100682.172,1006.82172,-0.3963
129400,static,31.300,100683.148,1006.83148,-0.4809
129600,static,31.310,100682.313,1006.82312,-0.4069
129800,static,31.310,100684.281,1006.84283,-0.5760
130000,static,31.310,100683.922,1006.83923,-0.5443
130200,static,31.300,100681.008,1006.81006,-0.3012
130400,static,31.300,100682.438,1006.82440,-0.4228
130600,static,31.310,100681.063,1006.81061,-0.3065
130800,static,31.300,100680.766,1006.80768,-0.2801
131000,static,31.320,100683.227,1006.83228,-0.4862
131200,static,31.310,100681.859,1006.81860,-0.3699
131400,static,31.320,100682.875,1006.82874,-0.4545
131600,static,31.320,100681.109,1006.81110,-0.3065
131800,static,31.320,100682.719,1006.82721,-0.4439
132000,static,31.320,100680.047,1006.80048,-0.2220
132200,static,31.320,100681.703,1006.81702,-0.3593
132400,static,31.320,100683.844,1006.83844,-0.5390
132600,static,31.310,100682.813,1006.82813,-0.4492
132800,static,31.320,100680.727,1006.80725,-0.2748
133001,static,31.320,100682.297,1006.82300,-0.4069
133200,static,31.330,100683.453,1006.83453,-0.5073
133400,static,31.330,100680.219,1006.80219,-0.2325
133600,static,31.330,100683.789,1006.83789,-0.5337
133800,static,31.330,100682.742,1006.82739,-0.4439
134000,static,31.320,100677.484,1006.77484,-0.0053
134200,static,31.330,100683.695,1006.83698,-0.5285
134400,static,31.330,100681.469,1006.81470,-0.3382
134600,static,31.330,100682.359,1006.82361,-0.4122
134800,static,31.330,100681.648,1006.81647,-0.3541
135000,static,31.330,100684.055,1006.84058,-0.5549
135200,static,31.330,100684.945,1006.84943,-0.6289
135400,static,31.330,100681.195,1006.81195,-0.3171
135600,static,31.330,100681.078,1006.81079,-0.3065
135800,static,31.340,100681.516,1006.81519,-0.3435
136000,static,31.340,100680.445,1006.80444,-0.2537
136200,static,31.340,100683.188,1006.83185,-0.4809
136400,static,31.340,100680.805,1006.80804,-0.2854
136600,static,31.340,100682.297,1006.82300,-0.4069
136800,static,31.340,100682.531,1006.82532,-0.4280
137000,static,31.350,100682.141,1006.82141,-0.3963
137201,static,31.340,100679.313,1006.79315,-0.1585
137400,static,31.350,100679.703,1006.79706,-0.1902
137600,static,31.350,100680.828,1006.80829,-0.2854
137800,static,31.350,100681.547,1006.81549,-0.3435
138000,static,31.350,100679.453,1006.79456,-0.1691
138200,static,31.350,100680.734,1006.80737,-0.2801
138400,static,31.360,100680.672,1006.80670,-0.2748
138600,static,31.350,100682.523,1006.82526,-0.4280
138801,static,31.360,100682.188,1006.82190,-0.4016
139000,static,31.360,100682.047,1006.82050,-0.3858
139200,static,31.360,100681.625,1006.81622,-0.3541
139400,static,31.370,100682.063,1006.82062,-0.3911
139600,static,31.370,100681.594,1006.81592,-0.3488
139800,static,31.370,100685.781,1006.85779,-0.7028
140000,static,31.370,100681.234,1006.81232,-0.3224
140200,static,31.370,100680.813,1006.80811,-0.2854
140400,static,31.370,100683.461,1006.83459,-0.5073
140600,static,31.370,100681.945,1006.81946,-0.3805
140800,static,31.370,100683.578,1006.83575,-0.5179
141000,static,31.380,100685.922,1006.85919,-0.7134
141200,static,31.380,100682.656,1006.82654,-0.4386
141400,static,31.370,100682.570,1006.82568,-0.4333
141600,static,31.380,100681.914,1006.81915,-0.3752
141800,static,31.370,100682.688,1006.82690,-0.4439
142000,static,31.370,100683.406,1006.83405,-0.5020
142200,static,31.370,100683.375,1006.83374,-0.4967
142400,static,31.370,100684.891,1006.84888,-0.6236
142600,static,31.370,100685.344,1006.85345,-0.6659
142800,static,31.360,100685.016,1006.85016,-0.6341
143000,static,31.370,100682.602,1006.82599,-0.4333
143200,static,31.360,100683.766,1006.83765,-0.5337
143400,static,31.370,100686.352,1006.86353,-0.7504
143600,static,31.360,100683.297,1006.83295,-0.4915
143800,static,31.350,100682.078,1006.82080,-0.3911
144000,static,31.360,100682.992,1006.82990,-0.4650
144201,static,31.360,100684.188,1006.84186,-0.5654
144400,static,31.350,100683.391,1006.83392,-0.5020
144600,static,31.360,100687.813,1006.87811,-0.8720
144800,static,31.350,100686.781,1006.86780,-0.7821
145000,static,31.360,100684.719,1006.84717,-0.6130
145200,static,31.340,100683.547,1006.83545,-0.5126
145400,static,31.340,100684.250,1006.84253,-0.5707
145600,static,31.340,100686.094,1006.86096,-0.7293
145800,static,31.340,100683.063,1006.83063,-0.4703
146000,static,31.330,100683.578,1006.83575,-0.5179
146200,static,31.340,100683.242,1006.83240,-0.4862
146400,static,31.340,100683.961,1006.83960,-0.5496
146600,static,31.330,100681.906,1006.81909,-0.3752
146800,static,31.340,100684.313,1006.84314,-0.5760
147000,static,31.330,100683.344,1006.83344,-0.4967
147200,static,31.330,100681.609,1006.81610,-0.3488
147400,static,31.340,100682.172,1006.82172,-0.3963
147600,static,31.330,100683.695,1006.83698,-0.5285
147800,static,31.330,100681.734,1006.81732,-0.3593
148001,static,31.340,100682.711,1006.82709,-0.4439
148200,static,31.340,100680.391,1006.80389,-0.2484
148400,static,31.330,100680.250,1006.80249,-0.2378
148600,static,31.330,100681.141,1006.81140,-0.3118
148800,static,31.330,100682.859,1006.82861,-0.4545
149000,static,31.330,100681.141,1006.81140,-0.3118
149200,static,31.330,100682.742,1006.82739,-0.4439
149400,static,31.330,100685.547,1006.85547,-0.6817
149601,static,31.330,100682.266,1006.82263,-0.4069
149800,static,31.330,100681.969,1006.81970,-0.3805
150000,static,31.340,100686.813,1006.86810,-0.7874
150200,static,31.320,100681.234,1006.81232,-0.3224
150400,static,31.330,100679.891,1006.79889,-0.2061
150600,static,31.330,100683.609,1006.83612,-0.5179
150800,static,31.330,100683.398,1006.83398,-0.5020
151000,static,31.330,100682.031,1006.82031,-0.3858
151200,static,31.330,100679.531,1006.79529,-0.1744
151400,static,31.330,100682.328,1006.82330,-0.4122
151600,static,31.330,100682.539,1006.82538,-0.4280
151801,static,31.330,100685.125,1006.85126,-0.6447
152000,static,31.330,100683.453,1006.83453,-0.5073
152200,static,31.330,100683.516,1006.83514,-0.5126
152400,static,31.330,100682.391,1006.82391,-0.4175
152600,static,31.330,100684.352,1006.84351,-0.5813
152800,static,31.330,100685.000,1006.84998,-0.6341
153000,static,31.330,100684.828,1006.84827,-0.6183
153200,static,31.330,100682.445,1006.82446,-0.4228
153401,static,31.330,100684.055,1006.84058,-0.5549
153600,static,31.340,100683.359,1006.83362,-0.4967
153800,static,31.330,100683.578,1006.83575,-0.5179
154000,static,31.340,100681.992,1006.81995,-0.3858
154200,static,31.340,100682.891,1006.82892,-0.4598
154400,static,31.330,100681.375,1006.81372,-0.3329
154600,static,31.340,100683.484,1006.83484,-0.5073
154800,static,31.340,100685.625,1006.85626,-0.6870
155001,static,31.350,100683.625,1006.83624,-0.5179
155200,static,31.340,100682.234,1006.82233,-0.4016
155400,static,31.340,100682.234,1006.82233,-0.4016
155600,static,31.330,100681.141,1006.81140,-0.3118
155800,static,31.330,100682.805,1006.82806,-0.4492
156000,static,31.330,100682.445,1006.82446,-0.4228
156200,static,31.320,100679.836,1006.79834,-0.2008
156400,static,31.320,100682.484,1006.82483,-0.4228
156601,static,31.320,100681.586,1006.81586,-0.3488
156800,static,31.320,100679.867,1006.79865,-0.2061
157000,static,31.320,100681.625,1006.81622,-0.3541
157200,static,31.320,100684.203,1006.84204,-0.5707
157400,static,31.330,100684.328,1006.84326,-0.5760
157600,static,31.320,100684.383,1006.84381,-0.5813
157800,static,31.330,100683.789,1006.83789,-0.5337
158000,static,31.330,100683.609,1006.83612,-0.5179
158200,static,31.330,100682.094,1006.82092,-0.3911
158400,static,31.330,100682.742,1006.82739,-0.4439
158600,static,31.330,100684.328,1006.84326,-0.5760
158801,static,31.320,100680.938,1006.80939,-0.2959
159000,static,31.320,100681.828,1006.81830,-0.3699
159200,static,31.320,100681.656,1006.81659,-0.3541
159400,static,31.320,100684.563,1006.84564,-0.5972
159600,static,31.320,100682.906,1006.82904,-0.4598
159800,static,31.310,100680.609,1006.80609,-0.2695
160000,static,31.310,100681.563,1006.81561,-0.3488
160200,static,31.320,100684.203,1006.84204,-0.5707
160400,static,31.320,100682.156,1006.82153,-0.3963
160600,static,31.310,100681.688,1006.81689,-0.3593
160800,static,31.310,100685.250,1006.85248,-0.6553
161000,static,31.310,100681.125,1006.81128,-0.3118
161200,static,31.310,100682.141,1006.82141,-0.3963
161400,static,31.300,100681.281,1006.81281,-0.3224
161600,static,31.300,100682.906,1006.82904,-0.4598
161800,static,31.300,100679.492,1006.79492,-0.1744
162000,static,31.300,100680.828,1006.80829,-0.2854
162200,static,31.300,100682.258,1006.82257,-0.4069
162400,static,31.310,100679.516,1006.79517,-0.1744
162600,static,31.300,100679.398,1006.79401,-0.1638
162800,static,31.310,100682.641,1006.82642,-0.4386
163000,static,31.310,100681.656,1006.81659,-0.3541
163200,static,31.320,100679.328,1006.79327,-0.1585
163400,static,31.310,100681.781,1006.81781,-0.3646
163600,static,31.310,100680.766,1006.80768,-0.2801
163800,static,31.320,100681.266,1006.81268,-0.3224
164000,static,31.320,100683.047,1006.83044,-0.4703
164200,static,31.310,100681.563,1006.81561,-0.3488
164400,static,31.320,100679.203,1006.79205,-0.1480
164600,static,31.320,100679.203,1006.79205,-0.1480
164800,static,31.320,100678.766,1006.78766,-0.1110
165000,static,31.320,100679.922,1006.79919,-0.2114
165200,static,31.320,100679.836,1006.79834,-0.2008
165400,static,31.330,100678.969,1006.78967,-0.1321
165600,static,31.330,100683.281,1006.83282,-0.4915
165800,static,31.310,100681.031,1006.81030,-0.3012
166000,static,31.320,100680.875,1006.80878,-0.2907
166200,static,31.320,100680.641,1006.80640,-0.2695
166400,static,31.320,100681.656,1006.81659,-0.3541
166600,static,31.320,100683.797,1006.83795,-0.5337
166801,static,31.320,100679.797,1006.79797,-0.2008
167000,static,31.320,100678.617,1006.78619,-0.1004
167200,static,31.320,100680.758,1006.80756,-0.2801
167400,static,31.320,100682.125,1006.82123,-0.3963
167600,static,31.320,100679.297,1006.79297,-0.1585
167800,static,31.320,100679.922,1006.79919,-0.2114
168000,static,31.320,100680.938,1006.80939,-0.2959
168200,static,31.320,100681.297,1006.81299,-0.3224
168401,static,31.320,100682.242,1006.82245,-0.4016
168600,static,31.320,100680.906,1006.80908,-0.2907
168800,static,31.320,100680.578,1006.80579,-0.2642
169000,static,31.320,100678.586,1006.78589,-0.0951
169200,static,31.320,100681.828,1006.81830,-0.3699
169400,static,31.330,100685.891,1006.85889,-0.7081
169600,static,31.330,100681.828,1006.81830,-0.3699
169800,static,31.330,100682.563,1006.82562,-0.4280
170000,static,31.330,100682.000,1006.82001,-0.3858
170200,static,31.330,100681.313,1006.81311,-0.3276
170400,static,31.330,100680.250,1006.80249,-0.2378
170601,static,31.330,100681.375,1006.81372,-0.3329
170800,static,31.330,100679.531,1006.79529,-0.1744
171000,static,31.330,100679.172,1006.79175,-0.1480
171200,static,31.330,100679.469,1006.79468,-0.1744
171400,static,31.330,100679.703,1006.79706,-0.1902
171600,static,31.330,100678.938,1006.78937,-0.1268
171800,static,31.340,100681.578,1006.81580,-0.3488
172000,static,31.340,100679.797,1006.79797,-0.2008
172200,static,31.340,100680.984,1006.80981,-0.3012
172400,static,31.350,100679.578,1006.79578,-0.1797
172600,static,31.340,100680.031,1006.80029,-0.2167
172800,static,31.350,100679.344,1006.79346,-0.1585
173000,static,31.350,100678.453,1006.78455,-0.0846
173200,static,31.360,100680.609,1006.80609,-0.2695
173400,static,31.360,100681.922,1006.81921,-0.3752
173600,static,31.370,100682.602,1006.82599,-0.4333
173800,static,31.350,100680.352,1006.80353,-0.2431
174000,static,31.360,100680.406,1006.80408,-0.2484
174200,static,31.360,100677.453,1006.77454,-0.0053
174400,static,31.360,100678.703,1006.78705,-0.1057
174600,static,31.370,100679.211,1006.79211,-0.1480
174800,static,31.370,100681.141,1006.81140,-0.3118
175000,static,31.370,100682.664,1006.82666,-0.4386
175200,static,31.370,100682.242,1006.82245,-0.4016
175400,static,31.360,100678.078,1006.78076,-0.0528
175600,static,31.380,100681.578,1006.81580,-0.3488
175800,static,31.380,100680.125,1006.80127,-0.2272
176001,static,31.370,100679.469,1006.79468,-0.1744
176200,static,31.370,100679.625,1006.79626,-0.1850
176400,static,31.370,100679.000,1006.78998,-0.1321
176600,static,31.370,100681.438,1006.81439,-0.3382
176800,static,31.370,100681.320,1006.81323,-0.3276
177000,static,31.370,100682.156,1006.82153,-0.3963
177200,static,31.370,100681.766,1006.81763,-0.3646
177400,static,31.370,100680.422,1006.80420,-0.2537
177601,static,31.380,100681.047,1006.81049,-0.3012
177800,static,31.370,100679.711,1006.79712,-0.1902
178000,static,31.380,100679.563,1006.79565,-0.1797
178200,static,31.380,100679.266,1006.79266,-0.1533
178400,static,31.380,100683.844,1006.83844,-0.5390
178600,static,31.380,100683.367,1006.83368,-0.4967
178800,static,31.380,100683.547,1006.83545,-0.5126
179000,static,31.380,100683.250,1006.83252,-0.4862
179200,static,31.380,100682.359,1006.82361,-0.4122
179400,static,31.380,100682.000,1006.82001,-0.3858
179600,static,31.380,100681.047,1006.81049,-0.3012
179800,static,31.380,100681.047,1006.81049,-0.3012
180000,static,31.370,100681.500,1006.81500,-0.3435
180200,static,31.370,100680.281,1006.80280,-0.2378
180400,static,31.370,100677.961,1006.77960,-0.0476
180600,static,31.370,100678.914,1006.78912,-0.1268
180800,static,31.370,100681.078,1006.81079,-0.3065
181000,static,31.360,100677.875,1006.77875,-0.0370
181200,static,31.370,100683.734,1006.83734,-0.5285
181401,static,31.360,100678.078,1006.78076,-0.0528
181600,static,31.360,100682.102,1006.82104,-0.3911
181800,static,31.350,100676.547,1006.76544,0.0740
182000,static,31.350,100682.523,1006.82526,-0.4280
182200,static,31.350,100680.352,1006.80353,-0.2431
182400,static,31.360,100683.055,1006.83057,-0.4703
182600,static,31.350,100682.914,1006.82916,-0.4598
182800,static,31.350,100680.953,1006.80951,-0.2959
183000,static,31.350,100681.781,1006.81781,-0.3646
183200,static,31.350,100682.555,1006.82556,-0.4280
183400,static,31.340,100682.703,1006.82703,-0.4439
183600,static,31.340,100682.297,1006.82300,-0.4069
183800,static,31.340,100681.695,1006.81696,-0.3593
184000,static,31.350,100687.078,1006.87079,-0.8085
184200,static,31.340,100684.313,1006.84314,-0.5760
184400,static,31.340,100682.594,1006.82593,-0.4333
184600,static,31.330,100682.328,1006.82330,-0.4122
184800,static,31.330,100682.328,1006.82330,-0.4122
185000,static,31.340,100678.547,1006.78546,-0.0951
185200,static,31.340,100680.391,1006.80389,-0.2484
185400,static,31.340,100681.992,1006.81995,-0.3858
185601,static,31.340,100682.648,1006.82648,-0.4386
185800,static,31.330,100681.258,1006.81256,-0.3224
186000,static,31.330,100683.750,1006.83752,-0.5285
186200,static,31.340,100685.859,1006.85858,-0.7081
186400,static,31.330,100681.555,1006.81555,-0.3435
186600,static,31.330,100680.008,1006.80005,-0.2167
186800,static,31.330,100681.195,1006.81195,-0.3171
187000,static,31.330,100681.797,1006.81799,-0.3646
187201,static,31.340,100679.852,1006.79852,-0.2008
187400,static,31.330,100683.156,1006.83154,-0.4809
187600,static,31.330,100685.000,1006.84998,-0.6341
187800,static,31.330,100682.688,1006.82690,-0.4439
188000,static,31.340,100681.813,1006.81812,-0.3699
188200,static,31.340,100681.641,1006.81641,-0.3541
188400,static,31.340,100680.031,1006.80029,-0.2167
188600,static,31.340,100683.188,1006.83185,-0.4809
188800,static,31.340,100682.344,1006.82343,-0.4122
189000,static,31.340,100681.992,1006.81995,-0.3858
189200,static,31.340,100680.563,1006.80560,-0.2642
189400,static,31.350,100681.242,1006.81244,-0.3224
189600,static,31.350,100681.063,1006.81061,-0.3065
189800,static,31.350,100680.891,1006.80890,-0.2907
190000,static,31.350,100680.375,1006.80377,-0.2484
190200,static,31.350,100681.273,1006.81274,-0.3224
190400,static,31.360,100682.578,1006.82581,-0.4333
190600,static,31.350,100677.875,1006.77875,-0.0370
190800,static,31.360,100680.969,1006.80969,-0.2959
191001,static,31.360,100680.500,1006.80499,-0.2589
191200,static,31.360,100680.219,1006.80219,-0.2325
191400,static,31.360,100680.078,1006.80078,-0.2220
191600,static,31.370,100684.031,1006.84033,-0.5549
191800,static,31.360,100679.688,1006.79688,-0.1902
192000,static,31.360,100681.094,1006.81091,-0.3065
192200,static,31.370,100683.758,1006.83759,-0.5285
192400,static,31.370,100682.422,1006.82422,-0.4175
192601,static,31.370,100679.984,1006.79987,-0.2167
192800,static,31.370,100680.906,1006.80908,-0.2907
193000,static,31.370,100682.922,1006.82922,-0.4598
193200,static,31.370,100680.781,1006.80780,-0.2801
193400,static,31.380,100682.953,1006.82953,-0.4650
193600,static,31.380,100682.891,1006.82892,-0.4598
193800,static,31.390,100685.156,1006.85156,-0.6500
194000,static,31.380,100680.453,1006.80450,-0.2537
194200,static,31.380,100678.422,1006.78424,-0.0846
194400,static,31.390,100680.891,1006.80890,-0.2907
194600,static,31.390,100682.438,1006.82440,-0.4228
194801,static,31.400,100682.172,1006.82172,-0.3963
195000,static,31.400,100681.031,1006.81030,-0.3012
195200,static,31.400,100680.922,1006.80920,-0.2959
195400,static,31.400,100679.313,1006.79315,-0.1585
195600,static,31.400,100682.406,1006.82404,-0.4175
195800,static,31.410,100682.250,1006.82251,-0.4016
196000,static,31.410,100684.570,1006.84570,-0.5972
196200,static,31.410,100684.063,1006.84064,-0.5549
196400,static,31.410,100683.875,1006.83875,-0.5390
196600,static,31.410,100682.633,1006.82635,-0.4386
196800,static,31.410,100680.281,1006.80280,-0.2378
197000,static,31.410,100680.820,1006.80823,-0.2854
197200,static,31.420,100682.570,1006.82568,-0.4333
197401,static,31.420,100681.438,1006.81439,-0.3382
197600,static,31.410,100679.594,1006.79596,-0.1797
197800,static,31.420,100683.164,1006.83167,-0.4809
198000,static,31.420,100681.734,1006.81732,-0.3593
198200,static,31.420,100681.047,1006.81049,-0.3012
198400,static,31.420,100681.563,1006.81561,-0.3488
198600,static,31.430,100682.594,1006.82593,-0.4333
198800,static,31.430,100681.969,1006.81970,-0.3805
199000,static,31.430,100684.375,1006.84375,-0.5813
199200,static,31.430,100680.750,1006.80750,-0.2801
199400,static,31.430,100684.141,1006.84143,-0.5654
199600,static,31.430,100681.883,1006.81885,-0.3752
199800,static,31.430,100682.180,1006.82178,-0.3963
200000,static,31.430,100683.672,1006.83673,-0.5232
200200,static,31.420,100683.016,1006.83014,-0.4703
200400,static,31.430,100681.469,1006.81470,-0.3382
200601,static,31.430,100682.891,1006.82892,-0.4598
200800,static,31.420,100678.938,1006.78937,-0.1268
201000,static,31.410,100680.484,1006.80487,-0.2589
201200,static,31.420,100682.328,1006.82330,-0.4122
201400,static,31.410,100681.117,1006.81116,-0.3118
201600,static,31.410,100684.922,1006.84924,-0.6289
201800,static,31.400,100681.391,1006.81390,-0.3329
202000,static,31.400,100684.125,1006.84125,-0.5602
202200,static,31.400,100680.859,1006.80859,-0.2854
202400,static,31.400,100681.328,1006.81329,-0.3276
202600,static,31.400,100681.633,1006.81635,-0.3541
202800,static,31.400,100681.813,1006.81812,-0.3699
203000,static,31.400,100683.594,1006.83594,-0.5179
203201,static,31.400,100683.594,1006.83594,-0.5179
203400,static,31.390,100681.719,1006.81720,-0.3593
203600,static,31.390,100679.703,1006.79706,-0.1902
203800,static,31.390,100679.883,1006.79883,-0.2061
204000,static,31.390,100678.453,1006.78455,-0.0846
204200,static,31.400,100684.844,1006.84845,-0.6236
204400,static,31.400,100683.656,1006.83655,-0.5232
204600,static,31.400,100681.453,1006.81451,-0.3382
204800,static,31.400,100682.938,1006.82935,-0.4650
205000,static,31.400,100681.219,1006.81219,-0.3171
205200,static,31.400,100682.523,1006.82526,-0.4280
205401,static,31.390,100682.969,1006.82971,-0.4650
205600,static,31.390,100680.688,1006.80688,-0.2748
205800,static,31.400,100684.430,1006.84430,-0.5866
206000,static,31.390,100682.320,1006.82318,-0.4122
206200,static,31.390,100680.414,1006.80414,-0.2484
206400,static,31.390,100683.211,1006.83209,-0.4862
206600,static,31.390,100680.531,1006.80530,-0.2589
206800,static,31.390,100680.297,1006.80298,-0.2431
207000,static,31.380,100682.234,1006.82233,-0.4016
207200,static,31.380,100682.891,1006.82892,-0.4598
207400,static,31.380,100679.859,1006.79858,-0.2061
207600,static,31.380,100680.688,1006.80688,-0.2748
207800,static,31.380,100681.164,1006.81165,-0.3118
208000,static,31.390,100682.469,1006.82471,-0.4228
208200,static,31.390,100686.961,1006.86963,-0.7980
208400,static,31.380,100682.453,1006.82452,-0.4228
208600,static,31.380,100683.016,1006.83014,-0.4703
208800,static,31.380,100681.047,1006.81049,-0.3012
209000,static,31.370,100681.055,1006.81055,-0.3065
209200,static,31.380,100679.766,1006.79767,-0.1955
209400,static,31.380,100679.797,1006.79797,-0.2008
209601,static,31.390,100682.828,1006.82831,-0.4545
209800,static,31.380,100683.609,1006.83612,-0.5179
210000,static,31.380,100683.070,1006.83069,-0.4756
210200,static,31.380,100680.625,1006.80627,-0.2695
210400,static,31.380,100680.984,1006.80981,-0.3012
210600,static,31.380,100680.211,1006.80212,-0.2325
210800,static,31.390,100678.547,1006.78546,-0.0951
211000,static,31.390,100680.859,1006.80859,-0.2854
211200,static,31.390,100680.953,1006.80951,-0.2959
211400,static,31.390,100681.430,1006.81427,-0.3382
211600,static,31.400,100679.609,1006.79608,-0.1850
211801,static,31.400,100681.219,1006.81219,-0.3171
212000,static,31.400,100682.523,1006.82526,-0.4280
212200,static,31.410,100684.273,1006.84271,-0.5760
212400,static,31.390,100681.016,1006.81018,-0.3012
212600,static,31.400,100679.719,1006.79718,-0.1902
212800,static,31.400,100682.641,1006.82642,-0.4386
213000,static,31.400,100679.547,1006.79547,-0.1797
213200,static,31.410,100683.344,1006.83344,-0.4967
213400,static,31.410,100684.031,1006.84033,-0.5549
213600,static,31.410,100682.367,1006.82367,-0.4122
213800,static,31.410,100683.617,1006.83618,-0.5179
214000,static,31.420,100685.367,1006.85370,-0.6659
214200,static,31.410,100681.563,1006.81561,-0.3488
214400,static,31.420,100684.531,1006.84534,-0.5972
214600,static,31.420,100681.977,1006.81976,-0.3805
214800,static,31.420,100686.016,1006.86017,-0.7187
215000,static,31.410,100683.172,1006.83173,-0.4809
215200,static,31.420,100682.867,1006.82867,-0.4545
