# purpose,gyroscope bias and Allan deviation
# sample_hz,50
# duration_s,1800
# sda_gpio,21
# scl_gpio,22
# i2c_freq,400000
# gyro_full_scale,+-250 dps
# accel_full_scale,+-2 g
# dlpf_cfg,3
# wifi,off
# note,keep the board completely still
t_ms,ax_g,ay_g,az_g,temp_c,gx_dps,gy_dps,gz_dps
385820,-0.034180,0.012939,1.021484,43.027,0.160305,0.969466,-0.061069
385840,-0.033447,0.009033,1.021240,43.048,0.229008,0.877863,-0.145038
385860,-0.038574,0.012695,1.024902,43.036,0.183206,0.961832,-0.053435
385880,-0.032715,0.014404,1.026855,43.036,0.290076,1.137405,-0.236641
385900,-0.030762,0.009521,1.024414,43.036,0.190840,0.908397,-0.152672
385920,-0.034424,0.013916,1.025635,43.045,0.221374,0.984733,-0.175573
385940,-0.037109,0.013184,1.028076,43.059,0.312977,0.938931,-0.106870
385960,-0.034668,0.014648,1.022949,43.051,0.259542,1.015267,-0.061069
385981,-0.032471,0.012695,1.019531,43.033,0.206107,1.022901,-0.190840
386000,-0.032959,0.008789,1.021973,43.054,0.183206,1.000000,-0.022901
386020,-0.033936,0.010986,1.019775,43.048,0.305344,0.908397,0.015267
386040,-0.037109,0.010986,1.025146,43.030,0.175573,0.969466,-0.068702
386060,-0.033203,0.010498,1.027100,43.048,0.206107,0.984733,-0.175573
386080,-0.041016,0.013428,1.022217,43.048,0.167939,0.969466,-0.152672
386100,-0.037598,0.013916,1.028320,43.033,0.236641,1.038168,-0.137405
386120,-0.034180,0.014648,1.020996,43.042,0.167939,0.969466,-0.045802
386140,-0.038330,0.013428,1.021973,43.027,0.282443,0.893130,-0.038168
386160,-0.038818,0.012451,1.024170,43.045,0.229008,0.923664,-0.076336
386180,-0.034912,0.012207,1.024658,43.042,0.175573,0.816794,-0.030534
386200,-0.035645,0.014893,1.024170,43.024,0.282443,0.877863,-0.099237
386220,-0.033691,0.012695,1.027100,43.054,0.358779,1.045802,-0.114504
386240,-0.036865,0.011719,1.020020,43.042,0.160305,0.969466,-0.106870
386260,-0.035889,0.015137,1.028320,43.068,0.221374,0.969466,-0.099237
386280,-0.039307,0.013916,1.023926,43.045,0.274809,1.061069,-0.106870
386300,-0.037598,0.013672,1.025635,43.042,0.267176,0.977099,-0.076336
386320,-0.033936,0.013672,1.025879,43.056,0.167939,0.961832,-0.053435
386340,-0.035889,0.012939,1.016846,43.051,0.175573,1.053435,-0.129771
386360,-0.032227,0.012939,1.021484,43.027,0.206107,0.938931,-0.106870
386380,-0.035889,0.015625,1.023438,43.021,0.229008,1.015267,-0.106870
386400,-0.037354,0.010986,1.017822,43.033,0.198473,1.061069,-0.114504
386420,-0.034668,0.013916,1.016846,43.033,0.229008,0.931298,-0.038168
386440,-0.033936,0.014160,1.022949,43.018,0.175573,0.938931,-0.068702
386461,-0.032227,0.012695,1.026855,43.062,0.183206,1.000000,-0.167939
386481,-0.034668,0.013672,1.021484,43.045,0.251908,1.000000,-0.091603
386500,-0.036377,0.013428,1.026855,43.033,0.267176,0.900763,-0.114504
386520,-0.033936,0.014893,1.023438,43.033,0.221374,0.877863,-0.061069
386540,-0.035645,0.013428,1.020264,43.039,0.236641,0.992366,-0.083969
386560,-0.036865,0.010254,1.027100,43.021,0.129771,1.122137,-0.099237
386580,-0.033203,0.012695,1.026123,43.036,0.122137,0.992366,-0.167939
386600,-0.032715,0.012939,1.024414,43.033,0.236641,0.908397,-0.221374
386620,-0.038086,0.010010,1.022217,43.030,0.091603,1.038168,-0.083969
386640,-0.031982,0.013184,1.027588,43.045,0.213740,1.015267,-0.091603
386660,-0.030518,0.012207,1.024658,43.045,0.320611,1.038168,-0.091603
386680,-0.033203,0.012207,1.028809,43.030,0.152672,0.885496,-0.091603
386700,-0.033936,0.013428,1.025635,43.039,0.198473,0.908397,-0.137405
386720,-0.037842,0.012207,1.020752,43.024,0.175573,1.022901,-0.122137
386740,-0.032715,0.014893,1.031250,43.024,0.206107,1.099237,-0.091603
386760,-0.032227,0.008789,1.014160,43.018,0.213740,1.030534,-0.122137
386780,-0.033691,0.012207,1.025879,43.054,0.244275,0.992366,-0.145038
386800,-0.040039,0.012451,1.027588,43.027,0.244275,0.916031,-0.167939
386820,-0.035156,0.012695,1.025879,43.051,0.183206,1.053435,-0.229008
386840,-0.035156,0.011475,1.025146,43.051,0.183206,1.015267,-0.045802
386861,-0.037598,0.007813,1.020264,43.048,0.198473,0.946565,-0.045802
386880,-0.036377,0.014648,1.021240,43.042,0.129771,0.931298,-0.106870
386900,-0.032959,0.009766,1.026123,43.045,0.229008,0.893130,0.083969
386920,-0.033936,0.014160,1.029053,43.030,0.351145,0.832061,-0.038168
386940,-0.037354,0.012451,1.026855,43.048,0.244275,0.977099,-0.122137
386960,-0.034668,0.016602,1.026611,43.024,0.213740,0.954198,-0.160305
386980,-0.035645,0.010742,1.023682,43.054,0.167939,1.038168,-0.068702
387000,-0.035156,0.013916,1.021729,43.045,0.274809,0.946565,-0.198473
387020,-0.037354,0.012939,1.024414,43.021,0.221374,0.977099,-0.091603
387040,-0.037842,0.012695,1.022949,43.012,0.267176,0.893130,-0.053435
387060,-0.035889,0.010986,1.021729,43.056,0.236641,0.961832,-0.160305
387080,-0.034180,0.011963,1.027100,43.015,0.152672,0.984733,-0.045802
387100,-0.036377,0.013672,1.022949,43.021,0.221374,0.893130,-0.045802
387120,-0.036377,0.013916,1.025635,43.051,0.198473,0.893130,-0.167939
387140,-0.031250,0.012207,1.019287,43.033,0.282443,0.961832,0.099237
387160,-0.030518,0.015625,1.023438,43.033,0.259542,0.885496,-0.099237
387180,-0.033447,0.014648,1.020264,43.042,0.259542,1.000000,-0.068702
387200,-0.034180,0.010986,1.024170,43.071,0.221374,0.984733,-0.183206
387221,-0.038330,0.012451,1.028564,43.021,0.175573,1.061069,-0.045802
387240,-0.035889,0.009033,1.024658,43.051,0.267176,0.931298,-0.106870
387260,-0.038330,0.016113,1.030029,43.027,0.213740,0.877863,-0.076336
387280,-0.034912,0.014648,1.024902,43.024,0.251908,0.931298,-0.129771
387300,-0.035645,0.012207,1.026855,43.036,0.221374,1.083969,-0.229008
387320,-0.034668,0.012207,1.025879,43.042,0.190840,0.908397,-0.137405
387340,-0.036133,0.011230,1.022217,43.024,0.366412,0.870229,-0.007634
387360,-0.035156,0.010254,1.018799,43.030,0.213740,0.854962,-0.007634
387380,-0.034424,0.017090,1.031006,43.051,0.229008,0.984733,-0.045802
387400,-0.035400,0.013672,1.024170,43.036,0.129771,0.992366,-0.061069
387420,-0.037354,0.013428,1.018799,43.051,0.251908,0.900763,-0.114504
387440,-0.035400,0.012939,1.023438,43.024,0.213740,1.160305,-0.030534
387460,-0.035156,0.012695,1.027588,43.018,0.206107,0.877863,-0.099237
387480,-0.036621,0.010986,1.024414,43.036,0.190840,0.946565,-0.190840
387500,-0.033447,0.012451,1.029297,43.042,0.137405,0.954198,-0.160305
387520,-0.034668,0.013672,1.022949,43.027,0.267176,1.083969,-0.114504
387540,-0.033936,0.016357,1.027344,43.036,0.175573,0.900763,0.007634
387560,-0.034424,0.013672,1.022705,43.039,0.259542,1.015267,-0.190840
387580,-0.035400,0.011719,1.023926,43.062,0.198473,0.961832,-0.145038
387601,-0.033936,0.011719,1.021484,43.045,0.244275,1.022901,-0.022901
387620,-0.033447,0.012451,1.021240,43.059,0.206107,0.977099,-0.167939
387640,-0.037842,0.011719,1.019531,43.042,0.290076,0.877863,0.007634
387660,-0.033447,0.012451,1.021484,43.030,0.259542,0.938931,0.038168
387680,-0.031006,0.013916,1.029785,43.012,0.160305,1.000000,-0.213740
387700,-0.033447,0.012207,1.031250,43.009,0.251908,0.984733,-0.015267
387720,-0.035400,0.014893,1.020508,43.015,0.267176,1.015267,-0.091603
387740,-0.031982,0.012939,1.022705,43.039,0.175573,0.885496,-0.099237
387760,-0.036621,0.013428,1.030273,43.021,0.198473,1.053435,-0.129771
387780,-0.036621,0.008545,1.024658,43.004,0.244275,1.007634,-0.259542
387800,-0.034668,0.014404,1.018066,43.039,0.290076,0.969466,-0.167939
387820,-0.034180,0.013428,1.023682,43.039,0.198473,0.977099,-0.129771
387840,-0.032227,0.015625,1.023926,43.021,0.114504,1.030534,-0.030534
387860,-0.037842,0.012695,1.021973,43.039,0.206107,1.030534,0.030534
387880,-0.038330,0.010498,1.027832,43.021,0.229008,1.015267,-0.030534
387900,-0.036133,0.013672,1.030518,43.071,0.251908,0.954198,-0.175573
387920,-0.036377,0.012695,1.025391,43.033,0.198473,1.030534,-0.061069
387940,-0.034424,0.010498,1.027100,43.027,0.259542,0.984733,-0.099237
387960,-0.033936,0.012451,1.022949,43.036,0.152672,0.916031,-0.091603
387980,-0.031982,0.014648,1.020752,43.009,0.213740,0.969466,-0.274809
388001,-0.034668,0.011475,1.025391,43.027,0.267176,1.083969,-0.091603
388020,-0.034668,0.010010,1.027100,43.009,0.213740,1.000000,-0.114504
388040,-0.034424,0.012695,1.021240,43.048,0.267176,0.870229,-0.122137
388060,-0.036377,0.015625,1.030518,43.048,0.221374,0.870229,-0.076336
388080,-0.039795,0.010742,1.021484,43.059,0.244275,0.885496,-0.061069
388100,-0.039063,0.011963,1.023438,43.045,0.251908,1.022901,-0.099237
388121,-0.034912,0.011719,1.027100,43.033,0.244275,0.870229,-0.099237
388140,-0.033691,0.013916,1.027344,43.030,0.175573,1.015267,-0.030534
388160,-0.032959,0.013428,1.026855,43.039,0.167939,1.000000,-0.183206
388180,-0.038818,0.012695,1.034180,43.068,0.190840,1.106870,-0.083969
388200,-0.036133,0.011230,1.015869,43.033,0.236641,1.083969,-0.076336
388220,-0.037109,0.014648,1.025879,43.033,0.152672,1.038168,-0.229008
388240,-0.036621,0.012207,1.027100,43.042,0.190840,1.076336,-0.145038
388260,-0.038330,0.014160,1.028076,43.018,0.190840,0.992366,-0.137405
388280,-0.036133,0.008789,1.022705,43.021,0.297710,0.946565,-0.053435
388300,-0.032471,0.013428,1.023926,43.024,0.221374,0.969466,-0.038168
388320,-0.040039,0.017578,1.026855,43.039,0.282443,0.969466,-0.122137
388340,-0.040283,0.010986,1.028320,43.056,0.221374,0.992366,-0.167939
388360,-0.036377,0.012695,1.028809,43.030,0.099237,1.030534,-0.145038
388380,-0.035156,0.012207,1.023193,43.048,0.274809,0.938931,-0.129771
388400,-0.032959,0.009277,1.020752,43.045,0.251908,0.885496,-0.038168
388420,-0.035400,0.012695,1.027588,43.051,0.213740,0.923664,-0.091603
388440,-0.034180,0.015137,1.032471,43.027,0.251908,0.954198,-0.038168
388460,-0.035400,0.016602,1.027344,43.045,0.221374,0.961832,0.000000
388481,-0.031494,0.009766,1.034180,43.042,0.259542,0.961832,-0.061069
388500,-0.032715,0.010986,1.022461,43.024,0.236641,0.938931,-0.145038
388520,-0.035156,0.014893,1.021973,43.036,0.282443,0.854962,-0.030534
388540,-0.031738,0.013428,1.020996,43.033,0.221374,0.923664,-0.122137
388560,-0.041016,0.013916,1.020020,43.024,0.175573,0.992366,-0.122137
388580,-0.036865,0.012939,1.028320,43.062,0.251908,0.893130,-0.068702
388600,-0.035889,0.015625,1.020264,43.062,0.236641,0.992366,-0.099237
388620,-0.033203,0.015869,1.023438,43.021,0.137405,0.969466,-0.259542
388640,-0.034424,0.012695,1.023193,43.039,0.198473,0.977099,-0.175573
388660,-0.034180,0.015869,1.022217,43.015,0.198473,0.900763,-0.160305
388680,-0.039307,0.010010,1.023926,43.036,0.259542,1.045802,-0.160305
388700,-0.036621,0.011475,1.024658,43.036,0.213740,1.045802,-0.137405
388720,-0.033203,0.014404,1.024658,43.042,0.221374,0.900763,-0.106870
388740,-0.028076,0.010254,1.020020,43.027,0.221374,0.961832,-0.190840
388760,-0.036377,0.013428,1.030273,43.021,0.267176,0.977099,-0.167939
388780,-0.033447,0.014160,1.031250,43.051,0.229008,0.885496,-0.137405
388800,-0.036377,0.014648,1.022217,43.012,0.198473,0.938931,-0.007634
388820,-0.033936,0.010742,1.022949,43.036,0.160305,0.862595,-0.106870
388840,-0.035400,0.012207,1.025391,43.018,0.213740,1.015267,-0.129771
388860,-0.036133,0.015381,1.023193,43.042,0.229008,0.931298,-0.259542
388881,-0.033936,0.013916,1.020020,43.024,0.213740,1.038168,-0.236641
388901,-0.035889,0.009277,1.024902,43.036,0.145038,1.145038,0.007634
388920,-0.038086,0.014648,1.023926,43.012,0.290076,1.000000,-0.038168
388940,-0.033203,0.011475,1.024658,43.036,0.229008,1.000000,-0.076336
388960,-0.030273,0.009033,1.025635,43.024,0.167939,1.068702,0.038168
388980,-0.036377,0.011230,1.023193,43.033,0.114504,0.938931,-0.106870
389000,-0.038086,0.012939,1.026611,43.024,0.114504,1.076336,-0.183206
389020,-0.034180,0.011719,1.024902,43.048,0.259542,0.885496,-0.145038
389040,-0.038574,0.012207,1.023682,43.015,0.251908,1.030534,-0.038168
389060,-0.034180,0.013672,1.024658,43.030,0.274809,0.916031,-0.083969
389080,-0.034668,0.012939,1.020020,43.033,0.137405,1.015267,-0.099237
389100,-0.033936,0.013672,1.021729,43.015,0.137405,0.908397,-0.076336
389120,-0.037109,0.017090,1.030273,43.051,0.206107,0.977099,-0.114504
389140,-0.033447,0.013672,1.021240,43.051,0.305344,0.931298,-0.106870
389160,-0.031738,0.014648,1.023193,43.024,0.343511,1.022901,-0.068702
389180,-0.032959,0.010254,1.024170,43.009,0.290076,0.870229,-0.068702
389200,-0.033203,0.015625,1.025879,43.048,0.229008,0.877863,-0.137405
389220,-0.038086,0.012939,1.024658,43.068,0.267176,0.969466,-0.129771
389240,-0.031738,0.014648,1.026855,43.030,0.236641,0.809160,-0.152672
389261,-0.035156,0.014893,1.020996,43.018,0.145038,1.015267,-0.068702
389280,-0.035889,0.010742,1.026123,43.042,0.175573,0.809160,-0.145038
389300,-0.033447,0.014404,1.023926,43.039,0.267176,0.900763,-0.038168
389320,-0.036133,0.016113,1.025879,43.051,0.282443,1.076336,-0.160305
389340,-0.028564,0.011230,1.032959,43.021,0.213740,0.900763,-0.068702
389360,-0.026611,0.012695,1.016846,43.024,0.160305,0.862595,-0.160305
389380,-0.033203,0.013428,1.022705,43.042,0.183206,1.030534,-0.061069
389400,-0.034668,0.017090,1.022217,43.030,0.129771,0.938931,-0.206107
389420,-0.033203,0.012939,1.027832,43.036,0.190840,0.885496,-0.076336
389440,-0.035156,0.014893,1.023926,43.033,0.229008,0.946565,-0.190840
389460,-0.037842,0.009521,1.024170,43.039,0.091603,1.007634,-0.076336
389480,-0.037842,0.012207,1.024414,43.033,0.198473,1.007634,0.015267
389500,-0.034912,0.014404,1.023926,43.051,0.236641,0.984733,-0.244275
389520,-0.036133,0.013672,1.019531,43.042,0.267176,0.900763,-0.190840
389540,-0.038818,0.013428,1.023682,43.027,0.206107,0.984733,-0.083969
389560,-0.034912,0.014648,1.021484,43.030,0.175573,1.045802,-0.137405
389580,-0.036133,0.011230,1.022461,43.074,0.152672,0.908397,0.053435
389600,-0.033203,0.014893,1.029541,43.045,0.137405,0.938931,-0.068702
389620,-0.035889,0.012207,1.025391,43.042,0.267176,0.969466,-0.091603
389640,-0.032227,0.011475,1.023682,43.042,0.274809,1.007634,-0.076336
389661,-0.033691,0.012207,1.026855,43.068,0.183206,0.854962,-0.129771
389680,-0.036621,0.010742,1.021729,43.068,0.175573,0.961832,-0.091603
389700,-0.034424,0.012451,1.027100,43.033,0.290076,0.900763,-0.122137
389720,-0.034668,0.012939,1.020996,43.048,0.145038,1.068702,-0.053435
389740,-0.035889,0.011963,1.026367,43.042,0.137405,1.053435,-0.114504
389760,-0.034912,0.009766,1.026855,42.998,0.167939,1.015267,-0.152672
389780,-0.037598,0.014160,1.020996,43.015,0.274809,0.961832,-0.061069
389800,-0.031738,0.014404,1.021729,43.027,0.251908,0.885496,-0.099237
389820,-0.037354,0.011963,1.024414,43.018,0.351145,0.885496,0.000000
389840,-0.034912,0.007813,1.030273,43.024,0.183206,1.015267,-0.045802
389860,-0.032471,0.015137,1.027588,43.027,0.236641,0.916031,-0.167939
389880,-0.032471,0.011475,1.020264,43.048,0.229008,1.007634,-0.083969
389900,-0.034668,0.014648,1.023438,43.027,0.312977,0.900763,-0.038168
389920,-0.036865,0.014160,1.023682,43.027,0.259542,1.000000,-0.114504
389940,-0.038086,0.011475,1.021240,43.004,0.122137,0.847328,-0.053435
389960,-0.034424,0.012939,1.024658,43.018,0.175573,1.000000,-0.145038
389980,-0.034424,0.012695,1.022705,43.039,0.175573,0.862595,-0.152672
390000,-0.031738,0.012695,1.024170,43.062,0.259542,0.969466,-0.045802
390020,-0.034912,0.013672,1.020752,43.065,0.305344,1.038168,-0.137405
390040,-0.033447,0.014648,1.028809,43.042,0.244275,0.954198,-0.099237
390060,-0.034424,0.010010,1.020020,43.036,0.290076,0.916031,-0.137405
390080,-0.036865,0.014404,1.030029,43.051,0.244275,1.030534,-0.091603
390100,-0.033447,0.009033,1.022461,43.042,0.213740,1.022901,-0.099237
390120,-0.032471,0.014404,1.022217,43.051,0.229008,0.984733,-0.038168
390140,-0.032715,0.010742,1.024414,43.009,0.297710,0.908397,-0.106870
390161,-0.035156,0.015381,1.022949,43.065,0.259542,0.908397,-0.106870
390180,-0.035400,0.010010,1.022461,43.039,0.290076,1.038168,-0.045802
390200,-0.034424,0.011963,1.018311,43.051,0.251908,0.877863,-0.175573
390220,-0.035400,0.010254,1.023193,43.018,0.206107,1.015267,-0.206107
390240,-0.036133,0.011230,1.023926,43.039,0.167939,0.885496,-0.167939
390260,-0.035400,0.015869,1.022705,43.042,0.160305,0.984733,0.038168
390280,-0.034912,0.013184,1.026123,43.042,0.221374,1.015267,-0.198473
390300,-0.033203,0.008789,1.025635,43.039,0.076336,1.007634,-0.091603
390320,-0.034668,0.014160,1.020752,43.048,0.122137,1.022901,-0.106870
390340,-0.043701,0.011719,1.022705,43.001,0.167939,1.022901,-0.114504
390360,-0.033447,0.011719,1.024170,43.033,0.244275,1.061069,-0.076336
390380,-0.037109,0.013916,1.022949,43.024,0.282443,1.030534,-0.206107
390400,-0.035400,0.015137,1.030762,43.027,0.267176,1.083969,-0.099237
390420,-0.034912,0.007813,1.025635,43.033,0.145038,1.000000,-0.229008
390440,-0.036133,0.013672,1.019531,43.048,0.183206,0.877863,-0.183206
390460,-0.035156,0.016113,1.030518,43.024,0.251908,0.984733,-0.160305
390480,-0.039063,0.013184,1.026855,43.021,0.274809,1.007634,-0.061069
390500,-0.037109,0.012695,1.028076,43.039,0.183206,1.030534,-0.045802
390520,-0.033691,0.011719,1.024170,43.048,0.167939,0.916031,-0.091603
390541,-0.036865,0.012695,1.024902,43.027,0.198473,0.870229,-0.160305
390560,-0.032471,0.011719,1.025635,43.030,0.183206,1.099237,-0.114504
390580,-0.034668,0.013184,1.021973,43.018,0.152672,0.870229,-0.068702
390600,-0.031982,0.013672,1.019043,43.036,0.221374,0.900763,-0.061069
390620,-0.036133,0.008789,1.022217,43.021,0.282443,0.847328,-0.061069
390640,-0.036621,0.011719,1.022949,43.009,0.190840,0.877863,-0.183206
390660,-0.035645,0.012939,1.026123,43.042,0.259542,1.022901,-0.221374
390680,-0.032715,0.015869,1.025391,43.059,0.221374,0.870229,-0.145038
390700,-0.041504,0.010742,1.029297,43.030,0.175573,0.877863,-0.213740
390720,-0.036865,0.010010,1.021729,43.030,0.244275,1.053435,-0.061069
390740,-0.032227,0.011963,1.028320,43.039,0.259542,1.007634,-0.007634
390760,-0.033203,0.012939,1.022949,43.039,0.251908,0.908397,-0.114504
390780,-0.035400,0.010742,1.021729,43.039,0.229008,0.908397,-0.076336
390800,-0.035645,0.012939,1.027588,43.012,0.206107,0.954198,-0.114504
390820,-0.038086,0.007568,1.019287,43.018,0.190840,0.862595,-0.068702
390840,-0.035645,0.013428,1.023682,43.024,0.274809,0.893130,-0.122137
390860,-0.034912,0.013428,1.030762,43.027,0.290076,0.946565,-0.099237
390880,-0.035645,0.013428,1.032227,43.062,0.251908,1.030534,-0.099237
390900,-0.036133,0.012939,1.022217,43.059,0.259542,1.045802,-0.099237
390921,-0.037842,0.012939,1.027832,43.030,0.221374,0.992366,-0.152672
390940,-0.037354,0.011963,1.018555,43.009,0.221374,1.061069,-0.091603
390960,-0.034180,0.014160,1.028320,43.024,0.320611,1.045802,-0.251908
390980,-0.035156,0.014404,1.023438,43.024,0.259542,0.877863,-0.160305
391000,-0.039063,0.014160,1.027588,43.042,0.213740,1.038168,-0.099237
391020,-0.038086,0.013916,1.025146,43.030,0.137405,0.992366,-0.160305
391040,-0.032959,0.019287,1.034668,43.030,0.229008,1.000000,-0.076336
391060,-0.038574,0.011719,1.024902,43.045,0.160305,1.106870,-0.083969
391080,-0.035645,0.012695,1.021484,43.045,0.213740,0.946565,-0.175573
391100,-0.033936,0.011963,1.025146,43.036,0.167939,0.984733,-0.038168
391120,-0.034668,0.009277,1.021973,43.042,0.129771,1.106870,-0.145038
391140,-0.032959,0.012939,1.026367,43.039,0.152672,0.854962,-0.175573
391160,-0.041504,0.018799,1.025879,43.056,0.259542,0.992366,-0.190840
391180,-0.035400,0.011475,1.025635,43.062,0.198473,0.908397,-0.221374
391200,-0.035156,0.013428,1.025391,43.018,0.213740,0.916031,-0.068702
391220,-0.034668,0.010742,1.032471,43.045,0.297710,0.992366,-0.099237
391240,-0.035156,0.013672,1.023926,43.015,0.206107,0.992366,-0.145038
391260,-0.037109,0.011230,1.020752,43.033,0.305344,1.022901,-0.083969
391281,-0.034180,0.012207,1.021729,43.018,0.221374,0.908397,-0.099237
391301,-0.037842,0.014648,1.023193,43.021,0.213740,0.931298,-0.206107
391320,-0.036133,0.013428,1.022949,43.065,0.312977,0.877863,-0.160305
391340,-0.034180,0.011475,1.029297,43.015,0.106870,1.045802,-0.022901
391360,-0.035645,0.011963,1.020752,43.033,0.305344,0.923664,-0.053435
391380,-0.035400,0.013916,1.026855,43.021,0.160305,0.984733,-0.145038
391400,-0.035400,0.010986,1.027100,43.033,0.328244,1.000000,-0.099237
391420,-0.031738,0.013916,1.020508,43.006,0.206107,1.038168,-0.114504
391440,-0.039063,0.013428,1.026855,43.065,0.221374,0.954198,-0.137405
391460,-0.035645,0.010254,1.029053,43.036,0.198473,0.992366,-0.068702
391480,-0.031250,0.013672,1.027100,43.048,0.358779,0.992366,-0.030534
391500,-0.034912,0.013428,1.029297,43.051,0.259542,0.847328,-0.152672
391520,-0.036377,0.014404,1.020264,43.015,0.244275,1.038168,-0.091603
391540,-0.034424,0.011719,1.021240,43.056,0.251908,0.916031,-0.137405
391560,-0.037354,0.010498,1.020020,43.048,0.167939,0.969466,-0.068702
391580,-0.033203,0.011230,1.023926,42.995,0.206107,0.946565,-0.099237
391600,-0.035645,0.014404,1.021240,43.048,0.251908,0.877863,-0.099237
391620,-0.034668,0.013184,1.024170,43.045,0.328244,0.885496,-0.076336
391640,-0.034912,0.012207,1.025146,43.045,0.236641,0.992366,0.000000
391660,-0.034424,0.016602,1.018066,43.027,0.183206,1.061069,-0.061069
391681,-0.033203,0.013428,1.031006,43.024,0.145038,0.992366,-0.137405
391701,-0.034668,0.016357,1.022949,43.045,0.221374,0.900763,-0.152672
391720,-0.032715,0.010254,1.028564,43.039,0.290076,1.045802,-0.045802
391740,-0.034180,0.012451,1.023438,43.048,0.198473,0.923664,-0.099237
391760,-0.035645,0.015137,1.030029,43.062,0.167939,1.015267,-0.045802
391780,-0.037109,0.012207,1.024414,43.045,0.259542,0.938931,-0.022901
391800,-0.033936,0.014160,1.027344,43.051,0.221374,1.183206,-0.099237
391820,-0.030518,0.012939,1.023926,43.027,0.221374,1.061069,-0.061069
391840,-0.034424,0.010498,1.022217,43.039,0.229008,0.977099,-0.160305
391860,-0.036865,0.012207,1.026123,43.027,0.206107,0.832061,-0.076336
391880,-0.031738,0.008789,1.024902,43.071,0.305344,0.900763,-0.167939
391900,-0.034912,0.015137,1.023926,43.030,0.106870,1.106870,-0.145038
391920,-0.037598,0.015869,1.019775,43.004,0.282443,0.877863,-0.152672
391940,-0.030762,0.015625,1.026611,43.048,0.259542,1.083969,-0.183206
391960,-0.035645,0.009521,1.025146,43.006,0.160305,1.091603,-0.045802
391980,-0.037598,0.012207,1.025635,43.030,0.183206,1.030534,-0.137405
392000,-0.034180,0.011719,1.030518,43.048,0.335878,0.931298,-0.167939
392020,-0.036865,0.016846,1.031982,43.018,0.213740,1.000000,-0.114504
392040,-0.035645,0.015625,1.024658,43.027,0.229008,0.923664,-0.122137
392060,-0.038818,0.013184,1.023438,43.039,0.282443,0.908397,-0.206107
392080,-0.031006,0.014893,1.024414,43.054,0.206107,0.931298,-0.045802
392100,-0.033936,0.010254,1.022949,43.036,0.221374,0.992366,-0.076336
392120,-0.036133,0.009521,1.025146,43.009,0.221374,0.984733,-0.122137
392140,-0.038818,0.009766,1.020752,43.048,0.290076,0.931298,-0.190840
392160,-0.034912,0.015869,1.030518,43.004,0.229008,0.954198,-0.106870
392180,-0.031250,0.007813,1.022461,43.030,0.206107,1.030534,-0.167939
392201,-0.038330,0.010986,1.023193,43.024,0.290076,1.007634,0.091603
392221,-0.039063,0.014160,1.024658,43.027,0.076336,1.000000,-0.122137
392240,-0.031738,0.012695,1.022705,43.042,0.305344,0.969466,-0.106870
392260,-0.038818,0.011230,1.021240,43.059,0.229008,1.099237,0.000000
392280,-0.035156,0.007080,1.028320,43.051,0.183206,1.076336,-0.083969
392300,-0.040283,0.012451,1.025146,43.033,0.251908,0.809160,-0.145038
392320,-0.032471,0.011963,1.026123,43.039,0.106870,0.992366,-0.053435
392340,-0.035400,0.011230,1.021973,43.042,0.137405,0.961832,-0.091603
392360,-0.036621,0.013672,1.031250,43.054,0.274809,0.977099,-0.106870
392380,-0.036377,0.009766,1.026611,43.027,0.213740,1.045802,-0.152672
392400,-0.035156,0.015137,1.029053,43.015,0.267176,0.969466,-0.137405
392420,-0.038086,0.014404,1.030518,43.045,0.198473,1.000000,-0.152672
392440,-0.033447,0.013672,1.023193,43.045,0.213740,0.946565,-0.190840
392460,-0.035156,0.013428,1.023438,43.036,0.190840,0.931298,-0.122137
392480,-0.036865,0.013672,1.023682,43.039,0.244275,0.984733,-0.091603
392500,-0.038330,0.011963,1.025146,43.051,0.175573,0.954198,-0.221374
392520,-0.038330,0.014893,1.023438,43.024,0.206107,0.984733,-0.198473
392540,-0.043457,0.015137,1.023926,43.004,0.175573,0.992366,-0.129771
392560,-0.034180,0.014160,1.022461,43.077,0.251908,0.847328,-0.122137
392580,-0.031982,0.012207,1.020996,43.051,0.122137,1.061069,-0.183206
392601,-0.035645,0.010986,1.026855,43.048,0.206107,0.931298,-0.145038
392621,-0.029297,0.013184,1.028076,43.021,0.282443,0.923664,-0.091603
392640,-0.036621,0.017578,1.026367,43.048,0.244275,1.053435,-0.030534
392660,-0.039795,0.014404,1.023926,43.021,0.221374,0.854962,-0.129771
392680,-0.036377,0.008545,1.020508,43.033,0.282443,1.007634,-0.076336
392700,-0.035400,0.013916,1.024414,43.042,0.251908,1.007634,-0.152672
392720,-0.035645,0.009521,1.025879,43.018,0.282443,0.946565,-0.083969
392740,-0.036621,0.017578,1.023438,43.062,0.274809,0.938931,-0.099237
392760,-0.031494,0.013184,1.027344,43.051,0.175573,0.946565,-0.053435
392780,-0.034668,0.012695,1.026611,43.042,0.183206,0.969466,-0.160305
392800,-0.032471,0.016113,1.026855,43.036,0.251908,1.061069,-0.106870
392820,-0.037354,0.015869,1.020020,43.021,0.160305,0.977099,-0.099237
392840,-0.037354,0.015625,1.025879,43.033,0.183206,0.984733,-0.213740
392860,-0.037842,0.012451,1.025635,43.045,0.297710,0.923664,-0.114504
392880,-0.036377,0.013672,1.023682,43.033,0.213740,1.015267,0.045802
392900,-0.037598,0.009277,1.024902,43.030,0.183206,0.885496,-0.190840
