# sample_hz,50
# duration_s,30
# sda_gpio,21
# scl_gpio,22
t_ms,ax_g,ay_g,az_g
6760,-0.094727,1.003662,0.020020
6780,-0.093994,1.001953,0.021240
6800,-0.093750,1.009766,0.019775
6820,-0.090820,1.000732,0.015625
6840,-0.088623,1.004150,0.019043
6860,-0.090332,1.005127,0.017334
6880,-0.090820,1.001709,0.012695
6900,-0.093018,1.002686,0.020996
6920,-0.092529,1.002686,0.015869
6940,-0.090576,1.001709,0.026611
6960,-0.090332,1.003906,0.015625
6980,-0.094482,1.004639,0.022705
7000,-0.095947,1.008301,0.019043
7020,-0.093506,1.004639,0.018311
7041,-0.090576,1.004639,0.022705
7060,-0.095459,1.006104,0.020752
7080,-0.093018,1.005371,0.020996
7100,-0.088623,1.004883,0.022705
7120,-0.095703,1.002686,0.020508
7141,-0.090088,1.001953,0.014893
7160,-0.093506,0.999756,0.020752
7180,-0.088379,1.003662,0.012451
7200,-0.092285,1.003174,0.021484
7220,-0.092773,1.000488,0.015137
7240,-0.090332,1.004883,0.021729
7260,-0.092285,1.003418,0.019287
7280,-0.090820,1.003906,0.018799
7300,-0.089844,1.002197,0.022705
7320,-0.089600,0.998779,0.020508
7340,-0.092285,1.001709,0.019775
7360,-0.089355,1.005615,0.012939
7380,-0.092285,1.000732,0.025146
7400,-0.091309,1.006348,0.017334
7420,-0.088135,1.002441,0.022705
7440,-0.094727,1.004883,0.021484
7460,-0.091553,1.004883,0.023926
7480,-0.088623,1.002930,0.020264
7500,-0.092041,1.004150,0.023193
7520,-0.088623,1.000488,0.028809
7540,-0.088867,1.002441,0.020264
7560,-0.089844,1.001953,0.019287
7580,-0.093262,1.006836,0.028076
7600,-0.091797,1.005615,0.022461
7620,-0.093506,1.001709,0.021240
7640,-0.092285,1.005371,0.023926
7660,-0.094971,1.006104,0.016602
7680,-0.088867,1.003418,0.020264
7700,-0.089600,1.004395,0.018066
7720,-0.093506,1.000488,0.017822
7740,-0.093018,1.004395,0.021484
7760,-0.097168,1.003174,0.020996
7780,-0.091797,1.007568,0.019287
7800,-0.090332,1.002686,0.019043
7820,-0.089844,1.002441,0.018066
7841,-0.093262,1.002930,0.019287
7860,-0.090576,1.008301,0.021729
7880,-0.093262,1.004883,0.021973
7900,-0.089111,1.002930,0.024414
7920,-0.090576,1.001465,0.024414
7941,-0.091309,1.002441,0.018066
7960,-0.089355,1.005859,0.020508
7980,-0.091064,1.001709,0.018311
8000,-0.092285,1.004150,0.023926
8020,-0.090576,1.001709,0.021484
8041,-0.090820,1.007568,0.023682
8060,-0.088867,1.002930,0.020264
8080,-0.091064,1.000244,0.021729
8100,-0.093994,1.007324,0.017334
8120,-0.092041,1.004639,0.019287
8140,-0.091553,1.001709,0.017578
8160,-0.092285,1.005859,0.021240
8180,-0.092773,1.002686,0.019287
8200,-0.091309,1.005127,0.018799
8220,-0.091797,1.000977,0.020752
8240,-0.088623,1.003906,0.020264
8260,-0.088135,1.007080,0.015625
8280,-0.094238,1.002930,0.021240
8300,-0.092773,1.003418,0.015869
8320,-0.094482,1.000732,0.019775
8340,-0.090332,1.000732,0.018555
8360,-0.096924,1.000488,0.025391
8380,-0.088867,1.003906,0.016357
8400,-0.091797,1.005859,0.019775
8420,-0.093262,1.000977,0.024414
8440,-0.091064,1.003662,0.027832
8460,-0.096924,1.004883,0.018066
8480,-0.090088,1.001953,0.019043
8500,-0.088623,1.001709,0.023682
8520,-0.089844,1.007324,0.024414
8540,-0.092041,1.006592,0.019775
8560,-0.093750,0.997803,0.018799
8580,-0.086670,1.002686,0.019775
8600,-0.093018,1.000977,0.018555
8620,-0.091797,1.003906,0.021973
8640,-0.089111,1.001465,0.016357
8660,-0.093262,1.002686,0.014160
8680,-0.094727,1.005127,0.017578
8701,-0.090088,1.002930,0.020264
8720,-0.093506,1.002197,0.013672
8740,-0.089111,1.009033,0.018066
8760,-0.093506,1.006348,0.020752
8780,-0.093750,1.003662,0.017822
8800,-0.094238,1.000488,0.023438
8820,-0.096924,1.002441,0.020752
8840,-0.093018,1.004639,0.024170
8860,-0.094727,1.003174,0.019531
8880,-0.092041,1.002686,0.021973
8900,-0.088379,1.003906,0.022949
8920,-0.092529,1.005127,0.018555
8940,-0.091797,1.006348,0.015137
8960,-0.095459,1.007324,0.018799
8980,-0.091309,1.003662,0.017822
9000,-0.094238,1.004150,0.017334
9020,-0.094238,0.999512,0.017090
9040,-0.091064,1.000000,0.018311
9060,-0.091553,1.002197,0.017090
9080,-0.090088,1.005615,0.022705
9100,-0.088379,1.003662,0.023193
9120,-0.090088,1.005859,0.021240
9140,-0.091553,0.998047,0.017578
9160,-0.092529,1.007568,0.020264
9180,-0.092773,1.003418,0.021729
9200,-0.090820,1.002930,0.015869
9220,-0.092529,1.009521,0.013184
9240,-0.091064,1.002441,0.016602
9260,-0.091309,1.001709,0.019043
9280,-0.092285,1.002930,0.024170
9300,-0.089600,1.006592,0.018311
9320,-0.085693,1.002441,0.027832
9340,-0.091553,1.004150,0.023438
9360,-0.088623,1.000000,0.017822
9380,-0.094971,1.001221,0.021973
9400,-0.096436,1.017334,0.023682
9420,-0.089111,1.011475,0.023193
9440,-0.102051,0.993164,0.024414
9460,-0.094238,1.022949,0.020752
9480,-0.095459,0.992432,0.021240
9500,-0.090820,1.021729,0.025146
9520,-0.095215,0.985840,0.022217
9540,-0.087158,1.013916,0.025879
9561,-0.091797,1.001709,0.019775
9580,-0.092773,0.996582,0.016113
9600,-0.087891,1.008789,0.019531
9620,-0.096924,0.998047,0.015137
9640,-0.090088,1.005127,0.024170
9661,-0.089844,1.000977,0.020996
9680,-0.090332,1.003174,0.019531
9700,-0.092529,1.009277,0.018311
9720,-0.093994,1.002441,0.022217
9740,-0.088867,1.007813,0.018311
9761,-0.087646,1.001465,0.017090
9780,-0.089355,0.997559,0.020508
9800,-0.089111,1.001221,0.020264
9820,-0.095215,1.027344,0.020264
9840,-0.091309,1.000000,0.017090
9861,-0.086426,1.006836,0.021973
9880,-0.089844,1.003418,0.015625
9900,-0.088623,0.992920,0.022461
9920,-0.095459,1.007813,0.022217
9940,-0.090088,0.997559,0.023193
9961,-0.087158,1.007813,0.019531
9980,-0.092041,1.009766,0.021484
10000,-0.087646,1.003418,0.018555
10020,-0.090332,1.007324,0.018311
10040,-0.093018,1.001221,0.016113
10061,-0.089111,1.005615,0.019043
10080,-0.089844,1.000977,0.023438
10100,-0.092773,1.006104,0.018066
10120,-0.092529,1.005371,0.021729
10140,-0.092529,1.004883,0.020508
10161,-0.090820,1.006348,0.018799
10180,-0.087158,1.006348,0.016846
10200,-0.088379,1.002441,0.013428
10220,-0.086426,1.008057,0.015137
10240,-0.094727,1.005615,0.019775
10261,-0.092285,1.002441,0.022705
10280,-0.088867,1.000977,0.023193
10300,-0.091553,0.996338,0.016357
10320,-0.086670,1.013916,0.018555
10340,-0.103271,0.993652,0.020264
10361,-0.083008,1.020020,0.017334
10380,-0.088379,0.999512,0.013184
10400,-0.089844,0.999756,0.013428
10420,-0.081543,1.003418,0.015869
10440,-0.093506,0.997314,0.018555
10461,-0.090088,1.004395,0.012939
10480,-0.087646,1.004395,0.018799
10500,-0.093750,1.004150,0.018311
10520,-0.093018,1.004150,0.020020
10540,-0.090088,1.000977,0.019531
10561,-0.093018,0.994873,0.018066
10580,-0.088623,1.009521,0.024414
10600,-0.087402,1.003662,0.015869
10620,-0.091553,0.999268,0.021240
10640,-0.088623,1.012451,0.024170
10661,-0.097168,1.004883,0.019287
10680,-0.093994,1.006592,0.020264
10700,-0.090820,0.998291,0.018066
10720,-0.095215,1.000244,0.026367
10740,-0.093506,1.001465,0.016846
10760,-0.090332,1.001221,0.013428
10780,-0.091797,1.017334,0.014893
10800,-0.093506,1.000244,0.018555
10820,-0.089111,1.005859,0.018066
10840,-0.089355,1.006836,0.017334
10860,-0.089355,1.001709,0.023438
10880,-0.089355,1.005615,0.018311
10900,-0.092285,1.006592,0.020752
10920,-0.092285,0.999268,0.017822
10940,-0.091553,1.004883,0.022949
10960,-0.093506,1.001709,0.020508
10980,-0.093506,1.000488,0.021729
11000,-0.092285,1.005371,0.018555
11020,-0.091309,1.006348,0.020264
11040,-0.096191,0.993408,0.012451
11060,-0.086426,1.007080,0.020752
11080,-0.093506,1.004639,0.016846
11100,-0.095947,1.004883,0.019775
11120,-0.089600,1.008057,0.021484
11140,-0.091064,1.002686,0.019287
11161,-0.089844,1.008545,0.021973
11180,-0.090576,1.003174,0.019043
11200,-0.093018,1.008057,0.022705
11220,-0.090820,1.005127,0.017822
11240,-0.089600,1.005615,0.022705
11261,-0.092773,1.004883,0.027344
11280,-0.092285,1.003418,0.022705
11300,-0.091064,1.006104,0.020264
11320,-0.090332,0.999756,0.018555
11340,-0.089600,1.007568,0.022217
11361,-0.092041,1.003906,0.028076
11380,-0.088135,1.004150,0.019287
11400,-0.091064,1.001953,0.021240
11420,-0.092041,1.003418,0.013428
11440,-0.091553,1.004639,0.020508
11461,-0.093994,1.004150,0.015869
11480,-0.091064,1.008545,0.018555
11500,-0.093262,1.003662,0.024170
11520,-0.092041,1.003662,0.021484
11540,-0.090088,1.003662,0.018799
11560,-0.093750,1.003418,0.020752
11580,-0.090820,1.001709,0.017090
11600,-0.093262,1.009521,0.019531
11620,-0.090088,0.999512,0.020752
11640,-0.090332,1.000488,0.020996
11660,-0.090820,1.002197,0.014404
11680,-0.093994,0.999268,0.019043
11700,-0.090332,1.002930,0.020264
11720,-0.091797,1.005859,0.017334
11740,-0.088379,1.000732,0.019531
11760,-0.091309,1.002686,0.024658
11780,-0.090332,1.004395,0.016602
11800,-0.087646,1.003418,0.024414
11820,-0.096436,1.003174,0.018066
11840,-0.090576,1.003662,0.017334
11860,-0.091064,1.005127,0.020996
11880,-0.092285,1.001465,0.021729
11900,-0.090332,1.002197,0.022461
11920,-0.091797,1.004639,0.016846
11940,-0.091553,1.003662,0.019775
11960,-0.091309,1.006104,0.017090
11980,-0.094971,0.999756,0.017334
12000,-0.092041,1.000000,0.023193
12020,-0.087646,1.004395,0.020264
12040,-0.090820,1.003662,0.020996
12060,-0.087646,1.005859,0.015625
12080,-0.092041,1.001709,0.015869
12100,-0.092285,1.005615,0.017822
12120,-0.091064,1.003174,0.028564
12140,-0.091797,1.003418,0.021973
12160,-0.093994,1.004883,0.021729
12180,-0.090820,1.002686,0.018311
12200,-0.087891,1.009277,0.024414
12220,-0.090820,1.007568,0.011963
12240,-0.092285,1.003662,0.017334
12260,-0.083008,1.005371,0.021484
12280,-0.093750,1.006592,0.020020
12300,-0.092041,1.005127,0.020752
12320,-0.090820,0.999268,0.021240
12340,-0.092285,1.005859,0.020020
12360,-0.090332,1.000977,0.026123
12380,-0.091309,1.005127,0.022705
12400,-0.090088,1.003662,0.019287
12421,-0.089600,1.000977,0.017822
12440,-0.093262,1.002441,0.013428
12460,-0.091309,1.004639,0.016113
12480,-0.092529,1.002197,0.021240
12500,-0.094238,1.000000,0.015869
12521,-0.090820,0.999512,0.015869
12540,-0.089355,1.002441,0.022705
12560,-0.093506,1.003174,0.023682
12580,-0.089355,1.001709,0.014648
12600,-0.089600,1.006348,0.026855
12621,-0.092529,1.003174,0.026367
12640,-0.093018,1.004395,0.020264
12660,-0.090088,1.002441,0.025146
12680,-0.087402,1.004639,0.018799
12700,-0.093018,1.000977,0.014160
12721,-0.093018,1.000488,0.021729
12740,-0.093018,1.001465,0.025635
12760,-0.090576,0.998779,0.018066
12780,-0.092041,1.005371,0.020996
12800,-0.090332,1.007568,0.017334
12821,-0.093750,1.004883,0.017822
12840,-0.092529,1.003906,0.020996
12860,-0.094238,1.007080,0.014893
12880,-0.090088,1.003906,0.018555
12900,-0.093750,1.000732,0.011230
12921,-0.092041,1.003418,0.012451
12940,-0.091064,1.002930,0.015625
12960,-0.091553,1.002441,0.016846
12980,-0.089355,1.002441,0.020996
13000,-0.092285,1.002441,0.019775
13021,-0.092529,1.002930,0.024170
13040,-0.090820,1.005127,0.024902
13060,-0.088135,1.004639,0.016357
13080,-0.091797,1.001221,0.025879
13100,-0.088867,1.005859,0.021484
13121,-0.089844,1.001709,0.021240
13140,-0.092529,1.003906,0.022705
13160,-0.088623,1.000977,0.021240
13180,-0.092041,1.002197,0.004150
13200,-0.087891,1.001465,0.018066
13221,-0.090576,1.007080,0.015625
13240,-0.089355,1.003418,0.015625
13260,-0.089111,0.999023,0.016113
13280,-0.089600,1.002930,0.023193
13300,-0.093750,1.001953,0.017334
13321,-0.088379,0.999756,0.018311
13340,-0.090820,1.003418,0.020508
13360,-0.093506,1.005127,0.021240
13380,-0.091309,1.004150,0.016357
13400,-0.089111,1.003906,0.015625
13421,-0.092529,1.000977,0.016113
13440,-0.094482,1.001221,0.022705
13460,-0.093506,1.006348,0.021729
13480,-0.088623,1.002930,0.019043
13500,-0.090576,1.001709,0.020264
13521,-0.088623,1.001953,0.019043
13540,-0.095703,1.002197,0.014404
13560,-0.091309,1.003418,0.024902
13580,-0.091797,1.003906,0.017578
13600,-0.093994,1.003418,0.016113
13621,-0.086914,1.002441,0.024414
13640,-0.092041,1.003662,0.014648
13660,-0.094238,1.003174,0.014893
13680,-0.092041,1.004639,0.021484
13700,-0.093994,1.006104,0.019531
13721,-0.092773,1.002930,0.020508
13740,-0.092529,1.002686,0.018555
13760,-0.089355,1.002686,0.022705
13780,-0.089355,1.006348,0.018311
13800,-0.088867,1.000732,0.019043
13821,-0.089600,1.001709,0.025146
13840,-0.088379,1.002930,0.021729
13860,-0.087646,1.001709,0.021240
13880,-0.089844,1.006348,0.021729
13900,-0.090088,1.003174,0.016846
13921,-0.090576,1.000732,0.017578
13940,-0.090820,1.006836,0.014648
13960,-0.092285,1.002441,0.016357
13980,-0.092529,1.001953,0.017578
14000,-0.093262,1.005615,0.018066
14021,-0.087891,1.004150,0.024658
14040,-0.088623,1.004883,0.025391
14060,-0.091553,1.002686,0.020020
14080,-0.092773,1.005615,0.020752
14100,-0.092529,1.006592,0.019531
14121,-0.092285,1.003662,0.022949
14140,-0.087646,1.003174,0.017334
14160,-0.088135,1.002197,0.021484
14180,-0.090820,1.002197,0.017334
14200,-0.091797,1.006104,0.018799
14221,-0.092529,1.004883,0.017578
14240,-0.094238,1.005371,0.014160
14260,-0.092041,1.004150,0.025391
14280,-0.091553,1.001953,0.019775
14300,-0.093018,1.008301,0.021240
14320,-0.092041,1.004883,0.020264
14340,-0.087402,1.000977,0.021484
14360,-0.092529,1.002441,0.016357
14380,-0.090576,1.001465,0.015869
14400,-0.089844,1.000732,0.019531
14420,-0.092773,1.003906,0.015625
14440,-0.091309,1.005127,0.012939
14460,-0.089355,1.003418,0.024170
14480,-0.088379,1.004395,0.024170
14500,-0.088379,1.003174,0.015625
14520,-0.092041,1.004150,0.021729
