sample,elapsed_s,temp_c
172,17.200,31.000
173,17.300,31.000
174,17.400,31.000
175,17.500,31.000
176,17.600,31.000
177,17.700,31.000
178,17.800,31.000
179,17.901,31.000
180,18.000,31.000
181,18.100,31.000
182,18.200,31.000
183,18.300,31.000
184,18.400,31.000
185,18.500,31.000
186,18.600,31.000
187,18.701,31.000
188,18.800,31.000
189,18.901,31.000
190,19.000,31.000
191,19.100,31.000
192,19.200,31.000
193,19.300,31.000
194,19.400,31.000
195,19.501,31.000
196,19.600,31.000
197,19.701,31.000
198,19.800,31.000
199,19.900,31.000
200,20.000,31.000
201,20.100,31.000
202,20.201,31.000
203,20.301,31.000
204,20.400,31.000
205,20.500,31.000
206,20.600,31.000
207,20.700,31.000
208,20.801,31.000
209,20.900,31.000
210,21.000,31.000
211,21.100,31.000
212,21.200,32.000
213,21.300,31.000
214,21.400,31.000
215,21.501,31.000
216,21.600,31.000
217,21.700,31.000
218,21.800,31.000
219,21.901,31.000
220,22.001,31.000
221,22.100,31.000
222,22.200,31.000
223,22.300,31.000
224,22.400,31.000
225,22.501,31.000
226,22.600,31.000
227,22.700,31.000
228,22.800,31.000
229,22.900,31.000
230,23.001,31.000
231,23.100,31.000
232,23.200,31.000
233,23.300,31.000
234,23.400,31.000
235,23.500,31.000
236,23.601,31.000
237,23.700,31.000
238,23.800,31.000
239,23.900,31.000
240,24.000,31.000
241,24.100,31.000
242,24.200,31.000
243,24.300,31.000
244,24.401,31.000
245,24.500,31.000
246,24.600,31.000
247,24.700,31.000
248,24.801,31.000
249,24.900,31.000
250,25.000,31.000
251,25.100,31.000
252,25.200,31.000
253,25.300,31.000
254,25.400,31.000
255,25.500,31.000
256,25.600,31.000
257,25.701,31.000
258,25.800,31.000
259,25.900,31.000
260,26.001,31.000
261,26.100,31.000
262,26.200,31.000
263,26.300,31.000
264,26.400,31.000
265,26.500,31.000
266,26.601,31.000
267,26.700,31.000
268,26.800,31.000
269,26.900,31.000
270,27.001,31.000
271,27.100,31.000
272,27.201,31.000
273,27.300,31.000
274,27.400,31.000
275,27.501,31.000
276,27.600,31.000
277,27.700,31.000
278,27.800,31.000
279,27.901,31.000
280,28.000,31.000
281,28.100,31.000
282,28.200,31.000
283,28.300,31.000
284,28.401,31.000
285,28.500,31.000
286,28.600,31.000
287,28.700,31.000
288,28.800,31.000
289,28.900,31.000
290,29.000,31.000
291,29.101,31.000
292,29.201,31.000
293,29.300,31.000
294,29.400,31.000
295,29.500,31.000
296,29.601,31.000
297,29.700,31.000
298,29.800,31.000
299,29.900,31.000
300,30.000,31.000
301,30.101,31.000
302,30.201,31.000
303,30.300,31.000
304,30.400,31.000
305,30.500,31.000
306,30.600,31.000
307,30.701,31.000
308,30.800,31.000
309,30.900,31.000
310,31.000,31.000
311,31.100,31.000
312,31.200,31.000
313,31.300,31.000
314,31.400,31.000
315,31.501,31.000
316,31.600,31.000
317,31.700,31.000
318,31.800,31.000
319,31.901,31.000
320,32.000,31.000
321,32.100,31.000
322,32.200,31.000
323,32.300,31.000
324,32.400,31.000
325,32.500,31.000
326,32.600,31.000
327,32.701,31.000
328,32.800,31.000
329,32.900,31.000
330,33.000,31.000
331,33.100,31.000
332,33.200,31.000
333,33.300,31.000
334,33.400,31.000
335,33.501,31.000
336,33.600,31.000
337,33.700,32.000
338,33.800,31.000
339,33.901,31.000
340,34.000,31.000
341,34.100,31.000
342,34.200,31.000
343,34.301,31.000
344,34.400,31.000
345,34.501,31.000
346,34.600,31.000
347,34.700,31.000
348,34.800,31.000
349,34.900,31.000
350,35.001,31.000
351,35.100,31.000
