sample,elapsed_s,temp_c
4055,405.500,33.000
4056,405.600,33.000
4057,405.700,33.000
4058,405.801,33.000
4059,405.900,33.000
4060,406.000,33.000
4061,406.100,33.000
4062,406.201,33.000
4063,406.300,33.000
4064,406.400,33.000
4065,406.500,33.000
4066,406.601,33.000
4067,406.700,33.000
4068,406.800,33.000
4069,406.900,33.000
4070,407.000,33.000
4071,407.100,33.000
4072,407.200,33.000
4073,407.300,33.000
4074,407.401,33.000
4075,407.500,33.000
4076,407.601,33.000
4077,407.700,33.000
4078,407.801,33.000
4079,407.900,33.000
4080,408.001,33.000
4081,408.100,33.000
4082,408.200,33.000
4083,408.300,33.000
4084,408.401,33.000
4085,408.500,33.000
4086,408.601,33.000
4087,408.700,33.000
4088,408.800,33.000
4089,408.900,33.000
4090,409.001,33.000
4091,409.100,33.000
4092,409.200,33.000
4093,409.300,33.000
4094,409.401,33.000
4095,409.500,33.000
4096,409.600,33.000
4097,409.700,33.000
4098,409.801,33.000
4099,409.900,33.000
4100,410.000,33.000
4101,410.100,33.000
4102,410.200,33.000
4103,410.300,33.000
4104,410.401,33.000
4105,410.500,33.000
4106,410.600,33.000
4107,410.700,33.000
4108,410.800,33.000
4109,410.900,32.000
4110,411.000,33.000
4111,411.101,33.000
4112,411.201,33.000
4113,411.300,33.000
4114,411.401,33.000
4115,411.500,33.000
4116,411.601,33.000
4117,411.700,33.000
4118,411.800,33.000
4119,411.900,33.000
4120,412.000,33.000
4121,412.100,33.000
4122,412.200,33.000
4123,412.300,33.000
4124,412.400,33.000
4125,412.500,33.000
4126,412.601,33.000
4127,412.700,33.000
4128,412.801,33.000
4129,412.900,33.000
4130,413.001,33.000
4131,413.100,33.000
4132,413.200,33.000
4133,413.300,33.000
4134,413.400,33.000
4135,413.500,33.000
4136,413.600,33.000
4137,413.700,33.000
4138,413.801,33.000
4139,413.900,33.000
4140,414.001,33.000
4141,414.100,33.000
4142,414.200,33.000
4143,414.300,33.000
4144,414.400,33.000
4145,414.500,33.000
4146,414.601,33.000
4147,414.700,33.000
4148,414.800,33.000
4149,414.900,33.000
4150,415.001,33.000
4151,415.100,33.000
4152,415.200,33.000
4153,415.300,33.000
4154,415.400,33.000
4155,415.500,33.000
4156,415.600,33.000
4157,415.700,33.000
4158,415.801,33.000
4159,415.900,33.000
4160,416.000,32.000
4161,416.100,33.000
4162,416.200,33.000
4163,416.300,33.000
4164,416.400,33.000
4165,416.500,33.000
4166,416.601,33.000
4167,416.700,33.000
4168,416.800,33.000
4169,416.900,33.000
4170,417.001,33.000
4171,417.100,33.000
4172,417.200,33.000
4173,417.301,33.000
4174,417.400,33.000
4175,417.500,33.000
4176,417.600,33.000
4177,417.700,33.000
4178,417.801,33.000
4179,417.900,33.000
4180,418.001,33.000
4181,418.100,33.000
4182,418.200,33.000
4183,418.300,33.000
4184,418.400,33.000
4185,418.500,33.000
4186,418.600,32.000
4187,418.700,33.000
4188,418.800,33.000
4189,418.900,33.000
4190,419.001,33.000
4191,419.100,33.000
4192,419.200,33.000
4193,419.301,33.000
4194,419.400,33.000
4195,419.500,33.000
4196,419.600,32.000
4197,419.700,33.000
4198,419.801,33.000
4199,419.900,33.000
4200,420.000,33.000
4201,420.100,33.000
4202,420.200,33.000
4203,420.300,33.000
4204,420.400,33.000
4205,420.501,33.000
4206,420.600,33.000
4207,420.700,33.000
4208,420.800,33.000
4209,420.900,33.000
4210,421.000,33.000
4211,421.100,33.000
4212,421.200,33.000
4213,421.301,33.000
4214,421.400,33.000
4215,421.500,33.000
4216,421.600,33.000
4217,421.701,33.000
4218,421.800,33.000
4219,421.900,33.000
4220,422.000,33.000
4221,422.100,33.000
4222,422.200,33.000
4223,422.300,33.000
4224,422.400,33.000
4225,422.501,33.000
4226,422.600,33.000
4227,422.700,33.000
4228,422.800,33.000
4229,422.900,33.000
4230,423.000,33.000
4231,423.100,33.000
4232,423.200,33.000
4233,423.301,33.000
4234,423.400,33.000
4235,423.501,33.000
4236,423.600,33.000
4237,423.701,33.000
4238,423.800,33.000
4239,423.901,33.000
4240,424.000,33.000
4241,424.100,33.000
4242,424.200,33.000
4243,424.300,33.000
4244,424.400,33.000
4245,424.501,33.000
4246,424.600,33.000
4247,424.700,33.000
4248,424.800,33.000
4249,424.900,32.000
4250,425.000,33.000
4251,425.100,33.000
4252,425.200,33.000
4253,425.301,33.000
4254,425.400,33.000
4255,425.500,33.000
4256,425.600,33.000
4257,425.701,33.000
4258,425.800,33.000
4259,425.900,33.000
4260,426.000,33.000
4261,426.100,33.000
4262,426.200,33.000
4263,426.300,33.000
4264,426.400,32.000
4265,426.501,33.000
4266,426.600,33.000
4267,426.700,33.000
4268,426.800,33.000
4269,426.901,32.000
4270,427.000,33.000
4271,427.100,33.000
4272,427.200,33.000
4273,427.301,33.000
4274,427.400,33.000
4275,427.500,33.000
4276,427.601,33.000
4277,427.700,33.000
4278,427.800,33.000
4279,427.900,33.000
4280,428.000,33.000
4281,428.100,33.000
4282,428.200,33.000
4283,428.300,33.000
4284,428.400,33.000
4285,428.500,33.000
4286,428.600,33.000
4287,428.701,32.000
4288,428.800,33.000
4289,428.900,33.000
4290,429.000,33.000
4291,429.101,33.000
4292,429.200,33.000
4293,429.300,33.000
4294,429.400,33.000
4295,429.500,33.000
4296,429.600,33.000
4297,429.701,33.000
4298,429.800,33.000
4299,429.900,33.000
4300,430.000,33.000
4301,430.101,33.000
4302,430.200,33.000
4303,430.300,33.000
4304,430.400,33.000
4305,430.500,33.000
4306,430.600,33.000
4307,430.700,33.000
4308,430.800,33.000
4309,430.900,33.000
4310,431.000,33.000
4311,431.101,33.000
4312,431.200,33.000
4313,431.300,33.000
4314,431.400,33.000
4315,431.500,33.000
4316,431.600,33.000
4317,431.701,33.000
4318,431.800,33.000
4319,431.900,33.000
4320,432.000,33.000
4321,432.100,33.000
4322,432.201,33.000
4323,432.300,33.000
4324,432.400,33.000
4325,432.500,33.000
4326,432.601,33.000
4327,432.700,33.000
4328,432.800,33.000
4329,432.900,33.000
4330,433.000,33.000
4331,433.101,33.000
4332,433.200,33.000
4333,433.300,33.000
4334,433.400,33.000
4335,433.500,33.000
4336,433.600,33.000
4337,433.700,33.000
4338,433.800,33.000
4339,433.900,33.000
4340,434.000,33.000
4341,434.101,33.000
4342,434.201,33.000
4343,434.300,33.000
4344,434.400,33.000
4345,434.500,33.000
4346,434.601,33.000
4347,434.700,33.000
4348,434.800,33.000
4349,434.900,32.000
4350,435.000,33.000
4351,435.101,33.000
4352,435.201,33.000
4353,435.300,33.000
4354,435.400,33.000
4355,435.500,32.000
4356,435.600,33.000
4357,435.701,33.000
4358,435.800,33.000
4359,435.900,33.000
4360,436.000,33.000
4361,436.101,33.000
4362,436.200,33.000
4363,436.300,33.000
4364,436.400,33.000
4365,436.500,33.000
4366,436.601,33.000
4367,436.700,32.000
4368,436.800,33.000
4369,436.900,33.000
4370,437.000,33.000
4371,437.100,33.000
4372,437.200,33.000
4373,437.300,33.000
4374,437.400,33.000
4375,437.500,33.000
4376,437.600,33.000
4377,437.700,33.000
4378,437.800,32.000
4379,437.900,33.000
4380,438.000,33.000
4381,438.101,33.000
4382,438.201,33.000
4383,438.300,33.000
4384,438.400,33.000
4385,438.500,33.000
4386,438.601,33.000
4387,438.700,33.000
4388,438.800,33.000
4389,438.900,33.000
4390,439.000,33.000
4391,439.101,33.000
4392,439.200,33.000
4393,439.300,33.000
4394,439.401,33.000
4395,439.500,33.000
4396,439.600,33.000
4397,439.700,33.000
4398,439.801,33.000
4399,439.900,33.000
4400,440.000,33.000
4401,440.101,33.000
4402,440.200,33.000
4403,440.301,33.000
4404,440.400,33.000
4405,440.501,33.000
4406,440.600,33.000
4407,440.700,33.000
4408,440.800,33.000
4409,440.900,33.000
4410,441.000,33.000
4411,441.282,33.000
4412,441.332,33.000
4413,441.338,33.000
4414,441.400,33.000
4415,441.500,33.000
4416,441.601,33.000
4417,441.700,33.000
4418,441.800,33.000
4419,441.900,33.000
4420,442.000,33.000
4421,442.101,33.000
4422,442.200,33.000
4423,442.300,33.000
4424,442.401,32.000
4425,442.500,33.000
4426,442.600,33.000
4427,442.700,33.000
4428,442.801,33.000
4429,442.900,33.000
4430,443.000,33.000
4431,443.101,33.000
4432,443.201,33.000
4433,443.300,33.000
4434,443.400,33.000
4435,443.500,33.000
4436,443.601,33.000
4437,443.700,33.000
4438,443.801,33.000
4439,443.900,33.000
4440,444.000,33.000
4441,444.100,33.000
4442,444.200,33.000
4443,444.300,33.000
4444,444.400,33.000
4445,444.500,33.000
4446,444.601,33.000
4447,444.700,33.000
4448,444.801,33.000
4449,444.900,33.000
4450,445.001,33.000
4451,445.100,33.000
4452,445.201,33.000
4453,445.300,33.000
4454,445.400,33.000
4455,445.500,33.000
4456,445.601,33.000
4457,445.700,33.000
4458,445.800,33.000
4459,445.900,33.000
4460,446.001,33.000
4461,446.100,33.000
4462,446.200,33.000
4463,446.300,33.000
4464,446.400,33.000
4465,446.500,33.000
4466,446.601,33.000
4467,446.700,33.000
4468,446.800,33.000
4469,446.900,33.000
4470,447.001,33.000
4471,447.100,33.000
4472,447.201,33.000
4473,447.300,33.000
4474,447.400,33.000
4475,447.500,33.000
4476,447.601,33.000
4477,447.700,33.000
4478,447.800,33.000
4479,447.900,33.000
4480,448.001,33.000
4481,448.100,33.000
4482,448.200,33.000
4483,448.300,33.000
4484,448.400,33.000
4485,448.500,33.000
4486,448.600,33.000
4487,448.700,33.000
4488,448.800,33.000
4489,448.900,33.000
4490,449.001,33.000
4491,449.100,33.000
4492,449.200,33.000
4493,449.301,33.000
4494,449.400,33.000
4495,449.500,33.000
4496,449.600,33.000
4497,449.700,33.000
4498,449.801,33.000
4499,449.900,33.000
4500,450.000,33.000
4501,450.100,33.000
4502,450.200,33.000
4503,450.300,33.000
4504,450.400,33.000
4505,450.500,33.000
4506,450.600,33.000
4507,450.700,33.000
4508,450.800,33.000
4509,450.900,33.000
4510,451.001,33.000
4511,451.100,33.000
4512,451.200,33.000
4513,451.300,33.000
4514,451.400,33.000
4515,451.500,33.000
4516,451.600,33.000
4517,451.701,33.000
4518,451.801,33.000
4519,451.900,33.000
4520,452.001,33.000
4521,452.100,33.000
4522,452.200,33.000
4523,452.300,33.000
4524,452.400,33.000
4525,452.500,33.000
4526,452.600,33.000
4527,452.700,33.000
4528,452.801,33.000
4529,452.900,33.000
4530,453.000,33.000
4531,453.100,33.000
4532,453.200,33.000
4533,453.301,33.000
4534,453.400,33.000
4535,453.500,33.000
4536,453.600,33.000
4537,453.701,33.000
4538,453.800,33.000
4539,453.900,33.000
4540,454.000,33.000
4541,454.100,33.000
4542,454.200,33.000
4543,454.300,33.000
4544,454.400,32.000
4545,454.501,33.000
4546,454.600,33.000
4547,454.700,33.000
4548,454.800,33.000
4549,454.900,33.000
4550,455.000,33.000
4551,455.100,33.000
4552,455.200,33.000
4553,455.301,33.000
4554,455.400,33.000
4555,455.500,33.000
4556,455.600,33.000
4557,455.701,33.000
4558,455.800,33.000
4559,455.900,33.000
4560,456.000,33.000
4561,456.100,33.000
4562,456.200,33.000
4563,456.300,33.000
4564,456.400,33.000
4565,456.501,33.000
4566,456.600,33.000
4567,456.700,33.000
4568,456.800,33.000
4569,456.901,33.000
4570,457.000,33.000
4571,457.100,33.000
4572,457.200,33.000
4573,457.300,33.000
4574,457.400,33.000
4575,457.500,33.000
4576,457.600,33.000
4577,457.701,33.000
4578,457.800,33.000
4579,457.900,33.000
4580,458.000,33.000
4581,458.100,33.000
4582,458.200,33.000
4583,458.300,33.000
4584,458.400,33.000
4585,458.501,33.000
4586,458.600,33.000
4587,458.700,33.000
4588,458.800,33.000
4589,458.901,33.000
4590,459.000,33.000
4591,459.100,33.000
4592,459.200,33.000
4593,459.301,33.000
4594,459.400,33.000
4595,459.500,33.000
4596,459.600,33.000
4597,459.701,33.000
4598,459.800,33.000
4599,459.900,33.000
4600,460.000,33.000
4601,460.100,33.000
4602,460.200,33.000
4603,460.300,33.000
4604,460.400,33.000
4605,460.500,33.000
4606,460.600,33.000
4607,460.701,33.000
4608,460.800,33.000
4609,460.900,33.000
4610,461.000,33.000
4611,461.100,33.000
4612,461.200,33.000
4613,461.301,33.000
4614,461.400,33.000
4615,461.500,33.000
4616,461.600,33.000
4617,461.701,33.000
4618,461.800,33.000
4619,461.900,33.000
4620,462.000,33.000
4621,462.100,33.000
4622,462.200,33.000
4623,462.301,33.000
4624,462.400,33.000
4625,462.500,33.000
4626,462.600,33.000
4627,462.701,33.000
4628,462.800,33.000
4629,462.900,33.000
4630,463.000,33.000
4631,463.100,33.000
4632,463.200,32.000
4633,463.300,33.000
4634,463.400,33.000
4635,463.501,33.000
4636,463.600,33.000
4637,463.700,33.000
4638,463.800,33.000
4639,463.901,33.000
4640,464.000,33.000
4641,464.100,33.000
4642,464.200,33.000
4643,464.300,33.000
4644,464.400,33.000
4645,464.501,33.000
4646,464.600,33.000
4647,464.700,33.000
4648,464.800,33.000
4649,464.901,32.000
4650,465.000,33.000
4651,465.100,33.000
4652,465.200,33.000
4653,465.300,33.000
4654,465.400,33.000
4655,465.501,33.000
4656,465.600,33.000
4657,465.700,33.000
4658,465.800,33.000
4659,465.901,33.000
4660,466.000,33.000
4661,466.100,33.000
4662,466.200,33.000
4663,466.301,33.000
4664,466.400,33.000
4665,466.500,33.000
4666,466.600,33.000
4667,466.701,33.000
4668,466.800,33.000
4669,466.900,33.000
4670,467.000,33.000
4671,467.100,33.000
4672,467.200,33.000
4673,467.300,33.000
4674,467.400,33.000
4675,467.500,33.000
4676,467.600,33.000
4677,467.701,33.000
4678,467.800,33.000
4679,467.900,33.000
4680,468.000,33.000
4681,468.100,33.000
4682,468.200,33.000
4683,468.300,33.000
4684,468.400,33.000
4685,468.500,33.000
4686,468.600,33.000
4687,468.700,33.000
4688,468.800,33.000
4689,468.901,33.000
4690,469.000,33.000
4691,469.100,33.000
4692,469.200,33.000
4693,469.300,33.000
4694,469.400,33.000
4695,469.500,33.000
4696,469.600,33.000
4697,469.700,33.000
4698,469.800,33.000
4699,469.900,33.000
4700,470.000,33.000
4701,470.101,33.000
4702,470.200,33.000
4703,470.300,33.000
4704,470.400,33.000
4705,470.500,33.000
4706,470.600,33.000
4707,470.701,33.000
4708,470.800,33.000
4709,470.900,33.000
4710,471.000,33.000
4711,471.100,33.000
4712,471.201,33.000
4713,471.300,33.000
4714,471.400,33.000
4715,471.500,33.000
4716,471.600,33.000
4717,471.701,33.000
4718,471.800,33.000
4719,471.901,33.000
4720,472.000,33.000
4721,472.100,32.000
4722,472.200,33.000
4723,472.300,33.000
4724,472.401,33.000
4725,472.500,33.000
4726,472.600,33.000
4727,472.700,33.000
4728,472.800,33.000
4729,472.900,33.000
4730,473.000,33.000
4731,473.101,33.000
4732,473.200,33.000
4733,473.300,33.000
4734,473.400,33.000
4735,473.500,33.000
4736,473.600,33.000
4737,473.700,33.000
4738,473.800,33.000
4739,473.901,33.000
4740,474.000,33.000
4741,474.100,33.000
4742,474.201,33.000
4743,474.300,33.000
4744,474.401,33.000
4745,474.500,33.000
4746,474.600,33.000
4747,474.700,33.000
4748,474.800,33.000
4749,474.900,33.000
4750,475.000,33.000
4751,475.100,33.000
4752,475.200,33.000
4753,475.300,33.000
4754,475.401,33.000
4755,475.500,33.000
4756,475.600,32.000
4757,475.700,33.000
4758,475.800,33.000
4759,475.901,33.000
4760,476.000,33.000
4761,476.100,33.000
4762,476.200,33.000
4763,476.300,33.000
4764,476.401,33.000
4765,476.500,33.000
4766,476.600,33.000
4767,476.700,33.000
4768,476.801,33.000
4769,476.900,33.000
4770,477.000,33.000
4771,477.100,33.000
4772,477.200,33.000
4773,477.300,33.000
4774,477.401,33.000
4775,477.500,33.000
4776,477.600,33.000
4777,477.700,33.000
4778,477.800,33.000
4779,477.900,33.000
4780,478.000,33.000
4781,478.101,33.000
4782,478.200,33.000
4783,478.300,33.000
4784,478.400,33.000
4785,478.500,33.000
4786,478.600,33.000
4787,478.700,33.000
4788,478.800,33.000
4789,478.900,33.000
4790,479.001,33.000
4791,479.100,33.000
4792,479.201,33.000
4793,479.300,33.000
4794,479.400,33.000
4795,479.500,33.000
4796,479.601,33.000
4797,479.700,33.000
4798,479.800,33.000
4799,479.900,33.000
4800,480.001,33.000
4801,480.100,33.000
4802,480.200,33.000
4803,480.300,33.000
4804,480.401,33.000
4805,480.500,33.000
4806,480.600,33.000
4807,480.700,33.000
4808,480.801,33.000
4809,480.900,33.000
4810,481.000,33.000
4811,481.100,33.000
4812,481.201,33.000
4813,481.300,33.000
4814,481.401,33.000
4815,481.500,33.000
4816,481.600,33.000
4817,481.700,33.000
4818,481.800,33.000
4819,481.900,33.000
4820,482.000,33.000
4821,482.101,33.000
4822,482.201,33.000
4823,482.300,33.000
4824,482.400,33.000
4825,482.500,33.000
4826,482.601,33.000
4827,482.700,33.000
4828,482.800,33.000
4829,482.900,33.000
4830,483.000,33.000
4831,483.100,33.000
4832,483.200,33.000
4833,483.300,33.000
4834,483.401,33.000
4835,483.500,33.000
4836,483.601,33.000
4837,483.700,33.000
4838,483.801,33.000
4839,483.900,33.000
4840,484.000,33.000
4841,484.100,33.000
4842,484.201,33.000
4843,484.300,33.000
4844,484.400,33.000
4845,484.500,33.000
4846,484.601,33.000
4847,484.700,33.000
4848,484.801,33.000
4849,484.900,33.000
4850,485.001,33.000
4851,485.100,33.000
4852,485.200,33.000
4853,485.300,33.000
4854,485.400,33.000
4855,485.500,33.000
4856,485.601,33.000
4857,485.700,33.000
4858,485.800,33.000
4859,485.900,33.000
4860,486.001,33.000
4861,486.100,33.000
4862,486.201,33.000
4863,486.300,33.000
4864,486.400,33.000
4865,486.500,33.000
4866,486.601,33.000
4867,486.700,33.000
4868,486.800,33.000
4869,486.900,33.000
4870,487.001,33.000
4871,487.100,33.000
4872,487.200,33.000
4873,487.300,33.000
4874,487.400,33.000
4875,487.500,33.000
4876,487.600,33.000
4877,487.700,33.000
4878,487.800,33.000
4879,487.900,33.000
4880,488.001,33.000
4881,488.100,33.000
4882,488.200,33.000
4883,488.301,33.000
4884,488.400,33.000
4885,488.500,33.000
4886,488.600,33.000
4887,488.700,33.000
4888,488.801,33.000
4889,488.900,33.000
4890,489.000,33.000
4891,489.100,33.000
4892,489.200,33.000
4893,489.301,33.000
4894,489.400,33.000
4895,489.501,33.000
4896,489.600,33.000
4897,489.701,33.000
4898,489.800,33.000
4899,489.900,33.000
4900,490.000,33.000
4901,490.100,33.000
4902,490.200,33.000
4903,490.301,33.000
4904,490.400,33.000
4905,490.500,33.000
4906,490.600,33.000
4907,490.700,33.000
4908,490.800,33.000
4909,490.900,33.000
4910,491.000,33.000
4911,491.100,33.000
4912,491.200,33.000
4913,491.300,33.000
4914,491.400,33.000
4915,491.501,33.000
4916,491.600,33.000
4917,491.700,33.000
4918,491.800,33.000
4919,491.900,33.000
4920,492.001,33.000
4921,492.100,33.000
4922,492.200,33.000
4923,492.301,33.000
4924,492.400,33.000
4925,492.500,33.000
4926,492.600,33.000
4927,492.700,33.000
4928,492.800,33.000
4929,492.900,33.000
4930,493.001,33.000
4931,493.100,33.000
4932,493.200,33.000
4933,493.301,33.000
4934,493.400,33.000
4935,493.501,33.000
4936,493.600,33.000
4937,493.700,33.000
4938,493.800,33.000
4939,493.900,33.000
4940,494.000,33.000
4941,494.100,33.000
4942,494.200,33.000
4943,494.301,33.000
4944,494.400,33.000
4945,494.501,33.000
4946,494.600,33.000
4947,494.701,33.000
4948,494.800,33.000
4949,494.901,33.000
4950,495.000,33.000
4951,495.100,33.000
4952,495.200,33.000
4953,495.301,33.000
4954,495.400,33.000
4955,495.500,33.000
4956,495.600,33.000
4957,495.700,33.000
4958,495.800,33.000
4959,495.900,33.000
4960,496.000,33.000
4961,496.100,34.000
4962,496.200,34.000
4963,496.301,34.000
4964,496.400,33.000
4965,496.500,33.000
4966,496.600,33.000
4967,496.701,34.000
4968,496.800,34.000
4969,496.900,33.000
4970,497.000,34.000
4971,497.100,34.000
4972,497.200,34.000
4973,497.300,34.000
4974,497.400,34.000
4975,497.501,34.000
4976,497.600,34.000
4977,497.700,34.000
4978,497.800,34.000
4979,497.901,34.000
4980,498.000,34.000
4981,498.100,34.000
4982,498.200,34.000
4983,498.301,34.000
4984,498.400,34.000
4985,498.500,34.000
4986,498.600,34.000
4987,498.701,34.000
4988,498.800,34.000
4989,498.900,34.000
4990,499.000,34.000
4991,499.100,34.000
4992,499.200,34.000
4993,499.300,34.000
4994,499.400,34.000
4995,499.501,34.000
4996,499.601,34.000
4997,499.701,34.000
4998,499.801,34.000
4999,499.900,34.000
5000,500.000,34.000
5001,500.100,34.000
5002,500.200,34.000
5003,500.301,34.000
5004,500.400,34.000
5005,500.500,34.000
5006,500.600,34.000
5007,500.701,34.000
5008,500.800,35.000
5009,500.900,34.000
5010,501.000,34.000
5011,501.100,34.000
5012,501.200,34.000
5013,501.300,34.000
5014,501.400,34.000
5015,501.500,34.000
5016,501.600,34.000
5017,501.700,35.000
5018,501.800,35.000
5019,501.900,34.000
5020,502.001,35.000
5021,502.100,34.000
5022,502.200,35.000
5023,502.300,35.000
5024,502.400,35.000
5025,502.500,35.000
5026,502.600,35.000
5027,502.701,34.000
5028,502.800,35.000
5029,502.900,35.000
5030,503.000,35.000
5031,503.282,35.000
5032,503.332,35.000
5033,503.339,35.000
5034,503.400,35.000
5035,503.500,35.000
5036,503.600,35.000
5037,503.700,35.000
5038,503.800,35.000
5039,503.901,35.000
5040,504.000,35.000
5041,504.101,35.000
5042,504.200,35.000
5043,504.300,35.000
5044,504.400,35.000
5045,504.500,35.000
5046,504.600,35.000
5047,504.701,35.000
5048,504.800,35.000
5049,504.900,35.000
5050,505.001,35.000
5051,505.100,35.000
5052,505.200,35.000
5053,505.300,35.000
5054,505.400,35.000
5055,505.500,35.000
5056,505.600,35.000
5057,505.700,35.000
5058,505.800,35.000
5059,505.901,36.000
5060,506.000,35.000
5061,506.101,36.000
5062,506.200,35.000
5063,506.300,36.000
5064,506.400,36.000
5065,506.500,36.000
5066,506.600,36.000
5067,506.700,36.000
5068,506.800,36.000
5069,506.900,36.000
5070,507.000,36.000
5071,507.101,36.000
5072,507.200,36.000
5073,507.300,36.000
5074,507.400,36.000
5075,507.500,36.000
5076,507.600,36.000
5077,507.700,36.000
5078,507.800,36.000
5079,507.901,36.000
5080,508.000,36.000
5081,508.101,36.000
5082,508.201,36.000
5083,508.300,36.000
5084,508.400,36.000
5085,508.500,36.000
5086,508.601,36.000
5087,508.700,36.000
5088,508.800,36.000
5089,508.900,36.000
5090,509.000,36.000
5091,509.101,36.000
5092,509.200,36.000
5093,509.300,36.000
5094,509.401,36.000
5095,509.500,36.000
5096,509.600,36.000
5097,509.700,36.000
5098,509.800,36.000
5099,509.900,36.000
5100,510.000,36.000
5101,510.101,36.000
5102,510.201,36.000
5103,510.300,37.000
5104,510.400,36.000
5105,510.500,36.000
5106,510.601,37.000
5107,510.700,37.000
5108,510.800,37.000
5109,510.900,37.000
5110,511.000,37.000
5111,511.101,36.000
5112,511.200,37.000
5113,511.300,37.000
5114,511.401,37.000
5115,511.500,37.000
5116,511.600,37.000
5117,511.700,37.000
5118,511.800,37.000
5119,511.900,37.000
5120,512.000,37.000
5121,512.101,37.000
5122,512.201,37.000
5123,512.300,37.000
5124,512.400,37.000
5125,512.500,37.000
5126,512.601,37.000
5127,512.700,37.000
5128,512.800,37.000
5129,512.900,37.000
5130,513.000,37.000
5131,513.100,37.000
5132,513.200,37.000
5133,513.300,37.000
5134,513.400,37.000
5135,513.500,37.000
5136,513.600,37.000
5137,513.700,37.000
5138,513.800,37.000
5139,513.900,37.000
5140,514.000,36.000
5141,514.101,37.000
5142,514.201,37.000
5143,514.300,37.000
5144,514.400,37.000
5145,514.500,37.000
5146,514.600,37.000
5147,514.700,37.000
5148,514.800,37.000
5149,514.900,37.000
5150,515.000,37.000
5151,515.101,37.000
5152,515.200,37.000
5153,515.300,37.000
5154,515.400,37.000
5155,515.500,37.000
5156,515.601,37.000
5157,515.700,37.000
5158,515.801,37.000
5159,515.900,37.000
5160,516.000,37.000
5161,516.101,37.000
5162,516.201,37.000
5163,516.300,37.000
5164,516.400,37.000
5165,516.500,37.000
5166,516.601,37.000
5167,516.700,37.000
5168,516.800,37.000
5169,516.900,37.000
5170,517.001,37.000
5171,517.100,37.000
5172,517.200,37.000
5173,517.300,37.000
5174,517.400,37.000
5175,517.500,37.000
5176,517.600,37.000
5177,517.700,37.000
5178,517.800,37.000
5179,517.900,37.000
5180,518.001,37.000
5181,518.100,37.000
5182,518.200,37.000
5183,518.300,37.000
5184,518.400,37.000
5185,518.500,37.000
5186,518.600,37.000
5187,518.700,37.000
5188,518.801,37.000
5189,518.900,37.000
5190,519.000,37.000
5191,519.100,37.000
5192,519.200,37.000
5193,519.300,37.000
5194,519.400,37.000
5195,519.500,37.000
5196,519.600,37.000
5197,519.700,37.000
5198,519.801,37.000
5199,519.900,37.000
5200,520.001,37.000
5201,520.100,37.000
5202,520.200,37.000
5203,520.301,37.000
5204,520.400,37.000
5205,520.500,37.000
5206,520.600,37.000
5207,520.700,37.000
5208,520.800,37.000
5209,520.900,37.000
5210,521.000,37.000
5211,521.100,37.000
5212,521.200,37.000
5213,521.300,37.000
5214,521.400,37.000
5215,521.500,37.000
5216,521.600,37.000
5217,521.700,37.000
5218,521.801,37.000
5219,521.900,37.000
5220,522.000,37.000
5221,522.101,37.000
5222,522.200,37.000
5223,522.300,37.000
5224,522.400,37.000
5225,522.500,37.000
5226,522.601,37.000
5227,522.700,37.000
5228,522.800,37.000
5229,522.900,37.000
5230,523.001,37.000
5231,523.100,37.000
5232,523.201,37.000
5233,523.300,37.000
5234,523.400,37.000
5235,523.500,37.000
5236,523.601,37.000
5237,523.700,37.000
5238,523.801,37.000
5239,523.900,37.000
5240,524.001,37.000
5241,524.100,37.000
5242,524.200,37.000
5243,524.300,37.000
5244,524.400,37.000
5245,524.500,37.000
5246,524.600,37.000
5247,524.700,37.000
5248,524.800,37.000
5249,524.900,37.000
5250,525.001,37.000
5251,525.100,37.000
5252,525.200,37.000
5253,525.301,37.000
5254,525.400,37.000
5255,525.500,37.000
5256,525.600,37.000
5257,525.700,37.000
5258,525.801,37.000
5259,525.900,37.000
5260,526.000,37.000
5261,526.100,37.000
5262,526.200,37.000
5263,526.300,37.000
5264,526.400,37.000
5265,526.500,37.000
5266,526.600,37.000
5267,526.700,37.000
5268,526.800,37.000
5269,526.900,37.000
5270,527.001,37.000
5271,527.100,37.000
5272,527.200,37.000
5273,527.301,38.000
5274,527.400,37.000
5275,527.500,37.000
5276,527.600,37.000
5277,527.700,37.000
5278,527.800,37.000
5279,527.900,37.000
5280,528.000,37.000
5281,528.100,37.000
5282,528.200,37.000
5283,528.300,37.000
5284,528.400,37.000
5285,528.500,37.000
5286,528.600,37.000
5287,528.700,37.000
5288,528.801,37.000
5289,528.900,37.000
5290,529.001,38.000
5291,529.100,37.000
5292,529.200,37.000
5293,529.301,37.000
5294,529.400,37.000
5295,529.500,37.000
5296,529.600,37.000
5297,529.701,37.000
5298,529.800,37.000
5299,529.900,37.000
5300,530.000,37.000
5301,530.100,37.000
5302,530.200,37.000
5303,530.300,37.000
5304,530.400,37.000
5305,530.501,37.000
5306,530.600,37.000
5307,530.700,37.000
5308,530.800,37.000
5309,530.900,37.000
5310,531.000,37.000
5311,531.100,37.000
5312,531.200,37.000
5313,531.301,37.000
5314,531.400,37.000
5315,531.500,37.000
5316,531.600,37.000
5317,531.701,37.000
5318,531.800,37.000
5319,531.900,37.000
5320,532.000,37.000
5321,532.100,37.000
5322,532.200,37.000
5323,532.300,37.000
5324,532.400,37.000
5325,532.501,37.000
