item,value,unit,note
source_file,gps_nmea_esp32_0002.txt,,
nmea_count,6335,,
valid_points,48,,
valid_rmc,48,,
valid_gga,47,,
duration_s,45.524,s,
track_distance_m,176.3559985096097,m,
mean_speed_mps,3.873912628714737,m/s,
satellites_mean,5.702127659574468,,
satellites_max,6,,
hdop_mean,1.9882978723404257,,
alt_min_m,24.7,m,
alt_max_m,45.2,m,
lat_min,26.033704166666666,,
lat_max,26.035203499999998,,
lon_min,119.19190083333334,,
lon_max,119.19223099999999,,
