# ESP32 offline IMU GPS sync logger
# log_path,/imu_gps_logs/imu_gps_sync_0001_02.csv
# session_index,1
# part_index,2
# sample_hz,20
# capture_duration_s,900
# i2c_sda_gpio,21
# i2c_scl_gpio,22
# gps_uart_id,2
# gps_rx_gpio,16
# gps_tx_gpio,17
# gps_baudrate,9600
t_ms,ax_g,ay_g,az_g,temp_c,gx_dps,gy_dps,gz_dps,mx_raw,my_raw,mz_raw,gps_updated,gps_valid,gps_usable,fix_quality,satellites,hdop,gps_lat,gps_lon,gps_alt_m,gps_speed_mps,gps_course_deg,gps_utc,gps_date,nmea_count,fix_count,checksum_fail_count
228485,0.259277,0.098877,0.810303,44.089,-8.9084,-25.2443,13.3282,285,-653,680,0,,,,,,,,,,,,,1500,118,0
228633,0.209961,-0.035156,0.921875,44.089,10.7099,22.8779,17.8779,297,-644,671,0,,,,,,,,,,,,,1500,118,0
228739,0.273438,0.025391,0.966553,44.101,4.7252,17.2748,-5.9008,310,-648,703,1,1,1,1,5,2.72,26.03031349,119.19324493,22.20,0.877,,141259.00,010726,1502,118,0
228854,0.354492,0.089600,1.048340,44.112,-0.7252,6.4733,-11.1603,316,-651,711,1,1,1,1,5,2.72,26.03031349,119.19324493,21.90,0.877,,141259.00,010726,1504,119,0
228970,0.323730,0.061035,1.171631,44.118,9.2061,-18.0534,-10.6336,310,-659,699,0,,,,,,,,,,,,,1506,119,0
229082,0.178711,0.050293,1.128418,44.136,4.8626,-21.9847,-9.6031,308,-676,702,0,,,,,,,,,,,,,1507,119,0
229190,0.264893,-0.032227,0.837646,44.130,-3.2595,-19.4809,-14.0840,303,-716,693,0,,,,,,,,,,,,,1507,119,0
229300,0.116943,0.013184,1.100098,44.112,-28.4580,29.2366,-20.2366,301,-708,690,0,,,,,,,,,,,,,1507,119,0
229410,0.288086,0.007324,0.915527,44.095,17.1756,-2.8779,0.2443,341,-696,694,0,,,,,,,,,,,,,1507,119,0
229520,0.328613,0.019775,0.993896,44.124,5.6107,8.3435,27.2443,334,-705,710,0,,,,,,,,,,,,,1507,119,0
229623,0.349121,-0.000732,0.974121,44.089,10.8779,-5.3206,42.4275,336,-693,715,0,,,,,,,,,,,,,1507,119,0
229729,0.394287,-0.100098,0.997559,44.145,8.7557,-30.0840,4.1679,351,-677,709,1,1,1,1,5,2.72,26.03030586,119.19324493,21.90,0.859,,141300.00,010726,1509,119,0
229843,0.128662,0.134521,1.255615,44.121,-4.6260,11.8931,30.9084,341,-642,701,1,1,1,1,5,2.72,26.03030586,119.19324493,21.70,0.859,,141300.00,010726,1511,120,0
229962,0.332275,0.021973,0.785400,44.139,-15.8550,-14.9618,15.5115,343,-645,688,0,,,,,,,,,,,,,1513,120,0
230075,0.128906,-0.009033,0.925293,44.174,-9.2824,21.8550,23.6794,345,-596,663,0,,,,,,,,,,,,,1514,120,0
230182,0.430908,-0.001953,0.869141,44.168,16.8855,19.0076,-5.7328,419,-555,605,0,,,,,,,,,,,,,1514,120,0
230290,0.273682,-0.068359,1.088379,44.142,-3.8779,12.4275,-6.9084,443,-510,570,0,,,,,,,,,,,,,1514,120,0
230400,0.253174,-0.016113,1.136963,44.162,-11.6718,-12.2519,-25.5649,463,-515,521,0,,,,,,,,,,,,,1514,120,0
230510,0.228760,0.025635,1.227783,44.136,3.0611,-4.7405,-31.5496,470,-550,503,0,,,,,,,,,,,,,1514,120,0
230620,0.322021,-0.061279,0.783447,44.136,0.6641,-19.0229,-24.5038,442,-603,490,0,,,,,,,,,,,,,1514,120,0
230728,0.172852,-0.089844,0.915527,44.154,-7.4351,17.3282,-9.7634,412,-606,480,1,1,1,1,5,2.72,26.03032303,119.19326019,21.70,0.832,,141301.00,010726,1516,120,0
230925,0.373291,0.014160,0.982422,44.189,-24.6565,7.2290,-10.4580,356,-657,602,1,1,1,1,5,2.72,26.03032303,119.19326019,21.40,0.832,,141301.00,010726,1519,121,0
231045,0.383057,-0.067383,0.953369,44.159,5.1069,-3.1679,10.5954,370,-662,588,0,,,,,,,,,,,,,1521,121,0
231157,0.570068,-0.028809,1.040283,44.148,20.5649,-5.7710,14.2519,364,-674,565,0,,,,,,,,,,,,,1521,121,0
231270,0.079346,0.225098,1.160400,44.174,-2.6489,-0.2366,8.9160,286,-687,592,0,,,,,,,,,,,,,1521,121,0
231377,0.360596,0.083984,0.806396,44.171,-2.3664,-8.9847,24.7710,298,-705,595,0,,,,,,,,,,,,,1521,121,0
# status,231 s,lines,2026,nmea,1521,fix,121,sats,5,hdop,2.72,free,741376
231598,0.314941,0.053467,0.905029,44.177,-1.1221,28.7176,-33.2824,307,-669,611,0,,,,,,,,,,,,,1521,121,0
231792,0.323730,0.099121,1.181641,44.189,-5.6947,-14.5496,-10.7863,301,-676,592,1,1,1,1,5,2.72,26.03032684,119.19326019,21.20,0.849,,141302.00,010726,1524,122,0
231912,0.343018,0.020020,1.099365,44.183,-15.6565,-32.8092,-24.0229,300,-690,582,0,,,,,,,,,,,,,1526,122,0
232026,0.240723,-0.036377,0.801514,44.189,4.8092,-34.1527,-15.3511,299,-735,572,0,,,,,,,,,,,,,1528,122,0
232137,0.247803,0.036133,0.893799,44.183,0.6718,13.3588,-6.4275,291,-743,563,0,,,,,,,,,,,,,1528,122,0
232279,0.279053,0.049561,0.893799,44.186,-1.8779,18.4046,-21.4580,264,-755,581,0,,,,,,,,,,,,,1528,122,0
232384,0.414063,0.037842,0.904541,44.204,-14.8779,24.2672,-2.0076,277,-753,588,0,,,,,,,,,,,,,1528,122,0
232491,0.364502,0.012695,1.039307,44.195,-6.7786,8.1221,19.4809,302,-741,582,0,,,,,,,,,,,,,1528,122,0
232601,0.300293,-0.060791,1.036377,44.201,18.1145,-37.4580,16.5114,315,-701,559,0,,,,,,,,,,,,,1528,122,0
232707,0.098389,0.131592,1.156250,44.195,10.5573,-5.6107,27.0763,293,-692,562,1,1,1,1,5,2.72,26.03032684,119.19326019,21.20,0.854,,141303.00,010726,1530,122,0
232823,0.312256,0.054932,0.891113,44.239,-10.8321,2.7786,20.4504,302,-686,564,1,1,1,1,5,2.72,26.03032684,119.19326019,21.30,0.854,,141303.00,010726,1532,123,0
232942,0.197754,-0.043701,0.910889,44.221,-8.7099,31.5878,13.8244,331,-638,580,0,,,,,,,,,,,,,1534,123,0
