# ESP32 offline IMU GPS sync logger
# log_path,/imu_gps_logs/imu_gps_sync_0001_03.csv
# session_index,1
# part_index,3
# sample_hz,20
# capture_duration_s,900
# i2c_sda_gpio,21
# i2c_scl_gpio,22
# gps_uart_id,2
# gps_rx_gpio,16
# gps_tx_gpio,17
# gps_baudrate,9600
t_ms,ax_g,ay_g,az_g,temp_c,gx_dps,gy_dps,gz_dps,mx_raw,my_raw,mz_raw,gps_updated,gps_valid,gps_usable,fix_quality,satellites,hdop,gps_lat,gps_lon,gps_alt_m,gps_speed_mps,gps_course_deg,gps_utc,gps_date,nmea_count,fix_count,checksum_fail_count
482662,0.423096,0.058838,1.057373,46.459,-5.0153,-24.3359,18.9618,-92,-994,599,1,1,1,1,7,1.45,26.02947998,119.19384766,6.00,0.491,,141713.00,010726,3439,372,0
482831,0.319580,0.029053,0.872314,46.454,-10.1679,-19.6718,1.9771,-71,-1014,576,1,1,1,1,7,1.45,26.02947998,119.19384766,6.00,0.491,,141713.00,010726,3442,373,0
# status,482 s,lines,4002,nmea,3442,fix,373,sats,7,hdop,1.45,free,499712
483088,0.350098,0.028320,0.918945,46.465,6.0687,20.2290,-15.6870,-60,-1008,586,0,,,,,,,,,,,,,3446,373,0
483274,0.403809,0.064209,1.048340,46.468,-7.0763,-5.4046,-20.4580,-91,-1001,625,0,,,,,,,,,,,,,3446,373,0
483394,0.388184,0.051514,1.075928,46.465,-9.1679,-17.5573,-10.6870,-96,-996,619,0,,,,,,,,,,,,,3446,373,0
483518,0.206299,-0.001953,1.049561,46.462,0.6565,-13.6641,-11.5573,-96,-1006,595,0,,,,,,,,,,,,,3446,373,0
483639,0.222412,-0.046387,0.893311,46.468,-12.6107,-11.4046,-12.6489,-94,-1017,571,0,,,,,,,,,,,,,3446,373,0
483762,0.291016,-0.011475,0.870361,46.492,-0.7176,16.9084,-16.6183,-105,-1025,550,1,1,1,1,7,1.45,26.02947617,119.19384766,6.00,0.440,,141714.00,010726,3449,374,0
483897,0.379395,-0.041504,0.903320,46.498,-12.4198,28.1450,-9.3817,-126,-1019,579,0,,,,,,,,,,,,,3451,374,0
484027,0.348145,-0.069580,1.015381,46.527,5.9389,5.3588,2.7557,-128,-1005,606,0,,,,,,,,,,,,,3453,374,0
484157,0.369873,-0.006348,1.087402,46.477,-4.5496,-13.0382,22.1756,-127,-1008,613,0,,,,,,,,,,,,,3454,374,0
484281,0.292969,0.031738,1.105713,46.512,-11.5878,-13.7176,25.3740,-97,-1020,589,0,,,,,,,,,,,,,3454,374,0
484406,0.234375,-0.014893,0.871582,46.515,0.2214,-34.9771,15.4580,-76,-1035,581,0,,,,,,,,,,,,,3454,374,0
484537,0.296875,0.022705,0.868896,46.506,-0.3588,26.3435,23.3969,-53,-1023,561,0,,,,,,,,,,,,,3454,374,0
484667,0.364746,-0.020264,0.906006,46.480,14.1069,11.3588,2.8397,-37,-1025,572,1,1,1,1,7,1.45,26.02946854,119.19384766,6.00,0.598,,141715.00,010726,3455,374,0
484796,0.420166,-0.000488,1.000488,46.483,-1.8321,1.5038,-13.6947,-42,-1006,594,1,1,1,1,7,1.45,26.02946854,119.19384766,6.00,0.598,,141715.00,010726,3457,375,0
484928,0.383545,0.046387,1.141846,46.506,5.9771,-14.5420,-16.6031,-51,-1009,586,0,,,,,,,,,,,,,3459,375,0
485060,0.333984,0.003906,1.011475,46.483,-4.8702,-21.1527,-4.7634,-70,-1027,568,0,,,,,,,,,,,,,3461,375,0
485190,0.311035,-0.000977,0.839355,46.501,-2.2824,-2.6336,-20.5725,-72,-1040,540,0,,,,,,,,,,,,,3462,375,0
485315,0.286133,-0.018311,0.897461,46.474,6.0840,24.5725,-10.5954,-88,-1033,537,0,,,,,,,,,,,,,3462,375,0
485438,0.395264,-0.010986,0.914795,46.515,-5.9924,26.3435,-1.7939,-102,-1031,570,0,,,,,,,,,,,,,3462,375,0
485632,0.422363,-0.006836,0.996094,46.495,7.0076,-5.5725,11.3511,-95,-1017,589,0,,,,,,,,,,,,,3462,375,0
485755,0.499512,0.007813,1.001709,46.501,1.1603,-16.5344,8.8015,-90,-1023,573,1,1,1,1,7,1.45,26.02946281,119.19383240,5.80,0.695,,141716.00,010726,3465,376,0
485891,0.291504,0.056396,0.902100,46.509,4.5573,-13.7786,14.7405,-80,-1031,574,0,,,,,,,,,,,,,3467,376,0
486020,0.295898,0.118408,0.945557,46.483,9.1374,15.3893,26.0840,-57,-1032,549,0,,,,,,,,,,,,,3469,376,0
486150,0.330322,-0.045410,0.865967,46.512,-9.6718,18.0840,4.5115,-38,-1031,570,0,,,,,,,,,,,,,3470,376,0
486275,0.371338,-0.001953,0.910156,46.483,-4.5420,21.6336,-12.6412,-44,-1020,579,0,,,,,,,,,,,,,3470,376,0
486397,0.372314,0.056396,1.135498,46.486,-0.2290,-17.9618,-17.1374,-60,-1020,591,0,,,,,,,,,,,,,3470,376,0
486521,0.375244,0.029541,1.135254,46.468,1.2672,-8.5878,-4.9542,-77,-1025,582,0,,,,,,,,,,,,,3470,376,0
486641,0.258057,-0.051758,0.828613,46.486,-6.6870,-28.1374,-11.7481,-76,-1043,560,0,,,,,,,,,,,,,3470,376,0
486764,0.264893,-0.061279,0.853760,46.504,5.5802,21.3740,-19.7863,-87,-1039,536,1,1,1,1,7,1.45,26.02945518,119.19383240,5.70,0.772,,141717.00,010726,3473,377,0
486937,0.389404,-0.009033,0.919189,46.515,-8.9466,23.7710,-4.6794,-107,-1042,575,0,,,,,,,,,,,,,3475,377,0
487067,0.357422,-0.006104,1.007080,46.533,3.9008,11.4351,19.4580,-106,-1022,595,0,,,,,,,,,,,,,3477,377,0
487197,0.358887,-0.074951,1.079834,46.498,-7.3435,-9.4580,16.8702,-94,-1023,605,0,,,,,,,,,,,,,3478,377,0
487322,0.377930,0.042725,1.056396,46.521,-3.5802,-3.7634,5.9847,-81,-1011,585,0,,,,,,,,,,,,,3478,377,0
487447,0.313721,0.024414,0.878418,46.486,1.8855,-26.2824,3.1221,-73,-1031,565,0,,,,,,,,,,,,,3478,377,0
487577,0.288818,0.051514,0.880859,46.480,6.9542,22.5038,27.8702,-69,-1011,569,0,,,,,,,,,,,,,3478,377,0
487699,0.339600,0.006104,0.893066,46.486,6.8473,17.9466,-18.2366,-68,-1001,607,1,1,1,1,7,1.45,26.02944756,119.19383240,5.70,0.711,,141718.00,010726,3480,377,0
487832,0.349609,0.056152,1.000977,46.474,-2.7405,2.6794,-21.0229,-99,-982,634,1,1,1,1,7,1.45,26.02944756,119.19383240,5.70,0.711,,141718.00,010726,3482,378,0
487968,0.285889,0.106201,1.099854,46.474,-8.1756,-12.2595,-20.0916,-134,-974,639,0,,,,,,,,,,,,,3484,378,0
488101,0.265869,0.130859,1.180176,46.492,0.0840,-8.9008,-0.4122,-140,-979,608,0,,,,,,,,,,,,,3486,378,0
488278,0.256836,-0.009033,0.882568,46.498,-18.2824,-7.9084,-7.0000,-115,-1011,565,0,,,,,,,,,,,,,3486,378,0
488400,0.263916,0.018799,0.892578,46.474,-1.0611,13.6260,-1.1908,-108,-1019,535,0,,,,,,,,,,,,,3486,378,0
488528,0.373535,-0.058838,0.958984,46.501,7.5191,30.0000,17.2901,-93,-1017,511,0,,,,,,,,,,,,,3486,378,0
488659,0.258057,-0.044434,1.043945,46.465,-4.2748,10.4504,28.0305,-68,-1001,494,1,1,1,1,7,1.45,26.02944756,119.19383240,5.70,0.476,,141719.00,010726,3487,378,0
488789,0.405273,-0.062988,1.007568,46.459,16.4809,-3.8473,17.9771,-44,-994,495,1,1,1,1,7,1.45,26.02944756,119.19383240,5.90,0.476,,141719.00,010726,3489,379,0
488922,0.365234,-0.094727,1.152344,46.483,3.9008,-21.0534,23.8473,-22,-988,474,0,,,,,,,,,,,,,3491,379,0
489053,0.285889,0.020752,0.820801,46.483,4.2443,-28.8397,-5.3053,-21,-1004,461,0,,,,,,,,,,,,,3494,379,0
489186,0.157471,0.134766,1.084961,46.468,0.9466,24.1985,38.3435,-5,-999,419,0,,,,,,,,,,,,,3494,379,0
489318,0.283691,-0.116211,0.907959,46.474,0.1221,25.2824,2.5878,31,-972,448,0,,,,,,,,,,,,,3494,379,0
