t_ms,ax_g,ay_g,az_g,temp_c,gx_dps,gy_dps,gz_dps,acc_norm_g,acc_norm_error_mg
14300.0,-0.064453,0.01123,1.022705,43.851,0.175573,0.938931,-0.145038,1.02479550,24.7955
14320.0,-0.062256,0.007813,1.018799,43.895,0.183206,0.984733,-0.099237,1.02072928,20.7293
14340.0,-0.062744,0.008789,1.023438,43.842,0.267176,0.931298,-0.076336,1.02539719,25.3972
14360.0,-0.062988,0.011963,1.019775,43.859,0.259542,0.977099,-0.183206,1.02178846,21.7885
14381.0,-0.063477,0.008057,1.022949,43.88,0.083969,0.954198,-0.076336,1.02494824,24.9482
14400.0,-0.062988,0.006592,1.023438,43.839,0.29771,0.938931,-0.099237,1.02539567,25.3957
14420.0,-0.061768,0.013916,1.024902,43.88,0.236641,1.114504,-0.175573,1.02685591,26.8559
14440.0,-0.063965,0.010986,1.019287,43.868,0.076336,0.931298,-0.015267,1.02135116,21.3512
14460.0,-0.062012,0.006348,1.023193,43.898,0.145038,0.946565,-0.129771,1.02509009,25.0901
14480.0,-0.065674,0.007324,1.020996,43.877,0.076336,0.961832,-0.251908,1.02313222,23.1322
14500.0,-0.065918,0.013672,1.021729,43.883,0.305344,0.984733,-0.167939,1.02394446,23.9445
14520.0,-0.067627,0.011719,1.02124,43.839,0.175573,1.091603,-0.038168,1.02354379,23.5438
14540.0,-0.061523,0.006104,1.020996,43.877,0.198473,0.992366,-0.167939,1.02286615,22.8662
14560.0,-0.063477,0.008057,1.023193,43.874,0.19084,1.091603,-0.19084,1.02519177,25.1918
14580.0,-0.063232,0.011963,1.023193,43.883,0.244275,0.984733,-0.152672,1.02521477,25.2148
14600.0,-0.064697,0.008789,1.020752,43.88,0.282443,1.061069,-0.022901,1.02283801,22.8380
14620.0,-0.065674,0.005615,1.023193,43.88,0.229008,1.0,-0.145038,1.02531386,25.3139
14640.0,-0.062988,0.008789,1.022461,43.886,0.244275,0.984733,-0.10687,1.02443703,24.4370
14660.0,-0.064697,0.007568,1.024414,43.877,0.206107,0.862595,-0.099237,1.02648284,26.4828
14680.0,-0.063721,0.006348,1.019775,43.839,0.259542,1.030534,-0.10687,1.02178359,21.7836
14700.0,-0.058594,0.008789,1.017334,43.862,0.267176,0.946565,-0.145038,1.01905788,19.0579
14720.0,-0.062256,0.008789,1.026123,43.874,0.320611,0.862595,0.015267,1.02804741,28.0474
14740.0,-0.064941,0.009521,1.018066,43.859,0.305344,0.877863,-0.21374,1.02017957,20.1796
14761.0,-0.065674,0.013672,1.025635,43.851,0.267176,0.969466,-0.145038,1.02782642,27.8264
14780.0,-0.059326,0.00708,1.026367,43.874,0.198473,0.908397,-0.099237,1.02810453,28.1045
14800.0,-0.067383,0.010742,1.020996,43.895,0.29771,0.946565,-0.145038,1.02327352,23.2735
14820.0,-0.062256,0.006836,1.025635,43.88,0.312977,1.007634,-0.091603,1.02754547,27.5455
14840.0,-0.063965,0.007324,1.024902,43.856,0.305344,0.938931,-0.167939,1.02692223,26.9222
14860.0,-0.063232,0.011719,1.02002,43.854,0.229008,0.854962,-0.10687,1.02204521,22.0452
14880.0,-0.059326,0.007324,1.019775,43.898,0.274809,0.89313,-0.091603,1.02152546,21.5255
14900.0,-0.060059,0.008545,1.024902,43.865,0.221374,0.916031,-0.129771,1.02669577,26.6958
14920.0,-0.062744,0.016602,1.027588,43.871,0.282443,0.931298,-0.099237,1.02963563,29.6356
14940.0,-0.062988,0.011475,1.025146,43.859,0.21374,0.885496,-0.137405,1.02714336,27.1434
14960.0,-0.063965,0.006592,1.025879,43.883,0.229008,1.030534,-0.053435,1.02789236,27.8924
14980.0,-0.061523,0.005371,1.021484,43.862,0.183206,1.061069,-0.10687,1.02334915,23.3492
15000.0,-0.063232,0.009766,1.028809,43.895,0.229008,1.022901,-0.198473,1.03079659,30.7966
15020.0,-0.061523,0.011719,1.02002,43.854,0.152672,1.099237,-0.198473,1.02194091,21.9409
15040.0,-0.065186,0.012939,1.022217,43.883,0.221374,1.007634,-0.068702,1.02437504,24.3750
15060.0,-0.062744,0.006592,1.020508,43.88,0.267176,0.992366,-0.068702,1.02245628,22.4563
15080.0,-0.065674,0.005127,1.024658,43.874,0.183206,1.015267,-0.19084,1.02677328,26.7733
15100.0,-0.05542,0.009766,1.016113,43.901,0.183206,0.916031,-0.267176,1.01767007,17.6701
15120.0,-0.063965,0.011963,1.023926,43.859,0.328244,0.969466,-0.091603,1.02599176,25.9918
15141.0,-0.065674,0.005615,1.022461,43.865,0.167939,0.992366,-0.045802,1.02458338,24.5834
15160.0,-0.062988,0.009033,1.022461,43.865,0.061069,1.007634,-0.068702,1.02443915,24.4392
15180.0,-0.063965,0.010742,1.026855,43.868,0.290076,0.923664,-0.152672,1.02890141,28.9014
15200.0,-0.06543,0.013184,1.019287,43.868,0.290076,0.900763,-0.167939,1.02146997,21.4700
15220.0,-0.063965,0.008789,1.021729,43.848,0.145038,0.992366,-0.076336,1.02376702,23.7670
15240.0,-0.067383,0.008545,1.025146,43.862,0.175573,1.015267,-0.114504,1.02739370,27.3937
15260.0,-0.063477,0.006104,1.022217,43.868,0.206107,1.007634,-0.145038,1.02420417,24.2042
15280.0,-0.065674,0.009766,1.021484,43.871,0.236641,1.10687,-0.167939,1.02363959,23.6396
15300.0,-0.070801,0.016357,1.005615,43.877,0.274809,0.885496,-0.160305,1.00823701,8.2370
15320.0,-0.077881,0.012695,1.051514,43.871,0.175573,0.923664,-0.145038,1.05447063,54.4706
15340.0,-0.061035,0.012939,1.029785,43.868,0.251908,0.946565,-0.137405,1.03167332,31.6733
15360.0,-0.065918,0.009277,1.025879,43.865,0.305344,0.916031,-0.122137,1.02803646,28.0365
15380.0,-0.069092,0.013184,1.022949,43.862,0.244275,0.923664,-0.122137,1.02536441,25.3644
15400.0,-0.059814,0.009277,1.020264,43.874,0.206107,0.900763,-0.145038,1.02205793,22.0579
15420.0,-0.060547,0.007324,1.022461,43.868,0.221374,1.038168,-0.137405,1.02427832,24.2783
15440.0,-0.066406,0.011963,1.026123,43.856,0.267176,0.992366,-0.114504,1.02833909,28.3391
15460.0,-0.068604,0.012207,1.022705,43.874,0.030534,1.007634,-0.198473,1.02507611,25.0761
15480.0,-0.043213,-0.009766,0.99585,43.862,0.129771,0.961832,-0.122137,0.99683497,-3.1650
15501.0,-0.070313,-0.00415,1.0271,43.836,0.152672,1.206107,-0.122137,1.02951229,29.5123
15520.0,-0.067139,0.002441,0.996094,43.871,0.21374,0.938931,-0.007634,0.99835708,-1.6429
15540.0,-0.063965,0.004639,1.024658,43.862,0.160305,0.946565,-0.167939,1.02666307,26.6631
15560.0,-0.063477,0.009033,1.025879,43.851,0.305344,1.0,-0.229008,1.02788066,27.8807
15580.0,-0.067871,0.009033,1.018799,43.868,0.160305,0.946565,-0.167939,1.02109719,21.0972
15600.0,-0.064209,0.011963,1.022461,43.883,0.251908,1.068702,-0.175573,1.02454497,24.5450
15620.0,-0.062256,0.008545,1.026611,43.865,0.167939,0.854962,-0.244275,1.02853244,28.5324
15640.0,-0.063721,0.006836,1.020264,43.848,0.29771,0.938931,-0.083969,1.02227478,22.2748
15660.0,-0.067139,0.01709,1.02124,43.871,0.244275,0.954198,-0.10687,1.02358725,23.5872
15680.0,-0.068115,0.006348,1.039063,43.895,0.145038,0.908397,-0.114504,1.04131257,41.3126
15700.0,-0.059326,0.00415,1.0271,43.859,0.21374,1.015267,-0.145038,1.02882030,28.8203
15720.0,-0.067627,0.013916,1.020264,43.898,0.320611,0.870229,-0.145038,1.02259752,22.5975
15740.0,-0.067383,0.008057,1.033447,43.868,0.282443,0.931298,-0.129771,1.03567277,35.6728
15760.0,-0.0625,0.010986,1.020264,43.842,0.198473,1.015267,-0.114504,1.02223558,22.2356
15780.0,-0.066162,0.007568,1.022217,43.877,0.267176,0.89313,-0.068702,1.02438385,24.3839
15800.0,-0.070557,0.012451,1.021973,43.877,0.229008,0.931298,-0.10687,1.02448140,24.4814
15820.0,-0.067383,0.012939,1.025391,43.871,0.137405,1.068702,-0.091603,1.02768409,27.6841
15840.0,-0.061768,0.00293,1.027344,43.854,0.351145,0.992366,-0.175573,1.02920336,29.2034
15861.0,-0.065186,0.013184,1.021729,43.856,0.167939,1.022901,-0.099237,1.02389120,23.8912
15880.0,-0.069824,0.007324,1.035156,43.868,0.10687,1.007634,-0.053435,1.03753408,37.5341
15900.0,-0.060547,0.003662,1.016846,43.856,0.114504,0.984733,-0.21374,1.01865359,18.6536
15920.0,-0.051025,0.022217,0.993164,43.856,0.221374,0.923664,-0.083969,0.99472201,-5.2780
15940.0,-0.05835,0.01709,1.023438,43.862,0.251908,1.122137,-0.022901,1.02524247,25.2425
15960.0,-0.067627,0.006104,1.020264,43.854,0.290076,1.038168,-0.19084,1.02252105,22.5211
15980.0,-0.067627,0.005615,1.022217,43.848,0.251908,1.160305,-0.167939,1.02446695,24.4670
16000.0,-0.058838,0.01001,1.022949,43.862,0.251908,1.0,-0.122137,1.02468862,24.6886
16020.0,-0.065918,0.010742,1.019775,43.859,0.259542,0.908397,-0.10687,1.02195970,21.9597
16040.0,-0.0625,0.008789,1.020508,43.868,0.152672,0.977099,-0.19084,1.02245786,22.4579
16060.0,-0.065186,0.008789,1.023926,43.848,0.251908,1.0,-0.175573,1.02603651,26.0365
16080.0,-0.065674,0.012939,1.021484,43.871,0.259542,1.015267,-0.152672,1.02367478,23.6748
16100.0,-0.064453,0.009033,1.02124,43.874,0.045802,0.916031,-0.152672,1.02331174,23.3117
16120.0,-0.0625,0.004883,1.020508,43.871,0.19084,0.969466,-0.160305,1.02243174,22.4317
16140.0,-0.072021,0.008301,1.02417,43.859,0.274809,1.030534,-0.068702,1.02673274,26.7327
16160.0,-0.070801,0.01416,1.023682,43.865,0.251908,0.885496,-0.137405,1.02622518,26.2252
16180.0,-0.063232,0.009766,1.022949,43.839,0.160305,1.007634,-0.183206,1.02494796,24.9480
16200.0,-0.062744,0.006592,1.018555,43.851,0.083969,0.946565,-0.21374,1.02050701,20.5070
16220.0,-0.064453,0.011963,1.026367,43.874,0.290076,0.908397,-0.10687,1.02845832,28.4583
16241.0,-0.065186,0.010742,1.019775,43.877,0.091603,0.977099,-0.10687,1.02191274,21.9127
16260.0,-0.065186,0.007813,1.020996,43.862,0.19084,0.954198,-0.114504,1.02310463,23.1046
16280.0,-0.063965,0.013428,1.021729,43.848,0.244275,0.961832,-0.244275,1.02381736,23.8174
16300.0,-0.064941,0.012451,1.022461,43.854,0.160305,0.938931,-0.122137,1.02459692,24.5969
16320.0,-0.063477,0.006104,1.020996,43.856,0.274809,1.045802,-0.099237,1.02298554,22.9855
16340.0,-0.059082,0.00708,1.017334,43.874,0.244275,1.0,-0.10687,1.01907275,19.0728
16360.0,-0.066162,0.013672,1.014893,43.856,0.236641,0.931298,-0.21374,1.01713919,17.1392
16380.0,-0.059814,0.011963,1.030518,43.833,0.229008,1.007634,-0.160305,1.03232174,32.3217
16400.0,-0.063965,0.006104,1.015137,43.845,0.328244,0.923664,-0.122137,1.01716857,17.1686
16420.0,-0.074463,0.015869,1.027832,43.856,0.366412,0.961832,-0.076336,1.03064794,30.6479
16440.0,-0.070557,0.012695,1.018066,43.868,0.198473,1.068702,-0.053435,1.02058700,20.5870
16460.0,-0.0625,0.009766,1.0271,43.874,0.244275,0.870229,-0.122137,1.02904618,29.0462
16480.0,-0.0625,0.006104,1.031738,43.868,0.29771,0.946565,-0.099237,1.03364733,33.6473
16500.0,-0.064941,0.008057,1.028076,43.862,0.167939,0.992366,-0.198473,1.03015655,30.1565
16520.0,-0.063965,0.008545,1.020996,43.868,0.167939,0.89313,-0.137405,1.02303342,23.0334
16540.0,-0.065674,0.01001,1.016357,43.827,0.282443,1.038168,-0.221374,1.01852581,18.5258
16560.0,-0.059326,0.01001,1.020996,43.851,0.160305,1.007634,-0.183206,1.02276713,22.7671
16580.0,-0.06665,0.008545,1.022461,43.886,0.152672,0.877863,-0.175573,1.02466665,24.6666
16601.0,-0.064453,0.003906,1.025635,43.871,0.21374,1.076336,-0.229008,1.02766561,27.6656
16620.0,-0.064697,0.007324,1.023193,43.851,0.29771,0.969466,-0.038168,1.02526253,25.2625
16640.0,-0.066162,0.011719,1.025146,43.851,0.198473,0.946565,-0.083969,1.02734564,27.3456
16660.0,-0.062744,0.009033,1.013916,43.851,0.290076,0.89313,-0.167939,1.01589569,15.8957
16680.0,-0.065674,0.010254,1.020996,43.877,0.229008,1.007634,-0.160305,1.02315739,23.1574
16700.0,-0.0625,0.008301,1.016846,43.842,0.206107,0.954198,-0.091603,1.01879878,18.7988
16720.0,-0.067139,0.006104,1.020264,43.862,0.229008,0.961832,-0.167939,1.02248889,22.4889
16741.0,-0.069092,0.008057,1.026855,43.836,0.198473,1.030534,0.0,1.02920834,29.2083
16760.0,-0.065186,0.009766,1.016357,43.895,0.282443,0.923664,-0.099237,1.01849209,18.4921
16780.0,-0.062744,0.007568,1.028809,43.871,0.221374,1.083969,-0.053435,1.03074829,30.7483
16800.0,-0.062744,0.008057,1.026367,43.871,0.320611,0.832061,-0.122137,1.02831461,28.3146
16820.0,-0.063232,0.006348,1.021973,43.865,0.274809,0.969466,-0.076336,1.02394697,23.9470
16840.0,-0.064697,0.009033,1.020264,43.851,0.335878,1.099237,-0.045802,1.02235313,22.3531
16860.0,-0.064697,0.009033,1.024658,43.862,0.175573,0.969466,-0.129771,1.02673819,26.7382
16880.0,-0.06958,0.012207,1.023926,43.865,0.167939,1.022901,-0.114504,1.02636000,26.3600
16900.0,-0.064697,0.007568,1.01709,43.865,0.229008,1.038168,-0.19084,1.01917371,19.1737
16920.0,-0.063477,0.01001,1.021973,43.856,0.29771,0.977099,-0.21374,1.02399138,23.9914
16940.0,-0.059814,0.010742,1.024902,43.862,0.229008,0.824428,-0.099237,1.02670211,26.7021
16960.0,-0.063232,0.013184,1.024414,43.865,0.137405,0.938931,-0.206107,1.02644832,26.4483
16980.0,-0.06665,0.008545,1.020996,43.862,0.274809,0.992366,-0.045802,1.02320480,23.2048
17000.0,-0.068115,0.01123,1.026123,43.859,0.152672,0.969466,-0.10687,1.02844260,28.4426
17020.0,-0.057129,0.009033,1.026367,43.842,0.175573,0.977099,-0.038168,1.02799540,27.9954
17040.0,-0.054932,0.01709,1.026855,43.865,0.236641,0.923664,-0.114504,1.02846526,28.4653
17060.0,-0.067383,0.005371,1.023682,43.862,0.305344,0.992366,-0.10687,1.02591138,25.9114
17080.0,-0.064209,0.00708,1.02124,43.868,0.312977,0.977099,-0.129771,1.02328103,23.2810
17101.0,-0.063232,0.008301,1.022461,43.871,0.152672,1.0,-0.206107,1.02444799,24.4480
17121.0,-0.066406,0.004395,1.018799,43.871,0.274809,0.870229,-0.198473,1.02097036,20.9704
17140.0,-0.058594,0.010498,1.022949,43.856,0.198473,0.870229,-0.175573,1.02467952,24.6795
17160.0,-0.064453,0.008789,1.015381,43.856,0.221374,0.89313,-0.083969,1.01746254,17.4625
17180.0,-0.066162,0.010742,1.027588,43.874,0.251908,1.038168,-0.045802,1.02977177,29.7718
17200.0,-0.066162,0.011719,1.021729,43.877,0.290076,0.977099,-0.152672,1.02393598,23.9360
17220.0,-0.068604,0.000977,1.028076,43.851,0.206107,0.946565,-0.183206,1.03036291,30.3629
17240.0,-0.062256,0.008057,1.025391,43.83,0.328244,0.992366,-0.145038,1.02731077,27.3108
17260.0,-0.063477,0.013428,1.021729,43.854,0.290076,0.954198,-0.061069,1.02378698,23.7870
17280.0,-0.061279,0.009766,1.023438,43.854,0.129771,1.045802,-0.091603,1.02531743,25.3174
17300.0,-0.065186,0.005859,1.018311,43.842,0.259542,0.923664,-0.022901,1.02041209,20.4121
17320.0,-0.057373,0.009766,1.02002,43.862,0.183206,0.916031,-0.053435,1.02167893,21.6789
17340.0,-0.063721,0.010498,1.026611,43.862,0.175573,0.961832,-0.053435,1.02864023,28.6402
17360.0,-0.062744,0.005615,1.020264,43.874,0.137405,0.977099,-0.145038,1.02220691,22.2069
17380.0,-0.05957,0.007813,1.024414,43.854,0.29771,0.885496,-0.137405,1.02617429,26.1743
17400.0,-0.068115,0.00708,1.021484,43.848,0.259542,1.022901,0.007634,1.02377700,23.7770
17420.0,-0.064209,0.013428,1.024902,43.88,0.267176,1.022901,-0.083969,1.02699913,26.9991
17440.0,-0.060547,0.007324,1.018555,43.865,0.21374,0.961832,-0.038168,1.02037928,20.3793
17460.0,-0.062988,0.009277,1.017578,43.845,0.183206,1.076336,-0.152672,1.01956782,19.5678
17480.0,-0.05957,0.009033,1.02002,43.856,0.274809,0.954198,-0.038168,1.02179792,21.7979
17501.0,-0.062256,0.006348,1.023438,43.874,0.259542,0.984733,-0.045802,1.02534943,25.3494
17520.0,-0.060303,0.007324,1.0271,43.886,0.160305,0.908397,-0.152672,1.02889480,28.8948
17540.0,-0.062256,0.008301,1.015137,43.859,0.145038,1.053435,-0.129771,1.01707809,17.0781
17560.0,-0.062744,0.009766,1.02417,43.88,0.175573,1.045802,-0.083969,1.02613663,26.1366
17580.0,-0.067139,0.010498,1.025879,43.865,0.099237,1.053435,-0.099237,1.02812722,28.1272
17600.0,-0.0625,0.007813,1.018066,43.865,0.160305,1.045802,-0.022901,1.02001258,20.0126
17620.0,-0.0625,0.01416,1.013184,43.859,0.251908,1.038168,-0.175573,1.01520864,15.2086
17640.0,-0.066895,0.013184,1.027344,43.865,0.343511,1.0,-0.045802,1.02960403,29.6040
17660.0,-0.07959,-0.001221,1.023682,43.842,0.045802,1.145038,-0.099237,1.02677208,26.7721
17680.0,-0.081787,0.004395,1.011719,43.851,0.358779,1.320611,-0.068702,1.01502895,15.0289
17700.0,-0.067627,0.020264,1.019775,43.862,0.320611,1.015267,0.045802,1.02221578,22.2158
17720.0,-0.061035,0.007324,1.023193,43.874,0.29771,0.854962,-0.10687,1.02503796,25.0380
17740.0,-0.065186,0.004639,1.018555,43.851,0.29771,0.916031,-0.221374,1.02064931,20.6493
17760.0,-0.056885,0.013916,1.024414,43.842,0.335878,0.923664,-0.061069,1.02608655,26.0865
17780.0,-0.068359,0.013428,1.028564,43.856,0.175573,0.938931,-0.099237,1.03092054,30.9205
17800.0,-0.06665,0.002197,1.025146,43.862,0.091603,1.022901,-0.152672,1.02731269,27.3127
17820.0,-0.063232,0.006836,1.025391,43.865,0.343511,0.954198,-0.10687,1.02736153,27.3615
17840.0,-0.0625,0.012695,1.02124,43.827,0.343511,1.038168,-0.152672,1.02322947,23.2295
17861.0,-0.0625,0.008789,1.019287,43.854,0.19084,1.007634,-0.007634,1.02123919,21.2392
17880.0,-0.063965,0.008545,1.023926,43.868,0.206107,0.984733,-0.175573,1.02595760,25.9576
17900.0,-0.066895,0.006592,1.031982,43.88,0.145038,0.984733,-0.038168,1.03416887,34.1689
17920.0,-0.060303,0.01416,1.020264,43.854,0.282443,0.961832,-0.160305,1.02214265,22.1426
17940.0,-0.066162,0.010986,1.023193,43.842,0.167939,0.992366,-0.145038,1.02538872,25.3887
17960.0,-0.064453,0.003174,1.020752,43.848,0.198473,1.045802,-0.129771,1.02278977,22.7898
17980.0,-0.066895,0.00708,1.026611,43.851,0.152672,1.015267,-0.083969,1.02881253,28.8125
18000.0,-0.060303,0.013672,1.02002,43.88,0.244275,0.938931,-0.114504,1.02189245,21.8924
18020.0,-0.065186,0.008545,1.0271,43.877,0.229008,1.022901,-0.083969,1.02920194,29.2019
18040.0,-0.064697,0.013184,1.022461,43.854,0.129771,1.045802,-0.083969,1.02459066,24.5907
18060.0,-0.061035,0.010742,1.020264,43.874,0.435114,1.022901,-0.091603,1.02214446,22.1445
18080.0,-0.060547,0.008789,1.028564,43.868,0.175573,1.114504,-0.167939,1.03038201,30.3820
18100.0,-0.069092,0.010986,1.020508,43.859,0.259542,1.045802,-0.19084,1.02290321,22.9032
18120.0,-0.0625,0.008545,1.020996,43.824,0.229008,0.770992,-0.183206,1.02294286,22.9429
18140.0,-0.064209,0.007324,1.024658,43.877,0.259542,0.946565,-0.251908,1.02669394,26.6939
18160.0,-0.064209,0.009766,1.027588,43.854,0.229008,0.908397,-0.183206,1.02963842,29.6384
18180.0,-0.061279,0.007813,1.023438,43.862,0.274809,1.053435,0.007634,1.02530069,25.3007
18200.0,-0.061523,0.013184,1.024658,43.848,0.236641,0.916031,-0.10687,1.02658800,26.5880
18221.0,-0.062988,0.010498,1.024658,43.883,0.21374,0.923664,-0.175573,1.02664586,26.6459
18241.0,-0.060791,0.008545,1.027344,43.88,0.137405,0.992366,-0.183206,1.02917649,29.1765
18260.0,-0.066406,0.010498,1.027832,43.862,0.137405,1.0,-0.145038,1.03002844,30.0284
18280.0,-0.064209,0.008301,1.022949,43.865,0.290076,1.038168,-0.137405,1.02499578,24.9958
18300.0,-0.064209,0.009277,1.025391,43.851,0.267176,0.908397,-0.175573,1.02744127,27.4413
18320.0,-0.062256,0.00708,1.022217,43.854,0.29771,0.954198,-0.198473,1.02413550,24.1355
18340.0,-0.062744,0.008301,1.021484,43.868,0.129771,0.946565,-0.160305,1.02344286,23.4429
18360.0,-0.064697,0.011719,1.019531,43.856,0.229008,1.0,-0.061069,1.02164891,21.6489
18380.0,-0.068115,0.010742,1.02417,43.883,0.244275,0.969466,-0.10687,1.02648879,26.4888
18400.0,-0.067139,0.008545,1.024414,43.848,0.236641,1.007634,-0.091603,1.02664731,26.6473
18420.0,-0.063721,0.008789,1.025391,43.851,0.244275,1.091603,-0.206107,1.02740660,27.4066
18440.0,-0.061279,0.012695,1.024902,43.859,0.274809,0.908397,-0.236641,1.02681079,26.8108
18460.0,-0.0625,0.008057,1.028076,43.862,0.206107,0.908397,0.007634,1.03000555,30.0055
18480.0,-0.064453,0.010986,1.027588,43.839,0.244275,0.908397,-0.10687,1.02966596,29.6660
18500.0,-0.063232,0.009521,1.026611,43.856,0.251908,0.954198,-0.083969,1.02860054,28.6005
18520.0,-0.068848,0.007324,1.027588,43.889,0.221374,0.900763,-0.053435,1.02991785,29.9179
18540.0,-0.064697,0.011475,1.018311,43.851,0.19084,1.053435,-0.053435,1.02042867,20.4287
18560.0,-0.061035,0.006592,1.025635,43.842,0.305344,0.862595,-0.183206,1.02747062,27.4706
18581.0,-0.063721,0.009033,1.031494,43.892,0.274809,0.969466,-0.145038,1.03349980,33.4998
18601.0,-0.061279,0.007813,1.021973,43.856,0.29771,1.007634,-0.022901,1.02383835,23.8384
18620.0,-0.062256,0.008545,1.022217,43.862,0.167939,1.038168,-0.10687,1.02414668,24.1467
18640.0,-0.064209,0.009033,1.023193,43.871,0.122137,0.923664,-0.030534,1.02524549,25.2455
18660.0,-0.064453,0.01001,1.025635,43.845,0.221374,1.038168,-0.091603,1.02770693,27.7069
18680.0,-0.064697,0.004883,1.028564,43.88,0.305344,1.068702,-0.152672,1.03060829,30.6083
18700.0,-0.067871,0.01001,1.020508,43.868,0.175573,0.984733,-0.274809,1.02281144,22.8114
18720.0,-0.063965,0.011475,1.027588,43.851,0.290076,0.916031,-0.030534,1.02964086,29.6409
18740.0,-0.063965,0.011719,1.025635,43.859,0.206107,0.900763,-0.19084,1.02769451,27.6945
18760.0,-0.064209,0.01123,1.024902,43.836,0.320611,1.099237,0.007634,1.02697274,26.9727
18780.0,-0.064209,0.010254,1.020752,43.886,0.229008,1.053435,-0.236641,1.02282090,22.8209
18800.0,-0.065186,0.006104,1.026611,43.856,0.21374,1.045802,-0.061069,1.02869656,28.6966
18820.0,-0.06665,0.010742,1.028809,43.854,0.244275,0.969466,-0.091603,1.03102162,31.0216
18840.0,-0.064941,0.007813,1.027344,43.865,0.19084,0.946565,-0.091603,1.02942415,29.4241
18860.0,-0.063232,0.007324,1.018066,43.868,0.21374,1.083969,-0.267176,1.02005407,20.0541
18880.0,-0.062256,0.010254,1.023193,43.851,0.236641,0.946565,-0.206107,1.02513651,25.1365
18900.0,-0.062012,0.007324,1.020752,43.868,0.183206,1.045802,-0.076336,1.02266015,22.6601
18920.0,-0.065674,0.009277,1.020264,43.856,0.206107,1.068702,-0.137405,1.02241761,22.4176
18940.0,-0.060059,0.011963,1.02124,43.868,0.274809,1.083969,-0.152672,1.02307445,23.0745
18961.0,-0.063721,0.012939,1.022461,43.859,0.19084,1.038168,-0.175573,1.02452637,24.5264
18980.0,-0.063721,0.008057,1.018555,43.856,0.114504,0.946565,-0.229008,1.02057806,20.5781
19000.0,-0.065674,0.008301,1.021729,43.88,0.183206,0.961832,-0.053435,1.02387115,23.8711
19020.0,-0.063965,0.013428,1.02124,43.854,0.137405,0.984733,-0.122137,1.02332936,23.3294
19040.0,-0.064453,0.009277,1.021973,43.848,0.160305,1.030534,-0.068702,1.02404544,24.0454
19060.0,-0.062012,0.007568,1.020996,43.88,0.29771,0.984733,-0.175573,1.02290547,22.9055
19081.0,-0.07251,0.009033,1.022217,43.856,0.229008,0.977099,-0.122137,1.02482530,24.8253
19101.0,-0.067871,0.007813,1.028076,43.877,0.19084,0.977099,-0.183206,1.03034352,30.3435
19120.0,-0.061035,0.008301,1.030029,43.877,0.221374,1.091603,-0.091603,1.03186914,31.8691
19140.0,-0.063721,0.009277,1.022949,43.856,0.244275,0.839695,-0.083969,1.02497370,24.9737
19160.0,-0.061035,0.01001,1.021973,43.865,0.274809,0.977099,-0.114504,1.02384290,23.8429
19180.0,-0.062256,0.009033,1.02124,43.883,0.183206,1.038168,-0.175573,1.02317571,23.1757
19200.0,-0.064941,0.008545,1.022949,43.859,0.244275,1.068702,-0.129771,1.02504390,25.0439
19220.0,-0.065918,0.011719,1.026367,43.848,0.152672,0.877863,-0.053435,1.02854836,28.5484
19240.0,-0.064941,0.008545,1.027344,43.868,0.183206,0.946565,0.038168,1.02942996,29.4300
19260.0,-0.061768,0.011963,1.029541,43.865,0.274809,0.954198,-0.122137,1.03146162,31.4616
19280.0,-0.067383,0.009766,1.023438,43.865,0.114504,0.824428,-0.053435,1.02570034,25.7003
19300.0,-0.064453,0.009277,1.025391,43.854,0.282443,0.938931,-0.221374,1.02745655,27.4565
19320.0,-0.062988,0.01001,1.026611,43.854,0.183206,1.198473,-0.061069,1.02859022,28.5902
19340.0,-0.057861,0.011719,1.019531,43.856,0.290076,1.099237,-0.099237,1.02123880,21.2388
19360.0,-0.065674,0.010498,1.025635,43.865,0.221374,1.038168,-0.206107,1.02778910,27.7891
19380.0,-0.068848,0.010742,1.02417,43.865,0.198473,1.10687,-0.267176,1.02653769,26.5377
19400.0,-0.064453,0.011719,1.021973,43.842,0.305344,0.89313,-0.038168,1.02407047,24.0705
19420.0,-0.063477,0.010742,1.025391,43.886,0.198473,0.984733,-0.030534,1.02741006,27.4101
19440.0,-0.061035,0.008789,1.022949,43.845,0.229008,0.923664,-0.007634,1.02480592,24.8059
19461.0,-0.063477,0.01001,1.024414,43.865,0.236641,1.061069,-0.122137,1.02642758,26.4276
19480.0,-0.063232,0.008301,1.020508,43.848,0.129771,1.007634,-0.038168,1.02249879,22.4988
19500.0,-0.060059,0.009033,1.016602,43.854,0.267176,0.961832,0.022901,1.01841460,18.4146
19520.0,-0.063721,0.009521,1.02417,43.854,0.175573,1.099237,-0.114504,1.02619453,26.1945
19540.0,-0.065918,0.008545,1.023682,43.859,0.129771,1.030534,-0.129771,1.02583772,25.8377
19560.0,-0.059326,0.00415,1.02002,43.877,0.175573,1.038168,-0.099237,1.02175222,21.7522
19580.0,-0.062012,0.011719,1.022217,43.877,0.244275,0.839695,-0.175573,1.02416328,24.1633
19600.0,-0.063232,0.008789,1.021973,43.871,0.145038,0.961832,-0.198473,1.02396501,23.9650
19620.0,-0.062256,0.006592,1.02002,43.874,0.236641,1.091603,-0.083969,1.02193936,21.9394
19640.0,-0.062012,0.009277,1.020752,43.836,0.175573,0.954198,-0.137405,1.02267600,22.6760
