t_ms,ax_g,ay_g,az_g,temp_c,gx_dps,gy_dps,gz_dps,acc_norm_g,acc_norm_error_mg
56780.0,-0.067139,0.009521,1.019287,43.868,0.251908,1.030534,-0.206107,1.02154015,21.5402
56800.0,-0.065918,0.01123,1.019043,43.868,0.274809,1.007634,-0.099237,1.02123451,21.2345
56820.0,-0.094727,-0.003906,1.052979,43.895,0.358779,0.89313,-0.167939,1.05723850,57.2385
56840.0,-0.0625,0.009277,1.013184,43.865,0.206107,0.763359,-0.122137,1.01515227,15.1523
56860.0,-0.069336,0.007324,1.008545,43.842,0.21374,1.045802,-0.236641,1.01095210,10.9521
56880.0,-0.058838,0.005371,1.025146,43.88,0.251908,1.137405,-0.007634,1.02684715,26.8472
56900.0,-0.061035,0.010986,1.019043,43.859,0.21374,0.977099,-0.053435,1.02092830,20.9283
56920.0,-0.061279,0.00415,1.024414,43.862,-0.061069,1.038168,-0.267176,1.02625357,26.2536
56940.0,-0.065918,0.01123,1.024658,43.901,0.236641,1.022901,-0.21374,1.02683753,26.8375
56960.0,-0.063965,0.009277,1.021973,43.859,0.328244,1.129771,-0.083969,1.02401484,24.0148
56980.0,-0.063232,0.003662,1.026367,43.904,0.160305,0.969466,-0.030534,1.02831946,28.3195
57000.0,-0.063232,0.008545,1.0271,43.854,0.274809,0.870229,-0.137405,1.02908003,29.0800
57020.0,-0.059814,0.011963,1.023438,43.898,0.267176,0.938931,-0.091603,1.02525420,25.2542
57040.0,-0.082031,0.023193,1.038086,43.868,0.221374,1.030534,-0.061069,1.04158031,41.5803
57060.0,-0.080811,-0.000488,1.018799,43.886,0.312977,1.007634,-0.152672,1.02199905,21.9991
57080.0,-0.071045,0.008301,1.038818,43.862,0.381679,1.007634,-0.145038,1.04127765,41.2776
57101.0,-0.069824,0.008789,1.040283,43.886,0.206107,0.916031,-0.099237,1.04266071,42.6607
57120.0,-0.063721,0.006836,1.023438,43.895,0.167939,1.076336,-0.19084,1.02544256,25.4426
57140.0,-0.060303,0.006104,1.022461,43.871,0.19084,0.977099,-0.19084,1.02425593,24.2559
57160.0,-0.060791,0.012939,1.02417,43.883,0.206107,0.80916,-0.137405,1.02605417,26.0542
57180.0,-0.065186,0.016357,1.022705,43.883,0.175573,0.908397,-0.122137,1.02491087,24.9109
57200.0,-0.060547,0.005615,1.026855,43.877,0.129771,1.068702,-0.152672,1.02865381,28.6538
57220.0,-0.060547,0.008301,1.018799,43.892,0.328244,1.099237,-0.206107,1.02063032,20.6303
57240.0,-0.067871,0.013428,1.028564,43.871,0.206107,0.946565,-0.083969,1.03088830,30.8883
57260.0,-0.064209,0.011475,1.027832,43.883,0.083969,0.961832,-0.061069,1.02989955,29.8996
57280.0,-0.060791,0.00708,1.030518,43.883,0.045802,0.877863,-0.160305,1.03233377,32.3338
57300.0,-0.05835,0.007568,1.026123,43.874,0.030534,0.969466,-0.083969,1.02780855,27.8085
57320.0,-0.061279,0.01123,1.019775,43.871,0.236641,0.984733,-0.083969,1.02167621,21.6762
57340.0,-0.061523,0.004883,1.024658,43.865,0.267176,0.916031,-0.145038,1.02651495,26.5149
57360.0,-0.063965,0.008789,1.026367,43.889,0.21374,0.938931,-0.045802,1.02839583,28.3958
57380.0,-0.065186,0.013184,1.024902,43.895,0.29771,0.992366,-0.10687,1.02705752,27.0575
57400.0,-0.06543,0.008301,1.020996,43.886,0.442748,1.030534,-0.167939,1.02312405,23.1241
57420.0,-0.063965,0.008301,1.021973,43.889,0.267176,1.10687,-0.19084,1.02400647,24.0065
57440.0,-0.062988,0.008057,1.018555,43.865,0.312977,0.961832,-0.083969,1.02053255,20.5326
57460.0,-0.059082,0.009277,1.023682,43.886,0.351145,0.916031,-0.129771,1.02542751,25.4275
57481.0,-0.062256,0.003906,1.02417,43.874,0.251908,1.0,-0.122137,1.02606786,26.0679
57500.0,-0.065918,0.012939,1.021729,43.886,0.328244,0.931298,-0.076336,1.02393493,23.9349
57520.0,-0.066895,0.007813,1.029785,43.877,0.251908,1.175573,-0.114504,1.03198504,31.9850
57540.0,-0.059814,0.009766,1.019531,43.895,0.152672,1.045802,-0.19084,1.02133077,21.3308
57560.0,-0.058838,0.002686,1.023682,43.851,0.229008,0.938931,-0.152672,1.02537503,25.3750
57580.0,-0.0625,0.007813,1.030029,43.865,0.137405,1.045802,-0.038168,1.03195302,31.9530
57600.0,-0.06665,0.013916,1.024902,43.886,0.198473,0.977099,-0.007634,1.02716113,27.1611
57620.0,-0.064453,0.012939,1.022705,43.877,0.122137,0.931298,-0.10687,1.02481565,24.8157
57640.0,-0.05957,0.003906,1.019043,43.874,0.320611,0.839695,-0.244275,1.02079012,20.7901
57660.0,-0.063721,0.012207,1.041016,43.859,0.732824,1.396947,-0.076336,1.04303580,43.0358
57680.0,-0.066162,0.010498,1.017578,43.868,0.29771,0.992366,-0.099237,1.01978066,19.7807
57700.0,-0.060547,0.003662,1.021973,43.88,0.290076,1.022901,-0.152672,1.02377154,23.7715
57720.0,-0.067139,0.012695,1.022949,43.865,0.282443,1.076336,-0.038168,1.02522849,25.2285
57740.0,-0.059082,0.013916,1.020752,43.848,0.183206,0.877863,-0.122137,1.02255512,22.5551
57760.0,-0.063477,0.007568,1.030518,43.88,0.221374,0.923664,-0.145038,1.03249889,32.4989
57780.0,-0.068604,0.004395,1.022461,43.88,0.274809,1.114504,-0.099237,1.02476940,24.7694
57800.0,-0.068848,0.022217,1.015625,43.874,0.236641,1.091603,-0.183206,1.01819830,18.1983
57820.0,-0.066162,0.006592,1.025146,43.871,0.183206,0.992366,-0.175573,1.02729995,27.2999
57841.0,-0.068848,0.006592,1.025635,43.883,0.198473,1.007634,-0.061069,1.02796433,27.9643
57860.0,-0.067871,0.013672,1.025879,43.848,0.259542,1.030534,-0.21374,1.02821258,28.2126
57880.0,-0.059082,0.00415,1.026123,43.889,0.290076,0.900763,-0.076336,1.02783088,27.8309
57900.0,-0.061523,0.006348,1.023926,43.886,0.198473,0.816794,-0.068702,1.02579229,25.7923
57920.0,-0.067627,0.010254,1.026367,43.886,0.267176,1.061069,-0.068702,1.02864366,28.6437
57940.0,-0.0625,0.010742,1.028809,43.871,0.29771,1.091603,-0.137405,1.03076166,30.7617
57960.0,-0.085938,0.006592,1.021973,43.856,0.229008,1.175573,-0.145038,1.02560110,25.6011
57980.0,-0.068604,0.013184,1.019287,43.859,0.320611,1.129771,-0.068702,1.02167819,21.6782
58000.0,-0.051758,0.015625,1.019775,43.886,0.183206,1.022901,-0.083969,1.02120717,21.2072
58020.0,-0.054932,0.018799,1.03833,43.895,0.114504,0.824428,-0.175573,1.03995198,39.9520
58040.0,-0.067627,0.005859,1.0354,43.889,0.015267,0.824428,-0.083969,1.03762272,37.6227
58060.0,-0.084229,0.013672,1.022949,43.906,0.19084,1.183206,-0.145038,1.02650188,26.5019
58080.0,-0.065918,0.014648,1.016846,43.859,0.374046,1.137405,-0.045802,1.01908564,19.0856
58100.0,-0.05127,0.004883,1.02417,43.865,0.045802,0.992366,-0.267176,1.02546411,25.4641
58120.0,-0.064453,0.010986,1.023438,43.886,0.114504,1.0,-0.251908,1.02552436,25.5244
58140.0,-0.068848,0.015625,1.026855,43.868,0.221374,0.961832,-0.244275,1.02927906,29.2791
58160.0,-0.058594,0.01001,1.028564,43.871,0.396947,1.030534,-0.114504,1.03028023,30.2802
58180.0,-0.063477,0.003418,1.018066,43.854,0.381679,0.992366,-0.068702,1.02004872,20.0487
58200.0,-0.030762,0.00293,1.031494,43.871,0.320611,0.824428,-0.122137,1.03195676,31.9568
58220.0,-0.0625,0.014648,1.01123,43.859,-0.015267,0.900763,-0.129771,1.01326548,13.2655
58240.0,-0.062988,0.010254,1.015869,43.868,0.312977,1.038168,-0.068702,1.01787153,17.8715
58260.0,-0.063965,0.015625,1.023926,43.842,0.320611,0.931298,-0.022901,1.02604099,26.0410
58280.0,-0.066406,0.008057,1.017334,43.883,0.152672,0.877863,-0.160305,1.01953084,19.5308
58300.0,-0.067383,0.007813,1.025146,43.845,0.053435,1.007634,-0.114504,1.02738787,27.3879
58320.0,-0.0625,0.008057,1.030762,43.883,0.206107,0.938931,-0.114504,1.03268653,32.6865
58341.0,-0.065186,0.009766,1.023926,43.848,0.328244,1.0,0.038168,1.02604534,26.0453
58360.0,-0.061279,0.005859,1.022461,43.854,0.145038,1.022901,-0.236641,1.02431242,24.3124
58380.0,-0.062744,0.01123,1.025635,43.862,0.145038,1.015267,-0.167939,1.02761378,27.6138
58400.0,-0.065186,0.011719,1.038818,43.874,0.374046,0.938931,-0.206107,1.04092718,40.9272
58420.0,-0.068848,0.005615,1.030273,43.88,0.137405,0.961832,-0.160305,1.03258609,32.5861
58440.0,-0.061768,0.012207,1.013916,43.868,0.274809,1.099237,-0.114504,1.01586906,15.8691
58460.0,-0.046143,0.010986,1.016602,43.895,0.122137,0.778626,-0.259542,1.01770796,17.7080
58480.0,-0.056396,0.00708,1.029053,43.862,-0.038168,0.824428,-0.221374,1.03062152,30.6215
58500.0,-0.076904,0.012695,1.030029,43.854,0.251908,1.061069,-0.10687,1.03297392,32.9739
58520.0,-0.065918,0.018311,1.018311,43.836,0.48855,1.053435,-0.10687,1.02060657,20.6066
58540.0,-0.061523,0.008789,1.023926,43.868,0.236641,0.984733,-0.099237,1.02581030,25.8103
58560.0,-0.066162,0.005859,1.017822,43.871,0.061069,1.0,-0.167939,1.01998694,19.9869
58580.0,-0.065918,0.01001,1.029541,43.862,0.259542,0.977099,-0.083969,1.03169766,31.6977
58600.0,-0.060791,0.013672,1.024658,43.883,0.244275,1.083969,-0.122137,1.02655077,26.5508
58620.0,-0.064941,0.008301,1.024658,43.865,0.320611,0.954198,-0.083969,1.02674742,26.7474
58640.0,-0.060547,0.006104,1.029297,43.877,0.229008,1.053435,-0.137405,1.03109433,31.0943
58660.0,-0.053955,0.008789,1.002197,43.886,0.236641,1.21374,-0.19084,1.00368681,3.6868
58680.0,-0.054932,0.006592,1.023926,43.859,0.167939,0.900763,-0.099237,1.02541964,25.4196
58700.0,-0.066406,0.013672,1.007568,43.851,0.267176,0.992366,-0.114504,1.00984650,9.8465
58721.0,-0.069092,0.014404,1.024902,43.871,0.374046,1.038168,-0.236641,1.02732920,27.3292
58740.0,-0.055664,0.006104,1.017578,43.862,0.167939,1.0,-0.21374,1.01911762,19.1176
58760.0,-0.05957,0.011963,1.021973,43.88,0.251908,0.969466,-0.160305,1.02377757,23.7776
58780.0,-0.065674,0.011475,1.026855,43.871,0.091603,1.045802,-0.114504,1.02901698,29.0170
58800.0,-0.068359,0.009766,1.02417,43.856,0.167939,1.022901,-0.076336,1.02649526,26.4953
58820.0,-0.062988,0.009277,1.025635,43.859,0.351145,1.045802,-0.083969,1.02760922,27.6092
58840.0,-0.060303,0.006592,1.023438,43.851,0.167939,0.954198,-0.167939,1.02523424,25.2342
58860.0,-0.063721,0.009033,1.026123,43.854,0.21374,1.068702,-0.022901,1.02813928,28.1393
58880.0,-0.062988,0.012207,1.02124,43.871,0.229008,0.977099,-0.175573,1.02325346,23.2535
58900.0,-0.062012,0.011719,1.020752,43.868,0.274809,0.916031,-0.244275,1.02270107,22.7011
58920.0,-0.061523,0.01123,1.025879,43.871,0.305344,0.992366,-0.030534,1.02778350,27.7835
58940.0,-0.063477,0.00708,1.020996,43.871,0.167939,0.984733,-0.076336,1.02299183,22.9918
58960.0,-0.063965,0.005615,1.022461,43.868,0.183206,1.0,-0.152672,1.02447525,24.4753
58980.0,-0.062256,0.010742,1.024902,43.845,0.221374,0.908397,-0.083969,1.02684727,26.8473
59000.0,-0.064453,0.008057,1.024414,43.874,0.312977,1.030534,-0.122137,1.02647121,26.4712
59020.0,-0.065186,0.009277,1.019043,43.874,0.282443,0.961832,-0.167939,1.02116792,21.1679
59040.0,-0.065918,0.009766,1.021973,43.856,0.183206,0.900763,-0.160305,1.02414324,24.1432
59060.0,-0.065674,0.00708,1.023926,43.889,0.282443,1.015267,-0.114504,1.02605441,26.0544
59081.0,-0.066406,0.010742,1.024414,43.839,0.114504,0.923664,-0.198473,1.02662028,26.6203
59100.0,-0.060791,0.010742,1.023926,43.862,0.229008,1.160305,-0.114504,1.02578526,25.7853
59120.0,-0.062256,0.008057,1.025146,43.883,0.251908,0.89313,-0.137405,1.02706623,27.0662
59140.0,-0.062256,0.008301,1.024902,43.877,0.183206,0.885496,-0.10687,1.02682463,26.8246
59160.0,-0.065918,0.007324,1.023682,43.871,0.129771,0.916031,-0.068702,1.02582828,25.8283
59180.0,-0.0625,0.012695,1.021729,43.868,0.221374,1.0,-0.061069,1.02371752,23.7175
59200.0,-0.064941,0.008301,1.024902,43.886,0.290076,1.007634,-0.053435,1.02699092,26.9909
59220.0,-0.061768,0.009766,1.020508,43.862,0.129771,1.076336,-0.061069,1.02242224,22.4222
59240.0,-0.065186,0.008789,1.020996,43.859,0.198473,1.045802,-0.19084,1.02311255,23.1126
59260.0,-0.062988,0.007813,1.023682,43.862,0.21374,0.908397,-0.076336,1.02564778,25.6478
59280.0,-0.064209,0.007568,1.024902,43.88,0.29771,0.908397,-0.015267,1.02693923,26.9392
59300.0,-0.063477,0.009521,1.019287,43.883,0.122137,1.007634,-0.114504,1.02130601,21.3060
59320.0,-0.063477,0.01416,1.023438,43.856,0.221374,0.954198,-0.114504,1.02550240,25.5024
59340.0,-0.065186,0.008545,1.021484,43.883,0.137405,0.992366,-0.114504,1.02359748,23.5975
59360.0,-0.063965,0.009033,1.025879,43.889,0.221374,0.908397,-0.137405,1.02791091,27.9109
59380.0,-0.064453,0.009277,1.025146,43.851,0.259542,0.854962,-0.068702,1.02721204,27.2120
59400.0,-0.062012,0.007568,1.026855,43.877,0.221374,0.900763,0.007634,1.02875359,28.7536
59420.0,-0.065186,0.01416,1.029297,43.868,0.274809,0.977099,-0.19084,1.03145627,31.4563
59440.0,-0.05835,0.004883,1.02002,43.851,0.198473,0.923664,-0.10687,1.02169925,21.6993
59461.0,-0.063232,0.012451,1.023438,43.874,0.229008,0.992366,-0.083969,1.02546509,25.4651
59480.0,-0.064209,0.008057,1.019043,43.862,0.167939,0.977099,-0.137405,1.02109566,21.0957
59500.0,-0.061768,0.012451,1.020752,43.877,0.167939,1.045802,-0.061069,1.02269495,22.6949
59520.0,-0.062744,0.01123,1.020264,43.851,0.29771,0.961832,-0.152672,1.02225317,22.2532
59540.0,-0.062744,0.004883,1.027344,43.877,0.328244,0.938931,-0.19084,1.02926981,29.2698
59560.0,-0.061523,0.008057,1.024414,43.859,0.175573,1.030534,-0.061069,1.02629140,26.2914
59580.0,-0.063965,0.010742,1.030273,43.868,0.183206,1.10687,-0.068702,1.03231263,32.3126
59600.0,-0.06543,0.011719,1.025879,43.862,0.068702,0.984733,-0.137405,1.02803022,28.0302
59620.0,-0.066162,0.01001,1.02002,43.898,0.206107,0.908397,-0.175573,1.02221251,22.2125
59640.0,-0.064209,0.012939,1.023682,43.874,0.21374,0.877863,-0.122137,1.02577534,25.7753
59660.0,-0.063965,0.004395,1.020996,43.859,0.183206,0.969466,-0.167939,1.02300717,23.0072
59680.0,-0.0625,0.010254,1.027344,43.851,0.206107,0.877863,-0.175573,1.02929446,29.2945
59700.0,-0.05957,0.007568,1.030518,43.874,0.305344,1.045802,-0.083969,1.03226605,32.2661
59720.0,-0.064941,0.010742,1.029053,43.848,0.221374,0.938931,-0.137405,1.03115605,31.1561
59740.0,-0.063965,0.009277,1.022949,43.877,0.129771,0.977099,-0.068702,1.02498890,24.9889
59760.0,-0.063477,0.008545,1.020996,43.904,0.137405,0.969466,-0.160305,1.02300302,23.0030
59780.0,-0.062988,0.009766,1.023193,43.874,0.167939,0.977099,-0.114504,1.02517646,25.1765
59800.0,-0.060547,0.011963,1.018555,43.868,0.167939,0.946565,-0.198473,1.02042312,20.4231
59821.0,-0.065674,0.007813,1.020996,43.874,0.21374,0.885496,-0.122137,1.02313584,23.1358
59840.0,-0.069336,0.010254,1.026855,43.842,0.183206,0.977099,-0.061069,1.02924429,29.2443
59860.0,-0.064209,0.010742,1.029053,43.904,0.236641,1.015267,-0.083969,1.03111021,31.1102
59880.0,-0.065674,0.010986,1.020996,43.848,0.282443,0.908397,-0.068702,1.02316499,23.1650
59900.0,-0.062988,0.007568,1.026611,43.868,0.236641,0.961832,-0.229008,1.02856935,28.5694
59920.0,-0.063721,0.012207,1.024902,43.865,0.282443,1.068702,-0.19084,1.02695350,26.9535
59940.0,-0.062744,0.012695,1.024414,43.874,0.21374,0.992366,-0.091603,1.02641221,26.4122
59960.0,-0.062988,0.009766,1.023682,43.88,0.183206,1.022901,-0.068702,1.02566452,25.6645
59980.0,-0.065186,0.009033,1.031494,43.889,0.236641,0.923664,-0.015267,1.03359116,33.5912
60000.0,-0.067871,0.009766,1.026611,43.859,0.290076,0.977099,-0.160305,1.02889844,28.8984
60020.0,-0.062744,0.008545,1.022461,43.851,0.244275,0.916031,-0.145038,1.02441999,24.4200
60040.0,-0.060303,0.01001,1.022461,43.851,0.305344,1.068702,-0.19084,1.02428665,24.2867
60060.0,-0.061768,0.007568,1.025635,43.859,0.21374,0.877863,-0.19084,1.02752115,27.5211
60080.0,-0.064941,0.006592,1.021973,43.854,0.152672,0.977099,-0.167939,1.02405547,24.0555
60100.0,-0.060791,0.008057,1.025391,43.865,0.21374,1.038168,-0.122137,1.02722304,27.2230
60120.0,-0.064941,0.005615,1.023193,43.842,0.091603,0.938931,-0.152672,1.02526717,25.2672
60140.0,-0.064209,0.013428,1.021729,43.874,0.19084,1.122137,-0.145038,1.02383263,23.8326
60160.0,-0.05957,0.009521,1.022461,43.848,0.236641,0.961832,-0.198473,1.02423910,24.2391
60181.0,-0.069824,0.007568,1.024658,43.865,0.236641,1.030534,-0.175573,1.02706216,27.0622
60200.0,-0.062256,0.01123,1.023193,43.868,0.122137,1.030534,-0.076336,1.02514674,25.1467
60220.0,-0.064941,0.012695,1.018555,43.898,0.229008,0.969466,-0.129771,1.02070210,20.7021
60240.0,-0.063477,0.008789,1.024902,43.865,0.274809,0.946565,-0.274809,1.02690345,26.9034
60260.0,-0.066162,0.009033,1.021484,43.833,0.221374,1.045802,-0.068702,1.02366428,23.6643
60280.0,-0.0625,0.00415,1.021973,43.892,0.045802,0.908397,-0.175573,1.02389076,23.8908
60300.0,-0.064697,0.011475,1.017578,43.877,0.175573,0.954198,-0.022901,1.01969719,19.6972
60320.0,-0.060791,0.009766,1.030518,43.851,0.137405,1.007634,-0.21374,1.03235569,32.3557
60340.0,-0.058594,0.009033,1.023193,43.859,0.183206,1.053435,-0.21374,1.02490915,24.9092
60360.0,-0.061523,0.003906,1.024658,43.871,0.183206,0.984733,0.022901,1.02651077,26.5108
60380.0,-0.062012,0.008301,1.012939,43.871,0.206107,0.992366,-0.083969,1.01486936,14.8694
60400.0,-0.063232,0.010742,1.020996,43.854,0.251908,1.022901,-0.045802,1.02300856,23.0086
60420.0,-0.066406,0.009766,1.018799,43.865,0.206107,1.083969,-0.10687,1.02100761,21.0076
60440.0,-0.065674,0.009277,1.023438,43.871,0.351145,1.015267,-0.030534,1.02558494,25.5849
60460.0,-0.067383,0.01123,1.02417,43.839,0.267176,1.038168,-0.274809,1.02644570,26.4457
60480.0,-0.067383,0.010254,1.0271,43.865,0.267176,0.954198,-0.183206,1.02935904,29.3590
60500.0,-0.062744,0.008789,1.019287,43.845,0.236641,1.038168,-0.015267,1.02125415,21.2542
60520.0,-0.065674,0.010254,1.031738,43.848,0.206107,0.862595,-0.221374,1.03387694,33.8769
60540.0,-0.063477,0.010986,1.021973,43.859,0.167939,1.099237,-0.114504,1.02400138,24.0014
60560.0,-0.064209,0.009521,1.023193,43.868,0.137405,1.053435,-0.152672,1.02524990,25.2499
60580.0,-0.06543,0.005859,1.022217,43.874,0.236641,1.007634,-0.129771,1.02432564,24.3256
60600.0,-0.061768,0.010986,1.023682,43.848,0.251908,0.923664,-0.083969,1.02560266,25.6027
60620.0,-0.065186,0.011963,1.026367,43.871,0.221374,0.908397,-0.10687,1.02850452,28.5045
60640.0,-0.063477,0.010254,1.026855,43.871,0.152672,0.923664,-0.122137,1.02886620,28.8662
60660.0,-0.063965,0.010254,1.019531,43.904,0.21374,1.038168,-0.160305,1.02158706,21.5871
60681.0,-0.065918,0.008545,1.021729,43.862,0.335878,0.80916,-0.091603,1.02388884,23.8888
60700.0,-0.065918,0.01001,1.028076,43.868,0.259542,0.977099,-0.129771,1.03023572,30.2357
60720.0,-0.058105,0.016357,1.024414,43.845,0.206107,1.038168,-0.183206,1.02619091,26.1909
60740.0,-0.064697,0.007324,1.020996,43.883,0.236641,0.89313,-0.160305,1.02306998,23.0700
60760.0,-0.064453,0.01123,1.020996,43.845,0.137405,0.992366,-0.030534,1.02308999,23.0900
60780.0,-0.063965,0.009521,1.022705,43.845,0.129771,0.984733,-0.10687,1.02474762,24.7476
60800.0,-0.058838,0.01001,1.015869,43.862,0.21374,0.900763,-0.076336,1.01762072,17.6207
60820.0,-0.064209,0.007568,1.02002,43.842,0.229008,1.053435,-0.122137,1.02206696,22.0670
60840.0,-0.066162,0.012207,1.021484,43.871,0.274809,0.946565,-0.091603,1.02369721,23.6972
60860.0,-0.062988,0.013672,1.023682,43.868,0.274809,1.007634,-0.030534,1.02570914,25.7091
60880.0,-0.062256,0.009277,1.023926,43.868,0.305344,0.946565,-0.152672,1.02585882,25.8588
60900.0,-0.064453,0.012451,1.024902,43.845,0.244275,0.870229,-0.129771,1.02700211,27.0021
60920.0,-0.063965,0.009766,1.020508,43.883,0.19084,1.083969,-0.145038,1.02255732,22.5573
60940.0,-0.068359,0.010254,1.016602,43.848,0.175573,1.022901,-0.122137,1.01894932,18.9493
60960.0,-0.063232,0.006348,1.017578,43.883,0.175573,0.89313,-0.122137,1.01956048,19.5605
60980.0,-0.062012,0.010742,1.030029,43.874,0.221374,1.137405,-0.160305,1.03194991,31.9499
61000.0,-0.065674,0.008545,1.030273,43.839,0.320611,0.977099,-0.114504,1.03239941,32.3994
61020.0,-0.066406,0.009766,1.02124,43.862,0.183206,1.030534,-0.175573,1.02344334,23.4433
61041.0,-0.060303,0.006836,1.023193,43.862,0.244275,0.946565,-0.145038,1.02499127,24.9913
61061.0,-0.064453,0.007813,1.013916,43.865,0.259542,0.992366,-0.183206,1.01599256,15.9926
61080.0,-0.063232,0.010498,1.019775,43.892,0.267176,1.061069,-0.10687,1.02178743,21.7874
61100.0,-0.058838,0.009277,1.02124,43.845,0.122137,1.015267,-0.061069,1.02297562,22.9756
61120.0,-0.063232,0.009766,1.022217,43.859,0.259542,0.916031,-0.152672,1.02421739,24.2174
61140.0,-0.065918,0.007813,1.029541,43.877,0.175573,0.977099,-0.061069,1.03167868,31.6787
61160.0,-0.061035,0.006348,1.026123,43.874,0.221374,0.984733,-0.083969,1.02795621,27.9562
61180.0,-0.068359,0.007324,1.028076,43.889,0.183206,0.931298,-0.129771,1.03037219,30.3722
61200.0,-0.062256,0.013428,1.024658,43.859,0.320611,0.885496,-0.099237,1.02663535,26.6353
61220.0,-0.063965,0.016113,1.025146,43.848,0.290076,0.961832,-0.175573,1.02726602,27.2660
61240.0,-0.06543,0.006592,1.031006,43.886,0.29771,0.977099,-0.122137,1.03310111,33.1011
61260.0,-0.065674,0.006592,1.022705,43.856,0.251908,0.992366,-0.022901,1.02483269,24.8327
61280.0,-0.062256,0.012207,1.022705,43.883,0.320611,1.030534,-0.083969,1.02467084,24.6708
61300.0,-0.064209,0.007568,1.02832,43.88,0.167939,0.946565,-0.038168,1.03035047,30.3505
61320.0,-0.047852,0.004395,1.015869,43.895,0.206107,1.0,-0.175573,1.01700489,17.0049
61340.0,-0.074707,0.008301,1.026855,43.871,0.229008,0.916031,-0.099237,1.02960246,29.6025
61360.0,-0.063965,0.008789,1.021484,43.862,0.259542,0.89313,-0.015267,1.02352251,23.5225
61380.0,-0.062744,0.006348,1.020752,43.868,0.236641,0.984733,-0.091603,1.02269827,22.6983
61400.0,-0.060547,0.012451,1.021484,43.862,0.21374,1.007634,-0.114504,1.02335259,23.3526
61421.0,-0.068359,0.008789,1.030029,43.898,0.229008,1.038168,-0.167939,1.03233228,32.3323
61440.0,-0.061035,0.006592,1.027832,43.865,0.244275,1.122137,-0.007634,1.02966371,29.6637
61460.0,-0.062012,0.011475,1.023682,43.877,0.206107,0.931298,-0.137405,1.02562274,25.6227
61480.0,-0.060059,0.006348,1.020996,43.877,0.221374,0.89313,-0.175573,1.02278063,22.7806
61500.0,-0.0625,0.011719,1.023926,43.862,0.198473,0.839695,-0.061069,1.02589865,25.8986
61520.0,-0.064453,0.009033,1.02832,43.865,0.198473,1.0,-0.183206,1.03037751,30.3775
61540.0,-0.063721,0.007568,1.025635,43.856,0.236641,1.0,-0.114504,1.02764040,27.6404
61560.0,-0.061035,0.010742,1.028809,43.877,0.290076,0.938931,-0.145038,1.03067387,30.6739
61580.0,-0.067383,0.01123,1.023682,43.88,0.366412,0.969466,-0.137405,1.02595878,25.9588
61600.0,-0.064209,0.008545,1.022705,43.845,0.267176,0.931298,-0.099237,1.02475428,24.7543
61620.0,-0.062988,0.008545,1.023193,43.839,0.267176,0.908397,-0.114504,1.02516556,25.1656
61640.0,-0.064453,0.00708,1.020264,43.856,0.244275,0.954198,-0.091603,1.02232233,22.3223
61660.0,-0.062988,0.01123,1.025391,43.889,0.198473,0.977099,-0.129771,1.02738518,27.3852
61680.0,-0.06665,0.008057,1.02417,43.865,0.167939,0.977099,-0.007634,1.02636803,26.3680
61700.0,-0.063232,0.008789,1.020752,43.865,0.305344,1.0,-0.152672,1.02274639,22.7464
61720.0,-0.065186,0.003906,1.022461,43.862,0.167939,1.0,-0.038168,1.02454427,24.5443
61740.0,-0.063477,0.012207,1.023926,43.859,0.244275,1.061069,-0.198473,1.02596432,25.9643
61760.0,-0.064941,0.00708,1.020752,43.868,0.198473,0.839695,-0.145038,1.02284021,22.8402
61781.0,-0.064697,0.011719,1.025146,43.868,0.129771,1.053435,-0.083969,1.02725233,27.2523
61800.0,-0.062012,0.011963,1.030518,43.862,0.129771,1.022901,-0.221374,1.03245143,32.4514
61820.0,-0.065674,0.008301,1.020508,43.871,0.10687,1.0,-0.282443,1.02265271,22.6527
61840.0,-0.064697,0.010742,1.028076,43.865,0.206107,1.045802,-0.183206,1.03016569,30.1657
61860.0,-0.062988,0.009521,1.025391,43.862,0.282443,1.015267,-0.10687,1.02736792,27.3679
61880.0,-0.06543,0.012939,1.018555,43.854,0.251908,1.022901,-0.160305,1.02073640,20.7364
61900.0,-0.065186,0.009033,1.019287,43.868,0.21374,1.145038,-0.183206,1.02140922,21.4092
61920.0,-0.064209,0.009521,1.021729,43.865,0.221374,0.977099,-0.21374,1.02378884,23.7888
61940.0,-0.062988,0.007324,1.024902,43.889,0.267176,0.916031,-0.137405,1.02686184,26.8618
61960.0,-0.064941,0.008789,1.027344,43.856,0.175573,1.015267,-0.206107,1.02943202,29.4320
61980.0,-0.062988,0.008789,1.024414,43.859,0.274809,0.923664,-0.129771,1.02638627,26.3863
62000.0,-0.06543,0.012695,1.023193,43.856,0.175573,1.045802,-0.015267,1.02536148,25.3615
62020.0,-0.070557,0.007813,1.02002,43.88,0.167939,1.083969,-0.099237,1.02248723,22.4872
62040.0,-0.067627,0.010986,1.021484,43.865,0.137405,0.923664,-0.137405,1.02377911,23.7791
62060.0,-0.063721,0.011963,1.021729,43.862,0.236641,0.969466,-0.114504,1.02378398,23.7840
62080.0,-0.06665,0.010986,1.019531,43.854,0.206107,0.984733,-0.206107,1.02176630,21.7663
62100.0,-0.067871,0.014893,1.024658,43.851,0.198473,1.0,-0.129771,1.02701134,27.0113
62120.0,-0.063232,0.009033,1.022705,43.871,0.221374,1.022901,-0.091603,1.02469771,24.6977
