phase,t_s,temp_c,comp_roll,comp_pitch,comp_yaw,mahony_roll,mahony_pitch,mahony_yaw,madgwick_roll,madgwick_pitch,madgwick_yaw
level_static,0.34,43.712,0.48468900413109195,-2.1239312491064575,-64.95887468400842,0.544747359068262,-2.0723245605004497,-64.86857726180014,0.4810069567391273,-2.1303496121069374,-65.01352657610653
level_static,0.36,43.73,0.48096697691692747,-2.1170458880727905,-64.95316687388862,0.5264618374320122,-2.050019655301741,-64.85887376593986,0.4774484995306294,-2.1237576767781676,-65.0113599097306
level_static,0.38,43.73,0.4825187463709845,-2.1173492833191605,-64.95211628924321,0.5345685414106706,-2.055418387286151,-64.86216808412848,0.47879563507138356,-2.1240086978745754,-65.0113727366003
level_static,0.4,43.721,0.48509546778561813,-2.112345174628634,-64.94480047314917,0.5398433236710022,-2.041456100911014,-64.84874589618993,0.4811729475624387,-2.1192398771910046,-65.00843998080217
level_static,0.42,43.704,0.4829724205793949,-2.1104695295064273,-64.94562918089076,0.526547687582235,-2.0430172312994914,-64.85924051808055,0.4792345864033446,-2.117328452997321,-65.00838587866825
level_static,0.44,43.721,0.484224390785631,-2.1094723502732577,-64.94534213913322,0.5285640244926536,-2.0459888076003474,-64.86404550659068,0.4804442258381703,-2.11629362132952,-65.00861263113963
level_static,0.46,43.709,0.4849216375249094,-2.1094197234205563,-64.94573157681315,0.5246310888744472,-2.050593695366517,-64.8720732680926,0.4812152540806498,-2.1162039680961606,-65.00847057857513
level_static,0.48,43.756,0.4802517290031018,-2.1044428470314656,-64.9443944450773,0.5069118103095803,-2.0337376645244696,-64.86753950882539,0.4768117189795095,-2.1115117808770427,-65.00990757362761
level_static,0.5,43.704,0.47938382545040115,-2.1027726655757646,-64.94518440869793,0.5054443367031506,-2.0315143143111545,-64.869479454658,0.4759962954837297,-2.109917520703083,-65.01221858552968
level_static,0.52,43.701,0.48380403708173625,-2.09912455064897,-64.94219521555569,0.5201534077420674,-2.027375303732629,-64.86307464002795,0.48018544120019246,-2.106344077081434,-65.01233200409428
level_static,0.54,43.739,0.48119163451297,-2.094734864868222,-64.93939615478193,0.5068115193273242,-2.0184694115972155,-64.86182587969584,0.4776884587170115,-2.1021476395597403,-65.01082024984375
level_static,0.56,43.718,0.4836431570059461,-2.092234864164657,-64.93613515264956,0.5159672822656957,-2.017483706522518,-64.85814486248938,0.47991667800550697,-2.0997294074804667,-65.00964542296138
level_static,0.58,43.724,0.48426280671598476,-2.085187388205791,-64.93100383385186,0.5145091591647848,-1.9967929038952417,-64.84379592995754,0.48056124465367694,-2.0929808606898046,-65.00950217413964
level_static,0.6,43.706,0.4837994499692811,-2.0866174494409613,-64.93161426323647,0.5134652773858779,-2.0037807339514284,-64.85086782034548,0.4800872993138284,-2.094437797923112,-65.01012714795873
level_static,0.62,43.698,0.48655406025625175,-2.0819443268363624,-64.92890628326838,0.5244353280184791,-2.0001089788398376,-64.84689365113998,0.4826435998126221,-2.08978505324269,-65.00990136083237
level_static,0.64,43.736,0.4857992863390324,-2.07916168571397,-64.92903859159563,0.5101591883488602,-1.9929188172911416,-64.85897603428072,0.48241839646351653,-2.086624612326549,-65.00867283835275
level_static,0.66,43.715,0.48082476324482953,-2.07769886333764,-64.93570492429822,0.4828045897662414,-1.9982377015909296,-64.88939823273508,0.47826181884994995,-2.0844964948288163,-65.0095942432633
level_static,0.68,43.73,0.4780269353518178,-2.0778274907016865,-64.93893604762705,0.47418373614904646,-2.004347683210691,-64.9083210630849,0.4758222576680458,-2.08402295218079,-65.00931532871267
level_static,0.7,43.733,0.47446212571736035,-2.0800063955259396,-64.94458802803918,0.46340904430068197,-2.017735433184875,-64.93386574922864,0.4726734968171531,-2.08547708168066,-65.00963038605425
level_static,0.72,43.715,0.478530985981917,-2.078997159963913,-64.94299037341192,0.47826369253233786,-2.019766545026847,-64.92285353386211,0.4764420644284087,-2.0848765903147317,-65.01094855288301
level_static,0.74,43.736,0.48281638473410293,-2.0840146957243384,-64.94234826099576,0.49175985287490764,-2.0346809127687036,-64.9200775281586,0.4804012768330033,-2.0902544151631517,-65.01105265917245
level_static,0.76,43.754,0.4854727241265896,-2.0880045472928996,-64.9436026005254,0.49892512431084834,-2.0524962947836594,-64.92506253418,0.48280989253379886,-2.0944477096290073,-65.01110577673552
level_static,0.78,43.73,0.4839042359134442,-2.089398956409212,-64.94475077864536,0.49432280843519727,-2.0588296143407345,-64.93116269334317,0.4812517926958798,-2.095819161409766,-65.01090737478724
level_static,0.8,43.721,0.4814873513887841,-2.091185109517491,-64.94724693249792,0.4838109361618674,-2.0695520934803717,-64.94410434759754,0.4789421146557918,-2.097478105516672,-65.01003898920627
level_static,0.82,43.712,0.4809612025859778,-2.0924776768981332,-64.95282095459467,0.47737964281313316,-2.0812628563479203,-64.96029166887372,0.4786248432112617,-2.098545267978564,-65.01194292971206
level_static,0.84,43.704,0.48235319838587254,-2.0913918750557565,-64.94304128166344,0.4795522921661388,-2.074833090792875,-64.93067754105672,0.4794103730068448,-2.0986358970798378,-65.0072022440053
level_static,0.86,43.712,0.47625244627365243,-2.0917955391719305,-64.93915137478781,0.45624864374976515,-2.07295321285841,-64.91841159294675,0.473062851193248,-2.100126321055138,-65.00487930230645
level_static,0.88,43.724,0.4804288751049605,-2.088510677356993,-64.92940852210683,0.47178039641064357,-2.057859841912558,-64.88199399030795,0.4766419939874773,-2.0980105825353896,-65.00335599378724
level_static,0.9,43.762,0.485076640731252,-2.089743942362653,-64.9224152199564,0.4846356073451707,-2.0617865435165883,-64.86327195416398,0.4806978749791812,-2.1002115305471754,-65.00027408524683
level_static,0.92,43.701,0.4860141207964358,-2.0857965177052815,-64.91870956980637,0.48565728519281975,-2.0442983071240586,-64.85267409914366,0.48170126862066637,-2.0964689753052426,-65.00031168339652
level_static,0.94,43.721,0.4870792870863972,-2.079680442576915,-64.91587695883163,0.4858076488282702,-2.0274477704328544,-64.84519601378993,0.48286128797565503,-2.0904826605449323,-65.00060209893475
level_static,0.96,43.721,0.4886524315307393,-2.076696719227682,-64.91283521177199,0.48622946838172226,-2.018021363633747,-64.84091377915624,0.48448868466392686,-2.0876310728549092,-64.9996552363132
level_static,0.98,43.715,0.4904825700990475,-2.077435804247698,-64.91169680555892,0.491898505752915,-2.027676223006314,-64.84526577798655,0.4861137784065808,-2.088507239277105,-64.99810014616531
level_static,1.001,43.698,0.49024657109050696,-2.0790748365338194,-64.91225458713231,0.4874535179184075,-2.036003542084423,-64.8527703754138,0.48578481835622717,-2.090370789964225,-64.99751713722267
level_static,1.02,43.715,0.48695757838604303,-2.0785758639438243,-64.91327874475753,0.4731846148325481,-2.035878518047716,-64.85809776852378,0.48280520169584007,-2.0901437379998447,-64.99808125167381
level_static,1.04,43.715,0.4884523969128375,-2.0757246211802025,-64.91227153085772,0.4784050787757054,-2.0298963057800163,-64.85614878788432,0.48429960972371816,-2.0873217606768613,-64.9986748788813
level_static,1.06,43.712,0.48864556519088886,-2.072829192452343,-64.91269231924629,0.48178899300842465,-2.0276517649361705,-64.85861458145254,0.48448412934259855,-2.0843740074664843,-64.99969464997126
level_static,1.08,43.701,0.4903865838559716,-2.0743699590160993,-64.91071513967022,0.4874499226526106,-2.027524141298685,-64.85636142851057,0.48615273448198454,-2.086031710515648,-64.99907282683698
level_static,1.1,43.739,0.490936943675949,-2.067132840785483,-64.90486128136452,0.4935380695895028,-2.004304456542461,-64.83723064756506,0.48657769158704034,-2.0791202627961067,-64.99890350252247
level_static,1.12,43.739,0.49123028990297296,-2.0701507895458042,-64.90674949515827,0.4926574254193437,-2.0197345452679776,-64.85243654175635,0.4868684112819665,-2.0819627412402686,-64.99788163065439
level_static,1.14,43.724,0.4894267165745965,-2.07470830890063,-64.90935269369014,0.4862249788944827,-2.038057017241418,-64.87083080000077,0.48510937869559767,-2.0863017014688467,-64.99638432313053
level_static,1.16,43.733,0.49056108456052167,-2.075359099071939,-64.91031360101282,0.48641699787278475,-2.039651800225479,-64.8749838061142,0.4863405325592195,-2.08693559870582,-64.9970921646028
level_static,1.18,43.736,0.49518743586668157,-2.0769887548952637,-64.91208176905772,0.5038754466440754,-2.050135707889947,-64.881199617011,0.4907910506961812,-2.088333770424007,-64.99827445040181
level_static,1.2,43.715,0.49347225966273733,-2.0796953923592323,-64.91671199137802,0.49401447205134097,-2.066068265773473,-64.90219304122472,0.4892584291031029,-2.0907190799505178,-64.99799475482689
level_static,1.22,43.706,0.4916483259831181,-2.080599586436836,-64.91859039566248,0.4848183332545803,-2.066862332114572,-64.90858581501867,0.48763648922465563,-2.091573404523892,-64.99851308101269
level_static,1.24,43.73,0.4875811268581865,-2.0781855663241378,-64.91441849078478,0.4722655451481401,-2.054837334223439,-64.90140447465227,0.48363612729776284,-2.089315530372553,-64.99534953706687
level_static,1.26,43.712,0.488480228479294,-2.0748303206695207,-64.91644365961588,0.4720106149366781,-2.0448451161930157,-64.90918328993875,0.48496853600163714,-2.085366114772789,-64.99640734310232
level_static,1.28,43.73,0.4887923531840499,-2.0764893740042374,-64.92008040224144,0.47729253349359774,-2.051783338429849,-64.92525467410873,0.4854863013800738,-2.0862369940746883,-64.99675313231272
level_static,1.3,43.742,0.48755694269951616,-2.078364565666276,-64.92416618761764,0.4755276632281027,-2.060546421203456,-64.94443781813952,0.4845433780874054,-2.08729026687133,-64.99627509604069
level_static,1.32,43.727,0.4876899478478735,-2.076355611272162,-64.9226645952076,0.4820350878988801,-2.052755850947666,-64.93409834633484,0.48457778437195054,-2.085365002766361,-64.99708424060054
level_static,1.34,43.73,0.488129912623019,-2.0765162858244204,-64.92010395507688,0.4823898707021932,-2.0467694183154945,-64.92525988636034,0.48501027312390865,-2.0856911778261598,-64.9961557776256
level_static,1.36,43.715,0.48449908230034133,-2.0775367633723616,-64.92393502516005,0.4655344831333031,-2.0483781752305608,-64.93379471121679,0.48173883182213256,-2.0867061381366434,-64.99797320369977
level_static,1.38,43.712,0.4871802158974354,-2.0744929246651562,-64.92127868921804,0.4777451611847985,-2.041921721838053,-64.92332183509401,0.4842491821874955,-2.083701829698016,-64.99757301879197
level_static,1.4,43.706,0.48660793364879046,-2.0762774329367084,-64.92256840384817,0.4748023896316482,-2.051855694194874,-64.93155791086313,0.4836979858586424,-2.085346691365106,-64.99627624268741
level_static,1.42,43.715,0.4876538913957992,-2.070301747981254,-64.91796856520162,0.48357031465926237,-2.0346616393262837,-64.91337228374118,0.48457760114032733,-2.0795463958014584,-64.99585623726067
level_static,1.44,43.706,0.4916540300448416,-2.069780476289253,-64.9132165183751,0.5008066382525781,-2.0319346726366434,-64.90069226163459,0.48824029137391217,-2.079128787682022,-64.99382588177265
level_static,1.46,43.736,0.49317815325341324,-2.0711291877040385,-64.91442192938881,0.5075451253119265,-2.04099563205407,-64.90606945803798,0.4896609413956172,-2.0803239216302005,-64.99387419155708
level_static,1.48,43.742,0.490619663206553,-2.071400508714205,-64.91504266996269,0.500278186822813,-2.039631033311462,-64.90694236375285,0.4871817880446239,-2.0806299236196093,-64.994441723498
level_static,1.5,43.689,0.49349979678899447,-2.0742565842210783,-64.91830286514417,0.5078205554380074,-2.045533584526123,-64.91056704455411,0.4901170387923787,-2.083432940858496,-64.99772121387413
level_static,1.52,43.724,0.49571035245016076,-2.0724090864587805,-64.91741469731872,0.5159840245067134,-2.043369441466563,-64.91177033309438,0.4923122722492974,-2.0812147305925985,-64.99666935855166
level_static,1.54,43.724,0.4944481601503578,-2.072707295515904,-64.92162780415899,0.5088569110152559,-2.0470692982464556,-64.92543769850678,0.4913520084516352,-2.0810787802122124,-64.99808325399657
level_static,1.56,43.727,0.49836067998036815,-2.0737417425462956,-64.92210542267107,0.5219944287769142,-2.0488622819796642,-64.92661400114514,0.49523953885572203,-2.081775848712991,-64.99860192947125
level_static,1.58,43.721,0.4997778612867319,-2.0710634048700207,-64.91903858915317,0.5312938225340563,-2.042608399326281,-64.91491939053518,0.4963868667658439,-2.0792330408419826,-64.99814234499932
level_static,1.6,43.759,0.5067734634518687,-2.0700141649629233,-64.91379437198479,0.5545124140812692,-2.035820418118751,-64.8961034191398,0.5029586480126885,-2.078427110842035,-64.99749139903543
level_static,1.62,43.748,0.5048679536816624,-2.0674197738359594,-64.91073090626583,0.543107301240692,-2.026048740761189,-64.88892241699567,0.5010951845180378,-2.0760990814497005,-64.99593170063893
level_static,1.64,43.721,0.5013285704488556,-2.06326780611879,-64.9104196684837,0.5259093897738869,-2.014732589403191,-64.88620585062284,0.4977779522932974,-2.072175162749425,-64.9965956554129
level_static,1.66,43.739,0.5005325030673061,-2.0634579015114225,-64.90917913713902,0.522148108975039,-2.0190721625847345,-64.87812288992916,0.4966879653847486,-2.073095465372249,-64.99714226965517
level_static,1.68,43.718,0.5042909428443908,-2.0621230361833627,-64.90511781241361,0.5345640206940269,-2.017436570988357,-64.85974239856331,0.4999675670814446,-2.0725452367773296,-64.99766917260644
level_static,1.7,43.754,0.5012130278893537,-2.061045947997201,-64.902584808405,0.5239708221224076,-2.018231629555671,-64.85227727623497,0.4966117792537576,-2.0722116956058496,-64.9967814717249
level_static,1.72,43.727,0.49578629991989964,-2.0602346955106166,-64.90190916892561,0.4990619983063104,-2.018108173526703,-64.85722268523581,0.49130433219966496,-2.071754168597424,-64.99473070589075
