source_file,mag_ellipsoid_20260616_203040.csv
t_ms,mx_raw,my_raw,mz_raw,mx_cal,my_cal,mz_cal
45800,-175,-398,18,-257.207886,-298.457713,61.467936
45850,-163,-412,-21,-244.799406,-311.610822,21.901570
45900,-163,-412,-21,-244.799406,-311.610822,21.901570
45950,-140,-415,-61,-221.195566,-313.947769,-18.907294
46000,-85,-385,-88,-165.170782,-284.018183,-47.186316
46050,-45,-396,-79,-124.919152,-294.585555,-38.313581
46101,-45,-396,-79,-124.919152,-294.585555,-38.313581
46150,-2,-401,-79,-81.509984,-299.180333,-38.674948
46200,43,-403,-78,-36.070137,-300.845795,-38.073072
46250,86,-396,-66,7.302061,-293.863767,-26.380214
46300,86,-396,-66,7.302061,-293.863767,-26.380214
46350,122,-385,-54,43.628669,-283.025147,-14.663447
46400,153,-378,-34,74.800049,-276.209967,5.269379
46450,176,-370,-11,97.866729,-268.504752,28.315107
46500,176,-370,-11,97.866729,-268.504752,28.315107
46550,197,-364,13,118.889971,-262.775080,52.417590
46600,215,-356,50,136.769743,-255.256290,89.728410
46650,223,-343,100,144.453857,-243.067484,140.282434
46700,223,-343,100,144.453857,-243.067484,140.282434
46750,221,-322,154,142.049211,-223.182942,194.907478
46800,207,-297,205,127.576598,-199.441915,246.558385
46850,195,-292,250,115.050671,-195.135808,292.316261
46900,195,-292,250,115.050671,-195.135808,292.316261
46950,189,-272,273,108.898323,-175.913595,315.511141
47000,187,-248,296,106.813496,-152.762218,338.623469
47050,189,-229,313,108.794882,-134.397160,355.659011
47100,189,-229,313,108.794882,-134.397160,355.659011
47150,186,-207,326,105.783360,-113.094169,368.648151
47200,180,-190,336,99.737038,-96.656559,378.674690
47250,165,-178,344,84.584541,-85.134875,386.812175
47300,165,-178,344,84.584541,-85.134875,386.812175
47350,154,-179,347,73.435799,-86.216020,389.976031
47400,126,-176,350,45.138642,-83.506547,393.260579
47450,94,-173,352,12.810033,-80.812504,395.568362
47500,94,-173,352,12.810033,-80.812504,395.568362
47550,55,-175,350,-26.584830,-82.999272,393.936777
47600,14,-180,342,-67.961980,-88.060557,386.264557
47650,-28,-178,329,-110.254840,-86.243784,373.447903
47700,-28,-178,329,-110.254840,-86.243784,373.447903
47750,-66,-184,311,-148.510957,-92.151372,355.602822
47801,-107,-203,281,-189.767550,-110.631253,325.743511
47850,-153,-209,239,-235.873650,-116.328584,283.604371
47900,-153,-209,239,-235.873650,-116.328584,283.604371
47950,-194,-210,191,-276.837280,-117.048702,235.269168
48000,-214,-212,148,-296.639962,-118.660765,191.819075
48050,-232,-212,105,-314.408884,-118.308247,148.327705
48100,-232,-212,105,-314.408884,-118.308247,148.327705
48150,-240,-225,71,-322.247851,-130.672410,114.021338
48200,-227,-253,44,-309.037591,-157.610151,86.784474
48250,-227,-253,44,-309.037591,-157.610151,86.784474
48300,-203,-291,28,-284.886658,-194.352815,70.721012
48350,-165,-328,15,-246.614204,-230.060301,57.557529
48400,-118,-361,8,-199.280886,-261.871394,50.355975
48450,-118,-361,8,-199.280886,-261.871394,50.355975
48500,-66,-384,6,-146.878572,-283.947362,48.073823
48550,-15,-397,11,-95.488314,-296.349710,52.800102
48600,34,-399,25,-46.133154,-298.131260,66.564486
48650,34,-399,25,-46.133154,-298.131260,66.564486
48700,75,-392,50,-4.907339,-291.304905,91.477922
48750,106,-376,91,26.120174,-275.938638,132.637160
48800,123,-352,139,42.988760,-252.935904,180.952565
48850,123,-352,139,42.988760,-252.935904,180.952565
48900,136,-321,185,55.881755,-223.107786,227.199007
48950,156,-300,214,75.945285,-202.804104,256.224164
49000,165,-292,230,84.935756,-195.114535,272.297038
49050,165,-292,230,84.935756,-195.114535,272.297038
49100,165,-286,248,84.801132,-189.457650,290.509893
49150,164,-277,267,83.666339,-180.891241,309.715026
49201,162,-255,290,81.568317,-159.691251,332.849273
49250,162,-255,290,81.568317,-159.691251,332.849273
49300,166,-230,310,85.580818,-135.491715,352.846136
49350,175,-201,325,94.719514,-107.301619,367.673375
49400,186,-175,336,105.897696,-81.981569,378.452223
49450,186,-175,336,105.897696,-81.981569,378.452223
49500,191,-154,345,111.000551,-61.557653,387.312982
49550,191,-138,351,111.048040,-46.012313,393.230496
49600,179,-130,353,98.958071,-38.307853,395.289914
49650,179,-130,353,98.958071,-38.307853,395.289914
49700,160,-127,359,79.724423,-35.571882,401.533793
49750,140,-126,363,59.486654,-34.771976,405.778313
49800,118,-127,363,37.253838,-35.892814,406.002195
49850,118,-127,363,37.253838,-35.892814,406.002195
49900,92,-137,361,10.939871,-45.799365,404.332471
49950,52,-143,356,-29.462629,-51.862625,399.707969
50000,7,-147,345,-74.845278,-55.941727,389.017066
50050,7,-147,345,-74.845278,-55.941727,389.017066
50100,-36,-162,329,-118.231542,-70.685465,373.349972
50150,-82,-159,308,-164.481509,-67.831710,352.437243
50200,-130,-159,278,-212.684729,-67.819592,322.437443
50250,-130,-159,278,-212.684729,-67.819592,322.437443
50300,-178,-162,233,-260.762567,-70.570158,277.238344
50350,-211,-148,195,-293.641757,-56.711689,238.816104
50400,-233,-159,157,-315.572773,-67.172990,200.561398
50450,-233,-159,157,-315.572773,-67.172990,200.561398
50500,-247,-171,118,-329.418447,-78.546245,161.224748
50550,-256,-190,75,-338.220176,-96.672529,117.854510
50600,-245,-223,46,-327.044113,-128.480014,88.660845
50650,-245,-223,46,-327.044113,-128.480014,88.660845
50700,-224,-261,32,-305.943383,-165.264390,74.657375
50750,-186,-301,32,-267.816540,-204.041435,74.727993
50800,-142,-338,33,-223.617886,-239.862774,75.723142
50850,-142,-338,33,-223.617886,-239.862774,75.723142
50900,-94,-365,32,-175.292770,-265.878866,74.539021
50950,-48,-380,39,-128.986477,-280.287508,81.366568
51000,-48,-387,39,-129.032659,-287.117363,81.443287
51050,-2,-387,60,-82.762900,-287.044037,102.323136
51100,45,-386,77,-35.437548,-285.944581,119.120433
51150,90,-378,101,9.845673,-278.105182,142.968718
51200,90,-378,101,9.845673,-278.105182,142.968718
51250,136,-370,119,56.197247,-270.193428,160.714453
51300,167,-357,141,87.388854,-257.546005,182.612477
51350,186,-346,157,106.501944,-246.863380,198.555689
51400,186,-346,157,106.501944,-246.863380,198.555689
51450,197,-328,188,117.433781,-229.568077,229.731787
51500,204,-309,214,124.379476,-211.268670,255.858245
51550,210,-301,238,130.261673,-203.686572,280.083982
51600,210,-301,238,130.261673,-203.686572,280.083982
51650,213,-285,264,133.146445,-188.340636,306.282033
51700,223,-266,281,143.210092,-169.922799,323.240149
51750,237,-240,295,157.390087,-144.615836,337.036398
51800,237,-240,295,157.390087,-144.615836,337.036398
51851,259,-219,298,179.725818,-124.014005,339.639755
51901,281,-194,300,202.097616,-99.498438,341.183795
51950,294,-184,300,215.297265,-89.655735,340.948379
52000,294,-184,300,215.297265,-89.655735,340.948379
52050,279,-183,307,200.081874,-88.855722,348.190943
52100,256,-200,321,176.597721,-105.747693,362.816561
52150,233,-200,331,153.264436,-106.009032,373.193947
52200,233,-200,331,153.264436,-106.009032,373.193947
52250,203,-204,337,122.871497,-110.175489,379.621006
52300,166,-207,344,85.403498,-113.423395,387.120331
52350,120,-220,343,38.854407,-126.399935,386.692531
52400,120,-220,343,38.854407,-126.399935,386.692531
52450,74,-235,338,-7.669167,-141.284024,382.224736
52500,33,-234,331,-49.016411,-140.502106,375.502236
52550,-7,-236,320,-89.334451,-142.596833,364.741022
52600,-7,-236,320,-89.334451,-142.596833,364.741022
52650,-45,-240,304,-127.596730,-146.574954,348.904979
52700,-78,-242,286,-160.775044,-148.546780,330.967667
52750,-110,-245,265,-192.920638,-151.454823,309.985202
52800,-110,-245,265,-192.920638,-151.454823,309.985202
52850,-140,-246,240,-222.993759,-152.354444,284.899545
52900,-160,-254,216,-243.019913,-160.028906,260.809304
52950,-174,-268,189,-256.994921,-173.485067,233.680316
53000,-174,-268,189,-256.994921,-173.485067,233.680316
53050,-180,-283,170,-262.971692,-187.951820,214.608690
53101,-182,-297,152,-264.910412,-201.427450,196.502870
53150,-183,-312,131,-265.816413,-215.839296,175.351895
53200,-183,-312,131,-265.816413,-215.839296,175.351895
53250,-174,-333,115,-256.707563,-236.094129,159.247290
53300,-158,-358,98,-240.543445,-260.194595,142.103298
53350,-136,-381,87,-218.362507,-282.369848,130.972187
53400,-136,-381,87,-218.362507,-282.369848,130.972187
53450,-106,-405,76,-188.105904,-305.468015,119.774611
53500,-72,-422,72,-153.829737,-321.786655,115.569952
53550,-30,-440,67,-111.468227,-339.017250,110.283349
53600,-30,-440,67,-111.468227,-339.017250,110.283349
53650,15,-451,74,-66.145827,-349.529714,117.076734
53700,64,-453,84,-16.751954,-351.267425,126.779204
53750,64,-453,84,-16.751954,-351.267425,126.779204
53800,109,-450,100,28.575706,-348.218817,142.558459
53850,149,-445,111,68.913539,-343.197009,153.286794
53900,184,-436,117,104.274740,-334.250614,158.942287
53950,184,-436,117,104.274740,-334.250614,158.942287
54000,216,-431,117,136.636773,-329.161027,158.577783
54050,243,-423,117,163.967184,-321.177347,158.228791
54100,259,-416,122,180.129498,-314.296731,163.074613
54150,259,-416,122,180.129498,-314.296731,163.074613
54200,270,-403,138,191.173522,-301.715499,179.073331
54251,276,-391,156,197.140178,-290.164867,197.162358
54300,273,-379,177,193.985255,-278.706491,218.384925
54350,273,-379,177,193.985255,-278.706491,218.384925
54400,264,-367,201,184.739602,-267.320580,242.711997
54450,258,-355,218,178.592545,-255.838157,259.901684
54500,253,-348,230,173.471174,-249.172807,272.059100
54550,253,-348,230,173.471174,-249.172807,272.059100
54600,252,-348,230,172.460891,-249.179404,272.068778
54650,230,-337,250,150.113679,-238.811114,292.470713
54700,197,-329,269,116.643243,-231.431517,311.996511
54750,197,-329,269,116.643243,-231.431517,311.996511
54800,158,-323,283,77.146308,-225.988092,326.524905
54850,130,-323,285,48.839037,-226.194740,328.826854
54900,103,-320,289,21.542484,-223.489630,333.117202
54950,103,-320,289,21.542484,-223.489630,333.117202
55000,66,-300,300,-15.812487,-204.340419,344.426366
55050,30,-288,303,-52.132529,-192.902483,347.689701
55100,-7,-292,288,-89.394203,-196.884965,332.859458
55150,-7,-292,288,-89.394203,-196.884965,332.859458
55200,-52,-282,277,-134.684488,-187.304355,322.015118
55250,-96,-275,257,-178.897178,-180.545590,302.054672
55300,-129,-272,233,-211.984435,-177.573189,277.969690
55350,-129,-272,233,-211.984435,-177.573189,277.969690
55400,-152,-280,206,-235.012403,-185.234564,250.862047
55450,-149,-305,185,-231.943247,-209.376958,229.781958
55500,-129,-334,177,-211.851493,-237.452447,221.782399
55550,-129,-334,177,-211.851493,-237.452447,221.782399
55600,-91,-368,171,-173.626995,-270.309571,215.694387
55650,-66,-398,148,-148.345251,-299.163369,192.425218
55700,-39,-429,123,-121.030183,-328.957747,167.116695
55750,-39,-429,123,-121.030183,-328.957747,167.116695
55800,1,-462,90,-80.517209,-360.530066,133.580445
55850,40,-486,40,-40.790609,-383.141423,82.692100
55900,83,-497,14,2.830609,-393.305408,55.994049
55950,83,-497,14,2.830609,-393.305408,55.994049
56000,128,-495,7,48.374272,-390.980417,48.428257
56050,182,-486,18,102.882452,-381.963470,58.977256
56100,232,-463,38,153.354761,-359.411840,78.550838
56150,232,-463,38,153.354761,-359.411840,78.550838
56200,273,-433,67,194.693604,-330.188369,107.274112
56250,300,-411,88,221.913136,-308.775133,128.096733
56300,306,-397,102,227.931700,-295.229275,142.101925
56350,306,-397,102,227.931700,-295.229275,142.101925
56400,314,-378,121,235.955426,-276.846552,161.110355
56450,334,-340,150,256.131112,-239.956078,189.949195
56500,334,-340,150,256.131112,-239.956078,189.949195
56550,341,-308,179,263.133539,-209.005533,218.979611
56600,335,-282,208,256.962706,-183.994917,248.201604
56650,338,-244,231,260.021657,-147.150840,271.112103
56700,338,-244,231,260.021657,-147.150840,271.112103
56750,339,-222,243,261.060944,-125.810500,283.047051
56801,307,-249,253,228.456985,-152.474946,293.807457
56850,264,-296,252,184.714428,-198.605279,293.723256
56900,264,-296,252,184.714428,-198.605279,293.723256
56950,212,-339,243,131.983144,-240.804536,285.558492
57000,149,-373,228,68.256197,-274.229363,271.308679
57050,81,-400,207,-0.417912,-300.791562,250.937667
57100,81,-400,207,-0.417912,-300.791562,250.937667
57150,13,-420,166,-68.852273,-320.304709,210.180365
57200,-40,-424,136,-122.133296,-324.228354,180.272796
57250,-65,-422,125,-147.270707,-322.321344,169.322569
57300,-65,-422,125,-147.270707,-322.321344,169.322569
57350,-74,-423,116,-156.282744,-323.257776,160.281326
57400,-70,-419,131,-152.360397,-319.493009,175.430952
57450,-79,-408,142,-161.486831,-308.940314,186.567763
57500,-79,-408,142,-161.486831,-308.940314,186.567763
57550,-95,-412,122,-177.484178,-312.729451,166.456883
57600,-95,-432,81,-177.219317,-331.793972,125.041458
57650,-78,-458,34,-159.761166,-356.534739,77.434390
57700,-78,-458,34,-159.761166,-356.534739,77.434390
57750,-31,-479,6,-112.145435,-376.407352,48.776267
57800,31,-495,3,-49.584434,-391.576530,45.305136
57850,101,-493,18,21.003373,-389.327719,59.837915
57900,101,-493,18,21.003373,-389.327719,59.837915
57950,177,-471,60,97.523513,-367.821365,101.511350
58000,237,-436,104,157.945539,-333.758472,145.228117
58050,275,-393,140,196.271553,-291.947494,180.946298
58100,275,-393,140,196.271553,-291.947494,180.946298
58150,289,-357,176,210.304600,-257.124711,216.973477
58200,298,-310,215,219.329771,-211.635164,255.974925
58250,306,-249,252,227.456380,-152.470583,292.801657
58300,306,-249,252,227.456380,-152.470583,292.801657
58350,308,-164,286,229.708667,-69.896059,326.376986
58400,310,-46,300,232.372235,45.095553,339.281070
58450,293,77,284,216.163767,165.169077,321.849885
58500,293,77,284,216.163767,165.169077,321.849885
58550,269,186,237,193.090984,271.876462,273.160049
58600,257,264,156,182.266132,348.789147,190.167558
58650,260,305,59,186.506268,389.875483,91.187748
58700,260,305,59,186.506268,389.875483,91.187748
58750,259,319,-29,186.440038,404.493062,1.681874
58800,281,304,-83,209.089922,390.594632,-53.202493
58850,322,270,-114,250.587225,358.031296,-84.706504
58900,322,270,-114,250.587225,358.031296,-84.706504
58950,357,237,-124,285.826186,326.173913,-94.838355
59000,388,212,-108,316.825160,301.810734,-78.616729
59050,413,189,-62,341.485285,279.030564,-31.894595
59100,413,189,-62,341.485285,279.030564,-31.894595
59151,428,168,-19,356.084813,258.168685,11.855966
59201,437,148,25,364.619564,238.231956,56.669115
59250,436,131,67,363.090637,221.178253,99.515210
59300,436,131,67,363.090637,221.178253,99.515210
59350,424,124,113,350.475862,213.765076,146.420083
59400,394,128,165,319.690501,216.900016,199.471478
59450,394,128,165,319.690501,216.900016,199.471478
59500,366,123,211,290.924399,211.332667,246.509283
59550,347,116,236,271.440889,204.103465,272.156853
59600,336,96,255,260.011944,184.308782,291.776604
59650,336,96,255,260.011944,184.308782,291.776604
59700,344,70,264,267.835567,158.894887,301.123440
59750,334,51,280,257.452536,140.115376,317.676117
59800,325,47,287,248.265855,136.076505,324.915411
59850,325,47,287,248.265855,136.076505,324.915411
59900,318,41,297,241.057509,130.066563,335.203703
59950,309,31,304,231.831242,120.173530,342.508756
60000,306,31,306,228.781038,120.131818,344.568748
60050,306,31,306,228.781038,120.131818,344.568748
60100,317,41,296,240.056904,130.070925,334.197903
60150,326,53,286,249.325400,141.948225,323.824495
60200,319,51,294,242.162801,139.862977,332.037991
60250,319,51,294,242.162801,139.862977,332.037991
60300,301,46,305,223.838264,134.745196,343.437263
60350,295,49,308,217.767326,137.599813,346.508889
60400,301,61,302,223.966261,149.413481,340.226430
60450,301,61,302,223.966261,149.413481,340.226430
60500,304,64,296,227.074971,152.426113,334.071644
60550,320,72,284,243.408412,160.468740,321.643370
60600,325,67,282,248.446195,155.645178,319.618821
60650,325,67,282,248.446195,155.645178,319.618821
60700,328,63,280,251.470010,151.784115,317.602668
60750,319,54,290,242.221306,142.833897,327.943197
60800,322,56,288,245.284705,144.826996,325.861285
60850,322,56,288,245.284705,144.826996,325.861285
60900,321,58,288,244.287618,146.771786,325.849044
60950,320,50,291,243.195521,138.926760,328.992837
61000,310,26,301,232.837572,115.334539,339.507441
61050,310,26,301,232.837572,115.334539,339.507441
61100,314,8,301,236.759949,97.798442,339.666005
61150,335,-14,291,257.927524,76.581325,329.549092
61200,381,-50,254,304.521115,42.165349,291.925738
61250,381,-50,254,304.521115,42.165349,291.925738
61300,405,-77,226,328.860760,16.286833,263.555974
61350,414,-110,210,337.890441,-15.676324,247.582887
61400,461,-157,114,385.992761,-60.171704,150.157177
61450,461,-157,114,385.992761,-60.171704,150.157177
61500,480,-199,-14,406.149859,-99.622630,20.452345
61550,473,-202,-125,400.132376,-101.379352,-92.165149
61600,435,-146,-252,363.340232,-45.599310,-221.376904
61650,435,-146,-252,363.340232,-45.599310,-221.376904
61700,368,-27,-338,297.268721,71.008755,-309.363836
61750,295,84,-362,224.482681,179.092177,-334.245349
61800,234,156,-360,163.311097,248.917759,-332.413124
61851,234,156,-360,163.311097,248.917759,-332.413124
61901,165,229,-337,93.860606,319.436098,-309.189384
61950,90,297,-268,17.870231,384.532232,-239.140760
62000,34,336,-198,-39.125778,421.447641,-167.942709
62050,34,336,-198,-39.125778,421.447641,-167.942709
62100,-4,353,-132,-78.043129,437.060382,-100.739666
62150,-35,356,-52,-110.116361,438.906157,-19.234233
62200,-35,356,-52,-110.116361,438.906157,-19.234233
62250,-63,341,6,-139.064578,423.450353,40.098913
62300,-89,322,39,-165.776662,404.378965,74.069578
62350,-117,305,49,-194.273516,387.497846,84.681672
62400,-117,305,49,-194.273516,387.497846,84.681672
62450,-143,287,51,-220.678976,369.741906,87.161542
62500,-163,274,28,-240.747795,357.178015,64.141578
62550,-181,266,-21,-258.511428,349.790743,14.645015
62600,-181,266,-21,-258.511428,349.790743,14.645015
62650,-188,252,-81,-265.095074,336.742439,-46.062514
62700,-190,228,-155,-266.557785,314.123623,-120.925536
62750,-186,198,-212,-262.162916,285.503913,-178.517733
62800,-186,198,-212,-262.162916,285.503913,-178.517733
62850,-166,187,-259,-241.574956,275.418343,-226.318233
62900,-114,191,-318,-188.442849,280.310815,-286.778578
62950,-51,190,-382,-124.182229,280.452189,-352.367979
63000,-51,190,-382,-124.182229,280.452189,-352.367979
63050,-47,80,-425,-120.450651,173.623546,-394.866689
63100,-18,62,-400,-91.513164,155.978389,-369.563118
63150,38,52,-416,-34.848457,146.766267,-386.243160
63200,38,52,-416,-34.848457,146.766267,-386.243160
63250,90,57,-416,17.719229,151.987802,-386.801230
63300,132,63,-407,60.103582,158.020418,-378.134169
63350,195,51,-398,123.585116,146.629095,-369.473075
63400,195,51,-398,123.585116,146.629095,-369.473075
63450,250,42,-383,178.946112,138.046313,-354.674563
63500,293,25,-363,222.082545,121.524014,-334.594841
63550,350,-10,-335,279.166755,87.443914,-306.329508
63600,350,-10,-335,279.166755,87.443914,-306.329508
63650,416,-49,-270,344.959023,49.114903,-240.534734
63700,464,-85,-194,392.479534,13.473661,-163.428366
63750,489,-144,-121,416.640837,-44.727398,-88.893757
63800,489,-144,-121,416.640837,-44.727398,-88.893757
63850,485,-212,-54,411.502636,-111.835267,-20.072711
63900,468,-235,23,393.430862,-135.232285,58.535745
63950,437,-243,116,361.159240,-144.261620,153.362958
64000,437,-243,116,361.159240,-144.261620,153.362958
64050,384,-239,198,306.847030,-141.607215,237.101310
64100,330,-235,252,251.795529,-138.652533,292.415941
64150,267,-220,296,187.820838,-124.914999,337.542332
64200,267,-220,296,187.820838,-124.914999,337.542332
64251,187,-173,333,106.950208,-79.990705,375.374189
64300,93,-109,348,12.260699,-18.330866,390.814697
64350,25,-59,337,-56.002189,30.125750,379.754564
64400,25,-59,337,-56.002189,30.125750,379.754564
64450,-8,-35,326,-89.076718,53.445241,368.640647
64500,-33,5,308,-113.895678,92.505329,350.165596
64550,-66,65,268,-146.452028,151.267628,309.208246
64600,-66,65,268,-146.452028,151.267628,309.208246
64650,-96,111,223,-176.021503,196.444807,263.297907
64700,-114,145,179,-193.556434,229.981870,218.418424
64750,-121,162,153,-200.264621,246.807437,191.897412
64800,-121,162,153,-200.264621,246.807437,191.897412
64850,-124,178,128,-202.947953,262.672739,166.364126
64900,-112,199,102,-190.434380,283.526431,139.615387
64950,-112,199,102,-190.434380,283.526431,139.615387
65000,-109,223,45,-186.693531,307.587582,81.441038
65050,-87,249,-50,-163.376343,334.141945,-15.527304
65100,-19,260,-152,-93.617366,346.441105,-119.884800
65150,-19,260,-152,-93.617366,346.441105,-119.884800
65200,81,257,-201,7.865345,344.710799,-170.578198
65250,141,248,-211,68.519711,336.435001,-181.215041
65300,158,230,-241,85.866110,319.313466,-211.646652
65351,158,230,-241,85.866110,319.313466,-211.646652
65400,171,196,-290,99.249707,286.762679,-261.158286
65450,193,135,-346,121.615466,228.004258,-317.569459
65500,220,76,-380,148.832910,170.989096,-351.710414
65550,220,76,-380,148.832910,170.989096,-351.710414
65600,238,40,-392,166.896629,136.114395,-363.675812
65650,244,20,-398,172.884446,116.705865,-369.607556
65700,244,-26,-418,172.774529,72.043152,-389.412976
65750,244,-26,-418,172.774529,72.043152,-389.412976
65800,248,-71,-426,176.596201,28.251005,-397.082325
65850,232,-102,-440,160.362654,-1.947621,-410.804418
65900,223,-127,-447,151.172921,-26.322622,-417.551668
65950,223,-127,-447,151.172921,-26.322622,-417.551668
66000,222,-152,-447,149.997703,-50.721561,-417.267994
66050,217,-181,-448,144.764642,-79.038705,-417.917246
66100,215,-213,-445,142.503923,-110.306978,-414.500739
66150,215,-213,-445,142.503923,-110.306978,-414.500739
66200,229,-235,-438,156.434989,-131.756593,-407.286769
66250,286,-277,-399,213.366556,-172.787107,-367.774453
66300,342,-307,-344,269.212157,-202.291252,-312.136320
66350,342,-307,-344,269.212157,-202.291252,-312.136320
66400,399,-336,-249,325.687507,-231.251498,-215.899683
66450,436,-337,-154,362.141932,-233.024270,-119.776355
66500,450,-327,-93,375.761489,-223.843518,-58.077256
66550,450,-327,-93,375.761489,-223.843518,-58.077256
66600,457,-307,-35,382.404077,-204.919133,0.533557
66650,451,-276,47,375.753283,-175.610919,83.521115
66700,425,-217,142,348.955747,-119.257709,179.596585
66750,425,-217,142,348.955747,-119.257709,179.596585
66800,388,-146,205,311.433975,-50.918031,243.151683
66850,358,-101,234,281.141710,-7.527574,272.397718
66900,331,-65,254,253.908020,27.200071,292.574049
66950,331,-65,254,253.908020,27.200071,292.574049
67000,292,-5,265,214.796382,85.363834,303.464176
67050,241,76,257,163.883785,164.146232,294.946193
67100,173,159,219,96.099925,245.096655,256.106465
67150,173,159,219,96.099925,245.096655,256.106465
67200,102,220,164,25.304605,304.748342,200.273751
67250,46,263,85,-30.222951,347.199540,120.121655
67300,16,278,7,-59.677564,362.491889,41.040277
67350,16,278,7,-59.677564,362.491889,41.040277
67400,5,280,-38,-70.341956,364.863896,-4.571717
67450,8,280,-68,-67.020760,365.212484,-35.065109
67501,6,276,-111,-68.651549,361.767787,-78.667492
67550,6,276,-111,-68.651549,361.767787,-78.667492
67600,29,275,-133,-45.208723,361.184950,-101.219661
67650,86,284,-108,12.194809,370.068252,-76.482997
67700,86,284,-108,12.194809,370.068252,-76.482997
67750,173,271,-110,100.022991,357.980131,-79.213487
67800,256,238,-131,183.861981,326.559984,-100.980159
67850,304,187,-198,232.667524,277.850592,-168.922829
67900,304,187,-198,232.667524,277.850592,-168.922829
67950,299,116,-301,228.144555,209.672215,-272.690583
68000,279,44,-371,208.141365,140.057509,-342.791410
68050,250,-10,-413,178.893393,87.639037,-384.569010
68100,250,-10,-413,178.893393,87.639037,-384.569010
68150,194,-54,-448,122.366016,44.722652,-419.086544
68200,120,-108,-469,47.452080,-8.222862,-439.103571
68250,45,-171,-472,-28.705724,-70.153493,-440.733667
68300,45,-171,-472,-28.705724,-70.153493,-440.733667
68350,-46,-234,-445,-121.318400,-132.518478,-411.744553
68400,-111,-276,-402,-187.680032,-174.397719,-366.989574
68450,-148,-316,-361,-225.721198,-214.118925,-324.558463
68500,-148,-316,-361,-225.721198,-214.118925,-324.558463
68550,-166,-354,-323,-244.524763,-251.730512,-285.379595
68600,-176,-375,-298,-255.008093,-272.560050,-259.665691
68650,-159,-400,-292,-238.056293,-296.905994,-253.463355
68700,-159,-400,-292,-238.056293,-296.905994,-253.463355
68750,-162,-388,-262,-241.298320,-285.546257,-223.101481
68800,-175,-367,-268,-254.235379,-265.076698,-229.298691
68851,-181,-349,-274,-260.120251,-247.488037,-235.530769
68900,-181,-349,-274,-260.120251,-247.488037,-235.530769
68950,-187,-332,-274,-266.069791,-230.940829,-235.659017
69000,-204,-299,-279,-282.978489,-198.800295,-240.933553
69050,-216,-245,-285,-294.687550,-146.126246,-247.502116
69100,-216,-245,-285,-294.687550,-146.126246,-247.502116
69150,-225,-173,-285,-303.305078,-75.935678,-248.204119
69200,-228,-97,-273,-305.950659,-1.934268,-236.822289
69250,-223,-14,-244,-300.632328,78.763460,-208.331467
69300,-223,-14,-244,-300.632328,78.763460,-208.331467
69350,-200,64,-212,-277.190931,154.668595,-176.913620
69400,-160,140,-167,-236.713741,228.592020,-132.437162
69450,-106,199,-119,-182.233785,285.988138,-84.863447
69500,-106,199,-119,-182.233785,285.988138,-84.863447
69550,-42,240,-68,-117.798791,325.854864,-34.142803
69600,23,261,-22,-52.437072,346.269113,11.709968
69650,80,272,30,4.718342,356.807887,63.842633
69700,80,272,30,4.718342,356.807887,63.842633
69751,141,262,78,65.815053,346.927322,112.104828
69800,192,241,115,116.842827,326.368711,149.414100
69850,229,215,145,153.761404,300.915986,179.805316
69900,229,215,145,153.761404,300.915986,179.805316
69950,252,192,170,176.604207,278.352776,205.221757
70000,264,171,193,188.366453,257.690302,228.691781
70050,266,156,207,190.152560,242.914654,243.053522
70100,266,156,207,190.152560,242.914654,243.053522
70150,267,145,219,190.974132,232.057103,255.350144
70200,265,143,223,188.901659,230.048682,259.453335
70250,263,132,236,186.682704,219.160378,272.794471
70300,263,132,236,186.682704,219.160378,272.794471
70350,262,128,241,185.597640,215.196207,277.925381
70400,247,107,267,170.053219,194.322722,304.703155
70450,247,107,267,170.053219,194.322722,304.703155
70500,216,55,315,137.926831,142.856058,354.316064
70550,161,-6,355,81.571710,82.537491,396.136062
70600,93,-87,375,12.144530,2.838480,417.991502
70650,93,-87,375,12.144530,2.838480,417.991502
70700,48,-133,375,-33.621673,-42.340315,418.931176
70750,48,-140,341,-33.338794,-48.797537,384.481624
70800,46,-122,313,-34.969613,-30.941370,355.870303
70850,46,-122,313,-34.969613,-30.941370,355.870303
70900,39,-151,309,-42.194205,-59.238830,352.193972
70950,19,-176,301,-62.487368,-83.675442,344.537705
71000,-3,-182,294,-84.685424,-89.598029,337.708036
71050,-3,-182,294,-84.685424,-89.598029,337.708036
71100,-9,-186,295,-90.783188,-93.551348,338.825423
71150,6,-214,292,-75.784641,-120.738930,335.940688
71200,40,-230,294,-41.559946,-136.147636,337.817941
71250,40,-230,294,-41.559946,-136.147636,337.817941
71300,79,-254,288,-2.259191,-159.241225,331.610653
71350,163,-277,278,82.549595,-181.018396,320.894968
71400,261,-253,260,181.889844,-156.757922,301.404847
71450,261,-253,260,181.889844,-156.757922,301.404847
71500,295,-226,255,216.465977,-130.135080,295.702478
71550,310,-199,258,231.769314,-103.725268,298.307824
71600,330,-154,254,252.310565,-59.643264,293.559152
71650,330,-154,254,252.310565,-59.643264,293.559152
71700,353,-104,245,275.964043,-10.608200,283.649253
71750,365,-51,235,288.533882,41.292333,272.797457
71800,365,-3,225,288.947342,88.235228,262.116599
71850,365,-3,225,288.947342,88.235228,262.116599
71900,352,33,226,276.041497,123.263474,262.863342
71950,333,62,232,256.979383,151.367481,268.822265
