floor_hint,pressure_pa_mean,pressure_pa_std,relative_alt_m_mean,relative_alt_m_std,temp_c_mean
1,100245.4455,11.976267552960342,-2.6633999999999998,1.0088999553969658,28.031
2,100194.97649999999,3.9223213152408323,1.5866500000000001,0.3307138415609482,28.4435
3,100150.422,6.187184335382291,5.3387,0.5212791190907226,28.781
4,100106.0545,2.2761767286324583,9.0749,0.1924744658389787,29.125500000000002
5,100059.3355,0.4419417382415922,13.013200000000001,0.03733523804664874,29.2695
6,100024.03899999999,1.2600642840738927,15.9871,0.10649028124669457,29.750999999999998
